,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name,words_matched_list,sentiment
10,377625007887_10155927844777888,2017-12-07 12:15:19,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155927844777888/?type=3,Rappel : Ford F150. Le joint du dispositif de réglage électrique du siège avant pourrait se desserrer au fil du temps http://ow.ly/fv9B30h4Hno,Rappel : Ford F150. Le joint du dispositif de réglage électrique du siège avant pourrait se desserrer au fil du temps,[],Environmental,187,0.0947565543071161,fr,TransportsetInfrastructureauCanada_facebook,['or'],positive
11,377625007887_10155908943377888,2017-11-30 10:00:35,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155908943377888/?type=3,Rappel : Nissan Micra. Une défaillance du connecteur du capteur de coussin gonflable latéral pourrait causer une perte de communication momentanée entre le capteur de coussin gonflable latéral et le module de commande des coussins gonflables. http://ow.ly/bqFB30gTJVi,Rappel : Nissan Micra. Une défaillance du connecteur du capteur de coussin gonflable latéral pourrait causer une perte de communication momentanée entre le capteur de coussin gonflable latéral et le module de commande des coussins gonflables.,[],Social,163,0.04429530201342281,fr,TransportsetInfrastructureauCanada_facebook,[],positive
12,377625007887_10155141029477888,2017-03-16 09:26:11,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155141029477888/?type=3,Vous utilisez un drone à des fins récréatives? Voici un aide-mémoire sur les règles à connaître : http://ow.ly/b3Rz309Y78O,Vous utilisez un drone à des fins récréatives? Voici un aide-mémoire sur les règles à connaître :,[],Social,153,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
13,377625007887_10155815037637888,2017-10-25 09:20:16,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155815037637888/?type=3,Rappel : VTT Polaris. Un trou ou une fissure dans le collecteur d’échappement pourrait faire fondre les composants en plastique. http://ow.ly/mH1u30g7tJm,Rappel : VTT Polaris. Un trou ou une fissure dans le collecteur d’échappement pourrait faire fondre les composants en plastique.,[],Environmental,150,0.0,fr,TransportsetInfrastructureauCanada_facebook,['air'],neutral
14,377625007887_10155546702027888,2017-07-18 17:00:58,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155546702027888/?type=3,Rappel : VTT Kawasaki. Fuite possible du robinet de carburant. http://ow.ly/K6LP30dJg9E,Rappel : VTT Kawasaki. Fuite possible du robinet de carburant.,[],Social,125,0.0,en,TransportsetInfrastructureauCanada_facebook,[],neutral
15,377625007887_10155959938127888,2017-12-19 11:01:27,https://www.facebook.com/TransportsetInfrastructureauCanada/videos/10155959938127888/,Oh oh. Le premier ministre Justin Trudeau n’arrive pas à joindre le père Noël. Peut-être que le ministre Garneau peut aider à résoudre le mystère,Oh oh. Le premier ministre Justin Trudeau n’arrive pas à joindre le père Noël. Peut-être que le ministre Garneau peut aider à résoudre le mystère,[],Economical,106,0.0,fr,TransportsetInfrastructureauCanada_facebook,['ministre'],neutral
16,377625007887_10155888048692888,2017-11-22 10:09:46,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155888048692888/?type=3,"Le receveur d’épaves de Transports Canada est à la recherche du propriétaire d’un kayak tandem jaune de 6,7 mètres. Il a été trouvé sur le fleuve Saint-Laurent près du port de Québec, le 13 juin 2017. À qui appartient-il? Écrivez-nous : PPNQUE-NPPQUE@tc.gc.ca","Le receveur d’épaves de Transports Canada est à la recherche du propriétaire d’un kayak tandem jaune de ,7 mètres. Il a été trouvé sur le fleuve Saint-Laurent près du port de Québec, le juin . À qui appartient-il? Écrivez-nous : PPNQUE-NPPQUE.gc.ca",[],Environmental,100,0.0,fr,TransportsetInfrastructureauCanada_facebook,"['fleuve', 'or', 'air']",neutral
17,377625007887_10155320181297888,2017-05-10 15:00:15,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155320181297888/?type=3,Rappel : Camions Ford F-150. Une défaillance de la pompe à vide électrique pourrait réduire l’assistance au freinage. http://www.tc.gc.ca/6k2qt,Rappel : Camions Ford F-150. Une défaillance de la pompe à vide électrique pourrait réduire l’assistance au freinage.,[],Social,91,0.0,fr,TransportsetInfrastructureauCanada_facebook,['ami'],neutral
18,377625007887_10155837101897888,2017-11-02 17:30:25,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155837101897888/?type=3,Rappel : Ford F150. Un déplacement rapide du levier de vitesses pourrait causer une perte de l’indication de position et un engagement momentané de la marche arrière. http://ow.ly/aL0K30gjH8d,Rappel : Ford F150. Un déplacement rapide du levier de vitesses pourrait causer une perte de l’indication de position et un engagement momentané de la marche arrière. 8d,[],Social,89,0.029545454545454545,fr,TransportsetInfrastructureauCanada_facebook,['engagement'],positive
19,377625007887_10154764690242888,2016-11-23 12:06:06,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10154764690242888/?type=3,Rappel: Minifourgonnettes Toyota Sienna. Verrou défectueux : la porte coulissante électrique pourrait s’ouvrir. http://www.tc.gc.ca/oi513,Rappel: Minifourgonnettes Toyota Sienna. Verrou défectueux : la porte coulissante électrique pourrait s’ouvrir.,[],Environmental,89,0.0,fr,TransportsetInfrastructureauCanada_facebook,['or'],neutral
20,377625007887_10154344889537888,2016-07-08 17:00:35,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10154344889537888/?type=3,Rappel : Véhicules Ford F150 et Explorer 2016. Le mécanisme manuel d’inclinaison du siège du conducteur pourrait ne pas répondre aux normes canadiennes. http://www.tc.gc.ca/np3mp,Rappel : Véhicules Ford F150 et Elorer . Le mécanisme manuel d’inclinaison du siège du conducteur pourrait ne pas répondre aux normes canadiennes.,[],Environmental,83,0.0,fr,TransportsetInfrastructureauCanada_facebook,['or'],neutral
21,377625007887_10155946181757888,2017-12-14 11:39:48,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155946181352888/?type=3,Rappel : Hyundai Elantra. Le matériau de la plaquette de la butée de la pédale de frein pourrait se détériorer ce qui pourrait déclencher la fonction prioritaire de la pédale. Le levier d'embrayage pourrait accidentellement être déplacé et le véhicule pourrait se mettre en mouvement de manière involontaire. http://ow.ly/uhH230he8He,Rappel : Hyundai Elantra. Le matériau de la plaquette de la butée de la pédale de frein pourrait se détériorer ce qui pourrait déclencher la fonction prioritaire de la pédale. Le levier d'embrayage pourrait accidentellement être déplacé et le véhicule pourrait se mettre en mouvement de manière involontaire.,[],Environmental,78,0.04,fr,TransportsetInfrastructureauCanada_facebook,"['or', 'air']",positive
22,377625007887_10154299071292888,2016-06-21 06:30:43,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10154299071292888/?type=3,Rappel: VUS Hyundai Santa Fe 2010-2011. Problème de pneus causé par ressorts hélicoïdaux. http://www.tc.gc.ca/rb3jp,Rappel: VUS Hyundai Santa Fe -2011. Problème de pneus causé par ressorts hélicoïdaux.,[],Environmental,75,0.0,ca,TransportsetInfrastructureauCanada_facebook,['or'],neutral
23,377625007887_10154989951847888,2017-01-27 14:50:19,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10154989951847888/?type=3,Un avis public a été publié pour les sièges d'auto pour bébés G3 d'Orbit Baby. http://www.tc.gc.ca/wqcmx,Un avis public a été publié pour les sièges d'auto pour bébés G3 d'Orbit Baby.,[],Environmental,75,0.0,en,TransportsetInfrastructureauCanada_facebook,['or'],neutral
24,377625007887_10155979129422888,2017-12-26 20:00:37,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155979129422888/?type=3,"Vous achetez un drone? Gardez-le à 90 mètres d’altitude et 5,5 kilomètres des aéroports. C’est la loi https://goo.gl/83awQy","Vous achetez un drone? Gardez-le à mètres d’altitude et ,5 kilomètres des aéroports. C’est la loi",[],Environmental,74,0.0,fr,TransportsetInfrastructureauCanada_facebook,['or'],neutral
25,377625007887_10155890792187888,2017-11-23 11:42:36,https://www.facebook.com/TransportsetInfrastructureauCanada/videos/10155890792187888/,Vendredi fou : Vous voulez acheter un drone? Apprenez à l’utiliser en toute sécurité. Ne risquez pas une amende.,Vendredi fou : Vous voulez acheter un drone? Apprenez à l’utiliser en toute sécurité. Ne risquez pas une amende.,[],Social,69,0.125,fr,TransportsetInfrastructureauCanada_facebook,[],positive
26,377625007887_10155224317852888,2017-04-10 11:00:26,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155224317852888/?type=3,Rappel : Véhicules Hyundai. Des débris métalliques pourraient endommager le moteur et le faire caler. http://www.tc.gc.ca/flpyw,Rappel : Véhicules Hyundai. Des débris métalliques pourraient endommager le moteur et le faire caler.,[],Environmental,64,0.0,fr,TransportsetInfrastructureauCanada_facebook,['air'],neutral
27,377625007887_10155339099512888,2017-05-16 18:00:17,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155339099512888/?type=3,Rappel : Camions RAM. Un défaut pourrait empêcher les coussins gonflables de se déployer. Le véhicule pourrait devoir être redémarré. http://www.tc.gc.ca/6nuzw,Rappel : Camions RAM. Un défaut pourrait empêcher les coussins gonflables de se déployer. Le véhicule pourrait devoir être redémarré.,[],Social,62,0.0,fr,TransportsetInfrastructureauCanada_facebook,['ami'],neutral
28,377625007887_10154195854727888,2016-05-10 14:16:59,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10154195854727888/?type=3,Rappel : VUS Dodge Journey 2009-2016. Rupture possible du tuyau souple de la direction assistée au démarrage du véhicule par temps froid. http://www.tc.gc.ca/xt7po,Rappel : VUS Dodge Journey -2016. Rupture possible du tuyau souple de la direction assistée au démarrage du véhicule par temps froid.,[],Social,61,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
29,377625007887_10155424493472888,2017-06-13 11:30:14,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155424493472888/?type=3,Rappel : VUS Hyundai Santa Fe. Défaillance possible du verrou secondaire du capot. http://ow.ly/J8TM30cyHtX,Rappel : VUS Hyundai Santa Fe. Défaillance possible du verrou secondaire du capot.,[],Environmental,60,0.0,fr,TransportsetInfrastructureauCanada_facebook,['air'],neutral
30,377625007887_10155204550512888,2017-04-05 13:00:20,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155204550512888/?type=3,"Rappel : Ford F250. Le support de la tige actionnant la position de stationnement (P) pourrait avoir été endommagé pendant le montage, ce qui empêcherait la transmission de se placer en position voulue. http://ow.ly/g20w30aBaE0","Rappel : Ford F250. Le support de la tige actionnant la position de stationnement (P) pourrait avoir été endommagé pendant le montage, ce qui empêcherait la transmission de se placer en position voulue. 0",[],Environmental,53,0.0,fr,TransportsetInfrastructureauCanada_facebook,['or'],neutral
31,377625007887_10153891726907888,2016-01-18 14:00:29,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10153891726907888/?type=3,Rappel : Motoneiges Arctic Cat 2016. Défaillance des freins possible. http://ow.ly/XeHOU,Rappel : Motoneiges Arctic Cat . Défaillance des freins possible. U,[],Economical,50,0.0,en,TransportsetInfrastructureauCanada_facebook,['arctic'],neutral
32,377625007887_10154643867182888,2016-10-17 15:00:43,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10154643867182888/?type=3,Rappel : Voitures Toyota Prius. Le relâchement des câbles du frein à main pourrait le rendre non fonctionnel. http://www.tc.gc.ca/u6eqp,Rappel : Voitures Toyota Prius. Le relâchement des câbles du frein à main pourrait le rendre non fonctionnel.,[],Social,50,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
33,377625007887_10155535470242888,2017-07-15 15:00:49,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155535470242888/?type=3,Transports Canada prend de l’expansion! Nous embauchons des analystes des politiques et des économistes. Postulez dès aujourd’hui pour faire partie de l’avenir des transports! tc.gc.ca/emplois,Transports Canada prend de l’eansion! Nous embauchons des analystes des politiques et des économistes. Postulez dès aujourd’hui pour faire partie de l’avenir des transports!,[],Environmental,49,0.0,fr,TransportsetInfrastructureauCanada_facebook,"['or', 'air']",neutral
34,377625007887_10154643506142888,2016-10-17 13:04:18,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10154643506142888/?type=3,"Rappel : Jeep Wrangler. En cas de collision, le câblage du capteur d’impact avant pourrait se détacher, ce qui nuirait au fonctionnement des coussins gonflables et des prétendeurs de ceinture de sécurité. http://www.tc.gc.ca/ebjpd","Rappel : Jeep Wrangler. En cas de collision, le câblage du capteur d’impact avant pourrait se détacher, ce qui nuirait au fonctionnement des coussins gonflables et des prétendeurs de ceinture de sécurité. d",[],Social,48,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
35,377625007887_10154543151222888,2016-09-14 09:31:24,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10154543151222888/?type=3,Rappel : Véhicules General Motors. Une erreur de logiciel pourrait empêcher les cousins gonflables de se déployer. http://www.tc.gc.ca/sl6z4,Rappel : Véhicules General Motors. Une erreur de logiciel pourrait empêcher les cousins gonflables de se déployer.,[],Environmental,47,0.0,fr,TransportsetInfrastructureauCanada_facebook,['or'],neutral
36,377625007887_10155963065217888,2017-12-24 10:00:00,https://www.facebook.com/TransportsetInfrastructureauCanada/videos/10155963065217888/,En rappel : Mystère résolu! Voici pourquoi le père Noël ne répondait pas aux textos de notre premier ministre il y a quelques jours. Joyeuses Fêtes!,En rappel : Mystère résolu! Voici pourquoi le père Noël ne répondait pas aux textos de notre premier ministre il y a quelques jours. Joyeuses Fêtes!,[],Economical,46,0.5,fr,TransportsetInfrastructureauCanada_facebook,['ministre'],positive
37,377625007887_10154059796357888,2016-03-24 06:00:57,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10154059796357888/?type=3,Rappel : Véhicules Subaru Impreza WRX et Forester 2015-2016. Le conduit d’entrée d’air du turbocompresseur du moteur pourrait se fissurer. http://www.tc.gc.ca/rfo73,Rappel : Véhicules Subaru Impreza WRX et Forester -2016. Le conduit d’entrée d’air du turbocompresseur du moteur pourrait se fissurer.,[],Environmental,44,0.0,fr,TransportsetInfrastructureauCanada_facebook,"['or', 'air']",neutral
38,377625007887_10155778934962888,2017-10-11 09:45:18,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155778934962888/?type=3,Rappel : Véhicules Mitsubishi. Des relais électriques défectueux pourraient causer des problèmes de moteur. http://ow.ly/RMDa30fNJhL,Rappel : Véhicules Mitsubishi. Des relais électriques défectueux pourraient causer des problèmes de moteur.,[],Social,43,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
39,377625007887_10155028536657888,2017-02-09 07:30:32,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10153795890792888.1073741827.377625007887/10155028536657888/?type=3,"Rappel : Voitures Hyundai Elantra. Possibilité de fuite de vide dans le circuit de freinage et de diminution ou de perte de capacité du servofrein. 
http://www.tc.gc.ca/z82q7",Rappel : Voitures Hyundai Elantra. Possibilité de fuite de vide dans le circuit de freinage et de diminution ou de perte de capacité du servofrein.,[],Social,43,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
40,377625007887_10153900496317888,2016-01-22 15:57:01,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10153900496317888/?type=3,Rappel concernant les sièges d’appoint Kukuxumusu et Apramo importés par Canadian Tire : http://www.tc.gc.ca/htpwt,Rappel concernant les sièges d’appoint Kukuxumusu et Apramo importés par Canadian Tire :,[],Economical,42,0.0,fr,TransportsetInfrastructureauCanada_facebook,['import'],neutral
41,377625007887_10155338302092888,2017-05-16 13:02:30,https://www.facebook.com/TransportsetInfrastructureauCanada/videos/10155338302092888/,Le projet de loi #C49 renforcerait les droits des voyageurs aériens au Canada. #Transports2030,Le projet de loi renforcerait les droits des voyageurs aériens au Canada.,"['#C49', '#Transports2030']",Economical,41,0.0,fr,TransportsetInfrastructureauCanada_facebook,['droits'],neutral
42,377625007887_10155672802637888,2017-08-31 12:10:17,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155672802637888/?type=3,"À vous la parole! Dites-nous ce que vous pensez des règles proposées sur les drones avant qu’elles ne soient adoptées.
http://www.parlonstransport.ca/parlons-drones",À vous la parole! Dites-nous ce que vous pensez des règles proposées sur les drones avant qu’elles ne soient adoptées.,[],Social,40,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
43,377625007887_10155556522107888,2017-07-21 14:45:11,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155556522107888/?type=3,"Pendant une patrouille aérienne, notre équipe du Programme national de surveillance aérienne a aperçu le Terry Fox de la Garde côtière canadienne en train d’escorter un bateau dans la baie Frobisher.","Pendant une patrouille aérienne, notre équipe du Programme national de surveillance aérienne a aperçu le Terry Fox de la Garde côtière canadienne en train d’escorter un bateau dans la baie Frobisher.",[],Environmental,36,0.0,fr,TransportsetInfrastructureauCanada_facebook,"['eau', 'or']",neutral
44,377625007887_10155833342252888,2017-11-01 09:30:41,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155833342252888/?type=3,Rappel : Camions GM munis de deux réservoirs de carburant. Le réservoir avant pourrait prendre de l’expansion et entrer en contact avec l’arbre de transmission. http://ow.ly/JO5p30ghcN4,Rappel : Camions GM munis de deux réservoirs de carburant. Le réservoir avant pourrait prendre de l’eansion et entrer en contact avec l’arbre de transmission.,[],Social,36,0.0,fr,TransportsetInfrastructureauCanada_facebook,['ami'],neutral
45,377625007887_10154008666557888,2016-03-10 12:00:58,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10154008666557888/?type=3,"Voyez le nouveau pont Champlain prendre forme en temps réel!

Conservez la page et consultez-la régulièrement pour voir comment les travaux progressent pour la construction du nouveau pont Champlain grâce à une diffusion en direct disponible en ligne.

http://www.nouveauchamplain.ca/chantier/chantier-en-direct/",Voyez le nouveau pont Champlain prendre forme en temps réel! Conservez la page et consultez-la régulièrement pour voir comment les travaux progressent pour la construction du nouveau pont Champlain grâce à une diffusion en direct disponible en ligne.,[],Environmental,34,0.0,fr,TransportsetInfrastructureauCanada_facebook,"['eau', 'conserve', 'or']",neutral
46,377625007887_10154000200542888,2016-03-07 08:03:09,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10154000200542888/?type=3,C’est la Semaine des femmes de l’air! Célébrons tous ensemble le rôle important des femmes en transport aérien.,C’est la Semaine des femmes de l’air! Célébrons tous ensemble le rôle important des femmes en transport aérien.,[],Environmental,34,0.0,fr,TransportsetInfrastructureauCanada_facebook,"['or', 'air']",neutral
47,377625007887_10155817466482888,2017-10-26 09:30:42,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155817466482888/?type=3,Rappel : Toyota Sienna. Le véhicule pourrait quitter la position P (stationnement) de façon inattendue. http://ow.ly/8Ac930g7xwS,Rappel : Toyota Sienna. Le véhicule pourrait quitter la position P (stationnement) de façon inattendue.,[],Social,34,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
48,377625007887_10155958263997888,2017-12-18 18:00:49,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155958263997888/?type=3,"Rappel : Kia Forte. Le matériau de la plaquette de la butée de la pédale de frein pourrait se détériorer ce qui pourrait déclencher la fonction prioritaire de la pédale. Le levier d'embrayage pourrait accidentellement être déplacé et le véhicule pourrait se mettre en mouvement de manière involontaire. 
http://ow.ly/iG8V30hivnl",Rappel : Kia Forte. Le matériau de la plaquette de la butée de la pédale de frein pourrait se détériorer ce qui pourrait déclencher la fonction prioritaire de la pédale. Le levier d'embrayage pourrait accidentellement être déplacé et le véhicule pourrait se mettre en mouvement de manière involontaire.,[],Environmental,34,0.0,fr,TransportsetInfrastructureauCanada_facebook,"['or', 'air']",neutral
49,377625007887_10153883851362888,2016-01-15 08:02:31,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10153883851362888/?type=3,"Il peut y avoir de la glace noire partout, surtout sur les ponts et les viaducs. Conduisez lentement : les routes peuvent être plus glissantes qu’elles ne le paraissent.","Il peut y avoir de la glace noire partout, surtout sur les ponts et les viaducs. Conduisez lentement : les routes peuvent être plus glissantes qu’elles ne le paraissent.",[],Social,34,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
50,377625007887_10154279147527888,2016-06-13 14:07:00,https://www.facebook.com/TransportsetInfrastructureauCanada/videos/10154279147527888/,"Aujourd'hui, nous avons lancé une campagne de sécurité sur les drones. Soyez prudent et suivez nos consignes! #DronesInterdits","Aujourd'hui, nous avons lancé une campagne de sécurité sur les drones. Soyez prudent et suivez nos consignes!",['#DronesInterdits'],Social,34,0.0,fr,TransportsetInfrastructureauCanada_facebook,[],neutral
51,377625007887_10155820119472888,2017-10-27 09:30:46,https://www.facebook.com/TransportsetInfrastructureauCanada/photos/a.10151491514147888.1073741825.377625007887/10155820119472888/?type=3,Rappel : VTT côte à côte Arctic Cat Wildcat. Les panneaux anti-éclaboussures derrière les sièges pourraient fondre. http://ow.ly/Btoa30gaI5S,Rappel : VTT côte à côte Arctic Cat Wildcat. Les panneaux anti-éclaboussures derrière les sièges pourraient fondre.,[],Economical,33,0.5,fr,TransportsetInfrastructureauCanada_facebook,['arctic'],positive
