,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name,words_matched_list,sentiment
44,632493333805962_651650065223622,2017-11-23 08:42:50,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/651384651916830/?type=3,,,[],Social,5,0.0,tl,EnvironmentandClimateChange_facebook,[],neutral
45,632493333805962_661069657614996,2017-12-09 19:23:55,https://www.facebook.com/EnvironmentandClimateChange/videos/661069657614996/,#CanadaInChina – Minister McKenna is leading a #CleanTech trade mission: Quadrogen is a 🇨🇦 company specializing in turning the waste from water treatment plants and landfills into clean energy and fuels. http://ow.ly/2gme30h7EvK,– Minister McKenna is leading a trade mission: Quadrogen is a 🇨🇦 company specializing in turning the waste from water treatment plants and landfills into clean energy and fuels.,"['#CanadaInChina', '#CleanTech']",Environmental,5,0.0,en,EnvironmentandClimateChange_facebook,"['water', 'plants', 'clean']",neutral
46,632493333805962_651384651916830,2017-11-22 19:48:07,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/651384651916830/?type=3,"Tune in to see Minister of Environment and Climate Change, Catherine McKenna, deliver remarks at the international conference aimed at protecting the ozone layer and tackling climate change. See it LIVE in Montreal! UN Environment","Tune in to see Minister of Environment and Climate Change, Catherine McKenna, deliver remarks at the international conference aimed at protecting the ozone layer and tackling climate change. See it LIVE in Montreal! UN Environment",[],Environmental,5,0.0,en,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'climat']",neutral
47,632493333805962_663077714080857,2017-12-13 12:01:00,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/663077714080857/?type=3,"Are you a teacher or parent? Get your children and students to play the Climate Science Brain Buster game!
Check out the certificate children will get after playing the game.
http://ow.ly/imWN30hbpPN",Are you a teacher or parent? Get your children and students to play the Climate Science Brain Buster game! Check out the certificate children will get after playing the game.,[],Environmental,5,0.0,en,EnvironmentandClimateChange_facebook,"['climate', 'or', 'climat']",neutral
48,632493333805962_642042872851008,2017-11-06 16:23:16,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/642042106184418/?type=3,"Today marks the first day of COP23 BONN, the UNFCCC Global Climate Change Conference in Germany.

At COP23, our Canadian delegation will be advancing climate action, and the Paris Agreement. Stay tuned as we share updates on Canada’s role at this global event! http://ow.ly/5zLD30goHej","Today marks the first day of COP23 BONN, the UNFCCC Global Climate Change Conference in Germany. At COP23, our Canadian delegation will be advancing climate action, and the Paris Agreement. Stay tuned as we share updates on Canada’s role at this global event!",[],Environmental,5,0.0,en,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'cop23', 'climat']",neutral
49,632493333805962_646947089027253,2017-11-14 20:01:25,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/646947089027253/?type=3,"Congratulations to Dr. Bell and the team from Memorial University of Newfoundland who created SmartICE. 

At the United Nations Climate Conference COP23, they received the 2017 UN Climate Solutions Awards for their outstanding work adapting to climate change. They developed a tool that helps Indigenous Peoples adapt to thinning sea-ice. The tool provides information to aid in the planning of safe routes on the ice, which helps to reduce travel risks. 

SmartICE’s work underlines how global climate action is accelerating two years after the Paris Agreement was universally adopted. http://ow.ly/5J5C30gAhJl","Congratulations to Dr. Bell and the team from Memorial University of Newfoundland who created SmartICE. At the United Nations Climate Conference COP23, they received the UN Climate Solutions Awards for their outstanding work adapting to climate change. They developed a tool that helps Indigenous Peoples adapt to thinning sea-ice. The tool provides information to aid in the planning of safe routes on the ice, which helps to reduce travel risks. SmartICE’s work underlines how global climate action is accelerating two years after the Paris Agreement was universally adopted.",[],Environmental,4,0.0,en,EnvironmentandClimateChange_facebook,"['climate', 'climat', 'climate change', 'cop23', 'ice', 'or']",neutral
50,632493333805962_647551548966807,2017-11-15 21:41:26,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/647551455633483/?type=3,"Watch the LIVE meeting of the newly-formed Powering Past Coal alliance which is committed to phasing out traditional coal-fired electricity. Happening on November 16 at 5:45 a.m. (EST).
This alliance is committed to transitioning to a low carbon economy and clean economic growth. 

http://ow.ly/VCnx30gBVh9",Watch the LIVE meeting of the newly-formed Powering Past Coal alliance which is committed to phasing out traditional coal-fired electricity. Happening on November at :45 a.m. (EST). This alliance is committed to transitioning to a low carbon economy and clean economic growth. 9,[],Environmental,4,0.0,en,EnvironmentandClimateChange_facebook,"['carbon', 'or', 'clean', 'low carbon']",neutral
51,632493333805962_659183624470266,2017-12-06 14:45:22,https://www.facebook.com/EnvironmentandClimateChange/videos/659183624470266/,#CanadaInChina – Bombardier is a 🇨🇦 company specializing in reducing pollution through their innovative #CSeries aircraft that consumes as little as 2 litres of fuel per passenger per 100 km. http://ow.ly/J0Vs30h3GUM #ClimateAction,– Bombardier is a 🇨🇦 company specializing in reducing pollution through their innovative aircraft that consumes as little as litres of fuel per passenger per km.,"['#CanadaInChina', '#CSeries', '#ClimateAction']",Environmental,4,0.5681818181818181,en,EnvironmentandClimateChange_facebook,"['pollution', 'air']",positive
52,632493333805962_650201395368489,2017-11-20 14:37:07,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/videos/10156733610889045/,"We’re investing $155M in #CleanGrowth for energy, mining and forestry sectors to create a cleaner environment. These investments will help Canadian businesses grow and become world leaders in clean technology.
Find out more: http://ow.ly/pmEv30gHGJj","We’re investing $155M in for energy, mining and forestry sectors to create a cleaner environment. These investments will help Canadian businesses grow and become world leaders in clean technology. Find out more:",['#CleanGrowth'],Economical,4,0.0,en,EnvironmentandClimateChange_facebook,"['invest', 'energy']",neutral
53,632493333805962_651795585209070,2017-11-23 13:46:42,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/651795488542413/?type=3,"Tune in later today at 2:30PM EST for a panel discussion on the science behind repairing the ozone layer and combatting climate change under the Montreal Protocol.
 
Scientists from around the world, including Environment and Climate Change Canada scientists Vitali Fioletov and Nathan Gillet will be part of this panel.","Tune in later today at :30PM EST for a panel discussion on the science behind repairing the ozone layer and combatting climate change under the Montreal Protocol. Scientists from around the world, including Environment and Climate Change Canada scientists Vitali Fioletov and Nathan Gillet will be part of this panel.",[],Environmental,4,0.0,en,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'or', 'climat', 'air']",neutral
54,632493333805962_660214977700464,2017-12-08 11:29:30,https://www.facebook.com/EnvironmentandClimateChange/videos/660214977700464/,#CanadaInChina – International CCS Knowledge Centre is a 🇨🇦 organisation specializing in accelerating the global deployment of carbon capture and storage to manage greenhouse gas emissions. http://ow.ly/LibT30h6kNL,– International CCS Knowledge Centre is a 🇨🇦 organisation specializing in accelerating the global deployment of carbon capture and storage to manage greenhouse gas emissions.,['#CanadaInChina'],Environmental,4,0.0,en,EnvironmentandClimateChange_facebook,"['carbon', 'gas', 'or', 'greenhouse gas']",neutral
55,632493333805962_660404441014851,2017-12-08 21:55:00,https://www.facebook.com/EnvironmentandClimateChange/videos/660404441014851/,#CanadaInChina – Minister McKenna is leading a #CleanTech trade mission: Saltworks Technologies is a 🇨🇦 company specializing in cleaning up the water used in large factories so that it can be reused! http://ow.ly/kPiY30h71w3 #ClimateAction,– Minister McKenna is leading a trade mission: Saltworks Technologies is a 🇨🇦 company specializing in cleaning up the water used in large factories so that it can be reused!,"['#CanadaInChina', '#CleanTech', '#ClimateAction']",Environmental,4,0.0,en,EnvironmentandClimateChange_facebook,"['water', 'technologie', 'water use', 'clean', 'or']",neutral
56,632493333805962_671520849903210,2017-12-28 14:42:27,https://www.facebook.com/ENERGYSTARCanada/photos/a.1665643680417013.1073741828.1665529797095068/1902006380114074/?type=3,,,[],Social,4,0.0,tl,EnvironmentandClimateChange_facebook,[],neutral
57,632493333805962_662616164127012,2017-12-12 14:00:17,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/662616164127012/?type=3,"On this day in 2015, Canada, along with 194 other countries, reached a historic #ClimateAction milestone by adopting the Paris Agreement. We are taking action to limit temperature rise to well below 2°C. 
http://ow.ly/3o5y30hbhmM","On this day in , Canada, along with other countries, reached a historic milestone by adopting the Paris Agreement. We are taking action to limit temperature rise to well below °C.",['#ClimateAction'],Environmental,4,0.0,en,EnvironmentandClimateChange_facebook,['or'],neutral
58,632493333805962_667637870291508,2017-12-21 15:13:27,https://www.facebook.com/EnvironmentandClimateChange/videos/667637870291508/,"Canada is taking serious action to fight climate change. Putting a price on carbon pollution is the most efficient way to reduce pollution and drive innovation. 
Just another way that we are leading in global climate action.",Canada is taking serious action to fight climate change. Putting a price on carbon pollution is the most efficient way to reduce pollution and drive innovation. Just another way that we are leading in global climate action.,[],Environmental,4,0.0,en,EnvironmentandClimateChange_facebook,"['climate', 'climat', 'climate change', 'ice', 'carbon', 'pollution']",neutral
59,632493333805962_667614596960502,2017-12-23 14:00:00,https://www.facebook.com/EnvironmentandClimateChange/videos/667614596960502/,"This season go on the hunt for the perfect vintage one-of-a-kind-gift for your loved ones! 

Reduce your carbon footprint and buy second-hand toys, books, skis, and clothes to recycle old products and give them a new home.","This season go on the hunt for the perfect vintage one-of-a-kind-gift for your loved ones! Reduce your carbon footprint and buy second-hand toys, books, skis, and clothes to recycle old products and give them a new home.",[],Environmental,4,0.0,en,EnvironmentandClimateChange_facebook,"['recycle', 'carbon', 'or']",neutral
60,632493333805962_655507538171208,2017-11-30 12:00:29,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/655507538171208/?type=3,"At COP23 BONN , Minister Catherine McKenna met Canadian filmmaker, Mark Terry, who created a project to present nearly 300 videos of climate research. Check out the map to explore videos produced all over the world! http://ow.ly/7sFt30gU088","At COP23 BONN , Minister Catherine McKenna met Canadian filmmaker, Mark Terry, who created a project to present nearly videos of climate research. Check out the map to elore videos produced all over the world! U088",[],Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['climate', 'cop23', 'climat', 'or']",neutral
61,632493333805962_654038358318126,2017-11-27 16:51:34,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/654037938318168/?type=3,"Last week, Philippe Chemouny, manager at Environment and Climate Change Canada, won an Ozone Award during the 29th Meeting of the Parties to the Montreal Protocol. He was one of Canada’s key negotiators in some of the most challenging Montreal Protocol negotiations over the past 20 years, including the 2016 Kigali Amendment to phase down HFCs. Learn more about Mr. Chemouny: http://ow.ly/iBBy30gQSW0","Last week, Philippe Chemouny, manager at Environment and Climate Change Canada, won an Ozone Award during the th Meeting of the Parties to the Montreal Protocol. He was one of Canada’s key negotiators in some of the most challenging Montreal Protocol negotiations over the past years, including the Kigali Amendment to phase down HFCs. Learn more about Mr. Chemouny: 0",[],Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'or', 'climat']",neutral
62,632493333805962_654037424984886,2017-11-27 16:47:37,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/654037081651587/?type=3,"In case you missed it during last week’s Facebook Live from the 29th Meeting of the Parties to the Montreal Protocol, Canadian David Heurtel won an Ozone Award for the development of Quebec’s provincial regulations on halocarbons. The Ozone Awards recognize individuals, groups and organizations that have demonstrated extraordinary commitment and contribution to the progress and achievements of the Montreal Protocol in the past 10 years. Learn more about Mr. Heurtel: http://ow.ly/JPwe30gQRE7","In case you missed it during last week’s Facebook Live from the th Meeting of the Parties to the Montreal Protocol, Canadian David Heurtel won an Ozone Award for the development of Quebec’s provincial regulations on halocarbons. The Ozone Awards recognize individuals, groups and organizations that have demonstrated extraordinary commitment and contribution to the progress and achievements of the Montreal Protocol in the past years. Learn more about Mr. Heurtel:",[],Environmental,3,0.09125,en,EnvironmentandClimateChange_facebook,"['carbon', 'or']",positive
63,632493333805962_657866821268613,2017-12-04 11:47:29,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/657866821268613/?type=3,"2018 marks the Canada-China Year of Tourism. Canadian Prime Minister, Justin Trudeau, Canadian Minister of Small Business and Tourism, Bardish Chagger and Minister of Environment and Climate Change, Catherine McKenna, welcome Chinese tourists to our beautiful Parks Canada places ‒ Canadian national treasures! Plan your trip here: http://ow.ly/6g0V30h06Vz","marks the Canada-China Year of Tourism. Canadian Prime Minister, Justin Trudeau, Canadian Minister of Small Business and Tourism, Bardish Chagger and Minister of Environment and Climate Change, Catherine McKenna, welcome Chinese tourists to our beautiful Parks Canada places ‒ Canadian national treasures! Plan your trip here:",[],Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['eau', 'climate change', 'climate', 'park', 'climat']",neutral
64,632493333805962_659115864477042,2017-12-06 12:05:36,https://www.facebook.com/EnvironmentandClimateChange/videos/659115864477042/,"#CanadaInChina – Hydrogenics is a 🇨🇦 company specializing in hydrogen generation and developing infrastructure for hydrogen fuel cell vehicles, such as zero emission buses. http://ow.ly/jbhD30h3tgq #ClimateAction","– Hydrogenics is a 🇨🇦 company specializing in hydrogen generation and developing infrastructure for hydrogen fuel cell vehicles, such as zero emission buses.","['#CanadaInChina', '#ClimateAction']",Economical,3,0.0,en,EnvironmentandClimateChange_facebook,['infrastructure'],neutral
65,632493333805962_662656424122986,2017-12-12 16:00:32,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/662656424122986/?type=3,"Did you know: a five-minute shower uses about 38 litres of water?
Get your kids to discover what climate actions they can take based on their habits: http://ow.ly/o81z30hbmzf",Did you know: a five-minute shower uses about litres of water? Get your kids to discover what climate actions they can take based on their habits:,[],Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['water', 'climate', 'climat']",neutral
66,632493333805962_659195641135731,2017-12-06 15:07:58,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/659195641135731/?type=3,The #CanadainChina trade mission is unleashing new partnerships between 🇨🇦 and 🇨🇳 businesses. They’re taking Canadian #CleanTech to a whole new level. http://ow.ly/hmnn30h47UO,The trade mission is unleashing new partnerships between 🇨🇦 and 🇨🇳 businesses. They’re taking Canadian to a whole new level.,"['#CanadainChina', '#CleanTech']",Economical,3,0.0,en,EnvironmentandClimateChange_facebook,['partnership'],neutral
67,632493333805962_662615827460379,2017-12-13 12:00:00,https://www.facebook.com/EnvironmentandClimateChange/videos/662615827460379/,"Environment and Climate Change is proud of the small town of Cochrane Ontario that will purchase their first bus for public transit. 

The Public Transit Infrastructure Fund serves 147 Canadian projects! Public transit is environmentally-friendly & contributes to reducing greenhouse gas emissions!

Want to know more?
http://ow.ly/O4RD30hbnff",Environment and Climate Change is proud of the small town of Cochrane Ontario that will purchase their first bus for public transit. The Public Transit Infrastructure Fund serves Canadian projects! Public transit is environmentally-friendly & contributes to reducing greenhouse gas emissions! Want to know more?,[],Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['climate', 'climat', 'climate change', 'gas', 'greenhouse gas', 'or']",neutral
68,632493333805962_663115747410387,2017-12-13 13:51:37,https://www.facebook.com/birdscanada/photos/a.389647681120588.92860.358787267539963/1534732289945449/?type=3,,,[],Social,3,0.0,tl,EnvironmentandClimateChange_facebook,[],neutral
69,632493333805962_663674177354544,2017-12-14 16:07:35,https://www.facebook.com/G7Canada/videos/353112805154634/,,,[],Social,3,0.0,tl,EnvironmentandClimateChange_facebook,[],neutral
70,632493333805962_666382390417056,2017-12-19 13:56:35,https://www.facebook.com/YourGovernmentatWork/videos/531823473850748/,,,[],Social,3,0.2111111111111111,tl,EnvironmentandClimateChange_facebook,[],positive
71,632493333805962_667544760300819,2017-12-21 11:15:05,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/667544760300819/?type=3,"From wildfires in British Columbia to ice storms in Atlantic Canada, weather experts at Environment and Climate Change Canada have drawn up their choice of the Top 10 Weather Stories from across the country in 2017. 

Extreme weather events like these demonstrate the effects of climate change, and remind us of the need to act now on climate both internationally and here at home. http://ow.ly/6M5930hn7Ym #Top10Weather","From wildfires in British Columbia to ice storms in Atlantic Canada, weather eerts at Environment and Climate Change Canada have drawn up their choice of the Top Weather Stories from across the country in . Extreme weather events like these demonstrate the effects of climate change, and remind us of the need to act now on climate both internationally and here at home.",['#Top10Weather'],Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'or', 'ice', 'climat']",neutral
72,632493333805962_655601391495156,2017-11-30 16:30:12,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/655601391495156/?type=3,"The energy industry is full of potential for adaptation and innovation! Iron & Earth is a company developed by a group of former oil workers based in Newfoundland and Labrador which focuses on implementing green energy initiatives and training people for renewable energy jobs! 

It is important to draw on skills from every industry to help adapt and mitigate the effects of climate change. Check out their website to learn more: http://ow.ly/Lu8Q30gVwHR",The energy industry is full of potential for adaptation and innovation! Iron & Earth is a company developed by a group of former oil workers based in Newfoundland and Labrador which focuses on implementing green energy initiatives and training people for renewable energy jobs! It is important to draw on skills from every industry to help adapt and mitigate the effects of climate change. Check out their website to learn more:,[],Economical,3,0.0,en,EnvironmentandClimateChange_facebook,"['oil', 'jobs', 'energy', 'green', 'innovation', 'import']",neutral
73,632493333805962_660803574308271,2017-12-09 10:17:08,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/660803574308271/?type=3,"#CanadaInChina – #WoodlandBiofuels is a 🇨🇦 company specializing in clean, #renewable fuel using waste biomass, not food, to generate low cost ethanol. ow.ly/S0fG30h2jie #ClimateAction","– is a 🇨🇦 company specializing in clean, fuel using waste biomass, not food, to generate low cost ethanol.","['#CanadaInChina', '#WoodlandBiofuels', '#renewable', '#ClimateAction']",Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['biomass', 'clean']",neutral
74,632493333805962_660819940973301,2017-12-09 10:45:05,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/660819940973301/?type=3,"#CanadaInChina – Hydrogenics is a 🇨🇦 company specializing in hydrogen generation and developing infrastructure for hydrogen fuel cell vehicles, such as zero emission buses. ow.ly/DRtB30h2iU7 #ClimateAction","– Hydrogenics is a 🇨🇦 company specializing in hydrogen generation and developing infrastructure for hydrogen fuel cell vehicles, such as zero emission buses.","['#CanadaInChina', '#ClimateAction']",Economical,3,0.0,en,EnvironmentandClimateChange_facebook,['infrastructure'],neutral
75,632493333805962_661116764276952,2017-12-09 23:30:00,https://www.facebook.com/EnvironmentandClimateChange/videos/661116764276952/,#CanadaInChina – Minister McKenna is leading a #CleanTech trade mission: Echologics is a 🇨🇦 company specializing in water pipe leak detection and pipe condition assessment.  #ClimateAction,– Minister McKenna is leading a trade mission: Echologics is a 🇨🇦 company specializing in water pipe leak detection and pipe condition assessment.,"['#CanadaInChina', '#CleanTech', '#ClimateAction']",Economical,3,0.0,en,EnvironmentandClimateChange_facebook,['minister'],neutral
76,632493333805962_669383863450242,2017-12-24 15:25:03,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/669383863450242/?type=3,Looking for activities for your kids over the holidays? Have them play and explore #ClimateKids http://ow.ly/wmJz30hnMjo,Looking for activities for your kids over the holidays? Have them play and elore,['#ClimateKids'],Social,3,0.0,en,EnvironmentandClimateChange_facebook,['kids'],neutral
77,632493333805962_661377844250844,2017-12-10 08:28:09,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/661377844250844/?type=3,"Did you know? Canada’s Minister of Environment and Climate Change, Catherine McKenna, is the International Executive Vice Chair of the #ChinaCouncil. This group of more than 60 leading Chinese and international environment and development experts provides advice on China’s environment and development policy. http://ow.ly/jOlY30h7YPl","Did you know? Canada’s Minister of Environment and Climate Change, Catherine McKenna, is the International Executive Vice Chair of the . This group of more than leading Chinese and international environment and development eerts provides advice on China’s environment and development policy.",['#ChinaCouncil'],Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['climate', 'climat', 'climate change', 'ice', 'air', 'or']",neutral
78,632493333805962_644353892619906,2017-11-10 15:15:32,https://www.facebook.com/EnvironmentandClimateChange/videos/644353892619906/,,,[],Social,3,0.0,tl,EnvironmentandClimateChange_facebook,[],neutral
79,632493333805962_660394067682555,2017-12-08 19:00:01,https://www.facebook.com/EnvironmentandClimateChange/videos/660394067682555/,#CanadaInChina – Minister McKenna is leading a #CleanTech trade mission: Solstice Canada Corp. is a 🇨🇦 company specializing in soil clean up. http://ow.ly/SMQ230h6YVD,– Minister McKenna is leading a trade mission: Solstice Canada Corp. is a 🇨🇦 company specializing in soil clean up. D,"['#CanadaInChina', '#CleanTech']",Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['clean', 'ice', 'or']",neutral
80,632493333805962_667620380293257,2017-12-24 10:00:00,https://www.facebook.com/EnvironmentandClimateChange/videos/667620380293257/,"This holiday season, call, email, or video-chat with your family to cut back on waste, and reduce your impact on the planet!","This holiday season, call, email, or video-chat with your family to cut back on waste, and reduce your impact on the planet!",[],Social,3,0.0,en,EnvironmentandClimateChange_facebook,"['ami', 'family']",neutral
81,632493333805962_646952662360029,2017-11-14 20:25:03,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/646952662360029/?type=3,Today is Resilience Day at COP23. We are updating Canadian building codes and developing a retrofit code to adapt to climate change. Our goal is to create new clean buildings of the 21st century.,Today is Resilience Day at COP23. We are updating Canadian building codes and developing a retrofit code to adapt to climate change. Our goal is to create new clean buildings of the st century.,[],Environmental,3,0.0,en,EnvironmentandClimateChange_facebook,"['building', 'climate', 'climat', 'climate change', 'cop23', 'clean']",neutral
82,632493333805962_654034924985136,2017-11-27 16:36:42,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/654034874985141/?type=3,"Last week, Dr. Vitali Fioletov, a research scientist at Environment and Climate Change Canada, received an Ozone Award during the 29th Meeting of the Parties to the Montreal Protocol. He was recognized for his research on changes to the ozone layer and their impact on ultraviolet radiation exposure. The Ozone Awards recognize individuals, groups and organizations that have demonstrated extraordinary commitment and contribution to the progress and achievements of the Montreal Protocol in the past 10 years. Learn more about Dr. Fioletov: http://ow.ly/U2sH30gQOrf","Last week, Dr. Vitali Fioletov, a research scientist at Environment and Climate Change Canada, received an Ozone Award during the th Meeting of the Parties to the Montreal Protocol. He was recognized for his research on changes to the ozone layer and their impact on ultraviolet radiation eure. The Ozone Awards recognize individuals, groups and organizations that have demonstrated extraordinary commitment and contribution to the progress and achievements of the Montreal Protocol in the past years. Learn more about Dr. Fioletov:",[],Environmental,2,0.0,en,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'or', 'climat']",neutral
83,632493333805962_662503364138292,2017-12-12 10:10:12,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/662503364138292/?type=3,"Canadian company, Innergex, produces clean electricity in France. The company has 13 windmill farms and two more in construction to energize around 160 000 homes in Europe. Find out more: http://ow.ly/pt9X30haXgg","Canadian company, Innergex, produces clean electricity in France. The company has windmill farms and two more in construction to energize around homes in Europe. Find out more:",[],Environmental,2,0.0,en,EnvironmentandClimateChange_facebook,"['or', 'clean']",neutral
84,632493333805962_662531340802161,2017-12-12 11:23:02,https://www.facebook.com/EnvironmentandClimateChange/videos/662531340802161/,"Do you work at a company that is interested in clean tech and green infrastructure? Come learn about government programs and services that will help you capitalize on growing global market opportunities!

The Cleantech Global campaign is a series of workshops across Canada being held over the next three years. Check out the video to hear about a Canadian cleantech success story.

Subscribe for updates on upcoming clean tech workshops and find out more: 
http://ow.ly/xWpi30hb7V3",Do you work at a company that is interested in clean tech and green infrastructure? Come learn about government programs and services that will help you capitalize on growing global market opportunities! The Cleantech Global campaign is a series of workshops across Canada being held over the next three years. Check out the video to hear about a Canadian cleantech success story. Subscribe for updates on upcoming clean tech workshops and find out more:,[],Economical,2,0.0,en,EnvironmentandClimateChange_facebook,"['global', 'infrastructure', 'green', 'government']",neutral
85,632493333805962_662544887467473,2017-12-12 11:42:05,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10156805117074045/?type=3,,,[],Social,2,0.0,tl,EnvironmentandClimateChange_facebook,[],neutral
86,632493333805962_647726192282676,2017-11-16 06:43:56,,"Apologies. Due to technical difficulties, we can no longer provide live streaming of the Powering Past Coal event.","Apologies. Due to technical difficulties, we can no longer provide live streaming of the Powering Past Coal event.",[],Social,2,0.25,en,EnvironmentandClimateChange_facebook,['ami'],positive
87,632493333805962_647764975612131,2017-11-16 07:50:34,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/647764762278819/?type=3,"New today: Canada and the UK, and over 20 governments unified to accelerate a clean growth economy through the rapid phase-out of traditional coal-fired electricity. The Powering Past Coal Alliance will create a healthy more sustainable planet for future generations! http://ow.ly/rvL330gCn3x","New today: Canada and the UK, and over governments unified to accelerate a clean growth economy through the rapid phase-out of traditional coal-fired electricity. The Powering Past Coal Alliance will create a healthy more sustainable planet for future generations!",[],Environmental,2,0.0,en,EnvironmentandClimateChange_facebook,"['planet', 'sustainable', 'or', 'clean', 'government']",neutral
88,632493333805962_663077640747531,2017-12-13 12:00:53,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/663077640747531/?type=3,"The Public Transit Infrastructure Fund serves 147 Canadian projects such as bike path redevelopments, installing more cycling racks and bus stop upgrades. This encourages more Canadians to take part in active transportation and take action on climate change by reducing greenhouse gas emissions.","The Public Transit Infrastructure Fund serves Canadian projects such as bike path redevelopments, installing more cycling racks and bus stop upgrades. This encourages more Canadians to take part in active transportation and take action on climate change by reducing greenhouse gas emissions.",[],Environmental,2,0.0,en,EnvironmentandClimateChange_facebook,"['climate', 'climat', 'climate change', 'gas', 'greenhouse gas', 'or']",neutral
89,632493333805962_647309125657716,2017-11-15 10:11:57,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/647309028991059/?type=3,"Indigenous peoples from Canada, and around the world, are disproportionately affected by the impacts of climate change. At the same time, their knowledge, experiences and innovations are vital when it comes to responding to climate impacts.

This is why Canada has worked so hard to ensure that the voices of Indigenous peoples are heard — at home and abroad.","Indigenous peoples from Canada, and around the world, are disproportionately affected by the impacts of climate change. At the same time, their knowledge, eeriences and innovations are vital when it comes to responding to climate impacts. This is why Canada has worked so hard to ensure that the voices of Indigenous peoples are heard — at home and abroad.",[],Environmental,2,0.0,en,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'or', 'ice', 'climat']",neutral
90,632493333805962_647401472315148,2017-11-15 13:40:14,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/647401432315152/?type=3,"The Government of Canada continues to deliver on its $2.65 billion commitment to help developing nations address climate change. We are providing $1.6 million to help Chile, Colombia, Mexico and Peru, known as the Pacific Alliance, to strengthen their actions on climate change. With this funding, they will accelerate clean growth investment. The environment and economy go hand in hand.

Learn more: http://ow.ly/F1MU30gBnsr","The Government of Canada continues to deliver on its $2.65 billion commitment to help developing nations address climate change. We are providing $1.6 million to help Chile, Colombia, Mexico and Peru, known as the Pacific Alliance, to strengthen their actions on climate change. With this funding, they will accelerate clean growth investment. The environment and economy go hand in hand. Learn more:",[],Environmental,2,0.0,en,EnvironmentandClimateChange_facebook,"['climate', 'climat', 'government', 'climate change', 'clean', 'or']",neutral
