,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name,words_matched_list,sentiment
10,123326971154939_902333969920898,2017-08-16 08:30:13,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/902333969920898/?type=3,"INAC's Regional Office in Iqaluit, Nunavut, is creating a clerical support inventory for future vacancies. Find out more about the position and how to apply here: http://ow.ly/LOkN30erRZZ","INAC's Regional Office in Iqaluit, Nunavut, is creating a clerical support inventory for future vacancies. Find out more about the position and how to apply here:",[],Social,40,0.625,en,GovCanNorth_facebook,"['future', 'futur']",positive
11,123326971154939_901462036674758,2017-08-14 16:30:14,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/901462036674758/?type=3,"Pilimmaksaivik, the Federal Centre of Excellence for Inuit Employment in Nunavut, is hiring a Cultural and Wellness Officer to deliver Inuit cultural learning and well-being activities for federal employees in Nunavut. Deadline to apply has been extended to August 18, 2017: http://ow.ly/ozfw30ep915","Pilimmaksaivik, the Federal Centre of Excellence for Inuit Employment in Nunavut, is hiring a Cultural and Wellness Officer to deliver Inuit cultural learning and well-being activities for federal employees in Nunavut. Deadline to apply has been extended to August , :",[],Social,39,0.0,en,GovCanNorth_facebook,"['federal', 'inuit']",neutral
12,123326971154939_947174392103522,2017-11-16 10:11:21,https://www.facebook.com/GovCanNorth/videos/947174392103522/,"Northerners live, work, play and call the Arctic their home. Let's build a strong #ArcticTogether - share your thoughts on developing a new Canada Arctic Policy Framework by visiting: http://ow.ly/cAxN30gCyYI","Northerners live, work, play and call the Arctic their home. Let's build a strong - share your thoughts on developing a new Canada Arctic Policy Framework by visiting:",['#ArcticTogether'],Economical,39,0.0,en,GovCanNorth_facebook,"['policy', 'arctic', 'northern']",neutral
13,123326971154939_895628723924756,2017-08-03 13:33:54,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/895628723924756/?type=3,"A new daycare facility is a step closer to being built in Iqaluit, Nunavut. Today, the Government of Canada announced it has signed a contract with EVOQ Architecture to design the daycare that can accommodate about 60 children and employ up to 12 people.  http://ow.ly/IbbJ30e9aff

Left to Right: Tundra Buddies Day Care Society President Rachel Théorêt-Gosselin, INAC Nunavut Regional Office Regional Director General David Rochette and EVOQ Architecture Director Alain Fournier at the site where the new daycare will be built.","A new daycare facility is a step closer to being built in Iqaluit, Nunavut. Today, the Government of Canada announced it has signed a contract with EVOQ Architecture to design the daycare that can accommodate about children and employ up to people. Left to Right: Tundra Buddies Day Care Society President Rachel Théorêt-Gosselin, INAC Nunavut Regional Office Regional Director General David Rochette and EVOQ Architecture Director Alain Fournier at the site where the new daycare will be built.",[],Environmental,39,0.2625,en,GovCanNorth_facebook,"['or', 'ice', 'government']",positive
14,123326971154939_719181618236135,2016-10-27 08:45:26,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/719181618236135/?type=3,"An engagement session for the Nutrition North Canada program is coming to Kugaaruk, NU. Join us at the Kugaaruk Gym on November 3, 2016. http://ow.ly/s5PR3057sEg #NNCMySay","An engagement session for the Nutrition North Canada program is coming to Kugaaruk, NU. Join us at the Kugaaruk Gym on November , .",['#NNCMySay'],Social,35,-0.13333333333333333,en,GovCanNorth_facebook,['engagement'],negative
15,123326971154939_727223377431959,2016-11-08 13:15:15,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/727223377431959/?type=3,"An engagement session for the Nutrition North Canada program is coming to St. Theresa Point, MB. Join us at the Community Hall on November 15, 2016. http://ow.ly/s5PR3057sEg #NNCMySay","An engagement session for the Nutrition North Canada program is coming to St. Theresa Point, MB. Join us at the Community Hall on November , .",['#NNCMySay'],Social,34,0.13571428571428573,en,GovCanNorth_facebook,"['engagement', 'community']",positive
16,123326971154939_934889973331964,2017-10-22 10:00:19,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/934889973331964/?type=3,"Are you interested in promoting Canada’s Arctic? Parks Canada is seeking motivated team-players to deliver dynamic engagement and public outreach programs during Summer 2018! For more information, visit: http://ow.ly/kyHm30g1D4R","Are you interested in promoting Canada’s Arctic? Parks Canada is seeking motivated team-players to deliver dynamic engagement and public outreach programs during Summer ! For more information, visit:",[],Social,33,0.375,en,GovCanNorth_facebook,"['ami', 'engagement', 'mer']",positive
17,123326971154939_701550019999295,2016-09-27 15:31:39,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/701550019999295/?type=3,"An engagement session for the Nutrition North Canada program is coming to Hopedale, NL. Join us at the Nanuk Community Centre on October 4, 2016 at 2:30 PM. http://ow.ly/Wpd0304CKy1 #NNCMySay","An engagement session for the Nutrition North Canada program is coming to Hopedale, NL. Join us at the Nanuk Community Centre on October , at :30 PM. 1",['#NNCMySay'],Social,33,0.0,en,GovCanNorth_facebook,"['engagement', 'community']",neutral
18,123326971154939_960688047418823,2017-12-13 13:55:58,https://www.facebook.com/GovCanNorth/photos/a.849638218523807.1073741826.123326971154939/960687947418833/?type=3,"Nunavut, Canada’s youngest territory, is now featured on the Centennial Flame on Parliament Hill! http://ow.ly/muGB30h9r4Y","Nunavut, Canada’s youngest territory, is now featured on the Centennial Flame on Parliament Hill!",[],Environmental,31,0.0,en,GovCanNorth_facebook,['or'],neutral
19,123326971154939_946299835524311,2017-11-14 17:15:14,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/946295318858096/?type=3,"Tłı̨chǫ Elders joined Government of Canada employees to celebrate 5 years of successful monitoring after the completed remediation of Colomac Mine, and to celebrate the Tłı̨chǫ citizens who finished a work-to-learn program in environmental monitoring and wildlife monitoring. The Government of Canada continues to monitor the site and has partnered with the Tłı̨chǫ Government to provide on-the-ground training for youth, resulting in economic benefits and developing local community capacity. http://ow.ly/c5Ym30gA8ib","Tłı̨chǫ Elders joined Government of Canada employees to celebrate years of successful monitoring after the completed remediation of Colomac Mine, and to celebrate the Tłı̨chǫ citizens who finished a work-to-learn program in environmental monitoring and wildlife monitoring. The Government of Canada continues to monitor the site and has partnered with the Tłı̨chǫ Government to provide on-the-ground training for youth, resulting in economic benefits and developing local community capacity.",[],Environmental,25,0.15,en,GovCanNorth_facebook,"['wildlife', 'or', 'government']",positive
20,123326971154939_923278431159785,2017-09-27 14:10:44,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/923278431159785/?type=3,It's World Tourism Day! Learn how Churchill Wild Ecolodge Polar Bear Tours provides tours through the polar bear inhabited regions of Arctic Canada while also practicing sustainable and responsible tourism. http://ow.ly/t3xB30ft905 ʕ•ᴥ•ʔ #WTD2017 #IY2017 #TravelEnjoyRespect,It's World Tourism Day! Learn how Churchill Wild Ecolodge Polar Bear Tours provides tours through the polar bear inhabited regions of Arctic Canada while also practicing sustainable and responsible tourism. ʕ•ᴥ•ʔ,"['#WTD2017', '#IY2017', '#TravelEnjoyRespect']",Economical,25,0.0,en,GovCanNorth_facebook,"['arctic', 'tourism']",neutral
21,123326971154939_713496405471323,2016-10-18 16:00:46,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/713496405471323/?type=3,Do you have any ideas or suggestions on how the Nutrition North Canada program might be improved? Complete this online survey to have your say: http://ow.ly/NfzK305iMah #NNCMySay,Do you have any ideas or suggestions on how the Nutrition North Canada program might be improved? Complete this online survey to have your say:,['#NNCMySay'],Environmental,25,0.0,en,GovCanNorth_facebook,['or'],neutral
22,123326971154939_965272193627075,2017-12-22 12:05:05,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/965272193627075/?type=3,The  Canadian High Arctic Research Station has a Knowledge Sharing Centre for exchanging information between Canadian and international scientists on traditional knowledge and science. http://ow.ly/5tAr30hoBX3 #ArcticScience #ArcticTogether,The Canadian High Arctic Research Station has a Knowledge Sharing Centre for exchanging information between Canadian and international scientists on traditional knowledge and science.,"['#ArcticScience', '#ArcticTogether']",Environmental,25,0.0,en,GovCanNorth_facebook,"['or', 'research station']",neutral
23,123326971154939_920339394787022,2017-09-21 16:01:04,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/920339394787022/?type=3,JOB OPPORTUNITY! Want to build on your field skills in an Arctic setting? Join Parks Canada as a Visitor Safety Coordinator in Nunavut. Apply here: http://ow.ly/prIL30fkG4z,JOB OPPORTUNITY! Want to build on your field skills in an Arctic setting? Join Parks Canada as a Visitor Safety Coordinator in Nunavut. Apply here:,[],Environmental,24,0.0,en,GovCanNorth_facebook,"['park', 'or']",neutral
24,123326971154939_771538023000494,2017-01-18 14:52:20,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/771538023000494/?type=3,"NEW DATE: On Jan 24, 2017 come have your say about the NNC prog. at the JCY gymnasium in Fort Hope (ON): http://ow.ly/p6253087Zbh","NEW DATE: On Jan , come have your say about the NNC prog. at the JCY gymnasium in Fort Hope (ON):",[],Environmental,23,0.0,en,GovCanNorth_facebook,['or'],neutral
25,123326971154939_764493393704957,2017-01-06 16:44:56,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/764493393704957/?type=3,"**UPDATE: The January 12th meeting in Oxford House was cancelled due to weather issues affecting transportation.**

NEW DATE: A community meeting for the Nutrition North Canada program is coming to Oxford House (MB) on January 12, 2017. Join us at the elementary school gym to have your say about how to improve the program. http://ow.ly/CsbD307LrJ0","**UPDATE: The January th meeting in Oxford House was cancelled due to weather issues affecting transportation.** NEW DATE: A community meeting for the Nutrition North Canada program is coming to Oxford House (MB) on January , . Join us at the elementary school gym to have your say about how to improve the program. 0",[],Social,23,0.0,en,GovCanNorth_facebook,['community'],neutral
26,123326971154939_956110954543199,2017-12-04 15:14:13,https://www.facebook.com/GovCanNorth/videos/956110954543199/,"The Government of Canada held a regional roundtable in Nain, Newfoundland and Labrador, to hear about the priorities that should be considered in the development of Canada’s new Arctic Policy Framework. http://ow.ly/X3IV30h0skk  #ArcticTogether","The Government of Canada held a regional roundtable in Nain, Newfoundland and Labrador, to hear about the priorities that should be considered in the development of Canada’s new Arctic Policy Framework.",['#ArcticTogether'],Economical,22,0.0,en,GovCanNorth_facebook,"['policy', 'arctic', 'government']",neutral
27,123326971154939_942821759205452,2017-11-07 14:03:04,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/942821419205486/?type=3,"Today marks International Inuit Day and the 40th anniversary of the founding of the Inuit Circumpolar Council.  Together we proudly celebrate the vibrant culture, rich history, and fundamental role Inuit play in Canada and the world. Statement: ow.ly/NAUz100QvKw 
Inuit Circumpolar Council Canada","Today marks International Inuit Day and the th anniversary of the founding of the Inuit Circumpolar Council. Together we proudly celebrate the vibrant culture, rich history, and fundamental role Inuit play in Canada and the world. Statement: Inuit Circumpolar Council Canada",[],Social,21,0.0,en,GovCanNorth_facebook,"['culture', 'inuit']",neutral
28,123326971154939_961680010652960,2017-12-15 08:47:22,,"The 2018-2019 call for proposals is now open for the new Indigenous Community-Based Climate Monitoring program! Learn more http://ow.ly/4FyP30hfkZL 
Here's how to submit a funding proposal for your project: http://ow.ly/Noz730hfkWX",The -2019 call for proposals is now open for the new Indigenous Community-Based Climate Monitoring program! Learn more Here's how to submit a funding proposal for your project:,[],Environmental,20,0.0,en,GovCanNorth_facebook,"['climate', 'or', 'climat']",neutral
29,123326971154939_823554061132223,2017-04-11 14:28:30,http://www.cbc.ca/news/canada/montreal/quebec-spending-5m-to-encourage-sustainable-greenhouse-gardens-in-nunavik-1.4064194,,,[],unknown,20,0.0,tl,GovCanNorth_facebook,,neutral
30,123326971154939_963782723776022,2017-12-19 11:15:03,https://www.facebook.com/GreenHumour/photos/a.303668696394964.63673.303335063094994/1517853818309773/?type=3,All about Rudolph and his family!,All about Rudolph and his family!,[],Social,20,0.0,en,GovCanNorth_facebook,"['ami', 'family']",neutral
31,123326971154939_877553169065645,2017-07-07 14:23:01,,"To help support immediate needs of the residents of Churchill and surrounding communities affected by the suspension of rail service, the Government of Canada is temporarily adding Churchill, Manitoba to its list of eligible communities for the Nutrition North Canada (NNC) program. http://ow.ly/C3U530drXlX","To help support immediate needs of the residents of Churchill and surrounding communities affected by the suspension of rail service, the Government of Canada is temporarily adding Churchill, Manitoba to its list of eligible communities for the Nutrition North Canada (NNC) program.",[],Environmental,18,0.0,en,GovCanNorth_facebook,"['or', 'ice', 'government']",neutral
32,123326971154939_771539183000378,2017-01-18 14:55:57,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/771539183000378/?type=3,"NEW DATE: On Jan 26, 2017 come have your say about the NNC prog. at the Community Hall in Fort Albany (ON) http://ow.ly/VqdX30882cF","NEW DATE: On Jan , come have your say about the NNC prog. at the Community Hall in Fort Albany (ON)",[],Social,18,0.18333333333333326,en,GovCanNorth_facebook,['community'],positive
33,123326971154939_964241180396843,2017-12-20 13:00:01,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/964240610396900/?type=3,"Construction of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut! This station is being built by Canadians to serve the world, and engage Northerners in cutting-edge science and technology. http://ow.ly/s1Dg30hlHW3 #ArcticScience #ArcticTogether","Construction of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut! This station is being built by Canadians to serve the world, and engage Northerners in cutting-edge science and technology.","['#ArcticScience', '#ArcticTogether']",Economical,18,0.0,en,GovCanNorth_facebook,"['arctic', 'northern']",neutral
34,123326971154939_700850970069200,2016-09-26 08:15:11,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/700850970069200/?type=3,Do you have any ideas or suggestions on how the Nutrition North Canada program might be improved? Complete this online survey to have your say: #NNCMySay http://ow.ly/7Q6m304vrBl,Do you have any ideas or suggestions on how the Nutrition North Canada program might be improved? Complete this online survey to have your say:,['#NNCMySay'],Environmental,17,0.4,en,GovCanNorth_facebook,['or'],positive
35,123326971154939_930932047061090,2017-10-14 10:00:45,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/930932047061090/?type=3,"Inuk leader, Sheila Watt-Cloutier, is an activist at the crossroads of Indigenous rights and environmental advocacy.
 
She was nominated for a Nobel Peace Prize Concert prize for her environmental and political activism, which highlighted the effects of climate change on Inuit communities. http://ow.ly/f9Y430fRo4V 
#WomensHistoryMonth
#IndigenousWomen","Inuk leader, Sheila Watt-Cloutier, is an activist at the crossroads of Indigenous rights and environmental advocacy. She was nominated for a Nobel Peace Prize Concert prize for her environmental and political activism, which highlighted the effects of climate change on Inuit communities.","['#WomensHistoryMonth', '#IndigenousWomen']",Social,17,0.0,en,GovCanNorth_facebook,"['inuit', 'change', 'indigenous']",neutral
36,123326971154939_858788167608812,2017-06-09 07:00:51,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/858788167608812/?type=3,INAC is hiring students in the Federal Student Work Experience Program (FSWEP). Be part of an exciting new group of Indigenous students in the federal public service. Gain work experience while developing your skills! Apply now: http://ow.ly/Bk7g30cqFA7,INAC is hiring students in the Federal Student Work Eerience Program (FSWEP). Be part of an exciting new group of Indigenous students in the federal public service. Gain work eerience while developing your skills! Apply now:,[],Social,17,0.0,en,GovCanNorth_facebook,"['students', 'federal', 'indigenous']",neutral
37,123326971154939_862887507198878,2017-06-15 14:12:07,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/862887157198913/?type=3,"In the spirit of reconciliation and building on partnerships established through the Nunangat Declaration, the Government of Canada signed a partnership agreement with Pauktuutit Inuit Women of Canada to address issues of common concern that directly affect the well-being and safety of Inuit women and children across Canada. Learn more: ow.ly/eHxW100HRwY","In the spirit of reconciliation and building on partnerships established through the Nunangat Declaration, the Government of Canada signed a partnership agreement with Pauktuutit Inuit Women of Canada to address issues of common concern that directly affect the well-being and safety of Inuit women and children across Canada. Learn more:",[],Social,17,0.4166666666666667,en,GovCanNorth_facebook,"['safe', 'inuit', 'children', 'women']",positive
38,123326971154939_947768225377472,2017-11-17 15:30:18,http://ow.ly/yqew30gEeOM,"Construction of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut, is nearing completion. This station is being built by Canadians to serve the world and engage Northerners in cutting-edge science and technology. http://ow.ly/yqew30gEeOM","Construction of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut, is nearing completion. This station is being built by Canadians to serve the world and engage Northerners in cutting-edge science and technology.",[],Economical,16,0.0,en,GovCanNorth_facebook,"['arctic', 'northern']",neutral
39,123326971154939_950596998427928,2017-11-23 11:45:32,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/950596701761291/?type=3,"Interested in the future of Arctic policy? Share your views on a new approach for a stronger, sustainable Arctic future. http://ow.ly/Z8WH30gLeLZ  #ArcticTogether 

ᐃᓱᒪᔅᓴᖅᓯᐅᕈᑎᖃᖅᐱᑦ ᓯᕗᓂᔅᓴᒧᑦ ᐅᑭᐅᖅᑕᖅᑑᑉ ᐊᑐᐊᒐᖏᓐᓂᒃ? ᑐᓴᖅᑎᑦᑎᔪᓐᓇᖅᑐᑎᑦ ᐃᓱᒪᒋᔭᕐᓂᑦ ᓄᑖᓄᑦ ᐃᓱᒪᒃᓴᖅᓯᐅᕈᑎᓂᒃ ᓴᙱᔪᒧᑦ, ᐊᑲᐅᓈᖅᑐᒧᑦ ᐅᑭᐅᖅᑕᖅᑑᑉ ᓯᕗᓂᐊᓄᑦ.  http://ow.ly/LJ0K30gLeJK","Interested in the future of Arctic policy? Share your views on a new approach for a stronger, sustainable Arctic future. ᐃᓱᒪᔅᓴᖅᓯᐅᕈᑎᖃᖅᐱᑦ ᓯᕗᓂᔅᓴᒧᑦ ᐅᑭᐅᖅᑕᖅᑑᑉ ᐊᑐᐊᒐᖏᓐᓂᒃ? ᑐᓴᖅᑎᑦᑎᔪᓐᓇᖅᑐᑎᑦ ᐃᓱᒪᒋᔭᕐᓂᑦ ᓄᑖᓄᑦ ᐃᓱᒪᒃᓴᖅᓯᐅᕈᑎᓂᒃ ᓴᙱᔪᒧᑦ, ᐊᑲᐅᓈᖅᑐᒧᑦ ᐅᑭᐅᖅᑕᖅᑑᑉ ᓯᕗᓂᐊᓄᑦ.",['#ArcticTogether'],Social,16,0.0,en,GovCanNorth_facebook,"['future', 'futur']",neutral
40,123326971154939_899283280225967,2017-08-10 15:00:13,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/899283280225967/?type=3,"World Oceans Day is celebrated later in the summer in the Arctic because of ice conditions. 
The 31st Iqalukpik Jamboree, Oceans Day and the Anguniaqvia niqiqyuam Marine Protected Area celebrations are coming up on August 11, 2017 in Paulatuk, Northwest Territories. http://ow.ly/4L7k30ejQ4T","World Oceans Day is celebrated later in the summer in the Arctic because of ice conditions. The st Iqalukpik Jamboree, Oceans Day and the Anguniaqvia niqiqyuam Marine Protected Area celebrations are coming up on August , in Paulatuk, Northwest Territories.",[],Environmental,15,0.0,en,GovCanNorth_facebook,"['oceans', 'marine', 'or', 'ice', 'mer']",neutral
41,123326971154939_946798188807809,2017-11-15 13:50:07,,"What can the Government of Canada do to support a strong, prosperous and sustainable Arctic? Read the discussion guide and then send your thoughts in a letter, email, or message on social media using #ArcticTogether: http://ow.ly/WUo530gBnug","What can the Government of Canada do to support a strong, prosperous and sustainable Arctic? Read the discussion guide and then send your thoughts in a letter, email, or message on social media using :",['#ArcticTogether'],Environmental,15,0.0,en,GovCanNorth_facebook,"['sustainable', 'or', 'government']",neutral
42,123326971154939_946832812137680,2017-11-15 16:00:09,https://www.canada.ca/en/office-infrastructure/news/2017/11/history_in_the_makingcompletionoftheinuviktuktoyaktukhighwaylink.html,"The Inuvik Tuktoyaktuk Highway will make it easier for people of Tuktoyaktuk to travel outside the region. Anyone anywhere in 🇨🇦, or North America, can now drive to the Beaufort Sea!  Info: https://www.canada.ca/en/office-infrastructure/news/2017/11/history_in_the_makingcompletionoftheinuviktuktoyaktukhighwaylink.html

Transport and Infrastructure in Canada","The Inuvik Tuktoyaktuk Highway will make it easier for people of Tuktoyaktuk to travel outside the region. Anyone anywhere in 🇨🇦, or North America, can now drive to the Beaufort Sea! Info: Transport and Infrastructure in Canada",[],Economical,15,1.0,en,GovCanNorth_facebook,"['infrastructure', 'transport']",positive
