Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,sentiment,lemmatized_text,matched_keywords,category
37,485734081568161_713589768782590,2016-04-18 10:45:28,http://www.cra-arc.gc.ca/allegementcontribuable/,Vous devez de l’impôt et ne pouvez payer à temps? Ne paniquez pas! Vérifiez si vous êtes admissible à l’allègement pour les contribuables: http://ow.ly/4mO5IK,Vous devez de l’impôt et ne pouvez payer à temps? Ne paniquez pas! Vérifiez si vous êtes admissible à l’allègement pour les contribuables:,[],16,3,41,15,1,0,0,0,0,0,60,unknown,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['devez', ""l'impôt"", 'pouvez', 'payer', 'temps', 'paniquez', 'vérifiez', 'admissible', ""l'allègement"", 'les', 'contribuable']",[],unknown
38,485734081568161_807237409417825,2016-10-17 17:45:28,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/807237409417825/?type=3,"Vous avez reçu un courriel vous avisant que votre compte sera gelé dans les 24 heures?

Ne mordez pas à l’hameçon. Il pourrait s’agir d’une cybermenace. #Saviezvous que 80 000 personnes sont victimes de fraudes CHAQUE JOUR et partagent leurs renseignements personnels? 

Voici comment reconnaître une fraude : http://ow.ly/BNqL305cePO",Vous avez reçu un courriel vous avisant que votre compte sera gelé dans les heures? Ne mordez pas à l’hameçon. Il pourrait s’agir d’une cybermenace. que personnes sont victimes de fraudes CHAQUE JOUR et partagent leurs renseignements personnels? Voici comment reconnaître une fraude :,['#Saviezvous'],14,0,45,14,0,0,0,0,0,0,59,unknown,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['saviezvous', 'reçu', 'courriel', 'avisant', 'compte', 'gelé', 'les', 'heure', 'mordez', ""l'hameçon"", 'pourrait', ""s'agir"", ""d'une"", 'cybermenace', 'personne', 'victime', 'fraude', 'chaque', 'jour', 'partagent', 'leurs', 'renseignement', 'personnel', 'voici', 'comment', 'reconnaître', 'fraude']",[],unknown
39,485734081568161_668573679950866,2016-01-12 18:45:37,http://ow.ly/WTZ5Y,"#Saviezvous que le gouvernement du Canada pourrait verser jusqu’à 7 200 $ pour aider votre enfant à payer ses études postsecondaires?   

La Subvention canadienne pour l’épargne-études est une somme d’argent que le gouvernement ajoute au régime enregistré d’épargne-études (REEE) de votre enfant pour aider à faire croître ses économies. Pour être admissible à la subvention, vous devez commencer à épargner dans le REEE de votre enfant avant la fin de l’année civile où il atteint l’âge de 15 ans.
 
Pour savoir comment présenter une demande: http://ow.ly/WTZ5Y","que le gouvernement du Canada pourrait verser jusqu’à $ pour aider votre enfant à payer ses études postsecondaires? La Subvention canadienne pour l’épargne-études est une somme d’argent que le gouvernement ajoute au régime enregistré d’épargne-études (REEE) de votre enfant pour aider à faire croître ses économies. Pour être admissible à la subvention, vous devez commencer à épargner dans le REEE de votre enfant avant la fin de l’année civile où il atteint l’âge de ans. Pour savoir comment présenter une demande:",['#Saviezvous'],18,1,39,18,0,0,0,0,0,0,58,Social,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['saviezvous', 'gouvernement', 'canada', 'pourrait', 'verser', ""jusqu'à"", 'aider', 'enfant', 'payer', 'étude', 'postsecondaires', 'subvention', 'canadien', ""l'épargne-études"", 'somme', ""d'argent"", 'gouvernement', 'ajoute', 'régime', 'enregistré', ""d'épargne-études"", 'reee', 'enfant', 'aider', 'faire', 'croître', 'économie', 'être', 'admissible', 'subvention', 'devez', 'commencer', 'épargner', 'reee', 'enfant', 'avant', 'fin', ""l'année"", 'civil', 'atteint', ""l'âge"", 'savoir', 'comment', 'présenter', 'demande']","['enfant', 'enfant', 'enfant', 'civil']",Social
40,485734081568161_763915317083368,2016-08-04 10:45:38,http://ow.ly/cfu8302K6Uw,"Vous êtes chômeur depuis quelque temps et vous êtes à la recherche d’un emploi?

Si vous recevez une prestation d’assurance-emploi (AE) ou si votre période de prestations d’AE a pris fin au cours des 36 derniers mois, vous pourriez être admissible à un programme de formation pour vous aider à trouver et à conserver un emploi.

Obtenez de l’information sur les programmes d’aide à l’emploi : http://ow.ly/cfu8302K6Uw","Vous êtes chômeur depuis quelque temps et vous êtes à la recherche d’un emploi? Si vous recevez une prestation d’assurance-emploi (AE) ou si votre période de prestations d’AE a pris fin au cours des derniers mois, vous pourriez être admissible à un programme de formation pour vous aider à trouver et à conserver un emploi. Obtenez de l’information sur les programmes d’aide à l’emploi :",[],31,3,21,30,1,0,0,0,0,0,55,Economical,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['chômeur', 'depuis', 'quelque', 'temps', 'recherche', ""d'un"", 'emploi', 'recevez', 'prestation', ""d'assurance-emploi"", 'période', 'prestation', ""d'ae"", 'pris', 'fin', 'cour', 'dernier', 'mois', 'pourriez', 'être', 'admissible', 'programme', 'formation', 'aider', 'trouver', 'conserver', 'emploi', 'obtenez', ""l'information"", 'les', 'programme', ""d'aide"", ""l'emploi""]","['emploi', 'emploi']",Economical
41,485734081568161_741882925953274,2016-06-20 17:45:24,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/741882925953274/?type=3,"Quand avez-vous vérifié votre dossier de crédit pour la dernière fois?

Il est bon de vérifier votre dossier de crédit au moins une fois par année pour vous assurer qu’il ne contient pas d’erreur. Il peut s’agit de renseignements d’autrui inscrit à votre dossier, de dettes au dossier pourtant remboursées en entier ou encore d’un historique de paiement erroné. Ces erreurs pourraient affecter votre capacité à obtenir un prêt ou un prêt hypothécaire!

Demandez une copie de votre dossier de crédit sans frais : http://ow.ly/t0NI301lajH","Quand avez-vous vérifié votre dossier de crédit pour la dernière fois? Il est bon de vérifier votre dossier de crédit au moins une fois par année pour vous assurer qu’il ne contient pas d’erreur. Il peut s’agit de renseignements d’autrui inscrit à votre dossier, de dettes au dossier pourtant remboursées en entier ou encore d’un historique de paiement erroné. Ces erreurs pourraient affecter votre capacité à obtenir un prêt ou un prêt hypothécaire! Demandez une copie de votre dossier de crédit sans frais :",[],23,3,29,22,0,1,0,0,0,0,55,Social,fr,0.1,QuestionsdargentCanada_facebook,positive,"['quand', 'avez-vous', 'vérifié', 'dossier', 'crédit', 'dernier', 'fois', 'bon', 'vérifier', 'dossier', 'crédit', 'moins', 'fois', 'année', 'assurer', ""qu'il"", 'contient', ""d'erreur"", 'peut', ""s'agit"", 'renseignement', ""d'autrui"", 'inscrit', 'dossier', 'dette', 'dossier', 'pourtant', 'remboursées', 'entier', 'encore', ""d'un"", 'historique', 'paiement', 'erroné', 'erreur', 'pourraient', 'affecter', 'capacité', 'obtenir', 'prêt', 'prêt', 'hypothécaire', 'demandez', 'copie', 'dossier', 'crédit', 'sans', 'frais']",['historique'],Social
42,485734081568161_752214148253485,2016-07-11 17:45:25,http://ow.ly/bvfp3023K09,"On vous promet d’améliorer votre dossier de crédit? Dites « Non merci ».

C’est un FAIT, il n’y a aucune solution magique pour redresser votre crédit. La seule manière de remettre votre dossier en ordre est de payer vos factures à temps. 

Apprenez comment reprendre le dessus et passer à l’action : http://ow.ly/bvfp3023K09","On vous promet d’améliorer votre dossier de crédit? Dites « Non merci ». C’est un FAIT, il n’y a aucune solution magique pour redresser votre crédit. La seule manière de remettre votre dossier en ordre est de payer vos factures à temps. Apprenez comment reprendre le dessus et passer à l’action : 09",[],28,0,26,27,0,1,0,0,0,0,54,unknown,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['promet', ""d'améliorer"", 'dossier', 'crédit', 'dites', 'non', 'merci', ""c'est"", 'fait', ""n'y"", 'aucune', 'solution', 'magique', 'redresser', 'crédit', 'seule', 'manière', 'remettre', 'dossier', 'ordre', 'payer', 'facture', 'temps', 'apprenez', 'comment', 'reprendre', 'dessus', 'passer', ""l'action""]",[],unknown
43,485734081568161_1026072134201017,2017-10-05 10:45:26,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1026072134201017/?type=3,"Sachez dire « Non merci! » à quiconque prétend pouvoir rétablir votre crédit.

Le seul moyen de rétablir une mauvaise cote de crédit est d’adopter de bonnes pratiques de crédit. 

Voici quelques conseils: http://ow.ly/HeU830fwy7Z",Sachez dire « Non merci! » à quiconque prétend pouvoir rétablir votre crédit. Le seul moyen de rétablir une mauvaise cote de crédit est d’adopter de bonnes pratiques de crédit. Voici quelques conseils:,[],14,1,39,14,0,0,0,0,0,0,54,unknown,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['sachez', 'dire', 'non', 'merci', 'quiconque', 'prétend', 'pouvoir', 'rétablir', 'crédit', 'seul', 'moyen', 'rétablir', 'mauvais', 'cote', 'crédit', ""d'adopter"", 'bonne', 'pratique', 'crédit', 'voici', 'quelques', 'conseil']",[],unknown
44,485734081568161_782471521894414,2016-09-06 15:45:11,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/782471521894414/?type=3,"#AlerteFraude: Attention aux arnaqueurs qui se font passer pour des employés de l’Agence du revenu du Canada (ARC) et réclament des cotisations non payées.

Voici quelques signes pour les dépister: ils utilisent un langage ou un ton agressif, ils vous menacent d’arrestation ou d’intervention policière, et vous demandent de payer en utilisant des cartes de crédit prépayées.

Voici des trucs pour vous assurer que vous parlez bel et bien à un employé de l’ARC : http://ow.ly/ATp8303XjJM",": Attention aux arnaqueurs qui se font passer pour des employés de l’Agence du revenu du Canada (ARC) et réclament des cotisations non payées. Voici quelques signes pour les dépister: ils utilisent un langage ou un ton agressif, ils vous menacent d’arrestation ou d’intervention policière, et vous demandent de payer en utilisant des cartes de crédit prépayées. Voici des trucs pour vous assurer que vous parlez bel et bien à un employé de l’ARC :",['#AlerteFraude'],15,2,36,12,0,2,0,0,1,0,53,Economical,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['alertefraude', 'attention', 'arnaqueur', 'font', 'passer', 'employé', ""l'agence"", 'revenu', 'canada', 'arc', 'réclament', 'cotisation', 'non', 'payées', 'voici', 'quelques', 'signe', 'les', 'dépister', 'ils', 'utilisent', 'langage', 'agressif', 'ils', 'menacent', ""d'arrestation"", ""d'intervention"", 'policière', 'demandent', 'payer', 'utilisant', 'carte', 'crédit', 'prépayées', 'voici', 'truc', 'assurer', 'parlez', 'bel', 'bien', 'employé', ""l'arc""]",['revenu'],Economical
45,485734081568161_736512176490349,2016-06-09 11:00:13,http://ow.ly/Nw1c300U08a,"L’article que vous avez acheté la semaine dernière est maintenant soldé à moitié prix. Vous désirez profiter du rabais? 

La chance pourrait vous sourire si vous avez payé par carte de crédit. En effet, certaines cartes offrent un régime de protection des prix, et vous pourriez obtenir le remboursement de la différence.

Utilisez cet outil de sélection de cartes de crédit interactif, afin de connaître les caractéristiques des différentes cartes, dont le régime de protection des prix: http://ow.ly/Nw1c300U08a","L’article que vous avez acheté la semaine dernière est maintenant soldé à moitié prix. Vous désirez profiter du rabais? La chance pourrait vous sourire si vous avez payé par carte de crédit. En effet, certaines cartes offrent un régime de protection des prix, et vous pourriez obtenir le remboursement de la différence. Utilisez cet outil de sélection de cartes de crédit interactif, afin de connaître les caractéristiques des différentes cartes, dont le régime de protection des prix:",[],22,1,28,21,1,0,0,0,0,0,51,unknown,fr,0.0,QuestionsdargentCanada_facebook,neutral,"[""l'article"", 'acheté', 'semaine', 'dernier', 'maintet', 'soldé', 'moitié', 'prix', 'désirez', 'profiter', 'rabais', 'chance', 'pourrait', 'sourire', 'payé', 'carte', 'crédit', 'effet', 'certaines', 'carte', 'offrent', 'régime', 'protection', 'prix', 'pourriez', 'obtenir', 'remboursement', 'différence', 'utilisez', 'cet', 'outil', 'sélection', 'carte', 'crédit', 'interactif', 'afin', 'connaître', 'les', 'caractéristique', 'différentes', 'carte', 'dont', 'régime', 'protection', 'prix']",[],unknown
46,485734081568161_794186607389572,2016-09-27 17:45:26,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/794186607389572/?type=3,"#AlerteFraude: JAMAIS un fabricant d’ordinateurs ou de logiciels ne communiquera avec vous par courriel pour vous aviser que votre ordinateur a été infecté par un virus.

Des fraudeurs se font souvent passer pour des représentants de compagnies reconnues. Ils vous informent que votre ordinateur est infecté et vous offrent de le réparer, non sans frais.

Rappelez-vous que l’entretien de votre ordinateur et la détection de virus sont VOTRE responsabilité et non la leur.

L’hameçonnage: sachez le reconnaître, le signaler et l’arrêter! 
http://ow.ly/NS4n304vb9P",": JAMAIS un fabricant d’ordinateurs ou de logiciels ne communiquera avec vous par courriel pour vous aviser que votre ordinateur a été infecté par un virus. Des fraudeurs se font souvent passer pour des représentants de compagnies reconnues. Ils vous informent que votre ordinateur est infecté et vous offrent de le réparer, non sans frais. Rappelez-vous que l’entretien de votre ordinateur et la détection de virus sont VOTRE responsabilité et non la leur. L’hameçonnage: sachez le reconnaître, le signaler et l’arrêter!",['#AlerteFraude'],29,0,22,28,1,0,0,0,0,0,51,Social,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['alertefraude', 'jamais', 'fabricant', ""d'ordinateurs"", 'logiciel', 'communiquera', 'courriel', 'aviser', 'ordinateur', 'infecté', 'virus', 'fraudeur', 'font', 'souvent', 'passer', 'représentant', 'compagnie', 'reconnues', 'ils', 'informent', 'ordinateur', 'infecté', 'offrent', 'réparer', 'non', 'sans', 'frais', 'rappelez-vous', ""l'entretien"", 'ordinateur', 'détection', 'virus', 'responsabilité', 'non', ""l'hameçonnage"", 'sachez', 'reconnaître', 'signaler', ""l'arrêter""]",['responsabilité'],Social
47,485734081568161_1015342795273951,2017-09-14 10:45:22,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/1015342795273951/?type=3,"C’est le temps de vérifier vos progrès! Combien d’argent avez-vous économisé jusqu’à présent dans le cadre du défi 52 semaines d’économie?

Rappel: La première semaine, vous avez mis de côté un dollar. La deuxième semaine, deux dollars. La troisième semaine, trois dollars. C’est maintenant la 37e semaine — avez-vous économisé 703$? D'ici la fin de 2017, vous aurez économisé 1378$! 

Pour plus de conseils sur la façon d’économiser: http://ow.ly/JVJW30f3Xi2  #défi52semainesdéconomie","C’est le temps de vérifier vos progrès! Combien d’argent avez-vous économisé jusqu’à présent dans le cadre du défi semaines d’économie? Rappel: La première semaine, vous avez mis de côté un dollar. La deuxième semaine, deux dollars. La troisième semaine, trois dollars. C’est maintenant la e semaine — avez-vous économisé $? D'ici la fin de , vous aurez économisé $! Pour plus de conseils sur la façon d’économiser: 2 éfi52semainesdéconomie",['#d'],16,4,29,15,1,0,0,0,0,0,49,unknown,fr,0.08333333333333333,QuestionsdargentCanada_facebook,positive,"[""c'est"", 'temps', 'vérifier', 'progrès', 'combien', ""d'argent"", 'avez-vous', 'économisé', ""jusqu'à"", 'présent', 'cadre', 'défi', 'semaine', ""d'économie"", 'rappel', 'première', 'semaine', 'mis', 'côté', 'dollar', 'deuxième', 'semaine', 'deux', 'dollar', 'troisième', 'semaine', 'trois', 'dollar', ""c'est"", 'maintet', 'semaine', 'avez-vous', 'économisé', ""d'ici"", 'fin', 'économisé', 'plus', 'conseil', 'façon', ""d'économiser"", 'éfi52semainesdéconomie']",[],unknown
48,485734081568161_723744414433792,2016-05-11 13:02:43,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/723744414433792/?type=3,"Gare aux faux organismes de bienfaisance et aux demandes de dons frauduleuses qui prétendent aider les résidents de Fort McMurray forcés de quitter leur foyer en raison des feux de forêt. Pour signaler une escroquerie, contactez le Centre antifraude du Canada sur http://ow.ly/se3k30078rD ou en composant le 1-888-495-8501.

Le premier ministre Justin Trudeau a annoncé que le gouvernement du Canada doublera tous les dons versés à la Croix-Rouge canadienne en appui aux sinistrés de Fort McMurray. Soutenez vos concitoyens en donnant à la Croix-Rouge. Faites un don par téléphone au 1-800-418-1111 ou en ligne à http://ow.ly/jC5530003vK #FortMcMurray #Solidarité #YMM","Gare aux faux organismes de bienfaisance et aux demandes de dons frauduleuses qui prétendent aider les résidents de Fort McMurray forcés de quitter leur foyer en raison des feux de forêt. Pour signaler une escroquerie, contactez le Centre antifraude du Canada sur D ou en composant le -888-495-8501. Le premier ministre Justin Trudeau a annoncé que le gouvernement du Canada doublera tous les dons versés à la Croix-Rouge canadienne en appui aux sinistrés de Fort McMurray. Soutenez vos concitoyens en donnant à la Croix-Rouge. Faites un don par téléphone au -800-418-1111 ou en ligne à é","['#FortMcMurray', '#Solidarit', '#YMM']",7,0,42,7,0,0,0,0,0,0,49,Economical,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['fortmcmurray', 'solidarit', 'ymm', 'gare', 'faux', 'organisme', 'bienfaisance', 'demande', 'don', 'frauduleuses', 'prétendent', 'aider', 'les', 'résident', 'fort', 'mcmurray', 'forcé', 'quitter', 'foyer', 'raison', 'feu', 'forêt', 'signaler', 'escroquerie', 'contactez', 'centre', 'antifraude', 'canada', 'composant', '-888-495-8501', 'premier', 'ministre', 'justin', 'trudeau', 'annoncé', 'gouvernement', 'canada', 'doublera', 'tous', 'les', 'don', 'versés', 'croix-rouge', 'canadien', 'appui', 'sinistré', 'fort', 'mcmurray', 'soutenez', 'concitoyen', 'dont', 'croix-rouge', 'faites', 'don', 'téléphone', '-800-418-1111', 'ligne']","['forêt', 'ministre']",Economical
49,485734081568161_675206615954239,2016-01-29 18:45:22,http://ow.ly/XG73w,"La faiblesse actuelle du huard peut être avantageuse. En plus de réaliser des économies à la pompe à essence, les Canadiens peuvent conclure des marchés avantageux sur le vin, les appareils électroniques et même les voitures. 

Par exemple, si un produit électronique coûte 649,99 $ au Canada et 599,95 $ aux États-Unis, vous faites une bonne affaire en l’achetant au Canada. En effet, avec le taux de change, 599,95 $ américains équivalent à 838,41 $ canadiens! 

Utilisez le convertisseur de devises de la Banque du Canada pour calculer l’équivalent en dollars canadiens d’un article vendu en dollars américains: http://ow.ly/XG73w","La faiblesse actuelle du huard peut être avantageuse. En plus de réaliser des économies à la pompe à essence, les Canadiens peuvent conclure des marchés avantageux sur le vin, les appareils électroniques et même les voitures. Par exemple, si un produit électronique coûte ,99 $ au Canada et ,95 $ aux États-Unis, vous faites une bonne affaire en l’achetant au Canada. En effet, avec le taux de change, ,95 $ américains équivalent à ,41 $ canadiens! Utilisez le convertisseur de devises de la Banque du Canada pour calculer l’équivalent en dollars canadiens d’un article vendu en dollars américains:",[],21,6,21,21,0,0,0,0,0,0,48,Economical,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['faiblesse', 'actuelle', 'huard', 'peut', 'être', 'avantageux', 'plus', 'réaliser', 'économie', 'pompe', 'essence', 'les', 'canadien', 'peuvent', 'conclure', 'marché', 'avantageux', 'vin', 'les', 'appareil', 'électronique', 'les', 'voiture', 'exemple', 'produit', 'électronique', 'coûte', 'canada', 'états-unis', 'faites', 'bonne', 'affaire', ""l'achetant"", 'canada', 'effet', 'taux', 'change', 'américain', 'équivalent', 'canadien', 'utilisez', 'convertisseur', 'devise', 'banque', 'canada', 'calculer', ""l'équivalent"", 'dollar', 'canadien', ""d'un"", 'article', 'vendu', 'dollar', 'américain']","['marché', 'produit']",Economical
50,485734081568161_947944062013825,2017-05-25 10:45:27,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/947944062013825/?type=3,"Sachez dire « Non merci! » à quiconque prétend pouvoir rétablir votre crédit.

Le seul moyen de rétablir une mauvaise cote de crédit est d’adopter de bonnes pratiques de crédit. Voici quelques conseils: http://ow.ly/bSSV30bQbPK",Sachez dire « Non merci! » à quiconque prétend pouvoir rétablir votre crédit. Le seul moyen de rétablir une mauvaise cote de crédit est d’adopter de bonnes pratiques de crédit. Voici quelques conseils:,[],23,0,25,23,0,0,0,0,0,0,48,unknown,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['sachez', 'dire', 'non', 'merci', 'quiconque', 'prétend', 'pouvoir', 'rétablir', 'crédit', 'seul', 'moyen', 'rétablir', 'mauvais', 'cote', 'crédit', ""d'adopter"", 'bonne', 'pratique', 'crédit', 'voici', 'quelques', 'conseil']",[],unknown
51,485734081568161_857038847771014,2017-01-04 11:45:37,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/857038847771014/?type=3,"#Saviez-vous que la date de péremption apposée sur l’emballage des aliments ne signifie pas que l’aliment ne peut être consommé après la date indiquée? Elle correspond généralement à la date où l’aliment aura dépassé son seuil de fraîcheur optimal.

Profitez des aubaines offertes dans les épiceries sur des articles « à consommer sans tarder » et économisez ainsi sur votre facture d’épicerie. Il vous est aussi possible d’économiser en recherchant les produits endommagés ou difformes, qui sont habituellement vendus à rabais.

Voici d’autres conseils pour économiser à l'épicerie : http://ow.ly/N63W307xAwG","-vous que la date de péremption apposée sur l’emballage des aliments ne signifie pas que l’aliment ne peut être consommé après la date indiquée? Elle correspond généralement à la date où l’aliment aura dépassé son seuil de fraîcheur optimal. Profitez des aubaines offertes dans les épiceries sur des articles « à consommer sans tarder » et économisez ainsi sur votre facture d’épicerie. Il vous est aussi possible d’économiser en recherchant les produits endommagés ou difformes, qui sont habituellement vendus à rabais. Voici d’autres conseils pour économiser à l'épicerie :",['#Saviez'],24,3,20,24,0,0,0,0,0,0,47,Economical,fr,0.19583333333333333,QuestionsdargentCanada_facebook,positive,"['saviez', '-vous', 'date', 'péremption', 'apposée', ""l'emballage"", 'aliment', 'signifie', ""l'aliment"", 'peut', 'être', 'consommé', 'après', 'date', 'indiquée', 'correspond', 'généralement', 'date', ""l'aliment"", 'dépassé', 'seuil', 'fraîcheur', 'optimal', 'profitez', 'aubaine', 'offertes', 'les', 'épicerie', 'article', 'consommer', 'sans', 'tarder', 'économisez', 'ainsi', 'facture', ""d'épicerie"", 'aussi', 'possible', ""d'économiser"", 'recherchant', 'les', 'produit', 'endommagés', 'difformes', 'habituellement', 'vendu', 'rabais', 'voici', ""d'autres"", 'conseil', 'économiser', ""l'épicerie""]",['produit'],Economical
52,485734081568161_742186885922878,2016-06-21 10:45:41,http://ow.ly/NgPb301noSw,"Vous ne savez pas quelle dette rembourser en premier?

Voici un truc simple: Payez d’abord la dette portant le taux d'intérêt le plus élevé. Vous paierez ainsi moins d'intérêt à long terme et réduirez votre dette globale plus rapidement.

Voyez d’autres conseils pour vous sortir de l’endettement : http://ow.ly/NgPb301noSw",Vous ne savez pas quelle dette rembourser en premier? Voici un truc simple: Payez d’abord la dette portant le taux d'intérêt le plus élevé. Vous paierez ainsi moins d'intérêt à long terme et réduirez votre dette globale plus rapidement. Voyez d’autres conseils pour vous sortir de l’endettement :,[],18,0,28,18,0,0,0,0,0,0,46,unknown,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['savez', 'quelle', 'dette', 'rembourser', 'premier', 'voici', 'truc', 'simple', 'payez', ""d'abord"", 'dette', 'portant', 'taux', ""d'intérêt"", 'plus', 'élevé', 'paierez', 'ainsi', 'moins', ""d'intérêt"", 'long', 'terme', 'réduirez', 'dette', 'globale', 'plus', 'rapidement', 'voyez', ""d'autres"", 'conseil', 'sortir', ""l'endettement""]",[],unknown
53,485734081568161_762969087177991,2016-08-02 10:45:33,http://ow.ly/M0PB302K4Rq,"#LSV : Vous avez le droit d’annuler un nouveau contrat de sans-fil et de retourner votre téléphone dans un délai de 15 jours?

Si vous n’êtes pas satisfait du service choisi, vous pouvez rapporter l’appareil et annuler votre contrat sans frais dans les 15 premiers jours suivant votre achat.

Renseignez-vous cependant sur les limites d'utilisation, et ne les dépassez pas, autrement la règle des 15 jours pourrait ne pas s’appliquer. Plus d'info sur vos droits en tant que consommateur de services sans fil : http://ow.ly/M0PB302K4Rq",": Vous avez le droit d’annuler un nouveau contrat de sans-fil et de retourner votre téléphone dans un délai de jours? Si vous n’êtes pas satisfait du service choisi, vous pouvez rapporter l’appareil et annuler votre contrat sans frais dans les premiers jours suivant votre achat. Renseignez-vous cependant sur les limites d'utilisation, et ne les dépassez pas, autrement la règle des jours pourrait ne pas s’appliquer. Plus d'info sur vos droits en tant que consommateur de services sans fil :",['#LSV'],23,0,22,23,0,0,0,0,0,0,45,Economical,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['lsv', 'droit', ""d'annuler"", 'nouveau', 'contrat', 'sans-fil', 'retourner', 'téléphone', 'délai', 'jours', ""n'êtes"", 'satisfait', 'service', 'choisi', 'pouvez', 'rapporter', ""l'appareil"", 'annuler', 'contrat', 'sans', 'frais', 'les', 'premier', 'jours', 'suivant', 'achat', 'renseignez-vous', 'cependant', 'les', 'limite', ""d'utilisation"", 'les', 'dépassez', 'autrement', 'règle', 'jours', 'pourrait', ""s'appliquer"", 'plus', ""d'info"", 'droits', 'tant', 'consommateur', 'service', 'sans', 'fil']",['droits'],Economical
54,485734081568161_689015394573361,2016-03-03 12:11:26,https://www.facebook.com/QuestionsdargentCanada/photos/a.534106823397553.1073741828.485734081568161/689015394573361/?type=3,"Connaissez-vous la différence entre une «bonne» dette et une «mauvaise» dette? Une bonne dette est un investissement dans quelque chose qui prend de la valeur ou est profitable à long terme. Si vous empruntez pour acheter quelque chose dont la valeur diminue immédiatement ou dont vous ne pouvez effectuer le remboursement dans les délais prévus, ce qui occasionne des intérêts et un endettement plus élevé, il s'agit d'une mauvaise dette. 

Voici quelques exemples de bonnes et de mauvaises dettes: http://ow.ly/YTsZx","Connaissez-vous la différence entre une «bonne» dette et une «mauvaise» dette? Une bonne dette est un investissement dans quelque chose qui prend de la valeur ou est profitable à long terme. Si vous empruntez pour acheter quelque chose dont la valeur diminue immédiatement ou dont vous ne pouvez effectuer le remboursement dans les délais prévus, ce qui occasionne des intérêts et un endettement plus élevé, il s'agit d'une mauvaise dette. Voici quelques exemples de bonnes et de mauvaises dettes:",[],17,0,27,17,0,0,0,0,0,0,44,unknown,fr,0.0,QuestionsdargentCanada_facebook,neutral,"['connaissez-vous', 'différence', 'entre', '«bonne»', 'dette', '«mauvaise»', 'dette', 'bonne', 'dette', 'investissement', 'quelque', 'chose', 'prend', 'valeur', 'profitable', 'long', 'terme', 'empruntez', 'acheter', 'quelque', 'chose', 'dont', 'valeur', 'diminue', 'immédiatement', 'dont', 'pouvez', 'effectuer', 'remboursement', 'les', 'délai', 'prévus', 'occasionne', 'intérêt', 'endettement', 'plus', 'élevé', ""s'agit"", ""d'une"", 'mauvais', 'dette', 'voici', 'quelques', 'exemple', 'bonne', 'mauvais', 'dette']",[],unknown
