,mediaid,video_url,owner_username,url,tagged_users,comments,typename,caption,likes,shortcode,date,caption_mentions,is_video,id,caption_hashtags,owner_id
10,1.37109E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8096c0dda44bc6048e7a405b1104dfa9/5AE546CF/t51.2885-15/e35/25007706_1277488202357746_2881858102825582592_n.jpg,[],4,GraphImage,"Shine bright like a lighthouse…er diamond?Many weather stations are remote. With the Pachena Light Station in the background, a Coast Guard helicopter near Bamfield, B.C. safely delivers our weather station technicians to their workplace, a weather station along the world famous West Coast Trail.",64,BMHFSh5gWlH,2016-10-28T07:53:53,[],FALSE,2016-10-28_07-53-53,[],3913900802
11,1.37323E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2acebdc3350f34d50b8a0eac126ff4ea/5AED1885/t51.2885-15/e35/24327515_149450615689596_4345084208520101888_n.jpg,[],1,GraphImage,“I AM A MAGICAL OWL DELIVERING A MESSAGE: HOOOOO!” A burrowing owl trying really hard to be a spooky hoot. Happy owl-ween!,45,BMOr_1Ng6vm,2016-10-31T06:46:48,[],FALSE,2016-10-31_06-46-48,[],3913900802
12,1.37404E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c84ade451d29936be63f857ae646b942/5AE2DFC2/t51.2885-15/e35/25008407_1808669179152507_2999797617010933760_n.jpg,[],1,GraphImage,"This winter, we are going to live vicariously through these whimbrels as they set their sights on warmer wintering grounds.Working with partners, we’ve equipped these migratory birds with transmitters to track their journey from Miscou Island in New Brunswick, Canada, to Brazil. Knowing where they are going and how fast they are travelling can give biologists a better idea of what sort of threats they might be facing during their travels.",50,BMRlB6XAneh,2016-11-01T09:43:38,"[""mountallison"",""usfws""]",FALSE,2016-11-01_09-43-38,[],3913900802
13,1.37469E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fd896b7fe25e1ea2b9118197eae11bff/5AF854D6/t51.2885-15/e35/25006927_130616874285345_6978375962467500032_n.jpg,[],2,GraphImage,"Here we are, four biologists (two in front, one way in the back, and yours truly behind the camera), installing a fence through a small tree-lined wetland at the Last Mountain Lake National Wildlife Area (NWA), Saskatchewan. We need fences like this one to keep our local “vegetation managers”() from wandering off the NWA and onto the roads and neighbouring properties. They munch away to keep our grasslands healthy! It took a lot of elbow grease to install this -km fence. We worked on it in our spare time, over about months, and we had to start bright and early to avoid the blistering summer heat. (Hipwaders are hot at the best of times.) But at least we had the mosquitos to keep us company! - Kerry",52,BMT4y7mgDGG,2016-11-02T07:14:50,[],FALSE,2016-11-02_07-14-50,[],3913900802
14,1.37547E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e6a28ceadff950963a2056df8a18eae2/5ADA60FA/t51.2885-15/e35/25012037_516958185337087_271372994587131904_n.jpg,[],3,GraphImage,"COOL SCIENTIST ALERT! Here’s Benoit, one of our biologists studying the health of freshwater in Cape Breton, Nova Scotia, using *CABIN methodology. By sampling and studying invertebrates, he can tell a lot about how healthy the freshwater is. *CABIN is the Canadian Aquatic Biomonitoring Network, a network of groups working together to assess the health of freshwater ecosystems across Canada. In using CABIN methods, partners take observations using approved protocols and make scientific assessments using national standards.",53,BMWpxW8gJCN,2016-11-03T09:01:16,[],FALSE,2016-11-03_09-01-16,[],3913900802
15,1.37609E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/db6db4a3829476248027100fe788aa2c/5AECF35F/t51.2885-15/e35/24332347_195107864371771_677070438521634816_n.jpg,[],1,GraphImage,"Good news comes on Friday! The Randle Reef Sediment Remediation Project is cleaning up Hamilton Harbour. Yay clean water! The engineered containment facility (or ECF) pictured here acts like a box that will store the yuckiest of sediment. When the $138.9 million project is complete in , it will make the water cleaner for the fish & us to enjoy, and bring jobs and tourism to the local community. Hooray!!!!! : Bermingham Foundation Solutions",48,BMY3V9GgHrs,2016-11-04T05:38:21,[],FALSE,2016-11-04_05-38-21,[],3913900802
16,1.37836E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ffac15ac7a4986d245724ccf3899871/5AFAE609/t51.2885-15/e35/25011820_1508322185911819_7789628257422278656_n.jpg,[],1,GraphImage,“Have you seen a bear? It’s ! Yeah … hugging a bear is a little dangerous (understatement!) … unless it’s Yogi or Winnie the Pooh. But I’m just a cute caribou! Can I get a hug?”,35,BMg6oJ9gfPc,2016-11-07T07:40:58,[],FALSE,2016-11-07_07-40-58,"[""hugabearday""]",3913900802
17,1.37907E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/65a9d0b28dd7d73910fd03d8b2792eb4/5AEB90F1/t51.2885-15/e35/25011665_136703667040238_4247552617988751360_n.jpg,[],3,GraphImage,"“It’s getting hot in here” or is it just this carefully planned grassland fire? Biologist and Fireboss Kerry stands to watch as her colleague Sarah steps back from the flames while lighting up the primary fireline – Woah!!! A controlled burn can help keep ecosystems healthy by reducing the number of shrubs and trees, & removing old plant material that builds up over years.",41,BMjcOrVgFH3,2016-11-08T07:13:04,[],FALSE,2016-11-08_07-13-04,[],3913900802
18,1.37984E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/761a47f0c4b1429f687797e99bb0b8f7/5ADA8898/t51.2885-15/e35/24327299_132712710754585_5446533192964112384_n.jpg,[],3,GraphImage,"Hello, Henry here. Our Climate Change crew is in Marrakech for (Conference of the Parties). I’ll be sharing photos of what it’s like to be part of the Canadian delegation and highlights of the work we do.",53,BMmKbQLA71y,2016-11-09T08:35:13,"[""cop22ma""]",FALSE,2016-11-09_08-35-13,"[""climatechange"",""cop22"",""cop22can"",""behindthescenes""]",3913900802
19,1.38059E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fd5be503162d0176c3225f650d0781aa/5AE06B4B/t51.2885-15/e35/25009066_197202054183820_7785498783806128128_n.jpg,[],1,GraphImage,"Meet Sue, a water scientist who studies harmful algal blooms, at our lab in Burlington. She has always been inspired by her work. “The diversity of field work and lab work has given me an exciting career in science.” Here she is on her home-away-from-home, the Canadian Coast Guard Ship Limnos. Sue will be retiring in December, and we wish her all the best!",27,BMo1K6SgyHC,2016-11-10T09:27:12,[],FALSE,2016-11-10_09-27-12,"[""coolscientistalert"",""thankyou""]",3913900802
20,1.38059E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c075a3ee9ff54c3ee174763304155cf3/5AF7217A/t51.2885-15/e35/24845524_197582757482186_4860659195197784064_n.jpg,[],1,GraphImage,"Oh BUOY! What a boat! Come on board! The Canadian Coast Guard Ship (CCGS) Limnos calls Burlington, Ontario, its home, where it is docked at the Canada Centre for Inland Water (more often than knot). Puns are totally intended. Taking its name from “limnology,” the study of inland waters, CCGS Limnos is the dedicated scientific vessel for our environmental research and monitoring on the Great Lakes. It is capable of sampling the water, using a wide array of equipment, and it is equipped with an on-board laboratory for the processing and analysis of samples. How neat is that?",36,BMo1U0oAkmY,2016-11-10T09:28:34,[],FALSE,2016-11-10_09-28-34,[],3913900802
21,1.38063E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5db1f8ae4b0b94a32fcb44cb36a8c76c/5AE549FF/t51.2885-15/e35/24327622_172834790127284_3251855864495079424_n.jpg,[],0,GraphImage,"""How many negotiators and eerts can we fit in this very small space? This is the dell office where all the magic happens. This is where the delegation meets with other countries, reviews proposals and discusses path forward on ! "". - Henry المغرب مراكش",30,BMo_2nygcF_,2016-11-10T11:00:33,[],FALSE,2016-11-10_11-00-33,"[""canadian"",""climatechange"",""cop22"",""canenvironment"",""marrakesh"",""morocco"",""behindthescenes"",""المغرب"",""مراكش""]",3913900802
22,1.38117E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/79df07455a7452700c0a4be655c9cd25/5AEFE4C6/t51.2885-15/e35/24332211_1765480063756033_5510719065431212032_n.jpg,"[""cop22ma""]",0,GraphImage,The Dragon : Znati Sculpture at .,15,BMq5oKXAUPc,2016-11-11T04:44:38,[],FALSE,2016-11-11_04-44-38,"[""cop22""]",3913900802
23,1.38129E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ca6e49576bbc860f0dd7329dec443a2f/5AE7841B/t51.2885-15/e35/24838272_396592434130076_5119593406149951488_n.jpg,[],0,GraphImage,Youth are leading by example at by planting a garden - where have you planted a tree?,17,BMrVfE_AIe3,2016-11-11T08:48:04,"[""cop22ma""]",FALSE,2016-11-11_08-48-04,"[""cop22"",""climatechange"",""actiontime"",""trees4earth""]",3913900802
24,1.38131E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/09cf34db2d29697e2b458a6ab80434b2/5AE8AC7E/t51.2885-15/e35/25009183_939580789538662_8539038215930118144_n.jpg,[],3,GraphImage,"""I took an electric bus to the venue today. It's great to see climate-friendly options to get around, especially when there are so many people attending COP."" - Henry",24,BMrY139AAXU,2016-11-11T09:17:23,[],FALSE,2016-11-11_09-17-23,"[""cop22""]",3913900802
25,1.38137E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b9e276048063d68ba90e32a739228f57/5AF686E7/t51.2885-15/e35/25012796_912165418931784_8213117087984386048_n.jpg,[],0,GraphImage,was spotted at !,23,BMroCW4AXb3,2016-11-11T11:30:10,[],FALSE,2016-11-11_11-30-10,"[""captainplanet"",""cop22"",""behindthescenes"",""actiontime""]",3913900802
26,1.38199E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/34a648b794aad3a37be913fb04893565/5A637DF6/t50.2886-16/24997211_1000657966752245_7115672413219586048_n.mp4,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/95218d6a0c06856f8a8adfdce3d177a7/5A63918A/t51.2885-15/e15/25007042_1743697562604070_1999513099710758912_n.jpg,[],3,GraphVideo,"I had a chance to check out the “This is the Arctic” video about the effects of in the Arctic yesterday at the village. A pretty cool, immersive eerience showing different landscapes and communities. -Henry",28,BMt0wQ2AHEc,2016-11-12T07:59:46,[],TRUE,2016-11-12_07-59-46,"[""oculus"",""climatechange"",""cop22"",""arctic""]",3913900802
27,1.38269E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c439ac63f50c4b35d5d26b231d4bd295/5AE153E2/t51.2885-15/e35/25007169_1013119205496539_7230478057272770560_n.jpg,[],0,GraphImage,taking many shapes at in,38,BMwSOS0gxqn,2016-11-13T06:55:45,[],FALSE,2016-11-13_06-55-45,"[""renewableenergy"",""cop22"",""marrakech""]",3913900802
28,1.38417E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5e0aec2c7b638bd07f153bc1bfa53977/5AD97C9A/t51.2885-15/e35/24327470_153366868755486_1805108916955119616_n.jpg,[],2,GraphImage,"Here I am at the Live booth on site at Today, at :30 GMT (1:30 EST), this is where Environment and Climate Change Minister Catherine McKenna will be on Facebook Live with youth delegates who are on the ground in . -Henry",30,BM1jtPiAd0N,2016-11-15T08:04:44,"[""cop22ma""]",FALSE,2016-11-15_08-04-44,"[""facebook"",""canadian"",""morocco"",""behindthescene""]",3913900802
29,1.38439E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69126e88ac453877dc36389b22b6b138/5AD891F3/t51.2885-15/e35/25007947_150258965619121_6846877472751878144_n.jpg,[],3,GraphImage,"I met up w/ , , & Dominique Souris before doing our Live from . So great to meet these young leaders! Did you watch the Facebook Live video? You should! – Henry ",31,BM2WFWEAYX2,2016-11-15T15:24:56,"[""meredithadler"",""maataliii"",""cop22ma""]",FALSE,2016-11-15_15-24-56,"[""facebook"",""marrakech"",""behindthescene"",""cop22"",""cop22can""]",3913900802
30,1.38513E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/10a00f963c79c8903958788ac41991ed/5AF149A1/t51.2885-15/e35/24177386_300351167136572_6045869142949494784_n.jpg,[],1,GraphImage,"Here's my colleague and friend Pierre-Jonathan (or PJ), representing in the plenary hall at . He works on climate finance, which helps developing countries to address the impacts of , deploy clean energy technology, and manage natural resources sustainably. – Henry",33,BM49BZRgRay,2016-11-16T15:43:40,[],FALSE,2016-11-16_15-43-40,"[""canada"",""cop22"",""climatechange"",""behindthescene"",""cop22can"",""bts""]",3913900802
31,1.38715E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bf9027e497a37ace614ad33a80b1143b/5AE6610A/t51.2885-15/e35/25007256_2217077588519345_567929057467957248_n.jpg,[],1,GraphImage,"So, we’re hosting this Summit. It’s kind of a but for . Cool right? Oh, and you are invited! Click on the link in our bio for more info!",20,BNAIhbQgFWA,2016-11-19T10:38:50,[],FALSE,2016-11-19_10-38-50,"[""youth"",""hackathon"",""climatechange""]",3913900802
32,1.38867E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f2e8604462cdc5fc406743d8ebc9e513/5AE612E0/t51.2885-15/e35/25006514_1891003637883665_6875253664546553856_n.jpg,[],1,GraphImage,"Are you a young Canadian passionate about taking action on climate change? Do you have ideas and solutions on how to address climate change in communities across the country? We want to hear them! The Minister of Environment and Climate Change, Catherine McKenna, is hosting a national dialogue on climate change for youth on November . Join in! Tap the link in our bio to get the deets!",21,BNFjIT7Avc_,2016-11-21T13:07:32,[],FALSE,2016-11-21_13-07-32,[],3913900802
33,1.38921E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7281e15fa513075d73b732910abd0915/5AE2D6EC/t51.2885-15/e35/25007066_302010146956282_1366073838084816896_n.jpg,[],1,GraphImage,"GREAT ALERT!Meet Geoff Green, educator, social entrepreneur, and founder of . He has led more than eeditions to the Regions, as well as numerous other journeys to many fascinating and remote corners of the Planet - WOAH! (We envy him too!) Geoff is one of the speakers at the National Summit on . Follow the link in our bio to get the deets about how to participate online.",25,BNHdYE5gfAR,2016-11-22T06:55:45,"[""studentsonice""]",FALSE,2016-11-22_06-55-45,"[""explorer"",""adventurer"",""polar"",""youth"",""climatechange"",""youthclimateaction""]",3913900802
34,1.38995E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3b248d659c0426813a8b1b71477880f0/5A638491/t50.2886-16/25003481_918470088304624_2379630620373417984_n.mp4,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b9b31ea83a13678134367c073d99a508/5A640B49/t51.2885-15/e15/24327949_1718533588218618_6288530869573386240_n.jpg,[],2,GraphVideo,charging some cellphones via bike!,20,BNKFAnDAACy,2016-11-23T07:20:33,"[""letstalkenergy""]",TRUE,2016-11-23_07-20-33,"[""youthclimateaction"",""needpowertokeepposting""]",3913900802
35,1.38995E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8025ad4b68ec2542707e73381f998be8/5AFBCCD9/t51.2885-15/e35/25010548_2078669495694703_4137535153801003008_n.jpg,[],2,GraphImage,Oh hello !,36,BNKGJw9A54n,2016-11-23T07:30:32,[],FALSE,2016-11-23_07-30-32,"[""youthclimateaction""]",3913900802
36,1.38995E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2f1c828d7542e42cfe82b72f47935cf9/5AF9D89A/t51.2885-15/e35/25006110_130010087694311_7016445788075065344_n.jpg,[],2,GraphImage,Photos of photos in a photo frame,21,BNKGw9YAP4M,2016-11-23T07:35:53,[],FALSE,2016-11-23_07-35-53,"[""youthclimateaction""]",3913900802
37,1.38995E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/19a1b100d78c0502fbb80dfe58a0eb07/5ADFFE85/t51.2885-15/e35/25005693_824562927741945_3648188913924702208_n.jpg,[],8,GraphImage,Geoff Green of such an inspiration,37,BNKHG3-AdR3,2016-11-23T07:38:53,"[""studentsonice""]",FALSE,2016-11-23_07-38-53,"[""youthclimateaction""]",3913900802
38,1.39006E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4c0df610b0c71c10735e3256f79b1ba4/5AF76ED6/t51.2885-15/e35/24327880_159959081403541_289301017009324032_n.jpg,[],2,GraphImage,"Recognize anyone here? Back from , it's Henry!",28,BNKfyz3gQ9x,2016-11-23T11:14:36,[],FALSE,2016-11-23_11-14-36,"[""cop22"",""youthclimateaction"",""behindthescenes"",""bts""]",3913900802
39,1.39014E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4d4f5f4422b6b2f9a907b7daea9852eb/5AE8F30F/t51.2885-15/e35/25005645_375876792873062_134074971877015552_n.jpg,[],2,GraphImage,You could hear a pin drop as the audience hears about the impact climate change is having on Northern communities,27,BNKxGe7gxcm,2016-11-23T13:45:50,[],FALSE,2016-11-23_13-45-50,"[""youthclimateaction""]",3913900802
40,1.39499E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/334e3cfc30d529d990a51296e1fbf9ea/5AF5E990/t51.2885-15/e35/24327092_122782201840265_7614888191589351424_n.jpg,[],6,GraphImage,“ … not as depressing as Monday; not as exciting as Friday.” A bunch of burrowing owls trying to get through the week like owl of us! Lowl.,62,BNb_T2jghKE,2016-11-30T06:17:05,[],FALSE,2016-11-30_06-17-05,"[""humpday""]",3913900802
41,1.39581E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/917b6be61e6d4e301fa0e71647ec8405/5AEF15BD/t51.2885-15/e35/25008278_160229517922152_3602299563483856896_n.jpg,[],0,GraphImage,"During the month of December, we'll be sharing photos of our ! Stay tuned!",47,BNe6bRmgq1i,2016-12-01T09:32:07,[],FALSE,2016-12-01_09-32-07,"[""arcticscience"",""adventures"",""arctic"",""canadianarctic"",""climatescience"",""climateresearch"",""instascience""]",3913900802
42,1.3965E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a9a6b2fb8193cf952cca15882ffb1655/5AE8A63A/t51.2885-15/e35/24327402_1137949506342617_3187374068781285376_n.jpg,"[""jennierausch""]",5,GraphImage,Rainbows were everywhere this summer on the barrengrounds! We kept eecting unicorns 🦄 too; we got barren-ground caribou instead...,49,BNhXL7JgYEW,2016-12-02T08:21:55,[],FALSE,2016-12-02_08-21-55,[],3913900802
43,1.39885E+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/59d9c72e5319e13b95690fc26fadbe49/5A638252/t50.2886-16/25004634_529320047444977_3679688663635066880_n.mp4,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2baed5b9f2135adfdd5e4300f73c863c/5A646394/t51.2885-15/e15/25006399_242516899618116_7163457579404754944_n.jpg,[],1,GraphVideo,"New! National Area: Scott IslandsThe Scott Islands and surrounding waters together make up one of the most productive and biologically diverse marine , particularly for , on the Canadian Pacific Coast.",35,BNptyJdAHwX,2016-12-05T14:13:18,[],TRUE,2016-12-05_14-13-18,"[""marine"",""wildlife"",""ecosystems"",""seabirds"",""cop13"",""hiddengems""]",3913900802
44,1.40022E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1380eaeba831770f02e865d37bcf3c66/5AEB2174/t51.2885-15/e35/25005651_2062924713992101_8780731487558303744_n.jpg,[],0,GraphImage,These good looking birds are known for their stoic stature and epic appearance - from Southern California to the coastal Alaskan Arctic. Tens of thousands of Tufted Puffins choose the Scott Islands as their preferred breeding grounds when taking a beak break from a lifetime at sea.Everyday I’m puffi-lin. : Greg Jones,57,BNukKrogN_k,2016-12-07T11:25:28,[],FALSE,2016-12-07_11-25-28,"[""puffin"",""bc"",""explorebc"",""wildlife"",""wildlifephotography"",""puffinofinstagram"",""instabirds"",""nature"",""naturephotography"",""protectedarea"",""scottislands"",""canenvironment"",""breeding"",""birdlovers"",""seaanimals"",""birdwatching"",""explorecanada"",""hiddengems"",""cop13"",""nofilter""]",3913900802
45,1.40091E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/becaf72b43ce9dd1d329244d1d37b82f/5AFBDC47/t51.2885-15/e35/24332230_1206913376075599_2141884247596597248_n.jpg,[],2,GraphImage,"It’s not the magic school bus but it’s still a pretty awesome bus! This Canadian fuel-cell-powered is already being used in Foshan, & emits - WOAH! Ideas like this will shape the future of !",38,BNxCyk8ABXA,2016-12-08T10:31:32,[],FALSE,2016-12-08_10-31-32,"[""bus"",""china"",""zeroemissions"",""transit"",""cleantech"",""cleantechnologies"",""climateaction"",""climatechange"",""renewableenergy"",""greenenergy"",""canenvironment"",""environmentcanada"",""sustainabletransport""]",3913900802
46,1.40162E+18,,canenvironment,https://instagram.fyvr3-1.fna.fbcdn.net/vp/47d95875da6425eeb3af4dc5bf99fd2b/5AD841C6/t51.2885-15/e35/25007419_300363120453073_6513553680908681216_n.jpg,[],3,GraphImage,"Common Murre, Pelagic Cormorant and Tufted mingling on this typical rock-face nesting habitat, where various platforms, holes, and crevices become ideal nest sites between trips offshore to feed.Puffin’ cute!",31,BNzi-F1AXBC,2016-12-09T09:51:13,[],FALSE,2016-12-09_09-51-13,"[""puffin"",""bc"",""explorebc"",""wildlife"",""wildlifephotography"",""puffinofinstagram"",""instabirds"",""nature"",""naturephotography"",""protectedarea"",""canenvironment"",""breeding"",""birdlovers"",""seaanimals"",""birdwatching"",""nofilter""]",3913900802
