"owner","text","created_at","id","post_id"
"{""username"":""seriouslyalexa"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25017656_175473373041300_4220582422393126912_n.jpg"",""id"":""290900698""}","@parks.canada is sable island included for free? if only 🙈",1480695367,"17856189040117756","2016-12-01_09-09-46"
"{""username"":""stammy88"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14052662_1741706016083524_1774887006_a.jpg"",""id"":""35175653""}","A bummer for those who already have one., can't participate in the contest",1480690191,"17855156617080399","2016-12-01_09-09-46"
"{""username"":""wecraftwood"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19424918_254825494999398_4248762256872964096_a.jpg"",""id"":""3637622815""}","Awesome way to start a new year of exploring!! @parks.canada",1480686467,"17866764118041026","2016-12-01_09-09-46"
"{""username"":""fromtreetosea"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26072680_161943567905055_6226898230609707008_n.jpg"",""id"":""182260909""}","@asjkim7 true thanks!! the site isn't really working though actually, must be so many people trying to get passes!",1480685290,"17855235319083781","2016-12-01_09-09-46"
"{""username"":""jefflansing"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17882844_295522447539433_2945122928145989632_a.jpg"",""id"":""292638391""}","#GrosMorne is my favourite place in the world! I've been there twice and will definitely be going back again! #longrangetraverse #discoverypass",1480684544,"17855395513088170","2016-12-01_09-09-46"
"{""username"":""asjkim7"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14099778_240420516353155_926010962_a.jpg"",""id"":""183230787""}","@fromtreetosea I know! But just wanted to make sure you guys knew to get the pass. Also, a chance to win a trip to Gros Morne!",1480684268,"17856191314114151","2016-12-01_09-09-46"
"{""username"":""fromtreetosea"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26072680_161943567905055_6226898230609707008_n.jpg"",""id"":""182260909""}","@asjkim7 ya girl! that's partly why we're going this year",1480683817,"17844994360145800","2016-12-01_09-09-46"
"{""username"":""asjkim7"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14099778_240420516353155_926010962_a.jpg"",""id"":""183230787""}","@fromtreetosea",1480683096,"17856256342118193","2016-12-01_09-09-46"
"{""username"":""ellyashleigh"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22157201_1452416254841933_7800140331613159424_n.jpg"",""id"":""362435396""}","@asjkim7",1480680344,"17867068585036893","2016-12-01_09-09-46"
"{""username"":""the905foodie"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/10375513_472165956305292_7719944_a.jpg"",""id"":""17981015""}","@natalievana @autumnscamper",1480677611,"17855112745090268","2016-12-01_09-09-46"
"{""username"":""hassmaster"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19050686_303775300065056_8030185566035247104_a.jpg"",""id"":""87556""}","Just ordered for May. Will you ship to the UK?",1480670591,"17866536760008571","2016-12-01_09-09-46"
"{""username"":""patrickowen32"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16583571_146736132506315_624585349753995264_a.jpg"",""id"":""210643530""}","@thewanderingvet",1480669994,"17844993649158269","2016-12-01_09-09-46"
"{""username"":""amber5lynne"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22582041_125286148105324_6684258715161329664_n.jpg"",""id"":""7496125""}","@partykats I ordered a pass tonight! I have a list of stuff to do there... maybe on our voyage to Alaska??",1480660995,"17867476138037162","2016-12-01_09-09-46"
"{""username"":""partykats"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/1171109_487572874710896_818281292_a.jpg"",""id"":""337593314""}","@amber5lynne let's get some Canadian parks too!!",1480652458,"17866594714032323","2016-12-01_09-09-46"
"{""username"":""mlutes94"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25007331_142874659752634_4041791979061772288_n.jpg"",""id"":""494503875""}","I can't order the pass. The page won't load",1480645702,"17859873478071627","2016-12-01_09-09-46"
"{""username"":""emawee84"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22344395_680724242132670_6567536308808318976_n.jpg"",""id"":""250535553""}","Can you please start tagging the location or mentioning it in the comments? I want to know where these places are in 🇨🇦!",1480645223,"17857824478072059","2016-12-01_09-09-46"
"{""username"":""whvanhooserjr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11355798_1663944743825857_1080812432_a.jpg"",""id"":""834317653""}","@whjames51",1480644107,"17856226459119561","2016-12-01_09-09-46"
"{""username"":""lifeontheriver_co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13414365_193025347760150_2023411898_a.jpg"",""id"":""2086358949""}","Hello @parks.canada",1480642581,"17866117006037432","2016-12-01_09-09-46"
"{""username"":""eyeontheview"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25006349_1542053389195913_1899308093901111296_n.jpg"",""id"":""3190249268""}","@abelle.inocencio",1480641184,"17865833371003788","2016-12-01_09-09-46"
"{""username"":""renegadeupgrade"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26341357_1149634248473639_3560409957171986432_n.jpg"",""id"":""1451341172""}","Bienvenu @parks.canada ravie de voir sur Instagram! 🎉🌲🌾🍁🇨🇦🇨🇦🇨🇦",1480637276,"17866111354034057","2016-12-01_09-09-46"
"{""username"":""myselfreliance"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13394891_1738888089712794_464281123_a.jpg"",""id"":""2234967743""}","Welcome to Instagram 🇨🇦🏕🌲",1480636547,"17865575371010604","2016-12-01_09-09-46"
"{""username"":""blueyandellie"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17881104_295868220844245_5182227605717254144_a.jpg"",""id"":""2903793510""}","Next year I celebrate my 50th with Canada's 150th! Where better to spend it than in as many NPs as I can hit. Thank you so much for the #DiscoveryPass!",1480629830,"17867718901015269","2016-12-01_09-09-46"
"{""username"":""jerpaj"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12568235_925686647485306_521803031_a.jpg"",""id"":""2869671508""}","Welcome to Instagram! Prepare to be very popular! 😀",1480628971,"17844954439153498","2016-12-01_09-09-46"
"{""username"":""tourismgolden"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10899182_1536825509919230_2084697389_a.jpg"",""id"":""1586728398""}","We will be following your feed closely!!",1480628743,"17859258046073751","2016-12-01_09-09-46"
"{""username"":""carolina.caravaggio"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14032860_481374422059971_543732423_a.jpg"",""id"":""2154377010""}","Thanks @parks.canada! Can't wait to explore this beautiful country of ours 🙌",1480628648,"17856805396120289","2016-12-01_09-09-46"
"{""username"":""cynabonanz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16229032_1378187148887637_3995359478466740224_a.jpg"",""id"":""1521176040""}","@jsahaya",1480627171,"17844940318180013","2016-12-01_09-09-46"
"{""username"":""amritagurney"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19051550_1982217488659200_5748238311747485696_a.jpg"",""id"":""306490302""}","So happy you are on Instagram 🙌🏽",1480625737,"17844949015190063","2016-12-01_09-09-46"
"{""username"":""cutting.p"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10990551_658472524275682_257368807_a.jpg"",""id"":""1698021110""}","Glad you are on Instagram now. Entered the contest and got my discovery pass.",1480625446,"17866140106032514","2016-12-01_09-09-46"
"{""username"":""canadanomad"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10584802_246838155526374_2120379907_a.jpg"",""id"":""303128898""}","Finally 💅",1480624534,"17866969966013721","2016-12-01_09-09-46"
"{""username"":""xmegaphone"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19228106_1722226814748774_3525902046727241728_a.jpg"",""id"":""32837842""}","Thanks @parks.canada So happy for an official Instagram finally!!!!",1480623402,"17855049532095205","2016-12-01_09-09-46"
"{""username"":""ravenviewart"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11312503_665219880245286_1887092748_a.jpg"",""id"":""266454758""}","👍",1480623049,"17856232852119526","2016-12-01_09-09-46"
"{""username"":""dougoneill"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12120250_443491812517690_973205335_a.jpg"",""id"":""511632933""}","Looking forward to great IG photos from @parks.canada",1480622059,"17844948784178800","2016-12-01_09-09-46"
"{""username"":""bluenoser4ever"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12383565_205312079818632_210379232_a.jpg"",""id"":""1422751590""}","Done! Thank you so much!",1480620804,"17867286835046157","2016-12-01_09-09-46"
"{""username"":""iamjetsetterjayne"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10852655_1569872746562783_2131293262_a.jpg"",""id"":""1369136778""}","Ordered my pass and entered the contest! Awesome initiative!",1480620365,"17844934105165228","2016-12-01_09-09-46"
"{""username"":""explorecanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821823_882049418497910_20709141_a.jpg"",""id"":""5470113""}","Welcome to instagram @park.canada!",1480619821,"17867803846055985","2016-12-01_09-09-46"
"{""username"":""elizabethcross_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16583939_379926452375323_1643908692573159424_a.jpg"",""id"":""279558685""}","@_emmacc",1480619522,"17846208157132090","2016-12-01_09-09-46"
"{""username"":""russkiwinadian"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15048206_1796544857277242_8250129200585900032_a.jpg"",""id"":""2203389944""}","@scamander23 oh you're prepared then!",1480619373,"17855994142128143","2016-12-01_09-09-46"
"{""username"":""seeusoontravel"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11349437_450964858422029_1023640208_a.jpg"",""id"":""356086490""}","Amazing!! 2017 will rock!",1480618442,"17844925786166504","2016-12-01_09-09-46"
"{""username"":""scamander23"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12383692_990005404428504_1330015630_a.jpg"",""id"":""301127331""}","@russkiwinadian 👍👍👍 my dad bought a pass for our Rockies trip this summer and I think it lasts two years, into 2017 which is free anyway haha",1480618206,"17867013754046162","2016-12-01_09-09-46"
"{""username"":""russkiwinadian"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15048206_1796544857277242_8250129200585900032_a.jpg"",""id"":""2203389944""}","@scamander23 gotta get on this",1480617978,"17856012844129634","2016-12-01_09-09-46"
"{""username"":""reaumeca"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14705061_448100888698230_3703944963885629440_a.jpg"",""id"":""367431524""}","Thanks.. ordered and entered",1480616803,"17844958120190156","2016-12-01_09-09-46"
"{""username"":""paragon_photography"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23421547_145969106033370_3615688415359533056_n.jpg"",""id"":""19062424""}","Hopefully people will respect our parks!! Don't feed wildlife and watch for them on roads. Here in Banff, as tourist increases the environment and animals decreases. Visit with respect or just stay in Quebec 😂",1480616647,"17867569117013219","2016-12-01_09-09-46"
"{""username"":""shalala_land"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20213818_508851189453465_658982797934854144_a.jpg"",""id"":""176636327""}","Just ordered my passes and entered into the contest!  Thanks so much!  Looking forward to seeing more of Parks Canada in person AND on Instagram!",1480616496,"17844950347169010","2016-12-01_09-09-46"
"{""username"":""parks.canada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15538440_589970811191426_444632099861823488_n.jpg"",""id"":""4143631778""}","@xmegaphone Yes! If you go on our website, scroll down lower and click ""enter the Discover Canada contest"". Good luck!",1480615324,"17855156425090919","2016-12-01_09-09-46"
"{""username"":""smnonprofit"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15046863_543334512524737_6551748017618157568_a.jpg"",""id"":""4155641239""}","Welcome to Instagram :)",1480614369,"17844949939146147","2016-12-01_09-09-46"
"{""username"":""crystal_catherine"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21827858_1967324876881897_2273781739774017536_n.jpg"",""id"":""886462""}","@dandaccountant we need to get one of these!!! 😍",1480613939,"17844935824161979","2016-12-01_09-09-46"
"{""username"":""mgdigital"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24845089_613826152121489_5313250560948830208_n.jpg"",""id"":""18299226""}","Done and done!",1480613847,"17856199411103629","2016-12-01_09-09-46"
"{""username"":""xmegaphone"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19228106_1722226814748774_3525902046727241728_a.jpg"",""id"":""32837842""}","No option for those of us that already have a pass?",1480613804,"17855213650081310","2016-12-01_09-09-46"
"{""username"":""vigray4"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26156395_1976364852620397_7535030756553261056_n.jpg"",""id"":""1586285853""}","Thank you! Ordered and entered 😊",1480613038,"17866966513010434","2016-12-01_09-09-46"
"{""username"":""kcs.sand"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10632145_1463432117261929_2117756188_a.jpg"",""id"":""1418981261""}","One of my very favorite place to visit!",1480831917,"17845068094157788","2016-12-02_14-18-59"
"{""username"":""discovertheoutdoors"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13258958_246236572407166_1449721032_a.jpg"",""id"":""1189805290""}","Great to see you on #instagram",1480776247,"17846288203134721","2016-12-02_14-18-59"
"{""username"":""nellyrakow"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17595871_1787487028245522_8475334865858854912_a.jpg"",""id"":""7642706""}","@123juantwothree",1480769864,"17866624696016592","2016-12-02_14-18-59"
"{""username"":""driftersguide"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12230876_1108962415782396_534493031_a.jpg"",""id"":""1496208479""}","Awesome gallery :)",1480760013,"17866202500047717","2016-12-02_14-18-59"
"{""username"":""familyfuncanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15258937_1802353883385633_6930165555865321472_a.jpg"",""id"":""1408309187""}","Welcome to Instagram, Parks Canada!",1480759442,"17868349396039151","2016-12-02_14-18-59"
"{""username"":""lifeofsabin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16584906_189926661489710_8631012234744561664_a.jpg"",""id"":""2923424595""}","I think it's time to go places",1480736286,"17845545508136679","2016-12-02_14-18-59"
"{""username"":""gogojackson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11373915_392363430957187_1356018878_a.jpg"",""id"":""191904663""}","Yup @dustinnjackson your kids threw rocks there this summer!",1480735343,"17866437262013418","2016-12-02_14-18-59"
"{""username"":""eseligson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11899603_936182119780385_1148177824_a.jpg"",""id"":""17948995""}","@joni_seligson @justinseligson we went! Also follow this one, its new",1480728828,"17856367471101717","2016-12-02_14-18-59"
"{""username"":""willhousworth"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18949749_1041681892530707_6165109005728350208_a.jpg"",""id"":""3953127843""}","Been there!",1480728020,"17866955221045736","2016-12-02_14-18-59"
"{""username"":""anikaeggenhofersparling"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15803671_1502784026418426_8232723965877944320_a.jpg"",""id"":""991184004""}","Stoked to visit Pacific Rim in a few weeks!",1480721871,"17866746457026472","2016-12-02_14-18-59"
"{""username"":""thelittlegreek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024100_320796778420805_3064357469460365312_n.jpg"",""id"":""12588435""}","@everythings.better.outside we need to find out more about free park entry for our drive to AK!",1480720459,"17856284146118085","2016-12-02_14-18-59"
"{""username"":""dustinnjackson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10561144_866731293406403_572751472_a.jpg"",""id"":""345550196""}","@gogojackson hey we know where this is!",1480718730,"17844989164161006","2016-12-02_14-18-59"
"{""username"":""wild.and.hungry"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16465678_115934738922986_6962987107530833920_a.jpg"",""id"":""1184827924""}","Do you need the Discover Pass to go to the parks for free or can you just drive in without having to pay admission?",1480718502,"17857780864079812","2016-12-02_14-18-59"
"{""username"":""colleengaraphoto"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26180902_347495712392342_4841383137160200192_n.jpg"",""id"":""1747644192""}","Beautiful!",1481233267,"17868427786006322","2016-12-03_09-38-32"
"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}","Stunning! 😍",1480976526,"17845155523171549","2016-12-03_09-38-32"
"{""username"":""wallartbycd"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14145426_1143518425727168_758531386_a.jpg"",""id"":""3107553934""}","😊",1480848083,"17845548760140823","2016-12-03_09-38-32"
"{""username"":""jaydonagar"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25012955_139089706794982_8825408390206324736_n.jpg"",""id"":""21508639""}","@kelseyraber looks very similar to that spot we stopped at in Glacier",1480796268,"17845056526160898","2016-12-03_09-38-32"
"{""username"":""nellyrakow"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17595871_1787487028245522_8475334865858854912_a.jpg"",""id"":""7642706""}","@123juantwothree",1480790382,"17845032052155642","2016-12-03_09-38-32"
"{""username"":""madis0n_b"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10864833_368001223379451_1074144763_a.jpg"",""id"":""34614011""}","@gamesterr",1516169866,"17919231196044388","2016-12-04_09-25-20"
"{""username"":""arumaristyaningsih"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26073713_1537453159683857_3967016048682598400_n.jpg"",""id"":""1514106039""}","Lari2an di pinggir pantai gitu ki @kikiharlina",1494677862,"17855859871182917","2016-12-04_09-25-20"
"{""username"":""kikiharlina"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26225903_129796391159762_1383559646379245568_n.jpg"",""id"":""242741616""}","Tapi luci sih macam india2 he @arumaristyaningsih93 😄",1494676931,"17858571523137543","2016-12-04_09-25-20"
"{""username"":""arumaristyaningsih"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26073713_1537453159683857_3967016048682598400_n.jpg"",""id"":""1514106039""}","Coba feelnya dimana ini? @kikiharlina main dipasir masa",1494675845,"17880363946007225","2016-12-04_09-25-20"
"{""username"":""jeffhinman88"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15538508_108278713002011_4651765472117653504_a.jpg"",""id"":""337355626""}","Sweet",1481056090,"17856493636098397","2016-12-04_09-25-20"
"{""username"":""mariehelenebrisson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12976607_1707202559491644_1771616409_a.jpg"",""id"":""3185251635""}","🙋🏼",1480997825,"17845124521160125","2016-12-04_09-25-20"
"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}","🙋🏽🙋🏼‍♂️",1480976703,"17866485994013112","2016-12-04_09-25-20"
"{""username"":""maria.ohearn"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13285239_902036279918465_1132064381_a.jpg"",""id"":""3092978548""}","🙋🏻",1480939008,"17855333467085946","2016-12-04_09-25-20"
"{""username"":""brown_bear_travels"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10914679_1571540076465003_378994452_a.jpg"",""id"":""40276920""}","For sure! Excited for winter though too ❄️",1480897403,"17866273924049584","2016-12-04_09-25-20"
"{""username"":""pnwayfarer"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18812014_2043906399170116_937964391511359488_a.jpg"",""id"":""2339406223""}","🙋🏼‍♂️",1480888809,"17856259852116323","2016-12-04_09-25-20"
"{""username"":""veronikmainville"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14701139_1826603464259957_8981369390142324736_a.jpg"",""id"":""4147458614""}","🙌",1480877295,"17845096591166860","2016-12-04_09-25-20"
"{""username"":""kvallevand"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26183522_2021038931519282_3506262664521187328_n.jpg"",""id"":""1123102667""}","Me 🙋🏼",1480874038,"17866911943063946","2016-12-04_09-25-20"
"{""username"":""bikechampion"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18723275_1869191706676441_353652250012286976_a.jpg"",""id"":""358053374""}","Me 🙋",1480873041,"17857945954075059","2016-12-04_09-25-20"
"{""username"":""arumaristyaningsih"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26073713_1537453159683857_3967016048682598400_n.jpg"",""id"":""1514106039""}","Ini lucu ki @kikiharlina",1494675800,"17855660650173874","2016-12-05_08-05-39"
"{""username"":""kammerbonnie"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/13129384_1712022169076688_989234290_a.jpg"",""id"":""3184991117""}","Love the red chairs at the parks...always fun looking for them",1481042478,"17856446362115430","2016-12-05_08-05-39"
"{""username"":""royalbay"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14128902_1205855802770070_357955931_a.jpg"",""id"":""178008913""}","@bettyboop_1717 let's go! ☺️",1480982845,"17845113928153199","2016-12-05_08-05-39"
