10156815682679045_10156825691749045,318424514044_10156815682679045,,"Great video, but I believe it is THE Northwest Territories ;)  I only hear the Feds and southerners drop the 'the'. 
I'll blame Yukon for the confusion (there's a joke therein only northerners may understand).

http://whatsupyukon.com/Yukon-Lifestyle/Yukon%20Culture/the-controversial-three-letter-word/#sthash.x87ObseS.dpbs",2017-12-18 15:35:30,0,0,0,0,0,0,0,0,18-21
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156815682679045_10156826233594045,318424514044_10156815682679045,,Hailey Mayfield Nicole Shannon Julie Simon,2017-12-18 18:29:40,0,0,0,0,0,0,0,0,Under 18
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156825290544045_10156825795054045,318424514044_10156825290544045,,This is a joke.  80 million isnt even one onehundredth of what it would cost to TRY to clean a BITUMEN spill in Burrard Inlet or English Bay or The Salish Sea.  Would are you trying to kid...,2017-12-18 16:17:14,0,0,0,0,0,0,0,0,18-21
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156824946949045_10156827451269045,318424514044_10156824946949045,,"Nati, ich muß Dir danken, schön das wir uns so gut verstehen.",2017-12-19 06:17:17,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156824945864045_10156826451479045,318424514044_10156824945864045,,Protecting the sea's from ocean acidification is crucial. That requires a quick move away from fossil fuels. The Americans have other plans...,2017-12-18 20:11:53,0,0,0,0,0,0,0,0,18-21
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156824945864045_10156825831219045,318424514044_10156824945864045,, [[STICKER]],2017-12-18 16:33:31,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156824945864045_10156825831039045,318424514044_10156824945864045,, [[STICKER]],2017-12-18 16:33:26,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156815730054045_10156819123309045,318424514044_10156815730054045,,Bunch of crap.,2017-12-16 14:49:18,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156815730054045_10156818718244045,318424514044_10156815730054045,,?,2017-12-16 12:02:26,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156815772649045_10156815852794045,318424514044_10156815772649045,,"I really hope you have a post about the analysts and scientists who work at the Canadian Ice Service, and the work they do every day observing ice in the North! Really interesting (and integral) work for our Arctic people and partnerships!",2017-12-15 15:55:48,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156815772649045_10156829154429045,318424514044_10156815772649045,,Thanks to LR tech,2017-12-19 17:53:33,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156815455879045_10156823924999045,318424514044_10156815455879045,,-  Why don't you Clowns take over Hydro-One and Wynne's Green Act projects and do something useful rather than helping Wynne buy votes. The carbon pricing / carbon tax is nothing more than an EZ MONEY TAX GRAB  - now Trudeau /McKenna are looking for ways to pass it along to their supporters and friends. The more they tax and spend the less emissions are reduced -,2017-12-18 01:19:33,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156815455879045_10156815507694045,318424514044_10156815455879045,,Joke! More taxes that is all you are doing.,2017-12-15 13:34:17,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156813476054045_10156815521809045,318424514044_10156813476054045,,with more taxes. jokers.,2017-12-15 13:39:26,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156813107234045_10156813110944045,318424514044_10156813107234045,,"wohooo, hemp biodiesel!",2017-12-14 23:12:29,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156812027174045_10156812724109045,318424514044_10156812027174045,,Time for fuddle duddle the second o make an announcement that some of us lowly Canadians who keep those little towns going can bennifit  from .,2017-12-14 20:53:14,0,0,0,0,0,0,0,0,18-21
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156809306104045_10156817676764045,318424514044_10156809306104045,,B.S.,2017-12-16 05:38:10,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156809260454045_10156809262839045,318424514044_10156809260454045,,Is there an election?,2017-12-13 18:01:34,0,0,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156805330809045_10156805449589045,318424514044_10156805330809045,,Who is Min Carr?,2017-12-12 14:11:04,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156805330809045_10156805462369045,318424514044_10156805330809045,10156805330809045_10156805449589045,He is the Minister responsible for Natural Resources Canada.,2017-12-12 14:17:20,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156805330809045_10156805470639045,318424514044_10156805330809045,10156805330809045_10156805449589045,I thought that was Jim Carr.,2017-12-12 14:21:33,0,0,0,0,0,0,0,0,18-21
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156805330809045_10156806820924045,318424514044_10156805330809045,,-  Canadians in this case are LIBERAL SUPPORTERS..  Like Notley saying Most Albertans support  - means her Friends and supporters..,2017-12-12 23:32:48,0,0,0,0,0,0,0,0,35-44
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156804789269045_10156807785069045,318424514044_10156804789269045,,"Bullshit we were born under the sun, UV light is very important to our health and the production of vitamin D.",2017-12-13 09:00:08,1,1,0,0,0,0,0,0,55 and more
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156804789269045_10156804833344045,318424514044_10156804789269045,,The human race have become Vampires...,2017-12-12 09:54:30,1,1,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156804789269045_10156805170589045,318424514044_10156804789269045,,Yeah if you're a bitch...,2017-12-12 11:58:21,0,0,0,0,0,0,0,0,18-21
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156802552454045_10156807464599045,318424514044_10156802552454045,,We dont have a future...sold out..broke and lied too.,2017-12-13 06:04:10,0,0,0,0,0,0,0,0,55 and more
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156792788034045_10156802282464045,318424514044_10156792788034045,,"Dort war ich auch schon,man glaubt man reist ins leere, irrtum man reist in die ursprüngliche Natur, das Schönste überhaupt. Ich muss immer schmunseln wenn manche Touristen schwärmen wie schön der Westen Canadas ist, wie können sie das behaupten, wenn sie noch nie im Osten oder Norden Canadas waren.Ich war in allen Himmelsrichtungen und in allen Provincen und Terretories. Canada ist überall schön.",2017-12-11 14:10:12,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156798322149045_10156798335879045,318424514044_10156798322149045,,Can Canada PLEASE derail this China train!!!  They will never change their human rights or their greed!!!,2017-12-10 08:36:07,1,1,0,0,0,0,0,0,55 and more
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156798322149045_10156798750279045,318424514044_10156798322149045,,Stop wasting our money.,2017-12-10 10:32:29,1,1,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156798322149045_10156798729149045,318424514044_10156798322149045,,Figures barbie always does what Ken tells her....sheeple,2017-12-10 10:23:37,1,1,0,0,0,0,0,0,55 and more
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156796752649045_10156797019129045,318424514044_10156796752649045,,Soooo is china stepping up thier game?....no more slave labour?.....sad,2017-12-09 20:24:53,1,1,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156796458809045_10156796633549045,318424514044_10156796458809045,,Another way for the Socialists globalists to steal from the people for their fake bs. You people are such a total joke with your fake information.,2017-12-09 17:41:36,2,2,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156796458809045_10156797165759045,318424514044_10156796458809045,,Taking hard earned money from people what a joke .everything will go up so much for canada,2017-12-09 21:34:27,2,2,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156796458809045_10156796545049045,318424514044_10156796458809045,,"Charging carbon tax is making it harder to compete with the US. Going to push more jobs out of Canada. I guess all factories leaving Canada will make the country greener, economically bankrupt Canada.",2017-12-09 17:16:44,1,1,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156795451164045_10156795802404045,318424514044_10156795451164045,,Cool,2017-12-09 12:41:50,0,0,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156791731999045_10156791771729045,318424514044_10156791731999045,,"Let's start by not building new pipelines to tidewater, using our resources locally/nationally while new and increased government science grants focus on transitional and sustainable alternatives in every sector of our lives. That would be a good start over creating and spending funds promoting a pdf file.",2017-12-08 08:49:20,1,1,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156791731999045_10156793400039045,318424514044_10156791731999045,,Why would it matter.....this government is selling us off lock stock and barrel.....make sure we are good and broke,2017-12-08 18:21:09,0,0,0,0,0,0,0,0,55 and more
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156789525284045_10156791442244045,318424514044_10156789525284045,,Very nice,2017-12-08 05:38:55,0,0,0,0,0,0,0,0,45-54
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156789485449045_10156789962824045,318424514044_10156789485449045,,He was curious lol,2017-12-07 17:15:06,1,1,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156789485449045_10156790014084045,318424514044_10156789485449045,,Laura,2017-12-07 17:27:01,1,1,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156789181874045_10156789380749045,318424514044_10156789181874045,,Page Forron,2017-12-07 13:21:04,2,2,0,0,0,0,0,0,35-44
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156786546889045_10156786664044045,318424514044_10156786546889045,,Perparim Gashi de daja ismet llajshefci,2017-12-06 16:17:51,1,1,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156786476474045_10156792398634045,318424514044_10156786476474045,,Climate barbie there ?,2017-12-08 12:26:40,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156786476474045_10156786710279045,318424514044_10156786476474045,,Are you going to discuss the murder of baby girls....slave workers....and zero environmental policies.......or just add us canadians...us horrible people a new tax....rat bastards,2017-12-06 16:37:23,1,1,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156785903414045_10156786184094045,318424514044_10156785903414045,,I'm laughing at the thought of Chinese government officials riding VIA Rail.,2017-12-06 12:50:18,0,0,0,0,0,0,0,0,35-44
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156785903414045_10156785912079045,318424514044_10156785903414045,,Congrats,2017-12-06 10:50:04,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156783673679045_10156783838914045,318424514044_10156783673679045,,Such a dirty post!,2017-12-05 17:35:46,2,2,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156783332994045_10156783491014045,318424514044_10156783332994045,,Even mother nature is pissed about Trudeau and his libiots,2017-12-05 15:48:48,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156783328739045_10156786294994045,318424514044_10156783328739045,,DUMB AND DUMB WHAT A WASTE MONEY,2017-12-06 13:43:21,0,0,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156787109574045,318424514044_10156780395784045,,Canada was sold to China in a free trade agreement?,2017-12-06 18:57:38,0,0,0,0,0,0,0,0,55 and more
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156782922724045,318424514044_10156780395784045,,I am also worried if the pages of ENRC are hacked although the content in Chinese is very positive.,2017-12-05 12:44:08,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156780714514045,318424514044_10156780395784045,,"Either the federal gov just got hacked, or english and french aren't our official languages anymore....?",2017-12-04 20:37:51,1,1,0,0,0,0,0,0,18-21
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156782269944045,318424514044_10156780395784045,,WHY WOULD I HAVE TO SEE TRANSLATION???? THIS IS CANADA!,2017-12-05 09:02:33,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156782639254045,318424514044_10156780395784045,, [[STICKER]],2017-12-05 11:00:17,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156780755459045,318424514044_10156780395784045,,Future third language I guess!,2017-12-04 20:55:12,1,1,0,0,0,0,0,0,Under 18
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156780460459045,318424514044_10156780395784045,,Hahaha!,2017-12-04 18:53:03,0,0,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156780415204045,318424514044_10156780395784045,,😳,2017-12-04 18:33:42,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780395784045_10156781444964045,318424514044_10156780395784045,,English???,2017-12-05 01:37:07,0,0,0,0,0,0,0,0,18-21
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780264344045_10156780353939045,318424514044_10156780264344045,,What a dirty post!,2017-12-04 18:04:48,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156780264344045_10156780278379045,318424514044_10156780264344045,,Sayem Reza world soil day???,2017-12-04 17:42:07,0,0,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156779519939045_10156779593939045,318424514044_10156779519939045,,Stop wasting our money.,2017-12-04 13:29:25,0,0,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156779244649045_10156779591824045,318424514044_10156779244649045,,"Canada has no pollution, liberals wasting our money.",2017-12-04 13:28:06,1,1,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156779244649045_10156784801209045,318424514044_10156779244649045,10156779244649045_10156779591824045,Canada has no pollution eh? Thats quite the claim.,2017-12-06 00:28:54,1,1,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156779244649045_10156784872304045,318424514044_10156779244649045,10156779244649045_10156779591824045,"Colin M Nutt she's either connected in some way to the oil industry, or more likely just an idiot. The same type of idiots that think we faked the moon landing, think the earth is flat, think climate change isn't real, and think the government actually consists of lizards in disguise, whom by the way spray mind-controlling chemicals from planes' exhaust. (Yes, the last two ideas are belived by some idiots).",2017-12-06 01:16:18,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156779244649045_10156784895114045,318424514044_10156779244649045,10156779244649045_10156779591824045,"So you're saying nothing at all in this country is contaminated? This country is pristine? I'd suggest you must live in a bubble, but since you're on Facebook you have some contact with the outside world. It's simply a stupid statement.",2017-12-06 01:24:37,0,0,0,0,0,0,0,0,22-24
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156779244649045_10156785366154045,318424514044_10156779244649045,10156779244649045_10156779591824045,"That is your opinion. carbon tax does not reduce our pollution, our industry is oil, killing our jobs and bringing in oil from the Arabs is not the answer.",2017-12-06 07:20:18,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156779244649045_10156780177919045,318424514044_10156779244649045,,What is the connections between working together and having trades?  Canada can only protect their environment on their own lands and yet selling petroleum isn't a way to reduce greenhouse gas.,2017-12-04 17:16:57,1,1,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
10156779244649045_10156784847364045,318424514044_10156779244649045,,"We're not even protecting our own environment. China, of all places, isn't going to help the situation.",2017-12-06 01:06:00,0,0,0,0,0,0,0,0,25-34
comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,age_group
