Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category,FSDS_matched_keywords,FSDS_category
10,315919208830119_342727932815913,2017-08-01 10:00:56,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/342727846149255/?type=3,"8 million metric tonnes of plastic end up in the ocean every year, roughly the weight of sixty CN Towers. This plastic is ingested by marine animals and is responsible for the deaths of endangered species like the Leatherback turtle.
You can do your part in protecting our oceans and marine wildlife. Consider avoiding disposable items like plastic bags and using eco-friendly alternatives like reusable bags. Learn about other ways you can make an impact: http://ow.ly/brFA30e4WpZ","million metric tonnes of plastic end up in the ocean every year, roughly the weight of sixty CN Towers. This plastic is ingested by marine animals and is responsible for the deaths of endangered species like the Leatherback turtle. You can do your part in protecting our oceans and marine wildlife. Consider avoiding disposable items like plastic bags and using eco-friendly alternatives like reusable bags. Learn about other ways you can make an impact:",[],64,2,131,46,0,1,0,10,7,0,197,en,0.0,FisheriesOceansCanada_facebook,"['wildlife', 'oceans', 'marine', 'species', 'or']",neutral,"['ocean', 'marine', 'specie', 'ocean', 'marine', 'wildlife', 'alternative']",Environmental,"['ocean', 'marine', 'animal', 'animal', 'animal', 'death', 'specie', 'specie', 'ocean', 'marine', 'wildlife', 'wildlife']",Healthy coasts and oceans
11,315919208830119_333926523696054,2017-07-11 09:00:45,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/333926523696054/?type=3,"Tour the Bedford Institute of Oceanography, Canada’s largest centre for ocean research located in Dartmouth, Nova Scotia, at the BIO EXPO 2017. On September 23 & 24, the institute will celebrate its 55th anniversary and Canada 150 by opening its doors to the public. http://ow.ly/n9gp30dvycn","Tour the Bedford Institute of Oceanography, Canada’s largest centre for ocean research located in Dartmouth, Nova Scotia, at the BIO E . On September & , the institute will celebrate its th anniversary and Canada by opening its doors to the public.",[],67,6,118,65,2,0,0,0,0,0,191,en,0.0,FisheriesOceansCanada_facebook,['or'],neutral,"['ocean', 'public']",Social,"['ocean', 'research']",Healthy coasts and oceans
12,315919208830119_391824361239603,2017-12-13 15:55:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/391824331239606/?type=3,"We’re taking steps to protect the habitat of eight aquatic species. Today, Minister LeBlanc announced the signing of Critical Habitat Orders to ensure the important habitats of aquatic species are protected against destruction. This includes protections for North Atlantic Right Whale habitat in the Grand Manan Basin (Bay of Fundy, New Brunswick) and the Roseway Basin (off Southwestern Nova Scotia), and for the St. Lawrence Estuary Beluga. http://ow.ly/9VwD30hd0xL","We’re taking steps to protect the habitat of eight aquatic species. Today, Minister LeBlanc announced the signing of Critical Habitat Orders to ensure the important habitats of aquatic species are protected against destruction. This includes protections for North Atlantic Right Whale habitat in the Grand Manan Basin (Bay of Fundy, New Brunswick) and the Roseway Basin (off Southwestern Nova Scotia), and for the St. Lawrence Estuary Beluga.",[],80,6,58,75,4,0,1,0,0,0,144,en,0.13495765268413354,FisheriesOceansCanada_facebook,"['import', 'minister']",positive,"['specie', 'minister', 'specie', 'right']",Economical,"['habitat', 'habitat', 'specie', 'specie', 'habitat', 'habitat', 'habitat', 'habitat', 'specie', 'specie', 'protection', 'habitat', 'habitat']",Healthy wildlife populations
13,315919208830119_345872962501410,2017-08-10 12:30:09,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/345872962501410/?type=3,"Narwhals have arrived in Tremblay Sound, Nunavut! Several thousand are there to feed. Our researchers are tagging a few to learn more about their habits and how we can better protect them. Discover more on the “unicorns of the sea” here: http://ow.ly/MEdD30ei69v","Narwhals have arrived in Tremblay Sound, Nunavut! Several thousand are there to feed. Our researchers are tagging a few to learn more about their habits and how we can better protect them. Discover more on the “unicorns of the sea” here:",[],97,2,36,88,6,3,0,0,0,0,135,en,1.0,FisheriesOceansCanada_facebook,['or'],positive,[],unknown,['feed'],Sustainable food
14,315919208830119_367619266993446,2017-10-12 15:11:28,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/367619266993446/?type=3,Our researchers equipped narwhals with satellite transmitters as part of the Tremblay Sound research project in Nunavut. The map shows the movement of 18 narwhals during September 8-22. Narwhal #4 covered 540 km during those two weeks 😮. Click here to view the full interactive map: http://ow.ly/RUXW30fQ3Ay,Our researchers equipped narwhals with satellite transmitters as part of the Tremblay Sound research project in Nunavut. The map shows the movement of narwhals during September -22. Narwhal covered km during those two weeks . Click here to view the full interactive map:,['#4'],84,5,43,75,0,8,0,0,0,1,132,en,0.13466666666666666,FisheriesOceansCanada_facebook,,positive,['movement'],Economical,['research'],Modern and resilient infrastructure
15,315919208830119_369979503424089,2017-10-19 12:33:28,https://www.facebook.com/FisheriesOceansCanada/videos/369979503424089/,"The Bedford Institute of Oceanography in Dartmouth, Nova Scotia recently hosted over 23,000 visitors during their open house. If you missed it, take a virtual tour of Canada’s largest ocean research facility today! http://ow.ly/TyqF30fZNUf","The Bedford Institute of Oceanography in Dartmouth, Nova Scotia recently hosted over ,000 visitors during their open house. If you missed it, take a virtual tour of Canada’s largest ocean research facility today!",[],92,3,34,89,3,0,0,0,0,0,129,en,0.2458333333333333,FisheriesOceansCanada_facebook,['or'],positive,['ocean'],Environmental,"['ocean', 'research', 'facility']",Modern and resilient infrastructure
16,315919208830119_381648412257198,2017-11-22 09:51:01,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/381648372257202/?type=3,"As part of our research project in Tremblay Sound, Nunavut, researchers continue to track the movements of narwhals equipped with satellite transmitters 😮. This map shows their movements through the month of October – click to view the full interactive map: http://ow.ly/mXtp30gHzLp","As part of our research project in Tremblay Sound, Nunavut, researchers continue to track the movements of narwhals equipped with satellite transmitters . This map shows their movements through the month of October – click to view the full interactive map:",[],94,8,25,88,5,1,0,0,0,0,127,en,0.14583333333333331,FisheriesOceansCanada_facebook,['movements'],positive,"['movement', 'movement']",Economical,['research'],Modern and resilient infrastructure
17,315919208830119_367492367006136,2017-10-12 08:36:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/367492300339476/?type=3,"We all have a responsibility to protect and maintain our outdoors. Each year, Fishery Officers lay charges for illegal fishing, damage to fish habitat, polluting and disturbing marine mammals. If you witness a fisheries violation, please report it. You can contact our department directly by calling the local Fisheries and Oceans Canada office in your area: http://ow.ly/3T6P30fLWWR  

In any province or territory you can also call Crime Stoppers at 1-800-222-TIPS (8477) which is an anonymous service.","We all have a responsibility to protect and maintain our outdoors. Each year, Fishery Officers lay charges for illegal fishing, damage to fish habitat, polluting and disturbing marine mammals. If you witness a fisheries violation, please report it. You can contact our department directly by calling the local Fisheries and Oceans Canada office in your area: In any province or territory you can also call Crime Stoppers at -800-222-TIPS (8477) which is an anonymous service.",[],65,10,52,65,0,0,0,0,0,0,127,en,0.08865079365079367,FisheriesOceansCanada_facebook,"['fisheries ', 'oceans', 'marine', 'or', 'ice']",positive,"['fishery', 'marine', 'fishery', 'local', 'service']",Environmental,"['fishery', 'fishery', 'fish', 'habitat', 'habitat', 'marine', 'fishery', 'fishery']",Healthy coasts and oceans
18,315919208830119_357475601341146,2017-09-13 09:44:03,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/357475601341146/?type=3,"We announced a new science program to help measure the effect human activities have on marine environments. Baseline data will be collected to help us better monitor changes over time. The Coastal Environmental Baseline Program will be collecting data from 6 ports in Quebec, Newfoundland, New Brunswick, British Columbia and the Arctic. Learn more about this program here: http://ow.ly/bQcu30f7Ld2","We announced a new science program to help measure the effect human activities have on marine environments. Baseline data will be collected to help us better monitor changes over time. The Coastal Environmental Baseline Program will be collecting data from ports in Quebec, Newfoundland, New Brunswick, British Columbia and the Arctic. Learn more about this program here: d2",[],84,4,33,74,8,2,0,0,0,0,121,en,0.16714285714285712,FisheriesOceansCanada_facebook,"['marine', 'or', 'coastal', 'coast']",positive,"['marine', 'change', 'coastal', 'arctic']",Environmental,"['marine', 'environment', 'environment']",Healthy coasts and oceans
19,315919208830119_340103789744994,2017-07-25 12:22:30,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/340103789744994/?type=3,"We need your help once again!
Last fall, we heard great feedback on what you want to see in a revised Fisheries Act. 
This time around we want to hear from you on how to restore lost protections and incorporate modern safeguards through legislative, policy and program changes. 
Let’s Talk Fish Habitat! Have your say until August 28.
http://ow.ly/HOoW30dU5gJ","We need your help once again! Last fall, we heard great feedback on what you want to see in a revised Fisheries Act. This time around we want to hear from you on how to restore lost protections and incorporate modern safeguards through legislative, policy and program changes. Let’s Talk Fish Habitat! Have your say until August .",[],35,0,85,35,0,0,0,0,0,0,120,en,0.0,FisheriesOceansCanada_facebook,"['guard', 'safe', 'change']",neutral,"['policy', 'change']",Economical,"['protection', 'fish', 'habitat', 'habitat']",Healthy wildlife populations
20,315919208830119_377868605968512,2017-11-13 11:11:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/377868412635198/?type=3,"Northern Snakehead is an invasive species that has not yet been found in any of Canada’s aquatic ecosystems, but we want to be on the lookout! Most snakehead species are native to warmer regions, but the Northern Snakehead occurs naturally in colder waters. Northern Snakehead can eat practically any small animal or fish they encounter. They can travel across land and live out of water for at least three days and reproduce quickly. If they find a way into natural freshwater ecosystems, they have the potential to cause serious damage to recreational and commercial fisheries. Report sightings: http://ow.ly/J8pb30gvleY","Northern Snakehead is an invasive species that has not yet been found in any of Canada’s aquatic ecosystems, but we want to be on the lookout! Most snakehead species are native to warmer regions, but the Northern Snakehead occurs naturally in colder waters. Northern Snakehead can eat practically any small animal or fish they encounter. They can travel across land and live out of water for at least three days and reproduce quickly. If they find a way into natural freshwater ecosystems, they have the potential to cause serious damage to recreational and commercial fisheries. Report sightings:",[],32,10,76,24,1,7,0,0,0,0,118,en,0.01957783350082457,FisheriesOceansCanada_facebook,"['natural', 'ecosystem', 'or', 'water', 'mer', 'species']",positive,"['northern', 'specie', 'ecosystem', 'specie', 'northern', 'water', 'northern', 'land', 'water', 'natural', 'ecosystem', 'fishery']",Environmental,"['invasive', 'invasive', 'specie', 'specie', 'ecosystem', 'ecosystem', 'ecosystem', 'ecosystem', 'specie', 'specie', 'water', 'water', 'animal', 'animal', 'animal', 'fish', 'land', 'water', 'water', 'freshwater', 'freshwater', 'ecosystem', 'ecosystem', 'ecosystem', 'ecosystem', 'fishery', 'fishery']",Healthy coasts and oceans
21,315919208830119_368926550196051,2017-10-18 08:23:01,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/368925793529460/?type=3,"In partnership with Dalhousie University, our scientists recently identified over 100 deep-sea fish species from the Gully Marine Protected Area using DNA barcoding. Check out what they found: http://ow.ly/L5qg30fUqvw","In partnership with Dalhousie University, our scientists recently identified over deep-sea fish species from the Gully Marine Protected Area using DNA barcoding. Check out what they found:",[],95,2,14,77,6,12,0,0,0,0,111,en,0.0,FisheriesOceansCanada_facebook,"['marine', 'species']",neutral,"['partnership', 'specie', 'marine']",Environmental,"['fish', 'specie', 'specie', 'marine']",Healthy coasts and oceans
22,315919208830119_400338167054889,2017-12-20 16:00:00,https://www.facebook.com/FisheriesOceansCanada/videos/400338167054889/,"Parks Canada announced today that Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs Marine Protected Area has been nominated to be considered for inclusion to UNESCO’s World Heritage List! 
These glass sponges are globally unique to Canada’s West Coast and were once thought to be extinct worldwide.  Learn more about these delicate and ancient species: http://ow.ly/JyAs30hm7oM",Parks Canada announced today that Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs Marine Protected Area has been nominated to be considered for inclusion to UNESCO’s World Heritage List! These glass sponges are globally unique to Canada’s West Coast and were once thought to be extinct worldwide. Learn more about these delicate and ancient species:,[],82,0,28,74,7,1,0,0,0,0,110,en,0.0,FisheriesOceansCanada_facebook,"['park', 'or', 'marine', 'species', 'coast']",neutral,"['marine', 'coast', 'specie']",Environmental,"['marine', 'coast', 'extinct', 'specie', 'specie']",Healthy coasts and oceans
23,315919208830119_337823299973043,2017-07-20 10:00:20,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/337823299973043/?type=3,"Say hello to my little friend! Summer is here and our scientists are out on the water surveying Canada’s freshwater fish, like the muskellunge in Jeannettes Creek, Ontario. This environmental science, done by biologists like Julia Colm, is crucial to help protect Canada’s vast rivers and lakes, and the important marine species who call them home. http://ow.ly/PJEA30dJlxN","Say hello to my little friend! Summer is here and our scientists are out on the water surveying Canada’s freshwater fish, like the muskellunge in Jeannettes Creek, Ontario. This environmental science, done by biologists like Julia Colm, is crucial to help protect Canada’s vast rivers and lakes, and the important marine species who call them home.",[],85,4,17,81,4,0,0,0,0,0,106,en,0.0,FisheriesOceansCanada_facebook,"['lakes', 'or', 'water', 'mer', 'rivers', 'marine', 'species']",neutral,"['water', 'river', 'lake', 'marine', 'specie']",Environmental,"['water', 'water', 'freshwater', 'freshwater', 'fish', 'river', 'river', 'lake', 'lake', 'marine', 'specie', 'specie']",Healthy coasts and oceans
24,315919208830119_391847521237287,2017-12-13 17:33:11,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/391846061237433/?type=3,"We’re proposing to use tickets for minor fisheries violations, such as failure to carry or produce a license, instead of charging the offender and bringing the issue to court.  Do you think ticketing is an appropriate enforcement tool for minor fisheries violations? Have your say now! http://ow.ly/n3J130hdbEx","We’re proposing to use tickets for minor fisheries violations, such as failure to carry or produce a license, instead of charging the offender and bringing the issue to court. Do you think ticketing is an appropriate enforcement tool for minor fisheries violations? Have your say now!",[],42,18,46,39,1,0,0,0,2,0,106,en,0.03374130635919141,FisheriesOceansCanada_facebook,"['fisheries ', 'or', 'ice']",positive,"['fishery', 'fishery']",Environmental,"['fishery', 'fishery', 'fishery', 'fishery']",Healthy coasts and oceans
25,315919208830119_384551795300193,2017-11-28 13:47:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/384551708633535/?type=3,"Are you interested in a career at Fisheries and Oceans Canada? There are many opportunities for you in hydrography, oceanography, environmental protection and so much more. Learn about career opportunities: http://ow.ly/L21M30gRSvy","Are you interested in a career at Fisheries and Oceans Canada? There are many opportunities for you in hydrography, oceanography, environmental protection and so much more. Learn about career opportunities:",[],54,8,43,53,1,0,0,0,0,0,105,en,0.06555555555555556,FisheriesOceansCanada_facebook,"['fisheries ', 'oceans', 'or']",positive,[],unknown,['protection'],Healthy wildlife populations
26,315919208830119_400735810348458,2017-12-25 10:17:00,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/400735780348461/?type=3,They’re still on the move! Our researchers continue to track the movements of narwhals equipped with satellite transmitters off the coast of Nunavut. This map shows their movements through the month of November – Full interactive map here: http://ow.ly/G7k230hnHtb,They’re still on the move! Our researchers continue to track the movements of narwhals equipped with satellite transmitters off the coast of Nunavut. This map shows their movements through the month of November – Full interactive map here:,[],87,1,6,80,6,1,0,0,0,0,94,en,0.0,FisheriesOceansCanada_facebook,['movements'],neutral,"['movement', 'coast', 'movement']",Economical,['coast'],Healthy coasts and oceans
27,315919208830119_345228472565859,2017-08-08 15:30:03,https://www.facebook.com/FisheriesOceansCanada/photos/a.331203093968397.1073741828.315919208830119/345228472565859/?type=3,"Calling all Canadians, help the whales! Some of our whales are facing increased pressures from human activity. The Government of Canada is looking into how to recover the populations of three endangered whales: the Southern Resident Killer Whale, North Atlantic Right Whale and St. Lawrence Estuary Beluga. Have your say to help these whales. http://ow.ly/wOWz30egqmm","Calling all Canadians, help the whales! Some of our whales are facing increased pressures from human activity. The Government of Canada is looking into how to recover the populations of three endangered whales: the Southern Resident Killer Whale, North Atlantic Right Whale and St. Lawrence Estuary Beluga. Have your say to help these whales.",[],38,1,52,34,1,0,0,2,1,0,91,en,0.0,FisheriesOceansCanada_facebook,"['populations', 'or', 'government']",neutral,"['government', 'government', 'population', 'population', 'right']",Economical,"['population', 'population']",Sustainably managed lands and forests
