,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name
24,24,844292704192401408,2017-03-21 21:00:41,['https://t.co/A8Wra48c6I'],Nos paysages sont inspirants. Vous aurez besoin de votre côté artistique pour le prochain #DéfiParcs... #JournéeMondialedelaPoésie https://t.co/A8Wra48c6I,Nos paysages sont inspirants Vous aurez besoin de votre artistique pour le prochain fiParcs sie https co A8Wra48c6I,"['#D', '#Journ']",Social,32,0.0,fr,ParcsCanada_tweeter
25,25,780175130710474752,2016-09-25 22:40:20,['https://t.co/7wbnzMbG7A'],Qui attend avec impatience l'entrée #GRATUITE aux parcs et lieux historiques nat. en 2017? #Canada150 https://t.co/7wbnzMbG7A,Qui attend avec impatience GRATUITE aux parcs et lieux historiques nat en 2017 Canada150 https co 7wbnzMbG7A,"['#GRATUITE', '#Canada150']",Social,32,0.0,fr,ParcsCanada_tweeter
26,26,806953368484773888,2016-12-08 20:07:30,['https://t.co/Z0eowWv\xe2\x80\xa6'],RT @FinancesCanada: Le min. des Finances annonce que Viola Desmond figurera sur le nouveau billet de 10$. #surunBILLET https://t.co/Z0eowWv…,RT FinancesCanada Le min des Finances annonce que Viola Desmond figurera sur le nouveau billet de 10 surunBILLET https co,['#surunBILLET'],Social,31,0.0,fr,ParcsCanada_tweeter
27,27,836280567155027968,2017-02-27 18:23:19,"['https://t.co/vmyGIswNwo', 'https://t.co/XmFeHfolcR']",NOUVELLES du #PNMauricie : #SophieGrégoireTrudeau est notre guide honoraire pour #Canada150! https://t.co/vmyGIswNwo https://t.co/XmFeHfolcR,NOUVELLES du PNMauricie goireTrudeau est notre guide honoraire pour Canada150 https co vmyGIswNwo https co XmFeHfolcR,"['#PNMauricie', '#SophieGr', '#Canada150']",Social,30,0.0,fr,ParcsCanada_tweeter
28,28,869561755701325824,2017-05-30 14:30:52,['https://t.co/ITBLTrxirS'],Découvrez l'#histoire riche du #Canada et visitez l'un des 171 lieux historiques nationaux cette année (#GRATUIT!) #LHN100 https://t.co/ITBLTrxirS,couvrez histoire riche du Canada et visitez un des 171 lieux historiques nationaux cette GRATUIT LHN100 https co ITBLTrxirS,"['#histoire', '#Canada', '#GRATUIT', '#LHN100']",Social,30,0.0,fr,ParcsCanada_tweeter
29,29,915545830484058112,2017-10-04 11:55:10,"['https://t.co/vyalXoRWqS', 'https://t.co/GRAAnlgJ']",C'est la Journée mondiale des #animaux! Voyez nos efforts pour protéger les #espècesenpéril : https://t.co/vyalXoRWqS https://t.co/GRAAnlgJCu,est la mondiale des animaux Voyez nos efforts pour ger les ril https co vyalXoRWqS https co GRAAnlgJCu,"['#animaux', '#esp']",Social,30,0.0,fr,ParcsCanada_tweeter
30,30,831850820291403777,2017-02-15 13:01:05,['https://t.co/2PCnYQddXf'],"Ce fut toute une course, mais nous y voici : Joyeux #JourDuDrapeau Canada! Célébrons les 52 ans du #DrapeauCanadien  au @PNLacsWaterton. https://t.co/2PCnYQddXf",Ce fut toute une course mais nous voici Joyeux JourDuDrapeau Canada brons les 52 ans du DrapeauCanadien au PNLacsWaterton https co 2PCnYQddXf,"['#JourDuDrapeau', '#DrapeauCanadien']",Environmental,30,0.0,fr,ParcsCanada_tweeter
31,31,846459525477650432,2017-03-27 20:30:51,['https://t.co/F27wPYdYmx'],Avis aux passionnés de plein air : le guide des parcs nationaux du #Canada de #NationalGeographic est maintenant dispo.! @MEC https://t.co/F27wPYdYmx,Avis aux de plein air le guide des parcs nationaux du Canada de NationalGeographic est maintenant dispo MEC https co F27wPYdYmx,"['#Canada', '#NationalGeographic']",Environmental,28,0.0,fr,ParcsCanada_tweeter
32,32,936368606841065472,2017-11-30 22:57:27,"['https://t.co/UUid1BEUk6', 'https://t.co/zPnTehHunX']","NOUVEAU : à partir du 1er janvier, l'entrée à nos endroits pour les jeunes de 17 ans et moins est #GRATUITE! Encore du plaisir en 2018, soyez des nôtres! 🎉 https://t.co/UUid1BEUk6 https://t.co/zPnTehHunX",NOUVEAU partir du 1er janvier nos endroits pour les jeunes de 17 ans et moins est GRATUITE Encore du plaisir en 2018 soyez des tres https co UUid1BEUk6 https co zPnTehHunX,['#GRATUITE'],Social,28,0.0,fr,ParcsCanada_tweeter
33,33,793822743552749568,2016-11-02 14:31:05,['https://t.co/3QjUyjhQuX'],Le saviez-vous? Le compte à rebours pour #Canada150 et l'entrée #GRATUITE à nos parcs et sites est commencé! https://t.co/3QjUyjhQuX,Le saviez vous Le compte rebours pour Canada150 et GRATUITE nos parcs et sites est https co 3QjUyjhQuX,"['#Canada150', '#GRATUITE']",Social,28,0.0,fr,ParcsCanada_tweeter
34,34,824256866821603328,2017-01-25 14:05:25,['https://t.co/p2BPjBQJhb'],Que faites vous pour vous ressourcez dans nos endroits? Montrez-nous en utilisant : #MomentParcs #BellCause. Petit geste = grands résultats! https://t.co/p2BPjBQJhb,Que faites vous pour vous ressourcez dans nos endroits Montrez nous en utilisant MomentParcs BellCause Petit geste grands sultats https co p2BPjBQJhb,"['#MomentParcs', '#BellCause']",Environmental,27,0.0,fr,ParcsCanada_tweeter
35,35,881122750617849858,2017-07-01 12:10:08,"['https://t.co/isMdjJpK9h', 'https://t.co/h2udZrV9ik']","Bonne #FêteduCanada! 🇨🇦 Aujourd’hui, appréciez la beauté et l’#histoire du pays. Venez célébrer avec nous : https://t.co/isMdjJpK9h https://t.co/h2udZrV9ik",Bonne hui ciez la et histoire du pays Venez brer avec nous https co isMdjJpK9h https co h2udZrV9ik,"['#F', '#histoire']",Environmental,27,0.0,fr,ParcsCanada_tweeter
36,36,886194935057321984,2017-07-15 12:05:11,['https://t.co/mQHO5cERZ'],La voilà enfin... c’est la Journée des parcs du Canada!! 🌲🍁 Célébrez cette journée spéciale et montrez votre ❤️ pour nos parcs nationaux! https://t.co/mQHO5cERZ2,La enfin est la des parcs du Canada brez cette ciale et montrez votre pour nos parcs nationaux https co mQHO5cERZ2,[],Social,26,0.0,fr,ParcsCanada_tweeter
37,37,768957491149414400,2016-08-25 23:45:27,['https://t.co/5RhzzWhTIp'],Qui attend avec impatience l'entrée #GRATUITE aux parcs et lieux historiques nat. en 2017? #Canada150 https://t.co/5RhzzWhTIp,Qui attend avec impatience GRATUITE aux parcs et lieux historiques nat en 2017 Canada150 https co 5RhzzWhTIp,"['#GRATUITE', '#Canada150']",Environmental,26,0.0,fr,ParcsCanada_tweeter
38,38,813422936635953152,2016-12-26 16:35:15,"['https://t.co/1MPvs2qPaK', 'https://t.co/5EnUJgwlUN']",La #CarteDécouverte GRATUITE peut être commandée en ligne au cours de 2017! Procurez-vous la vôtre! #Canada150 https://t.co/1MPvs2qPaK https://t.co/5EnUJgwlUN,La couverte GRATUITE peut en ligne au cours de 2017 Procurez vous la tre Canada150 https co 1MPvs2qPaK https co 5EnUJgwlUN,"['#CarteD', '#Canada150']",Social,26,0.0,fr,ParcsCanada_tweeter
39,39,808310970808410112,2016-12-12 14:02:07,['https://t.co/i5pinhKzi'],#SVQ entrée #GRATUITE dans les parcs et lieux historiques nat. en 2017? Célébrez #Canada150 avec nous! https://t.co/i5pinhKziC,SVQ GRATUITE dans les parcs et lieux historiques nat en 2017 brez Canada150 avec nous https co i5pinhKziC,"['#SVQ', '#GRATUITE', '#Canada150']",Social,26,0.0,fr,ParcsCanada_tweeter
40,40,853585080048115712,2017-04-16 12:25:16,['https://t.co/0b2eLpaqLa'],"#JoyeusesPâques! Nous espérons que vous profitez du plein air en #famille aujourd'hui, comme notre ami le lièvre arctique. https://t.co/0b2eLpaqLa",ques Nous rons que vous profitez du plein air en famille aujourd hui comme notre ami le vre arctique https co 0b2eLpaqLa,"['#JoyeusesP', '#famille']",Environmental,26,0.0,fr,ParcsCanada_tweeter
41,41,850815685018177536,2017-04-08 21:00:41,['https://t.co/qMHJLVyNYm'],"Il y a 100 ans, le général Arthur Currie menait la 1re division du Corps canadien à la victoire de #Vimy #HérosDeChezNous #Vimy100 https://t.co/qMHJLVyNYm",Il 100 ans le ral Arthur Currie menait la 1re division du Corps canadien la victoire de Vimy rosDeChezNous Vimy100 https co qMHJLVyNYm,"['#Vimy', '#H', '#Vimy100']",Social,25,0.0,fr,ParcsCanada_tweeter
42,42,928004632663781376,2017-11-07 21:02:00,"['https://t.co/HtBmq1bZhb', 'https://t.co/YRSNJuA6CL']",Vous cherchez un emploi d’été exceptionnel? Postulez pour devenir un Jeune ambassadeur de #ParcsCanada en 2018! https://t.co/HtBmq1bZhb https://t.co/YRSNJuA6CL,Vous cherchez un emploi exceptionnel Postulez pour devenir un Jeune ambassadeur de ParcsCanada en 2018 https co HtBmq1bZhb https co YRSNJuA6CL,['#ParcsCanada'],Social,25,0.0,fr,ParcsCanada_tweeter
43,43,847121275998883840,2017-03-29 16:20:25,"['https://t.co/6Tn2ug6G3m', 'https://t.co/Qcz741qEPH']",Aidez-nous à garder la nature à l'état sauvage! Nourrir les animaux est dangereux pour vous et pour eux. https://t.co/6Tn2ug6G3m https://t.co/Qcz741qEPH,Aidez nous garder la nature tat sauvage Nourrir les animaux est dangereux pour vous et pour eux https co 6Tn2ug6G3m https co Qcz741qEPH,[],Social,24,0.0,fr,ParcsCanada_tweeter
44,44,818231061087944705,2017-01-08 23:01:01,"['https://t.co/1MPvs2qPaK', 'https://t.co/nHY1zp529Q']",La #CarteDécouverte GRATUITE peut être commandée en ligne au cours de 2017! Procurez-vous la vôtre! #Canada150 https://t.co/1MPvs2qPaK https://t.co/nHY1zp529Q,La couverte GRATUITE peut en ligne au cours de 2017 Procurez vous la tre Canada150 https co 1MPvs2qPaK https co nHY1zp529Q,"['#CarteD', '#Canada150']",Social,24,0.0,fr,ParcsCanada_tweeter
45,45,906260959051862016,2017-09-08 21:00:24,"['https://t.co/RuSB6OCD0J', 'https://t.co/mr5rOKcdAi']","Classes de 1re, 2e et 3e secondaire/7e, 8e et 9e années : vous pourriez gagner un INCROYABLE voyage! https://t.co/RuSB6OCD0J @passeportparcs https://t.co/mr5rOKcdAi",Classes de 1re 2e et 3e secondaire 7e 8e et 9e es vous pourriez gagner un INCROYABLE voyage https co RuSB6OCD0J passeportparcs https co mr5rOKcdAi,[],Social,24,0.0,fr,ParcsCanada_tweeter
46,46,885471435413651457,2017-07-13 12:10:16,['https://t.co/rmxIF9eVcY'],Joyeuse Journée internationale du Rock! 🤘 Visitez les #montagnesRocheuses pour ajouter un peu de « rock » à votre journée. 📸 : @pnYoho https://t.co/rmxIF9eVcY,Joyeuse internationale du Rock Visitez les montagnesRocheuses pour ajouter un peu de rock votre pnYoho https co rmxIF9eVcY,['#montagnesRocheuses'],Economical,24,0.0,fr,ParcsCanada_tweeter
47,47,854314912482545668,2017-04-18 12:45:22,"['https://t.co/8XqlT70Q3I', 'https://t.co/R3o5fG5zSe']","C’est la Journée mondiale du #patrimoine! Le #Canada compte 18 sites de l’#UNESCO, dont le @LHNCanalRideau : https://t.co/8XqlT70Q3I https://t.co/R3o5fG5zSe",est la mondiale du patrimoine Le Canada compte 18 sites de UNESCO dont le LHNCanalRideau https co 8XqlT70Q3I https co R3o5fG5zSe,"['#patrimoine', '#Canada', '#UNESCO']",Social,24,0.0,fr,ParcsCanada_tweeter
48,48,914588301209821184,2017-10-01 20:30:17,['https://t.co/6z7Zmgj8Kj'],Oct. est le Mois de l’histoire des femmes. Les femmes désignées comme personnages historiques nationaux seront à la une. @Femmes_Canada https://t.co/6z7Zmgj8Kj,Oct est le Mois de histoire des femmes Les femmes es comme personnages historiques nationaux seront la une https co 6z7Zmgj8Kj,[],Economical,24,0.0,fr,ParcsCanada_tweeter
49,49,885153117582622720,2017-07-12 15:05:23,['https://t.co/PrSFQTVuI'],Vous êtes au @PNFundy pendant la #Journeedesparcs? Joignez-vous à la @ministre_ec à 13 h pour l’ouvert. du sentier de la plage Point Wolfe! https://t.co/PrSFQTVuId,Vous au PNFundy pendant la Journeedesparcs Joignez vous la 13 pour ouvert du sentier de la plage Point Wolfe https co PrSFQTVuId,['#Journeedesparcs'],Economical,23,0.0,fr,ParcsCanada_tweeter
50,50,913557744891961344,2017-09-29 00:15:14,['https://t.co/doKbemfIbg'],"Les ours, les loups et les cerfs vivent tous dans les forêts de Montane, y compris ceux du @PNYoho! 🏡 #SemaineNationaleDesForêts https://t.co/doKbemfIbg",Les les loups et les cerfs vivent tous dans les de Montane compris ceux du PNYoho https co doKbemfIbg,['#SemaineNationaleDesFor'],Economical,23,0.0,fr,ParcsCanada_tweeter
51,51,796696488135053312,2016-11-10 12:50:19,"['https://t.co/yAyCwAA0nz', 'https://t.co/JIXxRQHObG']","Après la 1ère Guerre mondiale, le Canada et les É.-U. ont créé le 1er parc international de la paix au monde : https://t.co/yAyCwAA0nz https://t.co/JIXxRQHObG",la Guerre mondiale le Canada et les ont le 1er parc international de la paix au monde https co yAyCwAA0nz https co JIXxRQHObG,[],Social,23,0.0,fr,ParcsCanada_tweeter
52,52,851414547512651777,2017-04-10 12:40:21,['https://t.co/lCOhCig4Zt'],"Bonne #SemaineDeLaFaune! Cette semaine, soyez à l’affût des histoires de #conservation &amp; des conseils sur la façon d'interagir avec la faune https://t.co/lCOhCig4Zt",Bonne SemaineDeLaFaune Cette semaine soyez des histoires de conservation amp des conseils sur la interagir avec la faune https co lCOhCig4Zt,"['#SemaineDeLaFaune', '#conservation']",Environmental,23,0.0,fr,ParcsCanada_tweeter
53,53,940208364088365057,2017-12-11 13:15:16,['https://t.co/VFc3NoMZ'],Joyeuse Journée internationale des #montagnes! Nous pensons que certains paysages montagneux du #Canada sont les plus beaux… qu’en pensez-vous? Partagez vos photos! 🗻💙 https://t.co/VFc3NoMZcu,Joyeuse internationale des montagnes Nous pensons que certains paysages montagneux du Canada sont les plus en pensez vous Partagez vos photos https co VFc3NoMZcu,"['#montagnes', '#Canada']",Social,23,0.0,fr,ParcsCanada_tweeter
54,54,929336729923751936,2017-11-11 13:15:17,['https://t.co/CuTB1zot1W'],Jour du Souvenir! 🇨🇦 Honorez ceux qui ont servi notre pays et partagez une photo de la façon dont vous vous souviendrez d’eux #DéfiParcs https://t.co/CuTB1zot1W,Jour du Souvenir Honorez ceux qui ont servi notre pays et partagez une photo de la dont vous vous souviendrez eux fiParcs https co CuTB1zot1W,['#D'],Social,23,0.0,fr,ParcsCanada_tweeter
55,55,822486211906457600,2017-01-20 16:49:28,['https://t.co\xe2\x80\xa6'],"RT @UNEPfr: ""Connectons-nous à la Nature"" est le thème de la #JournéeMondialeDelEnvironnement2017. Quel slogan préférez-vous ? https://t.co…",RT UNEPfr Connectons nous la Nature est le de la eMondialeDelEnvironnement2017 Quel slogan rez vous https,['#Journ'],Social,23,0.0,fr,ParcsCanada_tweeter
56,56,865238081061957632,2017-05-18 16:10:08,['https://t.co/wnUGZl2R'],Amusez-vous avec le #DéfiParcs de la semaine : montrez-nous vos meilleures photos de nos chaises rouges. #PartagezLaChaise https://t.co/wnUGZl2Rc8,Amusez vous avec le fiParcs de la semaine montrez nous vos meilleures photos de nos chaises rouges PartagezLaChaise https co wnUGZl2Rc8,"['#D', '#PartagezLaChaise']",Environmental,23,0.0,fr,ParcsCanada_tweeter
57,57,864215905898778630,2017-05-15 20:28:22,[],"RT @ParksCanadaNL: This year, in addition to #Canada150, we’re celebrating the 60th anniversary of #TerraNovaNP!  Visit this year and celeb…",RT ParksCanadaNL year addition Canada150 celebrating 60th anniversary TerraNovaNP Visit year,"['#Canada150', '#TerraNovaNP']",Economical,23,0.0,en,ParcsCanada_tweeter
58,58,901172662684274688,2017-08-25 20:01:20,['https://t.co/oqxtm1dBWN'],Nous voulons voir la meilleure photo que vous ayez prise d’un oiseau. Elle paraîtra peut-être dans le collage de #DéfiParcs cette semaine! https://t.co/oqxtm1dBWN,Nous voulons voir la meilleure photo que vous ayez prise un oiseau Elle tra peut dans le collage de fiParcs cette semaine https co oqxtm1dBWN,['#D'],Environmental,22,0.0,fr,ParcsCanada_tweeter
59,59,842206339761901568,2017-03-16 02:50:13,['https://t.co/3XohxphxgN'],#MercrediFaune : Il est important que les animaux ne s’habituent pas aux humains. Veuillez respecter leur environnement et leur habitat. https://t.co/3XohxphxgN,MercrediFaune Il est important que les animaux ne habituent pas aux humains Veuillez respecter leur environnement et leur habitat https co 3XohxphxgN,['#MercrediFaune'],Social,22,0.4,fr,ParcsCanada_tweeter
60,60,933676558774095873,2017-11-23 12:40:13,['https://t.co/G7EVq0hm'],"D'un bout à l'autre du pays, les aires marines nationales de conservation protègent les écosystèmes et favorisent leur usage responsable. https://t.co/G7EVq0hm20",un bout autre du pays les aires marines nationales de conservation gent les mes et favorisent leur usage responsable https co G7EVq0hm20,[],Social,22,0.0,fr,ParcsCanada_tweeter
61,61,847482129491435520,2017-03-30 16:14:19,['https://t.co/C5Wl3SsjIl'],Pour le #DéfiParcs de cette semaine : comptez vos pas! Prenez une photo de ce qui vous entoure 150 pas après le début de votre #randonnée. https://t.co/C5Wl3SsjIl,Pour le fiParcs de cette semaine comptez vos pas Prenez une photo de ce qui vous entoure 150 pas le de votre https co C5Wl3SsjIl,"['#D', '#randonn']",Social,22,0.0,fr,ParcsCanada_tweeter
62,62,922436252560953345,2017-10-23 12:15:15,"['https://t.co/XVf6D1PhbE', 'https://t.co/6qY0kXBYHp']",C’est la saison des ours polaires au PN Wapusk! Observez-les en temps réel avec notre caméra Web! https://t.co/XVf6D1PhbE https://t.co/6qY0kXBYHp,est la saison des polaires au PN Wapusk Observez les en temps el avec notre ra Web https co XVf6D1PhbE https co 6qY0kXBYHp,[],Social,21,0.0,fr,ParcsCanada_tweeter
