Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,account_name,average_sentiment_score,sentiment,matched_keywords,category
10,460123390028_10156901808435029,2016-05-12 11:36:45,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.10156901807825029.1073741874.460123390028/10156901808435029/?type=3,"L’équipe d’Environnement et Changement climatique Canada poursuit l’inventaire de la sauvagine en forêt boréale. Embarquez et voyez un aperçu des espèces observées du haut des airs!

Au cours des prochaines semaines, l’équipe visitera les régions suivantes : Chibougamau, Parent, lac Saint-Jean, Chutes-des-Passes, Baie-Comeau, Sept-Îles, Havre-Saint-Pierre, Natashquan, Manic-Cinq et parc des Laurentides.","L’équipe d’Environnement et Changement climatique Canada poursuit l’inventaire de la sauvagine en forêt boréale. Embarquez et voyez un aperçu des espèces observées du haut des airs! Au cours des prochaines semaines, l’équipe visitera les régions suivantes : Chibougamau, Parent, lac Saint-Jean, Chutes-des-Passes, Baie-Comeau, Sept-Îles, Havre-Saint-Pierre, Natashquan, Manic-Cinq et parc des Laurentides.",[],28,2,21,27,1,0,0,0,0,0,51,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.325,positive,[],['other']
11,460123390028_10156950592375029,2016-05-25 10:20:48,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.10156901807825029.1073741874.460123390028/10156950592375029/?type=3,"L’équipe d’Environnement et Changement climatique Canada poursuit l’inventaire de la sauvagine en forêt boréale. Embarquez et voyez un aperçu des espèces observées du haut des airs!

Au cours des prochaines semaines, l’équipe visitera les régions suivantes : Chibougamau, Parent, lac Saint-Jean, Chutes-des-Passes, Baie-Comeau, Sept-Îles, Havre-Saint-Pierre, Natashquan, Manic-Cinq et parc des Laurentides.","L’équipe d’Environnement et Changement climatique Canada poursuit l’inventaire de la sauvagine en forêt boréale. Embarquez et voyez un aperçu des espèces observées du haut des airs! Au cours des prochaines semaines, l’équipe visitera les régions suivantes : Chibougamau, Parent, lac Saint-Jean, Chutes-des-Passes, Baie-Comeau, Sept-Îles, Havre-Saint-Pierre, Natashquan, Manic-Cinq et parc des Laurentides.",[],28,2,21,27,1,0,0,0,0,0,51,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.325,positive,[],['other']
12,460123390028_10159310469285029,2017-09-07 10:00:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159310469285029/,"Le Centre canadien de prévision des ouragans surveille de près l’évolution de l’ouragan Irma. L’ouragan est encore trop loin pour déterminer si le Canada sera touché ou non. 

Cliquez sur ce lien pour en savoir plus.",Le Centre canadien de prévision des ouragans surveille de près l’évolution de l’ouragan Irma. L’ouragan est encore trop loin pour déterminer si le Canada sera touché ou non. Cliquez sur ce lien pour en savoir plus.,[],22,3,25,22,0,0,0,0,0,0,50,fr,EnvironnementetressourcesnaturellesauCanada_facebook,-0.026388888888888892,negative,[],['other']
13,460123390028_10159341016610029,2017-09-14 12:35:05,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159341016610029/?type=3,"La réserve nationale de faune du Cap-Tourmente au Québec vous invite à la 3e édition de son activité de baguage d’oiseaux! Les bagues aident les scientifiques à suivre et à étudier les populations d'oiseaux.

Du 15 septembre au 22 octobre 2017, l’Observatoire d’oiseaux de Tadoussac installe une station de baguage où chaque jour, des spécialistes capturent plusieurs dizaines d’espèces qui peuvent être admirées avec une grande proximité. Un guide-interprète vous donne des explications sur les espèces et les manipulations. Une expérience unique pour toute la famille! http://ow.ly/R4Yq30f9QuV","La réserve nationale de faune du Cap-Tourmente au Québec vous invite à la e édition de son activité de baguage d’oiseaux! Les bagues aident les scientifiques à suivre et à étudier les populations d'oiseaux. Du septembre au octobre , l’Observatoire d’oiseaux de Tadoussac installe une station de baguage où chaque jour, des spécialistes capturent plusieurs dizaines d’espèces qui peuvent être admirées avec une grande proximité. Un guide-interprète vous donne des elications sur les espèces et les manipulations. Une eérience unique pour toute la famille!",[],23,3,23,21,2,0,0,0,0,0,49,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
14,460123390028_10156668684070029,2016-03-18 16:15:24,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10156668684070029/,"Allez-vous éteindre vos lumières, une heure,  pour la terre? Samedi 20h30, montrez votre appui pour la lutte aux changements climatiques.","Allez-vous éteindre vos lumières, une heure, pour la terre? Samedi h30, montrez votre appui pour la lutte aux changements climatiques.",[],19,1,29,18,1,0,0,0,0,0,49,fr,EnvironnementetressourcesnaturellesauCanada_facebook,-0.01,negative,[],['other']
15,460123390028_10158419677905029,2017-03-22 05:30:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158419677905029/,"À l’occasion de la #JournéeMondialeDelEau, prenons un moment pour penser à l’importance de l’eau douce dans nos vies et aux façons dont elle contribue à l’amélioration de notre santé, de notre environnement et de notre économie. La protection des ressources en eau du Canada est une responsabilité commune. UN-Water","À l’occasion de la éeMondialeDelEau, prenons un moment pour penser à l’importance de l’eau douce dans nos vies et aux façons dont elle contribue à l’amélioration de notre santé, de notre environnement et de notre économie. La protection des ressources en eau du Canada est une responsabilité commune. UN-Water",['#Journ'],15,1,32,14,1,0,0,0,0,0,48,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
16,460123390028_10159327992990029,2017-09-11 09:10:19,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159327992990029/,Savez-vous que le Nord canadien abrite plus de 60 % de la population mondiale des ours blancs? Les changements climatiques ont des conséquences sur les espèces et ils demeurent la plus grande menace pour cette espèce emblématique canadienne. Découvrez notre plan pour lutter contre les changements climatiques : http://ow.ly/b6de30f46bn,Savez-vous que le Nord canadien abrite plus de % de la population mondiale des ours blancs? Les changements climatiques ont des conséquences sur les espèces et ils demeurent la plus grande menace pour cette espèce emblématique canadienne. Découvrez notre plan pour lutter contre les changements climatiques :,[],19,3,19,8,1,1,0,9,0,0,41,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.4458333333333333,positive,[],['other']
17,460123390028_10158223769850029,2017-02-11 10:10:14,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158223769850029/?type=3,"Shirley est technicienne en écologie appliquée à Environnement et Changement climatique Canada. Son travail consiste à planifier et à réaliser plusieurs types d’inventaires aériens de sauvagine, dont le suivi des couples nicheurs au printemps, le suivi du Garrot d’Islande en hiver et de la population d’Eider à duvet à diverses périodes de l’année. 

Elle participe aussi à des activités de baguage de canards et bernaches, ce qui l’amène à voyager dans divers endroits au Québec. Ses tâches exigent de voler en hélicoptère à basse altitude, avec beaucoup de changements de direction (attention au mal de cœur!). 

Ce qu’elle apprécie de son travail, c’est l’alternance du travail sur le terrain et au bureau. Un conseil aux femmes intéressées : il faut prendre le temps de trouver une carrière qui permet d’allier ses intérêts, ses compétences et ses valeurs. #FemmesDeScience","Shirley est technicienne en écologie appliquée à Environnement et Changement climatique Canada. Son travail consiste à planifier et à réaliser plusieurs types d’inventaires aériens de sauvagine, dont le suivi des couples nicheurs au printemps, le suivi du Garrot d’Islande en hiver et de la population d’Eider à duvet à diverses périodes de l’année. Elle participe aussi à des activités de baguage de canards et bernaches, ce qui l’amène à voyager dans divers endroits au Québec. Ses tâches exigent de voler en hélicoptère à basse altitude, avec beaucoup de changements de direction (attention au mal de cœur!). Ce qu’elle apprécie de son travail, c’est l’alternance du travail sur le terrain et au bureau. Un conseil aux femmes intéressées : il faut prendre le temps de trouver une carrière qui permet d’allier ses intérêts, ses compétences et ses valeurs.",['#FemmesDeScience'],32,1,6,26,6,0,0,0,0,0,39,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
18,460123390028_10159437796295029,2017-10-06 11:33:41,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159437796295029/,"Les changements climatiques sont réels et nous pouvons les voir de l’espace! L’incroyable commandant Chris Hadfield nous l’explique. Regardez, partagez, commentez et profitez-en! 🚀","Les changements climatiques sont réels et nous pouvons les voir de l’espace! L’incroyable commandant Chris Hadfield nous l’elique. Regardez, partagez, commentez et profitez-en!",[],12,0,26,10,1,0,0,1,0,0,38,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
19,460123390028_10158130912230029,2017-01-24 14:15:15,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158130912230029/?type=3,"Pendant que le Canada se prépare à célébrer la #JournéeMondialeDelEnvironnement le 5 juin 2017, l' ONU Environnement et le gouvernement du Canada invitent les citoyens du monde entier à réfléchir à notre dépendance à l’égard de la nature et à trouver des façons amusantes et stimulantes de souligner et de chérir cette relation vitale. 

Au cours des prochaines semaines, Environnement et Changement climatique Canada partagera le slogan de la campagne de cette année et vous invitera à présenter votre activité. Les meilleures idées seront présentées sur les canaux numériques du Programme des Nations Unies pour l’environnement et sur ceux de ses partenaires, afin que vous puissiez encourager d’autres personnes à participer. Restez à l’affût! http://ow.ly/q08K308joK8 (angl. seul.) #JME2017","Pendant que le Canada se prépare à célébrer la éeMondialeDelEnvironnement le juin , l' ONU Environnement et le gouvernement du Canada invitent les citoyens du monde entier à réfléchir à notre dépendance à l’égard de la nature et à trouver des façons amusantes et stimulantes de souligner et de chérir cette relation vitale. Au cours des prochaines semaines, Environnement et Changement climatique Canada partagera le slogan de la campagne de cette année et vous invitera à présenter votre activité. Les meilleures idées seront présentées sur les canaux numériques du Programme des Nations Unies pour l’environnement et sur ceux de ses partenaires, afin que vous puissiez encourager d’autres personnes à participer. Restez à l’affût! 8 (angl. seul.)","['#Journ', '#JME2017']",14,1,22,14,0,0,0,0,0,0,37,fr,EnvironnementetressourcesnaturellesauCanada_facebook,1.0,positive,[],['other']
20,460123390028_10158799802260029,2017-06-04 08:00:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158799802260029/,"2017 est une année très spéciale pour le Canada. Afin de souligner l’anniversaire de la Confédération, le Canada a l’honneur d’être l’hôte de la #JournéeMondialeDelEnvironnement. Le thème de cette année est « Rapprocher les gens de la nature ». Saisissons donc cette occasion de profiter du patrimoine naturel de notre pays!","est une année très spéciale pour le Canada. Afin de souligner l’anniversaire de la Confédération, le Canada a l’honneur d’être l’hôte de la éeMondialeDelEnvironnement. Le thème de cette année est « Rapprocher les gens de la nature ». Saisissons donc cette occasion de profiter du patrimoine naturel de notre pays!",['#Journ'],11,0,24,10,1,0,0,0,0,0,35,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
21,460123390028_10158425142095029,2017-03-23 05:45:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158425142095029/,"Aujourd'hui, célébrons la #JournéeMétéorologiqueMondiale! Bravo à tous ces gens formidables qui prédisent la météo au quotidien. 👍🏻","Aujourd'hui, célébrons la éeMétéorologiqueMondiale! Bravo à tous ces gens formidables qui prédisent la météo au quotidien.",['#Journ'],12,1,20,10,2,0,0,0,0,0,33,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
22,460123390028_10157025089495029,2016-06-13 09:25:14,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.10150308416545029.560836.460123390028/10155821793375029/?type=3,,,[],22,3,8,18,2,2,0,0,0,0,33,tl,EnvironnementetressourcesnaturellesauCanada_facebook,0.7,positive,[],['other']
23,460123390028_10157037554975029,2016-06-16 12:25:12,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157037554975029/?type=3,"La forêt est une source importante d’eau douce. Elle contribue à l’équilibre de la planète et atténue les conséquences des changements climatiques. Découvrez tous ses bienfaits et son influence sur notre bien-être dans cette nouvelle exposition, « L’esprit de la forêt »  présentée à la Biosphère de Montréal. http://ow.ly/ek6b301kGMK","La forêt est une source importante d’eau douce. Elle contribue à l’équilibre de la planète et atténue les conséquences des changements climatiques. Découvrez tous ses bienfaits et son influence sur notre bien-être dans cette nouvelle eition, « L’esprit de la forêt » présentée à la Biosphère de Montréal.",[],27,1,5,23,4,0,0,0,0,0,33,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
24,460123390028_10156905307335029,2016-05-13 10:30:56,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156905307335029/?type=3,"La migration des oiseaux bat son plein à la réserve nationale de faune du Cap-Tourmente. Près de 100 espèces peuvent être observées en une journée! Les 14 et 15 mai, la réserve sera ouverte dès 6 h 30! http://ow.ly/hezk3009rUm","La migration des oiseaux bat son plein à la réserve nationale de faune du Cap-Tourmente. Près de espèces peuvent être observées en une journée! Les et mai, la réserve sera ouverte dès h !",[],23,1,7,23,0,0,0,0,0,0,31,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.5,positive,[],['other']
25,460123390028_10159320173140029,2017-09-09 13:35:03,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159320173140029/?type=3,"Le Canada a annoncé aujourd’hui qu’il doublerait sa contribution annuelle au Groupe d’experts intergouvernemental sur l’évolution du climat (GIEC). Le financement passera de 150 000$ à 300 000$ par année, et ce jusqu’à la fin du 6e rapport d’évaluation du GIEC en 2022.
 
Ce financement accru permettra d’alléger les contraintes budgétaires du GIEC et de garantir la production de rapport d’évaluation dans les années à venir. Ces rapports sont essentiels pour améliorer notre compréhension des changements climatiques et nous indiquer les meilleures façons de s’adapter aux répercussions auxquelles nous sommes confrontés aujourd’hui et les manières de prévenir les pires effets liés aux changements climatiques, qui sont encore à venir.

http://ow.ly/mKjv30f27JZ","Le Canada a annoncé aujourd’hui qu’il doublerait sa contribution annuelle au Groupe d’eerts intergouvernemental sur l’évolution du climat (GIEC). Le financement passera de $ à $ par année, et ce jusqu’à la fin du e rapport d’évaluation du GIEC en . Ce financement accru permettra d’alléger les contraintes budgétaires du GIEC et de garantir la production de rapport d’évaluation dans les années à venir. Ces rapports sont essentiels pour améliorer notre compréhension des changements climatiques et nous indiquer les meilleures façons de s’adapter aux répercussions auxquelles nous sommes confrontés aujourd’hui et les manières de prévenir les pires effets liés aux changements climatiques, qui sont encore à venir.",[],24,2,3,20,3,1,0,0,0,0,29,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
26,460123390028_10156942589775029,2016-05-23 07:20:30,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156942589775029/?type=3,"Le scientifique Mike James de Pêches et Océans Canada a suivi à ce jour le déplacement de 100 tortues luths en voie de disparition grâce à des émetteurs satellites, des côtes de la Nouvelle-Écosse jusqu’à la Trinité dans les Caraïbes. La collecte de données sur les déplacements horizontaux, le comportement de plongée, les habitats dont elles se servent pour se nourrir, de même que les températures de l’eau auxquelles elles sont exposées, permettront d’éclairer la préparation d’un programme de rétablissement pour cette espèce. Pour explorer les profondeurs, visitez : http://ow.ly/CNOC300q65Q","Le scientifique Mike James de Pêches et Océans Canada a suivi à ce jour le déplacement de tortues luths en voie de disparition grâce à des émetteurs satellites, des côtes de la Nouvelle-Écosse jusqu’à la Trinité dans les Caraïbes. La collecte de données sur les déplacements horizontaux, le comportement de plongée, les habitats dont elles se servent pour se nourrir, de même que les températures de l’eau auxquelles elles sont eées, permettront d’éclairer la préparation d’un programme de rétablissement pour cette espèce. Pour elorer les profondeurs, visitez :",[],23,2,3,20,3,0,0,0,0,0,28,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
27,460123390028_10159344570035029,2017-09-15 09:16:50,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159344570035029/,"Étant donné toute l’activité des ouragans dans le bassin de l’Atlantique, les Canadiens se demandent si les changements climatiques sont en cause. 

Les météorologues du Centre canadien de prévision des ouragans à Environnement et Changement climatique Canada ont constaté que les projections sur les tempêtes avaient changé. Il est possible que les changements climatiques exercent différents effets sur les ouragans, comme des vents plus violents et des pluies plus abondantes. Préparez-vous!","Étant donné toute l’activité des ouragans dans le bassin de l’Atlantique, les Canadiens se demandent si les changements climatiques sont en cause. Les météorologues du Centre canadien de prévision des ouragans à Environnement et Changement climatique Canada ont constaté que les projections sur les tempêtes avaient changé. Il est possible que les changements climatiques exercent différents effets sur les ouragans, comme des vents plus violents et des pluies plus abondantes. Préparez-vous!",[],15,2,9,14,0,2,0,0,0,-1,26,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.08748717948717949,positive,[],['other']
28,460123390028_10156959203720029,2016-05-27 15:15:22,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10156959203720029/?type=3,"Saviez-vous que le Canada est l’un des rares pays au monde à posséder de vastes étendues de milieux naturels intacts? Il est aussi réputé pour la beauté de ses paysages et l’abondance de ses espèces sauvages. Au Canada, la nature, c’est la vie! http://ow.ly/YKwp300EEZv","Saviez-vous que le Canada est l’un des rares pays au monde à posséder de vastes étendues de milieux naturels intacts? Il est aussi réputé pour la beauté de ses paysages et l’abondance de ses espèces sauvages. Au Canada, la nature, c’est la vie!",[],22,2,2,21,1,0,0,0,0,0,26,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.075,positive,[],['other']
29,460123390028_10158423174485029,2017-03-22 12:31:41,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158423174485029/,L’eau douce du Canada est essentielle au quotidien. Sa protection est une responsabilité commune. #JournéeMondialeDelEau,L’eau douce du Canada est essentielle au quotidien. Sa protection est une responsabilité commune. éeMondialeDelEau,['#Journ'],20,0,5,19,1,0,0,0,0,0,25,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
30,460123390028_10157120045065029,2016-07-05 11:35:17,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157120045065029/?type=3,333 671 oiseaux ont été dénombrés dans le cadre du Relevé des oiseaux nicheurs du Canada de l’année dernière. Merci de votre aide! http://ow.ly/eI8m301WuNV,oiseaux ont été dénombrés dans le cadre du Relevé des oiseaux nicheurs du Canada de l’année dernière. Merci de votre aide!,[],18,1,6,16,1,1,0,0,0,0,25,fr,EnvironnementetressourcesnaturellesauCanada_facebook,-0.3,negative,[],['other']
31,460123390028_10157685648050029,2016-11-01 09:35:13,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10157685648050029/?type=3,"Les changements climatiques auront des répercussions sur les communautés de toute la planète. Ils auront à la fois une incidence sur les conditions météorologiques moyennes et les phénomènes météorologiques extrêmes, notamment la fréquence et l’intensité des sécheresses et des inondations. 

Du 7 au 18 novembre, le Canada et la communauté mondiale se rassembleront à Marrakech pour discuter des prochaines mesures à prendre pour atténuer les effets des changements climatiques. #COP22 http://ow.ly/6gQv305JB07","Les changements climatiques auront des répercussions sur les communautés de toute la planète. Ils auront à la fois une incidence sur les conditions météorologiques moyennes et les phénomènes météorologiques extrêmes, notamment la fréquence et l’intensité des sécheresses et des inondations. Du au novembre, le Canada et la communauté mondiale se rassembleront à Marrakech pour discuter des prochaines mesures à prendre pour atténuer les effets des changements climatiques.",['#COP22'],11,0,14,11,0,0,0,0,0,0,25,fr,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,neutral,[],['other']
