Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category
10,299048997203389_378128782628743,2017-12-09 15:55:29,https://www.facebook.com/GardeCotiereCanadienne/photos/a.318076611967294.1073741829.299048997203389/378128689295419/?type=3,L’événement de lancement du NGCC Sir John Franklin marque une étape importante et tangible dans notre processus de renouvellement de la flotte!,L’événement de lancement du NGCC Sir John Franklin marque une étape importante et tangible dans notre processus de renouvellement de la flotte!,[],40,8,4,37,3,0,0,0,0,0,52,fr,-0.0125,GardeCotiereCanadienne_facebook,['import'],negative,[],unknown
11,299048997203389_354627301645558,2017-10-16 08:00:00,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/354627161645572/?type=3,"Saviez-vous qu’en 2015, Jody Thomas a été la première femme à être nommée commissaire au sein de la Garde côtière canadienne et a occupé ce poste jusqu’en début 2017? Prendre sa place! Femmes au Canada","Saviez-vous qu’en , Jody Thomas a été la première femme à être nommée commissaire au sein de la Garde côtière canadienne et a occupé ce poste jusqu’en début ? Prendre sa place! Femmes au Canada",[],38,0,5,34,4,0,0,0,0,0,43,fr,0.0,GardeCotiereCanadienne_facebook,['air'],neutral,"['femme', 'femme']",Social
12,299048997203389_352248241883464,2017-10-06 17:10:41,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/352248241883464/?type=3,"Le NGCC Des Groseilliers revient à Québec demain après sa mission annuelle dans l’Arctique. Pendant son expédition, il a notamment assuré le ravitaillement de la station météorologique Eureka, sur l’île d’Ellesmere, et effectué l’escorte du navire de croisière Le Boréal dans les glaces. 

Pour en savoir plus sur le brise-glace :  ow.ly/5idz30fHK4T","Le NGCC Des Groseilliers revient à Québec demain après sa mission annuelle dans l’Arctique. Pendant son eédition, il a notamment assuré le ravitaillement de la station météorologique Eureka, sur l’île d’Ellesmere, et effectué l’escorte du navire de croisière Le Boréal dans les glaces. Pour en savoir plus sur le brise-glace :",[],36,1,5,31,5,0,0,0,0,0,42,fr,0.0,GardeCotiereCanadienne_facebook,"['or', 'mer']",neutral,['brise-glace'],Economical
13,299048997203389_381981638910124,2017-12-29 09:00:01,https://www.facebook.com/GardeCotiereCanadienne/videos/381981638910124/,NGCC Louis S. St-Laurent est notre plus grand navire mesurant 120 mètres de long! Le Louis vient de revenir de l’Arctique.,NGCC Louis S. St-Laurent est notre plus grand navire mesurant mètres de long! Le Louis vient de revenir de l’Arctique.,[],35,1,4,32,2,1,0,0,0,0,40,fr,0.0,GardeCotiereCanadienne_facebook,,neutral,[],unknown
14,299048997203389_353566141751674,2017-10-10 15:00:00,http://www.marinfo.gc.ca/fr/Flotte/Amundsen.asp,"Le NGCC Amundsen revient à la maison (Québec) le 12 octobre après sa mission annuelle dans l’Arctique. Le NGCC Amundsen a supporté la 2e édition de l’Enquête de santé des Inuits au Nunavik, menée par l’Institut national de santé publique du Québec. Il a aussi permis  la réalisation du projet BriGHT (Bridging Global change, Inuit Health and the Transforming Arctic Ocean) de la stratégie Sentinelle Nord, projet développé à l’Université Laval. Il s’agissait de son 13e voyage scientifique dans l’Arctique.

Pour en savoir plus : http://www.marinfo.gc.ca/fr/Flotte/Amundsen.asp","Le NGCC Amundsen revient à la maison (Québec) le octobre après sa mission annuelle dans l’Arctique. Le NGCC Amundsen a supporté la e édition de l’Enquête de santé des Inuits au Nunavik, menée par l’Institut national de santé publique du Québec. Il a aussi permis la réalisation du projet BriGHT (Bridging Global change, Inuit Health and the Transforming Arctic Ocean) de la stratégie Sentinelle Nord, projet développé à l’Université Laval. Il s’agissait de son e voyage scientifique dans l’Arctique. Pour en savoir plus :",[],31,0,8,31,0,0,0,0,0,0,39,fr,0.0,GardeCotiereCanadienne_facebook,"['inuit', 'health', 'change', 'nord']",neutral,"['maison', 'inuit', 'publique', 'projet', 'inuit', 'nord', 'projet', 'scientifique', 'scientifique', 'scientifique']",Social
15,299048997203389_381847328923555,2017-12-26 11:00:00,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/381847198923568/?type=3,Les navires rouges et blancs de la Garde côtière canadienne constituent un symbole visible de notre identité et leurs silhouettes rassurantes font partie du paysage des collectivités côtières depuis 1962. ow.ly/H6ZQ30hcwkl,Les navires rouges et blancs de la Garde côtière canadienne constituent un symbole visible de notre identité et leurs silhouettes rassurantes font partie du paysage des collectivités côtières depuis .,[],34,0,3,29,5,0,0,0,0,0,37,fr,0.0,GardeCotiereCanadienne_facebook,,neutral,[],unknown
16,299048997203389_381844575590497,2017-12-25 09:00:00,https://www.facebook.com/GardeCotiereCanadienne/videos/381844575590497/,"Notre personnel travaille 24 heures sur 24, 7 jours sur 7, 365 jours par année, pour assurer la sécurité de nos eaux. Joyeux temps des Fêtes à nos équipages et personnels sur et hors service. Merci de votre service.","Notre personnel travaille heures sur , jours sur , jours par année, pour assurer la sécurité de nos eaux. Joyeux temps des Fêtes à nos équipages et personnels sur et hors service. Merci de votre service.",[],30,2,4,26,4,0,0,0,0,0,36,fr,0.0,GardeCotiereCanadienne_facebook,"['eau', 'or', 'ice', 'mer']",neutral,['eau'],Environmental
17,299048997203389_371625093279112,2017-11-27 10:00:01,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/371624969945791/?type=3,"Félicitations à Frédérick-Sébastien Doucet, matelot sur le NGCC Pierre- Radisson! Le gouvernement du Québec lui a remis la médaille du civisme pour un acte de bravoure réalisé lors d’un sauvetage sur le fleuve St-Laurent, à - 30°C, en février 2015.","Félicitations à Frédérick-Sébastien Doucet, matelot sur le NGCC Pierre- Radisson! Le gouvernement du Québec lui a remis la médaille du civisme pour un acte de bravoure réalisé lors d’un sauvetage sur le fleuve St-Laurent, à - °C, en février .",[],33,0,3,33,0,0,0,0,0,0,36,fr,0.0,GardeCotiereCanadienne_facebook,"['fleuve', 'or']",neutral,['fleuve'],Environmental
18,299048997203389_334899486951673,2017-08-20 13:56:06,https://www.facebook.com/GardeCotiereCanadienne/photos/a.318076611967294.1073741829.299048997203389/334899286951693/?type=3,Les employés de la Garde côtière canadienne marchent en montrant leur fierté pour l’inclusion et la diversité. Merci Fierté Canada Montréal 2017 pour nous avoir inclus dans le défilé! Nous accueillons tous ceux qui peuvent servir. Nous embauchons: http://ow.ly/mMo530ew9Rj Fierté Montréal / Montréal Pride,Les employés de la Garde côtière canadienne marchent en montrant leur fierté pour l’inclusion et la diversité. Merci Fierté Canada Montréal pour nous avoir inclus dans le défilé! Nous accueillons tous ceux qui peuvent servir. Nous embauchons: Fierté Montréal / Montréal Pride,[],26,0,8,26,0,0,0,0,0,0,34,fr,0.0,GardeCotiereCanadienne_facebook,['mer'],neutral,[],unknown
19,299048997203389_387135848394703,2017-12-29 18:05:27,https://www.facebook.com/GardeCotiereCanadienne/photos/a.318076611967294.1073741829.299048997203389/387135741728047/?type=3,Droit devant avec ce mile nautique de plus! La Capitaine Barrett se joint au Capitaine Kooiman à bord du NGCC Griffon pour assurer les services sans escale sur la voie maritime durant les conditions de glace critiques.,Droit devant avec ce mile nautique de plus! La Capitaine Barrett se joint au Capitaine Kooiman à bord du NGCC Griffon pour assurer les services sans escale sur la voie maritime durant les conditions de glace critiques.,[],28,1,3,23,5,0,0,0,0,0,32,fr,0.0,GardeCotiereCanadienne_facebook,"['or', 'ice']",neutral,['maritime'],Environmental
20,299048997203389_359181211190167,2017-10-25 18:24:17,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/359178897857065/?type=3,"En ce premier jour de l’« exercice Mer des Salish » de deux jours sur les incidents maritimes majeurs, nous avons passé la journée en mer avec nos partenaires à l’est de l’île Salt Spring, en Colombie-Britannique. Cet exercice d’entraînement est le plus vaste auquel a participé la Garde côtière canadienne. Le scénario d’aujourd’hui concernait l’évacuation de 100 « survivants » du naufrage d’un traversier de BC Ferries. Certains ont été évacués sur des navires et certains palans d’évacués ont été simulé para nos collègues de la marine. 

L’Intervention environnementale sera au centre des activités de demain. Les participants à l’exercice Mer des Salish comprennent : Forces armées canadiennes, Transports et infrastructure au Canada, BC Ferries, Services de santé d'urgence de la C.-B., Gestion des urgences de la C.-B., Ministère de l'Environnement de la C.-B., Royal Canadian Marine Search and Rescue, U.S. Coast Guard et Western Canada Marine Response Organization, parmi bien d'autres. Merci beaucoup à la communauté de l'île de Salt Spring et nos «blessés».","En ce premier jour de l’« exercice Mer des Salish » de deux jours sur les incidents maritimes majeurs, nous avons passé la journée en mer avec nos partenaires à l’est de l’île Salt Spring, en Colombie-Britannique. Cet exercice d’entraînement est le plus vaste auquel a participé la Garde côtière canadienne. Le scénario d’aujourd’hui concernait l’évacuation de « survivants » du naufrage d’un traversier de BC Ferries. Certains ont été évacués sur des navires et certains palans d’évacués ont été simulé para nos collègues de la marine. L’Intervention environnementale sera au centre des activités de demain. Les participants à l’exercice Mer des Salish comprennent : Forces armées canadiennes, Transports et infrastructure au Canada, BC Ferries, Services de santé d'urgence de la C.-B., Gestion des urgences de la C.-B., Ministère de l'Environnement de la C.-B., Royal Canadian Marine Search and Rescue, U.S. Coast Guard et Western Canada Marine Response Organization, parmi bien d'autres. Merci beaucoup à la communauté de l'île de Salt Spring et nos «blessés».",[],27,0,4,26,1,0,0,0,0,0,31,fr,0.0,GardeCotiereCanadienne_facebook,"['environnement', 'eau', 'ice', 'coast', 'guard', 'mer', 'air', 'marine', 'or']",neutral,"['mer', 'maritime', 'mer', 'marine', 'mer', 'transport', 'infrastructure', 'marine', 'marine']",Environmental
21,299048997203389_375713306203624,2017-12-05 09:00:00,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/375713022870319/?type=3,Avez-vous ce qu’il faut pour postuler au Collège de la Garde côtière canadienne? Voyez si vous êtes admissible. ow.ly/gkVN302Y4M5,Avez-vous ce qu’il faut pour postuler au Collège de la Garde côtière canadienne? Voyez si vous êtes admissible.,[],21,4,6,21,0,0,0,0,0,0,31,fr,0.0,GardeCotiereCanadienne_facebook,,neutral,[],unknown
22,299048997203389_371326109975677,2017-11-23 17:20:56,https://www.facebook.com/GardeCotiereCanadienne/videos/371326109975677/,"Le mois dernier, nous avons participé à l’« exercice Mer des Salish » le plus grand exercice d'incident majeur de l'histoire de la Garde côtière canadienne! L'exercice majeur d'entraînement aux incidents maritimes de deux jours a eu lieu à l'est de l’île Salt Spring, en Colombie-Britannique. Forces armées canadiennes Transports et infrastructure au Canada BC Ferries U.S. Coast Guard Royal Canadian Marine Search and Rescue","Le mois dernier, nous avons participé à l’« exercice Mer des Salish » le plus grand exercice d'incident majeur de l'histoire de la Garde côtière canadienne! L'exercice majeur d'entraînement aux incidents maritimes de deux jours a eu lieu à l'est de l’île Salt Spring, en Colombie-Britannique. Forces armées canadiennes Transports et infrastructure au Canada BC Ferries U.S. Coast Guard Royal Canadian Marine Search and Rescue",[],23,1,7,23,0,0,0,0,0,0,31,fr,0.0,GardeCotiereCanadienne_facebook,"['ice', 'coast', 'guard', 'mer', 'marine', 'or']",neutral,"['mer', 'maritime', 'transport', 'infrastructure', 'marine']",Environmental
23,299048997203389_383224825452472,2017-12-21 13:44:08,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/383224708785817/?type=3,JeudiRétro : le NGCC Terry Fox et son équipage font escale chez le père Noël au Pôle Nord pour quelques rondes de golf!,JeudiRétro : le NGCC Terry Fox et son équipage font escale chez le père Noël au Pôle Nord pour quelques rondes de golf!,[],29,0,2,25,4,0,0,0,0,0,31,fr,0.0,GardeCotiereCanadienne_facebook,['nord'],neutral,['nord'],Social
24,299048997203389_373291483112473,2017-11-28 10:52:37,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/373291436445811/?type=3,"Nous procédons actuellement aux opérations de balisage d’automne sur le fleuve Saint-Laurent. Nous retirons les bouées d’été et en remplaçons certaines par des bouées d’hiver. Puisque les bouées sont installées aux limites sécuritaires des chenaux, le balisage constitue une opération risquée. Il faut manoeuvrer le navire dans toutes sortes de conditions, tout en considérant les risques encourus par l’équipage. Surtout lorsque le pont est glacé, que l’eau dégouline des bouées et que le navire est en mouvement, la sécurité de l’équipage doit demeurer une priorité.","Nous procédons actuellement aux opérations de balisage d’automne sur le fleuve Saint-Laurent. Nous retirons les bouées d’été et en remplaçons certaines par des bouées d’hiver. Puisque les bouées sont installées aux limites sécuritaires des chenaux, le balisage constitue une opération risquée. Il faut manoeuvrer le navire dans toutes sortes de conditions, tout en considérant les risques encourus par l’équipage. Surtout lorsque le pont est glacé, que l’eau dégouline des bouées et que le navire est en mouvement, la sécurité de l’équipage doit demeurer une priorité.",[],26,0,4,26,0,0,0,0,0,0,30,fr,0.0,GardeCotiereCanadienne_facebook,"['fleuve', 'eau', 'or', 'air']",neutral,['fleuve'],Environmental
25,299048997203389_377580329350255,2017-12-08 10:58:36,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/377580226016932/?type=3,"La Garde côtière canadienne est fière d’être au service des navigateurs qui parcourent les voies d’eau intérieures et côtières de notre pays!  Plus de 1700 employés dévoués travaillent dans la vaste région du Centre et de l’Arctique de la Garde côtière canadienne, offrant une multitude de services maritimes essentiels sur les Grands Lacs, le fleuve Saint-Laurent et les voies navigables de l'Arctique canadien. Cela va des opérations pour sauver des vies en mer aux activités visant à soutenir l'économie de notre nation grâce à un transport maritime sécuritaire et efficace, en passant par les interventions dans les cas de déversement d’hydrocarbures.

Aimeriez-vous vous joindre à nous dans notre voyage? Nous embauchons et créons un inventaire de candidats pour combler des postes temporaires et permanents. Intéressés? Veuillez consulter notre page mise à jour sur les carrières disponibles à http://www.ccg-gcc.gc.ca/College-et-carrieres/Possibilites-emploi","La Garde côtière canadienne est fière d’être au service des navigateurs qui parcourent les voies d’eau intérieures et côtières de notre pays! Plus de employés dévoués travaillent dans la vaste région du Centre et de l’Arctique de la Garde côtière canadienne, offrant une multitude de services maritimes essentiels sur les Grands Lacs, le fleuve Saint-Laurent et les voies navigables de l'Arctique canadien. Cela va des opérations pour sauver des vies en mer aux activités visant à soutenir l'économie de notre nation grâce à un transport maritime sécuritaire et efficace, en passant par les interventions dans les cas de déversement d’hydrocarbures. Aimeriez-vous vous joindre à nous dans notre voyage? Nous embauchons et créons un inventaire de candidats pour combler des postes temporaires et permanents. Intéressés? Veuillez consulter notre page mise à jour sur les carrières disponibles à",[],25,1,3,23,2,0,0,0,0,0,29,fr,0.0,GardeCotiereCanadienne_facebook,"['parc', 'fleuve', 'ice', 'air', 'hydrocarbures', 'lacs', 'mer', 'eau', 'or']",neutral,"['pays', 'maritime', 'lac', 'fleuve', 'vie', 'mer', 'transport', 'maritime']",Environmental
26,299048997203389_374597699648518,2017-12-01 12:22:40,https://www.facebook.com/GardeCotiereCanadienne/videos/374597699648518/,"C'est le dernier mois de Canada 150, découvrez comment nous avons créé notre bannière 150! 150e anniversaire de la Confédération du Canada","C'est le dernier mois de Canada , découvrez comment nous avons créé notre bannière ! e anniversaire de la Confédération du Canada",[],26,0,2,24,2,0,0,0,0,0,28,fr,0.0,GardeCotiereCanadienne_facebook,['air'],neutral,[],unknown
27,299048997203389_379752549133033,2017-12-13 15:00:00,https://www.facebook.com/GardeCotiereCanadienne/photos/a.315762808865341.1073741828.299048997203389/379752449133043/?type=3,"Appel aux étudiants Inuits qui s’intéressent à la navigation ! La région de l’Arctique met en place une station d’embarcations de sauvetage côtière, et nous embauchons du personnel à l’échelle locale. Pour de plus amples renseignements, ou pour postuler, cliquez sur 

Inuinnaqtun
Tamnauvit Inuit ilihartuq piyumaqpiartuq qayartuqniqmun huliniq? Tahamna Ukiurtartuq pitalirtuq Tagiuqni Hinaani Annaktuiyit Qayaq havakvianik, havaktikhartaqliqtugut nunalikni havaktikhanitnik. Tuhaqpaligiami, tukhigarniqluniit, takulugu 

Inuktitut
ᐃᓄᕕᑦ ᐃᓕᓐᓂᐊᕐᑎᐅᓪᓗᑏᑦ ᐅᒥᐊᕐᑐᕐᓂᕐᒥᒃ ᐊᓕᐊᓇᐃᒋᔭᖃᕐᓗᑎᑦ? ᐅᑭᐅᕐᑕᕐᑐᒥ ᓯᒃᔭᒥ ᐸᕐᓴᐃᓂᕐᒧᑦ ᐅᒥᐊᒃᑯᑦ ᐃᓂᖃᕐᕕᒃ ᐱᔭᐅᓂᐊᕐᒪᑦ, ᐊᒻᒪᓗ ᐃᖃᓇᐃᔭᕐᑎᑦᑎᓇᓱᒃᑐᒍᑦ. ᑐᑭᓯᒋᐊᒃᑲᓐᓂᕈᒪᒍᕕᑦ, ᐱᓇᓱᒍᒪᒍᕕᓪᓘᓐᓂᑦ ᑕᑯᓗᒍ ᐅᕗᖓ
http://ow.ly/mwrA30hcxvF","Appel aux étudiants Inuits qui s’intéressent à la navigation ! La région de l’Arctique met en place une station d’embarcations de sauvetage côtière, et nous embauchons du personnel à l’échelle locale. Pour de plus amples renseignements, ou pour postuler, cliquez sur Inuinnaqtun Tamnauvit Inuit ilihartuq piyumaqpiartuq qayartuqniqmun huliniq? Tahamna Ukiurtartuq pitalirtuq Tagiuqni Hinaani Annaktuiyit Qayaq havakvianik, havaktikhartaqliqtugut nunalikni havaktikhanitnik. Tuhaqpaligiami, tukhigarniqluniit, takulugu Inuktitut ᐃᓄᕕᑦ ᐃᓕᓐᓂᐊᕐᑎᐅᓪᓗᑏᑦ ᐅᒥᐊᕐᑐᕐᓂᕐᒥᒃ ᐊᓕᐊᓇᐃᒋᔭᖃᕐᓗᑎᑦ? ᐅᑭᐅᕐᑕᕐᑐᒥ ᓯᒃᔭᒥ ᐸᕐᓴᐃᓂᕐᒧᑦ ᐅᒥᐊᒃᑯᑦ ᐃᓂᖃᕐᕕᒃ ᐱᔭᐅᓂᐊᕐᒪᑦ, ᐊᒻᒪᓗ ᐃᖃᓇᐃᔭᕐᑎᑦᑎᓇᓱᒃᑐᒍᑦ. ᑐᑭᓯᒋᐊᒃᑲᓐᓂᕈᒪᒍᕕᑦ, ᐱᓇᓱᒍᒪᒍᕕᓪᓘᓐᓂᑦ ᑕᑯᓗᒍ ᐅᕗᖓ",[],10,2,16,8,2,0,0,0,0,0,28,fr,0.5083333333333333,GardeCotiereCanadienne_facebook,"['ami', 'inuit', 'locale', 'local']",positive,"['inuit', 'locale', 'inuit']",Social
