Unnamed: 0,shortcode,mediaid,caption_hashtags,typename,url,caption_mentions,comments,caption,likes,tagged_users,date,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed
65,BQL1HNWBuwv,1.44448e+18,"[""bison"",""bisons"",""pnbanff"",""nature"",""écosystème"",""conservation"",""viesauvage"",""explorecanada"",""canada150"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0cb645c34e1a66c566f738d195d8594d/5AFB294D/t51.2885-15/e35/19366957_113423569270622_7191357240282972160_n.jpg,[],0,"Bienvenue à la maison!Du parc national Elk island au Parc national Banff, les bisons sont maintenant de retour à la maison parmi les montagnes. Cette espèce ayant été absente de ce milieu sauvage depuis plus d’un siècle, son retour représente un triomphe historique et culturel.Pendant mois, les bisons demeureront dans un pâturage clôturé de la vallée de la Panther et seront sous la surveillance étroite de Parcs Canada. Vers le mois de juin , la harde sera libérée et pourra elorer l’ensemble de la zone de réintroduction d’environ km2 dans les secteurs reculés que sont les versants Est du parc national Banff, où ils interagiront avec d’autres espèces indigènes, s’alimenteront et rempliront à nouveau leur rôle au sein de l’écosystème. Écosystème",66,[],2017-02-06T13:14:18,False,2017-02-06_13-14-18,parcs.canada,4141034395,,Bienvenue la maison Du parc national Elk island au Parc national Banff les bisons sont maintenant de retour la maison parmi les montagnes Cette ce ayant absente de ce milieu sauvage depuis plus un cle son retour sente un triomphe historique et culturel Pendant mois les bisons demeureront dans un turage de la de la Panther et seront sous la surveillance troite de Parcs Canada Vers le mois de juin la harde sera et pourra elorer ensemble de la zone de introduction environ km2 dans les secteurs que sont les versants Est du parc national Banff ils interagiront avec autres ces nes alimenteront et rempliront nouveau leur le au sein de,"['Bienvenue', 'la', 'maison', 'Du', 'parc', 'national', 'Elk', 'island', 'au', 'Parc', 'national', 'Banff', 'les', 'bisons', 'sont', 'maintenant', 'de', 'retour', 'la', 'maison', 'parmi', 'les', 'montagnes', 'Cette', 'ce', 'ayant', 'absente', 'de', 'ce', 'milieu', 'sauvage', 'depuis', 'plus', 'un', 'cle', 'son', 'retour', 'sente', 'un', 'triomphe', 'historique', 'et', 'culturel', 'Pendant', 'mois', 'les', 'bisons', 'demeureront', 'dans', 'un', 'turage', 'de', 'la', 'de', 'la', 'Panther', 'et', 'seront', 'sous', 'la', 'surveillance', 'troite', 'de', 'Parcs', 'Canada', 'Vers', 'le', 'mois', 'de', 'juin', 'la', 'harde', 'sera', 'et', 'pourra', 'elorer', 'ensemble', 'de', 'la', 'zone', 'de', 'introduction', 'environ', 'km2', 'dans', 'les', 'secteurs', 'que', 'sont', 'les', 'versants', 'Est', 'du', 'parc', 'national', 'Banff', 'ils', 'interagiront', 'avec', 'autres', 'ces', 'nes', 'alimenteront', 'et', 'rempliront', 'nouveau', 'leur', 'le', 'au', 'sein', 'de']","[u'bienvenu', 'la', u'maison', 'du', u'parc', u'nation', u'elk', u'island', 'au', u'parc', u'nation', u'banff', u'les', u'bison', u'sont', u'mainten', 'de', u'retour', 'la', u'maison', u'parmi', u'les', u'montagn', u'cett', 'ce', u'ayant', u'absent', 'de', 'ce', u'milieu', u'sauvag', u'depui', u'plus', 'un', u'cle', u'son', u'retour', u'sent', 'un', u'triomph', u'historiqu', 'et', u'culturel', u'pendant', u'moi', u'les', u'bison', u'demeureront', u'dan', 'un', u'turag', 'de', 'la', 'de', 'la', u'panther', 'et', u'seront', u'sous', 'la', u'surveil', u'troit', 'de', u'parc', u'canada', u'ver', 'le', u'moi', 'de', u'juin', 'la', u'hard', u'sera', 'et', u'pourra', u'elor', u'ensembl', 'de', 'la', u'zone', 'de', u'introduct', u'environ', u'km2', u'dan', u'les', u'secteur', u'que', u'sont', u'les', u'versant', u'est', 'du', u'parc', u'nation', u'banff', u'il', u'interagiront', u'avec', u'autr', u'ces', u'nes', u'alimenteront', 'et', u'rempliront', u'nouveau', u'leur', 'le', 'au', u'sein', 'de']"
66,BQOahw0hFQj,1.44521e+18,"[""chilkoot"",""pistechilkoot"",""wanderlust"",""explorebc"",""explorecanada"",""viesauvage"",""aventure"",""randonnée"",""explorer"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/203ce40c4b52c3021045d9bf4bf7b5cc/5AE52FB1/t51.2885-15/e35/19122531_326870231075234_592835727436283904_n.jpg,"[""sooper_gavin""]",0,"Appelée par certains « le plus long musée du monde », la piste Chilkoot a d’abord été traversée par les commerçants tlingit de Chilkoot. Plus tard, ce sont les prospecteurs de la ruée vers l’or qui l’ont prise d'assaut. Laissez-vous inspirer par ceux qui l’ont franchie avec courage et qui ont survécu dans les grands espaces sauvages nordiques. Suivez les traces de ceux qui ont réussi à atteindre le Klondike.Magnifique photo de  ée",58,[],2017-02-07T13:19:43,False,2017-02-07_13-19-43,parcs.canada,4141034395,,par certains le plus long du monde la piste Chilkoot abord par les ants tlingit de Chilkoot Plus tard ce sont les prospecteurs de la vers qui ont prise assaut Laissez vous inspirer par ceux qui ont franchie avec courage et qui ont cu dans les grands espaces sauvages nordiques Suivez les traces de ceux qui ont ussi atteindre le Klondike Magnifique photo de,"['par', 'certains', 'le', 'plus', 'long', 'du', 'monde', 'la', 'piste', 'Chilkoot', 'abord', 'par', 'les', 'ants', 'tlingit', 'de', 'Chilkoot', 'Plus', 'tard', 'ce', 'sont', 'les', 'prospecteurs', 'de', 'la', 'vers', 'qui', 'ont', 'prise', 'assaut', 'Laissez', 'vous', 'inspirer', 'par', 'ceux', 'qui', 'ont', 'franchie', 'avec', 'courage', 'et', 'qui', 'ont', 'cu', 'dans', 'les', 'grands', 'espaces', 'sauvages', 'nordiques', 'Suivez', 'les', 'traces', 'de', 'ceux', 'qui', 'ont', 'ussi', 'atteindre', 'le', 'Klondike', 'Magnifique', 'photo', 'de']","[u'par', u'certain', 'le', u'plus', u'long', 'du', u'mond', 'la', u'pist', u'chilkoot', u'abord', u'par', u'les', u'ant', u'tlingit', 'de', u'chilkoot', u'plus', u'tard', 'ce', u'sont', u'les', u'prospecteur', 'de', 'la', u'ver', u'qui', u'ont', u'prise', u'assaut', u'laissez', u'vous', u'inspir', u'par', u'ceux', u'qui', u'ont', u'franchi', u'avec', u'courag', 'et', u'qui', u'ont', 'cu', u'dan', u'les', u'grand', u'espac', u'sauvag', u'nordiqu', u'suivez', u'les', u'trace', 'de', u'ceux', u'qui', u'ont', u'ussi', u'atteindr', 'le', u'klondik', u'magnifiqu', u'photo', 'de']"
67,BQRAyswBOas,1.44594e+18,"[""manitoba"",""pnriding"",""blizzard"",""exploremb"",""hiver"",""hivercanadien"",""nature"",""jouerdehors"",""neige"",""parcnationalridingmountain"",""canada150"",""explorecanada"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4669ebe776c272531ffbcd76defab059/5ADECEA3/t51.2885-15/e35/19424724_573516276369556_8158334917562859520_n.jpg,"[""jdleigh""]",1,"C’est nous ou la neige enjolive toujours le paysage? Le parc national Riding Mountain, au , est une immensité sauvage qui ne demande qu’à être elorée. Qu’attendez-vous? ",60,[],2017-02-08T13:32:34,False,2017-02-08_13-32-34,parcs.canada,4141034395,,est nous ou la neige enjolive toujours le paysage Le parc national Riding Mountain au est une sauvage qui ne demande attendez vous,"['est', 'nous', 'ou', 'la', 'neige', 'enjolive', 'toujours', 'le', 'paysage', 'Le', 'parc', 'national', 'Riding', 'Mountain', 'au', 'est', 'une', 'sauvage', 'qui', 'ne', 'demande', 'attendez', 'vous']","[u'est', u'nous', 'ou', 'la', u'neig', u'enjol', u'toujour', 'le', u'paysag', 'le', u'parc', u'nation', u'ride', u'mountain', 'au', u'est', u'une', u'sauvag', u'qui', 'ne', u'demand', u'attendez', u'vous']"
68,BQTlUsdhn2M,1.44666e+18,"[""kejimkujik"",""keji"",""coucherdesoleil"",""kayak"",""paysage"",""nouvelleécosse"",""aventure"",""jouerdehors"",""parcscanada"",""canada150"",""explorecanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/004295f1c99d9ab9084a1e4a295dc36a/5AFA2958/t51.2885-15/e35/19424581_227385804448426_7252549623623974912_n.jpg,"[""v2kate""]",0,"On ne se lassera jamais des couchers de soleil!Le parc national et lieu historique national Kejimkujik témoigne de l’histoire des Mi’kmaq, gravée dans la pierre et mise en valeur par des récits et des légendes. Pagayez sur les eaux, parcourez les sentiers et découvrez la diversité abondante de Kejimkujik.Merci pour la photo,  écosse",71,[],2017-02-09T13:30:15,False,2017-02-09_13-30-15,parcs.canada,4141034395,,ne se lassera jamais des couchers de soleil Le parc national et lieu historique national Kejimkujik moigne de histoire des kmaq dans la pierre et mise en valeur par des cits et des gendes Pagayez sur les eaux parcourez les sentiers et couvrez la abondante de Kejimkujik Merci pour la photo cosse,"['ne', 'se', 'lassera', 'jamais', 'des', 'couchers', 'de', 'soleil', 'Le', 'parc', 'national', 'et', 'lieu', 'historique', 'national', 'Kejimkujik', 'moigne', 'de', 'histoire', 'des', 'kmaq', 'dans', 'la', 'pierre', 'et', 'mise', 'en', 'valeur', 'par', 'des', 'cits', 'et', 'des', 'gendes', 'Pagayez', 'sur', 'les', 'eaux', 'parcourez', 'les', 'sentiers', 'et', 'couvrez', 'la', 'abondante', 'de', 'Kejimkujik', 'Merci', 'pour', 'la', 'photo', 'cosse']","['ne', 'se', u'lassera', u'jamai', u'des', u'coucher', 'de', u'soleil', 'le', u'parc', u'nation', 'et', u'lieu', u'historiqu', u'nation', u'kejimkujik', u'moign', 'de', u'histoir', u'des', u'kmaq', u'dan', 'la', u'pierr', 'et', u'mise', 'en', u'valeur', u'par', u'des', u'cit', 'et', u'des', u'gend', u'pagayez', u'sur', u'les', u'eaux', u'parcourez', u'les', u'sentier', 'et', u'couvrez', 'la', u'abondant', 'de', u'kejimkujik', u'merci', u'pour', 'la', u'photo', u'coss']"
69,BQWSUh_Bryu,1.44742e+18,"[""viesauvage"",""voyage"",""montagnes"",""montagne"",""explorer"",""explorebc"",""explorecanada"",""canada"",""pnkootenay"",""parcscanada"",""canada150""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/51db09bd50f4c1002176ebe3b730c643/5AE563E8/t51.2885-15/e35/19429064_135808310329955_8173392243973947392_n.jpg,"[""stevint""]",1,"Le parc national Kootenay est un lieu de contrastes exceptionnels, où des rivières de montagne glacées côtoient des sources thermales bouillonnantes. Non seulement vous pouvez y admirer la magie de l’hiver, mais vous pouvez aussi y visiter des eitions, au Centre d’accueil du parc national Kootenay, qui mettent en valeur le patrimoine culturel et naturel fascinant du parc et de la vallée du Columbia, en mettant l’accent sur la culture locale des Premières Nations ktunaxa. Merci pour la photo, ",94,[],2017-02-10T14:41:56,False,2017-02-10_14-41-56,parcs.canada,4141034395,,Le parc national Kootenay est un lieu de contrastes exceptionnels des res de montagne es toient des sources thermales bouillonnantes Non seulement vous pouvez admirer la magie de hiver mais vous pouvez aussi visiter des eitions au Centre accueil du parc national Kootenay qui mettent en valeur le patrimoine culturel et naturel fascinant du parc et de la du Columbia en mettant accent sur la culture locale des res Nations ktunaxa Merci pour la photo,"['Le', 'parc', 'national', 'Kootenay', 'est', 'un', 'lieu', 'de', 'contrastes', 'exceptionnels', 'des', 'res', 'de', 'montagne', 'es', 'toient', 'des', 'sources', 'thermales', 'bouillonnantes', 'Non', 'seulement', 'vous', 'pouvez', 'admirer', 'la', 'magie', 'de', 'hiver', 'mais', 'vous', 'pouvez', 'aussi', 'visiter', 'des', 'eitions', 'au', 'Centre', 'accueil', 'du', 'parc', 'national', 'Kootenay', 'qui', 'mettent', 'en', 'valeur', 'le', 'patrimoine', 'culturel', 'et', 'naturel', 'fascinant', 'du', 'parc', 'et', 'de', 'la', 'du', 'Columbia', 'en', 'mettant', 'accent', 'sur', 'la', 'culture', 'locale', 'des', 'res', 'Nations', 'ktunaxa', 'Merci', 'pour', 'la', 'photo']","['le', u'parc', u'nation', u'kootenay', u'est', 'un', u'lieu', 'de', u'contrast', u'exceptionnel', u'des', u'res', 'de', u'montagn', 'es', u'toient', u'des', u'sourc', u'thermal', u'bouillonnant', u'non', u'seulement', u'vous', u'pouvez', u'admir', 'la', u'magi', 'de', u'hiver', u'mai', u'vous', u'pouvez', u'aussi', u'visit', u'des', u'eition', 'au', u'centr', u'accueil', 'du', u'parc', u'nation', u'kootenay', u'qui', u'mettent', 'en', u'valeur', 'le', u'patrimoin', u'culturel', 'et', u'naturel', u'fascin', 'du', u'parc', 'et', 'de', 'la', 'du', u'columbia', 'en', u'mettant', u'accent', u'sur', 'la', u'cultur', u'local', u'des', u'res', u'nation', u'ktunaxa', u'merci', u'pour', 'la', u'photo']"
70,BQYvVBhBpKj,1.44812e+18,"[""jouerdehors"",""explorer"",""ontario"",""canada"",""côte"",""lacsupérieur"",""camping"",""nordcanadien"",""pukaskwa"",""pnpukaskwa"",""kayak"",""kayakdemer"",""explorecanada"",""canada150"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b0755178bc00f34680e6c83890899b5b/5AE75EB7/t51.2885-15/e35/19424827_307800132980546_4966778078916247552_n.jpg,"[""aaronpetersonphoto""]",0,"D'une exceptionnelle splendeur, le parc national Pukaskwa offre des vues panoramiques du lac Supérieur et un ancien paysage accidenté caractéristique du bouclier canadien et de la forêt septentrionale. L'esprit de la nature s’empare de tous ceux et celles qui choisissent d'elorer ce lieu unique. Photo de  ôte érieur",61,[],2017-02-11T13:33:53,False,2017-02-11_13-33-53,parcs.canada,4141034395,,une exceptionnelle splendeur le parc national Pukaskwa offre des vues panoramiques du lac rieur et un ancien paysage ristique du bouclier canadien et de la septentrionale esprit de la nature empare de tous ceux et celles qui choisissent elorer ce lieu unique Photo de te rieur,"['une', 'exceptionnelle', 'splendeur', 'le', 'parc', 'national', 'Pukaskwa', 'offre', 'des', 'vues', 'panoramiques', 'du', 'lac', 'rieur', 'et', 'un', 'ancien', 'paysage', 'ristique', 'du', 'bouclier', 'canadien', 'et', 'de', 'la', 'septentrionale', 'esprit', 'de', 'la', 'nature', 'empare', 'de', 'tous', 'ceux', 'et', 'celles', 'qui', 'choisissent', 'elorer', 'ce', 'lieu', 'unique', 'Photo', 'de', 'te', 'rieur']","[u'une', u'exceptionnell', u'splendeur', 'le', u'parc', u'nation', u'pukaskwa', u'offr', u'des', u'vue', u'panoramiqu', 'du', u'lac', u'rieur', 'et', 'un', u'ancien', u'paysag', u'ristiqu', 'du', u'bouclier', u'canadien', 'et', 'de', 'la', u'septentrional', u'esprit', 'de', 'la', u'natur', u'empar', 'de', u'tous', u'ceux', 'et', u'cell', u'qui', u'choisiss', u'elor', 'ce', u'lieu', u'uniqu', u'photo', 'de', 'te', u'rieur']"
71,BQbkQ7bhCc4,1.44891e+18,"[""aventure"",""voyage"",""explorecanada"",""explorebc"",""parcscanada"",""canada150"",""hivercanadien"",""pnyoho""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/04ad380867d79a9cdbe98470127d2741/5AF74194/t51.2885-15/e35/19228825_321540368259506_5829157866426073088_n.jpg,"[""picobac""]",2,"Cette superbe photo de nous ramène à l’automne dernier. Vous souvenez-vous quand il ne faisait pas moins °C, et que °C était vraiment froid? Néanmoins, nous aimons vraiment nos hivers froids dans le magnifique parc national Yoho!",76,[],2017-02-12T15:54:56,False,2017-02-12_15-54-56,parcs.canada,4141034395,,Cette superbe photo de nous ne automne dernier Vous souvenez vous quand il ne faisait pas moins et que tait vraiment froid anmoins nous aimons vraiment nos hivers froids dans le magnifique parc national Yoho,"['Cette', 'superbe', 'photo', 'de', 'nous', 'ne', 'automne', 'dernier', 'Vous', 'souvenez', 'vous', 'quand', 'il', 'ne', 'faisait', 'pas', 'moins', 'et', 'que', 'tait', 'vraiment', 'froid', 'anmoins', 'nous', 'aimons', 'vraiment', 'nos', 'hivers', 'froids', 'dans', 'le', 'magnifique', 'parc', 'national', 'Yoho']","[u'cett', u'superb', u'photo', 'de', u'nous', 'ne', u'automn', u'dernier', u'vous', u'souvenez', u'vous', u'quand', 'il', 'ne', u'faisait', u'pas', u'moin', 'et', u'que', u'tait', u'vraiment', u'froid', u'anmoin', u'nous', u'aimon', u'vraiment', u'nos', u'hiver', u'froid', u'dan', 'le', u'magnifiqu', u'parc', u'nation', u'yoho']"
72,BQd1VX_hRYR,1.44955e+18,"[""aubergeskoki"",""banff"",""pnbanff"",""explorealberta"",""neige"",""sports"",""ski"",""randonnée"",""skoki"",""montagnes"",""canada"",""rocheusescanadiennes"",""aventure"",""voyage"",""hiver"",""explorecanada"",""canada150"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9bf2ce2562fb271b005c52b1cb9bab2f/5ADB1F81/t51.2885-15/e35/19367459_169024770303907_8567586842071793664_n.jpg,"[""paulmorrisonphotography"",""snowsportsmedia""]",0,"L’auberge de ski Skoki a été la première auberge de ski du Canada!Rare vestige des débuts de l’industrie touristique du ski, le chalet Skoki offre un bel exemple des bâtiments en rondins longtemps associés à la région de Banff. Lors de son ouverture en , le ski commençait à peine à devenir l’un des grands sports d’hiver au Canada.Photo par  ée",48,[],2017-02-13T13:02:34,False,2017-02-13_13-02-34,parcs.canada,4141034395,,auberge de ski Skoki la auberge de ski du Canada Rare vestige des buts de industrie touristique du ski le chalet Skoki offre un bel exemple des timents en rondins longtemps la gion de Banff Lors de son ouverture en le ski ait peine devenir un des grands sports hiver au Canada Photo par,"['auberge', 'de', 'ski', 'Skoki', 'la', 'auberge', 'de', 'ski', 'du', 'Canada', 'Rare', 'vestige', 'des', 'buts', 'de', 'industrie', 'touristique', 'du', 'ski', 'le', 'chalet', 'Skoki', 'offre', 'un', 'bel', 'exemple', 'des', 'timents', 'en', 'rondins', 'longtemps', 'la', 'gion', 'de', 'Banff', 'Lors', 'de', 'son', 'ouverture', 'en', 'le', 'ski', 'ait', 'peine', 'devenir', 'un', 'des', 'grands', 'sports', 'hiver', 'au', 'Canada', 'Photo', 'par']","[u'auberg', 'de', u'ski', u'skoki', 'la', u'auberg', 'de', u'ski', 'du', u'canada', u'rare', u'vestig', u'des', u'but', 'de', u'industri', u'touristiqu', 'du', u'ski', 'le', u'chalet', u'skoki', u'offr', 'un', u'bel', u'exempl', u'des', u'timent', 'en', u'rondin', u'longtemp', 'la', u'gion', 'de', u'banff', u'lor', 'de', u'son', u'ouvertur', 'en', 'le', u'ski', u'ait', u'pein', u'devenir', 'un', u'des', u'grand', u'sport', u'hiver', 'au', u'canada', u'photo', u'par']"
73,BQgd-VRhdyS,1.45029e+18,"[""saintvalentin"",""parcscanada"",""canada150"",""explorecanada"",""amour"",""couple"",""relations"",""aventure"",""cerf"",""cerfs"",""animaux""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/72d7f122e24a40cc0de37e3745ef822c/5AE1E936/t51.2885-15/e35/19429543_100264850601386_6933676107514249216_n.jpg,[],0,"Joyeuse ! Ces cerfs du parc national Kejimkujik en Nouvelle-Écosse sont l'un des couples les plus mignons que nous connaissons! Avec leurs paysages romantiques et leurs activités spéciales, les parcs et les lieux historiques nationaux du Canada sont dignes d’une escapade mémorable!Photo par Eric Le Bel ",56,[],2017-02-14T13:36:10,False,2017-02-14_13-36-10,parcs.canada,4141034395,,Joyeuse Ces cerfs du parc national Kejimkujik en Nouvelle cosse sont un des couples les plus mignons que nous connaissons Avec leurs paysages romantiques et leurs ciales les parcs et les lieux historiques nationaux du Canada sont dignes une escapade morable Photo par Eric Le Bel,"['Joyeuse', 'Ces', 'cerfs', 'du', 'parc', 'national', 'Kejimkujik', 'en', 'Nouvelle', 'cosse', 'sont', 'un', 'des', 'couples', 'les', 'plus', 'mignons', 'que', 'nous', 'connaissons', 'Avec', 'leurs', 'paysages', 'romantiques', 'et', 'leurs', 'ciales', 'les', 'parcs', 'et', 'les', 'lieux', 'historiques', 'nationaux', 'du', 'Canada', 'sont', 'dignes', 'une', 'escapade', 'morable', 'Photo', 'par', 'Eric', 'Le', 'Bel']","[u'joyeus', u'ces', u'cerf', 'du', u'parc', u'nation', u'kejimkujik', 'en', u'nouvell', u'coss', u'sont', 'un', u'des', u'coupl', u'les', u'plus', u'mignon', u'que', u'nous', u'connaisson', u'avec', u'leur', u'paysag', u'romantiqu', 'et', u'leur', u'cial', u'les', u'parc', 'et', u'les', u'lieux', u'historiqu', u'nationaux', 'du', u'canada', u'sont', u'dign', u'une', u'escapad', u'morabl', u'photo', u'par', u'eric', 'le', u'bel']"
74,BQiRFaNBAcD,1.4508e+18,"[""jourdudrapeau"",""canada"",""drapeaucanadien"",""collineduparlement"",""jourdudrapeau"",""jourdudrapeau2017"",""canada150"",""parcscanada"",""fiercanada"",""drapeaucanadien"",""explorer"",""voyager""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d563b73078728282ebaeb0d31d27a3a2/5AE52F27/t51.2885-15/e35/19367392_1834839880164630_3007745084624994304_n.jpg,[],0,"Bon national du ! Le février , le était hissé pour la ère fois sur la . Aujourd'hui, nous le célébrons partout au pays, où il est à son meilleur dans nos parcs nationaux et nos lieux historiques nationaux!",52,[],2017-02-15T06:22:01,False,2017-02-15_06-22-01,parcs.canada,4141034395,,Bon national du Le vrier le tait pour la fois sur la Aujourd hui nous le brons partout au pays il est son meilleur dans nos parcs nationaux et nos lieux historiques nationaux,"['Bon', 'national', 'du', 'Le', 'vrier', 'le', 'tait', 'pour', 'la', 'fois', 'sur', 'la', 'Aujourd', 'hui', 'nous', 'le', 'brons', 'partout', 'au', 'pays', 'il', 'est', 'son', 'meilleur', 'dans', 'nos', 'parcs', 'nationaux', 'et', 'nos', 'lieux', 'historiques', 'nationaux']","[u'bon', u'nation', 'du', 'le', u'vrier', 'le', u'tait', u'pour', 'la', u'foi', u'sur', 'la', u'aujourd', u'hui', u'nous', 'le', u'bron', u'partout', 'au', u'pay', 'il', u'est', u'son', u'meilleur', u'dan', u'nos', u'parc', u'nationaux', 'et', u'nos', u'lieux', u'historiqu', u'nationaux']"
75,BQlmRIUF8Y3,1.45173e+18,"[""parcscanada"",""pnterranova"",""explorenl"",""explorecanada"",""canada150"",""aventure"",""voyage""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d1818023f3ae7ac79d69f753697afefc/5AE931ED/t51.2885-15/e35/19425000_330871934000536_1728768746601840640_n.jpg,"[""bourque49""]",0,"Évadez-vous et venez découvrir et contempler les merveilles et les paysages saisissants du parc national le plus à l'est du Canada, Terra-Nova. Dans cet endroit magique, la terre et la mer étalent leurs attraits sous vos yeux. Tout est en place pour que vous puissiez créer votre propre aventure!Photo par ",57,[],2017-02-16T13:24:50,False,2017-02-16_13-24-50,parcs.canada,4141034395,,vadez vous et venez couvrir et contempler les merveilles et les paysages saisissants du parc national le plus est du Canada Terra Nova Dans cet endroit magique la terre et la mer talent leurs attraits sous vos yeux Tout est en place pour que vous puissiez er votre propre aventure Photo par,"['vadez', 'vous', 'et', 'venez', 'couvrir', 'et', 'contempler', 'les', 'merveilles', 'et', 'les', 'paysages', 'saisissants', 'du', 'parc', 'national', 'le', 'plus', 'est', 'du', 'Canada', 'Terra', 'Nova', 'Dans', 'cet', 'endroit', 'magique', 'la', 'terre', 'et', 'la', 'mer', 'talent', 'leurs', 'attraits', 'sous', 'vos', 'yeux', 'Tout', 'est', 'en', 'place', 'pour', 'que', 'vous', 'puissiez', 'er', 'votre', 'propre', 'aventure', 'Photo', 'par']","[u'vadez', u'vous', 'et', u'venez', u'couvrir', 'et', u'contempl', u'les', u'merveill', 'et', u'les', u'paysag', u'saisiss', 'du', u'parc', u'nation', 'le', u'plus', u'est', 'du', u'canada', u'terra', u'nova', u'dan', u'cet', u'endroit', u'magiqu', 'la', u'terr', 'et', 'la', u'mer', u'talent', u'leur', u'attrait', u'sous', u'vos', u'yeux', u'tout', u'est', 'en', u'place', u'pour', u'que', u'vous', u'puissiez', 'er', u'votr', u'propr', u'aventur', u'photo', u'par']"
76,BQoR92LFNIQ,1.45249e+18,"[""bison"",""antilopes"",""chouettes"",""parcnationaldesprairies"",""pnprairies"",""saskatchewan"",""tempête"",""coucherdesoleil"",""nature"",""exploresask"",""explorecanada"",""jouerdehors"",""explorer"",""canada150"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d270fc20f27f4bb0b37bf0e6442e80f/5ADB1501/t51.2885-15/e35/19424813_108043743150383_606353746158419968_n.jpg,"[""fisher604rumbling""]",0,"Dans les champs infinis du parc national des Prairies, vous trouverez la seule colonie de chiens de prairie à queue noire du Canada, ainsi que des espèces rares et en voie de disparition telles que le , les d'Amérique et les des terriers. Profitez de sentiers passionnants et de randonnées guidées en nature lors de votre visite dans ce joyau canadien! Merci pour la photo  ête",50,[],2017-02-17T14:25:10,False,2017-02-17_14-25-10,parcs.canada,4141034395,,Dans les champs infinis du parc national des Prairies vous trouverez la seule colonie de chiens de prairie queue noire du Canada ainsi que des ces rares et en voie de disparition telles que le les rique et les des terriers Profitez de sentiers passionnants et de es es en nature lors de votre visite dans ce joyau canadien Merci pour la photo,"['Dans', 'les', 'champs', 'infinis', 'du', 'parc', 'national', 'des', 'Prairies', 'vous', 'trouverez', 'la', 'seule', 'colonie', 'de', 'chiens', 'de', 'prairie', 'queue', 'noire', 'du', 'Canada', 'ainsi', 'que', 'des', 'ces', 'rares', 'et', 'en', 'voie', 'de', 'disparition', 'telles', 'que', 'le', 'les', 'rique', 'et', 'les', 'des', 'terriers', 'Profitez', 'de', 'sentiers', 'passionnants', 'et', 'de', 'es', 'es', 'en', 'nature', 'lors', 'de', 'votre', 'visite', 'dans', 'ce', 'joyau', 'canadien', 'Merci', 'pour', 'la', 'photo']","[u'dan', u'les', u'champ', u'infini', 'du', u'parc', u'nation', u'des', u'prairi', u'vous', u'trouverez', 'la', u'seul', u'coloni', 'de', u'chien', 'de', u'prairi', u'queue', u'noir', 'du', u'canada', u'ainsi', u'que', u'des', u'ces', u'rare', 'et', 'en', u'voie', 'de', u'disparit', u'tell', u'que', 'le', u'les', u'riqu', 'et', u'les', u'des', u'terrier', u'profitez', 'de', u'sentier', u'passionn', 'et', 'de', 'es', 'es', 'en', u'natur', u'lor', 'de', u'votr', u'visit', u'dan', 'ce', u'joyau', u'canadien', u'merci', u'pour', 'la', u'photo']"
