Unnamed: 0,likes,mediaid,video_url,typename,url,shortcode,comments,id,caption,owner_username,tagged_users,date,caption_mentions,is_video,caption_hashtags,owner_id,text_filtered,text_tokenized,text_stemmed
90,12,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ed2a67c90d305c2f63eb6312902fbb9/5AE17C5A/t51.2885-15/e35/25007489_388280471600687_8722079147876155392_n.jpg,BQQRxVJBAd9,0,2017-02-08_06-41-41,"Croyez-le ou non, ce magnifique paysage est . Cette photo a été prise à la réserve écologique des îles Gannet à Terre-Neuve.Pendant les mois de juillet et d’août, ces îles bourgeonnent d’activités. Il est assez impressionnant de voir des milliers d’ marins. Il s’agit définitivement d’un privilège pour nos de considérer cet endroit leur bureau lors de la saison de travail sur le terrain. égée",environnementcan,[],2017-02-08T06:41:41,[],False,"[""canadien"",""écologique"",""oiseaux"",""biologistes"",""sansfiltre"",""paysagecanadien"",""canada"",""oiseauxmarins"",""aireprotégée"",""faunecanadienne"",""environnementcanada""]",3913646610,Croyez le ou non ce magnifique paysage est Cette photo prise la serve cologique des les Gannet Terre Neuve Pendant les mois de juillet et ces les bourgeonnent Il est assez impressionnant de voir des milliers marins Il agit finitivement un ge pour nos de rer cet endroit leur bureau lors de la saison de travail sur le terrain,"['Croyez', 'le', 'ou', 'non', 'ce', 'magnifique', 'paysage', 'est', 'Cette', 'photo', 'prise', 'la', 'serve', 'cologique', 'des', 'les', 'Gannet', 'Terre', 'Neuve', 'Pendant', 'les', 'mois', 'de', 'juillet', 'et', 'ces', 'les', 'bourgeonnent', 'Il', 'est', 'assez', 'impressionnant', 'de', 'voir', 'des', 'milliers', 'marins', 'Il', 'agit', 'finitivement', 'un', 'ge', 'pour', 'nos', 'de', 'rer', 'cet', 'endroit', 'leur', 'bureau', 'lors', 'de', 'la', 'saison', 'de', 'travail', 'sur', 'le', 'terrain']","[u'croyez', 'le', 'ou', u'non', 'ce', u'magnifiqu', u'paysag', u'est', u'cett', u'photo', u'prise', 'la', u'serv', u'cologiqu', u'des', u'les', u'gannet', u'terr', u'neuv', u'pendant', u'les', u'moi', 'de', u'juillet', 'et', u'ces', u'les', u'bourgeonn', 'il', u'est', u'assez', u'impressionn', 'de', u'voir', u'des', u'millier', u'marin', 'il', u'agit', u'finitiv', 'un', 'ge', u'pour', u'nos', 'de', u'rer', u'cet', u'endroit', u'leur', u'bureau', u'lor', 'de', 'la', u'saison', 'de', u'travail', u'sur', 'le', u'terrain']"
91,13,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/97d163bac1821bd03124626cdab2e224/5ADA0F24/t51.2885-15/e35/24838350_1991419647805664_121858710497656832_n.jpg,BQTKhh1hvn1,0,2017-02-09_09-36-05,Clignez des yeux et il sera déjà parti! Ce héron a fait de son mieux pour attraper son goûter avant de s’éclipser. Nous sommes bien contents que nos friandises n’aient pas de jambes pour s’enfuir.éron,environnementcan,[],2017-02-09T09:36:05,[],False,"[""héron"",""ornithologie"",""faunecanadienne"",""oiseaux"",""environnementcanada"",""environnementcan""]",3913646610,Clignez des yeux et il sera parti Ce ron fait de son mieux pour attraper son ter avant de clipser Nous sommes bien contents que nos friandises aient pas de jambes pour enfuir ron,"['Clignez', 'des', 'yeux', 'et', 'il', 'sera', 'parti', 'Ce', 'ron', 'fait', 'de', 'son', 'mieux', 'pour', 'attraper', 'son', 'ter', 'avant', 'de', 'clipser', 'Nous', 'sommes', 'bien', 'contents', 'que', 'nos', 'friandises', 'aient', 'pas', 'de', 'jambes', 'pour', 'enfuir', 'ron']","[u'clignez', u'des', u'yeux', 'et', 'il', u'sera', u'parti', 'ce', u'ron', u'fait', 'de', u'son', u'mieux', u'pour', u'attrap', u'son', u'ter', u'avant', 'de', u'clipser', u'nous', u'somm', u'bien', u'content', u'que', u'nos', u'friandis', u'aient', u'pas', 'de', u'jamb', u'pour', u'enfuir', u'ron']"
92,9,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4aeba0ce438a2ac31568d590b6052288/5AEBBC45/t51.2885-15/e35/25005645_830588807121166_1182757753353928704_n.jpg,BQV_D8aB20g,0,2017-02-10_11-53-39,"Ce cheval est peut-être « nez » pour mesurer la quantité d’eau, mais nous préférons faire appel à nos eerts. Nicole, hydrographe, dirige un relevé hydrologique sur les rives de la rivière Homathko, en Colombie-Britannique.",environnementcan,[],2017-02-10T11:53:39,[],False,"[""femmesdescience"",""fieldwork"",""scican"",""hydrographe"",""environnementcan"",""environnementcanada"",""chevaux"",""science"",""scienceettechnologie""]",3913646610,Ce cheval est peut nez pour mesurer la eau mais nous rons faire appel nos eerts Nicole hydrographe dirige un hydrologique sur les rives de la Homathko en Colombie Britannique,"['Ce', 'cheval', 'est', 'peut', 'nez', 'pour', 'mesurer', 'la', 'eau', 'mais', 'nous', 'rons', 'faire', 'appel', 'nos', 'eerts', 'Nicole', 'hydrographe', 'dirige', 'un', 'hydrologique', 'sur', 'les', 'rives', 'de', 'la', 'Homathko', 'en', 'Colombie', 'Britannique']","['ce', u'cheval', u'est', u'peut', u'nez', u'pour', u'mesur', 'la', u'eau', u'mai', u'nous', u'ron', u'fair', u'appel', u'nos', u'eert', u'nicol', u'hydrograph', u'dirig', 'un', u'hydrologiqu', u'sur', u'les', u'rive', 'de', 'la', u'homathko', 'en', u'colombi', u'britanniqu']"
93,20,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d99860b52767e251fa8f1901b39e8eb/5AE86416/t51.2885-15/e35/25008840_146091132629712_6341180258019966976_n.jpg,BQX239Ohdjn,1,2017-02-11_05-20-35,"Le février marque la Journée internationale des femmes et des filles de science! Nous avons l’honneur de travailler avec des scientifiques plus que géniales, incluant ces trois femmes! Jesse, Marianna et Sara sont des météorologistes qui travaillent au Centre de prévisions de tempêtes des Prairies et de l’Arctique. Elles sont diplômées du Programme des sciences atmosphériques de l'Université de l'Alberta. Impressionnant n’est-ce pas !!??? 🤗 étéorologues étéo étéorologie",environnementcan,[],2017-02-11T05:20:35,[],False,"[""femmesdescience"",""scienceettechnologie"",""météorologues"",""météo"",""météorologie"",""environmentcan"",""environnementcanada""]",3913646610,Le vrier marque la internationale des femmes et des filles de science Nous avons honneur de travailler avec des scientifiques plus que niales incluant ces trois femmes Jesse Marianna et Sara sont des orologistes qui travaillent au Centre de visions de des Prairies et de Arctique Elles sont es du Programme des sciences riques de de Alberta Impressionnant est ce pas orologues orologie,"['Le', 'vrier', 'marque', 'la', 'internationale', 'des', 'femmes', 'et', 'des', 'filles', 'de', 'science', 'Nous', 'avons', 'honneur', 'de', 'travailler', 'avec', 'des', 'scientifiques', 'plus', 'que', 'niales', 'incluant', 'ces', 'trois', 'femmes', 'Jesse', 'Marianna', 'et', 'Sara', 'sont', 'des', 'orologistes', 'qui', 'travaillent', 'au', 'Centre', 'de', 'visions', 'de', 'des', 'Prairies', 'et', 'de', 'Arctique', 'Elles', 'sont', 'es', 'du', 'Programme', 'des', 'sciences', 'riques', 'de', 'de', 'Alberta', 'Impressionnant', 'est', 'ce', 'pas', 'orologues', 'orologie']","['le', u'vrier', u'marqu', 'la', u'international', u'des', u'femm', 'et', u'des', u'fill', 'de', u'scienc', u'nous', u'avon', u'honneur', 'de', u'travail', u'avec', u'des', u'scientifiqu', u'plus', u'que', u'nial', u'incluant', u'ces', u'troi', u'femm', u'jess', u'marianna', 'et', u'sara', u'sont', u'des', u'orologist', u'qui', u'travail', 'au', u'centr', 'de', u'vision', 'de', u'des', u'prairi', 'et', 'de', u'arctiqu', u'ell', u'sont', 'es', 'du', u'programm', u'des', u'scienc', u'riqu', 'de', 'de', u'alberta', u'impressionn', u'est', 'ce', u'pas', u'orologu', u'orologi']"
94,9,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c861f390eaff71834af55d681bea5916/5ADB3811/t51.2885-15/e35/24327875_363037114155977_2805613620048691200_n.jpg,BQYXZxsh5cP,0,2017-02-11_10-04-49,"Deux grandes amies : La biologiste Judith Kennedy du Service canadien de la faune, et Carlitos, sa Paruline du Canada géante.",environnementcan,[],2017-02-11T10:04:49,[],False,"[""femmesdessciences"",""cdnsci"",""oiseauxmigrateurs""]",3913646610,Deux grandes amies La biologiste Judith Kennedy du Service canadien de la faune et Carlitos sa Paruline du Canada ante,"['Deux', 'grandes', 'amies', 'La', 'biologiste', 'Judith', 'Kennedy', 'du', 'Service', 'canadien', 'de', 'la', 'faune', 'et', 'Carlitos', 'sa', 'Paruline', 'du', 'Canada', 'ante']","[u'deux', u'grand', u'ami', 'la', u'biologist', u'judith', u'kennedi', 'du', u'servic', u'canadien', 'de', 'la', u'faun', 'et', u'carlito', 'sa', u'parulin', 'du', u'canada', u'ant']"
95,9,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/80a211d679dfe6394aa2aead29a1d709/5AE3A8F6/t51.2885-15/e35/24327550_129876327692635_424499801439076352_n.jpg,BQdVgGThBpW,0,2017-02-13_08-24-25,"Voici une photo de notre deuxième , les bureaux d’Eastgate à Edmonton (notre siège social est à Gatineau, au Québec). Le bâtiment a obtenu une certification LEED, catégorie or, en matière de santé humaine et environnementale. Le Service canadien de la faune, le Centre de prévisions de tempêtes des Prairies et de l’Arctique, le Centre météorologique canadien pour l’aviation et le Service de la qualité de l’air travaillent tous à partir de ce bâtiment. étéo é éveloppementDurable écologique Éco",environnementcan,[],2017-02-13T08:24:25,[],False,"[""batimentleed"",""météo"",""durabilité"",""développementdurable"",""écologique"",""éco"",""certificationleed"",""environnementcan"",""environnementcanada""]",3913646610,Voici une photo de notre les bureaux Eastgate Edmonton notre ge social est Gatineau au bec Le timent obtenu une certification LEED gorie en de humaine et environnementale Le Service canadien de la faune le Centre de visions de des Prairies et de Arctique le Centre orologique canadien pour aviation et le Service de la de air travaillent tous partir de ce timent veloppementDurable cologique co,"['Voici', 'une', 'photo', 'de', 'notre', 'les', 'bureaux', 'Eastgate', 'Edmonton', 'notre', 'ge', 'social', 'est', 'Gatineau', 'au', 'bec', 'Le', 'timent', 'obtenu', 'une', 'certification', 'LEED', 'gorie', 'en', 'de', 'humaine', 'et', 'environnementale', 'Le', 'Service', 'canadien', 'de', 'la', 'faune', 'le', 'Centre', 'de', 'visions', 'de', 'des', 'Prairies', 'et', 'de', 'Arctique', 'le', 'Centre', 'orologique', 'canadien', 'pour', 'aviation', 'et', 'le', 'Service', 'de', 'la', 'de', 'air', 'travaillent', 'tous', 'partir', 'de', 'ce', 'timent', 'veloppementDurable', 'cologique', 'co']","[u'voici', u'une', u'photo', 'de', u'notr', u'les', u'bureaux', u'eastgat', u'edmonton', u'notr', 'ge', u'social', u'est', u'gatineau', 'au', u'bec', 'le', u'timent', u'obtenu', u'une', u'certif', u'leed', u'gori', 'en', 'de', u'humain', 'et', u'environnemental', 'le', u'servic', u'canadien', 'de', 'la', u'faun', 'le', u'centr', 'de', u'vision', 'de', u'des', u'prairi', 'et', 'de', u'arctiqu', 'le', u'centr', u'orologiqu', u'canadien', u'pour', u'aviat', 'et', 'le', u'servic', 'de', 'la', 'de', u'air', u'travail', u'tous', u'partir', 'de', 'ce', u'timent', u'veloppementdur', u'cologiqu', 'co']"
96,6,1.45e+18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a3bb6eae0185641a032e63f06bb899ad/5A637EA4/t50.2886-16/24988397_1793059087659467_6390683595807129600_n.mp4,GraphVideo,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f3ede01518b4a588cb400b1537c63046/5A63E465/t51.2885-15/e15/24331742_151878755443951_8866405051342520320_n.jpg,BQfylPkhf1Y,0,2017-02-14_07-17-00,"Célébrons les ans du Canada, et ans de nature – une partie de notre patrimoine.Nous voulons voir VOS photos. Montrez-nous ce que représente à vos yeux le patrimoine naturel du Canada. Utilisez le mot-clic et courez la chance d’apparaître dans notre fil!",environnementcan,[],2017-02-14T07:17:00,[],True,"[""ecan150"",""canada150"",""can150"",""explorecanada"",""canada"",""canadiens"",""environnementcanada""]",3913646610,brons les ans du Canada et ans de nature une partie de notre patrimoine Nous voulons voir VOS photos Montrez nous ce que sente vos yeux le patrimoine naturel du Canada Utilisez le mot clic et courez la chance tre dans notre fil,"['brons', 'les', 'ans', 'du', 'Canada', 'et', 'ans', 'de', 'nature', 'une', 'partie', 'de', 'notre', 'patrimoine', 'Nous', 'voulons', 'voir', 'VOS', 'photos', 'Montrez', 'nous', 'ce', 'que', 'sente', 'vos', 'yeux', 'le', 'patrimoine', 'naturel', 'du', 'Canada', 'Utilisez', 'le', 'mot', 'clic', 'et', 'courez', 'la', 'chance', 'tre', 'dans', 'notre', 'fil']","[u'bron', u'les', u'an', 'du', u'canada', 'et', u'an', 'de', u'natur', u'une', u'parti', 'de', u'notr', u'patrimoin', u'nous', u'voulon', u'voir', u'vos', u'photo', u'montrez', u'nous', 'ce', u'que', u'sent', u'vos', u'yeux', 'le', u'patrimoin', u'naturel', 'du', u'canada', u'utilisez', 'le', u'mot', u'clic', 'et', u'courez', 'la', u'chanc', u'tre', u'dan', u'notr', u'fil']"
97,9,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9a131cdf2d0a8b8e6f3a11e3d5577290/5AF0E28E/t51.2885-15/e35/24327657_881620152028173_1846321859759439872_n.jpg,BQidv-gBf06,0,2017-02-15_08-12-41,"Le refuge d’oiseaux migrateurs du golfe de la Reine-Maud n’a peut-être pas ans, mais c’est un trésor caché! Cette magnifique région de l’Arctique canadien est un habitat de reproduction important pour les oiseaux migrateurs comme l’Oie de Ross. Il s’étend sur km2 de terres et d’eau, la plus grande aire protégée du Canada! Wow!En apprenant à mieux connaître ces trésors nationaux, nous contribuons à les conserver et à célébrer . égée :Kiel Drake",environnementcan,[],2017-02-15T08:12:41,[],False,"[""canada150"",""eccan150"",""environnementcanada"",""servicecanadiendelafaune"",""aireprotégée"",""oies"",""oiseauxmigrateurs"",""arctique""]",3913646610,Le refuge oiseaux migrateurs du golfe de la Reine Maud peut pas ans mais est un sor Cette magnifique gion de Arctique canadien est un habitat de reproduction important pour les oiseaux migrateurs comme Oie de Ross Il tend sur km2 de terres et eau la plus grande aire du Canada Wow En apprenant mieux tre ces sors nationaux nous contribuons les conserver et brer Kiel Drake,"['Le', 'refuge', 'oiseaux', 'migrateurs', 'du', 'golfe', 'de', 'la', 'Reine', 'Maud', 'peut', 'pas', 'ans', 'mais', 'est', 'un', 'sor', 'Cette', 'magnifique', 'gion', 'de', 'Arctique', 'canadien', 'est', 'un', 'habitat', 'de', 'reproduction', 'important', 'pour', 'les', 'oiseaux', 'migrateurs', 'comme', 'Oie', 'de', 'Ross', 'Il', 'tend', 'sur', 'km2', 'de', 'terres', 'et', 'eau', 'la', 'plus', 'grande', 'aire', 'du', 'Canada', 'Wow', 'En', 'apprenant', 'mieux', 'tre', 'ces', 'sors', 'nationaux', 'nous', 'contribuons', 'les', 'conserver', 'et', 'brer', 'Kiel', 'Drake']","['le', u'refug', u'oiseaux', u'migrateur', 'du', u'golf', 'de', 'la', u'rein', u'maud', u'peut', u'pas', u'an', u'mai', u'est', 'un', u'sor', u'cett', u'magnifiqu', u'gion', 'de', u'arctiqu', u'canadien', u'est', 'un', u'habitat', 'de', u'reproduct', u'import', u'pour', u'les', u'oiseaux', u'migrateur', u'comm', u'oie', 'de', u'ross', 'il', u'tend', u'sur', u'km2', 'de', u'terr', 'et', u'eau', 'la', u'plus', u'grand', u'air', 'du', u'canada', u'wow', 'en', u'appren', u'mieux', u'tre', u'ces', u'sor', u'nationaux', u'nous', u'contribuon', u'les', u'conserv', 'et', u'brer', u'kiel', u'drake']"
98,24,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6d19f6524fcd344c5912f267e853f61c/5ADCFCF9/t51.2885-15/e35/25008648_946303898850629_3549923584065404928_n.jpg,BQlbwZUgtue,0,2017-02-16_11-52-59,"L’Île de Sable est souvent nommée le « cimetière de l’Atlantique » en raison de ses nombreuses épaves . Un refuge d’oiseaux migrateurs a été créé sur l’île en . Il couvre toute l’île, un croissant de sable qui s’étend d’est en ouest sur près de kilomètres. On y trouve même des chevaux sauvages! égée",environnementcan,[],2017-02-16T11:52:59,[],False,"[""eccan150"",""environnementcanada"",""canada150"",""aireprotégée"",""oies"",""oiseauxmigrateurs"",""nouvelleecosse""]",3913646610,le de Sable est souvent le de Atlantique en raison de ses nombreuses paves Un refuge oiseaux migrateurs sur le en Il couvre toute le un croissant de sable qui tend est en ouest sur de tres trouve des chevaux sauvages,"['le', 'de', 'Sable', 'est', 'souvent', 'le', 'de', 'Atlantique', 'en', 'raison', 'de', 'ses', 'nombreuses', 'paves', 'Un', 'refuge', 'oiseaux', 'migrateurs', 'sur', 'le', 'en', 'Il', 'couvre', 'toute', 'le', 'un', 'croissant', 'de', 'sable', 'qui', 'tend', 'est', 'en', 'ouest', 'sur', 'de', 'tres', 'trouve', 'des', 'chevaux', 'sauvages']","['le', 'de', u'sabl', u'est', u'souvent', 'le', 'de', u'atlantiqu', 'en', u'raison', 'de', u'ses', u'nombreus', u'pave', 'un', u'refug', u'oiseaux', u'migrateur', u'sur', 'le', 'en', 'il', u'couvr', u'tout', 'le', 'un', u'croissant', 'de', u'sabl', u'qui', u'tend', u'est', 'en', u'ouest', u'sur', 'de', u'tres', u'trouv', u'des', u'chevaux', u'sauvag']"
99,15,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/64ff5b5f5a6b90da2328302b9962c356/5AEE4BA1/t51.2885-15/e35/25008402_357076744703795_8434044854161375232_n.jpg,BQnlpTZgnzz,1,2017-02-17_07-57-53,"À ECCC, nous sommes des étéo! Cet ÉchoDuPassé est une photo prise à éal en !Nous adorons les photos de l’hiver parce que… qu’y a-t-il de plus que les paysages d’? Partagez vos photos avec ! ête :Bibliothèque et Archives Canada/a022473",environnementcan,[],2017-02-17T07:57:53,[],False,"[""fousdemétéo"",""échodupassé"",""montréal"",""canadien"",""hiver"",""eccan150"",""hivercanadien"",""tempête"",""plaisirsdhiver"",""canada150""]",3913646610,ECCC nous sommes des Cet est une photo prise al en Nous adorons les photos de hiver parce il de plus que les paysages Partagez vos photos avec que et Archives Canada a022473,"['ECCC', 'nous', 'sommes', 'des', 'Cet', 'est', 'une', 'photo', 'prise', 'al', 'en', 'Nous', 'adorons', 'les', 'photos', 'de', 'hiver', 'parce', 'il', 'de', 'plus', 'que', 'les', 'paysages', 'Partagez', 'vos', 'photos', 'avec', 'que', 'et', 'Archives', 'Canada', 'a022473']","[u'eccc', u'nous', u'somm', u'des', u'cet', u'est', u'une', u'photo', u'prise', 'al', 'en', u'nous', u'adoron', u'les', u'photo', 'de', u'hiver', u'parc', 'il', 'de', u'plus', u'que', u'les', u'paysag', u'partagez', u'vos', u'photo', u'avec', u'que', 'et', u'archiv', u'canada', u'a022473']"
100,11,1.45e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e768197748f523e1c149c1fb1b66d79c/5AEE2C73/t51.2885-15/e35/25006249_342025746270627_7220723812881399808_n.jpg,BQvN4wJgPD2,2,2017-02-20_07-04-12,Entendez-vous l’appel de la montagne? Elle vous dit ! La est une magnifique province qui possède le plus grand pourcentage de terres protégées! Pouvez-vous deviner le pourcentage total de sa masse terrestre protégé?,environnementcan,[],2017-02-20T07:04:12,[],False,"[""merci"",""colombiebritannique"",""montagnes"",""collines"",""ouestcanadien"",""canada150"",""environnementcanada"",""faunecanadienne"",""paysagecanadien""]",3913646610,Entendez vous appel de la montagne Elle vous dit La est une magnifique province qui de le plus grand pourcentage de terres es Pouvez vous deviner le pourcentage total de sa masse terrestre,"['Entendez', 'vous', 'appel', 'de', 'la', 'montagne', 'Elle', 'vous', 'dit', 'La', 'est', 'une', 'magnifique', 'province', 'qui', 'de', 'le', 'plus', 'grand', 'pourcentage', 'de', 'terres', 'es', 'Pouvez', 'vous', 'deviner', 'le', 'pourcentage', 'total', 'de', 'sa', 'masse', 'terrestre']","[u'entendez', u'vous', u'appel', 'de', 'la', u'montagn', u'ell', u'vous', u'dit', 'la', u'est', u'une', u'magnifiqu', u'provinc', u'qui', 'de', 'le', u'plus', u'grand', u'pourcentag', 'de', u'terr', 'es', u'pouvez', u'vous', u'devin', 'le', u'pourcentag', u'total', 'de', 'sa', u'mass', u'terrestr']"
101,8,1.46e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/94576b9c5da1e06e7b1bae5e2515b4ba/5AEC92E9/t51.2885-15/e35/24327895_1498361696866903_7027311943664795648_n.jpg,BQxuxmNgepF,1,2017-02-21_06-30-04,"Bien que serait dérivé d’un ancien mot français qui signifie « grand bruit », il n’y a rien de turbulent en ce magnifique jour serein sur le lac Jolicure glacé, dans la réserve nationale de faune Tintamarre située à minutes de Sackville, au Nouveau-Brunswick, et d’Amherst, en Nouvelle-Écosse. Prenez vos raquettes et vos de fond et venez profitez de ce paysage paisible! égée Écosse",environnementcan,[],2017-02-21T06:30:04,[],False,"[""tintamarre"",""skis"",""paysagecanadien"",""faunecanadienne"",""aireprotégée"",""nouveaubrunswick"",""nouvelleécosse"",""environnementcanada"",""paysage"",""magnifique""]",3913646610,Bien que serait un ancien mot ais qui signifie grand bruit il rien de turbulent en ce magnifique jour serein sur le lac Jolicure dans la serve nationale de faune Tintamarre minutes de Sackville au Nouveau Brunswick et Amherst en Nouvelle cosse Prenez vos raquettes et vos de fond et venez profitez de ce paysage paisible cosse,"['Bien', 'que', 'serait', 'un', 'ancien', 'mot', 'ais', 'qui', 'signifie', 'grand', 'bruit', 'il', 'rien', 'de', 'turbulent', 'en', 'ce', 'magnifique', 'jour', 'serein', 'sur', 'le', 'lac', 'Jolicure', 'dans', 'la', 'serve', 'nationale', 'de', 'faune', 'Tintamarre', 'minutes', 'de', 'Sackville', 'au', 'Nouveau', 'Brunswick', 'et', 'Amherst', 'en', 'Nouvelle', 'cosse', 'Prenez', 'vos', 'raquettes', 'et', 'vos', 'de', 'fond', 'et', 'venez', 'profitez', 'de', 'ce', 'paysage', 'paisible', 'cosse']","[u'bien', u'que', u'serait', 'un', u'ancien', u'mot', u'ai', u'qui', u'signifi', u'grand', u'bruit', 'il', u'rien', 'de', u'turbul', 'en', 'ce', u'magnifiqu', u'jour', u'serein', u'sur', 'le', u'lac', u'jolicur', u'dan', 'la', u'serv', u'national', 'de', u'faun', u'tintamarr', u'minut', 'de', u'sackvill', 'au', u'nouveau', u'brunswick', 'et', u'amherst', 'en', u'nouvell', u'coss', u'prenez', u'vos', u'raquett', 'et', u'vos', 'de', u'fond', 'et', u'venez', u'profitez', 'de', 'ce', u'paysag', u'paisibl', u'coss']"
102,9,1.46e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5b86a88d4660b1f455ec134cac300b06/5AED699C/t51.2885-15/e35/25009251_297654727412072_2403876939119984640_n.jpg,BQx66-AASID,0,2017-02-21_08-16-12,Au musée de l'aviation pour Énergie avec nos amis!,environnementcan,[],2017-02-21T08:16:12,"[""letstalkenergy""]",False,"[""parlonsénergie""]",3913646610,Au de aviation pour nergie avec nos amis,"['Au', 'de', 'aviation', 'pour', 'nergie', 'avec', 'nos', 'amis']","['au', 'de', u'aviat', u'pour', u'nergi', u'avec', u'nos', u'ami']"
103,8,1.46e+18,,GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0089b5efd5d21e1b803bec33b1d16349/5ADC51F7/t51.2885-15/e35/24331603_1925200907743556_51320048823828480_n.jpg,BQyFQ4Cgqjg,2,2017-02-21_09-46-34,La salle est pleine Énergie,environnementcan,[],2017-02-21T09:46:34,"[""letstalkenergy""]",False,"[""parlonsénergie""]",3913646610,La salle est pleine nergie,"['La', 'salle', 'est', 'pleine', 'nergie']","['la', u'sall', u'est', u'plein', u'nergi']"
