,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
10,10,945523928583278593,37,0,2017-12-26 05:17:26,: Our personnel work /7/365 - keeping our waters safe. Happy Holidays to our crews and personel on and off duty. Thank you for…,[],[],personnel work 365 keeping waters safe Happy Holidays crews personel duty Thank,"['personnel', 'work', '365', 'keeping', 'waters', 'safe', 'Happy', 'Holidays', 'crews', 'personel', 'duty', 'Thank']","[u'personnel', u'work', u'365', u'keep', u'water', u'safe', u'happi', u'holiday', u'crew', u'personel', u'duti', u'thank']",RT @CCG_GCC: Our personnel work 24/7/365 - keeping our waters safe. Happy Holidays to our crews and personel on and off duty. Thank you for…
11,11,945383675092459520,4,8,2017-12-25 20:00:07,Happy holidays from !,[],['https://t.co/lspjkIa677'],Happy holidays,"['Happy', 'holidays']","[u'happi', u'holiday']",Happy holidays from @DFO_Pacific ! https://t.co/lspjkIa677
12,12,945016270050775040,5,11,2017-12-24 19:40:10,"Colourful sea urchins from the Pacific, as beautiful as any holiday ornament!",[],['https://t.co/YyJUgztEoT'],Colourful sea urchins Pacific beautiful holiday ornament,"['Colourful', 'sea', 'urchins', 'Pacific', 'beautiful', 'holiday', 'ornament']","[u'colour', u'sea', u'urchin', u'pacif', u'beauti', u'holiday', u'ornament']","Colourful sea urchins from the Pacific, as beautiful as any holiday ornament! https://t.co/YyJUgztEoT"
13,13,944718611498917894,0,2,2017-12-23 23:57:23,Will your sport caught salmon be a holiday season gift? Make sure you package it right. The bow on top is optional!,[],"['https://t.co/sSb0umWk3l', 'https://t.co/75GJWLsTCz']",sport caught salmon holiday season gift Make sure package right bow top optional,"['sport', 'caught', 'salmon', 'holiday', 'season', 'gift', 'Make', 'sure', 'package', 'right', 'bow', 'top', 'optional']","[u'sport', u'caught', u'salmon', u'holiday', u'season', u'gift', u'make', u'sure', u'packag', u'right', u'bow', u'top', u'option']",Will your sport caught salmon be a holiday season gift? Make sure you package it right. The bow on top is optional! https://t.co/sSb0umWk3l https://t.co/75GJWLsTCz
14,14,944348999959576576,0,0,2017-12-22 23:28:41,Fishery Licence Units will be closed during parts of the holiday season. Limited phone service available at -877-535-7307: dc,[],['https://t.co/oXmsBVhp'],Fishery Licence Units closed parts holiday season Limited phone service available 877 535 7307 dc,"['Fishery', 'Licence', 'Units', 'closed', 'parts', 'holiday', 'season', 'Limited', 'phone', 'service', 'available', '877', '535', '7307', 'dc']","[u'fisheri', u'licenc', u'unit', u'close', u'part', u'holiday', u'season', u'limit', u'phone', u'servic', u'avail', u'877', u'535', u'7307', 'dc']",Fishery Licence Units will be closed during parts of the holiday season. Limited phone service available at 1-877-535-7307: https://t.co/oXmsBVhpdc
15,15,944347238163197952,0,0,2017-12-22 23:21:41,New Red Tide/PSP bivalve closure: Subarea -7. FN1307,['#shellfish'],"['https://t.co/sfFcScUSL6', 'https://t.co/a8VwODWPC6']",New Red Tide PSP bivalve closure Subarea FN1307,"['New', 'Red', 'Tide', 'PSP', 'bivalve', 'closure', 'Subarea', 'FN1307']","[u'new', u'red', u'tide', u'psp', u'bivalv', u'closur', u'subarea', u'fn1307']",New Red Tide/PSP bivalve #shellfish closure: Subarea 18-7. FN1307 https://t.co/sfFcScUSL6 https://t.co/a8VwODWPC6
16,16,944289645784952832,0,1,2017-12-22 19:32:50,A new fishing rod complete with barbless hooks might be someone’s best holiday present ever!,[],"['https://t.co/meELlbTDYZ', 'https://t.co/KXddFtEpab']",new fishing rod complete barbless hooks might best holiday present ever,"['new', 'fishing', 'rod', 'complete', 'barbless', 'hooks', 'might', 'best', 'holiday', 'present', 'ever']","[u'new', u'fish', u'rod', u'complet', u'barbless', u'hook', u'might', u'best', u'holiday', u'present', u'ever']",A new fishing rod complete with barbless hooks might be someone’s best holiday present ever! https://t.co/meELlbTDYZ https://t.co/KXddFtEpab
17,17,943986391364653059,1,0,2017-12-21 23:27:48,"New Red Tide/PSP bivalve closure: Subareas -2, -3, -6, -8, and -9 . FN1304",['#shellfish'],"['https://t.co/dKGVEXa9ok', 'https://t.co/47fy3kffER']",New Red Tide PSP bivalve closure Subareas FN1304,"['New', 'Red', 'Tide', 'PSP', 'bivalve', 'closure', 'Subareas', 'FN1304']","[u'new', u'red', u'tide', u'psp', u'bivalv', u'closur', u'subarea', u'fn1304']","New Red Tide/PSP bivalve #shellfish closure: Subareas 17-2, 17-3, 17-6, 17-8, and 17-9 . FN1304 https://t.co/dKGVEXa9ok https://t.co/47fy3kffER"
18,18,943903268949852161,23,0,2017-12-21 17:57:30,": Once thought to be extinct worldwide, the Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs are globally unique, with…",[],[],thought extinct worldwide Hecate Strait Queen Charlotte Sound Glass Sponge Reefs globally unique,"['thought', 'extinct', 'worldwide', 'Hecate', 'Strait', 'Queen', 'Charlotte', 'Sound', 'Glass', 'Sponge', 'Reefs', 'globally', 'unique']","[u'thought', u'extinct', u'worldwid', u'hecat', u'strait', u'queen', u'charlott', u'sound', u'glass', u'spong', u'reef', u'global', u'uniqu']","RT @DFO_MPO: Once thought to be extinct worldwide, the Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs are globally unique, with…"
19,19,943897343086219264,9,0,2017-12-21 17:33:58,: We’re proud to announce that the Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs – a Marine Protected Area off the…,[],[],proud announce Hecate Strait Queen Charlotte Sound Glass Sponge Reefs Marine Protected Area,"['proud', 'announce', 'Hecate', 'Strait', 'Queen', 'Charlotte', 'Sound', 'Glass', 'Sponge', 'Reefs', 'Marine', 'Protected', 'Area']","[u'proud', u'announc', u'hecat', u'strait', u'queen', u'charlott', u'sound', u'glass', u'spong', u'reef', u'marin', u'protect', u'area']",RT @DFO_MPO: We’re proud to announce that the Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs – a Marine Protected Area off the…
20,20,943564391110336512,11,0,2017-12-20 19:30:56,": . Minimal risk of farmed fish transferring IHNV to wild salmon in Discovery Islands, BC D",[],['https://t.co/Dnw7FAHSw'],Minimal risk farmed fish transferring IHNV wild salmon Discovery Islands BC,"['Minimal', 'risk', 'farmed', 'fish', 'transferring', 'IHNV', 'wild', 'salmon', 'Discovery', 'Islands', 'BC']","[u'minim', u'risk', u'farm', u'fish', u'transfer', u'ihnv', u'wild', u'salmon', u'discoveri', u'island', 'bc']","RT @NewsroomGC: .@DFO_MPO Minimal risk of farmed fish transferring IHNV to wild salmon in Discovery Islands, BC https://t.co/Dnw7FAHSwD"
21,21,943553941014532101,2,3,2017-12-20 18:49:24,We’re excited to be hosting and at the Institute of Ocean Sciences in on February . Sign up now! 0,['#Sidney'],['https://t.co/jtg8ogBjf'],excited hosting Institute Ocean Sciences February Sign,"['excited', 'hosting', 'Institute', 'Ocean', 'Sciences', 'February', 'Sign']","[u'excit', u'host', u'institut', u'ocean', u'scienc', u'februari', u'sign']",We’re excited to be hosting @GirlsFly_Too and @AchieveGirl at the Institute of Ocean Sciences in #Sidney on February 3. Sign up now! https://t.co/jtg8ogBjf0
22,22,943345098925985792,0,1,2017-12-20 04:59:32,The DFO Pacific site &amp; Fishery Notices are now restored. Thank you for your patience.,[],[],DFO Pacific site amp Fishery Notices restored Thank patience,"['DFO', 'Pacific', 'site', 'amp', 'Fishery', 'Notices', 'restored', 'Thank', 'patience']","[u'dfo', u'pacif', u'site', u'amp', u'fisheri', u'notic', u'restor', u'thank', u'patienc']",The DFO Pacific site &amp; Fishery Notices are now restored. Thank you for your patience.
23,23,943307658693660672,0,0,2017-12-20 02:30:46,The DFO Pacific site &amp; Fishery Notice system are down for maintenance. We appreciate your patience.,[],[],DFO Pacific site amp Fishery Notice system maintenance appreciate patience,"['DFO', 'Pacific', 'site', 'amp', 'Fishery', 'Notice', 'system', 'maintenance', 'appreciate', 'patience']","[u'dfo', u'pacif', u'site', u'amp', u'fisheri', u'notic', u'system', u'mainten', u'appreci', u'patienc']",The DFO Pacific site &amp; Fishery Notice system are down for maintenance. We appreciate your patience.
24,24,943259236343087105,0,0,2017-12-19 23:18:21,New Red Tide/PSP bivalve closures: Subareas -5 and -10. FN1297,['#shellfish'],"['https://t.co/cMNZeM0hY5', 'https://t.co/4jR4jLaGMn']",New Red Tide PSP bivalve closures Subareas 10 FN1297,"['New', 'Red', 'Tide', 'PSP', 'bivalve', 'closures', 'Subareas', '10', 'FN1297']","[u'new', u'red', u'tide', u'psp', u'bivalv', u'closur', u'subarea', '10', u'fn1297']",New Red Tide/PSP bivalve #shellfish closures: Subareas 6-5 and 6-10. FN1297 https://t.co/cMNZeM0hY5 https://t.co/4jR4jLaGMn
25,25,943200316211847169,3,0,2017-12-19 19:24:13,": We’re enhancing our data of wind, waves and currents in ports across Canada to support safe marine navigation",[],['https://t.\xe2\x80\xa6'],enhancing data wind waves currents ports across Canada support safe marine navigation,"['enhancing', 'data', 'wind', 'waves', 'currents', 'ports', 'across', 'Canada', 'support', 'safe', 'marine', 'navigation']","[u'enhanc', u'data', u'wind', u'wave', u'current', u'port', u'across', u'canada', u'support', u'safe', u'marin', u'navig']","RT @DFO_Science: We’re enhancing our data of wind, waves and currents in 6 ports across Canada to support safe marine navigation
https://t.…"
26,26,943180462121476096,1,0,2017-12-19 18:05:20,Habitat necessary for the survival and recovery of Northern is now protected under the Species at Risk Act.,"['#endangered', '#Abalone']","['https://t.co/andbGdARUO', 'https://t.co/veZ31gNYsV']",Habitat necessary survival recovery Northern protected Species Risk Act,"['Habitat', 'necessary', 'survival', 'recovery', 'Northern', 'protected', 'Species', 'Risk', 'Act']","[u'habitat', u'necessari', u'surviv', u'recoveri', u'northern', u'protect', u'speci', u'risk', u'act']",Habitat necessary for the survival and recovery of #endangered Northern #Abalone is now protected under the Species at Risk Act. https://t.co/andbGdARUO https://t.co/veZ31gNYsV
27,27,942859991463219200,19,0,2017-12-18 20:51:54,: Our scientists are doing more research to better understand how oil behaves in water and to help protect https:…,['#OurCoasts'],[],scientists research better understand oil behaves water help protect https,"['scientists', 'research', 'better', 'understand', 'oil', 'behaves', 'water', 'help', 'protect', 'https']","[u'scientist', u'research', u'better', u'understand', u'oil', u'behav', u'water', u'help', u'protect', u'https']",RT @DFO_Science: Our scientists are doing more research to better understand how oil behaves in water and to help protect #OurCoasts https:…
28,28,942821163016904705,59,0,2017-12-18 18:17:36,": Starting today, fisheries and aquaculture industries can apply for funding to adopt clean technology that reduce environmenta…",[],[],Starting today fisheries aquaculture industries apply funding adopt clean technology reduce,"['Starting', 'today', 'fisheries', 'aquaculture', 'industries', 'apply', 'funding', 'adopt', 'clean', 'technology', 'reduce']","[u'start', u'today', u'fisheri', u'aquacultur', u'industri', u'appli', u'fund', u'adopt', u'clean', u'technolog', u'reduc']","RT @DFO_MPO: Starting today, fisheries and aquaculture industries can apply for funding to adopt clean technology that  reduce environmenta…"
29,29,942519805801893890,9,4,2017-12-17 22:20:07,"Help keep our waters clean! Debris and entanglements pose a serious threat to . To identify entangled animals, look for buoys or lines trailing behind or wrapped over the animal. Report the incident so we can safely remove the entangled gear. D",['#MarineMammals'],"['https://t.co/jJaGTW4Nm4', 'https://t.co/oPEaBjN2W']",Help keep waters clean Debris entanglements pose serious threat identify entangled animals look buoys lines trailing behind wrapped animal Report incident safely remove entangled gear,"['Help', 'keep', 'waters', 'clean', 'Debris', 'entanglements', 'pose', 'serious', 'threat', 'identify', 'entangled', 'animals', 'look', 'buoys', 'lines', 'trailing', 'behind', 'wrapped', 'animal', 'Report', 'incident', 'safely', 'remove', 'entangled', 'gear']","[u'help', u'keep', u'water', u'clean', u'debri', u'entangl', u'pose', u'serious', u'threat', u'identifi', u'entangl', u'anim', u'look', u'buoy', u'line', u'trail', u'behind', u'wrap', u'anim', u'report', u'incid', u'safe', u'remov', u'entangl', u'gear']","Help keep our waters clean! Debris and entanglements pose a serious threat to #MarineMammals. To identify entangled animals, look for buoys or lines trailing behind or wrapped over the animal. Report the incident so we can safely remove the entangled gear. https://t.co/jJaGTW4Nm4 https://t.co/oPEaBjN2WD"
30,30,942139810600378368,3,4,2017-12-16 21:10:09,"Looking to buy fresh ? Buy it safely. Don’t risk your health, fines, jail time and the future of fish resources. Make sure your seafood is from a legal . 8","['#seafood', '#fishery']","['https://t.co/jsLClS2maM', 'https://t.co/0ZaSKsfUz']",Looking buy fresh Buy safely risk health fines jail time future fish resources Make sure seafood legal,"['Looking', 'buy', 'fresh', 'Buy', 'safely', 'risk', 'health', 'fines', 'jail', 'time', 'future', 'fish', 'resources', 'Make', 'sure', 'seafood', 'legal']","[u'look', u'buy', u'fresh', u'buy', u'safe', u'risk', u'health', u'fine', u'jail', u'time', u'futur', u'fish', u'resourc', u'make', u'sure', u'seafood', u'legal']","Looking to buy fresh #seafood? Buy it safely. Don’t risk your health, fines, jail time and the future of fish resources. Make sure your seafood is from a legal #fishery. https://t.co/jsLClS2maM https://t.co/0ZaSKsfUz8"
31,31,941829351707877377,1,0,2017-12-16 00:36:30,"New Red Tide/PSP bivalve closures: Subareas -3, -4, -13 and -14. FN1287 8c",['#shellfish'],"['https://t.co/TBaapGSOch', 'https://t.co/HARobrGj']",New Red Tide PSP bivalve closures Subareas 13 14 FN1287 8c,"['New', 'Red', 'Tide', 'PSP', 'bivalve', 'closures', 'Subareas', '13', '14', 'FN1287', '8c']","[u'new', u'red', u'tide', u'psp', u'bivalv', u'closur', u'subarea', '13', '14', u'fn1287', '8c']","New Red Tide/PSP bivalve #shellfish closures: Subareas 24-3, 24-4, 24-13 and 24-14. FN1287 https://t.co/TBaapGSOch https://t.co/HARobrGj8c"
32,32,941757755798548485,9,0,2017-12-15 19:52:00,: Looks like our Smelt on the Shelf is visiting the rare glass sponge reefs on the Queen Charlotte Shelf off the coast of …,['#B'],[],Looks like Smelt Shelf visiting rare glass sponge reefs Queen Charlotte Shelf coast,"['Looks', 'like', 'Smelt', 'Shelf', 'visiting', 'rare', 'glass', 'sponge', 'reefs', 'Queen', 'Charlotte', 'Shelf', 'coast']","[u'look', u'like', u'smelt', u'shelf', u'visit', u'rare', u'glass', u'spong', u'reef', u'queen', u'charlott', u'shelf', u'coast']",RT @DFO_Science: Looks like our Smelt on the Shelf is visiting the rare glass sponge reefs on the Queen Charlotte Shelf off the coast of #B…
33,33,941431199926538240,0,0,2017-12-14 22:14:23,Don't let this be you. Check the current regulations and limits. Know before you go! 0d,[],"['https://t.co/NeJ43avYeF', 'https://t.co/qS5gCR8S']",let Check current regulations limits Know go 0d,"['let', 'Check', 'current', 'regulations', 'limits', 'Know', 'go', '0d']","[u'let', u'check', u'current', u'regul', u'limit', u'know', 'go', '0d']",Don't let this be you. Check the current regulations and limits. Know before you go! https://t.co/NeJ43avYeF https://t.co/qS5gCR8S0d
34,34,941371467626897409,0,0,2017-12-14 18:17:02,We are seeking Aquatic Science/Fisheries Technicians for short term remote field season work Northern BC. Apply online:,['#Whitehorse'],"['https://t.co/65ynOiWo0k', 'https://t.co/Md8t1SaBst']",seeking Aquatic Science Fisheries Technicians short term remote field season work Northern BC Apply online,"['seeking', 'Aquatic', 'Science', 'Fisheries', 'Technicians', 'short', 'term', 'remote', 'field', 'season', 'work', 'Northern', 'BC', 'Apply', 'online']","[u'seek', u'aquat', u'scienc', u'fisheri', u'technician', u'short', u'term', u'remot', u'field', u'season', u'work', u'northern', 'bc', u'appli', u'onlin']",We are seeking Aquatic Science/Fisheries Technicians for short term remote field season work #Whitehorse Northern BC. Apply online: https://t.co/65ynOiWo0k https://t.co/Md8t1SaBst
35,35,941355954850889728,2,1,2017-12-14 17:15:23,"Don’t forget! Online feedback on the draft implementation plan is due tomorrow, December th. We want to hear from you!",['#WildSalmonPolicy'],"['https://t.co/g81xj5GRLo', 'https://t.co/27RwoDJcOl']",forget Online feedback draft implementation plan due tomorrow December th want hear,"['forget', 'Online', 'feedback', 'draft', 'implementation', 'plan', 'due', 'tomorrow', 'December', 'th', 'want', 'hear']","[u'forget', u'onlin', u'feedback', u'draft', u'implement', u'plan', u'due', u'tomorrow', u'decemb', 'th', u'want', u'hear']","Don’t forget! Online feedback on the draft #WildSalmonPolicy implementation plan is due tomorrow, December 15th.  We want to hear from you! https://t.co/g81xj5GRLo https://t.co/27RwoDJcOl"
36,36,940673058674790401,6,0,2017-12-12 20:01:48,": Congrats to our Scientist Emeritus, Eddy Carmack on being awarded the International Mohn Prize for Outstanding Arctic Rese…",[],[],Congrats Scientist Emeritus Eddy Carmack awarded International Mohn Prize Outstanding Arctic,"['Congrats', 'Scientist', 'Emeritus', 'Eddy', 'Carmack', 'awarded', 'International', 'Mohn', 'Prize', 'Outstanding', 'Arctic']","[u'congrat', u'scientist', u'emeritus', u'eddi', u'carmack', u'award', u'intern', u'mohn', u'prize', u'outstand', u'arctic']","RT @DFO_Science: Congrats to our Scientist Emeritus, Eddy Carmack on being awarded the International Mohn Prize for Outstanding Arctic Rese…"
37,37,940670146435342336,3,1,2017-12-12 19:50:14,"patrol the to ensure fishing closures are respected. See suspicious activity on the water? Call -800-465-4336 to Observe, Record and Report.","['#FisheryOfficers', '#FraserRiver']","['https://t.co/LrEuL0kGSZ', 'https://t.co/awdrrCfbow']",patrol ensure fishing closures respected See suspicious activity water Call 800 465 4336 Observe Record Report,"['patrol', 'ensure', 'fishing', 'closures', 'respected', 'See', 'suspicious', 'activity', 'water', 'Call', '800', '465', '4336', 'Observe', 'Record', 'Report']","[u'patrol', u'ensur', u'fish', u'closur', u'respect', u'see', u'suspici', u'activ', u'water', u'call', u'800', u'465', u'4336', u'observ', u'record', u'report']","#FisheryOfficers patrol the #FraserRiver to ensure fishing closures are respected.  See suspicious activity on the water? Call 1-800-465-4336 to Observe, Record and Report.  https://t.co/LrEuL0kGSZ https://t.co/awdrrCfbow"
38,38,940407125372698624,1,1,2017-12-12 02:25:05,New Red Tide/PSP bivalve closure: Subarea -22. FN1275 U,['#shellfish'],"['https://t.co/PBRe9Vtzl', 'https://t.co/trpu613yas']",New Red Tide PSP bivalve closure Subarea 22 FN1275,"['New', 'Red', 'Tide', 'PSP', 'bivalve', 'closure', 'Subarea', '22', 'FN1275']","[u'new', u'red', u'tide', u'psp', u'bivalv', u'closur', u'subarea', '22', u'fn1275']",New Red Tide/PSP bivalve #shellfish closure: Subarea 5-22. FN1275 https://t.co/PBRe9VtzlU https://t.co/trpu613yas
39,39,940335764071690244,14,0,2017-12-11 21:41:31,: Congrats for completing a major step on the first Offshore Fisheries Science Vessel to launch under . The future…,['#NSS'],[],Congrats completing major step first Offshore Fisheries Science Vessel launch,"['Congrats', 'completing', 'major', 'step', 'first', 'Offshore', 'Fisheries', 'Science', 'Vessel', 'launch']","[u'congrat', u'complet', u'major', u'step', u'first', u'offshor', u'fisheri', u'scienc', u'vessel', u'launch']",RT @CCG_GCC: Congrats @Seaspan for completing a major step on the first Offshore Fisheries Science Vessel to launch under #NSS. The future…
40,40,940277564588912641,3,1,2017-12-11 17:50:15,Did you miss your chance to give feedback on the draft draft implementation plan? Now is your opportunity – you have until Friday December to provide feedback through our online form:,['#WildSalmonPolicy'],"['https://t.co/E4kzsYkddO', 'https://t.co/BaqYcBCwzT']",miss chance give feedback draft draft implementation plan opportunity Friday December provide feedback online form,"['miss', 'chance', 'give', 'feedback', 'draft', 'draft', 'implementation', 'plan', 'opportunity', 'Friday', 'December', 'provide', 'feedback', 'online', 'form']","[u'miss', u'chanc', u'give', u'feedback', u'draft', u'draft', u'implement', u'plan', u'opportun', u'friday', u'decemb', u'provid', u'feedback', u'onlin', u'form']",Did you miss your chance to give feedback on the draft #WildSalmonPolicy draft implementation plan?  Now is your opportunity – you have until Friday December 15 to provide feedback through our online form: https://t.co/E4kzsYkddO https://t.co/BaqYcBCwzT
41,41,939986234784411648,32,0,2017-12-10 22:32:37,": The future CCGS Sir John Franklin was launched, is free of the Careen and is now positioned at the Vancouver Dry dock. …",['#NSS'],[],future CCGS Sir John Franklin launched free Careen positioned Vancouver Dry dock,"['future', 'CCGS', 'Sir', 'John', 'Franklin', 'launched', 'free', 'Careen', 'positioned', 'Vancouver', 'Dry', 'dock']","[u'futur', u'ccgs', u'sir', u'john', u'franklin', u'launch', u'free', u'careen', u'posit', u'vancouv', u'dri', u'dock']","RT @CCG_GCC: The future CCGS Sir John Franklin was launched, is free of the Careen and is now positioned at the Vancouver Dry dock.  #NSS @…"
