,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
10,10,10,10,10,945524184758865921,4,0,2017-12-26 05:18:27,": Notre personnel travaille heures sur , jours sur , jours par année, pour assurer la sécurité de nos eaux. Joyeux t…",[],[],RT Notre personnel travaille 24 heures sur 24 jours sur 365 jours par pour assurer la de nos eaux Joyeux,"['RT', 'Notre', 'personnel', 'travaille', '24', 'heures', 'sur', '24', 'jours', 'sur', '365', 'jours', 'par', 'pour', 'assurer', 'la', 'de', 'nos', 'eaux', 'Joyeux']","['rt', u'notr', u'personnel', u'travaill', '24', u'heur', u'sur', '24', u'jour', u'sur', u'365', u'jour', u'par', u'pour', u'assur', 'la', 'de', u'nos', u'eaux', u'joyeux']","RT @GCC_CCG: Notre personnel travaille 24 heures sur 24, 7 jours sur 7, 365 jours par année, pour assurer la sécurité de nos eaux. Joyeux t…",0.0,Neutral,Environmental
11,11,11,11,11,945383866688311297,0,0,2017-12-25 20:00:52,Joyeuses fêtes de !,[],['https://t.co/fHAHdf9xHL'],Joyeuses de https co fHAHdf9xHL,"['Joyeuses', 'de', 'https', 'co', 'fHAHdf9xHL']","[u'joyeus', 'de', u'https', 'co', u'fhahdf9xhl']",Joyeuses fêtes de @MPO_Pacifique ! https://t.co/fHAHdf9xHL,0.0,Neutral,Social
12,12,12,12,12,945016269274787840,0,0,2017-12-24 19:40:10,"Des oursins colorés du Pacifique, aussi magnifiques que des décorations du temps des Fêtes!",[],['https://t.co/BsbHsH5CZf'],Des oursins du Pacifique aussi magnifiques que des corations du temps des https co BsbHsH5CZf,"['Des', 'oursins', 'du', 'Pacifique', 'aussi', 'magnifiques', 'que', 'des', 'corations', 'du', 'temps', 'des', 'https', 'co', 'BsbHsH5CZf']","[u'des', u'oursin', 'du', u'pacifiqu', u'aussi', u'magnifiqu', u'que', u'des', u'corat', 'du', u'temp', u'des', u'https', 'co', u'bsbhsh5czf']","Des oursins colorés du Pacifique, aussi magnifiques que des décorations du temps des Fêtes! https://t.co/BsbHsH5CZf",0.0,Neutral,Environmental
13,13,13,13,13,944718870115385344,0,0,2017-12-23 23:58:25,Offrirez-vous un saumon capturé dans le cadre d’une pêche sportive comme cadeau en cette période des Fêtes? Assurez-vous de bien l’emballer. Le chou est facultatif!,[],"['https://t.co/lfpHgwFfrQ', 'https://t.co/iCfH9gsXK3']",Offrirez vous un saumon dans le cadre une sportive comme cadeau en cette riode des Assurez vous de bien emballer Le chou est facultatif https co lfpHgwFfrQ https co iCfH9gsXK3,"['Offrirez', 'vous', 'un', 'saumon', 'dans', 'le', 'cadre', 'une', 'sportive', 'comme', 'cadeau', 'en', 'cette', 'riode', 'des', 'Assurez', 'vous', 'de', 'bien', 'emballer', 'Le', 'chou', 'est', 'facultatif', 'https', 'co', 'lfpHgwFfrQ', 'https', 'co', 'iCfH9gsXK3']","[u'offrirez', u'vous', 'un', u'saumon', u'dan', 'le', u'cadr', u'une', u'sportiv', u'comm', u'cadeau', 'en', u'cett', u'riod', u'des', u'assurez', u'vous', 'de', u'bien', u'embal', 'le', u'chou', u'est', u'facultatif', u'https', 'co', u'lfphgwffrq', u'https', 'co', u'icfh9gsxk3']",Offrirez-vous un saumon capturé dans le cadre d’une pêche sportive comme cadeau en cette période des Fêtes? Assurez-vous de bien l’emballer. Le chou est facultatif! https://t.co/lfpHgwFfrQ https://t.co/iCfH9gsXK3,0.0,Neutral,Environmental
14,14,14,14,14,944349499337707520,0,0,2017-12-22 23:30:40,Bureaux de permis de pêche fermés certains jours de la période des fêtes. Services téléphoniques limités au -877-535-7307.,[],['https://t.co/6OTr3mJATo'],Bureaux de permis de certains jours de la riode des Services phoniques au 877 535 7307 https co 6OTr3mJATo,"['Bureaux', 'de', 'permis', 'de', 'certains', 'jours', 'de', 'la', 'riode', 'des', 'Services', 'phoniques', 'au', '877', '535', '7307', 'https', 'co', '6OTr3mJATo']","[u'bureaux', 'de', u'permi', 'de', u'certain', u'jour', 'de', 'la', u'riod', u'des', u'servic', u'phoniqu', 'au', u'877', u'535', u'7307', u'https', 'co', u'6otr3mjato']",Bureaux de permis de pêche fermés certains jours de la période des fêtes. Services téléphoniques limités au 1-877-535-7307. https://t.co/6OTr3mJATo,0.0,Neutral,Environmental
15,15,15,15,15,944347482124963841,0,0,2017-12-22 23:22:39,Nouvelle fermeture de la récolte de due aux biotoxines : sous-secteur -7 AP1307,['#coquillages'],"['https://t.co/jvlRVSTs27', 'https://t.co/iaekU2MxAZ']",Nouvelle fermeture de la colte de coquillages due aux biotoxines sous secteur 18 AP1307 https co jvlRVSTs27 https co iaekU2MxAZ,"['Nouvelle', 'fermeture', 'de', 'la', 'colte', 'de', 'coquillages', 'due', 'aux', 'biotoxines', 'sous', 'secteur', '18', 'AP1307', 'https', 'co', 'jvlRVSTs27', 'https', 'co', 'iaekU2MxAZ']","[u'nouvell', u'fermetur', 'de', 'la', u'colt', 'de', u'coquillag', u'due', u'aux', u'biotoxin', u'sous', u'secteur', '18', u'ap1307', u'https', 'co', u'jvlrvsts27', u'https', 'co', u'iaeku2mxaz']",Nouvelle fermeture de la récolte de #coquillages due aux biotoxines : sous-secteur 18-7 AP1307 https://t.co/jvlRVSTs27 https://t.co/iaekU2MxAZ,-0.125,Neutral,Economical
16,16,16,16,16,944289832041373696,0,0,2017-12-22 19:33:34,Une nouvelle canne à pêche avec hameçon sans barbe pourrait être le cadeau des fêtes idéal! cC,[],"['https://t.co/GzjtYP74p3', 'https://t.co/shAOzoZv']",Une nouvelle canne avec sans barbe pourrait le cadeau des al https co GzjtYP74p3 https co shAOzoZvcC,"['Une', 'nouvelle', 'canne', 'avec', 'sans', 'barbe', 'pourrait', 'le', 'cadeau', 'des', 'al', 'https', 'co', 'GzjtYP74p3', 'https', 'co', 'shAOzoZvcC']","[u'une', u'nouvell', u'cann', u'avec', u'san', u'barb', u'pourrait', 'le', u'cadeau', u'des', 'al', u'https', 'co', u'gzjtyp74p3', u'https', 'co', u'shaozozvcc']",Une nouvelle canne à pêche avec hameçon sans barbe pourrait être le cadeau des fêtes idéal! https://t.co/GzjtYP74p3 https://t.co/shAOzoZvcC,0.0,Neutral,Environmental
17,17,17,17,17,943987119797792769,0,0,2017-12-21 23:30:42,"Nouvelle fermeture de la récolte de due aux biotoxines : sous-secteurs -2, -3, -6, -8, et -9.",['#coquillages'],"['https://t.co/V7LTfucgaP', 'https://t.co/c0QluSXzmM']",Nouvelle fermeture de la colte de coquillages due aux biotoxines sous secteurs 17 17 17 17 et 17 https co V7LTfucgaP https co c0QluSXzmM,"['Nouvelle', 'fermeture', 'de', 'la', 'colte', 'de', 'coquillages', 'due', 'aux', 'biotoxines', 'sous', 'secteurs', '17', '17', '17', '17', 'et', '17', 'https', 'co', 'V7LTfucgaP', 'https', 'co', 'c0QluSXzmM']","[u'nouvell', u'fermetur', 'de', 'la', u'colt', 'de', u'coquillag', u'due', u'aux', u'biotoxin', u'sous', u'secteur', '17', '17', '17', '17', 'et', '17', u'https', 'co', u'v7ltfucgap', u'https', 'co', u'c0qlusxzmm']","Nouvelle fermeture de la récolte de #coquillages due aux biotoxines : sous-secteurs 17-2, 17-3, 17-6, 17-8, et 17-9. https://t.co/V7LTfucgaP https://t.co/c0QluSXzmM",-0.125,Neutral,Economical
18,18,18,18,18,943903365150461953,1,0,2017-12-21 17:57:53,": Les récifs d’éponges siliceuses du détroit d’Hécate &amp; du bassin de la Reine-Charlotte qu’on croyait disparus, sont uniques au…",[],[],RT Les cifs ponges siliceuses du troit cate amp du bassin de la Reine Charlotte croyait disparus sont uniques,"['RT', 'Les', 'cifs', 'ponges', 'siliceuses', 'du', 'troit', 'cate', 'amp', 'du', 'bassin', 'de', 'la', 'Reine', 'Charlotte', 'croyait', 'disparus', 'sont', 'uniques']","['rt', u'les', u'cif', u'pong', u'siliceus', 'du', u'troit', u'cate', u'amp', 'du', u'bassin', 'de', 'la', u'rein', u'charlott', u'croyait', u'disparus', u'sont', u'uniqu']","RT @MPO_DFO: Les récifs d’éponges siliceuses du détroit d’Hécate &amp; du bassin de la Reine-Charlotte qu’on croyait disparus, sont uniques au…",0.0,Neutral,Environmental
19,19,19,19,19,943897439131586561,1,0,2017-12-21 17:34:20,: Les récifs d’éponges siliceuses du détroit d’Hécate &amp; du bassin de la Reine-Charlotte – zone de protection marine au large de…,[],[],RT Les cifs ponges siliceuses du troit cate amp du bassin de la Reine Charlotte zone de protection marine au large,"['RT', 'Les', 'cifs', 'ponges', 'siliceuses', 'du', 'troit', 'cate', 'amp', 'du', 'bassin', 'de', 'la', 'Reine', 'Charlotte', 'zone', 'de', 'protection', 'marine', 'au', 'large']","['rt', u'les', u'cif', u'pong', u'siliceus', 'du', u'troit', u'cate', u'amp', 'du', u'bassin', 'de', 'la', u'rein', u'charlott', u'zone', 'de', u'protect', u'marin', 'au', u'larg']",RT @MPO_DFO: Les récifs d’éponges siliceuses du détroit d’Hécate &amp; du bassin de la Reine-Charlotte – zone de protection marine au large de…,0.21428571428571427,Neutral,Environmental
20,20,20,20,20,943564478502920192,1,0,2017-12-20 19:31:16,: . Risque minime de transfert du VNHI du poisson d’élevage à celui sauvage aux îles Discovery (BC),[],['https://t.co\xe2\x80\xa6'],RT salledepresseGC Risque minime de transfert du VNHI du poisson levage celui sauvage aux les Discovery BC https,"['RT', 'salledepresseGC', 'Risque', 'minime', 'de', 'transfert', 'du', 'VNHI', 'du', 'poisson', 'levage', 'celui', 'sauvage', 'aux', 'les', 'Discovery', 'BC', 'https']","['rt', u'salledepressegc', u'risqu', u'minim', 'de', u'transfert', 'du', u'vnhi', 'du', u'poisson', u'levag', u'celui', u'sauvag', u'aux', u'les', u'discoveri', 'bc', u'https']",RT @salledepresseGC: .@MPO_DFO Risque minime de transfert du VNHI du poisson d’élevage à celui sauvage aux îles Discovery (BC) https://t.co…,0.0,Neutral,Social
21,21,21,21,21,943556302072176640,0,1,2017-12-20 18:58:47,Il nous fait un immense plaisir d’organiser les événements et à l’Institut des sciences de la mer à Sidney le février. Inscrivez-vous dès maintenant!,['#'],['https://t.co/ND3npnbRPm'],Il nous fait un immense plaisir organiser les nements et AchieveGirl Institut des sciences de la mer Sidney le vrier Inscrivez vous maintenant https co ND3npnbRPm,"['Il', 'nous', 'fait', 'un', 'immense', 'plaisir', 'organiser', 'les', 'nements', 'et', 'AchieveGirl', 'Institut', 'des', 'sciences', 'de', 'la', 'mer', 'Sidney', 'le', 'vrier', 'Inscrivez', 'vous', 'maintenant', 'https', 'co', 'ND3npnbRPm']","['il', u'nous', u'fait', 'un', u'immens', u'plaisir', u'organis', u'les', u'nement', 'et', u'achievegirl', u'institut', u'des', u'scienc', 'de', 'la', u'mer', u'sidney', 'le', u'vrier', u'inscrivez', u'vous', u'mainten', u'https', 'co', u'nd3npnbrpm']",Il nous fait un immense plaisir d’organiser les événements @GirlsFly_Too et @AchieveGirl à l’Institut des sciences de la mer à # Sidney le 3 février. Inscrivez-vous dès maintenant! https://t.co/ND3npnbRPm,0.0,Neutral,Environmental
22,22,22,22,22,943345254081748996,0,0,2017-12-20 05:00:09,Le site du MPO Pacifique et le système des avis de pêche sont rétablis. Merci de votre patience.,[],[],Le site du MPO Pacifique et le des avis de sont tablis Merci de votre patience,"['Le', 'site', 'du', 'MPO', 'Pacifique', 'et', 'le', 'des', 'avis', 'de', 'sont', 'tablis', 'Merci', 'de', 'votre', 'patience']","['le', u'site', 'du', u'mpo', u'pacifiqu', 'et', 'le', u'des', u'avi', 'de', u'sont', u'tabli', u'merci', 'de', u'votr', u'patienc']",Le site du MPO Pacifique et le système des avis de pêche sont rétablis. Merci de votre patience.,0.0,Neutral,Social
23,23,23,23,23,943307810070302725,0,0,2017-12-20 02:31:22,Le site du MPO Pacifique et le système des avis de pêche sont fermés pour entretien. Merci de votre patience.,[],[],Le site du MPO Pacifique et le des avis de sont pour entretien Merci de votre patience,"['Le', 'site', 'du', 'MPO', 'Pacifique', 'et', 'le', 'des', 'avis', 'de', 'sont', 'pour', 'entretien', 'Merci', 'de', 'votre', 'patience']","['le', u'site', 'du', u'mpo', u'pacifiqu', 'et', 'le', u'des', u'avi', 'de', u'sont', u'pour', u'entretien', u'merci', 'de', u'votr', u'patienc']",Le site du MPO Pacifique et le système des avis de pêche sont fermés pour entretien. Merci de votre patience.,0.0,Neutral,Social
24,24,24,24,24,943260064781135872,0,0,2017-12-19 23:21:39,Nouvelle fermeture de la récolte de due aux biotoxines : sous-secteurs -5 et -10. AP1297,['#coquillages'],"['https://t.co/SFr4pavLvL', 'https://t.co/7tLRSHYGfq']",Nouvelle fermeture de la colte de coquillages due aux biotoxines sous secteurs et 10 AP1297 https co SFr4pavLvL https co 7tLRSHYGfq,"['Nouvelle', 'fermeture', 'de', 'la', 'colte', 'de', 'coquillages', 'due', 'aux', 'biotoxines', 'sous', 'secteurs', 'et', '10', 'AP1297', 'https', 'co', 'SFr4pavLvL', 'https', 'co', '7tLRSHYGfq']","[u'nouvell', u'fermetur', 'de', 'la', u'colt', 'de', u'coquillag', u'due', u'aux', u'biotoxin', u'sous', u'secteur', 'et', '10', u'ap1297', u'https', 'co', u'sfr4pavlvl', u'https', 'co', u'7tlrshygfq']",Nouvelle fermeture de la récolte de #coquillages due aux biotoxines : sous-secteurs 6-5 et 6-10. AP1297 https://t.co/SFr4pavLvL https://t.co/7tLRSHYGfq,-0.125,Neutral,Economical
25,25,25,25,25,943200376744005633,1,0,2017-12-19 19:24:28,": Nous renforçons nos données sur les vents, les vagues &amp; les courants dans ports du Canada pour la sécurité de la navigat…",[],[],RT Nous ons nos es sur les vents les vagues amp les courants dans ports du Canada pour la de la,"['RT', 'Nous', 'ons', 'nos', 'es', 'sur', 'les', 'vents', 'les', 'vagues', 'amp', 'les', 'courants', 'dans', 'ports', 'du', 'Canada', 'pour', 'la', 'de', 'la']","['rt', u'nous', u'on', u'nos', 'es', u'sur', u'les', u'vent', u'les', u'vagu', u'amp', u'les', u'courant', u'dan', u'port', 'du', u'canada', u'pour', 'la', 'de', 'la']","RT @MPO_Science: Nous renforçons nos données sur les vents, les vagues &amp; les courants dans 6 ports du Canada pour la sécurité de la navigat…",0.0,Neutral,Environmental
