,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
10,10,10,10,10,943907757832527872,0,0,2017-12-21 18:15:21,Mise à jour – Accident d’hélicoptère près de Tweed (ON) : Carte illustrant la répartition globale sur le site de l’accident,[],['https://t.co/C7ooPRveeX'],Mise jour Accident de Tweed Carte illustrant la partition globale sur le site de accident https co C7ooPRveeX,"['Mise', 'jour', 'Accident', 'de', 'Tweed', 'Carte', 'illustrant', 'la', 'partition', 'globale', 'sur', 'le', 'site', 'de', 'accident', 'https', 'co', 'C7ooPRveeX']","[u'mise', u'jour', u'accid', 'de', u'tweed', u'cart', u'illustr', 'la', u'partit', u'global', u'sur', 'le', u'site', 'de', u'accid', u'https', 'co', u'c7ooprveex']",Mise à jour – Accident d’hélicoptère près de Tweed (ON) : Carte illustrant la répartition globale sur le site de l’accident https://t.co/C7ooPRveeX,0.0,Neutral,Economical
11,11,11,11,11,943906531380252672,2,0,2017-12-21 18:10:28,Mise à jour – Accident d’hélicoptère près de Tweed (ON) : Les passagers qui ne bouclent pas leur ceinture de sécurité risquent des blessures graves ou même la mort en cas d'urgence.,[],[],Mise jour Accident de Tweed Les passagers qui ne bouclent pas leur ceinture de risquent des blessures graves ou la mort en cas urgence,"['Mise', 'jour', 'Accident', 'de', 'Tweed', 'Les', 'passagers', 'qui', 'ne', 'bouclent', 'pas', 'leur', 'ceinture', 'de', 'risquent', 'des', 'blessures', 'graves', 'ou', 'la', 'mort', 'en', 'cas', 'urgence']","[u'mise', u'jour', u'accid', 'de', u'tweed', u'les', u'passag', u'qui', 'ne', u'bouclent', u'pas', u'leur', u'ceintur', 'de', u'risquent', u'des', u'blessur', u'grave', 'ou', 'la', u'mort', 'en', u'cas', u'urgenc']",Mise à jour – Accident d’hélicoptère près de Tweed (ON) : Les passagers qui ne bouclent pas leur ceinture de sécurité risquent des blessures graves ou même la mort en cas d'urgence.,0.0,Neutral,Environmental
12,12,12,12,12,943906496114495488,0,0,2017-12-21 18:10:20,Mise à jour – Photos prises sur le site de l’accident d’hélicoptère près de Tweed (ON),[],"['https://t.co/DdadeAF6bf', 'https://t.co/xmcOupoI7p']",Mise jour Photos prises sur le site de accident de Tweed https co DdadeAF6bf https co xmcOupoI7p,"['Mise', 'jour', 'Photos', 'prises', 'sur', 'le', 'site', 'de', 'accident', 'de', 'Tweed', 'https', 'co', 'DdadeAF6bf', 'https', 'co', 'xmcOupoI7p']","[u'mise', u'jour', u'photo', u'prise', u'sur', 'le', u'site', 'de', u'accid', 'de', u'tweed', u'https', 'co', u'ddadeaf6bf', u'https', 'co', u'xmcoupoi7p']",Mise à jour – Photos prises sur le site de l’accident d’hélicoptère près de Tweed (ON) https://t.co/DdadeAF6bf https://t.co/xmcOupoI7p,0.0,Neutral,Social
13,13,13,13,13,943905480979730432,2,0,2017-12-21 18:06:18,"Étant donné la gravité de l'accident près de Tweed (ON), le BST souhaite porter ceci à l'attention des eloitants d'hélicoptères : La cargaison doit être arrimée adéquatement en tout temps pour éviter qu'elle se déplace dans l'hélicoptère ou qu'elle en sorte pendant le vol.",[],[],tant la de accident de Tweed le BST souhaite porter ceci attention des exploitants res La cargaison doit quatement en tout temps pour viter qu elle se place dans ou qu elle en sorte pendant le vol,"['tant', 'la', 'de', 'accident', 'de', 'Tweed', 'le', 'BST', 'souhaite', 'porter', 'ceci', 'attention', 'des', 'exploitants', 'res', 'La', 'cargaison', 'doit', 'quatement', 'en', 'tout', 'temps', 'pour', 'viter', 'qu', 'elle', 'se', 'place', 'dans', 'ou', 'qu', 'elle', 'en', 'sorte', 'pendant', 'le', 'vol']","[u'tant', 'la', 'de', u'accid', 'de', u'tweed', 'le', u'bst', u'souhait', u'porter', u'ceci', u'attent', u'des', u'exploit', u'res', 'la', u'cargaison', u'doit', u'quatement', 'en', u'tout', u'temp', u'pour', u'viter', 'qu', u'ell', 'se', u'place', u'dan', 'ou', 'qu', u'ell', 'en', u'sort', u'pendant', 'le', u'vol']","Étant donné la gravité de l'accident près de Tweed (ON), le BST souhaite porter ceci à l'attention des exploitants d'hélicoptères : La cargaison doit être arrimée adéquatement en tout temps pour éviter qu'elle se déplace dans l'hélicoptère ou qu'elle en sorte pendant le vol.",0.0,Neutral,Environmental
14,14,14,14,14,943905228981784576,0,0,2017-12-21 18:05:18,"Mise à jour – Accident d’hélicoptère près de Tweed (ON) : À l’approche de la zone de rassemblement, l’un des sacs d’équipement à l’extérieur de l’hélicoptère a été projeté de la plateforme et, avec son mousqueton, a heurté le rotor de queue",[],['https://t.co/Rrmt2bSQcN'],Mise jour Accident de Tweed approche de la zone de rassemblement un des sacs quipement rieur de de la plateforme et avec son mousqueton le rotor de queue https co Rrmt2bSQcN,"['Mise', 'jour', 'Accident', 'de', 'Tweed', 'approche', 'de', 'la', 'zone', 'de', 'rassemblement', 'un', 'des', 'sacs', 'quipement', 'rieur', 'de', 'de', 'la', 'plateforme', 'et', 'avec', 'son', 'mousqueton', 'le', 'rotor', 'de', 'queue', 'https', 'co', 'Rrmt2bSQcN']","[u'mise', u'jour', u'accid', 'de', u'tweed', u'approch', 'de', 'la', u'zone', 'de', u'rassembl', 'un', u'des', u'sac', u'quipement', u'rieur', 'de', 'de', 'la', u'plateform', 'et', u'avec', u'son', u'mousqueton', 'le', u'rotor', 'de', u'queue', u'https', 'co', u'rrmt2bsqcn']","Mise à jour – Accident d’hélicoptère près de Tweed (ON) : À l’approche de la zone de rassemblement, l’un des sacs d’équipement à l’extérieur de l’hélicoptère a été projeté de la plateforme et, avec son mousqueton, a heurté le rotor de queue https://t.co/Rrmt2bSQcN",0.0,Neutral,Environmental
15,15,15,15,15,943904205282140160,0,0,2017-12-21 18:01:14,Dernière mise à jour de l’enquête sur l’accident d’hélicoptère mortel survenu près de Tweed (ON) :,[],['https://t.co/Rrmt2bSQcN'],mise jour de sur accident mortel survenu de Tweed https co Rrmt2bSQcN,"['mise', 'jour', 'de', 'sur', 'accident', 'mortel', 'survenu', 'de', 'Tweed', 'https', 'co', 'Rrmt2bSQcN']","[u'mise', u'jour', 'de', u'sur', u'accid', u'mortel', u'survenu', 'de', u'tweed', u'https', 'co', u'rrmt2bsqcn']",Dernière mise à jour de l’enquête sur l’accident d’hélicoptère mortel survenu près de Tweed (ON) : https://t.co/Rrmt2bSQcN,0.0,Neutral,Environmental
16,16,16,16,16,943575015219515392,1,1,2017-12-20 20:13:09,Enregistreur de données de vol et enregistreur de la parole dans le poste de pilotage de l’avion impliqué dans la Collision avec le relief à Fond-du-Lac (SK) u,[],"['https://t.co/2JMqJLUYBG', 'https://t.co/uOeYLcdHX']",Enregistreur de es de vol et enregistreur de la parole dans le poste de pilotage de avion dans la Collision avec le relief Fond du Lac SK https co 2JMqJLUYBG https co uOeYLcdHXu,"['Enregistreur', 'de', 'es', 'de', 'vol', 'et', 'enregistreur', 'de', 'la', 'parole', 'dans', 'le', 'poste', 'de', 'pilotage', 'de', 'avion', 'dans', 'la', 'Collision', 'avec', 'le', 'relief', 'Fond', 'du', 'Lac', 'SK', 'https', 'co', '2JMqJLUYBG', 'https', 'co', 'uOeYLcdHXu']","[u'enregistreur', 'de', 'es', 'de', u'vol', 'et', u'enregistreur', 'de', 'la', u'parol', u'dan', 'le', u'post', 'de', u'pilotag', 'de', u'avion', u'dan', 'la', u'collis', u'avec', 'le', u'relief', u'fond', 'du', u'lac', 'sk', u'https', 'co', u'2jmqjluybg', u'https', 'co', u'uoeylcdhxu']",Enregistreur de données de vol et enregistreur de la parole dans le poste de pilotage de l’avion impliqué dans la Collision avec le relief à Fond-du-Lac (SK) https://t.co/2JMqJLUYBG https://t.co/uOeYLcdHXu,0.0,Neutral,Social
17,17,17,17,17,943574308315639809,0,0,2017-12-20 20:10:20,Collision avec le relief à Fond-du-Lac (SK) : passagers et membre d’équipage ont été grièvement blessés. autres occupants de l’avion ont aussi été blessés,[],['https://t.co/fJDK0fAvyL'],Collision avec le relief Fond du Lac SK passagers et membre quipage ont vement 18 autres occupants de avion ont aussi https co fJDK0fAvyL,"['Collision', 'avec', 'le', 'relief', 'Fond', 'du', 'Lac', 'SK', 'passagers', 'et', 'membre', 'quipage', 'ont', 'vement', '18', 'autres', 'occupants', 'de', 'avion', 'ont', 'aussi', 'https', 'co', 'fJDK0fAvyL']","[u'collis', u'avec', 'le', u'relief', u'fond', 'du', u'lac', 'sk', u'passag', 'et', u'membr', u'quipag', u'ont', u'vement', '18', u'autr', u'occup', 'de', u'avion', u'ont', u'aussi', u'https', 'co', u'fjdk0favyl']",Collision avec le relief à Fond-du-Lac (SK) : 6 passagers et 1 membre d’équipage ont été grièvement blessés. 18 autres occupants de l’avion ont aussi été blessés https://t.co/fJDK0fAvyL,0.0,Neutral,Social
18,18,18,18,18,943574297372712960,0,0,2017-12-20 20:10:17,"Collision avec le relief à Fond-du-Lac (SK) : Peu après le décollage, l’avion s’est écrasé contre les arbres et le sol moins d’un mille à l’ouest de l’extrémité de la piste . L’avion a été détruit",[],['https://t.co/fJDK0fAvyL'],Collision avec le relief Fond du Lac SK Peu le collage avion est contre les arbres et le sol moins un mille ouest de de la piste 28 avion truit https co fJDK0fAvyL,"['Collision', 'avec', 'le', 'relief', 'Fond', 'du', 'Lac', 'SK', 'Peu', 'le', 'collage', 'avion', 'est', 'contre', 'les', 'arbres', 'et', 'le', 'sol', 'moins', 'un', 'mille', 'ouest', 'de', 'de', 'la', 'piste', '28', 'avion', 'truit', 'https', 'co', 'fJDK0fAvyL']","[u'collis', u'avec', 'le', u'relief', u'fond', 'du', u'lac', 'sk', u'peu', 'le', u'collag', u'avion', u'est', u'contr', u'les', u'arbr', 'et', 'le', u'sol', u'moin', 'un', u'mill', u'ouest', 'de', 'de', 'la', u'pist', '28', u'avion', u'truit', u'https', 'co', u'fjdk0favyl']","Collision avec le relief à Fond-du-Lac (SK) : Peu après le décollage, l’avion s’est écrasé contre les arbres et le sol moins d’un mille à l’ouest de l’extrémité de la piste 28. L’avion a été détruit https://t.co/fJDK0fAvyL",0.0,Neutral,Environmental
19,19,19,19,19,943571802156163073,0,0,2017-12-20 20:00:23,Dernière mise-à-jour sur l’enquête sur l’accident survenu à Fond-du-Lac (SK),[],['https://t.co/fJDK0fAvyL'],mise jour sur sur accident survenu Fond du Lac SK https co fJDK0fAvyL,"['mise', 'jour', 'sur', 'sur', 'accident', 'survenu', 'Fond', 'du', 'Lac', 'SK', 'https', 'co', 'fJDK0fAvyL']","[u'mise', u'jour', u'sur', u'sur', u'accid', u'survenu', u'fond', 'du', u'lac', 'sk', u'https', 'co', u'fjdk0favyl']",Dernière mise-à-jour sur l’enquête sur l’accident survenu à Fond-du-Lac (SK) https://t.co/fJDK0fAvyL,0.0,Neutral,Social
20,20,20,20,20,943541908269338624,0,0,2017-12-20 18:01:35,Publié aujourd’hui : notre rapport d’enquête sur une quasi-collision avec le relief d’un hélicoptère d’Helijet à Tofino (C-B) en 9Cd,[],['https://t.co/V5Ot6fi'],hui notre rapport sur une quasi collision avec le relief un Helijet Tofino en 2015 https co V5Ot6fi9Cd,"['hui', 'notre', 'rapport', 'sur', 'une', 'quasi', 'collision', 'avec', 'le', 'relief', 'un', 'Helijet', 'Tofino', 'en', '2015', 'https', 'co', 'V5Ot6fi9Cd']","[u'hui', u'notr', u'rapport', u'sur', u'une', u'quasi', u'collis', u'avec', 'le', u'relief', 'un', u'helijet', u'tofino', 'en', u'2015', u'https', 'co', u'v5ot6fi9cd']",Publié aujourd’hui : notre rapport d’enquête sur une quasi-collision avec le relief d’un hélicoptère d’Helijet à Tofino (C-B) en 2015 https://t.co/V5Ot6fi9Cd,0.0,Neutral,Environmental
21,21,21,21,21,943541764476030976,0,0,2017-12-20 18:01:01,Un vol de nuit sans repères visuels adéquats a entraîné une quasi-collision avec le relief d’un hélicoptère d’Helijet à Tofino (C-B) en U,[],['https://t.co/Orvzl4ino'],Un vol de nuit sans res visuels quats une quasi collision avec le relief un Helijet Tofino en 2015 https co Orvzl4inoU,"['Un', 'vol', 'de', 'nuit', 'sans', 'res', 'visuels', 'quats', 'une', 'quasi', 'collision', 'avec', 'le', 'relief', 'un', 'Helijet', 'Tofino', 'en', '2015', 'https', 'co', 'Orvzl4inoU']","['un', u'vol', 'de', u'nuit', u'san', u'res', u'visuel', u'quat', u'une', u'quasi', u'collis', u'avec', 'le', u'relief', 'un', u'helijet', u'tofino', 'en', u'2015', u'https', 'co', u'orvzl4inou']",Un vol de nuit sans repères visuels adéquats a entraîné une quasi-collision avec le relief d’un hélicoptère d’Helijet à Tofino (C-B) en 2015 https://t.co/Orvzl4inoU,0.0,Neutral,Environmental
22,22,22,22,22,943529087783579650,0,0,2017-12-20 17:10:39,L’épave de l’hélicoptère impliqué dans l’accident près de Tweed (ON) est arrivée au laboratoire d’ingénierie du BST. Photos :,[],"['https://t.co/iqpyJcTtvR', 'https://t.co/A75ymjd8Rq']",pave de dans accident de Tweed est au laboratoire nierie du BST Photos https co iqpyJcTtvR https co A75ymjd8Rq,"['pave', 'de', 'dans', 'accident', 'de', 'Tweed', 'est', 'au', 'laboratoire', 'nierie', 'du', 'BST', 'Photos', 'https', 'co', 'iqpyJcTtvR', 'https', 'co', 'A75ymjd8Rq']","[u'pave', 'de', u'dan', u'accid', 'de', u'tweed', u'est', 'au', u'laboratoir', u'nieri', 'du', u'bst', u'photo', u'https', 'co', u'iqpyjcttvr', u'https', 'co', u'a75ymjd8rq']",L’épave de l’hélicoptère impliqué dans l’accident près de Tweed (ON) est arrivée au laboratoire d’ingénierie du BST. Photos : https://t.co/iqpyJcTtvR https://t.co/A75ymjd8Rq,0.0,Neutral,Environmental
23,23,23,23,23,943516474106417157,0,0,2017-12-20 16:20:31,Demain : le BST tiendra un point de presse sur l’accident d’hélicoptère survenu près de Tweed (Ontario),[],['https://t.co/tRhvrbhJfm'],Demain le BST tiendra un point de presse sur accident survenu de Tweed Ontario https co tRhvrbhJfm,"['Demain', 'le', 'BST', 'tiendra', 'un', 'point', 'de', 'presse', 'sur', 'accident', 'survenu', 'de', 'Tweed', 'Ontario', 'https', 'co', 'tRhvrbhJfm']","[u'demain', 'le', u'bst', u'tiendra', 'un', u'point', 'de', u'press', u'sur', u'accid', u'survenu', 'de', u'tweed', u'ontario', u'https', 'co', u'trhvrbhjfm']",Demain : le BST tiendra un point de presse sur l’accident d’hélicoptère survenu près de Tweed (Ontario) https://t.co/tRhvrbhJfm,0.0,Neutral,Social
