,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
10,10,943907764757258241,8,1,2017-12-21 18:15:22,"Update – Helicopter accident near Tweed, ON: Map depicting overall accident distribution",[],['https://t.co/eCzHCdEP1b'],Update Helicopter accident near Tweed Map depicting overall accident distribution,"['Update', 'Helicopter', 'accident', 'near', 'Tweed', 'Map', 'depicting', 'overall', 'accident', 'distribution']","[u'updat', u'helicopt', u'accid', u'near', u'tweed', u'map', u'depict', u'overal', u'accid', u'distribut']","Update –  Helicopter accident near Tweed, ON: Map depicting overall accident distribution https://t.co/eCzHCdEP1b"
11,11,943906584786358272,5,2,2017-12-21 18:10:41,"Update – Photos taken at the helicopter accident site near Tweed, ON",[],"['https://t.co/GG07N4IYEm', 'https://t.co/9E3CdDBCbL']",Update Photos taken helicopter accident site near Tweed,"['Update', 'Photos', 'taken', 'helicopter', 'accident', 'site', 'near', 'Tweed']","[u'updat', u'photo', u'taken', u'helicopt', u'accid', u'site', u'near', u'tweed']","Update – Photos taken at the helicopter accident site near Tweed, ON https://t.co/GG07N4IYEm https://t.co/9E3CdDBCbL"
12,12,943906446000914432,10,6,2017-12-21 18:10:08,"Update – Helicopter accident near Tweed, ON: Passengers who do not wear seat belts risk serious injury or death in the event of an emergency.",[],[],Update Helicopter accident near Tweed Passengers wear seat belts risk serious injury death event emergency,"['Update', 'Helicopter', 'accident', 'near', 'Tweed', 'Passengers', 'wear', 'seat', 'belts', 'risk', 'serious', 'injury', 'death', 'event', 'emergency']","[u'updat', u'helicopt', u'accid', u'near', u'tweed', u'passeng', u'wear', u'seat', u'belt', u'risk', u'serious', u'injuri', u'death', u'event', u'emerg']","Update – Helicopter accident near Tweed, ON: Passengers who do not wear seat belts risk serious injury or death in the event of an emergency."
13,13,943905384338731008,28,24,2017-12-21 18:05:55,"Due to the seriousness of helicopter accident near Tweed, ON, the TSB would like to bring the following to the immediate attention of all helicopter operators: Cargo must be adequately secured at all times, to prevent it from shifting or departing the helicopter during flight.",[],[],Due seriousness helicopter accident near Tweed TSB would like bring following immediate attention helicopter operators Cargo must adequately secured times prevent shifting departing helicopter flight,"['Due', 'seriousness', 'helicopter', 'accident', 'near', 'Tweed', 'TSB', 'would', 'like', 'bring', 'following', 'immediate', 'attention', 'helicopter', 'operators', 'Cargo', 'must', 'adequately', 'secured', 'times', 'prevent', 'shifting', 'departing', 'helicopter', 'flight']","[u'due', u'serious', u'helicopt', u'accid', u'near', u'tweed', u'tsb', u'would', u'like', u'bring', u'follow', u'immedi', u'attent', u'helicopt', u'oper', u'cargo', u'must', u'adequ', u'secur', u'time', u'prevent', u'shift', u'depart', u'helicopt', u'flight']","Due to the seriousness of helicopter accident near Tweed, ON, the TSB would like to bring the following to the immediate attention of all helicopter operators:  Cargo must be adequately secured at all times, to prevent it from shifting or departing the helicopter during flight."
14,14,943905232358133760,18,4,2017-12-21 18:05:18,"Update – Helicopter accident near Tweed, ON: While nearing the staging area, one of the supply bags that was being carried externally blew off the platform and, along with its attached carabiner, struck the tail rotor",[],['https://t.co/ZFAiZsJqcI'],Update Helicopter accident near Tweed nearing staging area one supply bags carried externally blew platform along attached carabiner struck tail rotor,"['Update', 'Helicopter', 'accident', 'near', 'Tweed', 'nearing', 'staging', 'area', 'one', 'supply', 'bags', 'carried', 'externally', 'blew', 'platform', 'along', 'attached', 'carabiner', 'struck', 'tail', 'rotor']","[u'updat', u'helicopt', u'accid', u'near', u'tweed', u'near', u'stage', u'area', u'one', u'suppli', u'bag', u'carri', u'extern', u'blew', u'platform', u'along', u'attach', u'carabin', u'struck', u'tail', u'rotor']","Update –  Helicopter accident near Tweed, ON: While nearing the staging area, one of the supply bags that was being carried externally blew off the platform and, along with its attached carabiner, struck the tail rotor https://t.co/ZFAiZsJqcI"
15,15,943904177524224000,6,3,2017-12-21 18:01:07,"Latest investigation update on the fatal helicopter accident near Tweed, ON:",[],['https://t.co/ZFAiZsJqcI'],Latest investigation update fatal helicopter accident near Tweed,"['Latest', 'investigation', 'update', 'fatal', 'helicopter', 'accident', 'near', 'Tweed']","[u'latest', u'investig', u'updat', u'fatal', u'helicopt', u'accid', u'near', u'tweed']","Latest investigation update on the fatal helicopter accident near Tweed, ON: https://t.co/ZFAiZsJqcI"
16,16,943574933824835584,5,11,2017-12-20 20:12:49,"Flight Data Recorder (FDR) and Cockpit Voice Recorder (CVR) from aircraft involved in collision with terrain in Fond-du-Lac, SK",[],"['https://t.co/QhAbyZqgWK', 'https://t.co/khlT26A8Wm']",Flight Data Recorder FDR Cockpit Voice Recorder CVR aircraft involved collision terrain Fond du Lac SK,"['Flight', 'Data', 'Recorder', 'FDR', 'Cockpit', 'Voice', 'Recorder', 'CVR', 'aircraft', 'involved', 'collision', 'terrain', 'Fond', 'du', 'Lac', 'SK']","[u'flight', u'data', u'record', u'fdr', u'cockpit', u'voic', u'record', u'cvr', u'aircraft', u'involv', u'collis', u'terrain', u'fond', 'du', u'lac', 'sk']","Flight Data Recorder (FDR) and Cockpit Voice Recorder (CVR) from aircraft involved in collision with terrain in Fond-du-Lac, SK https://t.co/QhAbyZqgWK https://t.co/khlT26A8Wm"
17,17,943574307489353728,2,5,2017-12-20 20:10:20,"Collision with terrain in Fond-du-Lac, SK: passengers and crew member sustained serious injuries. other aircraft occupants also sustained injuries",[],['https://t.co/4EV8GoFapi'],Collision terrain Fond du Lac SK passengers crew member sustained serious injuries aircraft occupants also sustained injuries,"['Collision', 'terrain', 'Fond', 'du', 'Lac', 'SK', 'passengers', 'crew', 'member', 'sustained', 'serious', 'injuries', 'aircraft', 'occupants', 'also', 'sustained', 'injuries']","[u'collis', u'terrain', u'fond', 'du', u'lac', 'sk', u'passeng', u'crew', u'member', u'sustain', u'serious', u'injuri', u'aircraft', u'occup', u'also', u'sustain', u'injuri']","Collision with terrain in Fond-du-Lac, SK: 6 passengers and 1 crew member sustained serious injuries. 18 other aircraft occupants also sustained injuries https://t.co/4EV8GoFapi"
18,18,943573033159184386,2,2,2017-12-20 20:05:16,"Collision with terrain in Fond-du-Lac, SK: Shortly after takeoff, the aircraft collided with trees and terrain less than a mile west of the end of Runway . The aircraft was destroyed",[],['https://t.co/4EV8GoFapi'],Collision terrain Fond du Lac SK Shortly takeoff aircraft collided trees terrain less mile west end Runway aircraft destroyed,"['Collision', 'terrain', 'Fond', 'du', 'Lac', 'SK', 'Shortly', 'takeoff', 'aircraft', 'collided', 'trees', 'terrain', 'less', 'mile', 'west', 'end', 'Runway', 'aircraft', 'destroyed']","[u'collis', u'terrain', u'fond', 'du', u'lac', 'sk', u'short', u'takeoff', u'aircraft', u'collid', u'tree', u'terrain', u'less', u'mile', u'west', u'end', u'runway', u'aircraft', u'destroy']","Collision with terrain in Fond-du-Lac, SK: Shortly after takeoff, the aircraft collided with trees and terrain less than a mile west of the end of Runway 28. The aircraft was destroyed https://t.co/4EV8GoFapi"
19,19,943571729921789953,13,4,2017-12-20 20:00:05,"Latest update on our investigation into the accident in Fond-du-Lac, SK",[],['https://t.co/4EV8GoFapi'],Latest update investigation accident Fond du Lac SK,"['Latest', 'update', 'investigation', 'accident', 'Fond', 'du', 'Lac', 'SK']","[u'latest', u'updat', u'investig', u'accid', u'fond', 'du', u'lac', 'sk']","Latest update on our investigation into the accident in Fond-du-Lac, SK https://t.co/4EV8GoFapi"
20,20,943542002448297984,3,3,2017-12-20 18:01:58,"Just released: our investigation report into near-collision with terrain of a Helijet helicopter in Tofino, BC",[],['https://t.co/jz9EGeXygX'],released investigation report near collision terrain Helijet helicopter Tofino BC,"['released', 'investigation', 'report', 'near', 'collision', 'terrain', 'Helijet', 'helicopter', 'Tofino', 'BC']","[u'releas', u'investig', u'report', u'near', u'collis', u'terrain', u'helijet', u'helicopt', u'tofino', 'bc']","Just released: our investigation report into 2015 near-collision with terrain of a Helijet helicopter in Tofino, BC https://t.co/jz9EGeXygX"
21,21,943541610708635648,1,1,2017-12-20 18:00:24,"Night flight without adequate visual references led to near-collision with terrain of a Helijet helicopter in Tofino, BC",[],['https://t.co/RvBL025lXP'],Night flight without adequate visual references led near collision terrain Helijet helicopter Tofino BC,"['Night', 'flight', 'without', 'adequate', 'visual', 'references', 'led', 'near', 'collision', 'terrain', 'Helijet', 'helicopter', 'Tofino', 'BC']","[u'night', u'flight', u'without', u'adequ', u'visual', u'refer', u'led', u'near', u'collis', u'terrain', u'helijet', u'helicopt', u'tofino', 'bc']","Night flight without adequate visual references led to 2015 near-collision with terrain of a Helijet helicopter in Tofino, BC https://t.co/RvBL025lXP"
22,22,943528845210210304,6,5,2017-12-20 17:09:41,"The wreckage of the helicopter involved in the accident near Tweed, ON, has arrived at the TSB engineering lab. Photos:",[],"['https://t.co/EL46bHxxAZ', 'https://t.co/xrDkf64gWm']",wreckage helicopter involved accident near Tweed arrived TSB engineering lab Photos,"['wreckage', 'helicopter', 'involved', 'accident', 'near', 'Tweed', 'arrived', 'TSB', 'engineering', 'lab', 'Photos']","[u'wreckag', u'helicopt', u'involv', u'accid', u'near', u'tweed', u'arriv', u'tsb', u'engin', u'lab', u'photo']","The wreckage of the helicopter involved in the accident near Tweed, ON, has arrived at the TSB engineering lab. Photos:  https://t.co/EL46bHxxAZ https://t.co/xrDkf64gWm"
23,23,943516201988317184,5,6,2017-12-20 16:19:26,"Tomorrow: TSB will provide a news briefing on its investigation into the helicopter accident near Tweed, Ontario",[],['https://t.co/UiogwyOYoP'],Tomorrow TSB provide news briefing investigation helicopter accident near Tweed Ontario,"['Tomorrow', 'TSB', 'provide', 'news', 'briefing', 'investigation', 'helicopter', 'accident', 'near', 'Tweed', 'Ontario']","[u'tomorrow', u'tsb', u'provid', u'news', u'brief', u'investig', u'helicopt', u'accid', u'near', u'tweed', u'ontario']","Tomorrow: TSB will provide a news briefing on its investigation into the helicopter accident near Tweed, Ontario https://t.co/UiogwyOYoP"
24,24,943480197294288896,3,4,2017-12-20 13:56:22,"Today: TSB will provide a news briefing on its investigation into the airplane accident in Fond-du-Lac, Saskatchewan",[],['https://t.co/TtD4ecW5GI'],Today TSB provide news briefing investigation airplane accident Fond du Lac Saskatchewan,"['Today', 'TSB', 'provide', 'news', 'briefing', 'investigation', 'airplane', 'accident', 'Fond', 'du', 'Lac', 'Saskatchewan']","[u'today', u'tsb', u'provid', u'news', u'brief', u'investig', u'airplan', u'accid', u'fond', 'du', u'lac', u'saskatchewan']","Today: TSB will provide a news briefing on its investigation into the airplane accident in Fond-du-Lac, Saskatchewan https://t.co/TtD4ecW5GI"
25,25,943136487016730624,2,0,2017-12-19 15:10:35,"Lack of detailed inspection procedures contributed to a March crude oil leak at Enbridge Terminal in Sherwood Park, AB",['#pipeline'],['https://t.co/YBCViwOtSf'],Lack detailed inspection procedures contributed March crude oil leak Enbridge Terminal Sherwood Park AB,"['Lack', 'detailed', 'inspection', 'procedures', 'contributed', 'March', 'crude', 'oil', 'leak', 'Enbridge', 'Terminal', 'Sherwood', 'Park', 'AB']","[u'lack', u'detail', u'inspect', u'procedur', u'contribut', u'march', u'crude', u'oil', u'leak', u'enbridg', u'termin', u'sherwood', u'park', 'ab']","Lack of detailed inspection procedures contributed to a March 2017 crude oil leak at Enbridge Terminal in Sherwood Park, AB #pipeline https://t.co/YBCViwOtSf"
26,26,943135811658309632,3,0,2017-12-19 15:07:54,"Just released: our investigation report into the a March crude oil leak at Enbridge Terminal in Sherwood Park, AB 0",['#pipeline'],['https://t.co/KiulyCFjh'],released investigation report March crude oil leak Enbridge Terminal Sherwood Park AB,"['released', 'investigation', 'report', 'March', 'crude', 'oil', 'leak', 'Enbridge', 'Terminal', 'Sherwood', 'Park', 'AB']","[u'releas', u'investig', u'report', u'march', u'crude', u'oil', u'leak', u'enbridg', u'termin', u'sherwood', u'park', 'ab']","Just released: our investigation report into the a March 2017 crude oil leak at Enbridge Terminal in Sherwood Park, AB #pipeline https://t.co/KiulyCFjh0"
27,27,942803985202925570,4,3,2017-12-18 17:09:21,": investigation into the October collision with terrain of a small Piper aircraft near Calgary Springbank Airport, Alberta",['#Photos'],['https://t.co/91OuGwZcIE'],investigation October collision terrain small Piper aircraft near Calgary Springbank Airport Alberta,"['investigation', 'October', 'collision', 'terrain', 'small', 'Piper', 'aircraft', 'near', 'Calgary', 'Springbank', 'Airport', 'Alberta']","[u'investig', u'octob', u'collis', u'terrain', u'small', u'piper', u'aircraft', u'near', u'calgari', u'springbank', u'airport', u'alberta']","#Photos: investigation into the October 2017 collision with terrain of a small Piper aircraft near Calgary Springbank Airport, Alberta https://t.co/91OuGwZcIE"
28,28,942802393728782337,0,1,2017-12-18 17:03:01,"Our investigation is progressing into the October collision with terrain of a small Piper aircraft near Calgary Springbank Airport, Alberta. See investigation page",['#A17W0172'],['https://t.co/hQZuwMiRB6'],investigation progressing October collision terrain small Piper aircraft near Calgary Springbank Airport Alberta See investigation page,"['investigation', 'progressing', 'October', 'collision', 'terrain', 'small', 'Piper', 'aircraft', 'near', 'Calgary', 'Springbank', 'Airport', 'Alberta', 'See', 'investigation', 'page']","[u'investig', u'progress', u'octob', u'collis', u'terrain', u'small', u'piper', u'aircraft', u'near', u'calgari', u'springbank', u'airport', u'alberta', u'see', u'investig', u'page']","Our investigation is progressing into the October 2017 collision with terrain of a small Piper aircraft near Calgary Springbank Airport, Alberta. See investigation page #A17W0172 https://t.co/hQZuwMiRB6"
29,29,942768366275702790,4,3,2017-12-18 14:47:48,"Helicopter accident near Tweed, ON - Photo of wreckage at crash site C 1",[],"['https://t.co/AUcSoPt9b', 'https://t.co/8HCG3nRHJ']",Helicopter accident near Tweed Photo wreckage crash site,"['Helicopter', 'accident', 'near', 'Tweed', 'Photo', 'wreckage', 'crash', 'site']","[u'helicopt', u'accid', u'near', u'tweed', u'photo', u'wreckag', u'crash', u'site']","Helicopter accident near Tweed, ON - Photo of wreckage at crash site https://t.co/AUcSoPt9bC https://t.co/8HCG3nRHJ1"
30,30,942229981308088328,6,3,2017-12-17 03:08:27,"Deploys a team of investigators to an aircraft accident near Baldur, Manitoba",[],['https://t.co/2fkH2uTNSJ'],Deploys team investigators aircraft accident near Baldur Manitoba,"['Deploys', 'team', 'investigators', 'aircraft', 'accident', 'near', 'Baldur', 'Manitoba']","[u'deploy', u'team', u'investig', u'aircraft', u'accid', u'near', u'baldur', u'manitoba']","Deploys a team of investigators to an aircraft accident near Baldur, Manitoba https://t.co/2fkH2uTNSJ"
31,31,942117346201792513,0,5,2017-12-16 19:40:53,"Investigation into the accident near Fond-du-Lac, SK: The Flight Data Recorder and Cockpit Voice Recorder were dispatched to the TSB lab in Ottawa.",[],[],Investigation accident near Fond du Lac SK Flight Data Recorder Cockpit Voice Recorder dispatched TSB lab Ottawa,"['Investigation', 'accident', 'near', 'Fond', 'du', 'Lac', 'SK', 'Flight', 'Data', 'Recorder', 'Cockpit', 'Voice', 'Recorder', 'dispatched', 'TSB', 'lab', 'Ottawa']","[u'investig', u'accid', u'near', u'fond', 'du', u'lac', 'sk', u'flight', u'data', u'record', u'cockpit', u'voic', u'record', u'dispatch', u'tsb', u'lab', u'ottawa']","Investigation into the accident near Fond-du-Lac, SK: The Flight Data Recorder and Cockpit Voice Recorder were dispatched to the TSB lab in Ottawa."
32,32,941782267965341696,8,4,2017-12-15 21:29:24,"Update on our investigation into the accident near Fond-du-Lac, SK: The aircraft descended into trees and terrain. See latest information here:",[],['https://t.co/8KcUdG5AXm'],Update investigation accident near Fond du Lac SK aircraft descended trees terrain See latest information,"['Update', 'investigation', 'accident', 'near', 'Fond', 'du', 'Lac', 'SK', 'aircraft', 'descended', 'trees', 'terrain', 'See', 'latest', 'information']","[u'updat', u'investig', u'accid', u'near', u'fond', 'du', u'lac', 'sk', u'aircraft', u'descend', u'tree', u'terrain', u'see', u'latest', u'inform']","Update on our investigation into the accident near Fond-du-Lac, SK: The aircraft descended into trees and terrain. See latest information here: https://t.co/8KcUdG5AXm"
33,33,941769736123310080,5,4,2017-12-15 20:39:36,"Update on our investigation into the helicopter crash that occurred near Tweed, ON: What we know, progress to date and next steps 0",[],['https://t.co/1AQMkpyB6'],Update investigation helicopter crash occurred near Tweed know progress date next steps,"['Update', 'investigation', 'helicopter', 'crash', 'occurred', 'near', 'Tweed', 'know', 'progress', 'date', 'next', 'steps']","[u'updat', u'investig', u'helicopt', u'crash', u'occur', u'near', u'tweed', u'know', u'progress', u'date', u'next', u'step']","Update on our investigation into the helicopter crash that occurred near Tweed, ON: What we know, progress to date and next steps https://t.co/1AQMkpyB60"
34,34,941754359821619200,6,9,2017-12-15 19:38:30,"Aircraft accident near Fond-du-Lac, SK: Flight Data Recorder, Cockpit Voice Recorder, and Emergency Locator Transmitter were recovered and secured.",[],[],Aircraft accident near Fond du Lac SK Flight Data Recorder Cockpit Voice Recorder Emergency Locator Transmitter recovered secured,"['Aircraft', 'accident', 'near', 'Fond', 'du', 'Lac', 'SK', 'Flight', 'Data', 'Recorder', 'Cockpit', 'Voice', 'Recorder', 'Emergency', 'Locator', 'Transmitter', 'recovered', 'secured']","[u'aircraft', u'accid', u'near', u'fond', 'du', u'lac', 'sk', u'flight', u'data', u'record', u'cockpit', u'voic', u'record', u'emerg', u'locat', u'transmitt', u'recov', u'secur']","Aircraft accident near Fond-du-Lac, SK: Flight Data Recorder, Cockpit Voice Recorder, and Emergency Locator Transmitter were recovered and secured."
35,35,941741846283333632,9,0,2017-12-15 18:48:47,"TSB will provide a news briefing at :30 p.m. EST on its investigation into the helicopter crash that occurred near Tweed, Ontario",[],['https://t.co/McGxQxcqwy'],TSB provide news briefing 30 EST investigation helicopter crash occurred near Tweed Ontario,"['TSB', 'provide', 'news', 'briefing', '30', 'EST', 'investigation', 'helicopter', 'crash', 'occurred', 'near', 'Tweed', 'Ontario']","[u'tsb', u'provid', u'news', u'brief', '30', u'est', u'investig', u'helicopt', u'crash', u'occur', u'near', u'tweed', u'ontario']","TSB will provide a news briefing at 2:30 p.m. EST on its investigation into the helicopter crash that occurred near Tweed, Ontario https://t.co/McGxQxcqwy"
36,36,941705684202278912,18,9,2017-12-15 16:25:05,"Aircraft accident near Fond-du-Lac, SK: Photos of wreckage and accident site have been uploaded to our Flickr page",[],"['https://t.co/A0ugsy78Ti', 'https://t.co/UZTw5NNtCh']",Aircraft accident near Fond du Lac SK Photos wreckage accident site uploaded Flickr page,"['Aircraft', 'accident', 'near', 'Fond', 'du', 'Lac', 'SK', 'Photos', 'wreckage', 'accident', 'site', 'uploaded', 'Flickr', 'page']","[u'aircraft', u'accid', u'near', u'fond', 'du', u'lac', 'sk', u'photo', u'wreckag', u'accid', u'site', u'upload', u'flickr', u'page']","Aircraft accident near Fond-du-Lac, SK: Photos of wreckage and accident site have been uploaded to our Flickr page https://t.co/A0ugsy78Ti https://t.co/UZTw5NNtCh"
37,37,941669179601707009,2,1,2017-12-15 14:00:02,"Fatal helicopter accident near Tweed, ON: Our investigation page will be updated with the latest information throughout the day",[],['https://t.co/xzkeo6krtA'],Fatal helicopter accident near Tweed investigation page updated latest information throughout day,"['Fatal', 'helicopter', 'accident', 'near', 'Tweed', 'investigation', 'page', 'updated', 'latest', 'information', 'throughout', 'day']","[u'fatal', u'helicopt', u'accid', u'near', u'tweed', u'investig', u'page', u'updat', u'latest', u'inform', u'throughout', u'day']","Fatal helicopter accident near Tweed, ON: Our investigation page will be updated with the latest information throughout the day https://t.co/xzkeo6krtA"
38,38,941667500055519232,2,1,2017-12-15 13:53:22,Interested in marine safety? Read our latest blog post on the importance of draining water periodically from fuel oil service tanks 8,[],['https://t.co/gnYdxDpYq'],Interested marine safety Read latest blog post importance draining water periodically fuel oil service tanks,"['Interested', 'marine', 'safety', 'Read', 'latest', 'blog', 'post', 'importance', 'draining', 'water', 'periodically', 'fuel', 'oil', 'service', 'tanks']","[u'interest', u'marin', u'safeti', u'read', u'latest', u'blog', u'post', u'import', u'drain', u'water', u'period', u'fuel', u'oil', u'servic', u'tank']",Interested in marine safety? Read our latest blog post on the importance of draining water periodically from fuel oil service tanks https://t.co/gnYdxDpYq8 @CHIRP_Maritime @IHS4Maritime @ProMarinerMag
