,Unnamed: 0,Unnamed: 0.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
10,10,10,946546406915002368,4,4,2017-12-29 01:00:24,Be bright and keep the roadway in sight! c,"['#SafeDriving', '#SeeAndBeSeen']","['https://t.co/RICpxeZDG', 'https://t.co/7hvcZKzo3L']",bright keep roadway sight,"['bright', 'keep', 'roadway', 'sight']","[u'bright', u'keep', u'roadway', u'sight']",bright keep roadway sight,0.7000000000000001,0.7000000000000001,Positive,Positive
11,11,11,946484612490055680,15,10,2017-12-28 20:54:51,Buying a ? Learn the rules,['#drone'],"['https://t.co/BQYrMPERlb', 'https://t.co/Ay3sU0jtBN']",Buying Learn rules,"['Buying', 'Learn', 'rules']","[u'buy', u'learn', u'rule']",Buying Learn rules,0.0,0.0,Neutral,Neutral
12,12,12,946455942362812416,1,3,2017-12-28 19:00:55,Calling all ! Our Aviation Safety Letter (ASL) Issue /2017 is now on the web!,['#pilots'],['https://t.co/1gPl6lvgpq'],Calling Aviation Safety Letter ASL Issue 2017 web,"['Calling', 'Aviation', 'Safety', 'Letter', 'ASL', 'Issue', '2017', 'web']","[u'call', u'aviat', u'safeti', u'letter', u'asl', u'issu', u'2017', u'web']",Calling Aviation Safety Letter ASL Issue 2017 web,0.0,0.0,Neutral,Neutral
13,13,13,946380678538715136,11,0,2017-12-28 14:01:51,": to icebreaking in the arctic. We provide icebreaking services to ensure safe navigation, prevent the formation of ice jam…",['#TBT'],[],icebreaking arctic provide icebreaking services ensure safe navigation prevent formation ice,"['icebreaking', 'arctic', 'provide', 'icebreaking', 'services', 'ensure', 'safe', 'navigation', 'prevent', 'formation', 'ice']","[u'icebreak', u'arctic', u'provid', u'icebreak', u'servic', u'ensur', u'safe', u'navig', u'prevent', u'format', u'ice']",icebreaking arctic provide icebreaking services ensure safe navigation prevent formation ice,0.5,0.5,Positive,Positive
14,14,14,946365323690815489,7,4,2017-12-28 13:00:50,Do you an older ? Check our database: 2 2,"['#drive', '#vehicle', '#recall']","['https://t.co/TB5aX1AXK', 'https://t.co/6SBHUc4cG']",older Check database,"['older', 'Check', 'database']","[u'older', u'check', u'databas']",older Check database,0.16666666666666666,0.16666666666666666,Neutral,Neutral
15,15,15,946184042600333312,7,7,2017-12-28 01:00:29,issues special weather alerts to help you stay prepared for winter driving,"['#DYK', '#DriveSafe']","['https://t.co/dSdPQFG9bz', 'https://t.co/89ufZ0AwsJ']",issues special weather alerts help stay prepared winter driving,"['issues', 'special', 'weather', 'alerts', 'help', 'stay', 'prepared', 'winter', 'driving']","[u'issu', u'special', u'weather', u'alert', u'help', u'stay', u'prepar', u'winter', u'drive']",issues special weather alert help stay prepared winter driving,0.35714285714285715,0.35714285714285715,Positive,Positive
16,16,16,946021660985122816,2,3,2017-12-27 14:15:14,"Flying can be stressful enough, put your mind at ease and bring a for your little one D",['#CarSeat'],"['https://t.co/jsfjLbDjKQ', 'https://t.co/2jhNSBAbW']",Flying stressful enough put mind ease bring little one,"['Flying', 'stressful', 'enough', 'put', 'mind', 'ease', 'bring', 'little', 'one']","[u'fli', u'stress', u'enough', u'put', u'mind', u'eas', u'bring', u'littl', u'one']",Lying distressful enough put mind ease bring little one,-0.09375,-0.09375,Neutral,Neutral
17,17,17,945821658299944963,17,15,2017-12-27 01:00:30,Buying a drone? Fly it below metres and km from airports. It’s the law,[],"['https://t.co/BQYrMPERlb', 'https://t.co/VJydHSPfZa']",Buying drone Fly metres km airports law,"['Buying', 'drone', 'Fly', 'metres', 'km', 'airports', 'law']","[u'buy', u'drone', u'fli', u'metr', 'km', u'airport', u'law']",Buying drone Fly metre km airport law,0.8,0.8,Positive,Positive
18,18,18,945640538547671040,10,15,2017-12-26 13:00:48,"In , plan ahead and make sure you have enough fuel. Keep your tank at least half full",['#winter'],"['https://t.co/KegPqCsSaz', 'https://t.co/cvErPftH5L']",plan ahead make sure enough fuel Keep tank least half full,"['plan', 'ahead', 'make', 'sure', 'enough', 'fuel', 'Keep', 'tank', 'least', 'half', 'full']","[u'plan', u'ahead', u'make', u'sure', u'enough', u'fuel', u'keep', u'tank', u'least', u'half', u'full']",plan ahead make sure enough fuel Deep tank least half full,0.07666666666666666,0.06388888888888888,Neutral,Neutral
19,19,19,945278230554128384,7,29,2017-12-25 13:01:07,"Wishing you all a very Happy Holiday season. Be safe in your travels be it by air, land or sea.",[],[],Wishing Happy Holiday season safe travels air land sea,"['Wishing', 'Happy', 'Holiday', 'season', 'safe', 'travels', 'air', 'land', 'sea']","[u'wish', u'happi', u'holiday', u'season', u'safe', u'travel', u'air', u'land', u'sea']",Wishing Happy Holiday season safe travels air land sea,0.65,0.65,Positive,Positive
20,20,20,945096828239994885,9,13,2017-12-25 01:00:17,Keep your inside after dark &amp; clear the sky for Santa this evening! 8,['#drone'],"['https://t.co/BQYrMPERlb', 'https://t.co/beAdg9qh3']",Keep inside dark amp clear sky Santa evening,"['Keep', 'inside', 'dark', 'amp', 'clear', 'sky', 'Santa', 'evening']","[u'keep', u'insid', u'dark', u'amp', u'clear', u'sky', u'santa', u'even']",Deep inside dark amp clear sky Santa evening,-0.024999999999999988,-0.01666666666666666,Neutral,Neutral
21,21,21,944945778732048386,33,66,2017-12-24 15:00:04,: Mystery solved! Here’s why was not texting Justin Trudeau back earlier this week. Happy Holidays!,"['#ICYMI', '#Santa']",['https://t.co/QrC1wbwazZ'],Mystery solved texting Justin Trudeau back earlier week Happy Holidays,"['Mystery', 'solved', 'texting', 'Justin', 'Trudeau', 'back', 'earlier', 'week', 'Happy', 'Holidays']","[u'mysteri', u'solv', u'text', u'justin', u'trudeau', u'back', u'earlier', u'week', u'happi', u'holiday']",Mystery solved testing Austin Trudeau back earlier week Happy Holidays,0.26666666666666666,0.26666666666666666,Neutral,Neutral
22,22,22,944915730964844544,4,4,2017-12-24 13:00:40,Passport? Check! Baby? Check! ? Check! Make sure you have everything you need when flying with a little one 8d,['#Carseat'],"['https://t.co/GsiRnR05Nn', 'https://t.co/4kiFi53G']",Passport Check Baby Check Check Make sure everything need flying little one 8d,"['Passport', 'Check', 'Baby', 'Check', 'Check', 'Make', 'sure', 'everything', 'need', 'flying', 'little', 'one', '8d']","[u'passport', u'check', u'babi', u'check', u'check', u'make', u'sure', u'everyth', u'need', u'fli', u'littl', u'one', '8d']",Passport Check Baby Check Check Take sure everything need flying little one d,0.15625,0.15625,Neutral,Neutral
23,23,23,944583570768658433,9,14,2017-12-23 15:00:47,": this year, will reduce speed over Canada’s designated waterways to protect curious whales🦌","['#DYK', '#Santa']",['https://t.co/ERUBxSFr3N'],year reduce speed designated waterways protect curious,"['year', 'reduce', 'speed', 'designated', 'waterways', 'protect', 'curious']","[u'year', u'reduc', u'speed', u'design', u'waterway', u'protect', u'curious']",year reduce speed designate waterways protect curious,-0.1,-0.1,Neutral,Neutral
24,24,24,944553370441977856,1,6,2017-12-23 13:00:47,"Visiting this ? , know your vehicle’s lighting features","['#family', '#HolidaySeason', '#SeeAndBeSeen']","['https://t.co/nrRUTcN42T', 'https://t.co/eLtOX5Dqws']",Visiting know lighting features,"['Visiting', 'know', 'lighting', 'features']","[u'visit', u'know', u'light', u'featur']",Visiting know lighting features,0.0,0.0,Neutral,Neutral
25,25,25,944372087183036416,2,2,2017-12-23 01:00:25,Get through security smoothly. Know what to eect and be well prepared,['#airport'],"['https://t.co/oK4bVzv3xl', 'https://t.co/DpEixjR1Pk']",Get security smoothly Know eect well prepared,"['Get', 'security', 'smoothly', 'Know', 'eect', 'well', 'prepared']","[u'get', u'secur', u'smooth', u'know', u'eect', u'well', u'prepar']",Met security smoothly Now erect well prepared,0.4,0.4,Positive,Positive
26,26,26,944354971448836096,16,0,2017-12-22 23:52:25,: . suspends West Wind Aviation's Air Operator Certificate in the interest of public safety,[],['https://t.co/JTX92VF\xe2\x80\xa6'],suspends West Wind Aviation Air Operator Certificate interest public safety,"['suspends', 'West', 'Wind', 'Aviation', 'Air', 'Operator', 'Certificate', 'interest', 'public', 'safety']","[u'suspend', u'west', u'wind', u'aviat', u'air', u'oper', u'certif', u'interest', u'public', u'safeti']",suspend West Mind Aviation Air Operator Certificate interest public safety,0.0,0.0,Neutral,Neutral
27,27,27,944311793937207298,3,4,2017-12-22 21:00:50,Buying a drone? Rules apply. Learn how to use your drone safely and legally to avoid fines,[],"['https://t.co/BQYrMPERlb', 'https://t.co/wVYAVpE3Y6']",Buying drone Rules apply Learn use drone safely legally avoid fines,"['Buying', 'drone', 'Rules', 'apply', 'Learn', 'use', 'drone', 'safely', 'legally', 'avoid', 'fines']","[u'buy', u'drone', u'rule', u'appli', u'learn', u'use', u'drone', u'safe', u'legal', u'avoid', u'fine']",Buying drone Rules apply Learn use drone safely legally avoid fines,0.2,0.2,Neutral,Neutral
28,28,28,944282137116774400,5,3,2017-12-22 19:03:00,Have your say: we’re launching public engagement on the effects of regional marine vessel activities on 1c,['#OurCoasts'],['https://t.co/xC8uAMfe'],say launching public engagement effects regional marine vessel activities 1c,"['say', 'launching', 'public', 'engagement', 'effects', 'regional', 'marine', 'vessel', 'activities', '1c']","[u'say', u'launch', u'public', u'engag', u'effect', u'region', u'marin', u'vessel', u'activ', '1c']",say launching public engagement effects regional marine vessel activities c,0.0,0.0,Neutral,Neutral
29,29,29,944245069690925056,0,0,2017-12-22 16:35:42,Buying a this ? Check out our updated info to make sure the booster seat fits both your child and your car D9,"['#BoosterSeat', '#Christmas']",['https://t.co/8TDK4oeK'],Buying Check updated info make sure booster seat fits child car D9,"['Buying', 'Check', 'updated', 'info', 'make', 'sure', 'booster', 'seat', 'fits', 'child', 'car', 'D9']","[u'buy', u'check', u'updat', u'info', u'make', u'sure', u'booster', u'seat', u'fit', u'child', u'car', 'd9']",Buying Check updated into make sure bolster seat fits child car Of,0.5,0.5,Positive,Positive
30,30,30,944236002536837120,3,0,2017-12-22 15:59:40,: .: Additional fine issued for violation of the speed restriction in the Gulf of St. Lawrence,[],['https://t.co/NJlM\xe2\x80\xa6'],Additional fine issued violation speed restriction Gulf St Lawrence,"['Additional', 'fine', 'issued', 'violation', 'speed', 'restriction', 'Gulf', 'St', 'Lawrence']","[u'addit', u'fine', u'issu', u'violat', u'speed', u'restrict', u'gulf', 'st', u'lawrenc']",Additional fine issued violation speed restriction Gulf It Lawrence,0.4166666666666667,0.4166666666666667,Positive,Positive
31,31,31,944191066936406016,14,42,2017-12-22 13:01:07,Time flies when you wear a watch on an airplane!,['#FridayJokes'],[],Time flies wear watch airplane,"['Time', 'flies', 'wear', 'watch', 'airplane']","[u'time', u'fli', u'wear', u'watch', u'airplan']",Time flies wear watch airplane,0.0,0.0,Neutral,Neutral
32,32,32,944009721031294976,5,8,2017-12-22 01:00:31,Our monitors ice conditions and produces ice charts to help vessels navigate Canadian waters during the winter,['#NASPcrew'],"['https://t.co/SxjidhoJt4', 'https://t.co/W0uM9F1I4n']",monitors ice conditions produces ice charts help vessels navigate Canadian waters winter,"['monitors', 'ice', 'conditions', 'produces', 'ice', 'charts', 'help', 'vessels', 'navigate', 'Canadian', 'waters', 'winter']","[u'monitor', u'ice', u'condit', u'produc', u'ice', u'chart', u'help', u'vessel', u'navig', u'canadian', u'water', u'winter']",monitor ice conditions produces ice charts help vessels navigable Canadian waters winter,0.0,0.0,Neutral,Neutral
33,33,33,943979459203432448,13,2,2017-12-21 23:00:16,: Bombardier with dynamic power steering. The steering shaft could break resulting in a loss of steering control. Owners are advised to stop riding their ATV until the interim recall repair is performed 19,"['#Recall', '#ATVs']",['https://t.co/nya4iygY'],Bombardier dynamic power steering steering shaft could break resulting loss steering control Owners advised stop riding ATV interim recall repair performed 19,"['Bombardier', 'dynamic', 'power', 'steering', 'steering', 'shaft', 'could', 'break', 'resulting', 'loss', 'steering', 'control', 'Owners', 'advised', 'stop', 'riding', 'ATV', 'interim', 'recall', 'repair', 'performed', '19']","[u'bombardi', u'dynam', u'power', u'steer', u'steer', u'shaft', u'could', u'break', u'result', u'loss', u'steer', u'control', u'owner', u'advis', u'stop', u'ride', u'atv', u'interim', u'recal', u'repair', u'perform', '19']",Bombardier dynamic power sneering sneering shaft could break resulting loss sneering control Owners advised stop riding ATV interim recall repair performed 19,0.0,0.0,Neutral,Neutral
34,34,34,943949452137697280,4,1,2017-12-21 21:01:01,Buying a for someone? Make sure the new owner knows how to keep it safe and avoid fines,['#drone'],"['https://t.co/BQYrMPERlb', 'https://t.co/DvpR39xR2H']",Buying someone Make sure new owner knows keep safe avoid fines,"['Buying', 'someone', 'Make', 'sure', 'new', 'owner', 'knows', 'keep', 'safe', 'avoid', 'fines']","[u'buy', u'someon', u'make', u'sure', u'new', u'owner', u'know', u'keep', u'safe', u'avoid', u'fine']",Buying someone Take sure new owner knows keep safe avoid fines,0.37878787878787873,0.37878787878787873,Positive,Positive
35,35,35,943927798565081088,12,0,2017-12-21 19:34:59,": Our friends at have the info you need to drive safely in a snowy, cold Canadian winter:",[],['https://t.co/OAF0zidH\xe2\x80\xa6'],friends info need drive safely snowy cold Canadian winter,"['friends', 'info', 'need', 'drive', 'safely', 'snowy', 'cold', 'Canadian', 'winter']","[u'friend', u'info', u'need', u'drive', u'safe', u'snowi', u'cold', u'canadian', u'winter']",friends into need drive safely snowy cold Canadian winter,-0.04999999999999999,-0.04999999999999999,Neutral,Neutral
36,36,36,943911227465617409,28,0,2017-12-21 18:29:08,": Due to the seriousness of helicopter accident near Tweed, ON, the TSB would like to bring the following to the immediate att…",[],[],Due seriousness helicopter accident near Tweed TSB would like bring following immediate,"['Due', 'seriousness', 'helicopter', 'accident', 'near', 'Tweed', 'TSB', 'would', 'like', 'bring', 'following', 'immediate']","[u'due', u'serious', u'helicopt', u'accid', u'near', u'tweed', u'tsb', u'would', u'like', u'bring', u'follow', u'immedi']",Due seriousness helicopter accident near Tweed TSB would like bring following immediate,-0.008333333333333331,-0.008333333333333331,Neutral,Neutral
37,37,37,943911186579558400,10,0,2017-12-21 18:28:58,": Update – Helicopter accident near Tweed, ON: Passengers who do not wear seat belts risk serious injury or death in the event…",[],[],Update Helicopter accident near Tweed Passengers wear seat belts risk serious injury death,"['Update', 'Helicopter', 'accident', 'near', 'Tweed', 'Passengers', 'wear', 'seat', 'belts', 'risk', 'serious', 'injury', 'death']","[u'updat', u'helicopt', u'accid', u'near', u'tweed', u'passeng', u'wear', u'seat', u'belt', u'risk', u'serious', u'injuri', u'death']",Update Helicopter accident near Tweed Passengers wear seat belts risk serious injury death,-0.11666666666666665,-0.11666666666666665,Neutral,Neutral
38,38,38,943828641875681281,2,2,2017-12-21 13:00:58,Get the App for up to the minute travel advisories and changing conditions c,['#ConfederationBridge'],"['https://t.co/TBdiwFhZLb', 'https://t.co/N1QciCWjL']",Get App minute travel advisories changing conditions,"['Get', 'App', 'minute', 'travel', 'advisories', 'changing', 'conditions']","[u'get', u'app', u'minut', u'travel', u'advisori', u'chang', u'condit']",Met Pp minute travel advisories changing conditions,0.0,0.0,Neutral,Neutral
39,39,39,943647324261281792,27,22,2017-12-21 01:00:28,Pointing lasers at any air pilot is a safety hazard,['#NotABrightIdea'],"['https://t.co/XGtDbf3KV4', 'https://t.co/Geh0EI36gB']",Pointing lasers air pilot safety hazard,"['Pointing', 'lasers', 'air', 'pilot', 'safety', 'hazard']","[u'point', u'laser', u'air', u'pilot', u'safeti', u'hazard']",Pointing layers air pilot safety hazard,0.0,0.0,Neutral,Neutral
40,40,40,943526840957915141,7,8,2017-12-20 17:01:43,Want an removed from your local waterway? Apply for funding here,"['#AbandonedBoat', '#OurCoasts']","['https://t.co/vzMC5rB2mf', 'https://t.co/w9I1svBxr6']",Want removed local waterway Apply funding,"['Want', 'removed', 'local', 'waterway', 'Apply', 'funding']","[u'want', u'remov', u'local', u'waterway', u'appli', u'fund']",Want removed local waterway Apply funding,0.0,0.0,Neutral,Neutral
41,41,41,943520843770007554,25,0,2017-12-20 16:37:53,: Did you know that one of the most important parts of Santa Claus's pre-Christmas routine is a fly-by through the town of Kuu…,[],[],know one important parts Santa Claus pre Christmas routine fly town,"['know', 'one', 'important', 'parts', 'Santa', 'Claus', 'pre', 'Christmas', 'routine', 'fly', 'town']","[u'know', u'one', u'import', u'part', u'santa', u'claus', u'pre', u'christma', u'routin', u'fli', u'town']",know one important parts Santa Laws pre Christmas routine fly town,0.6000000000000001,0.6000000000000001,Positive,Positive
42,42,42,943507731109081095,3,3,2017-12-20 15:45:47,: What can you do to help avoid setting off the alarm of the airport metal detector?,['#PopQuiz'],[],help avoid setting alarm airport metal detector,"['help', 'avoid', 'setting', 'alarm', 'airport', 'metal', 'detector']","[u'help', u'avoid', u'set', u'alarm', u'airport', u'metal', u'detector']",help avoid setting alarm airport metal detector,0.0,0.0,Neutral,Neutral
43,43,43,943489939848777728,2,4,2017-12-20 14:35:05,All aboard the celebration train! ’s Gare Centrale is ready for the festivities What’s your favourite ? C,"['#Canada150', '#railsafetyweek', '#150moment']",['https://t.co/uT1XBKtk6'],aboard celebration train Gare Centrale ready festivities favourite,"['aboard', 'celebration', 'train', 'Gare', 'Centrale', 'ready', 'festivities', 'favourite']","[u'aboard', u'celebr', u'train', u'gare', u'central', u'readi', u'festiv', u'favourit']",aboard celebration train Are Central ready festivities favourite,0.2,0.1,Neutral,Neutral
44,44,44,943284932348129280,5,8,2017-12-20 01:00:27,: is ’s largest port and North America’s rd largest,"['#DidYouKnow', '#Canada']","['https://t.co/w0kB1O8ze7', 'https://t.co/JVYygMvryj']",largest port North rd largest,"['largest', 'port', 'North', 'rd', 'largest']","[u'largest', u'port', u'north', 'rd', u'largest']",largest port North rd largest,0.0,0.0,Neutral,Neutral
45,45,45,943254714073911296,7,10,2017-12-19 23:00:23,Is this your ? ft GLASTRON CARLSON CV-16ss found on Dec on the in . Email PPNQUE-NNPQUE.gc.ca with information.,"['#AbandonedBoat', '#RiviereDuNord', '#Lachute']",['https://t.co/Oz3mjhlG86'],ft GLASTRON CARLSON CV 16ss found Dec Email PPNQUE NNPQUE gc ca information,"['ft', 'GLASTRON', 'CARLSON', 'CV', '16ss', 'found', 'Dec', 'Email', 'PPNQUE', 'NNPQUE', 'gc', 'ca', 'information']","['ft', u'glastron', u'carlson', 'cv', u'16ss', u'found', u'dec', u'email', u'ppnque', u'nnpque', 'gc', 'ca', u'inform']",ft GLASTRON CARLSON of less found Dec Email PPNQUE NNPQUE go ca information,0.0,-0.16666666666666666,Neutral,Neutral
46,46,46,943215974798581763,3,0,2017-12-19 20:26:27,: .: Contract awarded to build new equipment maintenance building at Airport in,"['#PortHardy', '#BC']",['https://t.co/anbO\xe2\x80\xa6'],Contract awarded build new equipment maintenance building Airport,"['Contract', 'awarded', 'build', 'new', 'equipment', 'maintenance', 'building', 'Airport']","[u'contract', u'award', u'build', u'new', u'equip', u'mainten', u'build', u'airport']",Contract awarded build new equipment maintenance building Airport,0.13636363636363635,0.13636363636363635,Neutral,Neutral
47,47,47,943168837192732673,14,0,2017-12-19 17:19:08,: Today Min. Brison released the Strategy to reduce from federal operations:,"['#GreeningGovernment', '#GHG']",['https://t.co/H9O3Fv20aF\xe2\x80\xa6'],Today Min Brison released Strategy reduce federal operations,"['Today', 'Min', 'Brison', 'released', 'Strategy', 'reduce', 'federal', 'operations']","[u'today', u'min', u'brison', u'releas', u'strategi', u'reduc', u'feder', u'oper']",Today In Prison released Strategy reduce federal operations,0.0,0.0,Neutral,Neutral
48,48,48,943168528403828738,33,0,2017-12-19 17:17:55,": The Government of Canada is committed to the environment. We’re , learn how: u htt…",['#GreeningGovernment'],['https://t.co/5YrYgh08j'],Government Canada committed environment learn,"['Government', 'Canada', 'committed', 'environment', 'learn']","[u'govern', u'canada', u'commit', u'environ', u'learn']",Government Canada committed environment learn,0.0,0.0,Neutral,Neutral
49,49,49,943147145938522118,219,336,2017-12-19 15:52:57,Uh oh. Justin Trudeau can’t reach . Maybe Min Garneau can help solve the mystery,['#Santa'],['https://t.co/Y9lMw8FjEz'],Uh oh Justin Trudeau reach Maybe Min Garneau help solve mystery,"['Uh', 'oh', 'Justin', 'Trudeau', 'reach', 'Maybe', 'Min', 'Garneau', 'help', 'solve', 'mystery']","['uh', 'oh', u'justin', u'trudeau', u'reach', u'mayb', u'min', u'garneau', u'help', u'solv', u'mysteri']",Oh oh Austin Trudeau reach Maybe In Garneau help solve mystery,0.0,0.0,Neutral,Neutral
50,50,50,943144124185751553,11,0,2017-12-19 15:40:56,: . Min Garneau clears for take-off! No cell phone while driving,['#Santa'],['https://t.co/QRA9QkXVRY'],Min Garneau clears take cell phone driving,"['Min', 'Garneau', 'clears', 'take', 'cell', 'phone', 'driving']","[u'min', u'garneau', u'clear', u'take', u'cell', u'phone', u'drive']",In Garneau clears take cell phone driving,0.0,0.0,Neutral,Neutral
