,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
11,11,11,11,929069720711651334,3,0,2017-11-10 19:34:17,": Min LeBlanc réunit l’industrie, des chercheurs, eerts &amp; Autochtones pour savoir comment protéger la ht…",['#BaleineNoire'],[],RT salledepresseGC Min LeBlanc unit industrie des chercheurs experts amp Autochtones pour savoir comment ger la BaleineNoire,"['RT', 'salledepresseGC', 'Min', 'LeBlanc', 'unit', 'industrie', 'des', 'chercheurs', 'experts', 'amp', 'Autochtones', 'pour', 'savoir', 'comment', 'ger', 'la', 'BaleineNoire']","['rt', u'salledepressegc', u'min', u'leblanc', u'unit', u'industri', u'des', u'chercheur', u'expert', u'amp', u'autochton', u'pour', u'savoir', u'comment', u'ger', 'la', u'baleinenoir']","RT @salledepresseGC: Min LeBlanc réunit l’industrie, des chercheurs, experts &amp; Autochtones pour savoir comment protéger la #BaleineNoire ht…",0.0,Neutral,Social
12,12,12,12,929068705543327744,0,0,2017-11-10 19:30:15,La pêche récréative au vous intéresse? Répondez à notre questionnaire cU,['#SaumonAtlantique'],"['https://t.co/zRjE0QisG4', 'https://t.co/x7A0txaX']",La ative au SaumonAtlantique vous resse pondez notre questionnaire https co zRjE0QisG4 https co x7A0txaXcU,"['La', 'ative', 'au', 'SaumonAtlantique', 'vous', 'resse', 'pondez', 'notre', 'questionnaire', 'https', 'co', 'zRjE0QisG4', 'https', 'co', 'x7A0txaXcU']","['la', u'ativ', 'au', u'saumonatlantiqu', u'vous', u'ress', u'pondez', u'notr', u'questionnair', u'https', 'co', u'zrje0qisg4', u'https', 'co', u'x7a0txaxcu']",La pêche récréative au #SaumonAtlantique vous intéresse? Répondez à notre questionnaire https://t.co/zRjE0QisG4 https://t.co/x7A0txaXcU,0.0,Neutral,Environmental
13,13,13,13,929055693306585089,0,0,2017-11-10 18:38:32,Que pensez-vous de la pêche récréative au é ? Donnez votre opinion!,['#BarRay'],"['https://t.co/wlSZrbhuX7', 'https://t.co/9O5bfYqxLq']",Que pensez vous de la ative au Donnez votre opinion https co wlSZrbhuX7 https co 9O5bfYqxLq,"['Que', 'pensez', 'vous', 'de', 'la', 'ative', 'au', 'Donnez', 'votre', 'opinion', 'https', 'co', 'wlSZrbhuX7', 'https', 'co', '9O5bfYqxLq']","[u'que', u'pensez', u'vous', 'de', 'la', u'ativ', 'au', u'donnez', u'votr', u'opinion', u'https', 'co', u'wlszrbhux7', u'https', 'co', u'9o5bfyqxlq']",Que pensez-vous de la pêche récréative au #BarRayé ? Donnez votre opinion! https://t.co/wlSZrbhuX7 https://t.co/9O5bfYqxLq,0.0,Neutral,Social
14,14,14,14,928676942324301824,6,0,2017-11-09 17:33:31,": Toutes les options sont considérées pour protéger la maintenant et l’été prochain, à leur retour dans le golfe d…",['#BaleineNoire'],[],RT Toutes les options sont es pour ger la BaleineNoire maintenant et prochain leur retour dans le golfe,"['RT', 'Toutes', 'les', 'options', 'sont', 'es', 'pour', 'ger', 'la', 'BaleineNoire', 'maintenant', 'et', 'prochain', 'leur', 'retour', 'dans', 'le', 'golfe']","['rt', u'tout', u'les', u'option', u'sont', 'es', u'pour', u'ger', 'la', u'baleinenoir', u'mainten', 'et', u'prochain', u'leur', u'retour', u'dan', 'le', u'golf']","RT @MPO_DFO: Toutes les options sont considérées pour protéger la #BaleineNoire maintenant et l’été prochain, à leur retour dans le golfe d…",0.0,Neutral,Social
15,15,15,15,928674811546660865,4,0,2017-11-09 17:25:03,": Cet été on a vu plus de dans le golfe du St-Laurent. Dans le passé, elles préféraient la baie de Fundy. ht…",['#BaleinesNoires'],[],RT Cet vu plus de 100 BaleinesNoires dans le golfe du St Laurent Dans le elles raient la baie de Fundy,"['RT', 'Cet', 'vu', 'plus', 'de', '100', 'BaleinesNoires', 'dans', 'le', 'golfe', 'du', 'St', 'Laurent', 'Dans', 'le', 'elles', 'raient', 'la', 'baie', 'de', 'Fundy']","['rt', u'cet', 'vu', u'plus', 'de', u'100', u'baleinesnoir', u'dan', 'le', u'golf', 'du', 'st', u'laurent', u'dan', 'le', u'ell', u'raient', 'la', u'baie', 'de', u'fundi']","RT @MPO_DFO: Cet été on a vu plus de 100 #BaleinesNoires dans le golfe du St-Laurent. Dans le passé, elles préféraient la baie de Fundy. ht…",0.0,Neutral,Social
16,16,16,16,928674745759031298,4,0,2017-11-09 17:24:47,": Le ministre LeBlanc est présent à , N.-B., aujourd'hui pour diriger une discussion avec des eerts sur la façon de pr…",['#Moncton'],[],RT Le ministre LeBlanc est sent Moncton aujourd hui pour diriger une discussion avec des experts sur la de,"['RT', 'Le', 'ministre', 'LeBlanc', 'est', 'sent', 'Moncton', 'aujourd', 'hui', 'pour', 'diriger', 'une', 'discussion', 'avec', 'des', 'experts', 'sur', 'la', 'de']","['rt', 'le', u'ministr', u'leblanc', u'est', u'sent', u'moncton', u'aujourd', u'hui', u'pour', u'dirig', u'une', u'discuss', u'avec', u'des', u'expert', u'sur', 'la', 'de']","RT @MPO_DFO: Le ministre LeBlanc est présent à #Moncton, N.-B., aujourd'hui pour diriger une discussion avec des experts sur la façon de pr…",0.0,Neutral,Economical
17,17,17,17,926418938044538883,0,0,2017-11-03 12:01:01,"Titulaires de permis, le renouvellement est dû d’ici le déc. Utilisez le SNÉPL pour les paiements de",[],['https://t.co/9DyTldyB4e'],Titulaires de permis le renouvellement 2017 est ici le 31 Utilisez le PL pour les paiements de 2017 https co 9DyTldyB4e,"['Titulaires', 'de', 'permis', 'le', 'renouvellement', '2017', 'est', 'ici', 'le', '31', 'Utilisez', 'le', 'PL', 'pour', 'les', 'paiements', 'de', '2017', 'https', 'co', '9DyTldyB4e']","[u'titulair', 'de', u'permi', 'le', u'renouvel', u'2017', u'est', u'ici', 'le', '31', u'utilisez', 'le', 'pl', u'pour', u'les', u'paiement', 'de', u'2017', u'https', 'co', u'9dytldyb4']","Titulaires de permis, le renouvellement 2017 est dû d’ici le 31 déc. Utilisez le SNÉPL pour les paiements de 2017 https://t.co/9DyTldyB4e",0.0,Neutral,Environmental
18,18,18,18,924982407614357511,16,0,2017-10-30 12:52:45,: Aussi ravis d’annoncer nouveaux refuges marins dans le golfe du St-Laurent qui protégeront coraux &amp; éponges,[],['https://t.co/U\xe2\x80\xa6'],RT Aussi ravis annoncer 11 nouveaux refuges marins dans le golfe du St Laurent qui geront coraux amp ponges https co,"['RT', 'Aussi', 'ravis', 'annoncer', '11', 'nouveaux', 'refuges', 'marins', 'dans', 'le', 'golfe', 'du', 'St', 'Laurent', 'qui', 'geront', 'coraux', 'amp', 'ponges', 'https', 'co']","['rt', u'aussi', u'ravi', u'annonc', '11', u'nouveaux', u'refug', u'marin', u'dan', 'le', u'golf', 'du', 'st', u'laurent', u'qui', u'geront', u'coraux', u'amp', u'pong', u'https', 'co']",RT @MPO_DFO: Aussi ravis d’annoncer 11 nouveaux refuges marins dans le golfe du St-Laurent qui protégeront coraux &amp; éponges  https://t.co/U…,0.0,Neutral,Environmental
19,19,19,19,924982356317962246,8,0,2017-10-30 12:52:33,: Merci à tous nos partenaires &amp; intervenants qui nous ont aidés à remplir nos objectifs visant à protéger nos éans! https://…,['#oc'],['https://\xe2\x80\xa6'],RT Merci tous nos partenaires amp intervenants qui nous ont remplir nos objectifs visant ger nos ans https,"['RT', 'Merci', 'tous', 'nos', 'partenaires', 'amp', 'intervenants', 'qui', 'nous', 'ont', 'remplir', 'nos', 'objectifs', 'visant', 'ger', 'nos', 'ans', 'https']","['rt', u'merci', u'tous', u'nos', u'partenair', u'amp', u'interven', u'qui', u'nous', u'ont', u'remplir', u'nos', u'objectif', u'visant', u'ger', u'nos', u'an', u'https']",RT @MPO_DFO: Merci à tous nos partenaires &amp; intervenants qui nous ont aidés à remplir nos objectifs visant à protéger nos #océans! https://…,0.0,Neutral,Environmental
20,20,20,20,924982312747585537,16,0,2017-10-30 12:52:23,: Le Canada a atteint son objectif de visant à protéger % de ses éans avant la fin 🇨🇦,"['#ConservationMarine', '#oc']",['https://t.co/\xe2\x80\xa6'],RT Le Canada atteint son objectif de ConservationMarine visant ger de ses ans avant la fin 2017 https co,"['RT', 'Le', 'Canada', 'atteint', 'son', 'objectif', 'de', 'ConservationMarine', 'visant', 'ger', 'de', 'ses', 'ans', 'avant', 'la', 'fin', '2017', 'https', 'co']","['rt', 'le', u'canada', u'atteint', u'son', u'objectif', 'de', u'conservationmarin', u'visant', u'ger', 'de', u'ses', u'an', u'avant', 'la', u'fin', u'2017', u'https', 'co']",RT @MPO_DFO: Le Canada a atteint son objectif de #ConservationMarine visant à protéger 5% de ses #océans avant la fin 2017 🇨🇦 https://t.co/…,0.0,Neutral,Environmental
21,21,21,21,922448316465664001,1,1,2017-10-23 13:03:11,Bravo aux agents des pêches de la Région du Golfe qui ont reçu une Médaille pour services distingués des agents de la paix,[],['https://t.co/O65QRkGDbp'],Bravo aux agents des de la gion du Golfe qui ont une daille pour services des agents de la paix https co O65QRkGDbp,"['Bravo', 'aux', 'agents', 'des', 'de', 'la', 'gion', 'du', 'Golfe', 'qui', 'ont', 'une', 'daille', 'pour', 'services', 'des', 'agents', 'de', 'la', 'paix', 'https', 'co', 'O65QRkGDbp']","[u'bravo', u'aux', u'agent', u'des', 'de', 'la', u'gion', 'du', u'golf', u'qui', u'ont', u'une', u'daill', u'pour', u'servic', u'des', u'agent', 'de', 'la', u'paix', u'https', 'co', u'o65qrkgdbp']",Bravo aux agents des pêches de la Région du Golfe qui ont reçu une Médaille pour services distingués des agents de la paix https://t.co/O65QRkGDbp,0.0,Neutral,Environmental
22,22,22,22,915980240052244480,3,0,2017-10-05 16:41:21,": Après décès de noires cet été, le rapport du souligne le besoin d’en faire plus",['#baleines'],['https://t.co/Nc\xe2\x80\xa6'],RT salledepresseGC 12 de baleines noires cet le rapport du CWHCRCSF souligne le besoin en faire plus https co,"['RT', 'salledepresseGC', '12', 'de', 'baleines', 'noires', 'cet', 'le', 'rapport', 'du', 'CWHCRCSF', 'souligne', 'le', 'besoin', 'en', 'faire', 'plus', 'https', 'co']","['rt', u'salledepressegc', '12', 'de', u'balein', u'noir', u'cet', 'le', u'rapport', 'du', u'cwhcrcsf', u'soulign', 'le', u'besoin', 'en', u'fair', u'plus', u'https', 'co']","RT @salledepresseGC: Après 12 décès de #baleines noires cet été, le rapport du @CWHCRCSF souligne le besoin d’en faire plus https://t.co/Nc…",0.0,Neutral,Environmental
23,23,23,23,915958829413801984,3,0,2017-10-05 15:16:17,": Un bon accueil est donné au rapport du . Merci à tous les partenaires, dont et MARS.",[],[],RT Un bon accueil est au rapport du CWHCRCSF Merci tous les partenaires dont UPEI et MARS,"['RT', 'Un', 'bon', 'accueil', 'est', 'au', 'rapport', 'du', 'CWHCRCSF', 'Merci', 'tous', 'les', 'partenaires', 'dont', 'UPEI', 'et', 'MARS']","['rt', 'un', u'bon', u'accueil', u'est', 'au', u'rapport', 'du', u'cwhcrcsf', u'merci', u'tous', u'les', u'partenair', u'dont', u'upei', 'et', u'mar']","RT @MPO_DFO: Un bon accueil est donné au rapport du @CWHCRCSF. Merci à tous les partenaires, dont @UPEI et MARS.",0.0,Neutral,Environmental
24,24,24,24,915953995226779648,4,0,2017-10-05 14:57:04,: Nous étudierons avec nos partenaires les changements à apporter l’été prochain pour protéger ces animaux de tout autre danger.,[],[],RT Nous tudierons avec nos partenaires les changements apporter prochain pour ger ces animaux de tout autre danger,"['RT', 'Nous', 'tudierons', 'avec', 'nos', 'partenaires', 'les', 'changements', 'apporter', 'prochain', 'pour', 'ger', 'ces', 'animaux', 'de', 'tout', 'autre', 'danger']","['rt', u'nous', u'tudieron', u'avec', u'nos', u'partenair', u'les', u'changement', u'apport', u'prochain', u'pour', u'ger', u'ces', u'animaux', 'de', u'tout', u'autr', u'danger']",RT @MPO_DFO: Nous étudierons avec nos partenaires les changements à apporter l’été prochain pour protéger ces animaux de tout autre danger.,0.0,Neutral,Environmental
25,25,25,25,915947754022727680,8,0,2017-10-05 14:32:16,": Selon le , les plus grandes menaces pour la sont les collisions avec les navires et les enchevêtrements",['#baleinenoire'],[],RT Selon le CWHCRCSF les plus grandes menaces pour la baleinenoire sont les collisions avec les navires et les,"['RT', 'Selon', 'le', 'CWHCRCSF', 'les', 'plus', 'grandes', 'menaces', 'pour', 'la', 'baleinenoire', 'sont', 'les', 'collisions', 'avec', 'les', 'navires', 'et', 'les']","['rt', u'selon', 'le', u'cwhcrcsf', u'les', u'plus', u'grand', u'menac', u'pour', 'la', u'baleinenoir', u'sont', u'les', u'collis', u'avec', u'les', u'navir', 'et', u'les']","RT @MPO_DFO: Selon le @CWHCRCSF, les plus grandes menaces pour la #baleinenoire sont les collisions avec les navires et les enchevêtrements",0.0,Neutral,Social
26,26,26,26,915947405782257664,2,0,2017-10-05 14:30:53,: Les résultats du confirment incidents en eaux canadiennes impliquant .,['#baleinesnoires'],[],RT Les sultats du CWHCRCSF confirment 13 incidents en eaux canadiennes impliquant 12 baleinesnoires,"['RT', 'Les', 'sultats', 'du', 'CWHCRCSF', 'confirment', '13', 'incidents', 'en', 'eaux', 'canadiennes', 'impliquant', '12', 'baleinesnoires']","['rt', u'les', u'sultat', 'du', u'cwhcrcsf', u'confir', '13', u'incid', 'en', u'eaux', u'canadienn', u'impliqu', '12', u'baleinesnoir']",RT @MPO_DFO: Les résultats du @CWHCRCSF confirment 13 incidents en eaux canadiennes impliquant 12 #baleinesnoires.,0.0,Neutral,Environmental
27,27,27,27,915947225993433089,5,0,2017-10-05 14:30:10,": Après décès cet été et le rapport du publié aujourd'hui, nous ferons plus pour protéger les",['#baleinesnoires'],[],RT 12 cet et le rapport du CWHCRCSF aujourd hui nous ferons plus pour ger les baleinesnoires,"['RT', '12', 'cet', 'et', 'le', 'rapport', 'du', 'CWHCRCSF', 'aujourd', 'hui', 'nous', 'ferons', 'plus', 'pour', 'ger', 'les', 'baleinesnoires']","['rt', '12', u'cet', 'et', 'le', u'rapport', 'du', u'cwhcrcsf', u'aujourd', u'hui', u'nous', u'feron', u'plus', u'pour', u'ger', u'les', u'baleinesnoir']","RT @MPO_DFO: Après 12 décès cet été et le rapport du @CWHCRCSF publié aujourd'hui, nous ferons plus pour protéger les #baleinesnoires",0.0,Neutral,Environmental
28,28,28,28,915943399852855296,2,0,2017-10-05 14:14:58,: Minister LeBlanc est à Malte aujourd'hui pour la conférence internationale sur la marine. Suivez …,"['#OurOceans', '#conservation']",[],RT Minister LeBlanc est Malte aujourd hui pour la rence internationale OurOceans sur la conservation marine Suivez,"['RT', 'Minister', 'LeBlanc', 'est', 'Malte', 'aujourd', 'hui', 'pour', 'la', 'rence', 'internationale', 'OurOceans', 'sur', 'la', 'conservation', 'marine', 'Suivez']","['rt', u'minist', u'leblanc', u'est', u'malt', u'aujourd', u'hui', u'pour', 'la', u'renc', u'international', u'ourocean', u'sur', 'la', u'conserv', u'marin', u'suivez']",RT @MPO_DFO: Minister LeBlanc est à Malte aujourd'hui pour la conférence internationale #OurOceans sur la #conservation marine. Suivez @EU_…,0.0,Neutral,Environmental
29,29,29,29,915644791874039808,5,0,2017-10-04 18:28:24,": Invitation aux médias rapport sur baleine noire, y compris les résultats de la nécropsie. oct h https://…",[],['https://\xe2\x80\xa6'],RT CWHCRCSF Invitation aux dias CWHCRCSF rapport sur baleine noire compris les sultats de la cropsie oct 11 UPEI https,"['RT', 'CWHCRCSF', 'Invitation', 'aux', 'dias', 'CWHCRCSF', 'rapport', 'sur', 'baleine', 'noire', 'compris', 'les', 'sultats', 'de', 'la', 'cropsie', 'oct', '11', 'UPEI', 'https']","['rt', u'cwhcrcsf', u'invit', u'aux', u'dia', u'cwhcrcsf', u'rapport', u'sur', u'balein', u'noir', u'compri', u'les', u'sultat', 'de', 'la', u'cropsi', u'oct', '11', u'upei', u'https']","RT @CWHCRCSF: Invitation aux médias @CWHCRCSF rapport sur baleine noire, y compris les résultats de la nécropsie. 5 oct 11 h @UPEI https://…",0.0,Neutral,Environmental
