Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
10,10,10,946431838284931073,0,0,2017-12-28 17:25:08,"Pour la période des Fêtes, prenez le temps de renouer avec la ! Apprenez-en davantage sur la Stratégie 🇨🇦 :","['#nature', '#DevDurable']","['https://t.co/ctZUliBJhX', 'https://t.co/7il0BdZerH']",Pour la riode des prenez le temps de renouer avec la nature Apprenez en davantage sur la gie DevDurable https co ctZUliBJhX https co 7il0BdZerH,"['Pour', 'la', 'riode', 'des', 'prenez', 'le', 'temps', 'de', 'renouer', 'avec', 'la', 'nature', 'Apprenez', 'en', 'davantage', 'sur', 'la', 'gie', 'DevDurable', 'https', 'co', 'ctZUliBJhX', 'https', 'co', '7il0BdZerH']","[u'pour', 'la', u'riod', u'des', u'prenez', 'le', u'temp', 'de', u'renouer', u'avec', 'la', u'natur', u'apprenez', 'en', u'davantag', u'sur', 'la', u'gie', u'devdur', u'https', 'co', u'ctzulibjhx', u'https', 'co', u'7il0bdzerh']","Pour la période des Fêtes, prenez le temps de renouer avec la #nature! Apprenez-en davantage sur la Stratégie 🇨🇦   #DevDurable : https://t.co/ctZUliBJhX https://t.co/7il0BdZerH",0.0,Neutral
11,11,11,946405437754281985,0,0,2017-12-28 15:40:14,"Êtes-vous amateur, importateur ou spécialiste de ? Répondez à notre sondage en ligne pour nous aider à créer un permis d’importation et des règles de commerce responsable.",['#salamandre'],"['https://t.co/YFfDO1NTPt', 'https://t.co/PYao1RtS1F']",tes vous amateur importateur ou cialiste de salamandre pondez notre sondage en ligne pour nous aider er un permis importation et des gles de commerce responsable https co YFfDO1NTPt https co PYao1RtS1F,"['tes', 'vous', 'amateur', 'importateur', 'ou', 'cialiste', 'de', 'salamandre', 'pondez', 'notre', 'sondage', 'en', 'ligne', 'pour', 'nous', 'aider', 'er', 'un', 'permis', 'importation', 'et', 'des', 'gles', 'de', 'commerce', 'responsable', 'https', 'co', 'YFfDO1NTPt', 'https', 'co', 'PYao1RtS1F']","[u'tes', u'vous', u'amateur', u'importateur', 'ou', u'cialist', 'de', u'salamandr', u'pondez', u'notr', u'sondag', 'en', u'lign', u'pour', u'nous', u'aider', 'er', 'un', u'permi', u'import', 'et', u'des', u'gles', 'de', u'commerc', u'respons', u'https', 'co', u'yffdo1ntpt', u'https', 'co', u'pyao1rts1f']","Êtes-vous amateur, importateur ou spécialiste de #salamandre? Répondez à notre sondage en ligne pour nous aider à créer un permis d’importation et des règles de commerce responsable. https://t.co/YFfDO1NTPt https://t.co/PYao1RtS1F",-0.25,Neutral
12,12,12,946119795673530369,7,10,2017-12-27 20:45:12,C’est le mois de la science dans l’Arctique! Découvrez les mesures prises par le Canada pour favoriser la préservation de l’ :,"['#OursBlanc', '#ScienceArctique']","['https://t.co/ruekXqhq0V', 'https://t.co/XC8WiVsBKB']",est le mois de la science dans Arctique couvrez les mesures prises par le Canada pour favoriser la servation de OursBlanc https co ruekXqhq0V ScienceArctique https co XC8WiVsBKB,"['est', 'le', 'mois', 'de', 'la', 'science', 'dans', 'Arctique', 'couvrez', 'les', 'mesures', 'prises', 'par', 'le', 'Canada', 'pour', 'favoriser', 'la', 'servation', 'de', 'OursBlanc', 'https', 'co', 'ruekXqhq0V', 'ScienceArctique', 'https', 'co', 'XC8WiVsBKB']","[u'est', 'le', u'moi', 'de', 'la', u'scienc', u'dan', u'arctiqu', u'couvrez', u'les', u'mesur', u'prise', u'par', 'le', u'canada', u'pour', u'favoris', 'la', u'servat', 'de', u'oursblanc', u'https', 'co', u'ruekxqhq0v', u'sciencearctiqu', u'https', 'co', u'xc8wivsbkb']",C’est le mois de la science dans l’Arctique! Découvrez les mesures prises par le Canada pour favoriser la préservation de l’#OursBlanc : https://t.co/ruekXqhq0V #ScienceArctique https://t.co/XC8WiVsBKB,0.0,Neutral
13,13,13,946034248489885696,1,1,2017-12-27 15:05:15,N’oubliez pas de participer à la consultation publique sur espèces canadiennes dont on envisage l’inscription à la liste de la Loi sur les ècesEnPéril! Envoyez vos commentaires d'ici le janvier .,['#Esp'],"['https://t.co/QGqgL9yZRr', 'https://t.co/rfQGIztzeh']",oubliez pas de participer la consultation publique sur 13 ces canadiennes dont envisage inscription la liste de la Loi sur les ril Envoyez vos commentaires ici le 18 janvier 2018 https co QGqgL9yZRr https co rfQGIztzeh,"['oubliez', 'pas', 'de', 'participer', 'la', 'consultation', 'publique', 'sur', '13', 'ces', 'canadiennes', 'dont', 'envisage', 'inscription', 'la', 'liste', 'de', 'la', 'Loi', 'sur', 'les', 'ril', 'Envoyez', 'vos', 'commentaires', 'ici', 'le', '18', 'janvier', '2018', 'https', 'co', 'QGqgL9yZRr', 'https', 'co', 'rfQGIztzeh']","[u'oubliez', u'pas', 'de', u'particip', 'la', u'consult', u'publiqu', u'sur', '13', u'ces', u'canadienn', u'dont', u'envisag', u'inscript', 'la', u'list', 'de', 'la', u'loi', u'sur', u'les', u'ril', u'envoyez', u'vos', u'commentair', u'ici', 'le', '18', u'janvier', u'2018', u'https', 'co', u'qgqgl9yzrr', u'https', 'co', u'rfqgiztzeh']",N’oubliez pas de participer à la consultation publique sur 13 espèces canadiennes dont on envisage l’inscription à la liste de la Loi sur les #EspècesEnPéril! Envoyez vos commentaires d'ici le 18 janvier 2018. https://t.co/QGqgL9yZRr https://t.co/rfQGIztzeh,0.0,Neutral
14,14,14,945722156247285760,4,3,2017-12-26 18:25:07,C’est le mois de la science dans l’Arctique! Nos scientifiques combinent la au savoir autochtone pour mieux préserver le caribou.,"['#science', '#ScienceArctique']","['https://t.co/1YbBYhML1N', 'https://t.co/6KTS5YA5ib']",est le mois de la science dans Arctique Nos scientifiques combinent la science au savoir autochtone pour mieux server le caribou ScienceArctique https co 1YbBYhML1N https co 6KTS5YA5ib,"['est', 'le', 'mois', 'de', 'la', 'science', 'dans', 'Arctique', 'Nos', 'scientifiques', 'combinent', 'la', 'science', 'au', 'savoir', 'autochtone', 'pour', 'mieux', 'server', 'le', 'caribou', 'ScienceArctique', 'https', 'co', '1YbBYhML1N', 'https', 'co', '6KTS5YA5ib']","[u'est', 'le', u'moi', 'de', 'la', u'scienc', u'dan', u'arctiqu', u'nos', u'scientifiqu', u'combin', 'la', u'scienc', 'au', u'savoir', u'autochton', u'pour', u'mieux', u'server', 'le', u'caribou', u'sciencearctiqu', u'https', 'co', u'1ybbyhml1n', u'https', 'co', u'6kts5ya5ib']",C’est le mois de la science dans l’Arctique! Nos scientifiques combinent la #science au savoir autochtone pour mieux préserver le caribou. #ScienceArctique https://t.co/1YbBYhML1N https://t.co/6KTS5YA5ib,0.0,Neutral
15,15,15,945679379182555136,2,4,2017-12-26 15:35:08,C’est le temps de nettoyer après une belle journée d’échange de cadeaux? Vérifiez auprès de votre é pour voir ce qui est recyclable; réduisez au minimum les déchets que vous envoyez aux sites d’enfouissement!,"['#municipalit', '#GreenHoliday', '#BoxingDay']",['https://t.co/d3hyKHKsGg'],est le temps de nettoyer une belle change de cadeaux rifiez de votre pour voir ce qui est recyclable duisez au minimum les chets que vous envoyez aux sites enfouissement GreenHoliday BoxingDay https co d3hyKHKsGg,"['est', 'le', 'temps', 'de', 'nettoyer', 'une', 'belle', 'change', 'de', 'cadeaux', 'rifiez', 'de', 'votre', 'pour', 'voir', 'ce', 'qui', 'est', 'recyclable', 'duisez', 'au', 'minimum', 'les', 'chets', 'que', 'vous', 'envoyez', 'aux', 'sites', 'enfouissement', 'GreenHoliday', 'BoxingDay', 'https', 'co', 'd3hyKHKsGg']","[u'est', 'le', u'temp', 'de', u'nettoy', u'une', u'bell', u'chang', 'de', u'cadeaux', u'rifiez', 'de', u'votr', u'pour', u'voir', 'ce', u'qui', u'est', u'recycl', u'duisez', 'au', u'minimum', u'les', u'chet', u'que', u'vous', u'envoyez', u'aux', u'site', u'enfouiss', u'greenholiday', u'boxingday', u'https', 'co', u'd3hykhksgg']",C’est le temps de nettoyer après une belle journée d’échange de cadeaux? Vérifiez auprès de votre #municipalité pour voir ce qui est recyclable; réduisez au minimum les déchets que vous envoyez aux sites d’enfouissement! #GreenHoliday #BoxingDay https://t.co/d3hyKHKsGg,0.0,Neutral
16,16,16,945315815288647680,1,1,2017-12-25 15:30:28,êtes! Vous allez voir votre famille et vos amis? Sachez qu’il faut redoubler de prudence quand on se déplace en . Consultez les prévisions étéo avant de sortir. Soyez étéoLogique!,"['#JoyeusesF', '#hiver', '#m', '#M']","['https://t.co/lqQEX0UVHF', 'https://t.co/0HCCIZvu3k']",Vous allez voir votre famille et vos amis Sachez il faut redoubler de prudence quand se place en hiver Consultez les visions avant de sortir Soyez oLogique https co lqQEX0UVHF https co 0HCCIZvu3k,"['Vous', 'allez', 'voir', 'votre', 'famille', 'et', 'vos', 'amis', 'Sachez', 'il', 'faut', 'redoubler', 'de', 'prudence', 'quand', 'se', 'place', 'en', 'hiver', 'Consultez', 'les', 'visions', 'avant', 'de', 'sortir', 'Soyez', 'oLogique', 'https', 'co', 'lqQEX0UVHF', 'https', 'co', '0HCCIZvu3k']","[u'vous', u'allez', u'voir', u'votr', u'famill', 'et', u'vos', u'ami', u'sachez', 'il', u'faut', u'redoubl', 'de', u'prudenc', u'quand', 'se', u'place', 'en', u'hiver', u'consultez', u'les', u'vision', u'avant', 'de', u'sortir', u'soyez', u'ologiqu', u'https', 'co', u'lqqex0uvhf', u'https', 'co', u'0hccizvu3k']",#JoyeusesFêtes! Vous allez voir votre famille et vos amis? Sachez qu’il faut redoubler de prudence quand on se déplace en #hiver. Consultez les prévisions #météo avant de sortir. Soyez #MétéoLogique! @Transports_gc https://t.co/lqQEX0UVHF https://t.co/0HCCIZvu3k,0.0,Neutral
17,17,17,944665194638270464,2,1,2017-12-23 20:25:08,Gardez vos enfants occupés durant les Fêtes! Encouragez-les à jouer et à elorer notre nouveau site Web : êtesÉcolo,"['#ClimatJeunes', '#F']","['https://t.co/ju9Xz9Zlay', 'https://t.co/AySbNlrOWP']",Gardez vos enfants durant les Encouragez les jouer et explorer notre nouveau site Web ClimatJeunes https co ju9Xz9Zlay colo https co AySbNlrOWP,"['Gardez', 'vos', 'enfants', 'durant', 'les', 'Encouragez', 'les', 'jouer', 'et', 'explorer', 'notre', 'nouveau', 'site', 'Web', 'ClimatJeunes', 'https', 'co', 'ju9Xz9Zlay', 'colo', 'https', 'co', 'AySbNlrOWP']","[u'gardez', u'vos', u'enfant', u'durant', u'les', u'encouragez', u'les', u'jouer', 'et', u'explor', u'notr', u'nouveau', u'site', u'web', u'climatjeun', u'https', 'co', u'ju9xz9zlay', u'colo', u'https', 'co', u'aysbnlrowp']",Gardez vos enfants occupés durant les Fêtes! Encouragez-les à jouer et à explorer notre nouveau site Web #ClimatJeunes : https://t.co/ju9Xz9Zlay #FêtesÉcolo https://t.co/AySbNlrOWP,0.0,Neutral
18,18,18,944644012371300352,1,2,2017-12-23 19:00:57,Égoportrait! Nos scientifiques Amila et Jane mesurent les contaminants de la fonte du pergélisol qui s’écoulent dans les lacs du Nunavut.,"['#ScienceArctique', '#ChangementsClimatiques']","['https://t.co/BTI8dSOiSw', 'https://t.co/UG0e8TK9py']",goportrait Nos scientifiques Amila et Jane mesurent les contaminants de la fonte du lisol qui coulent dans les lacs du Nunavut ScienceArctique ChangementsClimatiques https co BTI8dSOiSw https co UG0e8TK9py,"['goportrait', 'Nos', 'scientifiques', 'Amila', 'et', 'Jane', 'mesurent', 'les', 'contaminants', 'de', 'la', 'fonte', 'du', 'lisol', 'qui', 'coulent', 'dans', 'les', 'lacs', 'du', 'Nunavut', 'ScienceArctique', 'ChangementsClimatiques', 'https', 'co', 'BTI8dSOiSw', 'https', 'co', 'UG0e8TK9py']","[u'goportrait', u'nos', u'scientifiqu', u'amila', 'et', u'jane', u'mesur', u'les', u'contamin', 'de', 'la', u'font', 'du', u'lisol', u'qui', u'coulent', u'dan', u'les', u'lac', 'du', u'nunavut', u'sciencearctiqu', u'changementsclimatiqu', u'https', 'co', u'bti8dsoisw', u'https', 'co', u'ug0e8tk9pi']",Égoportrait! Nos scientifiques Amila et Jane mesurent  les contaminants de la fonte du pergélisol qui s’écoulent dans les lacs du Nunavut. #ScienceArctique #ChangementsClimatiques https://t.co/BTI8dSOiSw https://t.co/UG0e8TK9py,0.0,Neutral
19,19,19,944599784966578176,3,3,2017-12-23 16:05:13,"Les effets des dans la région de l’Arctique canadien sont, entre autres, la perte de la glace de mer et de l’habitat . Pour plus d’infos :","['#ChangementsClimatiques', '#faunique', '#ScienceArctique']","['https://t.co/8wkKfwrhHv', 'https://t.co/s14NerZMs5']",Les effets des ChangementsClimatiques dans la gion de Arctique canadien sont entre autres la perte de la glace de mer et de habitat faunique Pour plus infos https co 8wkKfwrhHv ScienceArctique https co s14NerZMs5,"['Les', 'effets', 'des', 'ChangementsClimatiques', 'dans', 'la', 'gion', 'de', 'Arctique', 'canadien', 'sont', 'entre', 'autres', 'la', 'perte', 'de', 'la', 'glace', 'de', 'mer', 'et', 'de', 'habitat', 'faunique', 'Pour', 'plus', 'infos', 'https', 'co', '8wkKfwrhHv', 'ScienceArctique', 'https', 'co', 's14NerZMs5']","[u'les', u'effet', u'des', u'changementsclimatiqu', u'dan', 'la', u'gion', 'de', u'arctiqu', u'canadien', u'sont', u'entr', u'autr', 'la', u'pert', 'de', 'la', u'glace', 'de', u'mer', 'et', 'de', u'habitat', u'fauniqu', u'pour', u'plus', u'info', u'https', 'co', u'8wkkfwrhhv', u'sciencearctiqu', u'https', 'co', u's14nerzms5']","Les effets des #ChangementsClimatiques dans la région de l’Arctique canadien sont, entre autres, la perte de la glace de mer et de l’habitat #faunique. Pour plus d’infos : https://t.co/8wkKfwrhHv #ScienceArctique https://t.co/s14NerZMs5",0.0,Neutral
