Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
10,10,10,944277982541156352,3,13,2017-12-22 18:46:29,Sending all the best this holiday season to our colleagues for their excellent work here in Central Canada &amp; from coast to coast!,[],['https://t.co/HLRZD1iSH4'],Sending best holiday season colleagues excellent work Central Canada amp coast coast https co HLRZD1iSH4,"['Sending', 'best', 'holiday', 'season', 'colleagues', 'excellent', 'work', 'Central', 'Canada', 'amp', 'coast', 'coast', 'https', 'co', 'HLRZD1iSH4']","[u'send', u'best', u'holiday', u'season', u'colleagu', u'excel', u'work', u'central', u'canada', u'amp', u'coast', u'coast', u'https', 'co', u'hlrzd1ish4']",Sending all the best this holiday season to our  @CCG_GCC colleagues for their excellent work here in Central Canada &amp; from coast to coast! https://t.co/HLRZD1iSH4,0.6666666666666666,Positive
11,11,11,944021563610992645,10,0,2017-12-22 01:47:34,": Corals and sponges are important to our marine ecosystems, providing spawning, breeding grounds and shelter to many aquatic sp…",[],[],RT Corals sponges important marine ecosystems providing spawning breeding grounds shelter many aquatic,"['RT', 'Corals', 'sponges', 'important', 'marine', 'ecosystems', 'providing', 'spawning', 'breeding', 'grounds', 'shelter', 'many', 'aquatic']","['rt', u'coral', u'spong', u'import', u'marin', u'ecosystem', u'provid', u'spawn', u'breed', u'ground', u'shelter', u'mani', u'aquat']","RT @DFO_MPO: Corals and sponges are important to our marine ecosystems, providing spawning, breeding grounds and shelter to many aquatic sp…",0.45,Positive
12,12,12,944021505440133121,80,0,2017-12-22 01:47:20,": new marine refuges off the coasts of Nunavut and Newfoundland and Labrador will protect corals, sponges, and habitats import…",[],[],RT new marine refuges coasts Nunavut Newfoundland Labrador protect corals sponges habitats,"['RT', 'new', 'marine', 'refuges', 'coasts', 'Nunavut', 'Newfoundland', 'Labrador', 'protect', 'corals', 'sponges', 'habitats']","['rt', u'new', u'marin', u'refug', u'coast', u'nunavut', u'newfoundland', u'labrador', u'protect', u'coral', u'spong', u'habitat']","RT @DFO_MPO: 7 new marine refuges off the coasts of Nunavut and Newfoundland and Labrador will protect corals, sponges, and habitats import…",0.13636363636363635,Neutral
13,13,13,944018970943938561,28,0,2017-12-22 01:37:16,: . Canada announces new marine refuges off the coasts of Nunavut and Newfoundland u,[],['https://t.co/8sUvMDg1g'],RT NewsroomGC Canada announces new marine refuges coasts Nunavut Newfoundland https co 8sUvMDg1gu,"['RT', 'NewsroomGC', 'Canada', 'announces', 'new', 'marine', 'refuges', 'coasts', 'Nunavut', 'Newfoundland', 'https', 'co', '8sUvMDg1gu']","['rt', u'newsroomgc', u'canada', u'announc', u'new', u'marin', u'refug', u'coast', u'nunavut', u'newfoundland', u'https', 'co', u'8suvmdg1gu']",RT @NewsroomGC: .@DFO_MPO Canada announces 7 new marine refuges off the coasts of Nunavut and Newfoundland https://t.co/8sUvMDg1gu,0.13636363636363635,Neutral
14,14,14,944014030452281346,5,0,2017-12-22 01:17:38,: Our monitors ice conditions and produces ice charts to help vessels navigate Canadian waters during the winter…,['#NASPcrew'],[],RT NASPcrew monitors ice conditions produces ice charts help vessels navigate Canadian waters,"['RT', 'NASPcrew', 'monitors', 'ice', 'conditions', 'produces', 'ice', 'charts', 'help', 'vessels', 'navigate', 'Canadian', 'waters']","['rt', u'naspcrew', u'monitor', u'ice', u'condit', u'produc', u'ice', u'chart', u'help', u'vessel', u'navig', u'canadian', u'water']",RT @Transport_gc: Our #NASPcrew monitors ice conditions and produces ice charts to help vessels navigate Canadian waters during the winter…,0.0,Neutral
15,15,15,943969206093172737,5,0,2017-12-21 22:19:31,: . Prepares for Great Lakes Icebreaking Operations – Ice users take note,[],['https://t.co/17Lr4Fii9w'],RT NewsroomGC Prepares Great Lakes Icebreaking Operations Ice users take note https co 17Lr4Fii9w,"['RT', 'NewsroomGC', 'Prepares', 'Great', 'Lakes', 'Icebreaking', 'Operations', 'Ice', 'users', 'take', 'note', 'https', 'co', '17Lr4Fii9w']","['rt', u'newsroomgc', u'prepar', u'great', u'lake', u'icebreak', u'oper', u'ice', u'user', u'take', u'note', u'https', 'co', u'17lr4fii9w']",RT @NewsroomGC: .@CCG_GCC Prepares for Great Lakes Icebreaking Operations – Ice users take note https://t.co/17Lr4Fii9w,0.8,Positive
16,16,16,943944943306932224,16,0,2017-12-21 20:43:06,: to that time when CCGS Terry Fox &amp; crew joined Santa in the North Pole for some golf!,"['#TBT', '#Icebreaking', '#Arctic']",['https://t.co/V\xe2\x80\xa6'],RT TBT time CCGS Terry Fox amp crew joined Santa North Pole golf Icebreaking Arctic https co,"['RT', 'TBT', 'time', 'CCGS', 'Terry', 'Fox', 'amp', 'crew', 'joined', 'Santa', 'North', 'Pole', 'golf', 'Icebreaking', 'Arctic', 'https', 'co']","['rt', u'tbt', u'time', u'ccgs', u'terri', u'fox', u'amp', u'crew', u'join', u'santa', u'north', u'pole', u'golf', u'icebreak', u'arctic', u'https', 'co']",RT @CCG_GCC: #TBT to that time when CCGS Terry Fox &amp; crew joined Santa in the North Pole for some golf! #Icebreaking #Arctic https://t.co/V…,0.0,Neutral
17,17,17,943865345873506304,4,0,2017-12-21 15:26:49,: Our holiday Smelt on the Shelf is singing carols with his beluga friends on the Banks Shelf in the Beaufort Sea https…,[],[],RT holiday Smelt Shelf singing carols beluga friends Banks Shelf Beaufort Sea,"['RT', 'holiday', 'Smelt', 'Shelf', 'singing', 'carols', 'beluga', 'friends', 'Banks', 'Shelf', 'Beaufort', 'Sea']","['rt', u'holiday', u'smelt', u'shelf', u'sing', u'carol', u'beluga', u'friend', u'bank', u'shelf', u'beaufort', u'sea']","RT @DFO_Science: Our holiday Smelt on the Shelf is singing carols with his beluga friends on the Banks Shelf in the Beaufort Sea 🎤 🎶 
https…",0.0,Neutral
18,18,18,943587115115442176,4,0,2017-12-20 21:01:13,": Our holiday Smelt on the Shelf is making sure the narwhals on the Devon Shelf off the coast of Nunavut are being nice, not…",[],[],RT holiday Smelt Shelf making sure narwhals Devon Shelf coast Nunavut nice,"['RT', 'holiday', 'Smelt', 'Shelf', 'making', 'sure', 'narwhals', 'Devon', 'Shelf', 'coast', 'Nunavut', 'nice']","['rt', u'holiday', u'smelt', u'shelf', u'make', u'sure', u'narwhal', u'devon', u'shelf', u'coast', u'nunavut', u'nice']","RT @DFO_Science: Our holiday Smelt on the Shelf is making sure the narwhals on the Devon Shelf off the coast of Nunavut are being nice, not…",0.55,Positive
19,19,19,943522383436140546,59,0,2017-12-20 16:44:00,": Starting today, fisheries and aquaculture industries can apply for funding to adopt clean technology that reduce environmenta…",[],[],RT Starting today fisheries aquaculture industries apply funding adopt clean technology reduce,"['RT', 'Starting', 'today', 'fisheries', 'aquaculture', 'industries', 'apply', 'funding', 'adopt', 'clean', 'technology', 'reduce']","['rt', u'start', u'today', u'fisheri', u'aquacultur', u'industri', u'appli', u'fund', u'adopt', u'clean', u'technolog', u'reduc']","RT @DFO_MPO: Starting today, fisheries and aquaculture industries can apply for funding to adopt clean technology that  reduce environmenta…",0.18333333333333332,Neutral
20,20,20,943111123292868608,11,0,2017-12-19 13:29:48,: The is enhancing research and technology to help protect 🇨🇦 waters from oil spills,['#GOC'],['https://t.co/ggRc0C3ImN'],RT GOC enhancing research technology help protect waters oil spills https co ggRc0C3ImN,"['RT', 'GOC', 'enhancing', 'research', 'technology', 'help', 'protect', 'waters', 'oil', 'spills', 'https', 'co', 'ggRc0C3ImN']","['rt', u'goc', u'enhanc', u'research', u'technolog', u'help', u'protect', u'water', u'oil', u'spill', u'https', 'co', u'ggrc0c3imn']",RT @DFO_MPO: The #GOC is enhancing research and technology  to help protect 🇨🇦 waters from oil spills https://t.co/ggRc0C3ImN,0.0,Neutral
21,21,21,942780578092539906,4,0,2017-12-18 15:36:20,": We continue to strengthen ties with . During her recent visit to Montreal, Rear Admiral Joanna Nunan, Ninth Dis…",[],[],RT continue strengthen ties USCGGreatLakes recent visit Montreal Rear Admiral Joanna Nunan Ninth,"['RT', 'continue', 'strengthen', 'ties', 'USCGGreatLakes', 'recent', 'visit', 'Montreal', 'Rear', 'Admiral', 'Joanna', 'Nunan', 'Ninth']","['rt', u'continu', u'strengthen', u'tie', u'uscggreatlak', u'recent', u'visit', u'montreal', u'rear', u'admir', u'joanna', u'nunan', u'ninth']","RT @CCG_GCC: We continue to strengthen ties with @USCGGreatLakes. During her recent visit to Montreal, Rear Admiral Joanna Nunan, Ninth Dis…",0.0,Neutral
22,22,22,942758157729914881,32,0,2017-12-18 14:07:15,: Have your say on new/proposed orders protecting critical habitats off Southwestern Nova Scotia for the Northern Bottlenose Wha…,[],[],RT say new proposed orders protecting critical habitats Southwestern Nova Scotia Northern Bottlenose,"['RT', 'say', 'new', 'proposed', 'orders', 'protecting', 'critical', 'habitats', 'Southwestern', 'Nova', 'Scotia', 'Northern', 'Bottlenose']","['rt', u'say', u'new', u'propos', u'order', u'protect', u'critic', u'habitat', u'southwestern', u'nova', u'scotia', u'northern', u'bottlenos']",RT @DFO_MPO: Have your say on new/proposed orders protecting critical habitats off Southwestern Nova Scotia for the Northern Bottlenose Wha…,0.0,Neutral
23,23,23,941312823006760966,5,0,2017-12-14 14:24:00,": ᐃᑲᔪᕈᒪᒐᔭᖅᑭᑦ ᐅᒥᐊᖅᑐᖅᑐᓂᒃ ᐱᔪᖃᑳᓪᓚᑦᑐᓂᒃ ᐊᐳᖅᓯᑦᑕᐃᓕᒪᑎᑦᑎᓂᕐᒥᓗ? ᐊᑎᓕᐅᕆᑦ ᐆᑦᑐᖃᑕᐅᔪᒪᓂᕐᒧᑦ MCTS-ᒃᑯᑎᒍᑦ ᐃᖃᓗᓐᓂ Iqaluit, -ᒨᖅᑲᑦ ᑎᓯᐱᕆ , Services Canad…",[],[],RT MCTS Iqaluit 18 Services,"['RT', 'MCTS', 'Iqaluit', '18', 'Services']","['rt', u'mcts', u'iqaluit', '18', u'servic']","RT @CCG_GCC: ᐃᑲᔪᕈᒪᒐᔭᖅᑭᑦ ᐅᒥᐊᖅᑐᖅᑐᓂᒃ ᐱᔪᖃᑳᓪᓚᑦᑐᓂᒃ ᐊᐳᖅᓯᑦᑕᐃᓕᒪᑎᑦᑎᓂᕐᒥᓗ? ᐊᑎᓕᐅᕆᑦ ᐆᑦᑐᖃᑕᐅᔪᒪᓂᕐᒧᑦ MCTS-ᒃᑯᑎᒍᑦ ᐃᖃᓗᓐᓂ Iqaluit, 1-ᒨᖅᑲᑦ ᑎᓯᐱᕆ 18, Services Canad…",0.0,Neutral
24,24,24,941312806103715843,7,0,2017-12-14 14:23:56,: Iqalummiut! Want to help mariners in distress &amp; help prevent vessels from colliding? Register for Marine Comms. and Traffic Se…,[],[],RT Iqalummiut Want help mariners distress amp help prevent vessels colliding Register Marine Comms Traffic,"['RT', 'Iqalummiut', 'Want', 'help', 'mariners', 'distress', 'amp', 'help', 'prevent', 'vessels', 'colliding', 'Register', 'Marine', 'Comms', 'Traffic']","['rt', u'iqalummiut', u'want', u'help', u'marin', u'distress', u'amp', u'help', u'prevent', u'vessel', u'collid', u'regist', u'marin', u'comm', u'traffic']",RT @CCG_GCC: Iqalummiut! Want to help mariners in distress &amp; help prevent vessels from colliding? Register for Marine Comms. and Traffic Se…,0.0,Neutral
25,25,25,941037362104152064,4,0,2017-12-13 20:09:25,: Tamnauvit Inuit ilihartuq piyumaqpiartuq qayartuqniqmun huliniq? Tahamna Ukiurtartuq pitalirtuq Tagiuqni Hinaani Annaktuiyit Q…,[],[],RT Tamnauvit Inuit ilihartuq piyumaqpiartuq qayartuqniqmun huliniq Tahamna Ukiurtartuq pitalirtuq Tagiuqni Hinaani Annaktuiyit,"['RT', 'Tamnauvit', 'Inuit', 'ilihartuq', 'piyumaqpiartuq', 'qayartuqniqmun', 'huliniq', 'Tahamna', 'Ukiurtartuq', 'pitalirtuq', 'Tagiuqni', 'Hinaani', 'Annaktuiyit']","['rt', u'tamnauvit', u'inuit', u'ilihartuq', u'piyumaqpiartuq', u'qayartuqniqmun', u'huliniq', u'tahamna', u'ukiurtartuq', u'pitalirtuq', u'tagiuqni', u'hinaani', u'annaktuiyit']",RT @CCG_GCC: Tamnauvit Inuit ilihartuq piyumaqpiartuq qayartuqniqmun huliniq? Tahamna Ukiurtartuq pitalirtuq Tagiuqni Hinaani Annaktuiyit Q…,0.0,Neutral
26,26,26,941037336678293506,7,0,2017-12-13 20:09:19,": ᐃᓄᕕᑦ ᐃᓕᓐᓂᐊᕐᑎᐅᓪᓗᑏᑦ ᐅᒥᐊᕐᑐᕐᓂᕐᒥᒃ ᐊᓕᐊᓇᐃᒋᔭᖃᕐᓗᑎᑦ? ᐅᑭᐅᕐᑕᕐᑐᒥ ᓯᒃᔭᒥ ᐸᕐᓴᐃᓂᕐᒧᑦ ᐅᒥᐊᒃᑯᑦ ᐃᓂᖃᕐᕕᒃ ᐱᔭᐅᓂᐊᕐᒪᑦ, ᐊᒻᒪᓗ ᐃᖃᓇᐃᔭᕐᑎᑦᑎᓇᓱᒃᑐᒍᑦ.",[],['https://t.co/h\xe2\x80\xa6'],RT https co,"['RT', 'https', 'co']","['rt', u'https', 'co']","RT @CCG_GCC: ᐃᓄᕕᑦ ᐃᓕᓐᓂᐊᕐᑎᐅᓪᓗᑏᑦ ᐅᒥᐊᕐᑐᕐᓂᕐᒥᒃ ᐊᓕᐊᓇᐃᒋᔭᖃᕐᓗᑎᑦ? ᐅᑭᐅᕐᑕᕐᑐᒥ ᓯᒃᔭᒥ ᐸᕐᓴᐃᓂᕐᒧᑦ ᐅᒥᐊᒃᑯᑦ ᐃᓂᖃᕐᕕᒃ ᐱᔭᐅᓂᐊᕐᒪᑦ, ᐊᒻᒪᓗ ᐃᖃᓇᐃᔭᕐᑎᑦᑎᓇᓱᒃᑐᒍᑦ. https://t.co/h…",0.0,Neutral
27,27,27,941037293808291840,33,0,2017-12-13 20:09:09,": Are you an Inuit student with a strong interest in boating activities? The is getting an Inshore Rescue Boat station,…",['#Arctic'],[],RT Inuit student strong interest boating activities Arctic getting Inshore Rescue Boat station,"['RT', 'Inuit', 'student', 'strong', 'interest', 'boating', 'activities', 'Arctic', 'getting', 'Inshore', 'Rescue', 'Boat', 'station']","['rt', u'inuit', u'student', u'strong', u'interest', u'boat', u'activ', u'arctic', u'get', u'inshor', u'rescu', u'boat', u'station']","RT @CCG_GCC: Are you an Inuit student with a strong interest in boating activities? The #Arctic is getting an Inshore Rescue Boat station,…",0.4333333333333333,Positive
28,28,28,941015128249683968,3,0,2017-12-13 18:41:04,: Great to see such a beautiful tribute all these years later. May Private Robertson's memory live forever.,[],['https://t.co/XoH\xe2\x80\xa6'],RT KimJohnston Great see beautiful tribute years later May Private Robertson memory live forever https co,"['RT', 'KimJohnston', 'Great', 'see', 'beautiful', 'tribute', 'years', 'later', 'May', 'Private', 'Robertson', 'memory', 'live', 'forever', 'https', 'co']","['rt', u'kimjohnston', u'great', u'see', u'beauti', u'tribut', u'year', u'later', u'may', u'privat', u'robertson', u'memori', u'live', u'forev', u'https', 'co']",RT @KimJohnston: Great to see such a beautiful tribute all these years later. May Private Robertson's memory live forever. https://t.co/XoH…,0.2977272727272727,Neutral
29,29,29,940604890853904385,10,0,2017-12-12 15:30:56,": Participants from around the world, including survey-going employees from , , , en…",[],[],RT Participants around world including survey going employees,"['RT', 'Participants', 'around', 'world', 'including', 'survey', 'going', 'employees']","['rt', u'particip', u'around', u'world', u'includ', u'survey', u'go', u'employe']","RT @DFO_NL: Participants from around the world, including 6 survey-going employees from @DFO_NL, @DFO_MAR, @DFO_CCG_Quebec, @DFO_Central en…",0.0,Neutral
30,30,30,940262024419962881,11,0,2017-12-11 16:48:30,": Dennis Cadieux, Commanding Officer at the Rescue Station in Goderich, ON has years of service with us. De…",['#MondayMotivation'],[],RT MondayMotivation Dennis Cadieux Commanding Officer Rescue Station Goderich 28 years service us,"['RT', 'MondayMotivation', 'Dennis', 'Cadieux', 'Commanding', 'Officer', 'Rescue', 'Station', 'Goderich', '28', 'years', 'service', 'us']","['rt', u'mondaymotiv', u'denni', u'cadieux', u'command', u'offic', u'rescu', u'station', u'goderich', '28', u'year', u'servic', 'us']","RT @CCG_GCC: #MondayMotivation Dennis Cadieux, Commanding Officer at the Rescue Station in Goderich, ON has 28 years of service with us. De…",0.0,Neutral
31,31,31,939306180916203520,19,0,2017-12-09 01:30:19,: It’s official! Our first Offshore Fisheries Science Vessel has completed a major milestone. Congrats and partners for…,[],[],RT official first Offshore Fisheries Science Vessel completed major milestone Congrats seaspan partners,"['RT', 'official', 'first', 'Offshore', 'Fisheries', 'Science', 'Vessel', 'completed', 'major', 'milestone', 'Congrats', 'seaspan', 'partners']","['rt', u'offici', u'first', u'offshor', u'fisheri', u'scienc', u'vessel', u'complet', u'major', u'mileston', u'congrat', u'seaspan', u'partner']",RT @CCG_GCC: It’s official! Our first Offshore Fisheries Science Vessel has completed a major milestone. Congrats @seaspan and partners for…,0.15625,Neutral
32,32,32,939138955081125889,17,0,2017-12-08 14:25:49,: marks our th Vessel Traffic Services anniversary. We are of our /7 Marine Communications and…,"['#FunFactFriday', '#CCGProud']",[],RT FunFactFriday 2017 marks 50th Vessel Traffic Services anniversary CCGProud 24 Marine Communications,"['RT', 'FunFactFriday', '2017', 'marks', '50th', 'Vessel', 'Traffic', 'Services', 'anniversary', 'CCGProud', '24', 'Marine', 'Communications']","['rt', u'funfactfriday', u'2017', u'mark', u'50th', u'vessel', u'traffic', u'servic', u'anniversari', u'ccgproud', '24', u'marin', u'communic']",RT @CCG_GCC: #FunFactFriday 2017 marks our 50th Vessel Traffic Services anniversary. We are #CCGProud of our 24/7 Marine Communications and…,0.0,Neutral
33,33,33,938821036245733376,24,0,2017-12-07 17:22:32,: Who doesn’t want glowing skin for the holidays? Aerial drones and our scientists caught rare footage of bowhead whales rubbing…,[],[],RT want glowing skin holidays Aerial drones scientists caught rare footage bowhead whales,"['RT', 'want', 'glowing', 'skin', 'holidays', 'Aerial', 'drones', 'scientists', 'caught', 'rare', 'footage', 'bowhead', 'whales']","['rt', u'want', u'glow', u'skin', u'holiday', u'aerial', u'drone', u'scientist', u'caught', u'rare', u'footag', u'bowhead', u'whale']",RT @DFO_MPO: Who doesn’t want glowing skin for the holidays? Aerial drones and our scientists caught rare footage of bowhead whales rubbing…,0.3,Neutral
34,34,34,938750474429321216,37,0,2017-12-07 12:42:08,": the represent the third largest economy in the world, if measured as a country? https:/…","['#DYK', '#GreatLakes']",[],RT environmentca DYK GreatLakes represent third largest economy world measured country CGLRGreatlakes https,"['RT', 'environmentca', 'DYK', 'GreatLakes', 'represent', 'third', 'largest', 'economy', 'world', 'measured', 'country', 'CGLRGreatlakes', 'https']","['rt', u'environmentca', u'dyk', u'greatlak', u'repres', u'third', u'largest', u'economi', u'world', u'measur', u'countri', u'cglrgreatlak', u'https']","RT @environmentca: #DYK the #GreatLakes represent the third largest economy in the world, if measured as a country? @CGLRGreatlakes https:/…",0.0,Neutral
