,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
14,14,943572083392565248,4,3,2017-12-20 20:01:30,Les ont inventé plusieurs formes de pour se déplacer à travers les paysages enneigés 🇨🇦. Où vos raquettes vous conduiront-elles cet hiver? ️ ️ Affichez vos meilleures photos avec le mot-clic !,"['#Autochtones', '#raquettes', '#raquette']","['https://t.co/KTtffRrqy6', 'https://t.co/GWdA3gutX5']",Les ont plusieurs formes de pour se placer travers les paysages vos raquettes vous conduiront elles cet hiver Affichez vos meilleures photos avec le mot clic,"['Les', 'ont', 'plusieurs', 'formes', 'de', 'pour', 'se', 'placer', 'travers', 'les', 'paysages', 'vos', 'raquettes', 'vous', 'conduiront', 'elles', 'cet', 'hiver', 'Affichez', 'vos', 'meilleures', 'photos', 'avec', 'le', 'mot', 'clic']","[u'les', u'ont', u'plusieur', u'form', 'de', u'pour', 'se', u'placer', u'traver', u'les', u'paysag', u'vos', u'raquett', u'vous', u'conduiront', u'ell', u'cet', u'hiver', u'affichez', u'vos', u'meilleur', u'photo', u'avec', 'le', u'mot', u'clic']",Les #Autochtones ont inventé plusieurs formes de #raquettes pour se déplacer à travers les paysages enneigés 🇨🇦. Où vos raquettes vous conduiront-elles cet hiver? ❄️ 🏔️ Affichez vos meilleures photos avec le mot-clic #raquette! https://t.co/KTtffRrqy6 https://t.co/GWdA3gutX5
15,15,943517655251738624,5,0,2017-12-20 16:25:13,": « Yawendara et la forêt des Têtes-coupées », de Louis-Karl Picard-Sioui est mon choix du jour pour . Yaw…",['#LecturesAutochtones'],[],Yawendara et la des es de Louis Karl Picard Sioui est mon choix du jour pour,"['Yawendara', 'et', 'la', 'des', 'es', 'de', 'Louis', 'Karl', 'Picard', 'Sioui', 'est', 'mon', 'choix', 'du', 'jour', 'pour']","[u'yawendara', 'et', 'la', u'des', 'es', 'de', u'loui', u'karl', u'picard', u'sioui', u'est', u'mon', u'choix', 'du', u'jour', u'pour']","RT @Min_RCAAN: « Yawendara et la forêt des Têtes-coupées », de Louis-Karl Picard-Sioui est mon choix du jour pour #LecturesAutochtones. Yaw…"
16,16,943219440874872835,1,2,2017-12-19 20:40:13,"Venez toucher un iceberg et en apprendre plus sur l' et la culture à au , dans le cadre de l'eition ""Au-delà des glaces"", appuyée par . Plus d'info:","['#Arctique', '#inuite', '#Ottawa']","['https://t.co/kZL52RNn7A', 'https://t.co/rJrlJHg9ZG']",Venez toucher un iceberg et en apprendre plus sur et la culture au dans le cadre de eition Au des glaces par Plus info,"['Venez', 'toucher', 'un', 'iceberg', 'et', 'en', 'apprendre', 'plus', 'sur', 'et', 'la', 'culture', 'au', 'dans', 'le', 'cadre', 'de', 'eition', 'Au', 'des', 'glaces', 'par', 'Plus', 'info']","[u'venez', u'toucher', 'un', u'iceberg', 'et', 'en', u'apprendr', u'plus', u'sur', 'et', 'la', u'cultur', 'au', u'dan', 'le', u'cadr', 'de', u'eition', 'au', u'des', u'glace', u'par', u'plus', u'info']","Venez toucher un iceberg et en apprendre plus sur l'#Arctique et la culture #inuite à #Ottawa au @museedelanature  , dans le cadre de l'exposition ""Au-delà des glaces"", appuyée par @onf. Plus d'info: https://t.co/kZL52RNn7A https://t.co/rJrlJHg9ZG"
17,17,943143823533854720,7,0,2017-12-19 15:39:44,": Aujourd’hui, pour , je recommande « Dakota parle des traités » qui aborde l'eérience de Dakota à l'occ…",['#LecturesAutochtones'],[],hui pour je recommande Dakota parle des qui aborde rience de Dakota,"['hui', 'pour', 'je', 'recommande', 'Dakota', 'parle', 'des', 'qui', 'aborde', 'rience', 'de', 'Dakota']","[u'hui', u'pour', 'je', u'recommand', u'dakota', u'parl', u'des', u'qui', u'abord', u'rienc', 'de', u'dakota']","RT @Min_RCAAN: Aujourd’hui, pour #LecturesAutochtones, je recommande « Dakota parle des traités » qui aborde l'expérience de Dakota à l'occ…"
18,18,942424371167100928,5,5,2017-12-17 16:00:54,Vous pratiquez votre ? Enrichissez votre vocabulaire avec ce super dictionnaire -! (anglais seulement),"['#ojibwemowin', '#anglais', '#ojibwe']","['https://t.co/paPDBLyBFx', 'https://t.co/G9jmrD7nLM']",pratiquez Enrichissez vocabulaire super dictionnaire anglais seulement,"['pratiquez', 'Enrichissez', 'vocabulaire', 'super', 'dictionnaire', 'anglais', 'seulement']","[u'pratiquez', u'enrichissez', u'vocabulair', u'super', u'dictionnair', u'anglai', u'seulement']",Vous pratiquez votre #ojibwemowin? Enrichissez votre vocabulaire avec ce super dictionnaire #anglais-#ojibwe! (anglais seulement) https://t.co/paPDBLyBFx https://t.co/G9jmrD7nLM
19,19,941836209550082049,4,0,2017-12-16 01:03:45,": Le Forum intergouvernemental s’est réuni aujourd’hui à , au , sur le territoire traditionnel de la …","['#Whitehorse', '#Yukon']",[],Le Forum intergouvernemental est uni hui au sur le territoire traditionnel de la,"['Le', 'Forum', 'intergouvernemental', 'est', 'uni', 'hui', 'au', 'sur', 'le', 'territoire', 'traditionnel', 'de', 'la']","['le', u'forum', u'intergouvernement', u'est', u'uni', u'hui', 'au', u'sur', 'le', u'territoir', u'traditionnel', 'de', 'la']","RT @GouvCanNord: Le Forum intergouvernemental s’est réuni aujourd’hui à #Whitehorse, au #Yukon, sur le territoire traditionnel de la @Kwanl…"
20,20,941767160350887936,3,0,2017-12-15 20:29:22,: EN DIRECT - À l'écoute des du Yukon sur l'avenir des deux nouveaux ministères :,['#jeunes'],['https://t.co/oyyM7NkbFI'],EN DIRECT coute des du Yukon sur avenir des deux nouveaux res,"['EN', 'DIRECT', 'coute', 'des', 'du', 'Yukon', 'sur', 'avenir', 'des', 'deux', 'nouveaux', 'res']","['en', u'direct', u'cout', u'des', 'du', u'yukon', u'sur', u'avenir', u'des', u'deux', u'nouveaux', u'res']",RT @Min_RCAAN: EN DIRECT - À l'écoute des #jeunes du Yukon sur l'avenir des deux nouveaux ministères : https://t.co/oyyM7NkbFI
21,21,941760068256718849,3,2,2017-12-15 20:01:11,"Shash nameshu! Enfin, c'est vendredi!) Apprenez les jours de la semaine en innu grâce à ces excellents audioclips :","['#vendreditoutestpermis', '#LanguesAutochtones']","['https://t.co/oj3YITBSUp', 'https://t.co/AAayiN07ce']",Shash nameshu Enfin est vendredi Apprenez les jours de la semaine en innu ce ces excellents audioclips,"['Shash', 'nameshu', 'Enfin', 'est', 'vendredi', 'Apprenez', 'les', 'jours', 'de', 'la', 'semaine', 'en', 'innu', 'ce', 'ces', 'excellents', 'audioclips']","[u'shash', u'nameshu', u'enfin', u'est', u'vendredi', u'apprenez', u'les', u'jour', 'de', 'la', u'semain', 'en', u'innu', 'ce', u'ces', u'excel', u'audioclip']","Shash nameshu! Enfin, c'est vendredi!) 🎊 Apprenez les jours de la semaine en innu grâce à ces excellents audioclips : https://t.co/oj3YITBSUp #vendreditoutestpermis #LanguesAutochtones https://t.co/AAayiN07ce"
22,22,941744310004961281,0,0,2017-12-15 18:58:34,"Hier, la loi habilitant la prise en charge par èresNations () de l’éducation des a reçu la sanction royale. C","['#Premi', '#', '#JeunesAutochtones']","['https://t.co/nmbK8xgWZF', 'https://t.co/NkpSkTTPG']",Hier la loi habilitant la prise en charge par resNations de ducation des la sanction royale,"['Hier', 'la', 'loi', 'habilitant', 'la', 'prise', 'en', 'charge', 'par', 'resNations', 'de', 'ducation', 'des', 'la', 'sanction', 'royale']","[u'hier', 'la', u'loi', u'habilit', 'la', u'prise', 'en', u'charg', u'par', u'resnat', 'de', u'ducat', u'des', 'la', u'sanction', u'royal']","Hier, la loi habilitant la prise en charge par 23 #PremièresNations (@AnishNation)  de l’#éducation des #JeunesAutochtones a reçu la sanction royale. https://t.co/nmbK8xgWZF https://t.co/NkpSkTTPGC"
23,23,941741782395744256,6,0,2017-12-15 18:48:32,": « La femme venue du Ciel : mythe wendat de la Création », de Louis-Karl Picard-Sioui et illustré par Christine Sioui Wawanol…",[],[],La femme venue du Ciel mythe wendat de la ation de Louis Karl Picard Sioui et par Christine Sioui,"['La', 'femme', 'venue', 'du', 'Ciel', 'mythe', 'wendat', 'de', 'la', 'ation', 'de', 'Louis', 'Karl', 'Picard', 'Sioui', 'et', 'par', 'Christine', 'Sioui']","['la', u'femm', u'venu', 'du', u'ciel', u'myth', u'wendat', 'de', 'la', u'ation', 'de', u'loui', u'karl', u'picard', u'sioui', 'et', u'par', u'christin', u'sioui']","RT @Min_RCAAN: « La femme venue du Ciel : mythe wendat de la Création », de Louis-Karl Picard-Sioui et illustré par Christine Sioui Wawanol…"
24,24,941674851856797697,1,0,2017-12-15 14:22:34,: Stratégie : aider les sur le marché du |,"['#Mikimo', '#Autochtones', '#travail', '#Abitibi', '#emploi']",['https://t.co/I6OBIy6GER'],gie aider les sur le du,"['gie', 'aider', 'les', 'sur', 'le', 'du']","[u'gie', u'aider', u'les', u'sur', 'le', 'du']",RT @LechoAbitibien: Stratégie #Mikimo: aider les #Autochtones sur le marché du #travail https://t.co/I6OBIy6GER | #Abitibi #emploi @RCAAQ
25,25,941384900632023047,4,0,2017-12-14 19:10:25,: La de Whitefish River &amp; le améliorent l'accès à l'eau potable + les services incendies ds la collectivité. ht…,"['#PN', '#GdC']",[],La de Whitefish River amp le liorent eau potable les services incendies ds la,"['La', 'de', 'Whitefish', 'River', 'amp', 'le', 'liorent', 'eau', 'potable', 'les', 'services', 'incendies', 'ds', 'la']","['la', 'de', u'whitefish', u'river', u'amp', 'le', u'liorent', u'eau', u'potabl', u'les', u'servic', u'incendi', 'ds', 'la']",RT @salledepresseGC: La #PN de Whitefish River &amp; le #GdC améliorent l'accès à l'eau potable + les services incendies ds la collectivité. ht…
26,26,941383302576971776,3,0,2017-12-14 19:04:04,: Le et signent un protocole d’entente appuyant la éconciliation.,"['#GdC', '#r']",['https://t.co/Ix8om\xe2\x80\xa6'],Le et signent un protocole entente appuyant la conciliation,"['Le', 'et', 'signent', 'un', 'protocole', 'entente', 'appuyant', 'la', 'conciliation']","['le', 'et', u'signent', 'un', u'protocol', u'entent', u'appuy', 'la', u'concili']",RT @salledepresseGC: Le #GdC et @MSGC_Alberta signent un protocole d’entente appuyant la #réconciliation. @GCAutochtones https://t.co/Ix8om…
27,27,941375868789821440,3,2,2017-12-14 18:34:31,En direct – Le et signent un protocole d’entente appuyant la éconciliation.,"['#GdC', '#r']",['https://t.co/usTzNfZu6E'],En direct Le et signent un protocole entente appuyant la conciliation,"['En', 'direct', 'Le', 'et', 'signent', 'un', 'protocole', 'entente', 'appuyant', 'la', 'conciliation']","['en', u'direct', 'le', 'et', u'signent', 'un', u'protocol', u'entent', u'appuy', 'la', u'concili']",En direct – Le #GdC et @MSGC_Alberta signent un protocole d’entente appuyant la #réconciliation. https://t.co/usTzNfZu6E
28,28,941361651688800256,4,0,2017-12-14 17:38:02,: . nomme membres au conseil provisoire pour l’établissement du Conseil national de éconciliation. https:/…,['#r'],[],nomme membres au conseil provisoire pour tablissement du Conseil national de conciliation https,"['nomme', 'membres', 'au', 'conseil', 'provisoire', 'pour', 'tablissement', 'du', 'Conseil', 'national', 'de', 'conciliation', 'https']","[u'nomm', u'membr', 'au', u'conseil', u'provisoir', u'pour', u'tabliss', 'du', u'conseil', u'nation', 'de', u'concili', u'https']",RT @salledepresseGC: .@Min_RCAAN nomme 6 membres au conseil provisoire pour l’établissement du Conseil national de #réconciliation. https:/…
29,29,941361448428736514,6,0,2017-12-14 17:37:13,: EN DIRECT – Nomination de membres du conseil d’administration provisoire qui travaillera à l’établissement du Conseil nati…,[],[],EN DIRECT Nomination de membres du conseil administration provisoire qui travaillera tablissement du Conseil,"['EN', 'DIRECT', 'Nomination', 'de', 'membres', 'du', 'conseil', 'administration', 'provisoire', 'qui', 'travaillera', 'tablissement', 'du', 'Conseil']","['en', u'direct', u'nomin', 'de', u'membr', 'du', u'conseil', u'administr', u'provisoir', u'qui', u'travaillera', u'tabliss', 'du', u'conseil']",RT @Min_RCAAN: EN DIRECT – Nomination de 6 membres du conseil d’administration provisoire qui travaillera à l’établissement du Conseil nati…
30,30,941357621663199232,1,0,2017-12-14 17:22:01,: Les Kahkewistahaw &amp; Serpent River mettent fin à des avis à long terme concernant l’eau potable. https:/…,"['#PN', '#EauPropre']",[],Les Kahkewistahaw amp Serpent River mettent fin des avis long terme concernant eau potable https,"['Les', 'Kahkewistahaw', 'amp', 'Serpent', 'River', 'mettent', 'fin', 'des', 'avis', 'long', 'terme', 'concernant', 'eau', 'potable', 'https']","[u'les', u'kahkewistahaw', u'amp', u'serpent', u'river', u'mettent', u'fin', u'des', u'avi', u'long', u'term', u'concern', u'eau', u'potabl', u'https']",RT @salledepresseGC: Les #PN Kahkewistahaw &amp; Serpent River mettent fin à des avis à long terme concernant l’eau potable. #EauPropre https:/…
31,31,941314209832464386,4,0,2017-12-14 14:29:31,: La création du ministère des Services aux Canada permettra à notre gouv. de travailler de manière plus eff…,['#Autochtones'],[],La ation du des Services aux Canada permettra notre gouv de travailler de plus,"['La', 'ation', 'du', 'des', 'Services', 'aux', 'Canada', 'permettra', 'notre', 'gouv', 'de', 'travailler', 'de', 'plus']","['la', u'ation', 'du', u'des', u'servic', u'aux', u'canada', u'permettra', u'notr', u'gouv', 'de', u'travail', 'de', u'plus']",RT @Min_ServAutoch: La création du ministère des Services aux #Autochtones Canada permettra à notre gouv. de travailler de manière plus eff…
