,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category
195,195,195,195,195,195,195,137563459593611_1899850673364872,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1899840743365865/?type=3,2017-10-21 08:30:00,160,35,17,144,8,8,0,0,0,0,"It’s Reptile Awareness Day! 🦎 There are different species of snakes found Point Pelee National Park, including the fox snake pictured here. Do you have any photos of reptiles from your past park adventures? We’d love to see them in the comments below! Upload your photo to iNaturalist and help scientists learn about, manage and protect wildlife: Canadian Wildlife Federation",[],['ow.ly/S3me30fO7cK'],Reptile Awareness Day 10 different species snakes found Point Pelee National Park including fox snake pictured photos reptiles past park adventures love see comments Upload photo iNaturalist help scientists learn manage protect wildlife ow ly S3me30fO7cK Canadian Wildlife Federation,"['Reptile', 'Awareness', 'Day', '10', 'different', 'species', 'snakes', 'found', 'Point', 'Pelee', 'National', 'Park', 'including', 'fox', 'snake', 'pictured', 'photos', 'reptiles', 'past', 'park', 'adventures', 'love', 'see', 'comments', 'Upload', 'photo', 'iNaturalist', 'help', 'scientists', 'learn', 'manage', 'protect', 'wildlife', 'ow', 'ly', 'S3me30fO7cK', 'Canadian', 'Wildlife', 'Federation']","[u'reptil', u'awar', u'day', '10', u'differ', u'speci', u'snake', u'found', u'point', u'pele', u'nation', u'park', u'includ', u'fox', u'snake', u'pictur', u'photo', u'reptil', u'past', u'park', u'adventur', u'love', u'see', u'comment', u'upload', u'photo', u'inaturalist', u'help', u'scientist', u'learn', u'manag', u'protect', u'wildlif', 'ow', 'ly', u's3me30fo7ck', u'canadian', u'wildlif', u'feder']","It’s Reptile Awareness Day! 🐍🐢🦎 There are 10 different species of snakes found Point Pelee National Park, including the fox snake pictured here.

Do you have any photos of reptiles from your past park adventures? We’d love to see them in the comments below!  Upload your photo to iNaturalist and help scientists learn about, manage and protect wildlife: ow.ly/S3me30fO7cK Canadian Wildlife Federation",Environmental
196,196,196,196,196,196,196,137563459593611_1909069632442976,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1909068685776404/?type=3,2017-10-20 19:20:00,2364,40,215,1986,291,86,1,0,0,0,"Happy Friday Follower Photo!!! This amazing shot comes to us from on Instagram, who captioned it: “The sights and sounds of La Mauricie National Park, Parks Canada are incredible this time of year.” Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],[],Happy Friday Follower Photo amazing shot comes us barefootbeavr Instagram captioned sights sounds La Mauricie National Park Parks Canada incredible time year Every Friday randomly pick photo sent us follower feature wall would like submit photo consideration simply send us message photo caption,"['Happy', 'Friday', 'Follower', 'Photo', 'amazing', 'shot', 'comes', 'us', 'barefootbeavr', 'Instagram', 'captioned', 'sights', 'sounds', 'La', 'Mauricie', 'National', 'Park', 'Parks', 'Canada', 'incredible', 'time', 'year', 'Every', 'Friday', 'randomly', 'pick', 'photo', 'sent', 'us', 'follower', 'feature', 'wall', 'would', 'like', 'submit', 'photo', 'consideration', 'simply', 'send', 'us', 'message', 'photo', 'caption']","[u'happi', u'friday', u'follow', u'photo', u'amaz', u'shot', u'come', 'us', u'barefootbeavr', u'instagram', u'caption', u'sight', u'sound', 'la', u'maurici', u'nation', u'park', u'park', u'canada', u'incred', u'time', u'year', u'everi', u'friday', u'random', u'pick', u'photo', u'sent', 'us', u'follow', u'featur', u'wall', u'would', u'like', u'submit', u'photo', u'consider', u'simpli', u'send', 'us', u'messag', u'photo', u'caption']","Happy Friday Follower Photo!!! This amazing shot comes to us from @barefootbeavr on Instagram, who captioned it: “The sights and sounds of La Mauricie National Park, Parks Canada are incredible this time of year.”

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",Environmental
197,197,197,197,197,197,197,137563459593611_1907841005899172,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1907840595899213/?type=3,2017-10-20 15:30:01,185,17,8,175,10,0,0,0,0,0,"Just because summer has come to an end, doesn’t mean your outdoor adventures have to! This is the perfect time to elore the fall before all the fun winter activities heat up. So we you to get out and have some fall fun! Pictures or it didn’t happen! Post them in the comments below!",['#ParksChallenge'],[],summer come end mean outdoor adventures perfect time explore fall fun winter activities heat ParksChallenge get fall fun Pictures happen Post comments,"['summer', 'come', 'end', 'mean', 'outdoor', 'adventures', 'perfect', 'time', 'explore', 'fall', 'fun', 'winter', 'activities', 'heat', 'ParksChallenge', 'get', 'fall', 'fun', 'Pictures', 'happen', 'Post', 'comments']","[u'summer', u'come', u'end', u'mean', u'outdoor', u'adventur', u'perfect', u'time', u'explor', u'fall', u'fun', u'winter', u'activ', u'heat', u'parkschalleng', u'get', u'fall', u'fun', u'pictur', u'happen', u'post', u'comment']","Just because summer has come to an end, doesn’t mean your outdoor adventures have to! This is the perfect time to explore the fall before all the fun winter activities heat up. So we #ParksChallenge you to get out and have some fall fun! Pictures or it didn’t happen! Post them in the comments below!",Environmental
198,198,198,198,198,198,198,137563459593611_1909060889110517,,video,https://www.facebook.com/ParksCanada/videos/1909057262444213/,2017-10-20 12:30:00,243,21,15,215,19,9,0,0,0,0,"million of you entered our Discover Canada contest in hopes of winning the incredible grand prize of a trip to western Newfoundland! Now, the time has come! Drum roll please! … … Congratulations to Nadira Balkaran of Winnipeg, Manitoba! We hope your family enjoys this trip of a lifetime!",[],[],million entered Discover Canada contest hopes winning incredible grand prize trip western Newfoundland time come Drum roll please Congratulations Nadira Balkaran Winnipeg Manitoba hope family enjoys trip lifetime,"['million', 'entered', 'Discover', 'Canada', 'contest', 'hopes', 'winning', 'incredible', 'grand', 'prize', 'trip', 'western', 'Newfoundland', 'time', 'come', 'Drum', 'roll', 'please', 'Congratulations', 'Nadira', 'Balkaran', 'Winnipeg', 'Manitoba', 'hope', 'family', 'enjoys', 'trip', 'lifetime']","[u'million', u'enter', u'discov', u'canada', u'contest', u'hope', u'win', u'incred', u'grand', u'prize', u'trip', u'western', u'newfoundland', u'time', u'come', u'drum', u'roll', u'pleas', u'congratul', u'nadira', u'balkaran', u'winnipeg', u'manitoba', u'hope', u'famili', u'enjoy', u'trip', u'lifetim']","1.5 million of you entered our Discover Canada contest in hopes of winning the incredible grand prize of a trip to western Newfoundland! Now, the time has come! Drum roll please! 
…
…

🎉 Congratulations to Nadira Balkaran of Winnipeg, Manitoba! 🎉 We hope your family enjoys this trip of a lifetime!",Social
199,199,199,199,199,199,199,137563459593611_1907840379232568,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1907840125899260/?type=3,2017-10-19 11:00:00,319,29,25,290,23,3,0,0,0,3,Is there anything better than gearing up with your favourite scarf and a thermos filled with a warm beverage and heading out for a cool autumn walk? We you to find out! Show us how you get out and elore in the fall weather by posting your photos in the comments below!,['#ParksChallenge'],[],anything better gearing favourite scarf thermos filled warm beverage heading cool autumn walk ParksChallenge find Show us get explore fall weather posting photos comments,"['anything', 'better', 'gearing', 'favourite', 'scarf', 'thermos', 'filled', 'warm', 'beverage', 'heading', 'cool', 'autumn', 'walk', 'ParksChallenge', 'find', 'Show', 'us', 'get', 'explore', 'fall', 'weather', 'posting', 'photos', 'comments']","[u'anyth', u'better', u'gear', u'favourit', u'scarf', u'thermo', u'fill', u'warm', u'beverag', u'head', u'cool', u'autumn', u'walk', u'parkschalleng', u'find', u'show', 'us', u'get', u'explor', u'fall', u'weather', u'post', u'photo', u'comment']",Is there anything better than gearing up with your favourite scarf and a thermos filled with a warm beverage and heading out for a cool autumn walk? We #ParksChallenge you to find out! Show us how you get out and explore in the fall weather by posting your photos in the comments below!,Environmental
200,200,200,200,200,200,200,137563459593611_1907277795955493,Rideau Canal,video,https://www.youtube.com/watch?v=ju_nYn6BALA,2017-10-18 18:09:11,137,13,0,127,7,1,2,0,0,0,,[],[],,['nan'],[u'nan'],,Social
201,201,201,201,201,201,201,137563459593611_1899835600033046,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1899835370033069/?type=3,2017-10-18 15:15:00,1057,23,703,909,109,38,0,0,0,1,"Today is Persons Day! This year marks years since women were recognized as ""persons"" in Canada, due to the relentless campaigning of the Famous Five: Emily Murphy, Henrietta Muir Edwards, Louise McKinney, Nellie McClung and Irene Parlby. Women in Canada Library and Archives Canada","['#WomensHistoryMonth', '#ClaimYourPlace']",[],Today Persons Day year marks 88 years since women recognized persons Canada due relentless campaigning Famous Five Emily Murphy Henrietta Muir Edwards Louise McKinney Nellie McClung Irene Parlby WomensHistoryMonth ClaimYourPlace Women Canada Library Archives Canada,"['Today', 'Persons', 'Day', 'year', 'marks', '88', 'years', 'since', 'women', 'recognized', 'persons', 'Canada', 'due', 'relentless', 'campaigning', 'Famous', 'Five', 'Emily', 'Murphy', 'Henrietta', 'Muir', 'Edwards', 'Louise', 'McKinney', 'Nellie', 'McClung', 'Irene', 'Parlby', 'WomensHistoryMonth', 'ClaimYourPlace', 'Women', 'Canada', 'Library', 'Archives', 'Canada']","[u'today', u'person', u'day', u'year', u'mark', '88', u'year', u'sinc', u'women', u'recogn', u'person', u'canada', u'due', u'relentless', u'campaign', u'famous', u'five', u'emili', u'murphi', u'henrietta', u'muir', u'edward', u'louis', u'mckinney', u'nelli', u'mcclung', u'iren', u'parlbi', u'womenshistorymonth', u'claimyourplac', u'women', u'canada', u'librari', u'archiv', u'canada']","Today is Persons Day! This year marks 88 years since women were recognized as ""persons"" in Canada, due to the relentless campaigning of the Famous Five: Emily Murphy, Henrietta Muir Edwards, Louise McKinney, Nellie McClung and Irene Parlby. #WomensHistoryMonth #ClaimYourPlace

Women in Canada Library and Archives Canada",Social
202,202,202,202,202,202,202,137563459593611_1907062515977021,Signal Hill National Historic Site,photo,https://www.facebook.com/SignalHillNHS/photos/a.471674766248212.1073741847.445666215515734/1527847143964297/?type=3,2017-10-18 13:05:23,98,4,0,93,4,1,0,0,0,0,,[],[],,['nan'],[u'nan'],,Social
203,203,203,203,203,203,203,137563459593611_1839379779411962,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1839378779412062/?type=3,2017-10-18 09:00:00,81,2,10,74,2,5,0,0,0,0,": The Pitcher's Thistle flowers only once, for years! Fit’s in bloom from the time the thistle is until it's years old. This endangered species can be found in the fragile dune ecosystems of the upper great lakes, and we’re undertaking work to recover the species at Pukaskwa National Park!","['#FunFact', '#WildlifeWednesday']",[],FunFact Pitcher Thistle flowers years bloom time thistle 10 years old endangered species found fragile dune ecosystems upper great lakes undertaking work recover species Pukaskwa National Park WildlifeWednesday,"['FunFact', 'Pitcher', 'Thistle', 'flowers', 'years', 'bloom', 'time', 'thistle', '10', 'years', 'old', 'endangered', 'species', 'found', 'fragile', 'dune', 'ecosystems', 'upper', 'great', 'lakes', 'undertaking', 'work', 'recover', 'species', 'Pukaskwa', 'National', 'Park', 'WildlifeWednesday']","[u'funfact', u'pitcher', u'thistl', u'flower', u'year', u'bloom', u'time', u'thistl', '10', u'year', u'old', u'endang', u'speci', u'found', u'fragil', u'dune', u'ecosystem', u'upper', u'great', u'lake', u'undertak', u'work', u'recov', u'speci', u'pukaskwa', u'nation', u'park', u'wildlifewednesday']","#FunFact: The Pitcher's Thistle flowers only once, for 8 years! Fit’s in bloom from the time the thistle is 2 until it's 10 years old. This endangered species can be found in the fragile dune ecosystems of the upper great lakes, and we’re undertaking work to recover the species at Pukaskwa National Park! #WildlifeWednesday",Environmental
204,204,204,204,204,204,204,137563459593611_1887368574613082,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1887367747946498/?type=3,2017-10-17 19:25:00,547,22,90,472,62,12,0,0,0,1,"Did you know? You can view the beauty of one of Canada’s furthest offshore remote islands, Sable Islands National Park Reserve all from the comfort of your home! Using Google’s Street View, go on an interactive tour of this east coast gem. From wild horses, to unique flora, you’ll ️ these views! To celebrate , we're featuring ALL of our + places across our social media accounts. Stay tuned!",['#Canada150'],['http://ow.ly/maPr30fpdS4'],know view beauty one furthest offshore remote islands Sable Islands National Park Reserve comfort home Using Street View go interactive tour east coast gem wild horses unique flora views http ow ly maPr30fpdS4 celebrate Canada150 featuring 200 places across social media accounts Stay tuned,"['know', 'view', 'beauty', 'one', 'furthest', 'offshore', 'remote', 'islands', 'Sable', 'Islands', 'National', 'Park', 'Reserve', 'comfort', 'home', 'Using', 'Street', 'View', 'go', 'interactive', 'tour', 'east', 'coast', 'gem', 'wild', 'horses', 'unique', 'flora', 'views', 'http', 'ow', 'ly', 'maPr30fpdS4', 'celebrate', 'Canada150', 'featuring', '200', 'places', 'across', 'social', 'media', 'accounts', 'Stay', 'tuned']","[u'know', u'view', u'beauti', u'one', u'furthest', u'offshor', u'remot', u'island', u'sabl', u'island', u'nation', u'park', u'reserv', u'comfort', u'home', u'use', u'street', u'view', 'go', u'interact', u'tour', u'east', u'coast', u'gem', u'wild', u'hors', u'uniqu', u'flora', u'view', u'http', 'ow', 'ly', u'mapr30fpds4', u'celebr', u'canada150', u'featur', u'200', u'place', u'across', u'social', u'media', u'account', u'stay', u'tune']","Did you know? You can view the beauty of one of Canada’s furthest offshore remote islands, Sable Islands National Park Reserve all from the comfort of your home! Using Google’s Street View, go on an interactive tour of this east coast gem. From wild horses, to unique flora, you’ll ❤️ these views! 🐴🌸 http://ow.ly/maPr30fpdS4

To celebrate #Canada150, we're featuring ALL of our 200+ places across our social media accounts. Stay tuned!",Environmental
205,205,205,205,205,205,205,137563459593611_1887123714637568,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1891206997562573/?type=3,2017-10-17 07:00:04,302,15,23,276,22,4,0,0,0,0,Where can you find some of the highest tides on the planet? CBC Kids learned this and more when they visited Fundy National Park.,['#TravelTuesday'],['http://ow.ly/cg4T30fwpXM'],find highest tides planet CBC Kids learned visited Fundy National Park http ow ly cg4T30fwpXM TravelTuesday,"['find', 'highest', 'tides', 'planet', 'CBC', 'Kids', 'learned', 'visited', 'Fundy', 'National', 'Park', 'http', 'ow', 'ly', 'cg4T30fwpXM', 'TravelTuesday']","[u'find', u'highest', u'tide', u'planet', u'cbc', u'kid', u'learn', u'visit', u'fundi', u'nation', u'park', u'http', 'ow', 'ly', u'cg4t30fwpxm', u'traveltuesday']",Where can you find some of the highest tides on the planet? 🌎 CBC Kids learned this and more when they visited Fundy National Park. http://ow.ly/cg4T30fwpXM #TravelTuesday,Environmental
206,206,206,206,206,206,206,137563459593611_1901965086486764,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1901964656486807/?type=3,2017-10-16 18:45:00,552,20,49,475,54,22,0,0,0,1,🦄+=! Did you know that proposed national marine conservation area Tallurutiup Imanga/Lancaster Sound is home to % of the world’s narwhals? It’s also an important area for many other marine animals that find food and travel through the region. Photo credit: Mark Mallory (Acadia University).,['#MarineMonday'],[],know proposed national marine conservation area Tallurutiup Imanga Lancaster Sound home 75 narwhals also important area many marine animals find food travel region MarineMonday Photo credit Mark Mallory Acadia University,"['know', 'proposed', 'national', 'marine', 'conservation', 'area', 'Tallurutiup', 'Imanga', 'Lancaster', 'Sound', 'home', '75', 'narwhals', 'also', 'important', 'area', 'many', 'marine', 'animals', 'find', 'food', 'travel', 'region', 'MarineMonday', 'Photo', 'credit', 'Mark', 'Mallory', 'Acadia', 'University']","[u'know', u'propos', u'nation', u'marin', u'conserv', u'area', u'tallurutiup', u'imanga', u'lancast', u'sound', u'home', '75', u'narwhal', u'also', u'import', u'area', u'mani', u'marin', u'anim', u'find', u'food', u'travel', u'region', u'marinemonday', u'photo', u'credit', u'mark', u'mallori', u'acadia', u'univers']","🦄+🐋=❤! Did you know that proposed national marine conservation area Tallurutiup Imanga/Lancaster Sound is home to 75% of the world’s narwhals? It’s also an important area for many other marine animals that find food and travel through the region. #MarineMonday

Photo credit: Mark Mallory (Acadia University).",Environmental
207,207,207,207,207,207,207,137563459593611_1904992069517399,Bruce Peninsula National Park and Fathom Five National Marine Park,video,https://www.facebook.com/BrucePeninsulaNP/videos/1945542885708556/,2017-10-16 14:01:21,447,12,0,374,59,14,0,0,0,0,Welcome to the world little turtles!!!,[],[],Welcome world little turtles,"['Welcome', 'world', 'little', 'turtles']","[u'welcom', u'world', u'littl', u'turtl']",Welcome to the world little turtles!!! 🐢,Environmental
208,208,208,208,208,208,208,137563459593611_1899739193376020,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1899738090042797/?type=3,2017-10-16 08:05:00,2593,405,283,2067,295,227,1,1,0,2,Happy Dictionary Day! What word would you use to describe this view? Photo taken in Ukkusiksalik National Park. Parks Canada Nunavut,[],[],Happy Dictionary Day word would use describe view Photo taken Ukkusiksalik National Park Parks Canada Nunavut,"['Happy', 'Dictionary', 'Day', 'word', 'would', 'use', 'describe', 'view', 'Photo', 'taken', 'Ukkusiksalik', 'National', 'Park', 'Parks', 'Canada', 'Nunavut']","[u'happi', u'dictionari', u'day', u'word', u'would', u'use', u'describ', u'view', u'photo', u'taken', u'ukkusiksalik', u'nation', u'park', u'park', u'canada', u'nunavut']","Happy Dictionary Day! 📖 What word would you use to describe this view?

Photo taken in Ukkusiksalik National Park. Parks Canada Nunavut",Environmental
209,209,209,209,209,209,209,137563459593611_1901938079822798,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1901937189822887/?type=3,2017-10-15 08:35:00,338,3,31,313,16,7,0,0,0,2,"For those of you who like to get into a story, we've created a YouTube playlist with all of our long-form videos! These videos are all longer than mins, so if you want to scratch beneath the surface and get to know our places a bit better, this one's for you: 2 It's ! Did you know we have a YouTube channel? You don't want to miss any of our awesome videos, so subscribe today! Photo taken in Torngat Mountains National Park.",['#SubscriberSunday'],['ow.ly/vpcO30fRvX'],like get story created YouTube playlist long form videos videos longer mins want scratch beneath surface get know places bit better one ow ly vpcO30fRvX2 SubscriberSunday know YouTube channel want miss awesome videos subscribe today Photo taken Torngat Mountains National Park,"['like', 'get', 'story', 'created', 'YouTube', 'playlist', 'long', 'form', 'videos', 'videos', 'longer', 'mins', 'want', 'scratch', 'beneath', 'surface', 'get', 'know', 'places', 'bit', 'better', 'one', 'ow', 'ly', 'vpcO30fRvX2', 'SubscriberSunday', 'know', 'YouTube', 'channel', 'want', 'miss', 'awesome', 'videos', 'subscribe', 'today', 'Photo', 'taken', 'Torngat', 'Mountains', 'National', 'Park']","[u'like', u'get', u'stori', u'creat', u'youtub', u'playlist', u'long', u'form', u'video', u'video', u'longer', u'min', u'want', u'scratch', u'beneath', u'surfac', u'get', u'know', u'place', u'bit', u'better', u'one', 'ow', 'ly', u'vpco30frvx2', u'subscribersunday', u'know', u'youtub', u'channel', u'want', u'miss', u'awesom', u'video', u'subscrib', u'today', u'photo', u'taken', u'torngat', u'mountain', u'nation', u'park']","For those of you who like to get into a story, we've created a YouTube playlist with all of our long-form videos! These videos are all longer than 5 mins, so if you want to scratch beneath the surface and get to know our places a bit better, this one's for you: ow.ly/vpcO30fRvX2

It's #SubscriberSunday! Did you know we have a YouTube channel? You don't want to miss any of our awesome videos, so subscribe today! 

Photo taken in Torngat Mountains National Park.",Environmental
210,210,210,210,210,210,210,137563459593611_1899854836697789,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1899853200031286/?type=3,2017-10-14 18:25:01,51,2,3,47,3,1,0,0,0,0,Are you a new Canadian citizen? 🇨🇦 Connect with the best of Canada’s history and nature by participating in Institute for Canadian Citizenship Institut pour la citoyenneté canadienne’s Cultural access program! Photo taken in Point Pelee National Park,['#CitizenshipWeek'],['http://ow.ly/P0Dw30fO8g4'],new Canadian citizen Connect best history nature participating Institute Canadian Citizenship Institut pour la Cultural access program http ow ly P0Dw30fO8g4 CitizenshipWeek Photo taken Point Pelee National Park,"['new', 'Canadian', 'citizen', 'Connect', 'best', 'history', 'nature', 'participating', 'Institute', 'Canadian', 'Citizenship', 'Institut', 'pour', 'la', 'Cultural', 'access', 'program', 'http', 'ow', 'ly', 'P0Dw30fO8g4', 'CitizenshipWeek', 'Photo', 'taken', 'Point', 'Pelee', 'National', 'Park']","[u'new', u'canadian', u'citizen', u'connect', u'best', u'histori', u'natur', u'particip', u'institut', u'canadian', u'citizenship', u'institut', u'pour', 'la', u'cultur', u'access', u'program', u'http', 'ow', 'ly', u'p0dw30fo8g4', u'citizenshipweek', u'photo', u'taken', u'point', u'pele', u'nation', u'park']","Are you a new Canadian citizen? 🇨🇦 Connect with the best of Canada’s history and nature by participating in Institute for Canadian Citizenship Institut pour la citoyenneté canadienne’s Cultural access program! http://ow.ly/P0Dw30fO8g4 #CitizenshipWeek

Photo taken in Point Pelee National Park",Environmental
211,211,211,211,211,211,211,137563459593611_1891388854211054,,status,,2017-10-14 08:00:00,14,0,0,14,0,0,0,0,0,0,Please note that we are currently performing maintenance on Parks Canada’s website until :59 p.m. (ET). We are sorry for the inconvenience and thank you for your patience.,[],[],Please note currently performing maintenance Parks website 11 59 ET sorry inconvenience thank patience,"['Please', 'note', 'currently', 'performing', 'maintenance', 'Parks', 'website', '11', '59', 'ET', 'sorry', 'inconvenience', 'thank', 'patience']","[u'pleas', u'note', u'current', u'perform', u'mainten', u'park', u'websit', '11', '59', 'et', u'sorri', u'inconveni', u'thank', u'patienc']",Please note that we are currently performing maintenance on Parks Canada’s website until 11:59 p.m. (ET). We are sorry for the inconvenience and thank you for your patience.,Environmental
212,212,212,212,212,212,212,137563459593611_1901733166509956,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1901732139843392/?type=3,2017-10-13 19:20:00,447,18,15,414,24,9,0,0,0,0,"Happy Friday Follower Photo!!! This amazing shot of Cape Breton Highlands National Park comes to us from on Instagram! ️ Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],[],Happy Friday Follower Photo amazing shot Cape Breton Highlands National Park comes us Instagram Every Friday randomly pick photo sent us follower feature wall would like submit photo consideration simply send us message photo caption,"['Happy', 'Friday', 'Follower', 'Photo', 'amazing', 'shot', 'Cape', 'Breton', 'Highlands', 'National', 'Park', 'comes', 'us', 'Instagram', 'Every', 'Friday', 'randomly', 'pick', 'photo', 'sent', 'us', 'follower', 'feature', 'wall', 'would', 'like', 'submit', 'photo', 'consideration', 'simply', 'send', 'us', 'message', 'photo', 'caption']","[u'happi', u'friday', u'follow', u'photo', u'amaz', u'shot', u'cape', u'breton', u'highland', u'nation', u'park', u'come', 'us', u'instagram', u'everi', u'friday', u'random', u'pick', u'photo', u'sent', 'us', u'follow', u'featur', u'wall', u'would', u'like', u'submit', u'photo', u'consider', u'simpli', u'send', 'us', u'messag', u'photo', u'caption']","Happy Friday Follower Photo!!!
This amazing shot of Cape Breton Highlands National Park comes to us from @chris_eh_ on Instagram! 🍂⛅️

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",Environmental
213,213,213,213,213,213,213,137563459593611_1899729840043622,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1899729590043647/?type=3,2017-10-13 15:00:00,149,79,14,138,8,0,2,0,0,1,"We DO want to bug you… and ask you to share your pictures of those smallest of eco helpers: BUGS! And while you’re at it, upload them to iNaturalist the largest nature database in the world:",[],['http://ow.ly/z5kh30cbMpA'],want bug ask share pictures smallest eco helpers BUGS upload iNaturalist largest nature database world http ow ly z5kh30cbMpA,"['want', 'bug', 'ask', 'share', 'pictures', 'smallest', 'eco', 'helpers', 'BUGS', 'upload', 'iNaturalist', 'largest', 'nature', 'database', 'world', 'http', 'ow', 'ly', 'z5kh30cbMpA']","[u'want', u'bug', u'ask', u'share', u'pictur', u'smallest', u'eco', u'helper', u'bug', u'upload', u'inaturalist', u'largest', u'natur', u'databas', u'world', u'http', 'ow', 'ly', u'z5kh30cbmpa']","We DO want to bug 🐜🐛 you… and ask you to share your pictures of those smallest of eco helpers: BUGS! And while you’re at it, upload them to iNaturalist the largest nature database in the world: http://ow.ly/z5kh30cbMpA",Environmental
214,214,214,214,214,214,214,137563459593611_1891382317545041,,status,,2017-10-13 12:00:00,17,1,3,14,0,0,1,1,0,1,"Please note that we will be performing maintenance on Parks Canada’s website tomorrow Saturday, October , from :00 a.m. until :59 p.m. (ET). Our website will be unavailable during this time. We are sorry for the inconvenience and thank you for your patience.",[],[],Please note performing maintenance Parks website tomorrow Saturday October 14 12 00 11 59 ET website unavailable time sorry inconvenience thank patience,"['Please', 'note', 'performing', 'maintenance', 'Parks', 'website', 'tomorrow', 'Saturday', 'October', '14', '12', '00', '11', '59', 'ET', 'website', 'unavailable', 'time', 'sorry', 'inconvenience', 'thank', 'patience']","[u'pleas', u'note', u'perform', u'mainten', u'park', u'websit', u'tomorrow', u'saturday', u'octob', '14', '12', '00', '11', '59', 'et', u'websit', u'unavail', u'time', u'sorri', u'inconveni', u'thank', u'patienc']","Please note that we will be performing maintenance on Parks Canada’s website tomorrow Saturday, October 14, from 12:00 a.m. until 11:59 p.m. (ET). Our website will be unavailable during this time. We are sorry for the inconvenience and thank you for your patience.",Environmental
215,215,215,215,215,215,215,137563459593611_1899838366699436,,photo,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1899837503366189/?type=3,2017-10-13 07:05:00,57,2,3,55,2,0,0,0,0,0,It’s your day horror fans! Although we can’t help fight that eerie feeling this celebrate your love for all things scary and plan a haunted tour at your favourite historic site: Photo taken in Halifax Citadel National Historic Site,['#Fridaythe13th'],['http://ow.ly/Kvff30fO6YA'],day horror fans Although help fight eerie feeling Fridaythe13th celebrate love things scary plan haunted tour favourite historic site http ow ly Kvff30fO6YA Photo taken Halifax Citadel National Historic Site,"['day', 'horror', 'fans', 'Although', 'help', 'fight', 'eerie', 'feeling', 'Fridaythe13th', 'celebrate', 'love', 'things', 'scary', 'plan', 'haunted', 'tour', 'favourite', 'historic', 'site', 'http', 'ow', 'ly', 'Kvff30fO6YA', 'Photo', 'taken', 'Halifax', 'Citadel', 'National', 'Historic', 'Site']","[u'day', u'horror', u'fan', u'although', u'help', u'fight', u'eeri', u'feel', u'fridaythe13th', u'celebr', u'love', u'thing', u'scari', u'plan', u'haunt', u'tour', u'favourit', u'histor', u'site', u'http', 'ow', 'ly', u'kvff30fo6ya', u'photo', u'taken', u'halifax', u'citadel', u'nation', u'histor', u'site']","It’s your day horror fans! Although we can’t help fight that eerie feeling this #Fridaythe13th 😟 celebrate your love for all things scary and plan a haunted tour at your favourite historic site: http://ow.ly/Kvff30fO6YA

Photo taken in Halifax Citadel National Historic Site",Environmental
