,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category
87,87,87,87,87,134615279898518_1941966262496735,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1941964999163528/?type=3,2017-12-02 09:45:23,394,123,29,288,56,48,0,1,0,1,"WOW! Pouvez-vous croire qu'un tel paysage existe? Mentionnez un ami dans les commentaires avec lequel vous aimeriez elorer ce joyau naturel! Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO",[],[],WOW Pouvez vous croire qu un tel paysage existe Mentionnez un ami dans les commentaires avec lequel vous aimeriez explorer ce joyau naturel Photo prise la serve de parc national Nahanni Parcs Canada TNO,"['WOW', 'Pouvez', 'vous', 'croire', 'qu', 'un', 'tel', 'paysage', 'existe', 'Mentionnez', 'un', 'ami', 'dans', 'les', 'commentaires', 'avec', 'lequel', 'vous', 'aimeriez', 'explorer', 'ce', 'joyau', 'naturel', 'Photo', 'prise', 'la', 'serve', 'de', 'parc', 'national', 'Nahanni', 'Parcs', 'Canada', 'TNO']","[u'wow', u'pouvez', u'vous', u'croir', 'qu', 'un', u'tel', u'paysag', u'exist', u'mentionnez', 'un', u'ami', u'dan', u'les', u'commentair', u'avec', u'lequel', u'vous', u'aimeriez', u'explor', 'ce', u'joyau', u'naturel', u'photo', u'prise', 'la', u'serv', 'de', u'parc', u'nation', u'nahanni', u'parc', u'canada', u'tno']","WOW! Pouvez-vous croire qu'un tel paysage existe? 😍 Mentionnez un ami dans les commentaires avec lequel vous aimeriez explorer ce joyau naturel!

Photo prise à la réserve de parc national Nahanni, Parcs Canada TNO",Environmental
88,88,88,88,88,134615279898518_1939828326043862,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1939828009377227/?type=3,2017-12-01 17:00:00,7,0,0,5,1,0,0,0,0,1,"Il y a quelque chose de magique dans l'herbe givrée du matin! Que vous sentiez l’hiver arriver lentement ou que vous construisiez déjà des bonhommes de neige, pour le éfiParcs de cette semaine, nous voulons voir votre vue de la saison froide! Affichez vos photos dans les commentaires ci-dessous!",['#D'],[],Il quelque chose de magique dans herbe du matin Que vous sentiez hiver arriver lentement ou que vous construisiez des bonhommes de neige pour le fiParcs de cette semaine nous voulons voir votre vue de la saison froide Affichez vos photos dans les commentaires ci dessous,"['Il', 'quelque', 'chose', 'de', 'magique', 'dans', 'herbe', 'du', 'matin', 'Que', 'vous', 'sentiez', 'hiver', 'arriver', 'lentement', 'ou', 'que', 'vous', 'construisiez', 'des', 'bonhommes', 'de', 'neige', 'pour', 'le', 'fiParcs', 'de', 'cette', 'semaine', 'nous', 'voulons', 'voir', 'votre', 'vue', 'de', 'la', 'saison', 'froide', 'Affichez', 'vos', 'photos', 'dans', 'les', 'commentaires', 'ci', 'dessous']","['il', u'quelqu', u'chose', 'de', u'magiqu', u'dan', u'herb', 'du', u'matin', u'que', u'vous', u'sentiez', u'hiver', u'arriv', u'lentement', 'ou', u'que', u'vous', u'construisiez', u'des', u'bonhomm', 'de', u'neig', u'pour', 'le', u'fiparc', 'de', u'cett', u'semain', u'nous', u'voulon', u'voir', u'votr', u'vue', 'de', 'la', u'saison', u'froid', u'affichez', u'vos', u'photo', u'dan', u'les', u'commentair', 'ci', u'dessous']","Il y a quelque chose de magique dans l'herbe givrée du matin! Que vous sentiez l’hiver arriver lentement ou que vous construisiez déjà des bonhommes de neige, pour le #DéfiParcs de cette semaine, nous voulons voir votre vue de la saison froide! Affichez vos photos dans les commentaires ci-dessous!",Environmental
89,89,89,89,89,134615279898518_1943129929047035,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1943129575713737/?type=3,2017-12-01 10:34:42,48,2,3,42,4,2,0,0,0,0,"Joyeux vendredi photo des abonnés! Cette splendide photo nous vient de sur Instagram, accompagnée de la légende suivante : « La beauté naturelle du lac Clear est remarquable en toutes saisons ». Le parc national du Mont-Riding est l’endroit parfait pour une vacance hivernale. Parcs Canada WPG Manitoba Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous souhaitez soumettre une photo, veuillez nous envoyer un message.",[],[],Joyeux vendredi photo des Cette splendide photo nous vient de jdleigh sur Instagram de la gende suivante La naturelle du lac Clear est remarquable en toutes saisons Le parc national du Mont Riding est endroit parfait pour une vacance hivernale Parcs Canada WPG Manitoba Chaque vendredi nous choisissons au hasard une photo par un pour la mettre en vedette sur notre mur Si vous souhaitez soumettre une photo veuillez nous envoyer un message,"['Joyeux', 'vendredi', 'photo', 'des', 'Cette', 'splendide', 'photo', 'nous', 'vient', 'de', 'jdleigh', 'sur', 'Instagram', 'de', 'la', 'gende', 'suivante', 'La', 'naturelle', 'du', 'lac', 'Clear', 'est', 'remarquable', 'en', 'toutes', 'saisons', 'Le', 'parc', 'national', 'du', 'Mont', 'Riding', 'est', 'endroit', 'parfait', 'pour', 'une', 'vacance', 'hivernale', 'Parcs', 'Canada', 'WPG', 'Manitoba', 'Chaque', 'vendredi', 'nous', 'choisissons', 'au', 'hasard', 'une', 'photo', 'par', 'un', 'pour', 'la', 'mettre', 'en', 'vedette', 'sur', 'notre', 'mur', 'Si', 'vous', 'souhaitez', 'soumettre', 'une', 'photo', 'veuillez', 'nous', 'envoyer', 'un', 'message']","[u'joyeux', u'vendredi', u'photo', u'des', u'cett', u'splendid', u'photo', u'nous', u'vient', 'de', u'jdleigh', u'sur', u'instagram', 'de', 'la', u'gend', u'suivant', 'la', u'naturell', 'du', u'lac', u'clear', u'est', u'remarqu', 'en', u'tout', u'saison', 'le', u'parc', u'nation', 'du', u'mont', u'ride', u'est', u'endroit', u'parfait', u'pour', u'une', u'vacanc', u'hivernal', u'parc', u'canada', u'wpg', u'manitoba', u'chaqu', u'vendredi', u'nous', u'choisisson', 'au', u'hasard', u'une', u'photo', u'par', 'un', u'pour', 'la', u'mettr', 'en', u'vedett', u'sur', u'notr', u'mur', 'si', u'vous', u'souhaitez', u'soumettr', u'une', u'photo', u'veuillez', u'nous', u'envoy', 'un', u'messag']","Joyeux vendredi photo des abonnés! Cette splendide photo nous vient de @jdleigh sur Instagram, accompagnée de la légende suivante : « La beauté naturelle du lac Clear est remarquable en toutes saisons ». Le parc national du Mont-Riding est l’endroit parfait pour une vacance hivernale. ❄❄ Parcs Canada WPG Manitoba

Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous souhaitez soumettre une photo, veuillez nous envoyer un message.",Environmental
90,90,90,90,90,134615279898518_1942312452462116,Entrée gratuite pour les jeunes de 17 ans et moins en 2018,video,https://www.facebook.com/ParcsCanada/videos/1942311955795499/,2017-11-30 17:32:13,67,6,83,56,11,0,0,0,0,0,"C'est l'annonce que vous attendiez tous : vous pouvez maintenant commander votre écouverte ! Mais ce n’est pas TOUT : à compter du er janvier, l'entrée à nos endroits est GRATUITE pour les jeunes de ans et moins! Préparez votre liste d'endroits à visiter, il est temps de planifier de nouvelles aventures!",['#CarteD'],['http://ow.ly/mv9S30gUf2M'],est annonce que vous attendiez tous vous pouvez maintenant commander votre couverte 2018 Mais ce est pas TOUT compter du 1er janvier nos endroits est GRATUITE pour les jeunes de 17 ans et moins parez votre liste endroits visiter il est temps de planifier de nouvelles aventures http ow ly mv9S30gUf2M,"['est', 'annonce', 'que', 'vous', 'attendiez', 'tous', 'vous', 'pouvez', 'maintenant', 'commander', 'votre', 'couverte', '2018', 'Mais', 'ce', 'est', 'pas', 'TOUT', 'compter', 'du', '1er', 'janvier', 'nos', 'endroits', 'est', 'GRATUITE', 'pour', 'les', 'jeunes', 'de', '17', 'ans', 'et', 'moins', 'parez', 'votre', 'liste', 'endroits', 'visiter', 'il', 'est', 'temps', 'de', 'planifier', 'de', 'nouvelles', 'aventures', 'http', 'ow', 'ly', 'mv9S30gUf2M']","[u'est', u'annonc', u'que', u'vous', u'attendiez', u'tous', u'vous', u'pouvez', u'mainten', u'command', u'votr', u'couvert', u'2018', u'mai', 'ce', u'est', u'pas', u'tout', u'compter', 'du', u'1er', u'janvier', u'nos', u'endroit', u'est', u'gratuit', u'pour', u'les', u'jeun', 'de', '17', u'an', 'et', u'moin', u'parez', u'votr', u'list', u'endroit', u'visit', 'il', u'est', u'temp', 'de', u'planifi', 'de', u'nouvell', u'aventur', u'http', 'ow', 'ly', u'mv9s30guf2m']","C'est l'annonce que vous attendiez tous : vous pouvez maintenant commander votre #CarteDécouverte 2018! 🙌 Mais ce n’est pas TOUT : à compter du 1er janvier, l'entrée à nos endroits est GRATUITE pour les jeunes de 17 ans et moins! 🎉 Préparez votre liste d'endroits à visiter, il est temps de planifier de nouvelles aventures! http://ow.ly/mv9S30gUf2M",Social
91,91,91,91,91,134615279898518_1904369439589751,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1904368106256551/?type=3,2017-11-30 09:05:00,11,0,3,9,1,1,0,0,0,0,"Joyeux anniversaire à Lucy Maud Montgomery! Venez découvrir cette merveilleuse auteure canadienne au lieu historique national du Cavendish-de-L.-M.-Montgomery. Elorez le paysage qu’elle connaissait si bien et qu’elle a rendu célèbre dans ses livres Anne… la maison aux pignons verts. Tourisme Île-du-Prince-Édouard Pour célébrer , nous mettons en vedette nos plus de endroits sur nos comptes de médias sociaux. Saviez-vous que marque aussi le centenaire des lieux historiques nationaux? Restez à l’affût!",['#Canada150'],[],Joyeux anniversaire Lucy Maud Montgomery Venez couvrir cette merveilleuse auteure canadienne au lieu historique national du Cavendish de Montgomery Explorez le paysage elle connaissait si bien et elle rendu bre dans ses livres la maison aux pignons verts Tourisme le du Prince douard Pour brer Canada150 nous mettons en vedette nos plus de 200 endroits sur nos comptes de dias sociaux Saviez vous que 2017 marque aussi le centenaire des lieux historiques nationaux Restez,"['Joyeux', 'anniversaire', 'Lucy', 'Maud', 'Montgomery', 'Venez', 'couvrir', 'cette', 'merveilleuse', 'auteure', 'canadienne', 'au', 'lieu', 'historique', 'national', 'du', 'Cavendish', 'de', 'Montgomery', 'Explorez', 'le', 'paysage', 'elle', 'connaissait', 'si', 'bien', 'et', 'elle', 'rendu', 'bre', 'dans', 'ses', 'livres', 'la', 'maison', 'aux', 'pignons', 'verts', 'Tourisme', 'le', 'du', 'Prince', 'douard', 'Pour', 'brer', 'Canada150', 'nous', 'mettons', 'en', 'vedette', 'nos', 'plus', 'de', '200', 'endroits', 'sur', 'nos', 'comptes', 'de', 'dias', 'sociaux', 'Saviez', 'vous', 'que', '2017', 'marque', 'aussi', 'le', 'centenaire', 'des', 'lieux', 'historiques', 'nationaux', 'Restez']","[u'joyeux', u'anniversair', u'luci', u'maud', u'montgomeri', u'venez', u'couvrir', u'cett', u'merveilleus', u'auteur', u'canadienn', 'au', u'lieu', u'historiqu', u'nation', 'du', u'cavendish', 'de', u'montgomeri', u'explorez', 'le', u'paysag', u'ell', u'connaissait', 'si', u'bien', 'et', u'ell', u'rendu', u'bre', u'dan', u'ses', u'livr', 'la', u'maison', u'aux', u'pignon', u'vert', u'tourism', 'le', 'du', u'princ', u'douard', u'pour', u'brer', u'canada150', u'nous', u'metton', 'en', u'vedett', u'nos', u'plus', 'de', u'200', u'endroit', u'sur', u'nos', u'compt', 'de', u'dia', u'sociaux', u'saviez', u'vous', u'que', u'2017', u'marqu', u'aussi', 'le', u'centenair', u'des', u'lieux', u'historiqu', u'nationaux', u'restez']","Joyeux anniversaire à Lucy Maud Montgomery! Venez découvrir cette merveilleuse auteure canadienne au lieu historique national du Cavendish-de-L.-M.-Montgomery. Explorez le paysage qu’elle connaissait si bien et qu’elle a rendu célèbre dans ses livres Anne… la maison aux pignons verts. Tourisme Île-du-Prince-Édouard

Pour célébrer #Canada150, nous mettons en vedette nos plus de 200 endroits sur nos comptes de médias sociaux. Saviez-vous que 2017 marque aussi le centenaire des lieux historiques nationaux? Restez à l’affût!",Environmental
92,92,92,92,92,134615279898518_1911800115513350,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1911799798846715/?type=3,2017-11-29 20:30:00,17,0,3,16,1,0,0,0,0,0,"En ce , nous vous rappelons d'être prudent en observant les animaux magnifiques de nos endroits! Voici dix conseils pour respecter la faune et être en sécurité :",['#MercrediFaune'],['ow.ly/y2ZQ30gl76t'],En ce MercrediFaune nous vous rappelons prudent en observant les animaux magnifiques de nos endroits Voici dix conseils pour respecter la faune et en ow ly y2ZQ30gl76t,"['En', 'ce', 'MercrediFaune', 'nous', 'vous', 'rappelons', 'prudent', 'en', 'observant', 'les', 'animaux', 'magnifiques', 'de', 'nos', 'endroits', 'Voici', 'dix', 'conseils', 'pour', 'respecter', 'la', 'faune', 'et', 'en', 'ow', 'ly', 'y2ZQ30gl76t']","['en', 'ce', u'mercredifaun', u'nous', u'vous', u'rappelon', u'prudent', 'en', u'observ', u'les', u'animaux', u'magnifiqu', 'de', u'nos', u'endroit', u'voici', u'dix', u'conseil', u'pour', u'respect', 'la', u'faun', 'et', 'en', 'ow', 'ly', u'y2zq30gl76t']","En ce #MercrediFaune, nous vous rappelons d'être prudent en observant les animaux magnifiques de nos endroits! Voici dix conseils pour respecter la faune et être en sécurité : ow.ly/y2ZQ30gl76t",Environmental
93,93,93,93,93,134615279898518_1941230782570283,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1941230349236993/?type=3,2017-11-29 18:26:53,7,1,1,7,0,0,0,0,0,0,"Planifiez-vous nous rendre visite en ? Si vous avez répondu OUI, vous voudrez connaître notre grande nouvelle demain! Notez-le à votre calendrier, programmez votre téléphone… c’est à ne pas manquer!",[],[],Planifiez vous nous rendre visite en 2018 Si vous avez pondu OUI vous voudrez tre notre grande nouvelle demain Notez le votre calendrier programmez votre est ne pas manquer,"['Planifiez', 'vous', 'nous', 'rendre', 'visite', 'en', '2018', 'Si', 'vous', 'avez', 'pondu', 'OUI', 'vous', 'voudrez', 'tre', 'notre', 'grande', 'nouvelle', 'demain', 'Notez', 'le', 'votre', 'calendrier', 'programmez', 'votre', 'est', 'ne', 'pas', 'manquer']","[u'planifiez', u'vous', u'nous', u'rendr', u'visit', 'en', u'2018', 'si', u'vous', u'avez', u'pondu', u'oui', u'vous', u'voudrez', u'tre', u'notr', u'grand', u'nouvell', u'demain', u'notez', 'le', u'votr', u'calendri', u'programmez', u'votr', u'est', 'ne', u'pas', u'manquer']","Planifiez-vous nous rendre visite en 2018? Si vous avez répondu OUI, vous voudrez connaître notre grande nouvelle demain! 😲 Notez-le à votre calendrier, programmez votre téléphone… c’est à ne pas manquer!",Social
94,94,94,94,94,134615279898518_1935431973150164,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1939860626040632/?type=3,2017-11-28 19:05:00,8,0,2,7,1,0,0,0,0,0,C'est ! Les visites des parcs pendant les saisons intermédiaires peuvent vous donner l'impression d'avoir le parc entièrement à vous. Quel est votre parc préféré quand il est couvert de neige? ️️ Profitez du mois qui reste de ! Photo prise au parc national Elk Island. Travel Alberta,"['#MardiVoyage', '#Canada150']",[],est MardiVoyage Les visites des parcs pendant les saisons diaires peuvent vous donner impression avoir le parc rement vous Quel est votre parc quand il est couvert de neige Profitez du mois qui reste de Canada150 Photo prise au parc national Elk Island Travel Alberta,"['est', 'MardiVoyage', 'Les', 'visites', 'des', 'parcs', 'pendant', 'les', 'saisons', 'diaires', 'peuvent', 'vous', 'donner', 'impression', 'avoir', 'le', 'parc', 'rement', 'vous', 'Quel', 'est', 'votre', 'parc', 'quand', 'il', 'est', 'couvert', 'de', 'neige', 'Profitez', 'du', 'mois', 'qui', 'reste', 'de', 'Canada150', 'Photo', 'prise', 'au', 'parc', 'national', 'Elk', 'Island', 'Travel', 'Alberta']","[u'est', u'mardivoyag', u'les', u'visit', u'des', u'parc', u'pendant', u'les', u'saison', u'diair', u'peuvent', u'vous', u'donner', u'impress', u'avoir', 'le', u'parc', u'rement', u'vous', u'quel', u'est', u'votr', u'parc', u'quand', 'il', u'est', u'couvert', 'de', u'neig', u'profitez', 'du', u'moi', u'qui', u'rest', 'de', u'canada150', u'photo', u'prise', 'au', u'parc', u'nation', u'elk', u'island', u'travel', u'alberta']","C'est #MardiVoyage! Les visites des parcs pendant les saisons intermédiaires peuvent vous donner l'impression d'avoir le parc entièrement à vous. Quel est votre parc préféré quand il est couvert de neige? ❄️☃️ Profitez du mois qui reste de #Canada150! 

Photo prise au parc national Elk Island. Travel Alberta",Environmental
95,95,95,95,95,134615279898518_1939987356027959,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1939987206027974/?type=3,2017-11-28 16:00:00,17,0,3,12,3,2,0,0,0,0,"Que sont les AMNC? Les aires marines nationales de conservation (AMNC) représentent la diversité des océans et des Grands Lacs du Canada! Nous voulons protéger et conserver les écosystèmes marins, tout en vous offrant des possibilités d'en profiter de manière écologiquement responsable. Ce mois-ci, nous soulignons les aires marines nationales de conservation dans le cadre de ! Nous présentons les espèces qui habitent ces endroits et la recherche menée pour les protéger! Pour en savoir plus sur le programme des AMNC : Photo prise au parc marin national Fathom Five. Parc national de la Péninsule-Bruce et Parc marin national Fathom Five",['#AMNCNovembre'],['ow.ly/FEnN30grK16'],Que sont les AMNC Les aires marines nationales de conservation AMNC sentent la des ans et des Grands Lacs du Canada Nous voulons ger et conserver les mes marins tout en vous offrant des en profiter de cologiquement responsable Ce mois ci nous soulignons les aires marines nationales de conservation dans le cadre de AMNCNovembre Nous sentons les ces qui habitent ces endroits et la recherche pour les ger Pour en savoir plus sur le programme des AMNC ow ly FEnN30grK16 Photo prise au parc marin national Fathom Five Parc national de la ninsule Bruce et Parc marin national Fathom Five,"['Que', 'sont', 'les', 'AMNC', 'Les', 'aires', 'marines', 'nationales', 'de', 'conservation', 'AMNC', 'sentent', 'la', 'des', 'ans', 'et', 'des', 'Grands', 'Lacs', 'du', 'Canada', 'Nous', 'voulons', 'ger', 'et', 'conserver', 'les', 'mes', 'marins', 'tout', 'en', 'vous', 'offrant', 'des', 'en', 'profiter', 'de', 'cologiquement', 'responsable', 'Ce', 'mois', 'ci', 'nous', 'soulignons', 'les', 'aires', 'marines', 'nationales', 'de', 'conservation', 'dans', 'le', 'cadre', 'de', 'AMNCNovembre', 'Nous', 'sentons', 'les', 'ces', 'qui', 'habitent', 'ces', 'endroits', 'et', 'la', 'recherche', 'pour', 'les', 'ger', 'Pour', 'en', 'savoir', 'plus', 'sur', 'le', 'programme', 'des', 'AMNC', 'ow', 'ly', 'FEnN30grK16', 'Photo', 'prise', 'au', 'parc', 'marin', 'national', 'Fathom', 'Five', 'Parc', 'national', 'de', 'la', 'ninsule', 'Bruce', 'et', 'Parc', 'marin', 'national', 'Fathom', 'Five']","[u'que', u'sont', u'les', u'amnc', u'les', u'air', u'marin', u'national', 'de', u'conserv', u'amnc', u'sentent', 'la', u'des', u'an', 'et', u'des', u'grand', u'lac', 'du', u'canada', u'nous', u'voulon', u'ger', 'et', u'conserv', u'les', u'mes', u'marin', u'tout', 'en', u'vous', u'offrant', u'des', 'en', u'profit', 'de', u'cologiqu', u'respons', 'ce', u'moi', 'ci', u'nous', u'soulignon', u'les', u'air', u'marin', u'national', 'de', u'conserv', u'dan', 'le', u'cadr', 'de', u'amncnovembr', u'nous', u'senton', u'les', u'ces', u'qui', u'habit', u'ces', u'endroit', 'et', 'la', u'recherch', u'pour', u'les', u'ger', u'pour', 'en', u'savoir', u'plus', u'sur', 'le', u'programm', u'des', u'amnc', 'ow', 'ly', u'fenn30grk16', u'photo', u'prise', 'au', u'parc', u'marin', u'nation', u'fathom', u'five', u'parc', u'nation', 'de', 'la', u'ninsul', u'bruce', 'et', u'parc', u'marin', u'nation', u'fathom', u'five']","Que sont les AMNC? Les aires marines nationales de conservation (AMNC) représentent la diversité des océans et des Grands Lacs du Canada! Nous voulons protéger et conserver les écosystèmes marins, tout en vous offrant des possibilités d'en profiter de manière écologiquement responsable.

Ce mois-ci, nous soulignons les aires marines nationales de conservation dans le cadre de #AMNCNovembre! Nous présentons les espèces qui habitent ces endroits et la recherche menée pour les protéger! Pour en savoir plus sur le programme des AMNC : ow.ly/FEnN30grK16

Photo prise au parc marin national Fathom Five. Parc national de la Péninsule-Bruce et Parc marin national Fathom Five",Environmental
96,96,96,96,96,134615279898518_1935417833151578,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1935417436484951/?type=3,2017-11-27 16:05:00,12,0,0,11,1,0,0,0,0,0,"Les collisions entre les navires et les baleines constituent un danger pour les mammifères marins. ️ Pour les espèces en péril, la perte ou la blessure de quelques individus seulement peut sérieusement affecter la population. Pour aider à réduire les risques de collision au Parc marin du Saguenay-Saint-Laurent, nous avons collaboré avec l'industrie du transport maritime afin de proposer une réduction de vitesse, ce qui contribue à une diminution de près de % des risques de collision! Pour en savoir plus sur la gestion des navires et des baleines dans l'estuaire du Saint-Laurent : Ce mois-ci, nous mettons en évidence les aires marines nationales de conservation dans le cadre de ! Nous présentons les espèces qui habitent ces endroits et la recherche en cours pour les protéger!","['#LundiMarin', '#AMNCNovembre']",['ow.ly/RxR330gNB5I'],Les collisions entre les navires et les baleines constituent un danger pour les res marins Pour les ces en ril la perte ou la blessure de quelques individus seulement peut rieusement affecter la population Pour aider duire les risques de collision au Parc marin du Saguenay Saint Laurent nous avons avec industrie du transport maritime afin de proposer une duction de vitesse ce qui contribue une diminution de de 40 des risques de collision LundiMarin Pour en savoir plus sur la gestion des navires et des baleines dans estuaire du Saint Laurent ow ly RxR330gNB5I Ce mois ci nous mettons en vidence les aires marines nationales de conservation dans le cadre de AMNCNovembre Nous sentons les ces qui habitent ces endroits et la recherche en cours pour les ger,"['Les', 'collisions', 'entre', 'les', 'navires', 'et', 'les', 'baleines', 'constituent', 'un', 'danger', 'pour', 'les', 'res', 'marins', 'Pour', 'les', 'ces', 'en', 'ril', 'la', 'perte', 'ou', 'la', 'blessure', 'de', 'quelques', 'individus', 'seulement', 'peut', 'rieusement', 'affecter', 'la', 'population', 'Pour', 'aider', 'duire', 'les', 'risques', 'de', 'collision', 'au', 'Parc', 'marin', 'du', 'Saguenay', 'Saint', 'Laurent', 'nous', 'avons', 'avec', 'industrie', 'du', 'transport', 'maritime', 'afin', 'de', 'proposer', 'une', 'duction', 'de', 'vitesse', 'ce', 'qui', 'contribue', 'une', 'diminution', 'de', 'de', '40', 'des', 'risques', 'de', 'collision', 'LundiMarin', 'Pour', 'en', 'savoir', 'plus', 'sur', 'la', 'gestion', 'des', 'navires', 'et', 'des', 'baleines', 'dans', 'estuaire', 'du', 'Saint', 'Laurent', 'ow', 'ly', 'RxR330gNB5I', 'Ce', 'mois', 'ci', 'nous', 'mettons', 'en', 'vidence', 'les', 'aires', 'marines', 'nationales', 'de', 'conservation', 'dans', 'le', 'cadre', 'de', 'AMNCNovembre', 'Nous', 'sentons', 'les', 'ces', 'qui', 'habitent', 'ces', 'endroits', 'et', 'la', 'recherche', 'en', 'cours', 'pour', 'les', 'ger']","[u'les', u'collis', u'entr', u'les', u'navir', 'et', u'les', u'balein', u'constitu', 'un', u'danger', u'pour', u'les', u'res', u'marin', u'pour', u'les', u'ces', 'en', u'ril', 'la', u'pert', 'ou', 'la', u'blessur', 'de', u'quelqu', u'individus', u'seulement', u'peut', u'rieusement', u'affect', 'la', u'popul', u'pour', u'aider', u'duir', u'les', u'risqu', 'de', u'collis', 'au', u'parc', u'marin', 'du', u'saguenay', u'saint', u'laurent', u'nous', u'avon', u'avec', u'industri', 'du', u'transport', u'maritim', u'afin', 'de', u'propos', u'une', u'duction', 'de', u'vitess', 'ce', u'qui', u'contribu', u'une', u'diminut', 'de', 'de', '40', u'des', u'risqu', 'de', u'collis', u'lundimarin', u'pour', 'en', u'savoir', u'plus', u'sur', 'la', u'gestion', u'des', u'navir', 'et', u'des', u'balein', u'dan', u'estuair', 'du', u'saint', u'laurent', 'ow', 'ly', u'rxr330gnb5i', 'ce', u'moi', 'ci', u'nous', u'metton', 'en', u'videnc', u'les', u'air', u'marin', u'national', 'de', u'conserv', u'dan', 'le', u'cadr', 'de', u'amncnovembr', u'nous', u'senton', u'les', u'ces', u'qui', u'habit', u'ces', u'endroit', 'et', 'la', u'recherch', 'en', u'cour', u'pour', u'les', u'ger']","Les collisions entre les navires et les baleines constituent un danger pour les mammifères marins. ⚠️🐳 Pour les espèces en péril, la perte ou la blessure de quelques individus seulement peut sérieusement affecter la population. Pour aider à réduire les risques de collision au Parc marin du Saguenay-Saint-Laurent, nous avons collaboré avec l'industrie du transport maritime afin de proposer une réduction de vitesse, ce qui contribue à une diminution de près de 40 % des risques de collision! #LundiMarin

Pour en savoir plus sur la gestion des navires et des baleines dans l'estuaire du Saint-Laurent : ow.ly/RxR330gNB5I

Ce mois-ci, nous mettons en évidence les aires marines nationales de conservation dans le cadre de #AMNCNovembre! Nous présentons les espèces qui habitent ces endroits et la recherche en cours pour les protéger!",Environmental
97,97,97,97,97,134615279898518_1911797655513596,,photo,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1911797242180304/?type=3,2017-11-27 10:10:00,11,0,3,11,0,0,0,0,0,0,"Ce , prenez le temps de rêver! Elorez un parc national avec Google Street View et planifiez votre prochaine aventure. Quelle est votre destination idéale? Photo prise au parc national et réserve de parc national Kluane. Parcs Canada Yukon",['#LundiMotivation'],['ow.ly/wb5230gl6Ly'],Ce LundiMotivation prenez le temps de Explorez un parc national avec Google Street View et planifiez votre prochaine aventure Quelle est votre destination ale ow ly wb5230gl6Ly Photo prise au parc national et serve de parc national Kluane Parcs Canada Yukon,"['Ce', 'LundiMotivation', 'prenez', 'le', 'temps', 'de', 'Explorez', 'un', 'parc', 'national', 'avec', 'Google', 'Street', 'View', 'et', 'planifiez', 'votre', 'prochaine', 'aventure', 'Quelle', 'est', 'votre', 'destination', 'ale', 'ow', 'ly', 'wb5230gl6Ly', 'Photo', 'prise', 'au', 'parc', 'national', 'et', 'serve', 'de', 'parc', 'national', 'Kluane', 'Parcs', 'Canada', 'Yukon']","['ce', u'lundimotiv', u'prenez', 'le', u'temp', 'de', u'explorez', 'un', u'parc', u'nation', u'avec', u'googl', u'street', u'view', 'et', u'planifiez', u'votr', u'prochain', u'aventur', u'quell', u'est', u'votr', u'destin', u'ale', 'ow', 'ly', u'wb5230gl6li', u'photo', u'prise', 'au', u'parc', u'nation', 'et', u'serv', 'de', u'parc', u'nation', u'kluan', u'parc', u'canada', u'yukon']","Ce #LundiMotivation, prenez le temps de rêver! Explorez un parc national avec Google Street View et planifiez votre prochaine aventure. Quelle est votre destination idéale? ow.ly/wb5230gl6Ly

Photo prise au parc national et réserve de parc national Kluane. Parcs Canada Yukon",Environmental
