FSDS_category,account_name,average_sentiment_score,caption_original,id,num_comments,comment_id,status_id,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
Clean drinking water,ParcsCanada_facebook,0.0,"Demain est le 127e anniversaire du Dr Bethune! Au début du XXe siècle, le Dr Bethune est devenu un pionnier de la médecine, un défenseur du programme de soins de santé universels du Canada et une idole culturelle hautement respectée en Chine. Visitez le lieu historique national de la Maison-Commémorative-Bethune, une charmante demeure datant de l'époque victorienne et son domaine impeccable, ainsi que le centre d’accueil adjacent pour vous plonger dans un riche héritage qui, encore aujourd’hui, renforce les liens qui unissent Canadiens et Chinois. http://ow.ly/Ysjg309kCfT 

Pour célébrer #Canada150, nous mettons en vedette nos plus de 200 endroits sur nos comptes de médias sociaux. Saviez-vous que 2017 marque aussi le centenaire des lieux historiques nationaux? Restez à l’affût!",134615279898518_1634361053257259,1,,,,,
Clean drinking water,ParcsCanada_facebook,0.0,"Cette semaine, à l’occasion du Mois de l’histoire des Noirs, nous vous présentons Marie Marguerite Rose. Après 19 ans d’esclavage, elle est devenue une femme d’affaires prospère et un membre distingué de la collectivité de la Forteresse de Louisbourg.

Vous pouvez rencontrer notre interprète de Marie Marguerite Rose au Lieu historique national de la Forteresse-de-Louisbourg",134615279898518_1277021058991262,2,,,,,
Clean drinking water,TransportsetInfrastructureauCanada_facebook,0.0,"Aujourd’hui, Infrastructure Canada lance un processus de consultation publique afin d’encourager les Canadiens comme vous à se réunir et à formuler des commentaires sur la façon dont les dépenses en infrastructure devraient être effectuées au cours des 10 prochaines années au Canada. 

Vos observations nous aideront à élaborer la Phase 2 du plan d’infrastructure de 120 milliards de dollars du gouvernement du Canada et à façonner l’avenir des infrastructures au Canada.

Nous vous invitons à nous faire part de vos idées sur les collectivités, les infrastructures vertes, le transport en commun et les infrastructures sociales. Visitez le site http://consultationsinfra.ca/fr/ à tout moment d’ici la mi septembre pour nous faire part de vos points de vue et de vos idées.",377625007887_10154376791382888,1,,,,,
Clean drinking water,TransportsetInfrastructureauCanada_facebook,0.0,NOUVEAU règlement sur les aérodromes à compter du 1er janvier 2017! Donnez votre avis sur ce qui se passe dans votre collectivité : http://www.tc.gc.ca/cwuuz,377625007887_10154651051387888,2,,,,,
Clean energy,TransportsetInfrastructureauCanada_facebook,-0.20166666666666666,"Mardi-devinette : Vrai ou faux? En hiver, la batterie de votre auto est aussi fiable qu’en été.

Vrai

Faux",377625007887_10155849006642888,6,10155849006642888_10155849011552888,377625007887_10155849006642888,Faux,-0.5,negative
Clean energy,TransportsetInfrastructureauCanada_facebook,-0.20166666666666666,"Mardi-devinette : Vrai ou faux? En hiver, la batterie de votre auto est aussi fiable qu’en été.

Vrai

Faux",377625007887_10155849006642888,6,10155849006642888_10155849065862888,377625007887_10155849006642888,"faux, pas temps froid elle perd de la force",-0.42,negative
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159303938670029,460123390028_10159273154960029,"Ã€ la base, il est idiot de se battre contre les changements climatiques sachant que le climat n Ã  jamais Ã©tÃ© stable depuis la formation de la terre.",-0.355,negative
Clean energy,TransportsetInfrastructureauCanada_facebook,-0.20166666666666666,"Mardi-devinette : Vrai ou faux? En hiver, la batterie de votre auto est aussi fiable qu’en été.

Vrai

Faux",377625007887_10155849006642888,6,10155849006642888_10155849962337888,377625007887_10155849006642888,RÃ©ponse : Faux. Le temps froid mÃ¨ne la vie dure Ã  vos batteries. Faites-les tester souvent.,-0.35000000000000003,negative
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159237919085029,460123390028_10159232972350029,"Ã‡a ne se dit pas: ""Le changement climatique vous tient Ã  coeur?"" On devrait plutÃ´t lire: ""La lutte aux changements climatiques vous tient Ã  coeur ?"" Encore une mauvaise traduction gracieusetÃ© d'Ottawa!",-0.16249999999999998,negative
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159314148555029,460123390028_10159273154960029,"Caroline Gascon, oui mais absolument pas coordonnÃ©. Chacun voulant ajuster le climat pour servir ses intÃ©rÃªts. Pas de gestion globale.",-0.03833333333333334,negative
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159307143585029,460123390028_10159273154960029,"ðŸš« #GÃ©oIngÃ©nierie au #Canada 

#Soleil = #GÃ©nÃ‰nergie, ciel couvert quotidiennement par les avions, non!",-0.0125,negative
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159307145170029,460123390028_10159273154960029,"ðŸš« #GÃ©oIngÃ©nierie au #Canada 

#Soleil = #GÃ©nÃ‰nergie, ciel couvert quotidiennement par les avions, non!",-0.0125,negative
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159303945810029,460123390028_10159273154960029,Qui peut dÃ©montrer une pÃ©riode de climat stable dans l histoire de la terre ?  Il n y en a jamais eu.,-0.01,negative
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159283327985029,460123390028_10159273154960029,Faut s'adapter et non trouver une solution.,-0.01,negative
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159279992090029,460123390028_10159273154960029,"#geoengineering
#weathercontrol
#solarradiationmanagement
#stratosphericaerosolinjection [[PHOTO]]",0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159293582535029,460123390028_10159273154960029,Il faut que cela arrÃªte!!!,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159293988250029,460123390028_10159273154960029,"Faut informÃ© les gens!
Geoengineeringwatch.org",0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159307126650029,460123390028_10159273154960029,ðŸš«#GÃ©oIngÃ©nierie au #QuÃ©bec,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159293603030029,460123390028_10159273154960029,Le gouvernement doit cesser de financer et subventionner l'industrie du pÃ©trole et du gaz...,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159297212405029,460123390028_10159273154960029,qui va nationalisÃ© l'eau et obliger les compagnies pÃ©trolifÃ¨res Ã  dÃ©contaminer la riviÃ¨re Athabasca?,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159292167360029,460123390028_10159273154960029, [[PHOTO]],0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159313018840029,460123390028_10159273154960029, [[PHOTO]],0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159313022440029,460123390028_10159273154960029,Infowars.com [[PHOTO]],0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159313027680029,460123390028_10159273154960029, [[PHOTO]],0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159292169985029,460123390028_10159273154960029,l'Ã©nergie solaire,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159284879675029,460123390028_10159273154960029,Hydrogen,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159313017380029,460123390028_10159273154960029, [[PHOTO]],0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159294194070029,460123390028_10159273154960029,Une chance que tÃ© la l'gros!!,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159312652340029,460123390028_10159273154960029,Partager,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159291354640029,460123390028_10159273154960029,https://www.facebook.com/PrenezMonDollar/videos/1259184694211350/,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159243280080029,460123390028_10159232972350029,www.energieautonome.ca,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159242843070029,460123390028_10159232972350029,Ã‰nergie libre..le magnÃ©tisme. ..arrÃªter dÃ©truire la terre,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159240856755029,460123390028_10159232972350029, [[PHOTO]],0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159233333205029,460123390028_10159232972350029,daccord!!,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159243277755029,460123390028_10159232972350029,www.energieautonome.ca,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159246253280029,460123390028_10159232972350029,rechauffe pas vite,0.0,neutral
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.0,"Aujourd’hui est la journée nationale « Regarde le ciel » – une journée pour contempler le ciel! 

Saviez-vous que 3,1 mégatonnes de polluants ont été directement rejetées dans l’air au Canada en 2015? La plupart proviennent d'un groupe de polluants connus sous le nom de Principaux contaminants atmosphériques, responsables du smog et des pluies acides. Ils comprennent des polluants comme le monoxyde de carbone, le dioxyde de soufre, les oxydes d'azote, les composés organiques volatils et les particules.

Pour en savoir plus sur ces derniers et autres rejets à l'environnement, consultez le rapport sommaire de l'Inventaire national des rejets polluants : http://ow.ly/togS30aQcVz",460123390028_10158546773475029,1,10158546773475029_10158552658470029,460123390028_10158546773475029,Les fait serre ...,0.0,neutral
Clean energy,TransportsetInfrastructureauCanada_facebook,-0.20166666666666666,"Mardi-devinette : Vrai ou faux? En hiver, la batterie de votre auto est aussi fiable qu’en été.

Vrai

Faux",377625007887_10155849006642888,6,10155849006642888_10155850338877888,377625007887_10155849006642888,Anik CrÃªte ðŸ˜‰,0.0,neutral
Clean energy,TransportsetInfrastructureauCanada_facebook,-0.20166666666666666,"Mardi-devinette : Vrai ou faux? En hiver, la batterie de votre auto est aussi fiable qu’en été.

Vrai

Faux",377625007887_10155849006642888,6,10155849006642888_10155849697197888,377625007887_10155849006642888,oui mais en algerie pas a Manitoba,0.01,positive
Clean energy,TransportsetInfrastructureauCanada_facebook,-0.20166666666666666,"Mardi-devinette : Vrai ou faux? En hiver, la batterie de votre auto est aussi fiable qu’en été.

Vrai

Faux",377625007887_10155849006642888,6,10155849006642888_10155850128782888,377625007887_10155849006642888,Vrai,0.05,positive
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159308062705029,460123390028_10159273154960029,"Le Canada doit se fixer un objectif ambitieux afin de bannir la vente de vÃ©hicules thermiques neufs, comme plusieurs pays EuropÃ©ens font actuellement.",0.1,positive
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159303931000029,460123390028_10159273154960029,Si Ã§a existait. Il y en aurait.,0.1,positive
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159287590500029,460123390028_10159273154960029,Et si on dÃ©butait par la consommation de viande,0.1,positive
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159238718040029,460123390028_10159232972350029,si vous luttez contre les changements vous allez lutter trÃ¨s longtemps.,0.1,positive
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159308055410029,460123390028_10159273154960029,"La geoingenierie ne pourrait avoir une chance de fonctionner uniquement que si l'ensemble des pays s'accordaient pour la mettre en Å“uvre ensemble selon des intÃ©rÃªts collectifs globaux, ce qui n'est pas prÃªt de se produire!",0.10000000000000002,positive
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.09381802721088436,"Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/FtKp30ez1HX #GénÉnergie",460123390028_10159232972350029,12,10159232972350029_10159241117455029,460123390028_10159232972350029,"#GÃ©nÃ‰nergie Eumm, suivre l'exemple de ce qui se passe dans le nord de l'Europe (SuÃ¨de, NorvÃ¨ge, Danemark, Islande, Allemagne et bien d'autres) qui se sont fixÃ© des objectifs d'indÃ©pendance des Ã©nergies fossiles en se tournant vers des Ã©nergies plus vertes ? ProtÃ©ger la biodiversitÃ© de notre beau pays et faire du dÃ©veloppement durable seraient des avenues intÃ©ressantes Ã©galement.",0.11666666666666667,positive
Clean energy,EnvironnementetressourcesnaturellesauCanada_facebook,0.06522743055555556,"Trouvez une solution au changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique!
http://ow.ly/xsJn30eEJkz #GénÉnergie",460123390028_10159273154960029,22,10159273154960029_10159304013545029,460123390028_10159273154960029,Je sais que pour certains c'est un effort incommensurable de lire un grahique. Bien Ã  ceux lÃ  qui s'obstinent contre le fait qu'il n'y a rien d'exceptionnel dans la variation de la tempÃ©rature je leur rÃ©ponds sans gÃªne de fermer leur gueule. Parce que ceux qui savent lire un graphique juste avec Ã§a c'est assez pour douter de toute cette histoire de rÃ©chauffement. [[PHOTO]],0.126,positive
