,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,sentiment_score,sentiment_type
10,10,731862018689499136,35,45,2016-05-15 15:01:17,Did you know that most of the leatherback turtles seen in Canadian waters nest in Trinidad?,['#OdySci'],['https://t.co/6i1jV3XOuR'],know leatherback turtles seen Canadian waters nest Trinidad OdySci https co 6i1jV3XOuR,"['know', 'leatherback', 'turtles', 'seen', 'Canadian', 'waters', 'nest', 'Trinidad', 'OdySci', 'https', 'co', '6i1jV3XOuR']","[u'know', u'leatherback', u'turtl', u'seen', u'canadian', u'water', u'nest', u'trinidad', u'odysci', u'https', 'co', u'6i1jv3xour']",Did you know that most of the leatherback turtles seen in Canadian waters nest in Trinidad? #OdySci https://t.co/6i1jV3XOuR,Environmental,en,80,0.5,Positive
11,11,922943935298920448,73,0,2017-10-24 21:52:36,: Thanks to all female scientists – past &amp; present – who contribute to science excellence in Canada https…,['#ClaimYourPlace'],[],RT Thanks female scientists past amp present contribute science excellence Canada ClaimYourPlace,"['RT', 'Thanks', 'female', 'scientists', 'past', 'amp', 'present', 'contribute', 'science', 'excellence', 'Canada', 'ClaimYourPlace']","['rt', u'thank', u'femal', u'scientist', u'past', u'amp', u'present', u'contribut', u'scienc', u'excel', u'canada', u'claimyourplac']","RT @DFO_Science: Thanks to all female scientists 🔬 – past &amp; present – who contribute to science excellence in Canada #ClaimYourPlace
 https…",Social,fr,73,-0.012499999999999995,Neutral
12,12,908734310890565632,28,42,2017-09-15 16:48:37,"With over species of shark in Atlantic Canadian waters, there’s so much to learn – ask shark researchers at the",['#BIOEXPO17'],['https://t.co/ZOwwVFdNCQ'],20 species shark Atlantic Canadian waters much learn ask shark researchers BIOEXPO17 https co ZOwwVFdNCQ,"['20', 'species', 'shark', 'Atlantic', 'Canadian', 'waters', 'much', 'learn', 'ask', 'shark', 'researchers', 'BIOEXPO17', 'https', 'co', 'ZOwwVFdNCQ']","['20', u'speci', u'shark', u'atlant', u'canadian', u'water', u'much', u'learn', u'ask', u'shark', u'research', u'bioexpo17', u'https', 'co', u'zowwvfdncq']","With over 20 species of shark in Atlantic Canadian waters, there’s so much to learn – ask shark researchers at the #BIOEXPO17 https://t.co/ZOwwVFdNCQ",Environmental,en,70,0.2,Neutral
13,13,740546985225293829,59,0,2016-06-08 14:12:14,: Today is ! Let's celebrate our oceans!,"['#WorldOceansDay', '#CdnOceans']",['https://t.co/UxWLDJJepP'],RT Today WorldOceansDay Let celebrate oceans CdnOceans https co UxWLDJJepP,"['RT', 'Today', 'WorldOceansDay', 'Let', 'celebrate', 'oceans', 'CdnOceans', 'https', 'co', 'UxWLDJJepP']","['rt', u'today', u'worldoceansday', u'let', u'celebr', u'ocean', u'cdnocean', u'https', 'co', u'uxwldjjepp']",RT @DFO_MPO: Today is #WorldOceansDay! Let's celebrate our oceans! #CdnOceans https://t.co/UxWLDJJepP,Environmental,en,59,0.0,Neutral
14,14,735073986305003521,59,0,2016-05-24 11:44:30,: The job posters are up! Spread the word! 8,['#morescience'],"['https://t.co/jvO9lhQWv', 'https://t.co/DB3N1dTBsa']",RT job posters Spread word https co jvO9lhQWv8 morescience https co DB3N1dTBsa,"['RT', 'job', 'posters', 'Spread', 'word', 'https', 'co', 'jvO9lhQWv8', 'morescience', 'https', 'co', 'DB3N1dTBsa']","['rt', u'job', u'poster', u'spread', u'word', u'https', 'co', u'jvo9lhqwv8', u'moresci', u'https', 'co', u'db3n1dtbsa']",RT @DFO_MPO: The job posters are up! Spread the word! https://t.co/jvO9lhQWv8 #morescience https://t.co/DB3N1dTBsa,Environmental,en,59,0.0,Neutral
15,15,890633635690184705,57,0,2017-07-27 18:03:00,: Calling all Canadians. Let’s again! Help protect fish and fish habitat!,"['#talkfishhabitat', '#FisheriesAct']",['https://t.co/f1CX0BG\xe2\x80\xa6'],RT Calling Canadians talkfishhabitat Help protect fish fish habitat FisheriesAct https co,"['RT', 'Calling', 'Canadians', 'talkfishhabitat', 'Help', 'protect', 'fish', 'fish', 'habitat', 'FisheriesAct', 'https', 'co']","['rt', u'call', u'canadian', u'talkfishhabitat', u'help', u'protect', u'fish', u'fish', u'habitat', u'fisheriesact', u'https', 'co']",RT @DFO_MPO: Calling all Canadians. Let’s #talkfishhabitat again! Help protect fish and fish habitat! 🐟 #FisheriesAct  https://t.co/f1CX0BG…,Social,en,57,0.0,Neutral
16,16,872868735606022144,22,32,2017-06-08 17:31:38,"Maritimes Region now officially has Marine Protected Areas – the Gully, Musquash Estuary &amp; newly announced, St. Anns Bank",['#WorldOceansDay'],['https://t.co/mXBiDlePfE'],Maritimes Region officially Marine Protected Areas Gully Musquash Estuary amp newly announced St Anns Bank WorldOceansDay https co mXBiDlePfE,"['Maritimes', 'Region', 'officially', 'Marine', 'Protected', 'Areas', 'Gully', 'Musquash', 'Estuary', 'amp', 'newly', 'announced', 'St', 'Anns', 'Bank', 'WorldOceansDay', 'https', 'co', 'mXBiDlePfE']","[u'maritim', u'region', u'offici', u'marin', u'protect', u'area', u'gulli', u'musquash', u'estuari', u'amp', u'newli', u'announc', 'st', u'ann', u'bank', u'worldoceansday', u'https', 'co', u'mxbidlepf']","Maritimes Region now officially has 3 Marine Protected Areas – the Gully, Musquash Estuary &amp; newly announced, St. Anns Bank #WorldOceansDay https://t.co/mXBiDlePfE",Environmental,en,54,0.13636363636363635,Neutral
17,17,712385398274662400,53,0,2016-03-22 21:08:09,: will make major new investments in infrastructure from coast to coast. 2,['#Budget2016'],['https://t.co/u7BAZsrvM'],RT FinanceCanada Budget2016 make major new investments infrastructure coast coast https co u7BAZsrvM2,"['RT', 'FinanceCanada', 'Budget2016', 'make', 'major', 'new', 'investments', 'infrastructure', 'coast', 'coast', 'https', 'co', 'u7BAZsrvM2']","['rt', u'financecanada', u'budget2016', u'make', u'major', u'new', u'invest', u'infrastructur', u'coast', u'coast', u'https', 'co', u'u7bazsrvm2']",RT @FinanceCanada: #Budget2016 will make major new investments in infrastructure from coast to coast. https://t.co/u7BAZsrvM2,Economical,en,53,0.09943181818181818,Neutral
18,18,895053841330315264,52,0,2017-08-08 22:47:19,: Hey Canada ! Some of our whales are under threat. How can you help?,['#LetsTalkWhales'],['https://t.co/xcBxIqdJgM'],RT Hey Canada LetsTalkWhales whales threat help https co xcBxIqdJgM,"['RT', 'Hey', 'Canada', 'LetsTalkWhales', 'whales', 'threat', 'help', 'https', 'co', 'xcBxIqdJgM']","['rt', u'hey', u'canada', u'letstalkwhal', u'whale', u'threat', u'help', u'https', 'co', u'xcbxiqdjgm']",RT @DFO_MPO: Hey Canada #LetsTalkWhales! Some of our whales are under threat. How can you help? https://t.co/xcBxIqdJgM,Social,en,52,0.0,Neutral
19,19,687052160840916992,26,24,2016-01-12 23:22:54,Minister Tootoo stops by the Joint Rescue Coordination Centre,"['#CCG', '#SAR']",['https://t.co/K0SyXABjCJ'],Minister Tootoo stops Joint Rescue Coordination Centre CCG SAR https co K0SyXABjCJ,"['Minister', 'Tootoo', 'stops', 'Joint', 'Rescue', 'Coordination', 'Centre', 'CCG', 'SAR', 'https', 'co', 'K0SyXABjCJ']","[u'minist', u'tootoo', u'stop', u'joint', u'rescu', u'coordin', u'centr', u'ccg', u'sar', u'https', 'co', u'k0syxabjcj']",Minister Tootoo stops by the Joint Rescue Coordination Centre #CCG #SAR https://t.co/K0SyXABjCJ,Economical,en,50,0.0,Neutral
20,20,875490489155428352,50,0,2017-06-15 23:09:33,: We’re proposing amendments to the Oceans Act. Find out what that means for our,['#oceans'],"['https://t.co/3F5wjLhTm6', 'https://t.co/\xe2\x80\xa6']",RT proposing amendments Oceans Act Find means oceans https co 3F5wjLhTm6 https co,"['RT', 'proposing', 'amendments', 'Oceans', 'Act', 'Find', 'means', 'oceans', 'https', 'co', '3F5wjLhTm6', 'https', 'co']","['rt', u'propos', u'amend', u'ocean', u'act', u'find', u'mean', u'ocean', u'https', 'co', u'3f5wjlhtm6', u'https', 'co']",RT @DFO_MPO: We’re proposing amendments to the Oceans Act. Find out what that means for our #oceans 🌊 https://t.co/3F5wjLhTm6 https://t.co/…,Environmental,en,50,0.0,Neutral
21,21,758265076407205888,17,32,2016-07-27 11:37:36,Hudson has now made it to and will study here for the next week,"['#CCGS', '#Bermuda']",['https://t.co/nJdzSKapmf'],CCGS Hudson made Bermuda study next week https co nJdzSKapmf,"['CCGS', 'Hudson', 'made', 'Bermuda', 'study', 'next', 'week', 'https', 'co', 'nJdzSKapmf']","[u'ccgs', u'hudson', u'made', u'bermuda', u'studi', u'next', u'week', u'https', 'co', u'njdzskapmf']",#CCGS Hudson has now made it to #Bermuda and will study here for the next week https://t.co/nJdzSKapmf,Environmental,en,49,0.0,Neutral
22,22,850002760426803205,12,35,2017-04-06 15:10:25,Delivery of DFO SeaElorer gliders arrive at BIO – a new era for ocean observations,[],['https://t.co/26dAhfTE4z'],Delivery DFO SeaExplorer gliders arrive BIO new era ocean observations https co 26dAhfTE4z,"['Delivery', 'DFO', 'SeaExplorer', 'gliders', 'arrive', 'BIO', 'new', 'era', 'ocean', 'observations', 'https', 'co', '26dAhfTE4z']","[u'deliveri', u'dfo', u'seaexplor', u'glider', u'arriv', u'bio', u'new', u'era', u'ocean', u'observ', u'https', 'co', u'26dahfte4z']",Delivery of DFO SeaExplorer gliders arrive at BIO – a new era for ocean observations https://t.co/26dAhfTE4z,Environmental,en,47,0.13636363636363635,Neutral
23,23,712379138053685248,47,0,2016-03-22 20:43:16,": Today, we begin to restore hope for the middle class, and revitalize the economy.",['#Budget2016'],['https://t.co/cBh1OB3OZF'],RT FinanceCanada Today begin restore hope middle class revitalize economy Budget2016 https co cBh1OB3OZF,"['RT', 'FinanceCanada', 'Today', 'begin', 'restore', 'hope', 'middle', 'class', 'revitalize', 'economy', 'Budget2016', 'https', 'co', 'cBh1OB3OZF']","['rt', u'financecanada', u'today', u'begin', u'restor', u'hope', u'middl', u'class', u'revit', u'economi', u'budget2016', u'https', 'co', u'cbh1ob3ozf']","RT @FinanceCanada: Today, we begin to restore hope for the middle class, and revitalize the economy. #Budget2016 https://t.co/cBh1OB3OZF",Economical,en,47,0.0,Neutral
24,24,910449240580780032,21,26,2017-09-20 10:23:08,We’re excited to have our partners &amp; more at the this weekend 8,['#BIOEXPO17'],"['https://t.co/SEs1p2aYop', 'https://t.co/LRwpci07y']",excited partners NRCan environmentca amp BIOEXPO17 weekend https co SEs1p2aYop https co LRwpci07y8,"['excited', 'partners', 'NRCan', 'environmentca', 'amp', 'BIOEXPO17', 'weekend', 'https', 'co', 'SEs1p2aYop', 'https', 'co', 'LRwpci07y8']","[u'excit', u'partner', u'nrcan', u'environmentca', u'amp', u'bioexpo17', u'weekend', u'https', 'co', u'ses1p2ayop', u'https', 'co', u'lrwpci07y8']",We’re excited to have our partners @CCG_GCC @NRCan @environmentca @NRC_CNRC  &amp; more at the #BIOEXPO17 this weekend https://t.co/SEs1p2aYop https://t.co/LRwpci07y8,Environmental,en,47,0.4375,Positive
25,25,776097924258365440,30,17,2016-09-14 16:38:59,"DFO holding a public open house on Marine Protected Area (MPA) planning in Sambro, NS next Wed. Sept",['#CdnOceans'],['https://t.co/JLRydzyJfZ'],DFO holding public open house Marine Protected Area MPA planning Sambro NS next Wed Sept 21 CdnOceans https co JLRydzyJfZ,"['DFO', 'holding', 'public', 'open', 'house', 'Marine', 'Protected', 'Area', 'MPA', 'planning', 'Sambro', 'NS', 'next', 'Wed', 'Sept', '21', 'CdnOceans', 'https', 'co', 'JLRydzyJfZ']","[u'dfo', u'hold', u'public', u'open', u'hous', u'marin', u'protect', u'area', u'mpa', u'plan', u'sambro', 'ns', u'next', u'wed', u'sept', '21', u'cdnocean', u'https', 'co', u'jlrydzyjfz']","DFO holding a public open house on Marine Protected Area (MPA) planning in Sambro, NS next Wed. Sept 21 #CdnOceans https://t.co/JLRydzyJfZ",Environmental,en,47,0.0,Neutral
26,26,695731093547413508,46,0,2016-02-05 22:09:53,: What a contrast! Check out these ice cover images from of today vs Feb. .,['#NasaWorldView'],['https://t.co/CnsyTtCaOM'],RT contrast Check ice cover images NasaWorldView today vs Feb 2015 https co CnsyTtCaOM,"['RT', 'contrast', 'Check', 'ice', 'cover', 'images', 'NasaWorldView', 'today', 'vs', 'Feb', '2015', 'https', 'co', 'CnsyTtCaOM']","['rt', u'contrast', u'check', u'ice', u'cover', u'imag', u'nasaworldview', u'today', 'vs', u'feb', u'2015', u'https', 'co', u'cnsyttcaom']",RT @DFO_Gulf: What a contrast! Check out these ice cover images from #NasaWorldView of today vs Feb. 2015. https://t.co/CnsyTtCaOM,Environmental,en,46,0.0,Neutral
27,27,818135085627097088,44,0,2017-01-08 16:39:39,: Coast guard currently responding to this bunkering tanker that ran aground near Sydney Mines.,[],['https://t.co/Esz49xFhPg'],RT KyleMooreCTV Coast guard currently responding bunkering tanker ran aground near Sydney Mines https co Esz49xFhPg,"['RT', 'KyleMooreCTV', 'Coast', 'guard', 'currently', 'responding', 'bunkering', 'tanker', 'ran', 'aground', 'near', 'Sydney', 'Mines', 'https', 'co', 'Esz49xFhPg']","['rt', u'kylemoorectv', u'coast', u'guard', u'current', u'respond', u'bunker', u'tanker', u'ran', u'aground', u'near', u'sydney', u'mine', u'https', 'co', u'esz49xfhpg']",RT @KyleMooreCTV: Coast guard currently responding to this bunkering tanker that ran aground near Sydney Mines. https://t.co/Esz49xFhPg,Environmental,en,44,0.05,Neutral
28,28,872848603961798656,44,0,2017-06-08 16:11:38,: The new St. Anns Bank Marine Protected Area protects species like the endangered leatherback turtle,['#WorldOceansDay'],['https://t.\xe2\x80\xa6'],RT new St Anns Bank Marine Protected Area protects species like endangered leatherback turtle WorldOceansDay https,"['RT', 'new', 'St', 'Anns', 'Bank', 'Marine', 'Protected', 'Area', 'protects', 'species', 'like', 'endangered', 'leatherback', 'turtle', 'WorldOceansDay', 'https']","['rt', u'new', 'st', u'ann', u'bank', u'marin', u'protect', u'area', u'protect', u'speci', u'like', u'endang', u'leatherback', u'turtl', u'worldoceansday', u'https']",RT @DFO_MPO: The new St. Anns Bank Marine Protected Area protects species like the endangered leatherback turtle #WorldOceansDay https://t.…,Environmental,en,44,0.13636363636363635,Neutral
29,29,697798499946098688,43,0,2016-02-11 15:05:01,": of our female scientists and their work to understand, manage &amp; protect our oceans &amp; marine resources …","['#WeAreProud', '#dayofwomeni']",[],RT WeAreProud female scientists work understand manage amp protect oceans amp marine resources,"['RT', 'WeAreProud', 'female', 'scientists', 'work', 'understand', 'manage', 'amp', 'protect', 'oceans', 'amp', 'marine', 'resources']","['rt', u'weareproud', u'femal', u'scientist', u'work', u'understand', u'manag', u'amp', u'protect', u'ocean', u'amp', u'marin', u'resourc']","RT @DFO_MPO: #WeAreProud of our female scientists and their work to understand, manage &amp; protect our oceans &amp; marine resources #dayofwomeni…",Environmental,en,43,0.0,Neutral
30,30,818206392708399105,43,0,2017-01-08 21:23:00,: has tasked a Cormorant Helicopter and two ships to assist a vessel in distress near Sydney Harbour htt…,['#JRCCHalifax'],[],RT JRCCHalifax tasked Cormorant Helicopter two ships assist vessel distress near Sydney Harbour,"['RT', 'JRCCHalifax', 'tasked', 'Cormorant', 'Helicopter', 'two', 'ships', 'assist', 'vessel', 'distress', 'near', 'Sydney', 'Harbour']","['rt', u'jrcchalifax', u'task', u'cormor', u'helicopt', u'two', u'ship', u'assist', u'vessel', u'distress', u'near', u'sydney', u'harbour']",RT @JTFA_FOIA: #JRCCHalifax has tasked a Cormorant Helicopter and two @CCG_GCC ships to assist a vessel in distress near Sydney Harbour htt…,Environmental,en,43,0.1,Neutral
31,31,725369029263822848,43,0,2016-04-27 17:00:27,: DYK is ’s most important seafood ert valued at over $2 billion in !,"['#lobster', '#SEG16', '#CdnSeafood']",['https://t.co/FDl\xe2\x80\xa6'],RT DYK lobster important seafood export valued billion 2015 SEG16 CdnSeafood https co,"['RT', 'DYK', 'lobster', 'important', 'seafood', 'export', 'valued', 'billion', '2015', 'SEG16', 'CdnSeafood', 'https', 'co']","['rt', u'dyk', u'lobster', u'import', u'seafood', u'export', u'valu', u'billion', u'2015', u'seg16', u'cdnseafood', u'https', 'co']",RT @DFO_MPO: DYK #lobster is @Canada’s most important seafood export valued at over $2 billion in 2015! #SEG16 #CdnSeafood https://t.co/FDl…,Economical,en,43,0.5,Positive
32,32,811552164447404032,42,0,2016-12-21 12:41:28,: Canadians have until Jan to submit their comments on the new proposed marine protected area,['#Atlantic'],['https://t.co/yHhkP1IT\xe2\x80\xa6'],RT Canadians Jan 31 submit comments new proposed Atlantic marine protected area https co,"['RT', 'Canadians', 'Jan', '31', 'submit', 'comments', 'new', 'proposed', 'Atlantic', 'marine', 'protected', 'area', 'https', 'co']","['rt', u'canadian', u'jan', '31', u'submit', u'comment', u'new', u'propos', u'atlant', u'marin', u'protect', u'area', u'https', 'co']",RT @DFO_MPO: Canadians have until Jan 31 to submit their comments on the new proposed #Atlantic marine protected area https://t.co/yHhkP1IT…,Environmental,en,42,0.13636363636363635,Neutral
33,33,745195901849845760,42,0,2016-06-21 10:05:22,: Have your say on how we should protect fish and fish habitat,"['#Act4fish', '#FisheriesAct']",['https://t.co/nvH31Z61Z4'],RT say protect fish fish habitat Act4fish FisheriesAct https co nvH31Z61Z4,"['RT', 'say', 'protect', 'fish', 'fish', 'habitat', 'Act4fish', 'FisheriesAct', 'https', 'co', 'nvH31Z61Z4']","['rt', u'say', u'protect', u'fish', u'fish', u'habitat', u'act4fish', u'fisheriesact', u'https', 'co', u'nvh31z61z4']",RT @DFO_MPO: Have your say on how we should protect fish and fish habitat #Act4fish #FisheriesAct https://t.co/nvH31Z61Z4,Social,en,42,0.0,Neutral
34,34,755706781070925824,15,27,2016-07-20 10:11:51,Hudson leaves BIO en route to on a month long science mission looking at the deep ocean,"['#CCGS', '#Bermuda']",['https://t.co/kNBSpycZ2Z'],CCGS Hudson leaves BIO en route Bermuda month long science mission looking deep ocean https co kNBSpycZ2Z,"['CCGS', 'Hudson', 'leaves', 'BIO', 'en', 'route', 'Bermuda', 'month', 'long', 'science', 'mission', 'looking', 'deep', 'ocean', 'https', 'co', 'kNBSpycZ2Z']","[u'ccgs', u'hudson', u'leav', u'bio', 'en', u'rout', u'bermuda', u'month', u'long', u'scienc', u'mission', u'look', u'deep', u'ocean', u'https', 'co', u'knbspycz2z']",#CCGS Hudson leaves BIO en route to #Bermuda on a month long science mission looking at the deep ocean https://t.co/kNBSpycZ2Z,Social,en,42,-0.025,Neutral
35,35,777868326185889792,21,20,2016-09-19 13:53:55,DFO will protect two areas of importance to cold water corals &amp; other vulnerable deep sea species off,['#NovaScotia'],['https://t.co/FdZhfG7ZoB'],DFO protect two areas importance cold water corals amp vulnerable deep sea species NovaScotia https co FdZhfG7ZoB,"['DFO', 'protect', 'two', 'areas', 'importance', 'cold', 'water', 'corals', 'amp', 'vulnerable', 'deep', 'sea', 'species', 'NovaScotia', 'https', 'co', 'FdZhfG7ZoB']","[u'dfo', u'protect', u'two', u'area', u'import', u'cold', u'water', u'coral', u'amp', u'vulner', u'deep', u'sea', u'speci', u'novascotia', u'https', 'co', u'fdzhfg7zob']",DFO will protect two areas of importance to cold water corals &amp; other vulnerable deep sea species off #NovaScotia https://t.co/FdZhfG7ZoB,Environmental,en,41,-0.30625,Neutral
