,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,sentiment_score,sentiment_type
10,10,920660965028499456,599,0,2017-10-18 14:40:53,": “For a good life we just might have to weaken And find somewhere to go Go somewhere we’re needed” RIP Gord Downie, …",[],[],RT LibraryArchives good life might weaken find somewhere go Go somewhere RIP Gord Downie,"['RT', 'LibraryArchives', 'good', 'life', 'might', 'weaken', 'find', 'somewhere', 'go', 'Go', 'somewhere', 'RIP', 'Gord', 'Downie']","['rt', u'libraryarch', u'good', u'life', u'might', u'weaken', u'find', u'somewher', 'go', 'go', u'somewher', u'rip', u'gord', u'downi']","RT @LibraryArchives: “For a good life we just might have to weaken
And find somewhere to go
Go somewhere we’re needed”

RIP Gord Downie, 19…",Social,en,599,0.7,Positive
11,11,943147145938522118,219,336,2017-12-19 15:52:57,Uh oh. Justin Trudeau can’t reach . Maybe Min Garneau can help solve the mystery,['#Santa'],['https://t.co/Y9lMw8FjEz'],Uh oh CanadianPM Justin Trudeau reach Santa Maybe Min Garneau help solve mystery https co Y9lMw8FjEz,"['Uh', 'oh', 'CanadianPM', 'Justin', 'Trudeau', 'reach', 'Santa', 'Maybe', 'Min', 'Garneau', 'help', 'solve', 'mystery', 'https', 'co', 'Y9lMw8FjEz']","['uh', 'oh', u'canadianpm', u'justin', u'trudeau', u'reach', u'santa', u'mayb', u'min', u'garneau', u'help', u'solv', u'mysteri', u'https', 'co', u'y9lmw8fjez']",Uh oh. @CanadianPM Justin Trudeau can’t reach #Santa. 🎅 Maybe Min Garneau can help solve the mystery https://t.co/Y9lMw8FjEz,Environmental,en,555,0.0,Neutral
12,12,877504539678699522,547,0,2017-06-21 12:32:40,": Today, we celebrate in Canada and recognize their invaluable contributions, cultures and history. Happ…",['#Indigenouspeoples'],[],RT GCIndigenous Today celebrate Indigenouspeoples Canada recognize invaluable contributions cultures history,"['RT', 'GCIndigenous', 'Today', 'celebrate', 'Indigenouspeoples', 'Canada', 'recognize', 'invaluable', 'contributions', 'cultures', 'history']","['rt', u'gcindigen', u'today', u'celebr', u'indigenouspeopl', u'canada', u'recogn', u'invalu', u'contribut', u'cultur', u'histori']","RT @GCIndigenous: Today, we celebrate #Indigenouspeoples in Canada and recognize their invaluable contributions, cultures and history. Happ…",Social,en,547,0.0,Neutral
13,13,823548144919216129,492,0,2017-01-23 15:09:13,": years ago, boarded ’s Shuttle Discovery becoming the world's first neurologist and 🇨🇦's first woman…",['#OTD'],[],RT Canada OTD 25 years ago RobertaBondar boarded Shuttle Discovery becoming world first neurologist first,"['RT', 'Canada', 'OTD', '25', 'years', 'ago', 'RobertaBondar', 'boarded', 'Shuttle', 'Discovery', 'becoming', 'world', 'first', 'neurologist', 'first']","['rt', u'canada', u'otd', '25', u'year', u'ago', u'robertabondar', u'board', u'shuttl', u'discoveri', u'becom', u'world', u'first', u'neurologist', u'first']","RT @Canada: #OTD 25 years ago, @RobertaBondar boarded @NASA’s Shuttle Discovery becoming the world's first neurologist and 🇨🇦's first woman…",Environmental,en,492,0.31666666666666665,Neutral
14,14,941677379130335234,191,294,2017-12-15 14:32:37,The Jedi seek to improve themselves through knowledge and training. Recklessness will only endanger others. You must not wield your laser or lightsaber towards the sky.,['#TheLastJedi'],"['https://t.co/EEEf54jaXf', 'https://t.co/pjZOu7GD6K']",Jedi seek improve knowledge training Recklessness endanger others must wield laser lightsaber towards sky TheLastJedi https co EEEf54jaXf https co pjZOu7GD6K,"['Jedi', 'seek', 'improve', 'knowledge', 'training', 'Recklessness', 'endanger', 'others', 'must', 'wield', 'laser', 'lightsaber', 'towards', 'sky', 'TheLastJedi', 'https', 'co', 'EEEf54jaXf', 'https', 'co', 'pjZOu7GD6K']","[u'jedi', u'seek', u'improv', u'knowledg', u'train', u'reckless', u'endang', u'other', u'must', u'wield', u'laser', u'lightsab', u'toward', u'sky', u'thelastjedi', u'https', 'co', u'eeef54jaxf', u'https', 'co', u'pjzou7gd6k']",The Jedi seek to improve themselves through knowledge and training. Recklessness will only endanger others. You must not wield your laser or lightsaber towards the sky. #TheLastJedi https://t.co/EEEf54jaXf https://t.co/pjZOu7GD6K,Environmental,en,485,0.0,Neutral
15,15,842381136496078849,292,162,2017-03-16 14:24:48,"If you fly a for fun, this cheat sheet is for you. Learn the rules the easy way:","['#drone', '#NoDroneZone']","['https://t.co/zTJMTCgf4K', 'https://t.co/ly5K73y0qr']",fly drone fun cheat sheet Learn rules easy way https co zTJMTCgf4K NoDroneZone https co ly5K73y0qr,"['fly', 'drone', 'fun', 'cheat', 'sheet', 'Learn', 'rules', 'easy', 'way', 'https', 'co', 'zTJMTCgf4K', 'NoDroneZone', 'https', 'co', 'ly5K73y0qr']","[u'fli', u'drone', u'fun', u'cheat', u'sheet', u'learn', u'rule', u'easi', u'way', u'https', 'co', u'ztjmtcgf4k', u'nodronezon', u'https', 'co', u'ly5k73y0qr']","If you fly a #drone for fun, this cheat sheet is for you. Learn the rules the easy way:
https://t.co/zTJMTCgf4K #NoDroneZone https://t.co/ly5K73y0qr",Environmental,en,454,0.5111111111111112,Positive
16,16,935602642507780096,451,0,2017-11-28 20:13:47,: Prime Minister Justin Trudeau delivers a formal apology to LGBTQ2 Canadians in the House of Commons.,[],['https://t.co/HyY9hReoKY'],RT CanadianPM Prime Minister Justin Trudeau delivers formal apology LGBTQ2 Canadians House Commons https co HyY9hReoKY,"['RT', 'CanadianPM', 'Prime', 'Minister', 'Justin', 'Trudeau', 'delivers', 'formal', 'apology', 'LGBTQ2', 'Canadians', 'House', 'Commons', 'https', 'co', 'HyY9hReoKY']","['rt', u'canadianpm', u'prime', u'minist', u'justin', u'trudeau', u'deliv', u'formal', u'apolog', u'lgbtq2', u'canadian', u'hous', u'common', u'https', 'co', u'hyy9hreoki']",RT @CanadianPM: Prime Minister Justin Trudeau delivers a formal apology to LGBTQ2 Canadians in the House of Commons. https://t.co/HyY9hReoKY,Environmental,en,451,0.0,Neutral
17,17,935620648231211015,416,0,2017-11-28 21:25:20,": On behalf of the Public Service of Canada, I apologize to all LGBTQ2 public servants who suffered because of past injustice.…",[],[],RT behalf Public Service Canada apologize LGBTQ2 public servants suffered past injustice,"['RT', 'behalf', 'Public', 'Service', 'Canada', 'apologize', 'LGBTQ2', 'public', 'servants', 'suffered', 'past', 'injustice']","['rt', u'behalf', u'public', u'servic', u'canada', u'apolog', u'lgbtq2', u'public', u'servant', u'suffer', u'past', u'injustic']","RT @Clerk_GC: On behalf of the Public Service of Canada, I apologize to all LGBTQ2 public servants who suffered because of past injustice.…",Social,en,416,-0.08333333333333333,Neutral
18,18,851063754938867713,408,0,2017-04-09 13:26:25,": years later, we remember the Battle of Vimy Ridge",['#Vimy100'],"['https://t.co/guV2OAyWdV', 'https://t.co/TpCV4cQypq']",RT 100 years later remember Battle Vimy Ridge Vimy100 https co guV2OAyWdV https co TpCV4cQypq,"['RT', '100', 'years', 'later', 'remember', 'Battle', 'Vimy', 'Ridge', 'Vimy100', 'https', 'co', 'guV2OAyWdV', 'https', 'co', 'TpCV4cQypq']","['rt', u'100', u'year', u'later', u'rememb', u'battl', u'vimi', u'ridg', u'vimy100', u'https', 'co', u'guv2oaywdv', u'https', 'co', u'tpcv4cqypq']","RT @VeteransENG_CA: 100 years later, we remember the Battle of Vimy Ridge #Vimy100 https://t.co/guV2OAyWdV https://t.co/TpCV4cQypq",Social,en,408,0.0,Neutral
19,19,938452958383132672,376,0,2017-12-06 16:59:55,: Prime Minister Justin Trudeau’s statement on the National Day of Remembrance and Action on Violence Against Women: https://…,[],['https://\xe2\x80\xa6'],RT CanadianPM Prime Minister Justin statement National Day Remembrance Action Violence Women https,"['RT', 'CanadianPM', 'Prime', 'Minister', 'Justin', 'statement', 'National', 'Day', 'Remembrance', 'Action', 'Violence', 'Women', 'https']","['rt', u'canadianpm', u'prime', u'minist', u'justin', u'statement', u'nation', u'day', u'remembr', u'action', u'violenc', u'women', u'https']",RT @CanadianPM: Prime Minister Justin Trudeau’s statement on the National Day of Remembrance and Action on Violence Against Women: https://…,Social,en,376,0.1,Neutral
20,20,884442347953672192,168,182,2017-07-10 16:01:02,Let emergency workers do their jobs. Forest fires are a,"['#NoDroneZone', '#BCwildfires']","['https://t.co/HWIKtpe8vW', 'https://t.co/FvD1vkAvU7']",Let emergency workers jobs Forest fires NoDroneZone BCwildfires BCGovFireInfo https co HWIKtpe8vW https co FvD1vkAvU7,"['Let', 'emergency', 'workers', 'jobs', 'Forest', 'fires', 'NoDroneZone', 'BCwildfires', 'BCGovFireInfo', 'https', 'co', 'HWIKtpe8vW', 'https', 'co', 'FvD1vkAvU7']","[u'let', u'emerg', u'worker', u'job', u'forest', u'fire', u'nodronezon', u'bcwildfir', u'bcgovfireinfo', u'https', 'co', u'hwiktpe8vw', u'https', 'co', u'fvd1vkavu7']",Let emergency workers do their jobs. Forest fires are a #NoDroneZone #BCwildfires @BCGovFireInfo https://t.co/HWIKtpe8vW https://t.co/FvD1vkAvU7,Economical,en,350,0.0,Neutral
21,21,896017051751501824,347,0,2017-08-11 14:34:46,": To prevent more deaths, a temporary mandatory slow-down in the Gulf of St. Lawrence is now in effect",['#RightWhale'],['https://t.co/\xe2\x80\xa6'],RT prevent RightWhale deaths temporary mandatory slow Gulf St Lawrence effect https co,"['RT', 'prevent', 'RightWhale', 'deaths', 'temporary', 'mandatory', 'slow', 'Gulf', 'St', 'Lawrence', 'effect', 'https', 'co']","['rt', u'prevent', u'rightwhal', u'death', u'temporari', u'mandatori', u'slow', u'gulf', 'st', u'lawrenc', u'effect', u'https', 'co']","RT @DFO_MPO: To prevent more #RightWhale deaths, a temporary mandatory slow-down in the Gulf of St. Lawrence is now in effect https://t.co/…",Environmental,en,347,0.5,Positive
22,22,745246530286780417,343,0,2016-06-21 13:26:33,": Today we recognize and celebrate the contributions, cultures and history of Indigenous peoples in Canada. http…",['#NADCanada'],[],RT GCIndigenous Today recognize celebrate contributions cultures history Indigenous peoples Canada NADCanada,"['RT', 'GCIndigenous', 'Today', 'recognize', 'celebrate', 'contributions', 'cultures', 'history', 'Indigenous', 'peoples', 'Canada', 'NADCanada']","['rt', u'gcindigen', u'today', u'recogn', u'celebr', u'contribut', u'cultur', u'histori', u'indigen', u'peopl', u'canada', u'nadcanada']","RT @GCIndigenous: Today we recognize and celebrate the contributions, cultures and history of Indigenous peoples in Canada. #NADCanada http…",Social,en,343,0.0,Neutral
23,23,941673037585436672,307,0,2017-12-15 14:15:22,": Canadian NORAD Region announces Santa’s escort pilots, maintainers and trackers C …","['#RCAF', '#NORADTracksSan']",['https://t.co/y1EiYVzqm'],RT Canadian NORAD Region announces escort pilots maintainers trackers https co y1EiYVzqmC RCAF,"['RT', 'Canadian', 'NORAD', 'Region', 'announces', 'escort', 'pilots', 'maintainers', 'trackers', 'https', 'co', 'y1EiYVzqmC', 'RCAF']","['rt', u'canadian', u'norad', u'region', u'announc', u'escort', u'pilot', u'maintain', u'tracker', u'https', 'co', u'y1eiyvzqmc', u'rcaf']","RT @RCAF_ARC: Canadian NORAD Region announces Santa’s escort pilots, maintainers and trackers
https://t.co/y1EiYVzqmC #RCAF #NORADTracksSan…",Environmental,en,307,0.0,Neutral
24,24,817497297164627969,303,0,2017-01-06 22:25:18,": Canadians in , - for emergency consular assistance contact (305) -1600 or -888-949-9993 /3","['#FtLauderdale', '#US']",[],RT TravelGoC Canadians FtLauderdale US emergency consular assistance contact 305 579 1600 888 949 9993,"['RT', 'TravelGoC', 'Canadians', 'FtLauderdale', 'US', 'emergency', 'consular', 'assistance', 'contact', '305', '579', '1600', '888', '949', '9993']","['rt', u'travelgoc', u'canadian', u'ftlauderdal', 'us', u'emerg', u'consular', u'assist', u'contact', u'305', u'579', u'1600', u'888', u'949', u'9993']","RT @TravelGoC: Canadians in #FtLauderdale, #US - for emergency consular assistance contact (305) 579-1600 or 1-888-949-9993 2/3",Environmental,en,303,0.0,Neutral
25,25,919566391560278017,123,177,2017-10-15 14:11:27,: It’s illegal to fly a recreational at more than m above ground,"['#SAFETYALERT', '#drone']","['https://t.co/TkJY3GvOUW', 'https://t.co/WpHk0a8JnQ']",SAFETYALERT illegal fly recreational drone 90 ground https co TkJY3GvOUW https co WpHk0a8JnQ,"['SAFETYALERT', 'illegal', 'fly', 'recreational', 'drone', '90', 'ground', 'https', 'co', 'TkJY3GvOUW', 'https', 'co', 'WpHk0a8JnQ']","[u'safetyalert', u'illeg', u'fli', u'recreat', u'drone', '90', u'ground', u'https', 'co', u'tkjy3gvouw', u'https', 'co', u'wphk0a8jnq']",#SAFETYALERT: It’s illegal to fly a recreational #drone at more than 90 m above ground https://t.co/TkJY3GvOUW https://t.co/WpHk0a8JnQ,Social,en,300,0.2,Neutral
26,26,797087551077183488,291,0,2016-11-11 14:44:16,: They served for Canada and today Canada remembers them,['#RememberThem'],"['https://t.co/6mY00UNGVO', 'https://t.co/V1oxV1GbV3']",RT served Canada today Canada remembers RememberThem https co 6mY00UNGVO https co V1oxV1GbV3,"['RT', 'served', 'Canada', 'today', 'Canada', 'remembers', 'RememberThem', 'https', 'co', '6mY00UNGVO', 'https', 'co', 'V1oxV1GbV3']","['rt', u'serv', u'canada', u'today', u'canada', u'rememb', u'rememberthem', u'https', 'co', u'6my00ungvo', u'https', 'co', u'v1oxv1gbv3']",RT @VeteransENG_CA: They served for Canada and today Canada remembers them #RememberThem https://t.co/6mY00UNGVO https://t.co/V1oxV1GbV3,Environmental,en,291,0.0,Neutral
27,27,871760442636591105,277,0,2017-06-05 16:07:40,": This year, Canada hosts the official global celebrations for the first time. h…",['#WorldEnvironmentDay'],['https://t.co/c1tUUMy3vM'],RT CanadianPM year Canada hosts WorldEnvironmentDay official global celebrations first time https co c1tUUMy3vM,"['RT', 'CanadianPM', 'year', 'Canada', 'hosts', 'WorldEnvironmentDay', 'official', 'global', 'celebrations', 'first', 'time', 'https', 'co', 'c1tUUMy3vM']","['rt', u'canadianpm', u'year', u'canada', u'host', u'worldenvironmentday', u'offici', u'global', u'celebr', u'first', u'time', u'https', 'co', u'c1tuumy3vm']","RT @CanadianPM: This year, Canada hosts the #WorldEnvironmentDay official global celebrations for the first time. https://t.co/c1tUUMy3vM h…",Economical,en,277,0.125,Neutral
28,28,853979380464451585,258,0,2017-04-17 14:32:05,": in , 's constitution was signed by Queen Elizabeth II and officially enshrined the Charter of Rights and Freedoms …","['#OTD', '#Ca']",[],RT Canada OTD 1982 constitution signed Queen Elizabeth II officially enshrined Charter Rights Freedoms,"['RT', 'Canada', 'OTD', '1982', 'constitution', 'signed', 'Queen', 'Elizabeth', 'II', 'officially', 'enshrined', 'Charter', 'Rights', 'Freedoms']","['rt', u'canada', u'otd', u'1982', u'constitut', u'sign', u'queen', u'elizabeth', 'ii', u'offici', u'enshrin', u'charter', u'right', u'freedom']","RT @Canada: #OTD in 1982,  's constitution was signed by Queen Elizabeth II and officially enshrined the Charter of Rights and Freedoms #Ca…",Economical,en,258,0.0,Neutral
29,29,930460883352014848,257,0,2017-11-14 15:42:16,": Prime Minister Justin Trudeau announces the launch of , which will allow Canadians to track progress…",[],['https://t.co/mEtZG5y7Ze'],RT CanadianPM Prime Minister Justin Trudeau announces launch https co mEtZG5y7Ze allow Canadians track,"['RT', 'CanadianPM', 'Prime', 'Minister', 'Justin', 'Trudeau', 'announces', 'launch', 'https', 'co', 'mEtZG5y7Ze', 'allow', 'Canadians', 'track']","['rt', u'canadianpm', u'prime', u'minist', u'justin', u'trudeau', u'announc', u'launch', u'https', 'co', u'metzg5y7z', u'allow', u'canadian', u'track']","RT @CanadianPM: Prime Minister Justin Trudeau announces the launch of https://t.co/mEtZG5y7Ze, which will allow Canadians to track progress…",Economical,en,257,0.0,Neutral
30,30,929071040281575426,249,0,2017-11-10 19:39:31,: Nine Victoria Crosses were awarded to Canadian soldiers for their bravery in the Battle of Passchendaele. …,['#CanadaRemembers'],[],RT CanadianPM Nine Victoria Crosses awarded Canadian soldiers bravery Battle Passchendaele,"['RT', 'CanadianPM', 'Nine', 'Victoria', 'Crosses', 'awarded', 'Canadian', 'soldiers', 'bravery', 'Battle', 'Passchendaele']","['rt', u'canadianpm', u'nine', u'victoria', u'cross', u'award', u'canadian', u'soldier', u'braveri', u'battl', u'passchendael']",RT @CanadianPM: Nine Victoria Crosses were awarded to Canadian soldiers for their bravery in the Battle of Passchendaele. #CanadaRemembers…,Environmental,en,249,0.0,Neutral
31,31,872785575723622400,74,173,2017-06-08 12:01:11,Canada has the world’s longest coastline. Learn about how we are protecting it,['#WorldOceansDay'],"['https://t.co/K6rcMyhccQ', 'https://t.co/NWi00GuoLF']",Canada longest coastline Learn protecting WorldOceansDay https co K6rcMyhccQ https co NWi00GuoLF,"['Canada', 'longest', 'coastline', 'Learn', 'protecting', 'WorldOceansDay', 'https', 'co', 'K6rcMyhccQ', 'https', 'co', 'NWi00GuoLF']","[u'canada', u'longest', u'coastlin', u'learn', u'protect', u'worldoceansday', u'https', 'co', u'k6rcmyhccq', u'https', 'co', u'nwi00guolf']","Canada has the world’s longest coastline. Learn about how we are protecting it #WorldOceansDay 
https://t.co/K6rcMyhccQ https://t.co/NWi00GuoLF",Environmental,en,247,0.0,Neutral
32,32,929071027396792321,232,0,2017-11-10 19:39:28,: Canadian soldiers overcame unimaginable hardships to achieve victory in Passchendaele. h…,"['#CanadaRemembers', '#Passchendaele100']",[],RT CanadianPM Canadian soldiers overcame unimaginable hardships achieve victory Passchendaele CanadaRemembers Passchendaele100,"['RT', 'CanadianPM', 'Canadian', 'soldiers', 'overcame', 'unimaginable', 'hardships', 'achieve', 'victory', 'Passchendaele', 'CanadaRemembers', 'Passchendaele100']","['rt', u'canadianpm', u'canadian', u'soldier', u'overcam', u'unimagin', u'hardship', u'achiev', u'victori', u'passchendael', u'canadarememb', u'passchendaele100']",RT @CanadianPM: Canadian soldiers overcame unimaginable hardships to achieve victory in Passchendaele. #CanadaRemembers #Passchendaele100 h…,Environmental,en,232,0.0,Neutral
33,33,811329409835638784,229,0,2016-12-20 21:56:19,": PM Trudeau and Obama launch actions ensuring a strong, sustainable and viable Arctic economy and ecosystem: https://…",[],['https://\xe2\x80\xa6'],RT CanadianPM PM Trudeau POTUS Obama launch actions ensuring strong sustainable viable Arctic economy ecosystem https,"['RT', 'CanadianPM', 'PM', 'Trudeau', 'POTUS', 'Obama', 'launch', 'actions', 'ensuring', 'strong', 'sustainable', 'viable', 'Arctic', 'economy', 'ecosystem', 'https']","['rt', u'canadianpm', 'pm', u'trudeau', u'potus', u'obama', u'launch', u'action', u'ensur', u'strong', u'sustain', u'viabl', u'arctic', u'economi', u'ecosystem', u'https']","RT @CanadianPM: PM Trudeau and @POTUS Obama launch actions ensuring a strong, sustainable and viable Arctic economy and ecosystem: https://…",Environmental,en,229,0.4333333333333333,Positive
34,34,759781098440232960,124,91,2016-07-31 16:01:44,"At km/h, your car travels nearly ft per second. A lot can change in the blink of an eye!",['#LeaveThePhoneAlone'],['https://t.co/JSGavNNj7S'],100km car travels nearly 100 ft per second lot change blink eye LeaveThePhoneAlone https co JSGavNNj7S,"['100km', 'car', 'travels', 'nearly', '100', 'ft', 'per', 'second', 'lot', 'change', 'blink', 'eye', 'LeaveThePhoneAlone', 'https', 'co', 'JSGavNNj7S']","[u'100km', u'car', u'travel', u'near', u'100', 'ft', u'per', u'second', u'lot', u'chang', u'blink', u'eye', u'leavethephonealon', u'https', 'co', u'jsgavnnj7']","At 100km/h, your car travels nearly 100 ft per second. A lot can change in the blink of an eye!📱 #LeaveThePhoneAlone https://t.co/JSGavNNj7S",Social,en,215,0.05,Neutral
