,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
10,2017-06-22_08-05-11,2017-06-22T08:05:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0887456a388cd4b098d9c638717fce7/5AF9E777/t51.2885-15/s1080x1080/e35/25010750_1953495808232045_6416096101253775360_n.jpg,"Sur l’île Country, en Nouvelle-Écosse, nous menons un programme qui se déroule toute la saison et vise à protéger la colonie de Sternes de Dougall et à évaluer sa productivité. Chaque saison, une des tâches les plus ardues consiste à compter le nombre de nids actifs de sternes. Pour y parvenir, nous faisons appel à quelques personnes de plus sur l’île, car le nombre de nids et la végétation les rendent très difficile à voir!! Il faut donc que tout le monde mette la main à la pâte… et même les directeurs et les gestionnaires participent aux sorties sur le terrain! Avec des paysages aussi magnifiques, qui n’aurait pas envie de venir travailler dans cet endroit? Eh oui SCF, l’équipe des médias sociaux est verte de jalousie!.....",Sur le Country en Nouvelle cosse nous menons un programme qui se roule toute la saison et vise ger la colonie de Sternes de Dougall et valuer sa nChaque saison une des ches les plus ardues consiste compter le nombre de nids actifs de sternes Pour parvenir nous faisons appel quelques personnes de plus sur le car le nombre de nids et la tation les rendent difficile voir Il faut donc que tout le monde mette la main la et les directeurs et les gestionnaires participent aux sorties sur le terrain Avec des paysages aussi magnifiques qui aurait pas envie de venir travailler dans cet endroit Eh oui SCF quipe des dias sociaux est verte de jalousie FauneCanadienne FauneEtFlore Biologistes ServiceCanadienDeLaFaune Photography EnvironnementCanada,"[""faunecanadienne"",""fauneetflore"",""biologistes"",""servicecanadiendelafaune"",""photography"",""environnementcanada""]",3,18,21,Environmental,fr,0.3666666666666667,environnementcan_instagram,"['environnement', 'vert', 'flore', 'ice', 'air', 'or', 'faune']",positive
11,2017-10-27_12-26-26,2017-10-27T12:26:26,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4b2a74bd1a108605ed9904cdd796c94d/5AF71335/t51.2885-15/e35/24332458_1535946959831563_7979130297650249728_n.jpg,"Ohé Canada! Conservation de la nature Canada a lancé un concours national de photos en ligne — Places Worth Protecting (des lieux à protéger) — qui met en vedette des endroits magnifiques dans l’ensemble du pays. La protection des espaces naturels contribue à conserver la biodiversité et les espèces en péril et à lutter contre les changements climatiques. Vous voulez participer? Envoyez vos photos sur Twitter ou Instagram d’ici le novembre, en mentionnant le mot-clic . Vous serez automatiquement inscrit au concours et courrez la chance de remporter un téléphone Essential de Telus! Pour chaque inscription, TELUS versera $ à Conservation de la nature Canada! Nous vous invitons à cliquer sur le lien qui figure dans notre biographie pour obtenir plus d’informations. (anglais seulement) Rob Wiebe...",Canada Conservation de la nature Canada un concours national de photos en ligne Places Worth Protecting des lieux ger qui met en vedette des endroits magnifiques dans ensemble du pays La protection des espaces naturels contribue conserver la et les ces en ril et lutter contre les changements climatiques nVous voulez participer Envoyez vos photos sur Twitter ou Instagram ici le 30 novembre en mentionnant le mot clic PlacesWorthProtecting Vous serez automatiquement inscrit au concours et courrez la chance de remporter un phone Essential de Telus Pour chaque inscription TELUS versera Conservation de la nature Canada Nous vous invitons cliquer sur le lien qui figure dans notre biographie pour obtenir plus informations anglais seulement Rob Wiebe Concours Photos PlacesWorthProtecting NatureConservancyOfCanada nature CanadianNature NaturePic NatureShot EnvironnementCanada EnvironnementCan,"[""placesworthprotecting"",""concours"",""photos"",""placesworthprotecting"",""natureconservancyofcanada"",""nature"",""canadiannature"",""naturepic"",""natureshot"",""environnementcanada"",""environnementcan""]",0,21,21,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'climat', 'nature', 'conserve', 'conservation', 'or']",neutral
12,2017-01-26_10-32-16,2017-01-26T10:32:16,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7de3f72d8224902fd2f4d57865a7d7d4/5ADE376D/t51.2885-15/e35/25017321_779054055617194_904650134082551808_n.jpg,"« Chut, je crois qu’on nous a repérés. »Ces anticlocapres forment un groupe très enthousiaste et rapide! Seul un guépard peut distancer ces démons de la course. Heureusement, un océan les sépare! ",Chut je crois nous nCes anticlocapres forment un groupe enthousiaste et rapide Seul un pard peut distancer ces mons de la course Heureusement un les pare Faune Nature VieSauvage FauneCanadienne EnvironnementCanada EnvironnementCan Biologie PhotoDuJour,"[""faune"",""nature"",""viesauvage"",""faunecanadienne"",""environnementcanada"",""environnementcan"",""biologie"",""photodujour""]",1,18,19,Environmental,fr,0.125,environnementcan_instagram,"['environnement', 'or', 'faune', 'nature']",positive
13,2017-05-18_10-18-51,2017-05-18T10:18:51,https://instagram.fyvr3-1.fna.fbcdn.net/vp/23ef897ed42e806bd8a7cc754109a43d/5AF9E93F/t51.2885-15/e35/25017995_1464790410302482_3011976748398018560_n.jpg,"Voici Isabel, une animatrice à la Biosphère située à Montréal au Québec. Sur cette photo, elle elique comment un degré de variation dans la température peut faire toute la différence dans la lutte contre les changements climatiques......ère éal ébec",Voici Isabel une animatrice la al au bec Sur cette photo elle explique comment un de variation dans la rature peut faire toute la rence dans la lutte contre les changements climatiques BiosphereMTL MTLMOMENTS MTL OdySci al bec EnvironnementCanada,"[""biosphère"",""biospheremtl"",""mtlmoments"",""mtl"",""odysci"",""montréal"",""québec"",""environnementcanada""]",0,19,19,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'climat', 'ice', 'air']",neutral
14,2017-07-20_18-59-46,2017-07-20T18:59:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/05ed906113990f0e567e288769026841/5AE43876/t51.2885-15/e35/25010420_1475116979251245_2976135521190805504_n.jpg,"Symbole de l’E , la sphère conçue par l’architecte visionnaire Buckminster Fuller occupe une place importante dans l’histoire de l’architecture contemporaine. Depuis , la Biosphère est un site dédié à l’action et à la sensibilisation environnementales.Le musée se démarque pas ses eitions et ses animations interactives et éducatives, qui visent à mieux faire comprendre les grands enjeux environnementaux liés à l’air, l’eau, la biodiversité, les changements climatiques, le développement durable et bien plus.Ce bâtiment au caractère unique utilise d’ailleurs plusieurs technologies vertes : éoliennes, systèmes de toits verts, système de géothermie, marais d’épuration des eaux usées et panneaux solaires..... ées",Symbole de Expo 67 la ue par architecte visionnaire Buckminster Fuller occupe une place importante dans histoire de architecture contemporaine Depuis 1995 la est un site action et la sensibilisation environnementales nLe se marque pas ses expositions et ses animations interactives et ducatives qui visent mieux faire comprendre les grands enjeux environnementaux air eau la les changements climatiques le veloppement durable et bien plus nCe timent au unique utilise ailleurs plusieurs technologies vertes oliennes mes de toits verts de othermie marais puration des eaux es et panneaux solaires MTLMoments Expo67 MTL375 es Montreal Environnement EnvironnementCanada Canada,"[""mtlmoments"",""expo67"",""mtl375"",""musées"",""montreal"",""environnement"",""environnementcanada"",""canada""]",0,19,19,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'vert', 'climat', 'solaire', 'durable', 'technologie', 'air', 'eau', 'or']",neutral
15,2017-02-28_06-26-11,2017-02-28T06:26:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1e9c6f0ebc7b908be2524ea9f4ebaea9/5AE2FF2B/t51.2885-15/e35/25012508_227497244456495_2541777296633626624_n.jpg,"Dans le centre du Labrador, près de Happy Valley-Goose Bay, Paul, biologiste de la faune, est accompagné par son meilleur ami Bailey. Armé d’une indispensable tasse de café, il se prépare à entreprendre le recensement en cette journée exceptionnellement froide (environ ). éDesOiseaux",Dans le centre du Labrador de Happy Valley Goose Bay Paul biologiste de la faune est par son meilleur ami Bailey une indispensable tasse de il se pare entreprendre le recensement en cette exceptionnellement froide environ 38 EnvironnementCan DesOiseaux EnvironnementCanada Aventures Instachien Chienstagram AmoureuxDeLaNature ServiceCanadienDeLaFaune Atlantique,"[""environnementcan"",""relevédesoiseaux"",""environnementcanada"",""aventures"",""instachien"",""chienstagram"",""amoureuxdelanature"",""servicecanadiendelafaune"",""atlantique""]",2,17,19,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'nature', 'oiseau', 'ice', 'oiseaux', 'eau', 'or', 'faune']",neutral
16,2017-12-29_07-32-01,2017-12-29T07:32:01,https://instagram.fyvr3-1.fna.fbcdn.net/vp/05a6a8fb3db74dc3735f2a305855af0a/5ADDD632/t51.2885-15/e35/25035879_1790951404538272_570028961468252160_n.jpg,"C’est le mois de la science dans l’Arctique! Cheryl est une scientifique de la faune qui travaille ici, à Environnement et Changement climatique Canada. Avec son équipe, elle regroupe des connaissances autochtones et des techniques de recherche novatrices pour comprendre comment les conditions de neige et de glace – attribuables aux changements climatiques – se répercutent sur l’habitat du caribou de Peary, qui vit en Extrême-Arctique, et est considéré comme une espèce en voie de disparition au Canada. ...",est le mois de la science dans Arctique Cheryl est une scientifique de la faune qui travaille ici Environnement et Changement climatique Canada Avec son quipe elle regroupe des connaissances autochtones et des techniques de recherche novatrices pour comprendre comment les conditions de neige et de glace attribuables aux changements climatiques se percutent sur habitat du caribou de Peary qui vit en Arctique et est comme une ce en voie de disparition au Canada ScienceArctique MoisDeLaScienceArctique ScienceEtTechnologie InstaScience FauneCanadienne Faune Flore ChangementsClimatiques FemmesEnScience EnvironnementCanada EnvironnementCan,"[""sciencearctique"",""moisdelasciencearctique"",""scienceettechnologie"",""instascience"",""faunecanadienne"",""faune"",""flore"",""changementsclimatiques"",""femmesenscience"",""environnementcanada"",""environnementcan""]",1,18,19,Environmental,fr,0.5625,environnementcan_instagram,"['environnement', 'climat', 'flore', 'changement climatique', 'ice', 'technologie', 'or', 'faune']",positive
17,2017-12-14_11-04-58,2017-12-14T11:04:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a119238fbf4c8c6dc083a6e0726c8a09/5AE59971/t51.2885-15/e35/25013576_134752660548878_4144227911144046592_n.jpg,"Mise à jour : Nous sommes dans les dernières étapes vers la production de prévisions météorologiques améliorées dans le Nord! Reculer notre radar météorologique sur son site à Whitehorse représentait un certain défi! Bientôt, nous serons en mesure de transmettre les premières données....étéo évisionsMétéo étéo",Mise jour Nous sommes dans les res tapes vers la production de visions orologiques es dans le Nord Reculer notre radar orologique sur son site Whitehorse sentait un certain fi nous serons en mesure de transmettre les res es Science InstaScience EnvironnementCanada EnvironnementCan,"[""météo"",""prévisionsmétéo"",""instamétéo"",""science"",""instascience"",""environnementcanada"",""environnementcan""]",2,17,19,Environmental,fr,0.21875,environnementcan_instagram,"['environnement', 'or']",positive
18,2017-12-28_13-13-39,2017-12-28T13:13:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/da7fc2fcd6713987dfaef2bc23f66180/5A646520/t51.2885-15/e15/25022217_585653608432756_1632843087292137472_n.jpg,"Nous reconnaissons un groupe de Canadiens qui ont réservé leurs terres privées aux fins de conservation à long terme! En guise de remerciement pour leurs efforts, des plaques commémoratives Canada soulignant dons sont installées à l’échelle du pays! Applaudissons chaleureusement ces travaux de conservation exceptionnels! Pour en savoir plus sur la façon dont vous pouvez y participer, cliquez le lien dans notre biographie!...",Nous reconnaissons un groupe de Canadiens qui ont leurs terres es aux fins de conservation long terme En guise de remerciement pour leurs efforts des plaques moratives Canada 150 soulignant 150 dons sont es chelle du pays Applaudissons chaleureusement ces travaux de conservation exceptionnels nPour en savoir plus sur la dont vous pouvez participer cliquez le lien dans notre biographie Canada150 Conservation Nature PhotographieNature PhotosNature ExploreCanada EnvironnementCan EnvironnementCanada,"[""canada150"",""conservation"",""nature"",""photographienature"",""photosnature"",""explorecanada"",""environnementcan"",""environnementcanada""]",0,18,18,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'nature', 'conservation', 'mer', 'or', 'terres']",neutral
19,2017-07-31_11-50-31,2017-07-31T11:50:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1826634fc555352d917c6837a76304fc/5AE92009/t51.2885-15/e35/24845302_188285271725899_6225527032235687936_n.jpg,"Un de nos météorologistes s’est joint aux techniciens de la Gestion des eaux du Grand Vancouver (Metro Vancouver Water Management) pour effectuer un relevé de la neige dans les montagnes du North Shore il y a quelque temps. Par contre, la météo de la côte ouest ne coopère pas toujours. Ils ont dû attendre que la température soit plus favorable! : Matt Macdonald ....étéo étéorologie élicoptère",Un de nos orologistes est joint aux techniciens de la Gestion des eaux du Grand Vancouver Metro Vancouver Water Management pour effectuer un de la neige dans les montagnes du North Shore il quelque temps Par contre la de la te ouest ne pas toujours Ils ont attendre que la rature soit plus favorable Matt Macdonald Science orologie ColombieBritanique EnvironnementCanada DouxSouvenir Helico,"[""météo"",""science"",""météorologie"",""colombiebritanique"",""environnementcanada"",""douxsouvenir"",""hélicoptère"",""helico""]",0,18,18,Environmental,fr,0.0,environnementcan_instagram,"['water', 'environnement', 'eau', 'or']",neutral
20,2017-07-25_13-31-48,2017-07-25T13:31:48,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f86073fe48e2d2c8cce0f18e1bc419a5/5AF9884A/t51.2885-15/s1080x1080/e35/25012621_312914515860352_472679185492475904_n.jpg,Qui a dit qu’une annonce devait se faire à l’intérieur? La ministre Catherine McKenna était ravie d’annoncer de nouveaux investissements visant à protéger le lac Winnipeg. Elle s’est ensuite jointe aux intervenants et aux enfants pour naviguer sur l’eau et célébrer! .....,Qui dit une annonce devait se faire rieur La ministre Catherine McKenna tait ravie annoncer de nouveaux investissements visant ger le lac Winnipeg Elle est ensuite jointe aux intervenants et aux enfants pour naviguer sur eau et brer FortWhyteAlive PourLaNature LacWinnipeg Manitoba Winnipeg EnvironnementCanada EnvironnementCan EauCanada Science,"[""pourlanature"",""lacwinnipeg"",""manitoba"",""winnipeg"",""environnementcanada"",""environnementcan"",""eaucanada"",""science""]",0,18,18,Environmental,fr,0.0,environnementcan_instagram,"['environnement', 'air', 'eau', 'or', 'nature']",neutral
