,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
34,926101896301109250,2017-11-02 15:01:12,"['https://t.co/mZE4MPw6aK', 'https://t.co/KQ75SNflgt']","#FallBack this weekend as #DaylightSavings ends. #SaveOnLighting w/ ENERGY STAR LEDs as days get shorter
https://t.co/mZE4MPw6aK https://t.co/KQ75SNflgt",FallBack weekend DaylightSavings ends SaveOnLighting ENERGY STAR LEDs days get shorter https co mZE4MPw6aK https co KQ75SNflgt,"['#FallBack', '#DaylightSavings', '#SaveOnLighting']",11,13,24,Economical,en,0.0,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
35,920665880614273027,2017-10-18 15:00:25,"['https://t.co/uwo8ghqUy', 'https://t.co/sNcDeJnOrP']","Don’t warm up ghosts! Program your smart thermostat to 17°C when away to #SaveEnergy.
#WednesdayWisdom #SpookySaving
https://t.co/uwo8ghqUy9 https://t.co/sNcDeJnOrP",warm ghosts Program smart thermostat away SaveEnergy WednesdayWisdom SpookySaving https co uwo8ghqUy9 https co sNcDeJnOrP,"['#SaveEnergy', '#WednesdayWisdom', '#SpookySaving']",12,12,24,Economical,en,0.4821428571428572,Positive,ENERGYSTAR_CAN_tweeter,['energy']
36,922832626179768320,2017-10-24 14:30:18,"['https://t.co/Yfiighn80y', 'https://t.co/vKvKEPWH65']",Ever wonder how much energy buildings use in Canada? Find out in our new Energy Benchmarking Data Snapshots: https://t.co/Yfiighn80y https://t.co/vKvKEPWH65,Ever wonder much energy buildings use Canada Find new Energy Benchmarking Data Snapshots https co Yfiighn80y https co vKvKEPWH65,[],6,17,23,Economical,en,0.16818181818181818,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
37,922855431650922501,2017-10-24 16:00:55,['https://t.co/26HX4L1Ce7'],Celebrate #ENERGYSTARDay by entering the #ENERGYSTARCanada sweepstake to win a new ENERGY STAR smart thermostat from @ecobee  &amp; @nest . https://t.co/26HX4L1Ce7,Celebrate ENERGYSTARDay entering ENERGYSTARCanada sweepstake win new ENERGY STAR smart thermostat ecobee amp nest https co 26HX4L1Ce7,"['#ENERGYSTARDay', '#ENERGYSTARCanada']",8,15,23,Economical,en,0.3835497835497836,Positive,ENERGYSTAR_CAN_tweeter,['energy']
38,833853583670001664,2017-02-21 01:39:21,['https://t.co/bsbVQbZCXo'],"We just hit 1000 followers! Welcoming all CDNs who are eager to
reduce their utility bills &amp; help the planet the #ENERGYSTARCanada way. https://t.co/bsbVQbZCXo",hit 1000 followers Welcoming CDNs eager reduce utility bills amp help planet ENERGYSTARCanada way https co bsbVQbZCXo,['#ENERGYSTARCanada'],7,16,23,Economical,en,0.0,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
39,924289773556072455,2017-10-28 15:00:29,"['https://t.co/OGbblsZ6ZZ', 'https://t.co/cnF5rCYit']",Light up your walkway w/ENERGY STAR outdoor lighting to help kids tread the right path &amp; stay safe #Halloween night! https://t.co/OGbblsZ6ZZ https://t.co/cnF5rCYitU,Light walkway ENERGY STAR outdoor lighting help kids tread right path amp stay safe Halloween night https co OGbblsZ6ZZ https co cnF5rCYitU,['#Halloween'],11,12,23,Social,en,0.4369047619047619,Positive,ENERGYSTAR_CAN_tweeter,"['safe', 'kids']"
40,836607203486404608,2017-02-28 16:01:15,"['https://t.co/eRMRnBCcV', 'https://t.co/Jz4gXkYEO']",People who choose #EnergyEfficient products use less energy &amp; help fight #ClimateChange by curbing GHG emissions. https://t.co/eRMRnBCcV8 https://t.co/Jz4gXkYEO8,People choose EnergyEfficient products use less energy amp help fight ClimateChange curbing GHG emissions https co eRMRnBCcV8 https co Jz4gXkYEO8,"['#EnergyEfficient', '#ClimateChange']",8,15,23,Environmental,en,-0.16666666666666666,Neutral,ENERGYSTAR_CAN_tweeter,"['climate', 'climat', 'emissions ']"
41,863022981718650880,2017-05-12 13:28:07,['https://t.co/qdSoemCKy'],RT @NRCan: How are Canadians using #energy? Take a look and explore ways to be more #EnergyEfficient: https://t.co/qdSoemCKyC #GenEnergy ht…,RT NRCan Canadians using energy Take look explore ways EnergyEfficient https co qdSoemCKyC GenEnergy,"['#energy', '#EnergyEfficient', '#GenEnergy']",23,0,23,Economical,en,0.5,Positive,ENERGYSTAR_CAN_tweeter,['energy']
42,848158183256412161,2017-04-01 13:00:43,['https://t.co/CNKGBHMxnQ'],We’re excited to announce that ENERGY STAR-certified VCRs are now available! #BeKindPleaseRewind #BackToTheFuture #hipster #AprilFools https://t.co/CNKGBHMxnQ,excited announce ENERGY STAR certified VCRs available BeKindPleaseRewind BackToTheFuture hipster AprilFools https co CNKGBHMxnQ,"['#BeKindPleaseRewind', '#BackToTheFuture', '#hipster', '#AprilFools']",9,14,23,Social,en,0.4375,Positive,ENERGYSTAR_CAN_tweeter,"['future', 'futur']"
43,904071546477654018,2017-09-02 20:00:28,"['https://t.co/fCovhMqw6H', 'https://t.co/TErmsHvP8K']",One of #150Ways to reduce your #CarbonFootprint: Upgrade to ENERGY STAR certified products. #SaveEnergy https://t.co/fCovhMqw6H https://t.co/TErmsHvP8K,One 150Ways reduce CarbonFootprint Upgrade ENERGY STAR certified products SaveEnergy https co fCovhMqw6H https co TErmsHvP8K,"['#150Ways', '#CarbonFootprint', '#SaveEnergy']",13,9,22,Economical,en,0.0,Neutral,ENERGYSTAR_CAN_tweeter,"['footprint', 'energy']"
44,922870428376469506,2017-10-24 17:00:30,"['https://t.co/1hAZiLssGk', 'https://t.co/wjFKsg4tyS']","#DYK ENERGY STAR cert LED bulbs use up to 90% less energy.
Challenge friends to #LightTheMoment today #ENERGYSTARDay
https://t.co/1hAZiLssGk https://t.co/wjFKsg4tyS",DYK ENERGY STAR cert LED bulbs use 90 less energy Challenge friends LightTheMoment today ENERGYSTARDay https co 1hAZiLssGk https co wjFKsg4tyS,"['#DYK', '#LightTheMoment', '#ENERGYSTARDay']",9,13,22,Social,en,-0.16666666666666666,Neutral,ENERGYSTAR_CAN_tweeter,['friend']
45,892112837438570496,2017-07-31 20:00:49,"['https://t.co/eIccTFv1uk', 'https://t.co/3qa7H8fboW']",There’s still lots of summer left! It’s not too late to make these #EnergyEfficient upgrades to your vacation home: https://t.co/eIccTFv1uk https://t.co/3qa7H8fboW,still lots summer left late make EnergyEfficient upgrades vacation home https co eIccTFv1uk https co 3qa7H8fboW,['#EnergyEfficient'],11,11,22,Economical,en,-0.15,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
46,923283180332953601,2017-10-25 20:20:38,[],RT @ONenergy: #DYK devices use #electricity even when they’re off? Swap the candy for power bars this #Halloween and fight #PhantomPower! #…,RT ONenergy DYK devices use electricity even Swap candy power bars Halloween fight PhantomPower,"['#DYK', '#electricity', '#Halloween', '#PhantomPower', '#']",22,0,22,Economical,en,0.0,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
47,871743753698111488,2017-06-05 15:01:21,['https://t.co/g2YfkK3Iqm'],Life is better #WithNature. Spend time outside today for #WorldEnvironmentDay &amp; make sure to unplug before you do #WEDCan https://t.co/g2YfkK3Iqm,Life better WithNature Spend time outside today WorldEnvironmentDay amp make sure unplug WEDCan https co g2YfkK3Iqm,"['#WithNature', '#WorldEnvironmentDay', '#WEDCan']",10,12,22,Environmental,en,0.3333333333333333,Positive,ENERGYSTAR_CAN_tweeter,"['or', 'nature']"
48,790901249952587776,2016-10-25 13:02:06,"['https://t.co/zLbFU7o6nx', 'https://t.co/dYkEBRt8j']",It’s #ENERGYSTARDAY and #ENERGYSTARCanada is joining the party! Help us celebrate https://t.co/zLbFU7o6nx https://t.co/dYkEBRt8jU,ENERGYSTARDAY ENERGYSTARCanada joining party Help us celebrate https co zLbFU7o6nx https co dYkEBRt8jU,"['#ENERGYSTARDAY', '#ENERGYSTARCanada']",14,8,22,Economical,en,0.0,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
49,879353705598001152,2017-06-26 15:00:35,"['https://t.co/cYNiqENKHr', 'https://t.co/AEWKnHC8e']",#DYK most ENERGY STAR LED bulbs are dimmable? Choose ENERGY STAR LED lights to #saveenergy &amp; protect the #climate. https://t.co/cYNiqENKHr https://t.co/AEWKnHC8e9,DYK ENERGY STAR LED bulbs dimmable Choose ENERGY STAR LED lights saveenergy amp protect climate https co cYNiqENKHr https co AEWKnHC8e9,"['#DYK', '#saveenergy', '#climate']",12,9,21,Environmental,en,0.5,Positive,ENERGYSTAR_CAN_tweeter,"['climate', 'climat']"
50,838826884708380673,2017-03-06 19:01:28,"['https://t.co/UTxD5xMkVz', 'https://t.co/YxsdVddbvk']","Help save for that #MarchBreak trip, and waste less energy when you’re gone. https://t.co/UTxD5xMkVz #WinterTips https://t.co/YxsdVddbvk",Help save MarchBreak trip waste less energy gone https co UTxD5xMkVz WinterTips https co YxsdVddbvk,"['#MarchBreak', '#WinterTips']",8,13,21,Economical,en,-0.18333333333333326,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
51,922918129516167169,2017-10-24 20:10:03,"['https://t.co/8k3QWElSy', 'https://t.co/mCkR\xe2\x80\xa6']",RT @ec_minister: Today is #ENERGYSTARDay! Check out @ENERGYSTAR_CAN’s list of certified products: https://t.co/8k3QWElSyC https://t.co/mCkR…,RT Today ENERGYSTARDay Check list certified products https co 8k3QWElSyC https co,['#ENERGYSTARDay'],21,0,21,Economical,en,0.0,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
52,872106099314393089,2017-06-06 15:01:11,"['https://t.co/dc0Jie2uzi', 'https://t.co/kWwP11QIME']","Whether you prefer a warmer or cooler light for your home, ENERGY STAR LED bulbs have it. #StylishSavings https://t.co/dc0Jie2uzi https://t.co/kWwP11QIME",Whether prefer warmer cooler light home ENERGY STAR LED bulbs StylishSavings https co dc0Jie2uzi https co kWwP11QIME,['#StylishSavings'],9,12,21,Economical,en,0.4,Positive,ENERGYSTAR_CAN_tweeter,['energy']
53,925014502491541504,2017-10-30 15:00:17,"['https://t.co/OgmHKcPrdJ', 'https://t.co/IKD1Kz92nz']","Protect yourself from evil spirits and rising energy bills with these energy efficiency tips 
https://t.co/OgmHKcPrdJ https://t.co/IKD1Kz92nz",Protect evil spirits rising energy bills energy efficiency tips https co OgmHKcPrdJ https co IKD1Kz92nz,[],6,14,20,Economical,en,-1.0,Negative,ENERGYSTAR_CAN_tweeter,['energy']
54,872181507728822273,2017-06-06 20:00:50,"['https://t.co/LHYDIpqQqg', 'https://t.co/Xd40MSDHKp']",It’s #CanadianEnvironmentWeek–Protect the #environment &amp; switch to ENERGY STAR products to help reduce GHG emissions https://t.co/LHYDIpqQqg https://t.co/Xd40MSDHKp,Protect environment amp switch ENERGY STAR products help reduce GHG emissions https co LHYDIpqQqg https co Xd40MSDHKp,"['#CanadianEnvironmentWeek', '#environment']",7,13,20,Economical,en,0.0,Neutral,ENERGYSTAR_CAN_tweeter,['energy']
