Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,sentiment,matched_keywords,category,FSDS_matched_keywords,FSDS_category
13,242079006274865_297903747359057,2017-10-18 13:55:37,https://www.facebook.com/CanadianCoastGuard/videos/297903747359057/,"On this Persons Day, we would like to feature a very powerful woman in the Canadian Coast Guard, Assistant Commissioner Julie Gascon. Assistant Commissioner Gascon began her journey with us as a student at the Canadian Coast Guard College and is now the head of our Central & Arctic Region, which includes over 1,200 employees. She also regularly speaks at workshops designed to help empower women. Claim Your Place! Women in Canada","On this Persons Day, we would like to feature a very powerful woman in the Canadian Coast Guard, Assistant Commissioner Julie Gascon. Assistant Commissioner Gascon began her journey with us as a student at the Canadian Coast Guard College and is now the head of our Central & Arctic Region, which includes over ,200 employees. She also regularly speaks at workshops designed to help empower women. Claim Your Place! Women in Canada",[],135,11,45,122,13,0,0,0,0,0,191,en,0.4793813131313131,CanadianCoastGuard_facebook,positive,"['woman', 'canadian', 'coast', 'guard', 'guard', 'student', 'canadian', 'coast', 'guard', 'guard', 'college', 'arctic', 'arctic', 'woman']",Social,"['coast', 'coast']",Healthy coasts and oceans
14,242079006274865_281323755683723,2017-08-31 15:43:33,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/281323755683723/?type=3,"On Tuesday August 29 the Canadian Coast Guard successfully located four hikers who had lost their way along the Lighthouse Trail at Killarney. The Ontario Provincial Police requested assistance via the Joint Rescue Coordination Centre in Trenton Ontario.

The Coast Guard's inshore rescue boat crew stationed at Britt was tasked to search for 3 females, one male and their dog. 

The Coast Guard brought the group aboard their fast rescue craft and transported them back to Killarney. All were in good condition.

Photo caption: From left to right Stephen Pitman, Mollie King, and Keith Pettinger of the Canadian Coast Guard Inshore Rescue Boat station at Britt. The crew assisted four hikers and their dog at Tar Vat Bay Tuesday August 29 2017","On Tuesday August the Canadian Coast Guard successfully located four hikers who had lost their way along the Lighthouse Trail at Killarney. The Ontario Provincial Police requested assistance via the Joint Rescue Coordination Centre in Trenton Ontario. The Coast Guard's inshore rescue boat crew stationed at Britt was tasked to search for females, one male and their dog. The Coast Guard brought the group aboard their fast rescue craft and transported them back to Killarney. All were in good condition. Photo caption: From left to right Stephen Pitman, Mollie King, and Keith Pettinger of the Canadian Coast Guard Inshore Rescue Boat station at Britt. The crew assisted four hikers and their dog at Tar Vat Bay Tuesday August",[],165,14,11,163,2,0,0,0,0,0,190,en,0.3875,CanadianCoastGuard_facebook,positive,"['canadian', 'coast', 'guard', 'guard', 'ontario', 'ontario', 'coast', 'coast', 'guard', 'guard', 'photo', 'right', 'canadian', 'coast', 'guard', 'guard']",Environmental,"['coast', 'coast', 'coast', 'coast']",Healthy coasts and oceans
15,242079006274865_320798908402874,2017-12-26 09:00:01,https://www.facebook.com/CanadianCoastGuard/videos/320798908402874/,Our College is recruiting! Join us for an exciting career. Apply here: ow.ly/Yzi730fbmkh,Our College is recruiting! Join us for an exciting career. Apply here:,[],113,3,62,107,6,0,0,0,0,0,178,en,0.16666666666666666,CanadianCoastGuard_facebook,positive,['college'],Social,[],unknown
16,242079006274865_303411090141656,2017-11-03 15:14:46,https://www.facebook.com/CanadianCoastGuard/videos/303411090141656/,"During Women’s History Month, we had the opportunity to feature many women from all across the Coast Guard and highlight their incredible achievements. Check out our Women’s History Month in review – one month of pictures in one minute! Claim Your Place! Women in Canada","During Women’s History Month, we had the opportunity to feature many women from all across the Coast Guard and highlight their incredible achievements. Check out our Women’s History Month in review – one month of pictures in one minute! Claim Your Place! Women in Canada",[],93,8,76,80,8,5,0,0,0,0,177,en,0.3121693121693121,CanadianCoastGuard_facebook,positive,"['history', 'woman', 'coast', 'guard', 'guard', 'history']",Social,['coast'],Healthy coasts and oceans
17,242079006274865_303351103480988,2017-11-09 10:00:00,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/303350883481010/?type=3,"Eric Arsenault grew up in Quebec City and at the age of 17, enrolled in the Canadian Armed Forces as a Communications Research Operator. 

During his career, he specialized in Languages and Electronic Warfare. He did two six month tours in Alert, NU and a seven month tour in Afghanistan.  After more than 20 years of service, he retired from the Canadian Forces. Later, he joined Public Safety Canada as a Watch Officer. 

Eric now works for Coast Guard as a National Project Manager for the Oceans Protection Plan to strengthen the National Marine Communications and Traffic Services Radar Network. 

Thank you for your service, Eric.

Veterans Affairs Canada","Eric Arsenault grew up in Quebec City and at the age of , enrolled in the Canadian Armed Forces as a Communications Research Operator. During his career, he specialized in Languages and Electronic Warfare. He did two six month tours in Alert, NU and a seven month tour in Afghanistan. After more than years of service, he retired from the Canadian Forces. Later, he joined Public Safety Canada as a Watch Officer. Eric now works for Coast Guard as a National Project Manager for the Oceans Protection Plan to strengthen the National Marine Communications and Traffic Services Radar Network. Thank you for your service, Eric. Veterans Affairs Canada",[],139,14,9,126,10,3,0,0,0,0,162,en,0.06607142857142857,CanadianCoastGuard_facebook,positive,"['canadian', 'service', 'canadian', 'public', 'safety', 'coast', 'guard', 'guard', 'marine', 'service', 'veterans']",Social,"['city', 'research', 'coast', 'protection', 'marine']",Clean growth
18,242079006274865_320778055071626,2017-12-18 14:21:59,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/320777958404969/?type=3,Bravo Zulu to the officer-cadets at the Coast Guard College who had their last exam yesterday! Cheers to another semester completed!  http://ow.ly/UdHY30h2dj8,Bravo Zulu to the officer-cadets at the Coast Guard College who had their last exam yesterday! Cheers to another semester completed! 8,[],123,11,25,113,8,2,0,0,0,0,159,en,0.2545454545454545,CanadianCoastGuard_facebook,positive,"['coast', 'guard', 'guard', 'college']",Social,['coast'],Healthy coasts and oceans
19,242079006274865_305896289893136,2017-11-13 13:00:00,https://www.facebook.com/CanadianCoastGuard/videos/305896289893136/,"We proudly participated with partners from Demark, Finland, Iceland, Norway, Russia, Sweden and the USA during the Arctic Coast Guard Forum held in September 2017 in Iceland.  Watch highlights of the 3-day Arctic Guardian exercise:","We proudly participated with partners from Demark, Finland, Iceland, Norway, Russia, Sweden and the USA during the Arctic Coast Guard Forum held in September in Iceland. Watch highlights of the -day Arctic Guardian exercise:",[],119,9,30,115,4,0,0,0,0,0,158,en,0.31375000000000003,CanadianCoastGuard_facebook,positive,"['partner', 'arctic', 'arctic', 'coast', 'guard', 'guard', 'arctic', 'arctic']",Environmental,['coast'],Healthy coasts and oceans
20,242079006274865_274879736328125,2017-08-14 08:01:13,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/274879736328125/?type=3,"Did you know? On an average day, Canadian Coast Guard assists 43 people in 13 search and rescue cases? http://ow.ly/uK4P30dOGFB","Did you know? On an average day, Canadian Coast Guard assists people in search and rescue cases?",[],103,1,49,95,3,5,0,0,0,0,153,en,0.1,CanadianCoastGuard_facebook,positive,"['canadian', 'coast', 'guard', 'guard']",Social,['coast'],Healthy coasts and oceans
21,242079006274865_318927921923306,2017-12-13 15:00:00,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/318927771923321/?type=3,"Are you an Inuk student with a strong interest in boating activities? The Arctic is getting an Inshore Rescue Boat station, and we’re hiring locally to staff it. For more information, or to apply, please visit 

Inuinnaqtun
Tamnauvit Inuit ilihartuq piyumaqpiartuq qayartuqniqmun huliniq? Tahamna Ukiurtartuq pitalirtuq Tagiuqni Hinaani Annaktuiyit Qayaq havakvianik, havaktikhartaqliqtugut nunalikni havaktikhanitnik. Tuhaqpaligiami, tukhigarniqluniit, takulugu 

Inuktitut
ᐃᓄᕕᑦ ᐃᓕᓐᓂᐊᕐᑎᐅᓪᓗᑏᑦ ᐅᒥᐊᕐᑐᕐᓂᕐᒥᒃ ᐊᓕᐊᓇᐃᒋᔭᖃᕐᓗᑎᑦ? ᐅᑭᐅᕐᑕᕐᑐᒥ ᓯᒃᔭᒥ ᐸᕐᓴᐃᓂᕐᒧᑦ ᐅᒥᐊᒃᑯᑦ ᐃᓂᖃᕐᕕᒃ ᐱᔭᐅᓂᐊᕐᒪᑦ, ᐊᒻᒪᓗ ᐃᖃᓇᐃᔭᕐᑎᑦᑎᓇᓱᒃᑐᒍᑦ. ᑐᑭᓯᒋᐊᒃᑲᓐᓂᕈᒪᒍᕕᑦ, ᐱᓇᓱᒍᒪᒍᕕᓪᓘᓐᓂᑦ ᑕᑯᓗᒍ ᐅᕗᖓ
ow.ly/31ms30hcxlF","Are you an Inuk student with a strong interest in boating activities? The Arctic is getting an Inshore Rescue Boat station, and we’re hiring locally to staff it. For more information, or to apply, please visit Inuinnaqtun Tamnauvit Inuit ilihartuq piyumaqpiartuq qayartuqniqmun huliniq? Tahamna Ukiurtartuq pitalirtuq Tagiuqni Hinaani Annaktuiyit Qayaq havakvianik, havaktikhartaqliqtugut nunalikni havaktikhanitnik. Tuhaqpaligiami, tukhigarniqluniit, takulugu Inuktitut ᐃᓄᕕᑦ ᐃᓕᓐᓂᐊᕐᑎᐅᓪᓗᑏᑦ ᐅᒥᐊᕐᑐᕐᓂᕐᒥᒃ ᐊᓕᐊᓇᐃᒋᔭᖃᕐᓗᑎᑦ? ᐅᑭᐅᕐᑕᕐᑐᒥ ᓯᒃᔭᒥ ᐸᕐᓴᐃᓂᕐᒧᑦ ᐅᒥᐊᒃᑯᑦ ᐃᓂᖃᕐᕕᒃ ᐱᔭᐅᓂᐊᕐᒪᑦ, ᐊᒻᒪᓗ ᐃᖃᓇᐃᔭᕐᑎᑦᑎᓇᓱᒃᑐᒍᑦ. ᑐᑭᓯᒋᐊᒃᑲᓐᓂᕈᒪᒍᕕᑦ, ᐱᓇᓱᒍᒪᒍᕕᓪᓘᓐᓂᑦ ᑕᑯᓗᒍ ᐅᕗᖓ",[],57,18,76,51,6,0,0,0,0,0,151,et,0.14999074074074073,CanadianCoastGuard_facebook,positive,"['student', 'arctic', 'arctic', 'inuit']",Social,['boating'],Pristine lakes and rivers
22,242079006274865_305882733227825,2017-11-13 08:00:00,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/305881769894588/?type=3,"Motivation Monday
From engineering cadet to Deputy Commissioner of Coast Guard! Mario Pelletier began his career path as an engineering cadet at Coast Guard College. Now, he’s our Deputy Commissioner of Operations.","Motivation Monday From engineering cadet to Deputy Commissioner of Coast Guard! Mario Pelletier began his career path as an engineering cadet at Coast Guard College. Now, he’s our Deputy Commissioner of Operations.",[],125,13,6,120,5,0,0,0,0,0,144,en,0.5057977207977209,CanadianCoastGuard_facebook,positive,"['engineering', 'coast', 'engineering', 'coast', 'guard', 'guard', 'college']",Environmental,"['coast', 'coast']",Healthy coasts and oceans
23,242079006274865_315278978954867,2017-12-06 13:00:00,https://www.facebook.com/CanadianCoastGuard/videos/315278978954867/,Darkness descends as Coast Guard’s flagship icebreaker CCGS Louis S. St. Laurent passes through the Bellot Strait on its eastward journey through the Arctic in October.,Darkness descends as Coast Guard’s flagship icebreaker CCGS Louis S. St. Laurent passes through the Bellot Strait on its eastward journey through the Arctic in October.,[],110,4,28,99,8,3,0,0,0,0,142,en,0.28125,CanadianCoastGuard_facebook,positive,"['coast', 'arctic', 'arctic']",Environmental,['coast'],Healthy coasts and oceans
24,242079006274865_321849441631154,2017-12-21 13:42:43,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/321849241631174/?type=3,TBT to that time when CCGS Terry Fox & crew joined Santa in the North Pole for some golf in 2015!,TBT to that time when CCGS Terry Fox & crew joined Santa in the North Pole for some golf in !,[],112,1,28,102,6,4,0,0,0,0,141,en,0.0,CanadianCoastGuard_facebook,neutral,['santa'],Social,[],unknown
