,account_name,caption_original,category
20,AAFC_Canada_tweeter,"RT @AgMoreThanEver: In honour of every great #FarmDad, we’ll be sharing one corny #DadJoke per day leading up to #FathersDay. Now for our f…",unknown
21,AAFC_Canada_tweeter,We want to hear from young farmers and youth. Share your views and experiences in the ag sector during our FB Live: https://t.co/3oKN3TALkp https://t.co/eER0r94fUk,unknown
22,AAFC_Canada_tweeter,"RT @StatCan_eng: Since 1996, greenhouse vegetable area has more than tripled, with 165.4 million square feet reported in 2016. https://t.co…",unknown
23,AAFC_Canada_tweeter,RT @CanadaDev: 🇨🇦 is pleased to be back working with the @UNCCD – key to our commitment to #SDGs! #UNCCDCOP13 @CanAmbClimate https://t.co/M…,unknown
24,AAFC_Canada_tweeter,"RT @csa_asc: Do you have any questions about satellites? Ask your questions below, and we will answer some of them LIVE tomorrow! https://t…",unknown
25,AAFC_Canada_tweeter,$2M investment to @OntarioBeef to help improve feed efficiency https://t.co/Vby3kSFyp5 https://t.co/fCy7MBYDl1,unknown
26,AAFC_Canada_tweeter,"Min. MacAulay helps with a beef dish at a @CanadianBeef cooking demo 
#FHC2017 https://t.co/c0aWcO4db2",unknown
27,AAFC_Canada_tweeter,RT @CanadaTrade: Attn fish &amp; seafood exporters – read about the administration of origin quotas established in #CETA https://t.co/FoqgH9HHU…,unknown
28,AAFC_Canada_tweeter,#ChallengeAccepted Dr. Syama Chatteron responds to Dr. Boye’s #PulseChallenge with her best #PulseFact for #IYP2016! https://t.co/076ikFDPqH,unknown
29,AAFC_Canada_tweeter,Are you a farmer in SW ONT? Fill out this survey about #precisionag tech and broadband: https://t.co/IvPkUMyAia,unknown
30,AAFC_Canada_tweeter,Planning to work in Canada? Avoid delays – apply early for your #WorkPermits https://t.co/1FfkcQCESM,unknown
31,AAFC_Canada_tweeter,"This morning, Canada was recognized as an international Guest of Honour at the #Alimentaria2017 Food Show in #MexicoCity 🇨🇦 🇲🇽 https://t.co/zUEqXalEpR",unknown
32,AAFC_Canada_tweeter,RT @CFIA_Food: Good news for Canadian #organic producers and processors. https://t.co/LCCGDvzpvj https://t.co/RjRWQmMiHe,unknown
33,AAFC_Canada_tweeter,We have listed peer-reviewed articles by our scientists dating back to 2012 on the #OpenGovCan Portal! Check it out: https://t.co/E0ftCA58b4,unknown
34,AAFC_Canada_tweeter,RT @CanadaTrade: Find out more in #Winnipeg about how #CETA can help your company do business in the #EU. Jan 31. https://t.co/9CeykqzqLL h…,unknown
35,AAFC_Canada_tweeter,Min MacAulay continues #PNW outreach in Idaho at President’s Banquet for WASDA Annual Meeting 🇨🇦🇺🇸 #AgPartners https://t.co/KHFI3Ek00O,unknown
36,AAFC_Canada_tweeter,RT @StatCan_eng: Canada's merchandise #trade with the United States by state. https://t.co/UX24DRBmFn https://t.co/QMbSVxmj4L,unknown
37,AAFC_Canada_tweeter,"RT @StatCan_eng: P.E.I. is all that &amp; a bag of chips with the highest proportion of #potatoes, accounting for 24.2% nationally https://t.co…",unknown
38,AAFC_Canada_tweeter,"Researcher Sir Charles Saunders is credited for developing Marquis wheat, which helped 🇨🇦 earn its reputation as the ""bread basket of the 🌎"" https://t.co/X5pNQjzZHH",unknown
39,AAFC_Canada_tweeter,"Min MacAulay highlights success of #NAFTA, #CdnAg’s strong ties with Mexico &amp; U.S. at #TNAccord16 this morning. https://t.co/0XZH1eJzXO",unknown
40,AAFC_Canada_tweeter,RT @CanadaTrade: 48 companies representing Canada at #Gulfood2017 in #Dubai this week – a flagship trade show for Canadian exporters! https…,unknown
41,AAFC_Canada_tweeter,RT @FAOnews: Canada adds extra funds for key #UNFAO work on #foodsafety https://t.co/cIIgVrDaE7 @AAC_Canada @L_MacAulay @grazianodasilva #G…,unknown
42,AAFC_Canada_tweeter,Min MacAulay discusses #AgTrade opportunities @PNWER Agricultural Session 🇨🇦🇺🇸 #AgPartners https://t.co/vyiZZT98Fh,unknown
43,AAFC_Canada_tweeter,Happy #Halloween! https://t.co/ztuHjQSomY,unknown
44,AAFC_Canada_tweeter,Introducing Canada’s #MapleBAE - #CdnAg’s new mascot to promote our maple products: https://t.co/EnnzpKbPwZ,unknown
45,AAFC_Canada_tweeter,Canada and Mexico have a strong and complementary trading relationship https://t.co/GwpOujRUSJ,unknown
46,AAFC_Canada_tweeter,Let’s celebrate the food we love &amp; the people who produce it. Discover some ag facts: https://t.co/qQsYaNwoL6 #CdnAgDay @AgMoreThanEver https://t.co/1jcoPzPCfC,unknown
47,AAFC_Canada_tweeter,DYK sweet corn is grown in every Canadian province? Learn more: https://t.co/ZErNDpkOxD #DiscoverAg https://t.co/nnpW5Ihw7m,unknown
48,AAFC_Canada_tweeter,RT @CanadaTrade: Exporting high-sugar products to the EU with #CETA? You may need an export permit to get preferential access https://t.co/…,unknown
49,AAFC_Canada_tweeter,Tomorrow: Dr. Joyce Boye discusses the International Year of Pulses live on FB: https://t.co/aKfQ93IiOK  #IYP2016 https://t.co/bBg9KlK4Ox,unknown
50,AAFC_Canada_tweeter,Congrats to scientist Dr. Tara Gariepy on her award for excellence in early-career achievement by an entomologist! https://t.co/xiThn5oqR3 https://t.co/VhydWIwF5G,unknown
51,AAFC_Canada_tweeter,Min MacAulay and Secretary Calzada discuss opportunities to increase competitiveness of ag sector in Canada and Mexico https://t.co/INmISki7QK,unknown
52,AAFC_Canada_tweeter,100 days until #Canada150! Celebrate the 150th anniversary of Confederation at events and activities across Canada: https://t.co/xJLvxXP0Do https://t.co/HPSyiqSw7t,unknown
53,AAFC_Canada_tweeter,RT @ASMnewsroom: #Antibiotics promote resistance on experimental croplands - New research in @ASMicrobiology's #AEM https://t.co/rrcEYIjQgw…,unknown
54,AAFC_Canada_tweeter,Good thing we have an expert #AgAgent with a secret weapon so growers can strategize the best plan of attack. #Aphididae https://t.co/IVTV2JRZdY,unknown
55,AAFC_Canada_tweeter,"RT @StatCan_eng: #NB is a sweet spot, with #blueberries increasing 55.6% and #maple taps increasing 20.5%. https://t.co/oehH5cj6xw https://…",unknown
56,AAFC_Canada_tweeter,Min. MacAulay meets with 🇨🇦 and 🇨🇳 businesses in #Shanghai at a networking event https://t.co/ynuJG5Y5Yf,unknown
57,AAFC_Canada_tweeter,The Brown Marmorated #StinkBug is an #AgPest Villain on the move! #AgAgent Suzanne Blatt is on the case. https://t.co/aJYhYl9htQ,unknown
58,AAFC_Canada_tweeter,"AAFC is 150 years old! Lethbridge Research and Development Centre is having a party, June 29, 9 am-3:30 pm https://t.co/CBDt9ZC8dk https://t.co/fQBOkoA2pr",unknown
59,AAFC_Canada_tweeter,"Chat w/ researchers, take a tour, try science experiments – all at our Guelph #AgScience Open House! https://t.co/WWSTM9IdN9 #RuralRomp https://t.co/XAIZf1OWct",unknown
60,AAFC_Canada_tweeter,Min. MacAulay meets with Secretaries Perdue and Calzada to discuss the benefits of Ag trade #NAFTA #AGPartners https://t.co/4aIo8ay4Ow https://t.co/ASh9zje1m4,unknown
61,AAFC_Canada_tweeter,Hey #CdnAg! We’re seeking new National Program Advisory Cmte members. Interested? https://t.co/Gc4RcJ7KJO,unknown
62,AAFC_Canada_tweeter,RT @ec_minister: Don’t miss what's happening behind the scenes on #WorldEnvironmentDay! Follow @environmentca’s Instagram stories: https://…,unknown
63,AAFC_Canada_tweeter,"RT @StatCan_eng: Check out our new infographic on gross farm receipts, operating expenses, and farm capital in Canada. https://t.co/8zcFui9…",unknown
64,AAFC_Canada_tweeter,"The #CdnAgPartnership will help the sector innovate, grow and prosper! https://t.co/bwFf4UwQZI https://t.co/zAxlfHKtGY",unknown
65,AAFC_Canada_tweeter,"Min. MacAulay and #SaskAg Min. Stewart at today's announcement in Swift Current, SK https://t.co/ARjqJCivHV",unknown
66,AAFC_Canada_tweeter,RT @Sci_Od: And we’re live! Let the countdown to Science Odyssey begin! https://t.co/s2bSGyuhub #OdySci #ChooseScience https://t.co/KC2l7kd…,unknown
67,AAFC_Canada_tweeter,RT @CanadaTrade: #CETA opens doors for Cdn biz in the #EU.  Find out more in #Edmonton Feb 2. #EEDC https://t.co/fe0aghLR9f https://t.co/JC…,unknown
68,AAFC_Canada_tweeter,"In 1886, James Fletcher was the first contributor to what would become the @OttawaCNC: https://t.co/jCRbaxw6a2 #ThrowbackThursday https://t.co/7iTahCCH0f",unknown
69,AAFC_Canada_tweeter,Min. MacAulay and Mexico’s Secretary Calzada issue joint statement following bilateral meeting https://t.co/tudRvc4cc5 https://t.co/T9CUPkHq5b,unknown
70,AAFC_Canada_tweeter,"RT @pulsecanada: #FamiliesLovePulses Twitter Party TONIGHT! 

RSVP and tweet with us! Great prizes available! https://t.co/suTtJLl7Z0 https…",unknown
71,AAFC_Canada_tweeter,Potatoes pack just as much of a nutritional punch as a fan-favourite fruit! Learn more: https://t.co/t9NSWDzEq1 https://t.co/KvsooFUOkn,unknown
72,AAFC_Canada_tweeter,Mins MacAulay and Duncan got a close look at some #agscience #genomics with AAFC’s Dr. André Levesque. #labtour https://t.co/Y2ExTKDVGk,unknown
73,AAFC_Canada_tweeter,"RT @StatCan_eng: During the first 10 months of 2017, total #cheese production (the sum of #cheddar and specialty cheeses) rose 3.2% from th…",unknown
74,AAFC_Canada_tweeter,"RT @StatCan_eng: For every $1 earned in gross farm receipts, farm operations averaged $0.83 cents in operating expenses. https://t.co/hFcqZ…",unknown
75,AAFC_Canada_tweeter,Tomorrow: Dr. Joyce Boye discusses the International Year of Pulses live on FB: https://t.co/mZNMb5H0Ah #IYP2016 https://t.co/hQkAGWwmqI,unknown
76,AAFC_Canada_tweeter,"RT @StatCan_eng: #BC is home to over 1/3 of the farm operations in Canada reporting fruits, berries and nuts. https://t.co/SYuX0947tk #CdnA…",unknown
77,AAFC_Canada_tweeter,RT @FCCagriculture: Did you hear? We're improving our Young Farmer Loan! Access to more working capital to help you grow. https://t.co/o3Qn…,unknown
78,AAFC_Canada_tweeter,"We're 150 years old! Our Fredericton RDC is having a party: Aug 19, 10 am to 3 pm https://t.co/CUCBlhOWFN https://t.co/nGhIHRrhEI",unknown
79,AAFC_Canada_tweeter,Min. MacAulay delivers keynote address at #NASDA2017 highlighting the importance of Ag trade for 🇨🇦 and 🇺🇸 economies https://t.co/XgMKbtlkb3,unknown
80,AAFC_Canada_tweeter,Coming soon to Harrow... join us Sat Sept 16 and discover #AgScience. https://t.co/u12UmqyH8e https://t.co/Jl9tukmSrk,unknown
81,AAFC_Canada_tweeter,RT @MinisterISED: Efforts are being made to grow lettuce in #CdnArctic to mimic conditions on Mars. Learn why:  https://t.co/RZohCotDo5,unknown
82,AAFC_Canada_tweeter,RT @SIALCANADA: Ribbon cutting ceremony! SIAL Canada is officially open! #SIALTO2017 https://t.co/a906fmT2Jj,unknown
83,AAFC_Canada_tweeter,RT @ExportDevCanada: .@Ailish_Campbell has insight on how @TCS_SDC is helping Canadian exporters adapt to #CETA ▶ https://t.co/Cvjmd2oXAr h…,unknown
84,AAFC_Canada_tweeter,"RT @StatCan_eng: In 2016, #canola area totaled 20.6 million acres, over one-quarter of Canada’s field crop area. https://t.co/Nz0dO4BCZv #C…",unknown
85,AAFC_Canada_tweeter,RT @HealthyCdns: Fall veggies like #pumpkin and squash make excellent purées and side dishes. Learn how to add them to your meals: https://…,unknown
86,AAFC_Canada_tweeter,GoC invests $365K with @NLFarms to identify risks farmers are facing https://t.co/ZtmZeDY8gP https://t.co/LbqYWdqqfK,unknown
87,AAFC_Canada_tweeter,RT @CanadaLatvia: Want to take advantage of #CETA? It’s a huge trade opportunity for #agriculture &amp; #food products! https://t.co/IMv2FQBS8w…,unknown
88,AAFC_Canada_tweeter,Check out #AgAgent Tyler Wist talking about some of his #GoodBug allies that help fight #BadBug villains #Beneficial https://t.co/jkztmcnCTc,unknown
89,AAFC_Canada_tweeter,RT @NewsroomGC: .@DFO_MPO and @AAFC_Canada proud to be taking part in North America’s largest seafood trade expo! #SENA2017 https://t.co/qo…,unknown
90,AAFC_Canada_tweeter,Our research into wheat provides direct benefits to #CdnAg- find out how: https://t.co/n9UjKGUjxO,unknown
91,AAFC_Canada_tweeter,Live near St. John's? Join us this Saturday for a fun &amp; free day! https://t.co/iCLN0p5RwF https://t.co/bvPHMi5jvO,unknown
92,AAFC_Canada_tweeter,GoC invests $786K with @FMC_GAC to develop risk management tools for farmers https://t.co/3Kkj4kaS3L,unknown
93,AAFC_Canada_tweeter,2X the fun at the CEF on Saturday – @BugDayOttawa and a #ScienceOpenHouse of the Ottawa R&amp;D Centre. https://t.co/IJhzIDBWw1 #OttawaEvents https://t.co/Tf9tkFvERw,unknown
94,AAFC_Canada_tweeter,"RT @planfarmsafety: Canadian Ag Safety Week is a time to think, plan and talk about farm safety. More info: https://t.co/XhzICWP658 #AgSafe…",unknown
95,AAFC_Canada_tweeter,Min. MacAulay tours @CNRailway operations @PortNOLA #Integrated Markets https://t.co/50ws7O0vAA,unknown
96,AAFC_Canada_tweeter,RT @StatCan_eng: Oilseed processors crushed 747 528 tonnes of canola in April. https://t.co/4GMb98umGS https://t.co/F2FiPQaxXi,unknown
97,AAFC_Canada_tweeter,Want to expand your #Europe exports? This @TCS_SDC webinar series might be what you are looking for: https://t.co/DhbSqZcx4b,unknown
98,AAFC_Canada_tweeter,RT @StatCan_eng: 4 out of 5 fruit &amp; vegetable combination type farms reported selling directly to consumers in 2015. https://t.co/TpiNxDu7K…,unknown
99,AAFC_Canada_tweeter,RT @haleycatton: Do you have wireworm or cereal leaf beetle in your spring wheat? Within 2 hrs of Lethbridge? Study fields wanted! #wirewor…,unknown
100,AAFC_Canada_tweeter,RT @Grain_Canada: Sign up for the Harvest Sample Program by Oct 15 to get grade and quality information for your crop. https://t.co/PjBmCCh…,unknown
101,AAFC_Canada_tweeter,Need to ID a tick? Our Dr. Evert E Lindquist contributed to a handbook that can help you. https://t.co/6ixkFJhwy2,unknown
102,AAFC_Canada_tweeter,Min MacAulay meets with FAO DG Dr. José Graziano da Silva to emphasize the importance of Intl. standard-setting bodies like @FAOWHOCodex https://t.co/5rynS233bE,unknown
103,AAFC_Canada_tweeter,"Min. MacAulay joins @ACOACanada and @NSAgriculture Min. Colwell at a cooking demonstration  
#FHC2017 https://t.co/7jOzs7M7cS",unknown
104,AAFC_Canada_tweeter,Join us on Apr11 @ 2pm EST for a chat on greenhouse tech. More details: https://t.co/H0jRU7cFeD #AgChat,unknown
105,AAFC_Canada_tweeter,Thanks to the nearly 1500 people who came out for our Harrow open house on Saturday... it was great hearing from you https://t.co/nq3Gr3FhAD https://t.co/SwQNZGEWhN,unknown
106,AAFC_Canada_tweeter,Min. MacAulay &amp; Secretary Calzada of Mexico discuss benefits of Ag trade @CalgaryChamber #AGPartners https://t.co/BiHDdhNxfv,unknown
107,AAFC_Canada_tweeter,#ChallengeAccepted Dr. Myriam Fernandez responds to Dr. Boye’s #PulseChallenge with her best #PulseFact for #IYP2016! https://t.co/yt5IxeVZVL,unknown
108,AAFC_Canada_tweeter,"RT @StatCan_eng: In 2016, there were 23,286 tons of #peaches (fresh and clingstone) produced in Canada. https://t.co/d9gBE8GteW #PeachMonth…",unknown
109,AAFC_Canada_tweeter,RT @DFO_MPO: Canada is proud to be taking part in this year’s Seafood Expo North America.  Starts Sunday! #SENA17 🐟 https://t.co/nQNsGFk3hM…,unknown
110,AAFC_Canada_tweeter,"RT @CanadaTrade: Want to be #CETA-ready? Attend one of the workshops this week for #Cdnbiz in #NB, #PEI &amp; #NS (Nov 21, 22, 23): https://t.c…",unknown
111,AAFC_Canada_tweeter,"RT @StatCan_eng: #Saskatchewan accounted for 43.4% of Canada’s total area of cropland, with 40.5 million acres. https://t.co/1q35K5fSNl #Cd…",unknown
112,AAFC_Canada_tweeter,Join us live on Facebook Oct 12 with Dr. Joyce Boye – #UNFAO Special Ambassador for #IYP2016: https://t.co/sgFFE8jOQz https://t.co/dvQlx3ti5Z,unknown
113,AAFC_Canada_tweeter,#ChallengeAccepted Dr. Krista Power responds to Dr. Boye’s #PulseChallenge with her best #PulseFact for #IYP2016! https://t.co/DM5Z6GqAdA,unknown
114,AAFC_Canada_tweeter,Hey #CdnAg! We’re seeking new National Program Advisory Cmte members. Interested? https://t.co/re1whzAQNV,unknown
115,AAFC_Canada_tweeter,We're working with @UofGuelphOAC on how connectivity influences #precisionag for crop farmers in ON. Take the survey https://t.co/vzEjlFZ0rt,unknown
116,AAFC_Canada_tweeter,Our #AgAgent is using cutting edge #genomics against #AgPests #nematodes. https://t.co/UCcAki50Nt,unknown
117,AAFC_Canada_tweeter,It’s been a great day on #AgPests Villains and #AgAgents! We’re proud of our #CndAg #biovigilance team! https://t.co/bZmZrfr20b,unknown
118,AAFC_Canada_tweeter,#AgFPT16 wraps-up with Mins agreeing on the direction for the Next Agricultural Framework https://t.co/kGrJBrfjSS https://t.co/gHGucfF3zD,unknown
119,AAFC_Canada_tweeter,"Min. MacAulay tours the #CanadaPavilion and chats with exhibitors at 
#FHC2017 – China’s largest international food show https://t.co/IA7cyp5WYG",unknown
120,AAFC_Canada_tweeter,RT @StatCan_eng: Canadian farms reported $69.4 billion in gross farm receipts and $57.5 billion in operating expenses in 2015. https://t.co…,unknown
121,AAFC_Canada_tweeter,This #AgAgent is sharing his secret weapon against broadleaf weeds – including #dandelion and #CanadaThistle! https://t.co/m9iXdgjuwz https://t.co/oQS4yrkCkg,unknown
122,AAFC_Canada_tweeter,RT @canadabusiness: Find out how your #Cdnbiz can take advantage of #freetrade agreements in this Spotlight on Free Trade from @TCS_SDC: ht…,unknown
123,AAFC_Canada_tweeter,Want to hear from other young farmers and youth in the ag sector? Join our FB Live! https://t.co/jwz5Jz1msP https://t.co/CiQ5G3vtQ3,unknown
124,AAFC_Canada_tweeter,Meet our scientists during a field or greenhouse tour at the London #AgScience open house this wknd Sept 16 10-4! https://t.co/XyihteCz1Y https://t.co/4WlsFr9f7P,unknown
125,AAFC_Canada_tweeter,"This #AgPest Villain is small but nasty. #Nematodes, like Heterodera glycines, are tiny roundworms that cause big problems. https://t.co/WuGLnLSrCL",unknown
126,AAFC_Canada_tweeter,Do you know the best time of day to cut alfalfa? https://t.co/YIf0qpm6rK,unknown
127,AAFC_Canada_tweeter,"Let’s take a look at then &amp; now. Thks to advances in research, #CndAg now has many ways to protect against pests https://t.co/pSdeGag9FQ https://t.co/RT79F49qLO",unknown
128,AAFC_Canada_tweeter,RT @StatCan_eng: Millers milled 256 765 tonnes of wheat in March. https://t.co/oOHfpWq9fK https://t.co/tt8vfON0Ce,unknown
129,AAFC_Canada_tweeter,"Chat w/ researchers, take a wagon ride, or tour our greenhouses – all at our Harrow #AgScience Open House this Sat! https://t.co/YuW9qo7ceU https://t.co/7QD1dCwI7S",unknown
130,AAFC_Canada_tweeter,Hey #CdnAg! Join us Sept 20 to learn about precision cattle feeding: https://t.co/8GbsD3uf3E #PFChat https://t.co/dFuRuIIh2R,unknown
131,AAFC_Canada_tweeter,Did you know that agricultural trade between Canada &amp; the US has tripled since NAFTA? We make great #AGPartners: https://t.co/dKub1uTpWk,unknown
132,AAFC_Canada_tweeter,RT @StatCan_eng: #Maple production increased 3.0% from 2016 to 12.5 million gallons in 2017 https://t.co/qUkBWFpS7Z https://t.co/2j1g0sdWh9,unknown
133,AAFC_Canada_tweeter,RT @CanadaTrade: Canada supports agricultural trade at @wto #MC11 https://t.co/7dmuiVH8Bk https://t.co/BrJpIAgGNl,unknown
134,AAFC_Canada_tweeter,It’s #NationalPotatoDay! Check out the #OpenData site for wholesale market prices of 🥔 + other fruit and veg: https://t.co/gEXVVNLzHC,unknown
135,AAFC_Canada_tweeter,Min MacAulay tours Canpotex facilities at the Port of Portland #IntegratedMarkets 🇨🇦🇺🇸#AgPartners https://t.co/ryV40PVyO8,unknown
136,AAFC_Canada_tweeter,Min MacAulay is heading to Germany to participate in the 9th Berlin Ag Ministers’ Conference and the G20 Ag Ministers’ Meeting https://t.co/dhzRCofZsD,unknown
137,AAFC_Canada_tweeter,"RT @OpenGovCan: New @OpenGovCan is here to help you 'stay in the know' on all things #OpenGovCan, incl #Cdn participation at #OGP16! https:…",unknown
138,AAFC_Canada_tweeter,"RT @StatCan_eng: #Potato farmers planted 344,884 acres (139 571 hectares) of potatoes in 2017, down 0.6% from 2016. https://t.co/3qcxmMsyha…",unknown
139,AAFC_Canada_tweeter,"New programs will help #CdnAg’s dairy sector raise productivity and competitiveness, and prepare for #CETA: https://t.co/qB2J2NGkv2",unknown
140,AAFC_Canada_tweeter,This Saturday during #RuralRomp ... join us at the Guelph Open House and discover #AgScience: https://t.co/CkMizyHwCz,unknown
141,AAFC_Canada_tweeter,"DYK the Shepody potato, one of the most popular varieties for French fries, was developed by AAFC? Learn more: https://t.co/zAzeujvbnq https://t.co/kEsvMgewWh",unknown
142,AAFC_Canada_tweeter,Ontario produced almost 40% of Canada’s table eggs in 2015. Learn more: https://t.co/rk1CFO0USY #DiscoverAg https://t.co/T7pocYbLnZ,unknown
143,AAFC_Canada_tweeter,RT @Clerk_GC: Looking forward to the #InnovFPT17 conference on Tuesday. Check out CPAC broadcast and web site. @InnovFPT https://t.co/RTIgq…,unknown
144,AAFC_Canada_tweeter,Don’t miss us at the #RAWF2017. Help us celebrate 150 years of agriculture! https://t.co/2Bk9ZfntWX,unknown
145,AAFC_Canada_tweeter,RT @CanadaTrade: New opportunities for Canadian pork exporters to diversify! Canada secures market access to #Argentina – a leading South A…,unknown
146,AAFC_Canada_tweeter,AAFC scientists are working with @vinelandrsrch to breed new disease-resistant #apple and #tomato varieties: https://t.co/elcCmgg8MX,unknown
147,AAFC_Canada_tweeter,Wanna see something gross- but great? Check out this video of a parasitoid wasp emerging from an aphid it destroyed! https://t.co/zxE35xLJnO,unknown
148,AAFC_Canada_tweeter,"Think you could be an #AgAgent? Test your skills with this
quiz: What do you think this is? https://t.co/t6ZWNRKzlp",unknown
149,AAFC_Canada_tweeter,"RT @StatCan_eng: It's #NationalRedRoseDay! In 2016, Canada imported 11.1 million dozen cut #roses and rose buds 🌹 https://t.co/8uTw4QL8QI",unknown
150,AAFC_Canada_tweeter,In Ottawa tomorrow? Come to the CEF for our #ScienceOpenHouse and @bugdayOttawa – 2for1 and both are free! https://t.co/YJwjl350k3 https://t.co/mbCYpa3xHQ,unknown
151,AAFC_Canada_tweeter,Come for a wagon ride today at the CEF! We're open for a #ScienceOpenHouse and @BugDayOttawa. https://t.co/CN6vCFtRP1 #OttawaEvents https://t.co/AgAjIHjQFn,unknown
152,AAFC_Canada_tweeter,Protect #CdnAg’s livestock by registering for a free premises ID https://t.co/V9U9nEWRqW #PremisesIDWeek,unknown
153,AAFC_Canada_tweeter,Hey #CdnAg! We’re looking for new FPCC Chairperson. Interested? https://t.co/ts7akopLcS,unknown
154,AAFC_Canada_tweeter,#GHChat - What a great discussion. If only we had more time! Thanks to everyone who participated. #AgChat,unknown
155,AAFC_Canada_tweeter,Join us for a #ScienceOpenHouse at the Ottawa R&amp;D Centre this Saturday. #OttawaEvents https://t.co/Z1e8wwYdFj https://t.co/xQUJcD6QWt,unknown
156,AAFC_Canada_tweeter,Min. MacAulay meets with Secs. Perdue &amp; Calzada to #KeepAGoodThingGrowing #AGPartners https://t.co/L0aYBUNSiO,unknown
157,AAFC_Canada_tweeter,Find out how scientists are using wind tunnels to help corn grow and thrive: https://t.co/NBdwtyKUjJ #DiscoverAg https://t.co/IFxHCF9S1T,unknown
158,AAFC_Canada_tweeter,#CdnAg! We've prepared a video to help your understand #EU food trends. It can help you grow: https://t.co/cQlkO99DaT,unknown
159,AAFC_Canada_tweeter,Help protect #CdnAg’s livestock industry by registering for a  free premises ID: https://t.co/lRnr47z7m5 #PremisesIDWeek,unknown
160,AAFC_Canada_tweeter,We're looking for ideas to enhance #CdnAg’s competitiveness. Share yours: https://t.co/IkOWmClgjj #AgNPF https://t.co/4qO5OUOYld,unknown
161,AAFC_Canada_tweeter,Join us live on Facebook Aug 19 with Dr. Joyce Boye – #UNFAO Special Ambassador for #IYP2016 https://t.co/3Z9h0APNOB https://t.co/E5XTPWjHHC,unknown
162,AAFC_Canada_tweeter,RT @StatCan_eng: Field crops and hay acreage in Canada grew 7.0% between 2011 and 2016 to 92.7 million acres. https://t.co/AHHwB4Mksm  #Cdn…,unknown
163,AAFC_Canada_tweeter,We are committed to enhancing access to markets abroad. Give us your thoughts: https://t.co/RuRbFZn5w5 #AgNPF,unknown
