Unnamed: 0,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
32,10156116586357975_10156117145932975,401846167974_10156116586357975,,2017-12-23 13:31:40,0,0,0,0,0,0,0,0,"Graphic depicting all the kit F.A.A. requires of a foreign aircraft entering North America having originating from the arctic, one that is equipped to circumnavigate the earth with limited refueling consisting of carrots, cookies and milk, an aircraft that does many touch and goes - a flying sleigh with eight tiny reindeer and, occasionally, when landings are low visibility, one with a red nose. [[PHOTO]]",[],[],Graphic depicting kit requires foreign aircraft entering North America originating arctic one equipped circumnavigate earth limited refueling consisting carrots cookies milk aircraft many touch goes flying sleigh eight tiny reindeer occasionally landings low visibility one red nose PHOTO,"['Graphic', 'depicting', 'kit', 'requires', 'foreign', 'aircraft', 'entering', 'North', 'America', 'originating', 'arctic', 'one', 'equipped', 'circumnavigate', 'earth', 'limited', 'refueling', 'consisting', 'carrots', 'cookies', 'milk', 'aircraft', 'many', 'touch', 'goes', 'flying', 'sleigh', 'eight', 'tiny', 'reindeer', 'occasionally', 'landings', 'low', 'visibility', 'one', 'red', 'nose', 'PHOTO']","[u'graphic', u'depict', u'kit', u'requir', u'foreign', u'aircraft', u'enter', u'north', u'america', u'origin', u'arctic', u'one', u'equip', u'circumnavig', u'earth', u'limit', u'refuel', u'consist', u'carrot', u'cooki', u'milk', u'aircraft', u'mani', u'touch', u'goe', u'fli', u'sleigh', u'eight', u'tini', u'reindeer', u'occasion', u'land', u'low', u'visibl', u'one', u'red', u'nose', u'photo']"
33,10156116586357975_10156118544417975,401846167974_10156116586357975,,2017-12-24 01:15:01,0,0,0,0,0,0,0,0,"Does this apply to the harbour water ways in Vancouver as well? Resident Killer Whales have issues with boat noise in this high traffic area, or does Santa have a sleigh that will not interfere with the orcas echolocation?",[],[],apply harbour water ways Vancouver well Resident Killer Whales issues boat noise high traffic area Santa sleigh interfere orcas echolocation,"['apply', 'harbour', 'water', 'ways', 'Vancouver', 'well', 'Resident', 'Killer', 'Whales', 'issues', 'boat', 'noise', 'high', 'traffic', 'area', 'Santa', 'sleigh', 'interfere', 'orcas', 'echolocation']","[u'appli', u'harbour', u'water', u'way', u'vancouv', u'well', u'resid', u'killer', u'whale', u'issu', u'boat', u'nois', u'high', u'traffic', u'area', u'santa', u'sleigh', u'interfer', u'orca', u'echoloc']"
34,10156115098957975_10156115181797975,401846167974_10156115098957975,,2017-12-22 20:48:05,0,0,0,0,0,0,0,0,Bonjour,[],[],Bonjour,['Bonjour'],[u'bonjour']
35,10156114490382975_10156114703492975,401846167974_10156114490382975,,2017-12-22 17:19:37,0,0,0,0,0,0,0,0,Quintin Grant,[],[],Quintin Grant,"['Quintin', 'Grant']","[u'quintin', u'grant']"
36,10156114490382975_10156114717237975,401846167974_10156114490382975,,2017-12-22 17:27:28,1,1,0,0,0,0,0,0,Have you been talking to santa clause?,[],[],talking santa clause,"['talking', 'santa', 'clause']","[u'talk', u'santa', u'claus']"
37,10156114305682975_10156114311417975,401846167974_10156114305682975,,2017-12-22 14:38:18,0,0,0,0,0,0,0,0,and in the mean time in saskachewan brad wall screwed the province gave us over a billion and a half dollar debt and destroyed the STC and jacked up taxes then he moved out of the province!!! real nice jackass,[],[],mean time saskachewan brad wall screwed province gave us billion half dollar debt destroyed STC jacked taxes moved province real nice jackass,"['mean', 'time', 'saskachewan', 'brad', 'wall', 'screwed', 'province', 'gave', 'us', 'billion', 'half', 'dollar', 'debt', 'destroyed', 'STC', 'jacked', 'taxes', 'moved', 'province', 'real', 'nice', 'jackass']","[u'mean', u'time', u'saskachewan', u'brad', u'wall', u'screw', u'provinc', u'gave', 'us', u'billion', u'half', u'dollar', u'debt', u'destroy', u'stc', u'jack', u'tax', u'move', u'provinc', u'real', u'nice', u'jackass']"
38,10156113907992975_10156113943907975,401846167974_10156113907992975,,2017-12-22 12:13:05,0,0,0,0,0,0,0,0,Mike Bell,[],[],Mike Bell,"['Mike', 'Bell']","[u'mike', u'bell']"
39,10156113907992975_10156114026767975,401846167974_10156113907992975,,2017-12-22 12:34:34,0,0,0,0,0,0,0,0,"If a Bic Lighter has compressed gas and elodes like a half stick of dynamite, how much will a bus elode like. Mmmmmmm, bye bye city block.",[],[],Bic Lighter compressed gas elodes like half stick dynamite much bus elode like Mmmmmmm bye bye city block,"['Bic', 'Lighter', 'compressed', 'gas', 'elodes', 'like', 'half', 'stick', 'dynamite', 'much', 'bus', 'elode', 'like', 'Mmmmmmm', 'bye', 'bye', 'city', 'block']","[u'bic', u'lighter', u'compress', u'gas', u'elod', u'like', u'half', u'stick', u'dynamit', u'much', u'bus', u'elod', u'like', u'mmmmmmm', u'bye', u'bye', u'citi', u'block']"
40,10156113907992975_10156115369732975,401846167974_10156113907992975,10156113907992975_10156114026767975,2017-12-22 22:14:25,0,0,0,0,0,0,0,0,They have failsafes built into them to release pressure. I've seen a few videos it's dramatic,[],[],failsafes built release pressure seen videos dramatic,"['failsafes', 'built', 'release', 'pressure', 'seen', 'videos', 'dramatic']","[u'failsaf', u'built', u'releas', u'pressur', u'seen', u'video', u'dramat']"
41,10156113907992975_10156116489812975,401846167974_10156113907992975,10156113907992975_10156114026767975,2017-12-23 09:16:00,0,0,0,0,0,0,0,0,Colin M Nutt awesome. The titanic was unsinkable.,[],[],Colin Nutt awesome titanic unsinkable,"['Colin', 'Nutt', 'awesome', 'titanic', 'unsinkable']","[u'colin', u'nutt', u'awesom', u'titan', u'unsink']"
42,10156113907992975_10156115177662975,401846167974_10156113907992975,,2017-12-22 20:45:53,0,0,0,0,0,0,0,0,Bonjour,[],[],Bonjour,['Bonjour'],[u'bonjour']
43,10156113907992975_10156115376257975,401846167974_10156113907992975,,2017-12-22 22:15:32,0,0,0,0,0,0,0,0,Maybe they should invest in electric buses instead... natural gas is still a fossil fuel that requires extraction transportation and burning further exasperating climate change,[],[],Maybe invest electric buses instead natural gas still fossil fuel requires extraction transportation burning exasperating climate change,"['Maybe', 'invest', 'electric', 'buses', 'instead', 'natural', 'gas', 'still', 'fossil', 'fuel', 'requires', 'extraction', 'transportation', 'burning', 'exasperating', 'climate_change']","[u'mayb', u'invest', u'electr', u'buse', u'instead', u'natur', u'gas', u'still', u'fossil', u'fuel', u'requir', u'extract', u'transport', u'burn', u'exasper', u'climate_chang']"
44,10156113359497975_10156113585962975,401846167974_10156113359497975,,2017-12-22 10:15:15,0,0,0,0,0,0,0,0,Merry Christmas to you,[],[],Merry Christmas,"['Merry', 'Christmas']","[u'merri', u'christma']"
45,10156113359497975_10156113725112975,401846167974_10156113359497975,,2017-12-22 11:18:28,1,1,0,0,0,0,0,0,Oleg Gushchin,[],[],Oleg Gushchin,"['Oleg', 'Gushchin']","[u'oleg', u'gushchin']"
46,10156113359497975_10156114093032975,401846167974_10156113359497975,10156113359497975_10156113725112975,2017-12-22 13:08:57,0,0,0,0,0,0,0,0,Good one,[],[],Good one,"['Good', 'one']","[u'good', u'one']"
47,10156113359497975_10156113757602975,401846167974_10156113359497975,,2017-12-22 11:25:18,0,0,0,0,0,0,0,0,Groaner but made me smile ! Thanks Transport and Infrastructure in Canada,[],[],Groaner made smile Thanks Transport Infrastructure Canada,"['Groaner', 'made', 'smile', 'Thanks', 'Transport', 'Infrastructure', 'Canada']","[u'groaner', u'made', u'smile', u'thank', u'transport', u'infrastructur', u'canada']"
48,10156113359497975_10156113767862975,401846167974_10156113359497975,,2017-12-22 11:28:00,0,0,0,0,0,0,0,0,I motion to put this on the cover of the next edition of the AIM !!!🤣,[],[],motion put cover next edition AIM,"['motion', 'put', 'cover', 'next', 'edition', 'AIM']","[u'motion', u'put', u'cover', u'next', u'edit', u'aim']"
49,10156113359497975_10156113956907975,401846167974_10156113359497975,,2017-12-22 12:19:04,0,0,0,0,0,0,0,0,🤦‍️,[],[],,[],[]
50,10156113359497975_10156114093267975,401846167974_10156113359497975,,2017-12-22 13:09:05,1,1,0,0,0,0,0,0,Alyssa Holt,[],[],Alyssa Holt,"['Alyssa', 'Holt']","[u'alyssa', u'holt']"
51,10156113359497975_10156114214617975,401846167974_10156113359497975,,2017-12-22 13:58:19,0,0,0,0,0,0,0,0,Kloe Saigwan Syroy,[],[],Kloe Saigwan Syroy,"['Kloe', 'Saigwan', 'Syroy']","[u'kloe', u'saigwan', u'syroy']"
52,10156113359497975_10156114436667975,401846167974_10156113359497975,,2017-12-22 15:37:01,2,2,0,0,0,0,0,0,Chanel Cole Jax Cole,[],[],Chanel Cole Jax Cole,"['Chanel', 'Cole', 'Jax', 'Cole']","[u'chanel', u'cole', u'jax', u'cole']"
53,10156113359497975_10156115161187975,401846167974_10156113359497975,10156113359497975_10156114436667975,2017-12-22 20:37:22,0,0,0,0,0,0,0,0,Hahaha,[],[],Hahaha,['Hahaha'],[u'hahaha']
54,10156113359497975_10156115105222975,401846167974_10156113359497975,,2017-12-22 20:03:32,0,0,0,0,0,0,0,0,Bonjour,[],[],Bonjour,['Bonjour'],[u'bonjour']
55,10156113359497975_10156115251072975,401846167974_10156113359497975,,2017-12-22 21:32:22,0,0,0,0,0,0,0,0,Good one!,[],[],Good one,"['Good', 'one']","[u'good', u'one']"
56,10156113359497975_10156121043342975,401846167974_10156113359497975,,2017-12-24 20:21:28,0,0,0,0,0,0,0,0,"I hate to be the one to tell you, but ... don't quit your day job.",[],[],hate one tell quit day job,"['hate', 'one', 'tell', 'quit', 'day', 'job']","[u'hate', u'one', u'tell', u'quit', u'day', u'job']"
57,10156111964217975_10156112168732975,401846167974_10156111964217975,,2017-12-21 19:32:19,0,0,0,0,0,0,0,0,Brad Massey,[],[],Brad Massey,"['Brad', 'Massey']","[u'brad', u'massey']"
58,10156111964217975_10156112186612975,401846167974_10156111964217975,,2017-12-21 19:38:34,0,0,0,0,0,0,0,0,Thomas Archer Shelby Jean Leah Lamey not sure what years you guys have,[],[],Thomas Archer Shelby Jean Leah Lamey sure years guys,"['Thomas', 'Archer', 'Shelby', 'Jean', 'Leah', 'Lamey', 'sure', 'years', 'guys']","[u'thoma', u'archer', u'shelbi', u'jean', u'leah', u'lamey', u'sure', u'year', u'guy']"
59,10156111964217975_10156112207092975,401846167974_10156111964217975,10156111964217975_10156112186612975,2017-12-21 19:45:01,1,1,0,0,0,0,0,0,lol I’m good,[],[],lol good,"['lol', 'good']","[u'lol', u'good']"
60,10156111964217975_10156113616152975,401846167974_10156111964217975,10156111964217975_10156112186612975,2017-12-22 10:34:05,0,0,0,0,0,0,0,0,I think this happened to my,[],[],think happened,"['think', 'happened']","[u'think', u'happen']"
61,10156111964217975_10156113783257975,401846167974_10156111964217975,10156111964217975_10156112186612975,2017-12-22 11:31:41,0,0,0,0,0,0,0,0,im sure that’s what happened,[],[],im sure happened,"['im', 'sure', 'happened']","['im', u'sure', u'happen']"
62,10156111964217975_10156112242207975,401846167974_10156111964217975,,2017-12-21 19:56:46,1,1,0,0,0,0,0,0,Don Prosser,[],[],Prosser,['Prosser'],[u'prosser']
63,10156111964217975_10156112242632975,401846167974_10156111964217975,,2017-12-21 19:56:52,0,0,0,0,0,0,0,0,Ryan L'Huillier,[],[],Ryan Huillier,"['Ryan', 'Huillier']","[u'ryan', u'huillier']"
64,10156111964217975_10156112247872975,401846167974_10156111964217975,,2017-12-21 19:58:28,0,0,0,0,0,0,0,0,What year is yours Joyce Green ?,[],[],year Joyce Green,"['year', 'Joyce', 'Green']","[u'year', u'joyc', u'green']"
65,10156111964217975_10156112262107975,401846167974_10156111964217975,10156111964217975_10156112247872975,2017-12-21 20:04:45,0,0,0,0,0,0,0,0,I don’t know might be I hope,[],[],know might hope,"['know', 'might', 'hope']","[u'know', u'might', u'hope']"
66,10156111964217975_10156112256672975,401846167974_10156111964217975,,2017-12-21 20:01:42,0,0,0,0,0,0,0,0,"Sarah, Tony... we should have a look into this",[],[],Sarah Tony look,"['Sarah', 'Tony', 'look']","[u'sarah', u'toni', u'look']"
67,10156111964217975_10156112262007975,401846167974_10156111964217975,10156111964217975_10156112256672975,2017-12-21 20:04:39,0,0,0,0,0,0,0,0,Ah yeah I think so,[],[],Ah yeah think,"['Ah', 'yeah', 'think']","['ah', u'yeah', u'think']"
68,10156111964217975_10156112448387975,401846167974_10156111964217975,10156111964217975_10156112256672975,2017-12-21 21:53:21,0,0,0,0,0,0,0,0,Yup,[],[],Yup,['Yup'],[u'yup']
69,10156111964217975_10156112256837975,401846167974_10156111964217975,,2017-12-21 20:01:50,1,1,0,0,0,0,0,0,Tristan Barr yours or ?,[],[],Tristan Barr,"['Tristan', 'Barr']","[u'tristan', u'barr']"
70,10156111964217975_10156112663797975,401846167974_10156111964217975,10156111964217975_10156112256837975,2017-12-22 00:03:28,0,0,0,0,0,0,0,0,,[],[],nan,['nan'],[u'nan']
71,10156111964217975_10156112262877975,401846167974_10156111964217975,,2017-12-21 20:05:28,0,0,0,0,0,0,0,0,More information please,[],[],information please,"['information', 'please']","[u'inform', u'pleas']"
72,10156111964217975_10156113343652975,401846167974_10156111964217975,10156111964217975_10156112262877975,2017-12-22 07:51:01,0,0,0,0,0,0,0,0,Call bombardier,[],[],Call bombardier,"['Call', 'bombardier']","[u'call', u'bombardi']"
73,10156111964217975_10156112274692975,401846167974_10156111964217975,,2017-12-21 20:12:55,1,0,0,0,0,1,0,0,Allan Lumsden,[],[],Allan Lumsden,"['Allan', 'Lumsden']","[u'allan', u'lumsden']"
74,10156111964217975_10156112298792975,401846167974_10156111964217975,10156111964217975_10156112274692975,2017-12-21 20:27:35,0,0,0,0,0,0,0,0,"Ugh....thanks Mike. Wade, you guys workin' these recalls at the shop?",[],[],Ugh thanks Mike Wade guys workin recalls shop,"['Ugh', 'thanks', 'Mike', 'Wade', 'guys', 'workin', 'recalls', 'shop']","[u'ugh', u'thank', u'mike', u'wade', u'guy', u'workin', u'recal', u'shop']"
75,10156111964217975_10156112300557975,401846167974_10156111964217975,10156111964217975_10156112274692975,2017-12-21 20:28:40,1,1,0,0,0,0,0,0,"PHEW!!! Not me!!! Can-Am® Outlander and Outlander Max ATVs equipped with a Dynamic Power Steering (DPS) and or engines December , As you may have heard, a safety campaign on some Can-Am Outlander ATVs was released in Canada and other countries meant to address an issue with Dynamic Power Steering (DPS). The DPS shaft may break causing loss of steering control. In some circumstances, this situation may cause injury or even death.",[],[],PHEW Outlander Outlander Max ATVs equipped Dynamic Power Steering DPS engines December may heard safety campaign Outlander ATVs released Canada countries meant address issue Dynamic Power Steering DPS DPS shaft may break causing loss steering control circumstances situation may cause injury even death,"['PHEW', 'Outlander', 'Outlander', 'Max', 'ATVs', 'equipped', 'Dynamic', 'Power', 'Steering', 'DPS', 'engines', 'December', 'may', 'heard', 'safety', 'campaign', 'Outlander', 'ATVs', 'released', 'Canada', 'countries', 'meant', 'address', 'issue', 'Dynamic', 'Power', 'Steering', 'DPS', 'DPS', 'shaft', 'may', 'break', 'causing', 'loss', 'steering', 'control', 'circumstances', 'situation', 'may', 'cause', 'injury', 'even', 'death']","[u'phew', u'outland', u'outland', u'max', u'atv', u'equip', u'dynam', u'power', u'steer', u'dps', u'engin', u'decemb', u'may', u'heard', u'safeti', u'campaign', u'outland', u'atv', u'releas', u'canada', u'countri', u'meant', u'address', u'issu', u'dynam', u'power', u'steer', u'dps', u'dps', u'shaft', u'may', u'break', u'caus', u'loss', u'steer', u'control', u'circumst', u'situat', u'may', u'caus', u'injuri', u'even', u'death']"
76,10156111964217975_10156112288057975,401846167974_10156111964217975,,2017-12-21 20:21:09,0,0,0,0,0,0,0,0,So my isn't affected? It would be nice to have more information on this.,[],[],affected would nice information,"['affected', 'would', 'nice', 'information']","[u'affect', u'would', u'nice', u'inform']"
77,10156111964217975_10156112290627975,401846167974_10156111964217975,,2017-12-21 20:22:48,3,3,0,0,0,0,0,0,Looks like it's only /570 DPS models and the phone number to check your vin is at this link,[],['https://can-am.brp.com/off-road/owners/safety/safety-recalls.html'],Looks like 570 DPS models phone number check vin link,"['Looks', 'like', '570', 'DPS', 'models', 'phone', 'number', 'check', 'vin', 'link']","[u'look', u'like', u'570', u'dps', u'model', u'phone', u'number', u'check', u'vin', u'link']"
