Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category,FSDS_matched_keywords,FSDS_category
11,2017-12-16_16-15-53,2017-12-16T16:15:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d681504a3133b58ec3565657922f6df8/5AE62478/t51.2885-15/e35/25008217_1855533341425054_7670060937746841600_n.jpg,"Golden sunsets, and sandy beaches… it’s colours like these that make Prince Edward Island National Park worth eloring any time of year! ️ : .....",Golden sunsets sandy colours like make Prince Edward Island National Park worth exploring time year PEI princeedwardislandnp explorepei princeedwardisland anneofgreengables parkscanada igerscanada ohcanada canadaday igcanada ExploreCanada parkscanada canada tourcanada enjoycanada instago wander wanderer wanderlust vacation travelgram instatravel instagood traveller tourist,"[""pei"",""princeedwardislandnp"",""explorepei"",""princeedwardisland"",""anneofgreengables"",""parkscanada"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""explorecanada"",""parkscanada"",""canada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""instago"",""wander"",""wanderer"",""wanderlust"",""vacation"",""travelgram"",""instatravel"",""instagood"",""traveller"",""tourist""]",47,5349,5396,en,0.31540336879432623,parks.canada_instagram,"['park', 'or', 'gold']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
12,2017-04-30_17-12-34,2017-04-30T17:12:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/118354ef2e328b6242c6649c0f3bb122/5AF26D37/t51.2885-15/e35/18252862_401791336859890_7326981376798883840_n.jpg,"Drumrolls please! Come on, you can do better! *louder drumrolls* This our th post!!!!!!! Very fitting since we're also celebrating this year It will be a busy year for us, so make sure to plan your vacations with us ahead of time or, even better, visit us during the shoulder seasons! Awesome picture taken in by ",Drumrolls please Come better louder drumrolls nThis 150th post fitting since also celebrating Canada150 year nIt busy year us make sure plan vacations us ahead time even better visit us shoulder seasons nAwesome picture taken BanffNP coldclearwater travel travelphotography nature naturelovers naturephotography wild conservation wildlifephotography photooftheday travel instagood beautiful photography outdoors adventure landscape naturephotography parkscanada canada150 canada explorecanada,"[""canada150"",""banffnp"",""travel"",""travelphotography"",""nature"",""naturelovers"",""naturephotography"",""wild"",""conservation"",""wildlifephotography"",""photooftheday"",""travel"",""instagood"",""beautiful"",""photography"",""outdoors"",""adventure"",""landscape"",""naturephotography"",""parkscanada"",""canada150"",""canada"",""explorecanada""]",81,5226,5307,en,0.30303337191358026,parks.canada_instagram,"['wildlife', 'lands', 'nature', 'park', 'water', 'conservation', 'eau', 'or', 'landscape']",positive,[],unknown,[],unknown
13,2017-10-24_17-41-27,2017-10-24T17:41:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/55c35a69aff9eb084f9d28b7b773845e/5AE07A91/t51.2885-15/e35/22794387_171237773456393_4516856890038157312_n.jpg,The vibrant colours of La Mauricie National Park are unparalleled! Plan your fall adventure today. : .....,vibrant colours La Mauricie National Park unparalleled Plan fall adventure today MauricieNP mauricie parkscanada natureaddicts exploreeverything explorecanada explorequebec landscape wildernessculture enjoycanada findyourselfoutside outbackcollective freshairandfreedom exploreQuebec Canada150 quebec,"[""mauricienp"",""mauricie"",""parkscanada"",""natureaddicts"",""exploreeverything"",""landscape_capture"",""instanature_canada"",""instanature_canada"",""explorecanada"",""explorequebec"",""landscape"",""wildernessculture"",""enjoycanada"",""findyourselfoutside"",""outbackcollective"",""freshairandfreedom"",""explorequebec"",""canada150"",""quebec""]",33,5264,5297,ca,0.318939393939394,parks.canada_instagram,"['lands', 'nature', 'park', 'air', 'or', 'landscape']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
14,2018-01-05_10-14-46,2018-01-05T10:14:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8ea9fdf7c4f4a95bf2160009c4945945/5AED906B/t51.2885-15/e35/25024967_1947765898808489_3042617251246112768_n.jpg,Point Pelee National Park offers a unique winter eerience. Strap on your snowshoes and crunch through the pristine snow of a wintry landscape.: .....,Point Pelee National Park offers unique winter experience Strap snowshoes crunch pristine snow wintry landscape shaft73ss Ontariotravel PointPelee PointPeleeNP ParksCanada DiscoverON ontario lakeontario northernontario ontarioparks exploreontario ontariocanada ExploreCanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada wanderlust travelgram,"[""pointpelee"",""pointpeleenp"",""parkscanada"",""discoveron"",""ontario"",""lakeontario"",""ontario_adventures"",""northernontario"",""ontarioparks"",""exploreontario"",""ontariocanada"",""explorecanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""wanderlust"",""travelgram""]",44,5167,5211,en,0.2827610222868217,parks.canada_instagram,"['pristine', 'lands', 'park', 'or', 'landscape']",positive,"['park', 'pristine', 'landscape']",Environmental,['park'],Connecting Canadians with nature 
15,2017-11-01_17-14-25,2017-11-01T17:14:25,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9dab9454cfe78fad8b159b5095ae90da/5AF301AD/t51.2885-15/e35/23101467_1866705246678496_6468129793253572608_n.jpg,"Whether you’re looking for that one constellation, or just taking it all in, a view of the night sky like this just can’t be beat! : Waterton Lakes National Park : .....",Whether looking one constellation taking view night sky like beat Waterton Lakes National Park patrickmole watertonlakesnp watertonlakes waterton explorealberta travelalberta alberta canada canadian park parkscanada night hiking travel instatravel travelgram tourist vacation traveling instagood explorecanada wander wanderlust travelbug travelpics travelmore instaexplore travelgram instatravel,"[""watertonlakesnp"",""watertonlakes"",""waterton"",""explorealberta"",""travelalberta"",""alberta"",""canada"",""canadian"",""park"",""parkscanada"",""night"",""hiking"",""travel"",""instatravel"",""travelgram"",""tourist"",""vacation"",""traveling"",""instagood"",""explorecanada"",""wander"",""wanderlust"",""travelbug"",""travelpics"",""travelmore"",""instaexplore"",""travelgram"",""instatravel""]",51,5119,5170,en,0.29054621848739504,parks.canada_instagram,"['water', 'park', 'lakes', 'or']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
16,2018-01-04_08-36-51,2018-01-04T08:36:51,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f42a977a6ff96483d2c933a77acdac0a/5AF79418/t51.2885-15/e35/26069146_917660801725713_1290945578653450240_n.jpg,"Established in as part of an agreement to build a new road across the Rockies, Kootenay National Park is a place of unique contrasts, from icy mountain rivers to steamy hot springs.: .....",Established 1920 part agreement build new road across Rockies Kootenay National Park place unique contrasts icy mountain rivers steamy hot springs searchingforserenity1 TravelAlberta KootenayNP KNP ParksCanada ExploreAlberta travelalberta alberta ExploreCanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada wanderlust travelgram,"[""kootenaynp"",""knp"",""parkscanada"",""explorealberta"",""travelalberta"",""alberta"",""explorecanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""wanderlust"",""travelgram""]",23,5091,5114,en,0.4377717391304348,parks.canada_instagram,"['park', 'or', 'rivers']",positive,"['park', 'river']",Environmental,"['park', 'mountain', 'mountain', 'river', 'river']",Clean drinking water
17,2018-01-16_16-28-51,2018-01-16T16:28:51,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0cc1dc9c00d5e7c8ecd7dc352ddca08f/5AE59BDC/t51.2885-15/e35/26224210_520744594975415_8086303986681905152_n.jpg,Cotton candy skies never fail to brighten our mood. Happy ! A stunning view of Kootenay National Park captured by ......,Cotton candy skies never fail brighten mood Happy TravelTuesday stunning view Kootenay National Park captured jennexplores KootenayNP Kootenay mountaincultureelevated explorecanada explorealberta travelalberta canadianrocky parkscanada greatnorthcollective visualcollective ourplanetdaily natgeo mountains albertaviews igtravel views solotravel instacool inspire traveltheworld travelgram wanderlust adventure view travelphotography bucketlist snow mountain,"[""traveltuesday"",""kootenaynp"",""kootenay"",""mountaincultureelevated"",""explorecanada"",""explorealberta"",""travelalberta"",""canadianrocky"",""parkscanada"",""greatnorthcollective"",""visualcollective"",""ourplanetdaily"",""natgeo"",""mountains"",""albertaviews"",""igtravel"",""views"",""solotravel"",""instacool"",""inspire"",""traveltheworld"",""travelgram"",""wanderlust"",""adventure"",""view"",""travelphotography"",""bucketlist"",""snow"",""mountain""]",27,5036,5063,en,0.2103745791245791,parks.canada_instagram,"['planet', 'park', 'or']",positive,['park'],Environmental,['park'],Connecting Canadians with nature 
18,2017-12-22_09-55-15,2017-12-22T09:55:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/33950b1350c48ddf0889816201b70d1b/5AFDD613/t51.2885-15/e35/25021421_780258478823950_61535250580242432_n.jpg,"One of the most admired destinations in Yoho National Park, Emerald Lake is home to spectacular views, stunning wildlife and nature and unlimited adventure. : .....",One admired destinations Yoho National Park Emerald Lake home spectacular views stunning wildlife nature unlimited adventure horizonunknown hellobc YohoNationalPark YohoNP Yoho ExploreCanada parkscanada canada canadaswonderland igerscanada ohcanada canadaday igcanada tourcanada enjoycanada adventure wanderlust explorebc bc beautifulbc hellobc tourismbc travelbc britishcolumbia beautifulbritishcolumbia,"[""yohonationalpark"",""yohonp"",""yoho"",""explorecanada"",""parkscanada"",""canada"",""canadaswonderland"",""igerscanada"",""ohcanada"",""canadaday"",""ig_canada"",""oh_canada"",""igcanada"",""snapshot_canada"",""tourcanada"",""enjoycanada"",""adventure"",""wanderlust"",""explorebc"",""bc"",""beautifulbc"",""hellobc"",""tourismbc"",""travelbc"",""britishcolumbia"",""beautifulbritishcolumbia""]",58,4969,5027,en,0.3399753715406617,parks.canada_instagram,"['wildlife', 'nature', 'park', 'mer', 'eau', 'or', 'lake ']",positive,"['park', 'lake', 'wildlife', 'nature', 'nature']",Environmental,"['park', 'lake', 'lake', 'wildlife', 'wildlife', 'nature']",Connecting Canadians with nature 
19,2017-11-08_17-14-34,2017-11-08T17:14:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/88f127beb8574ffdb16d6c1514b39dce/5AE6DB9E/t51.2885-15/e35/23279937_126802514660439_2505006818892185600_n.jpg,Is there anything more magical than early morning fog rolling across the water? Kejimkujik National Park and National Historic Site : .j ....,anything magical early morning fog rolling across water Kejimkujik National Park National Historic Site petah parkscanada explorecanada wanderlust canada150 wander travel travelgram instatravel canada sunrise keji kejimkujik kejimkujiknp ns discoverns novascotia eastcoast coastal adventure explore tourism instagood dailyphoto photooftheday canada,"[""parkscanada"",""explorecanada"",""wanderlust"",""canada150"",""wander"",""travel"",""travelgram"",""instatravel"",""canada"",""sunrise"",""keji"",""kejimkujik"",""kejimkujiknp"",""ns"",""discoverns"",""novascotia"",""eastcoast"",""coastal"",""adventure"",""explore"",""tourism"",""instagood"",""dailyphoto"",""photooftheday"",""canada""]",35,4972,5007,en,0.27575757575757576,parks.canada_instagram,"['water', 'park', 'or', 'coastal', 'coast']",positive,"['water', 'park']",Environmental,"['water', 'water', 'park']",Clean drinking water
20,2017-11-19_16-46-40,2017-11-19T16:46:40,https://instagram.fyvr3-1.fna.fbcdn.net/vp/380e0afbde2c7676a114f74c8da61f19/5ADA8830/t51.2885-15/e35/23734330_787079731478663_4488783549272424448_n.jpg,Northern wilderness and Inuit culture come together at Torngat Mountains National Park. This gorgeous photo is a reminder to add it to your !: .....,Northern wilderness Inuit culture come together Torngat Mountains National Park gorgeous photo reminder add bucketlist leehorbachewski torngatmountains torngat torngatmountainsnp ExploreNL newfoundland newfoundlandandlabrador newfoundlander canada canadian park parkscanada night hiking travel instatravel travelgram tourist vacation traveling instagood explorecanada wander wanderlust travelbug travelpics atlantic atlanticcanada,"[""bucketlist"",""torngatmountains"",""torngat"",""torngatmountainsnp"",""explorenl"",""newfoundland"",""newfoundlandandlabrador"",""newfoundlander"",""canada"",""canadian"",""park"",""parkscanada"",""night"",""hiking"",""travel"",""instatravel"",""travelgram"",""tourist"",""vacation"",""traveling"",""instagood"",""explorecanada"",""wander"",""wanderlust"",""travelbug"",""travelpics"",""atlantic"",""atlanticcanada""]",39,4873,4912,en,0.2367307692307692,parks.canada_instagram,"['culture', 'inuit']",positive,"['northern', 'inuit', 'culture', 'park']",Social,"['wilderness', 'wilderness', 'park']",Sustainably managed lands and forests
