Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category,FSDS_matched_keywords,FSDS_category
0,1203325126385126_1250780381639600,2016-09-28 08:25:47,http://www.cta.gc.ca/air-travel-complaints,"Most trips go off as planned, but when air travellers have issues, we can help.

We've simplified our complaints process:","Most trips go off as planned, but when air travellers have issues, we can help. We've simplified our complaints process:",[],22,10,22,19,1,0,0,0,2,0,54,en,0.05960164835164835,CanadianTransportationAgency_facebook,['air'],positive,['air'],Environmental,[],unknown
1,1203325126385126_1564364853614483,2017-07-28 14:34:19,,"Comments with links to ""5 Reasons Not To Trust The Agency"" will be deleted as it is deemed to be in breach of our social media policy, as well as Facebook's Community Guidelines, based on:

• It is repetitive or spam;
• Contains references to personal information;
• Puts forward serious, unproven or inaccurate accusations against individuals or organizations;
• Do not, in our opinion, add to the normal flow of the discussion.","Comments with links to ""5 Reasons Not To Trust The Agency"" will be deleted as it is deemed to be in breach of our social media policy, as well as Facebook's Community Guidelines, based on: • It is repetitive or spam; • Contains references to personal information; • Puts forward serious, unproven or inaccurate accusations against individuals or organizations; • Do not, in our opinion, add to the normal flow of the discussion.",[],16,24,9,4,1,0,0,0,11,0,49,en,0.09615356463182548,CanadianTransportationAgency_facebook,['community'],positive,"['policy', 'community']",Social,"['community', 'community', 'flow']",Clean drinking water
2,1203325126385126_1562532160464419,2017-07-26 18:00:15,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1562532160464419/?type=3,"The Canadian Transportation Agency is committed to an open and transparent dialogue with Canadians and welcomes a variety of perspectives and opinions. We believe that only by being open to challenge, debate and a free and honest exchange of ideas can we ensure that we are serving Canadians to the best of our ability. 

However, feedback should be at all times respectful and relevant. It should not include personal attacks or innuendo directed at individual public servants who perform their jobs with dedication and professionalism. 

For more information, visit https://www.otc-cta.gc.ca/eng/use-social-media.","The Canadian Transportation Agency is committed to an open and transparent dialogue with Canadians and welcomes a variety of perspectives and opinions. We believe that only by being open to challenge, debate and a free and honest exchange of ideas can we ensure that we are serving Canadians to the best of our ability. However, feedback should be at all times respectful and relevant. It should not include personal attacks or innuendo directed at individual public servants who perform their jobs with dedication and professionalism. For more information, visit .",[],16,17,8,8,0,0,0,1,7,0,41,en,0.023507179909581385,CanadianTransportationAgency_facebook,"['jobs', 'transport']",positive,['job'],Economical,"['canadian', 'canadian', 'variety']",Pristine lakes and rivers
3,1203325126385126_1213165282067777,2016-08-16 10:55:54,https://www.otc-cta.gc.ca/eng/aspar-q-and-a,"Booking a flight soon?

Airlines have to display the final price on their website, including all taxes, charges and fees. So the price you see is the price you'll pay.

Learn more:","Booking a flight soon? Airlines have to display the final price on their website, including all taxes, charges and fees. So the price you see is the price you'll pay. Learn more:",[],10,0,13,10,0,0,0,0,0,0,23,en,0.0,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",neutral,['tax'],Economical,[],unknown
4,1203325126385126_1475548242496145,2017-05-04 08:30:48,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1475548242496145/?type=3,Bumped off of the Imperial Shuttle? Know your rights as an air passenger! #maythefourthbewithyou #starwars >http://ow.ly/mWo3303vdFx,Bumped off of the Imperial Shuttle? Know your rights as an air passenger! >,"['#maythefourthbewithyou', '#starwars']",13,2,5,13,0,0,0,0,0,0,20,en,-0.2,CanadianTransportationAgency_facebook,['air'],negative,"['right', 'air']",Economical,[],unknown
5,1203325126385126_1265072616877043,2016-10-13 15:23:47,http://cta.gc.ca/air-travel-complaints,"We can help air travellers resolve complaints on issues such as flight disruptions and delays, denied boarding or bumping due to overbooking.

File a complaint here:","We can help air travellers resolve complaints on issues such as flight disruptions and delays, denied boarding or bumping due to overbooking. File a complaint here:",[],6,2,11,6,0,0,0,0,0,0,19,en,0.10416666666666666,CanadianTransportationAgency_facebook,"['or', 'air']",positive,['air'],Environmental,[],unknown
6,1203325126385126_1569170619800573,2017-08-02 15:30:11,http://ow.ly/PCO430e7oYG,Canadian Transportation Agency launches inquiry into Air Transat tarmac delays > http://ow.ly/PCO430e7oYG,Canadian Transportation Agency launches inquiry into Air Transat tarmac delays >,[],14,1,3,14,0,0,0,0,0,0,18,en,0.125,CanadianTransportationAgency_facebook,"['or', 'air']",positive,['air'],Environmental,"['canadian', 'canadian']",Connecting Canadians with nature 
7,1203325126385126_1472770312773938,2017-05-01 09:16:19,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1472770312773938/?type=3,"""We were returning from Baltimore to Toronto when our flight was cancelled due to poor weather. The airline rebooked us 5 days later because that was their only flight which had availability. Although there was availability on their partner flight, they would not book us on another airline. We could not wait for 5 days to return home, as a result, we purchased new flights. We tried to work with the airline to receive a refund but they refused to offer any compensation. Consequently, we turned to the Canadian Transportation Agency for assistance. Their service was amazing- very thorough, very comprehensive and very attentive. The first contact explained the passenger tariff and our rights as passengers. We took the next step and asked CTA to mediate on our behalf, which fortunately turned out to be a successful exercise. We were very impressed with the support we received and the professionalism of the staff at CTA. It is sad that the state of airline travel in Canada requires an agency such as the CTA but it is reassuring to know that they are there to help ensure passenger rights are met.""

Marci

http://ow.ly/gv1230cASUR","""We were returning from Baltimore to Toronto when our flight was cancelled due to poor weather. The airline rebooked us days later because that was their only flight which had availability. Although there was availability on their partner flight, they would not book us on another airline. We could not wait for days to return home, as a result, we purchased new flights. We tried to work with the airline to receive a refund but they refused to offer any compensation. Consequently, we turned to the Canadian Transportation Agency for assistance. Their service was amazing- very thorough, very comprehensive and very attentive. The first contact elained the passenger tariff and our rights as passengers. We took the next step and asked CTA to mediate on our behalf, which fortunately turned out to be a successful exercise. We were very impressed with the support we received and the professionalism of the staff at CTA. It is sad that the state of airline travel in Canada requires an agency such as the CTA but it is reassuring to know that they are there to help ensure passenger rights are met."" Marci",[],8,7,3,5,0,0,1,0,2,0,18,en,0.05387878787878788,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",positive,"['right', 'right']",Economical,"['canadian', 'canadian']",Connecting Canadians with nature 
8,1203325126385126_1651992981518336,2017-10-31 11:01:19,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1651992981518336/?type=3,"Did you know? The CTA's enforcement officers have issued 314 warning letters and 84 notices of violation resulting in $700,000 in penalties in the last five years.","Did you know? The CTA's enforcement officers have issued warning letters and notices of violation resulting in $700,000 in penalties in the last five years.",[],4,10,0,1,0,0,1,0,2,0,14,en,0.05271582584082584,CanadianTransportationAgency_facebook,"['or', 'ice']",positive,[],unknown,[],unknown
9,1203325126385126_1217102435007395,2016-08-21 07:31:22,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1217102435007395/?type=3,"Airline lost your luggage? @#$%
 
We may be able to help!
 
Check out our video: http://bit.ly/2afCvid 
 
#MamaSaidThereWouldBeDaysLikeThis #LostLuggage #LostBaggage",Airline lost your luggage? $% We may be able to help! Check out our video: d,"['#', '#MamaSaidThereWouldBeDaysLikeThis', '#LostLuggage', '#LostBaggage']",4,0,8,4,0,0,0,0,0,0,12,en,0.0,CanadianTransportationAgency_facebook,['air'],neutral,[],unknown,[],unknown
10,1203325126385126_1564430810274554,2017-07-28 16:00:32,http://ow.ly/TWPR30b1c6T,"Our Code of Values and Ethics 

These values guide us in our professional duties:
- Respect for democracy
- Respect for people
- Integrity
- Stewardship
- Excellence

For more information about our Code of Values and Ethics, see http://ow.ly/TWPR30b1c6T","Our Code of Values and Ethics These values guide us in our professional duties: - Respect for democracy - Respect for people - Integrity - Stewardship - Excellence For more information about our Code of Values and Ethics, see",[],4,7,0,1,0,0,2,0,1,0,11,en,-0.032530313051146384,CanadianTransportationAgency_facebook,['or'],negative,[],unknown,"['stewardship', 'stewardship']",Clean drinking water
11,1203325126385126_1568014909916144,2017-08-01 11:15:07,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1568014909916144/?type=3,Read about our 113 years at the heart of transportation > http://ow.ly/IsZ530dbqS1 #Canada150,Read about our years at the heart of transportation > 1,['#Canada150'],3,7,0,0,0,0,1,1,1,0,10,en,0.05370773481568936,CanadianTransportationAgency_facebook,['transport'],positive,['#canada150'],Social,[],unknown
12,1203325126385126_1666806720036962,2017-11-15 12:00:20,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1666806720036962/?type=3,"Every year, enforcement officers conduct more than 130 inspections of facilities and air carriers. Enforcement actions have declined as air carriers and terminal operators become more aware of regulatory changes. 

For more information about the scope and limits to our enforcement activities, see http://ow.ly/Hoxj30fiQ71","Every year, enforcement officers conduct more than inspections of facilities and air carriers. Enforcement actions have declined as air carriers and terminal operators become more aware of regulatory changes. For more information about the scope and limits to our enforcement activities, see 1",[],1,8,0,0,0,0,0,0,1,0,9,en,0.12524294282106782,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",positive,"['air', 'air', 'change']",Environmental,['facility'],Modern and resilient infrastructure
13,1203325126385126_1675212432529724,2017-11-23 17:50:04,http://ow.ly/qOzo306W0wA,"What happens when an airline loses your bags?  The answer to this question depends on the airline you're flying with.  For more information, visit: http://ow.ly/qOzo306W0wA","What happens when an airline loses your bags? The answer to this question depends on the airline you're flying with. For more information, visit:",[],1,3,5,1,0,0,0,0,0,0,9,en,0.11666666666666665,CanadianTransportationAgency_facebook,"['or', 'air']",positive,[],unknown,[],unknown
14,1203325126385126_1426929697358000,2017-03-15 11:01:35,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1426929697358000/?type=3,"If you're catching a flight, don’t move too slow!  Know your airline's check-in time before you go. 

Did you know?
Airlines have deadlines for checking in, dropping off your bags and arriving at the boarding gate. The deadlines can vary depending on the airline – and whether your flight is domestic or international. If you miss a deadline, the airline may cancel your reservation > http://ow.ly/l4sh307jjQa","If you're catching a flight, don’t move too slow! Know your airline's check-in time before you go. Did you know? Airlines have deadlines for checking in, dropping off your bags and arriving at the boarding gate. The deadlines can vary depending on the airline – and whether your flight is domestic or international. If you miss a deadline, the airline may cancel your reservation >",[],7,1,1,7,0,0,0,0,0,0,9,en,0.0,CanadianTransportationAgency_facebook,"['or', 'air']",neutral,[],unknown,[],unknown
15,1203325126385126_1429647273752909,2017-03-18 11:01:15,,"We are here to resolve complaints about air travel within, to and from Canada. If you have been delayed, bumped, or have lost luggage and can't get help from your airline, you may want to file a complaint using our online form > http://ow.ly/uIU5309Mvnp","We are here to resolve complaints about air travel within, to and from Canada. If you have been delayed, bumped, or have lost luggage and can't get help from your airline, you may want to file a complaint using our online form >",[],4,2,2,4,0,0,0,0,0,0,8,en,-0.19444444444444445,CanadianTransportationAgency_facebook,"['or', 'air']",negative,['air'],Environmental,[],unknown
16,1203325126385126_1319107078140263,2016-12-13 16:04:07,https://www.otc-cta.gc.ca/eng/aspar-q-and-a,"Booking a flight soon?

Airlines have to display the final price on their website, including all taxes, charges and fees. So the price you see is the price you'll pay.

Learn more...","Booking a flight soon? Airlines have to display the final price on their website, including all taxes, charges and fees. So the price you see is the price you'll pay. Learn more...",[],3,0,5,3,0,0,0,0,0,0,8,en,0.0,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",neutral,['tax'],Economical,[],unknown
17,1203325126385126_1681286981922269,2017-11-29 12:01:42,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1681286981922269/?type=3,"Last year, the enforcement officers fined air carriers over $115,000 for various infringements of the regulations. 

For more on our enforcement activities, see http://ow.ly/DOiz30fiQnD","Last year, the enforcement officers fined air carriers over $115,000 for various infringements of the regulations. For more on our enforcement activities, see D",[],0,8,0,0,0,0,0,0,0,0,8,en,0.1295780723905724,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",positive,['air'],Environmental,[],unknown
18,1203325126385126_1574539975930304,2017-08-07 14:00:29,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1574539975930304/?type=3,"We ensure employees of your airline receive appropriate accessibility training to carry out their functions, as per the ""Personnel Training for the Assistance of Persons with Disabilities Regulations"".

We also regularly visit air carriers and airports to verify that they comply with accessibility related requirements. 

To report an accessibility issue in an airport, contact an enforcement officer: http://ow.ly/KDao30aDpL8.","We ensure employees of your airline receive appropriate accessibility training to carry out their functions, as per the ""Personnel Training for the Assistance of Persons with Disabilities Regulations"". We also regularly visit air carriers and airports to verify that they comply with accessibility related requirements. To report an accessibility issue in an airport, contact an enforcement officer: 8.",[],1,7,0,1,0,0,0,0,0,0,8,en,0.04032738095238096,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",positive,['air'],Environmental,[],unknown
19,1203325126385126_1456527534398216,2017-04-14 09:01:48,,"Like for any contract, you should make sure you understand the terms and conditions of your airline ticket before you commit to paying. Visit our website to find out more about your rights and responsibilities before planning your trip. http://ow.ly/mWo3303vdFx  #TravelTips #TravelRights","Like for any contract, you should make sure you understand the terms and conditions of your airline ticket before you commit to paying. Visit our website to find out more about your rights and responsibilities before planning your trip.","['#TravelTips', '#TravelRights']",4,1,3,3,0,0,0,0,1,0,8,en,-0.26666666666666666,CanadianTransportationAgency_facebook,"['or', 'air']",negative,['right'],Economical,[],unknown
20,1203325126385126_1409078512476452,2017-02-27 12:01:48,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1409078512476452/?type=3,"Flight schedules can change, and flights can be delayed or cancelled for various reasons. Your airline should make reasonable efforts to inform you of any delays, cancellations and schedule changes.  Find out more at http://ow.ly/sxaK307iOfF #FlySmart #MissedFlight #AirTravel","Flight schedules can change, and flights can be delayed or cancelled for various reasons. Your airline should make reasonable efforts to inform you of any delays, cancellations and schedule changes. Find out more at","['#FlySmart', '#MissedFlight', '#AirTravel']",6,1,1,5,0,0,0,0,1,0,8,en,-0.2125,CanadianTransportationAgency_facebook,"['or', 'air']",negative,"['change', 'change', '#flysmart']",Social,[],unknown
21,1203325126385126_1341682392549398,2016-12-28 15:30:00,https://www.facebook.com/CanadianTransportationAgency/videos/1341682392549398/,,,[],6,0,1,6,0,0,0,0,0,0,7,tl,0.0,CanadianTransportationAgency_facebook,,neutral,[],unknown,[],unknown
22,1203325126385126_1249929535058018,2016-09-27 07:39:52,https://www.youtube.com/watch?v=81xxLd1avpg,"What happens if you miss your flight?

Check out our video and know your rights:",What happens if you miss your flight? Check out our video and know your rights:,[],6,0,1,6,0,0,0,0,0,0,7,en,0.0,CanadianTransportationAgency_facebook,['rights'],neutral,['right'],Economical,[],unknown
23,1203325126385126_1578093822241586,2017-08-11 12:00:45,http://ow.ly/NaYZ30ejT8b,"The Agency's enforcement powers are set out in legislation and regulation. These enforcement powers include:

• ensuring the aircraft are insured and authorized under licence by Transport Canada,
• verification of flight records, tickets, invoices and other financial records,
• reviewing airline tariffs to ensure they comply with the licence and the law,
• ensure that companies have training programs in place to train employees to help persons with disabilities,
• ensure that advertisers of air fares comply with all-inclusive air price advertising regulations.

For more information about the scope and limits to our enforcement activities, see http://ow.ly/NaYZ30ejT8b","The Agency's enforcement powers are set out in legislation and regulation. These enforcement powers include: • ensuring the aircraft are insured and authorized under licence by Transport Canada, • verification of flight records, tickets, invoices and other financial records, • reviewing airline tariffs to ensure they comply with the licence and the law, • ensure that companies have training programs in place to train employees to help persons with disabilities, • ensure that advertisers of air fares comply with all-inclusive air price advertising regulations. For more information about the scope and limits to our enforcement activities, see",[],3,2,2,2,0,0,1,0,0,0,7,en,0.11717171717171718,CanadianTransportationAgency_facebook,"['vert', 'or', 'ice', 'air']",positive,"['transport', 'air', 'air']",Environmental,[],unknown
24,1203325126385126_1576308305753471,2017-08-09 11:45:09,http://ow.ly/nEil30ehPiX,Next steps of the Canadian Transportation Agency's inquiry into Air Transat's tarmac delays > http://ow.ly/nEil30ehPiX,Next steps of the Canadian Transportation Agency's inquiry into Air Transat's tarmac delays >,[],2,4,1,2,0,0,0,0,0,0,7,en,-0.045723104056437376,CanadianTransportationAgency_facebook,"['or', 'air']",negative,['air'],Environmental,"['canadian', 'canadian']",Connecting Canadians with nature 
25,1203325126385126_1427084337342536,2017-03-15 14:58:46,http://globalnews.ca/news/3308570/how-to-survive-flight-delays-and-cancellations-without-losing-your-mind/,,,[],5,1,1,5,0,0,0,0,0,0,7,tl,0.575,CanadianTransportationAgency_facebook,,positive,[],unknown,[],unknown
26,1203325126385126_1611454822238819,2017-09-17 11:30:10,https://www.youtube.com/watch?v=8bYMrAMs7j0,One of the CTA's mandates is consumer protection for air travellers. This means that you can turn to us if you believe an airline hasn't respected its terms and conditions of service or you think those terms and conditions are unreasonable.,One of the CTA's mandates is consumer protection for air travellers. This means that you can turn to us if you believe an airline hasn't respected its terms and conditions of service or you think those terms and conditions are unreasonable.,[],2,4,0,1,0,0,0,0,1,0,6,en,-0.05628357877241806,CanadianTransportationAgency_facebook,"['mer', 'or', 'ice', 'air']",negative,['air'],Environmental,['protection'],Healthy wildlife populations
27,1203325126385126_1557846670932968,2017-07-22 14:00:25,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1557846670932968/?type=3,"Fostering compliance with Canadian laws and regulations among air service providers is our business. 

Our enforcement officers perform regular inspections and conduct targeted investigations to verify, promote and enforce compliance.
Interested in knowing how we are doing? See our latest statistics: 
https://www.otc-cta.gc.ca/eng/statistics-2016-2017#a1c.","Fostering compliance with Canadian laws and regulations among air service providers is our business. Our enforcement officers perform regular inspections and conduct targeted investigations to verify, promote and enforce compliance. Interested in knowing how we are doing? See our latest statistics: .",['#a1c'],5,0,1,2,0,0,1,0,2,0,6,en,0.0,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",neutral,['air'],Environmental,"['canadian', 'canadian']",Connecting Canadians with nature 
28,1203325126385126_1618417568209211,2017-09-25 11:30:31,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1618417568209211/?type=3,"Fostering compliance with Canadian laws and regulations among air service providers is our business. 

Our enforcement officers perform regular inspections and conduct targeted investigations to verify, promote and enforce compliance.
Interested in knowing how we are doing? See our latest statistics: 
https://www.otc-cta.gc.ca/eng/statistics-2016-2017#a1c.","Fostering compliance with Canadian laws and regulations among air service providers is our business. Our enforcement officers perform regular inspections and conduct targeted investigations to verify, promote and enforce compliance. Interested in knowing how we are doing? See our latest statistics: .",['#a1c'],1,5,0,0,0,0,1,0,0,0,6,en,0.10556215857555144,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",positive,['air'],Environmental,"['canadian', 'canadian']",Connecting Canadians with nature 
29,1203325126385126_1630854610298840,2017-10-09 11:30:21,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1630854610298840/?type=3,"Air carriers are required to comply with the ""Canada Transportation Act"", the ""Air Transportation Regulations"" and the ""Personnel Training for the Assistance of Persons with Disabilities Regulations"".

Our job is to make sure that they do, so as to protect your air traveller rights.

Find out the total number of inspections carried out and contraventions applied by our enforcement officers: http://ow.ly/NJQ230dcbPa","Air carriers are required to comply with the ""Canada Transportation Act"", the ""Air Transportation Regulations"" and the ""Personnel Training for the Assistance of Persons with Disabilities Regulations"". Our job is to make sure that they do, so as to protect your air traveller rights. Find out the total number of inspections carried out and contraventions applied by our enforcement officers:",[],0,6,0,0,0,0,0,0,0,0,6,en,-0.12027341705913135,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",negative,"['air', 'air', 'job', 'air', 'right']",Environmental,[],unknown
30,1203325126385126_1233365533381085,2016-09-08 11:36:37,https://services.otc-cta.gc.ca/eng/air-complaints,"Nobody likes a complainer, but sometimes you gotta do what you gotta do.
 
Delayed or bumped from your flight? Lost baggage? Denied boarding? Flight cancelled?
 
File your complaint here:","Nobody likes a complainer, but sometimes you gotta do what you gotta do. Delayed or bumped from your flight? Lost baggage? Denied boarding? Flight cancelled? File your complaint here:",[],5,0,1,5,0,0,0,0,0,0,6,en,0.0,CanadianTransportationAgency_facebook,['or'],neutral,[],unknown,[],unknown
31,1203325126385126_1534186706632298,2017-06-30 11:30:10,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1534186706632298/?type=3,"The Canadian Transportation Agency's story began 113 years ago.

Its first incarnation – the Board of Railway Commissioners – was established on a snowy day in February 1904 in Ottawa.

As Canada has evolved, our responsibilities and services evolved with it. 

Want to know more? Read At the Heart of Transportation: A Moving History >  http://ow.ly/IsZ530dbqS1","The Canadian Transportation Agency's story began years ago. Its first incarnation – the Board of Railway Commissioners – was established on a snowy day in February in Ottawa. As Canada has evolved, our responsibilities and services evolved with it. Want to know more? Read At the Heart of Transportation: A Moving History > 1",[],5,0,1,3,0,2,0,0,0,0,6,en,0.0,CanadianTransportationAgency_facebook,"['commission', 'transport']",neutral,[],unknown,"['canadian', 'canadian']",Connecting Canadians with nature 
32,1203325126385126_1296726387044999,2016-11-11 11:11:00,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1296726387044999/?type=3,"On this Remembrance Day, we honour all those who have served.","On this Remembrance Day, we honour all those who have served.",[],6,0,0,6,0,0,0,0,0,0,6,en,0.0,CanadianTransportationAgency_facebook,,neutral,[],unknown,[],unknown
33,1203325126385126_1403512139699756,2017-02-22 12:01:45,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1403512139699756/?type=3,"""#TravelTips > 
Check in Early
When available, check in on-line up to 24 hours in advance of your flight. Arrive at the airport early to check in, drop off your baggage, get through the security screening process and be available for boarding at the gate on time.
#FlySmart > Top 10 Tips > http://ow.ly/uy2l3061cit""",""" > Check in Early When available, check in on-line up to hours in advance of your flight. Arrive at the airport early to check in, drop off your baggage, get through the security screening process and be available for boarding at the gate on time. > Top Tips > ""","['#TravelTips', '#FlySmart']",6,0,0,6,0,0,0,0,0,0,6,en,0.0,CanadianTransportationAgency_facebook,"['or', 'air']",neutral,['#flysmart'],Economical,[],unknown
34,1203325126385126_1402445939806376,2017-02-21 12:01:29,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1402445939806376/?type=3,"""#TravelTips > Understand Your Rights and Responsibilities
The tariff is the contract of carriage between you and your air carrier – it covers your rights and obligations as a passenger and your carrier's rights and its responsibilities to you. Find it at the carrier's business offices in Canada and on their websites when used for selling air transportation. #FlySmart > Top 10 Tips > http://ow.ly/uy2l3061cit""",""" > Understand Your Rights and Responsibilities The tariff is the contract of carriage between you and your air carrier – it covers your rights and obligations as a passenger and your carrier's rights and its responsibilities to you. Find it at the carrier's business offices in Canada and on their websites when used for selling air transportation. > Top Tips > ""","['#TravelTips', '#FlySmart']",5,0,1,5,0,0,0,0,0,0,6,en,0.0,CanadianTransportationAgency_facebook,"['or', 'ice', 'air']",neutral,"['air', 'right', 'right', 'air', '#flysmart']",Economical,[],unknown
35,1203325126385126_1571250302925938,2017-08-04 16:10:08,http://ow.ly/bKyH30ebbqv,Update on CTA's inquiry into Air Transat tarmac delays > http://ow.ly/bKyH30ebbqv,Update on CTA's inquiry into Air Transat tarmac delays >,[],2,3,0,2,0,0,0,0,0,0,5,en,0.3329365079365079,CanadianTransportationAgency_facebook,['air'],positive,['air'],Environmental,[],unknown
36,1203325126385126_1412165735501063,2017-03-02 10:44:53,http://ow.ly/VSAX307jle3,"My luggage was lost, 
Oh what do I do? 
Talk to your airline 
and CTA too! 
Happy Dr. Seuss Day! 

http://ow.ly/VSAX307jle3","My luggage was lost, Oh what do I do? Talk to your airline and CTA too! Happy Dr. Seuss Day!",[],3,2,0,2,0,0,0,1,0,0,5,en,0.13603174603174606,CanadianTransportationAgency_facebook,['air'],positive,[],unknown,[],unknown
37,1203325126385126_1215448501839455,2016-08-19 08:30:00,https://www.otc-cta.gc.ca/eng/take-charge,"Travelling with accessibility needs?

Take charge of your travel with this helpful guide:",Travelling with accessibility needs? Take charge of your travel with this helpful guide:,[],2,0,3,2,0,0,0,0,0,0,5,en,0.0,CanadianTransportationAgency_facebook,,neutral,[],unknown,[],unknown
38,1203325126385126_1660847367299564,2017-11-09 13:00:23,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1660847367299564/?type=3,"Transparent communications are an important part of the coasting trade pleadings process.

For this process to run smoothly, all parties must copy each other on all actions taken every step of the way, and this must also be done within the set time limits.

More details regarding our pleadings process are available in Part 3 of our Guidelines at http://ow.ly/k3Xp30aF1t8","Transparent communications are an important part of the coasting trade pleadings process. For this process to run smoothly, all parties must copy each other on all actions taken every step of the way, and this must also be done within the set time limits. More details regarding our pleadings process are available in Part of our Guidelines at 8",[],1,3,1,0,1,0,0,0,0,0,5,en,0.0,CanadianTransportationAgency_facebook,"['or', 'coast']",neutral,[],unknown,[],unknown
39,1203325126385126_1461656483885321,2017-04-19 11:02:05,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1461656483885321/?type=3,"If you're catching a flight, don’t move too slow! Know your airline's check-in time before you go.

Did you know?

Airlines have deadlines for checking in, dropping off your bags and arriving at the boarding gate. The deadlines can vary depending on the airline – and whether your flight is domestic or international. If you miss a deadline, the airline may cancel your reservation > http://ow.ly/l4sh307jjQa","If you're catching a flight, don’t move too slow! Know your airline's check-in time before you go. Did you know? Airlines have deadlines for checking in, dropping off your bags and arriving at the boarding gate. The deadlines can vary depending on the airline – and whether your flight is domestic or international. If you miss a deadline, the airline may cancel your reservation >",[],3,2,0,3,0,0,0,0,0,0,5,en,-0.013888888888888895,CanadianTransportationAgency_facebook,"['or', 'air']",negative,[],unknown,[],unknown
40,1203325126385126_1452526004798369,2017-04-19 17:25:00,https://www.facebook.com/CanadianTransportationAgency/videos/1452526004798369/,,,[],2,1,2,2,0,0,0,0,0,0,5,tl,-0.25,CanadianTransportationAgency_facebook,,negative,[],unknown,[],unknown
41,1203325126385126_1210693528981619,2016-08-13 09:46:15,http://bit.ly/2b4F1IW,Agency Chair discusses airline passenger rights on CBC's Power & Politics:,Agency Chair discusses airline passenger rights on CBC's Power & Politics:,[],5,0,0,4,1,0,0,0,0,0,5,en,0.0,CanadianTransportationAgency_facebook,['air'],neutral,['right'],Economical,[],unknown
42,1203325126385126_1654946171223017,2017-11-07 12:00:00,https://www.facebook.com/CanadianTransportationAgency/videos/1654946171223017/,What to do if your travel does not go according to plan,What to do if your travel does not go according to plan,[],2,3,0,1,0,0,0,0,1,0,5,en,0.13904761904761906,CanadianTransportationAgency_facebook,['or'],positive,[],unknown,[],unknown
43,1203325126385126_1319091208141850,2016-12-17 15:40:00,http://ow.ly/SBoX306syU9,Take charge of your travel: a guide for persons with disabilities > http://ow.ly/SBoX306syU9,Take charge of your travel: a guide for persons with disabilities > U9,[],5,0,0,5,0,0,0,0,0,0,5,en,0.0,CanadianTransportationAgency_facebook,['or'],neutral,[],unknown,[],unknown
