owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
"{""username"":""jehanne1412"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11311511_1405953476088274_1202061123_a.jpg"",""id"":""438491508""}",1509209366,1.79e+16,2017-02-21_06-30-04,"Magnifique Oui le tintamarre ce sont des bruits, souvent accompagnÃ© d'agitation comme dans une fÃªte foraine, un bal, des enfants qui jouent ...",[],[],Magnifique Oui le tintamarre ce sont des bruits souvent agitation comme dans une foraine un bal des enfants qui jouent,"['Magnifique', 'Oui', 'le', 'tintamarre', 'ce', 'sont', 'des', 'bruits', 'souvent', 'agitation', 'comme', 'dans', 'une', 'foraine', 'un', 'bal', 'des', 'enfants', 'qui', 'jouent']","[u'magnifiqu', u'oui', 'le', u'tintamarr', 'ce', u'sont', u'des', u'bruit', u'souvent', u'agit', u'comm', u'dan', u'une', u'forain', 'un', u'bal', u'des', u'enfant', u'qui', u'jouent']",Magnifique Qui le tintamarre ce sont des fruits solvent agitation comme dans une forgive un bal des enfants qui count,0.0,0.0,Neutral,Neutral,"Magnifique ? Oui le tintamarre ce sont des bruits, souvent accompagnÃ© d'agitation comme dans une fÃªte foraine, un bal, des enfants qui jouent ...??",0.505,positive
"{""username"":""sunny.zhai"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22638789_295382287643841_7987765423888138240_n.jpg"",""id"":""3310076966""}",1488080089,1.79e+16,2017-02-21_09-46-34,Aww nice,[],[],Aww nice,"['Aww', 'nice']","[u'aww', u'nice']",Www nice,0.45,0.6,Positive,Positive,Aww nice,0.0,neutral
"{""username"":""sherrylavgine1997"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13385651_1027990353937141_1287862251_a.jpg"",""id"":""1129099641""}",1487703919,1.79e+16,2017-02-21_09-46-34,Super nice,[],[],Super nice,"['Super', 'nice']","[u'super', u'nice']",Super nice,0.46666666700000003,0.46666666700000003,Positive,Positive,Super nice :),0.6,positive
"{""username"":""clodie26"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23164175_1541297632625324_4640385745813504000_n.jpg"",""id"":""17586324""}",1488293464,1.79e+16,2017-02-28_06-26-11,one day..,[],[],one day,"['one', 'day']","[u'one', u'day']",one day,0.0,0.0,Neutral,Neutral,@proulxkath one day.. ?,0.0,neutral
"{""username"":""proulxkath"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21480381_1948321642051301_6645164509788897280_a.jpg"",""id"":""292123065""}",1488293292,1.79e+16,2017-02-28_06-26-11,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,@clodie26 ???,0.0,neutral
"{""username"":""thegreatjoceline"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14134621_1589686114668080_820281783_a.jpg"",""id"":""3684009738""}",1489750604,1.79e+16,2017-03-13_08-47-21,Magnifique,['#environnementcanada'],[],Magnifique,['Magnifique'],[u'magnifiqu'],Magnifique,0.0,0.0,Neutral,Neutral,Magnifique #environnementcanada,1.0,positive
"{""username"":""teamvane"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26158459_2016385815243098_4452752046424064000_n.jpg"",""id"":""3138992113""}",1493069557,1.79e+16,2017-04-12_13-41-01,,[],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,?,0.0,neutral
"{""username"":""carobf15"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985087_153541468540042_6158758458494550016_a.jpg"",""id"":""455344015""}",1492044568,1.79e+16,2017-04-12_13-41-01,Hubert,[],[],Hubert,['Hubert'],[u'hubert'],Aubert,0.0,0.0,Neutral,Neutral,Hubert,0.0,neutral
"{""username"":""valquirit_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26071433_165800677482499_563742082829647872_n.jpg"",""id"":""28590017""}",1492035712,1.79e+16,2017-04-12_13-41-01,Loona!!!,[],[],Loona,['Loona'],[u'loona'],Soon,0.0,0.0,Neutral,Neutral,Loona!!!,0.0,neutral
"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1492029826,1.79e+16,2017-04-12_13-41-01,.canada .polaire,[],[],canada polaire,"['canada', 'polaire']","[u'canada', u'polair']",canada police,0.0,0.0,Neutral,Neutral,@parcs.canada @savoir.polaire @ressourcesnaturellescanada,0.0,neutral
"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1492528487,1.79e+16,2017-04-13_09-38-52,merci! On est trÃ¨s fiers d'eux!,[],[],merci est fiers eux,"['merci', 'est', 'fiers', 'eux']","[u'merci', u'est', u'fier', u'eux']",merci est fires ex,0.0,0.0,Neutral,Neutral,@jpcoho merci! On est trÃ¨s fiers d'eux! ?,0.425,positive
"{""username"":""jpcoho"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12912754_976486379100667_307663178_a.jpg"",""id"":""2029664407""}",1492139740,1.79e+16,2017-04-13_09-38-52,Awesome stuff!! Fantastique votre travail,[],[],Awesome stuff Fantastique travail,"['Awesome', 'stuff', 'Fantastique', 'travail']","[u'awesom', u'stuff', u'fantastiqu', u'travail']",Awesome stuff Fantastique travail,1.0,1.0,Positive,Positive,Awesome stuff!! Fantastique votre travail,1.0,positive
"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1492101718,1.79e+16,2017-04-13_09-38-52,,"['#EnvironnementCanada', '#ScienceArctique', '#Scientifiques', '#Glace', '#GlacedeMer', '#Arctique', '#TravailDeTerrain', '#Nunavut']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,#EnvironnementCanada #ScienceArctique #Scientifiques #Glace #GlacedeMer #Arctique #TravailDeTerrain #Nunavut,0.0,neutral
"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1493398309,1.79e+16,2017-04-26_13-15-46,laisse-nous demander Ã  nos eerts s'il y a une de nos pages web Ã  laquelle on peut te rÃ©fÃ©rer (un rapport ou autre) on te revient rapidement!,[],[],laisse nous demander nos eerts il une de nos pages web laquelle peut te rer un rapport ou autre te revient rapidement,"['laisse', 'nous', 'demander', 'nos', 'eerts', 'il', 'une', 'de', 'nos', 'pages', 'web', 'laquelle', 'peut', 'te', 'rer', 'un', 'rapport', 'ou', 'autre', 'te', 'revient', 'rapidement']","[u'laiss', u'nous', u'demand', u'nos', u'eert', 'il', u'une', 'de', u'nos', u'page', u'web', u'laquell', u'peut', 'te', u'rer', 'un', u'rapport', 'ou', u'autr', 'te', u'revient', u'rapid']",laissez nous demanded nos exerts il une de nos pages web quelle put te her un support ou autre te regiment rapidement,0.0,0.0,Neutral,Neutral,@julianmoratomarin laisse-nous demander Ã  nos experts s'il y a une de nos pages web Ã  laquelle on peut te rÃ©fÃ©rer (un rapport ou autre) on te revient rapidement!,-0.125,negative
"{""username"":""onetreejill"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21689502_1721917461445939_3340338581704015872_n.jpg"",""id"":""2353648790""}",1493264085,1.79e+16,2017-04-26_13-15-46,,['#FORPHOQUESSAKE'],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,#FORPHOQUESSAKE,0.0,neutral
"{""username"":""onetreejill"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21689502_1721917461445939_3340338581704015872_n.jpg"",""id"":""2353648790""}",1493264081,1.79e+16,2017-04-26_13-15-46,"Si vous avez un coeur, vous Ã©pargneriez les phoques, mais ce n'est pas mon affaire ?",[],[],Si vous avez un coeur vous pargneriez les phoques mais ce est pas mon affaire,"['Si', 'vous', 'avez', 'un', 'coeur', 'vous', 'pargneriez', 'les', 'phoques', 'mais', 'ce', 'est', 'pas', 'mon', 'affaire']","['si', u'vous', u'avez', 'un', u'coeur', u'vous', u'pargneriez', u'les', u'phoqu', u'mai', 'ce', u'est', u'pas', u'mon', u'affair']",I vous avez un coeur vous pargneriez les phoques mais ce est pas mon affaire,0.0,0.0,Neutral,Neutral,"Si vous avez un coeur, vous Ã©pargneriez les phoques, mais ce n'est pas mon affaire ??",0.15000000000000002,positive
"{""username"":""julianmoratomarin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17493932_208827186269836_758088755973193728_a.jpg"",""id"":""3256077527""}",1493252586,1.79e+16,2017-04-26_13-15-46,"Bonjour gÃ©nial quel belle eÃ©rience. Cela sera ""chouette""de savoir la suite. Des observations et l'impact du rÃ©chauffement climatique dans cet secteur.",[],[],Bonjour nial quel belle rience Cela sera chouette de savoir la suite Des observations et impact du chauffement climatique dans cet secteur,"['Bonjour', 'nial', 'quel', 'belle', 'rience', 'Cela', 'sera', 'chouette', 'de', 'savoir', 'la', 'suite', 'Des', 'observations', 'et', 'impact', 'du', 'chauffement', 'climatique', 'dans', 'cet', 'secteur']","[u'bonjour', u'nial', u'quel', u'bell', u'rienc', u'cela', u'sera', u'chouett', 'de', u'savoir', 'la', u'suit', u'des', u'observ', 'et', u'impact', 'du', u'chauffement', u'climatiqu', u'dan', u'cet', u'secteur']",Bonjour nail duel belle prince Cela sera coquette de savior la suite Yes observations et impact du chauffement climatique dans cet setter,0.0,0.0,Neutral,Neutral,"Bonjour gÃ©nial quel belle expÃ©rience. Cela sera ""chouette""de savoir la suite. Des observations et l'impact du rÃ©chauffement climatique dans cet secteur.",0.7,positive
"{""username"":""lamaisonprivee"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16465293_267357130365609_4320736554315153408_a.jpg"",""id"":""825433215""}",1493825454,1.79e+16,2017-04-28_10-25-57,nice,[],[],nice,['nice'],[u'nice'],nice,0.6,0.6,Positive,Positive,nice,0.0,neutral
"{""username"":""onetreejill"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21689502_1721917461445939_3340338581704015872_n.jpg"",""id"":""2353648790""}",1493426579,1.79e+16,2017-04-28_10-25-57,,['#FORPHOQUESSAKE'],[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,#FORPHOQUESSAKE,0.0,neutral
"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1495736897,1.79e+16,2017-05-15_08-44-16,oh que oui!,[],[],oh oui,"['oh', 'oui']","['oh', u'oui']",oh oui,0.0,0.0,Neutral,Neutral,@deuxevades oh que oui!,0.0125,positive
"{""username"":""deuxevades"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20905175_155481628363098_5172971590417121280_a.jpg"",""id"":""4240552929""}",1495511872,1.79e+16,2017-05-15_08-44-16,Un super musÃ©e!,[],[],Un super,"['Un', 'super']","['un', u'super']",In super,0.333333333,0.333333333,Positive,Positive,Un super musÃ©e!,0.875,positive
"{""username"":""lovecanada0999"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17932476_1804093519918183_4783257768490434560_n.jpg"",""id"":""4162484060""}",1496431130,1.79e+16,2017-05-31_13-26-12,Like it!,[],[],Like,['Like'],[u'like'],Like,0.0,0.0,Neutral,Neutral,Like it!,0.0,neutral
"{""username"":""environnementcan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016584_1248753311891192_7797948622686912512_n.jpg"",""id"":""3913646610""}",1498596666,1.79e+16,2017-06-22_08-05-11,Hello you can follow our English account for EN updates,[],[],Hello follow English account EN updates,"['Hello', 'follow', 'English', 'account', 'EN', 'updates']","[u'hello', u'follow', u'english', u'account', 'en', u'updat']",Hello follow English account of updated,0.0,0.0,Neutral,Neutral,Hello @eduardodomngo you can follow our English account @canenvironment for EN updates ?,0.0,neutral
"{""username"":""eduardodomngo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19050210_1097645040336358_4756126520211144704_a.jpg"",""id"":""5580357196""}",1498328755,1.79e+16,2017-06-22_08-05-11,I'm looking forward to hear for more good news from ECCC.,[],[],looking forward hear good news ECCC,"['looking', 'forward', 'hear', 'good', 'news', 'ECCC']","[u'look', u'forward', u'hear', u'good', u'news', u'eccc']",looking forward hear good news ECCC,0.7,0.7,Positive,Positive,I'm looking forward to hear for more good news from ECCC.,0.0,neutral
"{""username"":""eduardodomngo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19050210_1097645040336358_4756126520211144704_a.jpg"",""id"":""5580357196""}",1498328581,1.79e+16,2017-06-22_08-05-11,Good Day!! I like to know more about the achievements of ECCC.Could you please put an option to translate it on English language.Kind regards and God Bless!!,[],[],Good Day like know achievements ECCC Could please put option translate English language Kind regards God Bless,"['Good', 'Day', 'like', 'know', 'achievements', 'ECCC', 'Could', 'please', 'put', 'option', 'translate', 'English', 'language', 'Kind', 'regards', 'God', 'Bless']","[u'good', u'day', u'like', u'know', u'achiev', u'eccc', u'could', u'pleas', u'put', u'option', u'translat', u'english', u'languag', u'kind', u'regard', u'god', u'bless']",Good May like know achievements ECCC Would please put option translate English language Mind regards God Less,0.433333333,0.177777778,Positive,Neutral,Good Day!! I like to know more about the achievements of ECCC.Could you please put an option to translate it on English language.Kind regards and God Bless!!,0.0,neutral
"{""username"":""divestravels"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25022681_942341975928347_1296881824751943680_n.jpg"",""id"":""246243251""}",1499479823,1.79e+16,2017-06-29_10-02-26,Like it!,[],[],Like,['Like'],[u'like'],Like,0.0,0.0,Neutral,Neutral,Like it!,0.0,neutral
"{""username"":""jelleu"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14135097_681016765400060_826889632_a.jpg"",""id"":""13605726""}",1500409895,1.79e+16,2017-07-18_13-30-12,"Great picture! Good job, LIKE! Have you seen my insect picture from today?",[],[],Great picture Good job LIKE seen insect picture today,"['Great', 'picture', 'Good', 'job', 'LIKE', 'seen', 'insect', 'picture', 'today']","[u'great', u'pictur', u'good', u'job', u'like', u'seen', u'insect', u'pictur', u'today']",Great picture Good job LIKE seen insect picture today,0.75,0.75,Positive,Positive,"Great picture! Good job, LIKE! Have you seen my insect picture from today?",0.0,neutral
"{""username"":""industriediscount"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23279876_156297778308882_4727621118620336128_n.jpg"",""id"":""426258257""}",1505269643,1.79e+16,2017-09-11_11-18-37,ECCC classe,[],[],ECCC classe,"['ECCC', 'classe']","[u'eccc', u'class']",ECCC class,0.0,0.0,Neutral,Neutral,ECCC classe ????,0.0,neutral
"{""username"":""aaronrphotography"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13636119_297879243894402_842509726_a.jpg"",""id"":""3032374484""}",1507428165,1.79e+16,2017-09-19_13-29-02,keep it up! !!,[],[],keep,['keep'],[u'keep'],keep,0.0,0.0,Neutral,Neutral,keep it up!Â ? !!,0.0,neutral
"{""username"":""easterncities"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25013387_2287900527921379_5110734722569338880_n.jpg"",""id"":""8519101""}",1513198641,1.79e+16,2017-12-13_12-22-25,,"['#sundog', '#fauxsoleil']",[],,['nan'],[u'nan'],,0.0,0.0,Neutral,Neutral,#sundog #fauxsoleil,0.0,neutral
"{""username"":""xplainable"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21911022_1954240818184478_8652217802544906240_n.jpg"",""id"":""6098255952""}",1513336414,1.79e+16,2017-12-14_11-04-58,cool page!,[],[],cool page,"['cool', 'page']","[u'cool', u'page']",cool page,0.35,0.35,Positive,Positive,cool page!,0.0,neutral
"{""username"":""xplainable"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21911022_1954240818184478_8652217802544906240_n.jpg"",""id"":""6098255952""}",1513307667,1.79e+16,2017-12-14_11-04-58,I like what I see!,[],[],like see,"['like', 'see']","[u'like', u'see']",like see,0.0,0.0,Neutral,Neutral,I like what I see!,0.0,neutral
"{""username"":""_tranquilo_tranquilo_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21980789_1201783186589931_8412765614787002368_n.jpg"",""id"":""4260731255""}",1514039000,1.79e+16,2017-12-22_07-12-45,Hola Jâ€™aime bien ta page,[],[],Hola aime bien ta page,"['Hola', 'aime', 'bien', 'ta', 'page']","[u'hola', u'aim', u'bien', 'ta', u'page']",Old aime bien ta page,0.0,0.1,Neutral,Neutral,Hola ? Jâ€™aime bien ta page,0.0,neutral
"{""username"":""xplainable"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21911022_1954240818184478_8652217802544906240_n.jpg"",""id"":""6098255952""}",1514626666,1.78e+16,2017-12-29_07-32-01,love it !,[],[],love,['love'],[u'love'],love,0.5,0.5,Positive,Positive,love it :)!,0.625,positive
"{""username"":""thewildfolks"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16907059_1217165085046789_8463737062590251008_a.jpg"",""id"":""4689724407""}",1516205590,1.79e+16,2018-01-16_13-03-20,Italian lifestyle brand with a mission: save Wildlife and Marine life,[],[],Italian lifestyle brand mission save Wildlife Marine life,"['Italian', 'lifestyle', 'brand', 'mission', 'save', 'Wildlife', 'Marine', 'life']","[u'italian', u'lifestyl', u'brand', u'mission', u'save', u'wildlif', u'marin', u'life']",Italian lifestyle brand mission save Wildlife Marine life,0.0,0.0,Neutral,Neutral,Italian lifestyle brand with a mission: save Wildlife and Marine life,0.0,neutral
"{""username"":""teri_11_11"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18160304_215754122244815_2039886178840215552_a.jpg"",""id"":""5053876959""}",1516155861,1.79e+16,2018-01-16_13-03-20,?,[],[],,[],[],,0.0,0.0,Neutral,Neutral,????????,0.0,neutral
