,Unnamed: 0,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,Reactions_SUM,average_sentiment_score,language
10,10,318424514044_10155978270779045,,video,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/videos/10155978270779045/,2017-04-24 12:16:34,100,21,246,81,16,2,0,0,0,1,"Canadian Youth ! Take part in the Great Canadian Video Contest for World Environment Day! No matter where you live, you are surrounded by amazing nature and we want you to share it with the rest of the world! Tell us what part of Canada’s natural heritage makes you a proud Canadian! Get the deets :",[],['http://ow.ly/7m9430b4YLZ'],Canadian Youth Take part Great Canadian Video Contest World Environment Day matter live surrounded amazing nature want share rest world Tell us part natural heritage makes proud Canadian Get deets http ow ly 7m9430b4YLZ,"['Canadian', 'Youth', 'Take', 'part', 'Great', 'Canadian', 'Video', 'Contest', 'World', 'Environment', 'Day', 'matter', 'live', 'surrounded', 'amazing', 'nature', 'want', 'share', 'rest', 'world', 'Tell', 'us', 'part', 'natural', 'heritage', 'makes', 'proud', 'Canadian', 'Get', 'deets', 'http', 'ow', 'ly', '7m9430b4YLZ']","[u'canadian', u'youth', u'take', u'part', u'great', u'canadian', u'video', u'contest', u'world', u'environ', u'day', u'matter', u'live', u'surround', u'amaz', u'natur', u'want', u'share', u'rest', u'world', u'tell', 'us', u'part', u'natur', u'heritag', u'make', u'proud', u'canadian', u'get', u'deet', u'http', 'ow', 'ly', u'7m9430b4ylz']","Canadian Youth ! Take part in the Great Canadian Video Contest for World Environment Day! No matter where you live, you are surrounded by amazing nature and we want you to share it with the rest of the world! Tell us what part of Canada’s natural heritage makes you a proud Canadian! Get the deets :  http://ow.ly/7m9430b4YLZ",Environmental,367,0.07688172043010752,en
11,11,318424514044_10154658885269045,Timeline Photos,photo,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154658885269045/?type=3,2016-04-06 07:31:20,284,8,28,265,13,5,0,1,0,0,"Canadians value wildlife. It’s fundamental to our environment and responsible for many of the benefits nature provides. Our indicators show that some at-risk species are showing signs of recovery, but there’s still more to do. Check out our updated indicators for information on wildlife species at risk!",[],['http://ow.ly/10i3e6'],Canadians value wildlife fundamental environment responsible many benefits nature provides indicators show risk species showing signs recovery still Check updated indicators information wildlife species risk http ow ly 10i3e6,"['Canadians', 'value', 'wildlife', 'fundamental', 'environment', 'responsible', 'many', 'benefits', 'nature', 'provides', 'indicators', 'show', 'risk', 'species', 'showing', 'signs', 'recovery', 'still', 'Check', 'updated', 'indicators', 'information', 'wildlife', 'species', 'risk', 'http', 'ow', 'ly', '10i3e6']","[u'canadian', u'valu', u'wildlif', u'fundament', u'environ', u'respons', u'mani', u'benefit', u'natur', u'provid', u'indic', u'show', u'risk', u'speci', u'show', u'sign', u'recoveri', u'still', u'check', u'updat', u'indic', u'inform', u'wildlif', u'speci', u'risk', u'http', 'ow', 'ly', u'10i3e6']","Canadians value wildlife. It’s fundamental to our environment and responsible for many of the benefits nature provides. Our indicators show that some at-risk species are showing signs of recovery, but there’s still more to do. 

Check out our updated indicators for information on wildlife species at risk! http://ow.ly/10i3e6",Environmental,320,0.26666666666666666,en
12,12,318424514044_10154664864874045,Timeline Photos,photo,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154664864874045/?type=3,2016-04-08 08:10:43,244,3,48,240,3,1,0,0,0,0,"What should you do if you find a migratory bird’s nest? Quietly move away from it, without disturbing the surrounding vegetation. Stay away from the nesting area until nesting is completed.",[],['http://ow.ly/10keZR'],find migratory nest Quietly move away without disturbing surrounding vegetation Stay away nesting area nesting completed http ow ly 10keZR,"['find', 'migratory', 'nest', 'Quietly', 'move', 'away', 'without', 'disturbing', 'surrounding', 'vegetation', 'Stay', 'away', 'nesting', 'area', 'nesting', 'completed', 'http', 'ow', 'ly', '10keZR']","[u'find', u'migratori', u'nest', u'quiet', u'move', u'away', u'without', u'disturb', u'surround', u'veget', u'stay', u'away', u'nest', u'area', u'nest', u'complet', u'http', 'ow', 'ly', u'10kezr']","What should you do if you find a migratory bird’s nest? Quietly move away from it, without disturbing the surrounding vegetation. Stay away from the nesting area until nesting is completed. http://ow.ly/10keZR",Environmental,295,0.16666666666666666,en
13,13,318424514044_10154511949484045,Timeline Photos,photo,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154511949484045/?type=3,2016-02-23 09:35:10,262,6,25,261,1,0,0,0,0,0,"Fisheries officers from Fisheries and Oceans Canada were inspected by a Grizzly mom and her three cubs while patrolling the waters near Kincolith, B.C. Follow B.C. Fisheries and Oceans on Twitter: c",[],['http://twitter.com/DFO_Pacifi'],Fisheries officers Fisheries Oceans Canada inspected Grizzly mom three cubs patrolling waters near Kincolith Follow Fisheries Oceans Twitter http twitter com,"['Fisheries', 'officers', 'Fisheries', 'Oceans', 'Canada', 'inspected', 'Grizzly', 'mom', 'three', 'cubs', 'patrolling', 'waters', 'near', 'Kincolith', 'Follow', 'Fisheries', 'Oceans', 'Twitter', 'http', 'twitter', 'com']","[u'fisheri', u'offic', u'fisheri', u'ocean', u'canada', u'inspect', u'grizzli', u'mom', u'three', u'cub', u'patrol', u'water', u'near', u'kincolith', u'follow', u'fisheri', u'ocean', u'twitter', u'http', u'twitter', u'com']","Fisheries officers from Fisheries and Oceans Canada were inspected by a Grizzly mom and her three cubs while patrolling the waters near Kincolith, B.C. 

Follow B.C. Fisheries and Oceans on Twitter: http://twitter.com/DFO_Pacific",Environmental,293,0.20166666666666666,en
14,14,318424514044_10154816339454045,Timeline Photos,photo,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154816339454045/?type=3,2016-06-02 12:10:31,248,5,36,222,24,1,0,1,0,0,"Canada is one of the few countries in the world to hold vast eanses of intact natural areas, and is well known for its magnificent natural scenery and wealth of wildlife. National Wildlife Areas and Migratory Bird Sanctuaries, totaling over million hectares, make up the protected areas network managed by Environment and Climate Change Canada.",[],['http://ow.ly/V1ft300O81I'],Canada one countries world hold vast expanses intact natural areas well known magnificent natural scenery wealth wildlife National Wildlife Areas Migratory Bird Sanctuaries totaling 12 million hectares make protected areas network managed Environment Climate Change Canada http ow ly V1ft300O81I,"['Canada', 'one', 'countries', 'world', 'hold', 'vast', 'expanses', 'intact', 'natural', 'areas', 'well', 'known', 'magnificent', 'natural', 'scenery', 'wealth', 'wildlife', 'National', 'Wildlife', 'Areas', 'Migratory', 'Bird', 'Sanctuaries', 'totaling', '12', 'million', 'hectares', 'make', 'protected', 'areas', 'network', 'managed', 'Environment', 'Climate', 'Change', 'Canada', 'http', 'ow', 'ly', 'V1ft300O81I']","[u'canada', u'one', u'countri', u'world', u'hold', u'vast', u'expans', u'intact', u'natur', u'area', u'well', u'known', u'magnific', u'natur', u'sceneri', u'wealth', u'wildlif', u'nation', u'wildlif', u'area', u'migratori', u'bird', u'sanctuari', u'total', '12', u'million', u'hectar', u'make', u'protect', u'area', u'network', u'manag', u'environ', u'climat', u'chang', u'canada', u'http', 'ow', 'ly', u'v1ft300o81i']","Canada is one of the few countries in the world to hold vast expanses of intact natural areas, and is well known for its magnificent natural scenery and wealth of wildlife.

National Wildlife Areas and Migratory Bird Sanctuaries, totaling over 12.4 million hectares, make up the protected areas network managed by Environment and Climate Change Canada. http://ow.ly/V1ft300O81I",Environmental,289,0.3283333333333333,en
15,15,318424514044_10154643488034045,Timeline Photos,photo,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154643488034045/?type=3,2016-04-01 08:00:42,152,12,119,130,4,0,18,0,0,0,The Canadian Wildlife Service established that a passport for migratory birds would facilitate the migration. This approach will accrue more accurate bird counts and opportunity to interview birds individually on migration hazards. This is just one of the new tools being introduced by Environment and Climate Change Canada bird biologists to celebrate years of Canada-U.S. Migratory Birds Conservation on this April Fools’ Day .,[],[],Canadian Wildlife Service established passport migratory birds would facilitate migration approach accrue accurate bird counts opportunity interview birds individually migration hazards one new tools introduced Environment Climate Change Canada bird biologists celebrate 100 years Canada Migratory Birds Conservation April Day 2016,"['Canadian', 'Wildlife', 'Service', 'established', 'passport', 'migratory', 'birds', 'would', 'facilitate', 'migration', 'approach', 'accrue', 'accurate', 'bird', 'counts', 'opportunity', 'interview', 'birds', 'individually', 'migration', 'hazards', 'one', 'new', 'tools', 'introduced', 'Environment', 'Climate', 'Change', 'Canada', 'bird', 'biologists', 'celebrate', '100', 'years', 'Canada', 'Migratory', 'Birds', 'Conservation', 'April', 'Day', '2016']","[u'canadian', u'wildlif', u'servic', u'establish', u'passport', u'migratori', u'bird', u'would', u'facilit', u'migrat', u'approach', u'accru', u'accur', u'bird', u'count', u'opportun', u'interview', u'bird', u'individu', u'migrat', u'hazard', u'one', u'new', u'tool', u'introduc', u'environ', u'climat', u'chang', u'canada', u'bird', u'biologist', u'celebr', u'100', u'year', u'canada', u'migratori', u'bird', u'conserv', u'april', u'day', u'2016']","The Canadian Wildlife Service established that a passport for migratory birds would facilitate the migration.   This approach will accrue more accurate bird counts and opportunity to interview birds individually on migration hazards.

This is just one of the new tools being introduced by Environment and Climate Change Canada bird biologists to celebrate 100 years of Canada-U.S. Migratory Birds Conservation on this April Fools’ Day 2016.",Environmental,283,0.2127777777777778,en
16,16,318424514044_10155215390119045,,video,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/videos/10155215390119045/,2016-10-04 12:20:00,149,11,115,142,7,0,0,0,0,0,"Meet John Ross and his family! After years of land stewardship on Ross Ranch, John Ross works with Cows and Fish, Alberta Conservation Association and MULTISAR program to come up with innovative ways to protect the species at risk on his land and improve ranching practices at the same time! It’s a heart-warming win-win story. Find out what you can do to protect species at risk in your area: DC",[],['http://ow.ly/Wtjj304Qb'],Meet John Ross family 100 years land stewardship Ross Ranch John Ross works Cows Fish Alberta Conservation Association MULTISAR program come innovative ways protect species risk land improve ranching practices time heart warming win win story Find protect species risk area http ow ly Wtjj304QbDC,"['Meet', 'John', 'Ross', 'family', '100', 'years', 'land', 'stewardship', 'Ross', 'Ranch', 'John', 'Ross', 'works', 'Cows', 'Fish', 'Alberta', 'Conservation', 'Association', 'MULTISAR', 'program', 'come', 'innovative', 'ways', 'protect', 'species', 'risk', 'land', 'improve', 'ranching', 'practices', 'time', 'heart', 'warming', 'win', 'win', 'story', 'Find', 'protect', 'species', 'risk', 'area', 'http', 'ow', 'ly', 'Wtjj304QbDC']","[u'meet', u'john', u'ross', u'famili', u'100', u'year', u'land', u'stewardship', u'ross', u'ranch', u'john', u'ross', u'work', u'cow', u'fish', u'alberta', u'conserv', u'associ', u'multisar', u'program', u'come', u'innov', u'way', u'protect', u'speci', u'risk', u'land', u'improv', u'ranch', u'practic', u'time', u'heart', u'warm', u'win', u'win', u'stori', u'find', u'protect', u'speci', u'risk', u'area', u'http', 'ow', 'ly', u'wtjj304qbdc']","Meet John Ross and his family! After 100 years of land stewardship on Ross Ranch, John Ross works with Cows and Fish, Alberta Conservation Association and MULTISAR program to come up with innovative ways to protect the species at risk on his land and improve ranching practices at the same time! It’s a heart-warming win-win story.

Find out what you can do to protect species at risk in your area: http://ow.ly/Wtjj304QbDC",Environmental,275,0.3787603305785124,en
17,17,318424514044_10154644216389045,Timeline Photos,photo,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154644216389045/?type=3,2016-04-01 11:45:35,205,7,32,194,9,2,0,0,0,0,"Have you seen a smaller, pure white Snowy Owl recently? That was a male! Female snowy owls are larger and have black spots. Males grow up to inches long, while females reach up to inches. The female weighs pound or so more than the male. The wingspan of both male and female snowy owls ranges from to inches.",[],[],seen smaller pure white Snowy Owl recently male Female snowy owls larger black spots Males grow 25 inches long females reach 27 inches female weighs pound male wingspan male female snowy owls ranges 54 65 inches,"['seen', 'smaller', 'pure', 'white', 'Snowy', 'Owl', 'recently', 'male', 'Female', 'snowy', 'owls', 'larger', 'black', 'spots', 'Males', 'grow', '25', 'inches', 'long', 'females', 'reach', '27', 'inches', 'female', 'weighs', 'pound', 'male', 'wingspan', 'male', 'female', 'snowy', 'owls', 'ranges', '54', '65', 'inches']","[u'seen', u'smaller', u'pure', u'white', u'snowi', u'owl', u'recent', u'male', u'femal', u'snowi', u'owl', u'larger', u'black', u'spot', u'male', u'grow', '25', u'inch', u'long', u'femal', u'reach', '27', u'inch', u'femal', u'weigh', u'pound', u'male', u'wingspan', u'male', u'femal', u'snowi', u'owl', u'rang', '54', '65', u'inch']","Have you seen a smaller, pure white Snowy Owl recently? That was a male! Female snowy owls are larger and have black spots. Males grow up to 25 inches long, while females reach up to 27 inches. The female weighs 1 pound or so more than the male. The wingspan of both male and female snowy owls ranges from 54 to 65 inches.",Environmental,244,0.3630952380952381,en
18,18,318424514044_10154807727819045,Timeline Photos,photo,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154807727819045/?type=3,2016-05-30 09:18:54,178,26,25,174,1,0,2,0,1,0,What’s your vision for a sustainable Canada? The Government of Canada has released a new Federal Sustainable Development Strategy for -19. Tell us what you see for our environmental future and what you think about our plans to get to a fully sustainable Canada. Comment until June .,[],"['http://ow.ly/10rvIV', 'http://ow.ly/10rvDn']",vision sustainable Canada Government Canada released new Federal Sustainable Development Strategy 2016 19 Tell us see environmental future think plans get fully sustainable Canada Comment June 24 http ow ly 10rvIV http ow ly 10rvDn,"['vision', 'sustainable', 'Canada', 'Government', 'Canada', 'released', 'new', 'Federal', 'Sustainable', 'Development', 'Strategy', '2016', '19', 'Tell', 'us', 'see', 'environmental', 'future', 'think', 'plans', 'get', 'fully', 'sustainable', 'Canada', 'Comment', 'June', '24', 'http', 'ow', 'ly', '10rvIV', 'http', 'ow', 'ly', '10rvDn']","[u'vision', u'sustain', u'canada', u'govern', u'canada', u'releas', u'new', u'feder', u'sustain', u'develop', u'strategi', u'2016', '19', u'tell', 'us', u'see', u'environment', u'futur', u'think', u'plan', u'get', u'fulli', u'sustain', u'canada', u'comment', u'june', '24', u'http', 'ow', 'ly', u'10rviv', u'http', 'ow', 'ly', u'10rvdn']",What’s your vision for a sustainable Canada? The Government of Canada has released a new Federal Sustainable Development Strategy for 2016-19.  Tell us what you see for our environmental future and what you think about our plans to get to a fully sustainable Canada. Comment until June 24. http://ow.ly/10rvIV  http://ow.ly/10rvDn,Social,229,0.1731306137436175,en
19,19,318424514044_10154514822519045,Timeline Photos,photo,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/photos/a.338211969044.199983.318424514044/10154514822519045/?type=3,2016-02-24 13:30:20,189,1,36,177,9,3,0,0,0,0,"Do you turn your thermostat down in your house on cold nights to save energy? Chickadees do that too! They allow their body temperature, normally above o C, to drop down as low as oC. They also grow more down in the fall to get ready for winter.",[],[],turn thermostat house cold nights save energy Chickadees allow body temperature normally 38o drop low 28oC also grow fall get ready winter,"['turn', 'thermostat', 'house', 'cold', 'nights', 'save', 'energy', 'Chickadees', 'allow', 'body', 'temperature', 'normally', '38o', 'drop', 'low', '28oC', 'also', 'grow', 'fall', 'get', 'ready', 'winter']","[u'turn', u'thermostat', u'hous', u'cold', u'night', u'save', u'energi', u'chickade', u'allow', u'bodi', u'temperatur', u'normal', u'38o', u'drop', u'low', u'28oc', u'also', u'grow', u'fall', u'get', u'readi', u'winter']","Do you turn your thermostat down in your house on cold nights to save energy? Chickadees do that too! They allow their body temperature, normally above 38o C, to drop down as low as 28oC. They also grow more down in the fall to get ready for winter.",Economical,226,0.0,en
