Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,sentiment,lemmatized_text,matched_keywords,category,category
10,460123390028_10156901808435029,2016-05-12 11:36:45,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.10156901807825029.1073741874.460123390028/10156901808435029/?type=3,"L’équipe d’Environnement et Changement climatique Canada poursuit l’inventaire de la sauvagine en forêt boréale. Embarquez et voyez un aperçu des espèces observées du haut des airs!

Au cours des prochaines semaines, l’équipe visitera les régions suivantes : Chibougamau, Parent, lac Saint-Jean, Chutes-des-Passes, Baie-Comeau, Sept-Îles, Havre-Saint-Pierre, Natashquan, Manic-Cinq et parc des Laurentides.","L’équipe d’Environnement et Changement climatique Canada poursuit l’inventaire de la sauvagine en forêt boréale. Embarquez et voyez un aperçu des espèces observées du haut des airs! Au cours des prochaines semaines, l’équipe visitera les régions suivantes : Chibougamau, Parent, lac Saint-Jean, Chutes-des-Passes, Baie-Comeau, Sept-Îles, Havre-Saint-Pierre, Natashquan, Manic-Cinq et parc des Laurentides.",[],28,2,21,27,1,0,0,0,0,0,51,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"[""l'équipe"", ""d'environnement"", 'changement', 'climatique', 'canada', 'poursuit', ""l'inventaire"", 'sauvagine', 'forêt', 'boréale', 'embarquez', 'voyez', 'aperçu', 'espèce', 'observées', 'haut', 'air', 'cour', 'prochaine', 'semaine', ""l'équipe"", 'visitera', 'les', 'région', 'suivant', 'chibougamau', 'parent', 'lac', 'saint-jean', 'chutes-des-passes', 'baie-comeau', 'sept-îles', 'havre-saint-pierre', 'natashquan', 'manic-cinq', 'parc', 'laurentides']","['changement', 'climatique', 'forêt', 'espèce', 'air', 'parc']",Environmental,Environmental
11,460123390028_10156950592375029,2016-05-25 10:20:48,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.10156901807825029.1073741874.460123390028/10156950592375029/?type=3,"L’équipe d’Environnement et Changement climatique Canada poursuit l’inventaire de la sauvagine en forêt boréale. Embarquez et voyez un aperçu des espèces observées du haut des airs!

Au cours des prochaines semaines, l’équipe visitera les régions suivantes : Chibougamau, Parent, lac Saint-Jean, Chutes-des-Passes, Baie-Comeau, Sept-Îles, Havre-Saint-Pierre, Natashquan, Manic-Cinq et parc des Laurentides.","L’équipe d’Environnement et Changement climatique Canada poursuit l’inventaire de la sauvagine en forêt boréale. Embarquez et voyez un aperçu des espèces observées du haut des airs! Au cours des prochaines semaines, l’équipe visitera les régions suivantes : Chibougamau, Parent, lac Saint-Jean, Chutes-des-Passes, Baie-Comeau, Sept-Îles, Havre-Saint-Pierre, Natashquan, Manic-Cinq et parc des Laurentides.",[],28,2,21,27,1,0,0,0,0,0,51,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"[""l'équipe"", ""d'environnement"", 'changement', 'climatique', 'canada', 'poursuit', ""l'inventaire"", 'sauvagine', 'forêt', 'boréale', 'embarquez', 'voyez', 'aperçu', 'espèce', 'observées', 'haut', 'air', 'cour', 'prochaine', 'semaine', ""l'équipe"", 'visitera', 'les', 'région', 'suivant', 'chibougamau', 'parent', 'lac', 'saint-jean', 'chutes-des-passes', 'baie-comeau', 'sept-îles', 'havre-saint-pierre', 'natashquan', 'manic-cinq', 'parc', 'laurentides']","['changement', 'climatique', 'forêt', 'espèce', 'air', 'parc']",Environmental,Environmental
12,460123390028_10159310469285029,2017-09-07 10:00:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159310469285029/,"Le Centre canadien de prévision des ouragans surveille de près l’évolution de l’ouragan Irma. L’ouragan est encore trop loin pour déterminer si le Canada sera touché ou non. 

Cliquez sur ce lien pour en savoir plus.",Le Centre canadien de prévision des ouragans surveille de près l’évolution de l’ouragan Irma. L’ouragan est encore trop loin pour déterminer si le Canada sera touché ou non. Cliquez sur ce lien pour en savoir plus.,[],22,3,25,22,0,0,0,0,0,0,50,fr,0.010416666666666666,EnvironnementetressourcesnaturellesauCanada_facebook,positive,"['centre', 'canadien', 'prévision', 'ouragan', 'surveille', 'près', ""l'évolution"", ""l'ouragan"", 'irma', ""l'ouragan"", 'encore', 'trop', 'loin', 'déterminer', 'canada', 'touché', 'non', 'cliquez', 'lien', 'savoir', 'plus']",[],unknown,unknown
13,460123390028_10159341016610029,2017-09-14 12:35:05,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10159341016610029/?type=3,"La réserve nationale de faune du Cap-Tourmente au Québec vous invite à la 3e édition de son activité de baguage d’oiseaux! Les bagues aident les scientifiques à suivre et à étudier les populations d'oiseaux.

Du 15 septembre au 22 octobre 2017, l’Observatoire d’oiseaux de Tadoussac installe une station de baguage où chaque jour, des spécialistes capturent plusieurs dizaines d’espèces qui peuvent être admirées avec une grande proximité. Un guide-interprète vous donne des explications sur les espèces et les manipulations. Une expérience unique pour toute la famille! http://ow.ly/R4Yq30f9QuV","La réserve nationale de faune du Cap-Tourmente au Québec vous invite à la e édition de son activité de baguage d’oiseaux! Les bagues aident les scientifiques à suivre et à étudier les populations d'oiseaux. Du septembre au octobre , l’Observatoire d’oiseaux de Tadoussac installe une station de baguage où chaque jour, des spécialistes capturent plusieurs dizaines d’espèces qui peuvent être admirées avec une grande proximité. Un guide-interprète vous donne des elications sur les espèces et les manipulations. Une eérience unique pour toute la famille!",[],23,3,23,21,2,0,0,0,0,0,49,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['réserve', 'nationale', 'faune', 'cap-tourmente', 'québec', 'invite', 'édition', 'activité', 'baguage', ""d'oiseaux"", 'les', 'bague', 'aident', 'les', 'scientifique', 'suivre', 'étudier', 'les', 'population', ""d'oiseaux"", 'septembre', 'octobre', '2017', ""l'observatoire"", ""d'oiseaux"", 'tadoussac', 'installe', 'station', 'baguage', 'chaque', 'jour', 'spécialiste', 'capturent', 'plusieurs', 'dizaine', ""d'espèces"", 'peuvent', 'être', 'admirées', 'grand', 'proximité', 'guide-interprète', 'donne', 'explication', 'les', 'espèce', 'les', 'manipulation', 'expérience', 'unique', 'toute', 'famille', 'httpowlyr4yq30f9quv']","['faune', 'activité', 'scientifique', 'scientifique', 'scientifique', 'population', 'espèce', 'famille']",Social,Social
14,460123390028_10156668684070029,2016-03-18 16:15:24,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10156668684070029/,"Allez-vous éteindre vos lumières, une heure,  pour la terre? Samedi 20h30, montrez votre appui pour la lutte aux changements climatiques.","Allez-vous éteindre vos lumières, une heure, pour la terre? Samedi h30, montrez votre appui pour la lutte aux changements climatiques.",[],19,1,29,18,1,0,0,0,0,0,49,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['allez-vous', 'éteindre', 'lumière', 'heure', 'terre', 'samedi', '20h30', 'montrez', 'appui', 'lutte', 'changement', 'climatiques']","['terre', 'changement']",Social,Social
15,460123390028_10158419677905029,2017-03-22 05:30:00,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10158419677905029/,"À l’occasion de la #JournéeMondialeDelEau, prenons un moment pour penser à l’importance de l’eau douce dans nos vies et aux façons dont elle contribue à l’amélioration de notre santé, de notre environnement et de notre économie. La protection des ressources en eau du Canada est une responsabilité commune. UN-Water","À l’occasion de la éeMondialeDelEau, prenons un moment pour penser à l’importance de l’eau douce dans nos vies et aux façons dont elle contribue à l’amélioration de notre santé, de notre environnement et de notre économie. La protection des ressources en eau du Canada est une responsabilité commune. UN-Water",['#Journ'],15,1,32,14,1,0,0,0,0,0,48,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"[""l'occasion"", '#journéemondialedeleau', 'prenons', 'moment', 'penser', ""l'importance"", ""l'eau"", 'douce', 'vie', 'façon', 'dont', 'contribue', ""l'amélioration"", 'santé', 'environnement', 'économie', 'protection', 'ressource', 'eau', 'canada', 'responsabilité', 'commune', 'un-water']","['vie', 'santé', 'santé', 'environnement', 'économie', 'ressource', 'eau', 'responsabilité']",Environmental,Environmental
16,460123390028_10159327992990029,2017-09-11 09:10:19,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159327992990029/,Savez-vous que le Nord canadien abrite plus de 60 % de la population mondiale des ours blancs? Les changements climatiques ont des conséquences sur les espèces et ils demeurent la plus grande menace pour cette espèce emblématique canadienne. Découvrez notre plan pour lutter contre les changements climatiques : http://ow.ly/b6de30f46bn,Savez-vous que le Nord canadien abrite plus de % de la population mondiale des ours blancs? Les changements climatiques ont des conséquences sur les espèces et ils demeurent la plus grande menace pour cette espèce emblématique canadienne. Découvrez notre plan pour lutter contre les changements climatiques :,[],19,3,19,8,1,1,0,9,0,0,41,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['savez-vous', 'nord', 'canadien', 'abrite', 'plus', 'population', 'mondiale', 'ours', 'blanc', 'les', 'changement', 'climatiques', 'conséquence', 'les', 'espèce', 'ils', 'demeurent', 'plus', 'grand', 'menace', 'cette', 'espèce', 'emblématique', 'canadien', 'découvrez', 'plan', 'lutter', 'contre', 'les', 'changement', 'climatiques', 'httpowlyb6de30f46bn']","['nord', 'population', 'mondiale', 'changement', 'espèce', 'espèce', 'changement']",Social,Social
17,460123390028_10158223769850029,2017-02-11 10:10:14,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158223769850029/?type=3,"Shirley est technicienne en écologie appliquée à Environnement et Changement climatique Canada. Son travail consiste à planifier et à réaliser plusieurs types d’inventaires aériens de sauvagine, dont le suivi des couples nicheurs au printemps, le suivi du Garrot d’Islande en hiver et de la population d’Eider à duvet à diverses périodes de l’année. 

Elle participe aussi à des activités de baguage de canards et bernaches, ce qui l’amène à voyager dans divers endroits au Québec. Ses tâches exigent de voler en hélicoptère à basse altitude, avec beaucoup de changements de direction (attention au mal de cœur!). 

Ce qu’elle apprécie de son travail, c’est l’alternance du travail sur le terrain et au bureau. Un conseil aux femmes intéressées : il faut prendre le temps de trouver une carrière qui permet d’allier ses intérêts, ses compétences et ses valeurs. #FemmesDeScience","Shirley est technicienne en écologie appliquée à Environnement et Changement climatique Canada. Son travail consiste à planifier et à réaliser plusieurs types d’inventaires aériens de sauvagine, dont le suivi des couples nicheurs au printemps, le suivi du Garrot d’Islande en hiver et de la population d’Eider à duvet à diverses périodes de l’année. Elle participe aussi à des activités de baguage de canards et bernaches, ce qui l’amène à voyager dans divers endroits au Québec. Ses tâches exigent de voler en hélicoptère à basse altitude, avec beaucoup de changements de direction (attention au mal de cœur!). Ce qu’elle apprécie de son travail, c’est l’alternance du travail sur le terrain et au bureau. Un conseil aux femmes intéressées : il faut prendre le temps de trouver une carrière qui permet d’allier ses intérêts, ses compétences et ses valeurs.",['#FemmesDeScience'],32,1,6,26,6,0,0,0,0,0,39,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['shirley', 'technicien', 'écologie', 'appliquée', 'environnement', 'changement', 'climatique', 'canada', 'travail', 'consiste', 'planifier', 'réaliser', 'plusieurs', 'type', ""d'inventaires"", 'aériens', 'sauvagine', 'dont', 'suivi', 'couple', 'nicheurs', 'printemps', 'suivi', 'garrot', ""d'islande"", 'hiver', 'population', ""d'eider"", 'duvet', 'diverses', 'période', ""l'année"", 'participe', 'aussi', 'activité', 'baguage', 'canard', 'bernache', ""l'amène"", 'voyager', 'divers', 'endroit', 'québec', 'tâche', 'exigent', 'voler', 'hélicoptère', 'basse', 'altitude', 'beaucoup', 'changement', 'direction', 'attention', 'mal', 'cœur', ""qu'elle"", 'apprécie', 'travail', ""c'est"", ""l'alterce"", 'travail', 'terrain', 'bureau', 'conseil', 'femme', 'intéressé', 'faut', 'prendre', 'temps', 'trouver', 'carrière', 'permet', ""d'allier"", 'intérêt', 'compétence', 'valeur', '#femmesdescience']","['environnement', 'changement', 'climatique', 'population', 'activité', 'changement', 'femme', 'carrière']",Social,Social
18,460123390028_10159437796295029,2017-10-06 11:33:41,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/videos/10159437796295029/,"Les changements climatiques sont réels et nous pouvons les voir de l’espace! L’incroyable commandant Chris Hadfield nous l’explique. Regardez, partagez, commentez et profitez-en! ?","Les changements climatiques sont réels et nous pouvons les voir de l’espace! L’incroyable commandant Chris Hadfield nous l’elique. Regardez, partagez, commentez et profitez-en!",[],12,0,26,10,1,0,0,1,0,0,38,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['les', 'changement', 'climatiques', 'réel', 'pouvons', 'les', 'voir', ""l'espace"", ""l'incroyable"", 'commandant', 'chris', 'hadfield', ""l'explique"", 'regardez', 'partagez', 'commentez', 'profitez-en']",['changement'],Social,Social
19,460123390028_10158130912230029,2017-01-24 14:15:15,https://www.facebook.com/EnvironnementetressourcesnaturellesauCanada/photos/a.481746145028.384353.460123390028/10158130912230029/?type=3,"Pendant que le Canada se prépare à célébrer la #JournéeMondialeDelEnvironnement le 5 juin 2017, l' ONU Environnement et le gouvernement du Canada invitent les citoyens du monde entier à réfléchir à notre dépendance à l’égard de la nature et à trouver des façons amusantes et stimulantes de souligner et de chérir cette relation vitale. 

Au cours des prochaines semaines, Environnement et Changement climatique Canada partagera le slogan de la campagne de cette année et vous invitera à présenter votre activité. Les meilleures idées seront présentées sur les canaux numériques du Programme des Nations Unies pour l’environnement et sur ceux de ses partenaires, afin que vous puissiez encourager d’autres personnes à participer. Restez à l’affût! http://ow.ly/q08K308joK8 (angl. seul.) #JME2017","Pendant que le Canada se prépare à célébrer la éeMondialeDelEnvironnement le juin , l' ONU Environnement et le gouvernement du Canada invitent les citoyens du monde entier à réfléchir à notre dépendance à l’égard de la nature et à trouver des façons amusantes et stimulantes de souligner et de chérir cette relation vitale. Au cours des prochaines semaines, Environnement et Changement climatique Canada partagera le slogan de la campagne de cette année et vous invitera à présenter votre activité. Les meilleures idées seront présentées sur les canaux numériques du Programme des Nations Unies pour l’environnement et sur ceux de ses partenaires, afin que vous puissiez encourager d’autres personnes à participer. Restez à l’affût! 8 (angl. seul.)","['#Journ', '#JME2017']",14,1,22,14,0,0,0,0,0,0,37,fr,0.0,EnvironnementetressourcesnaturellesauCanada_facebook,neutral,"['pendant', 'canada', 'prépare', 'célébrer', '#journéemondialedelenvironnement', 'juin', '2017', 'onu', 'environnement', 'gouvernement', 'canada', 'invitent', 'les', 'citoyen', 'monde', 'entier', 'réfléchir', 'dépendance', ""l'égard"", 'nature', 'trouver', 'façon', 'amusantes', 'stimulantes', 'souligner', 'chérir', 'cette', 'relation', 'vitale', 'cour', 'prochaine', 'semaine', 'environnement', 'changement', 'climatique', 'canada', 'partagera', 'slogan', 'campagne', 'cette', 'année', 'invitera', 'présenter', 'activité', 'les', 'meilleur', 'idée', 'présentées', 'les', 'canal', 'numériques', 'programme', 'nation', 'unies', ""l'environnement"", 'ceux', 'partenaire', 'afin', 'puissiez', 'encourager', ""d'autres"", 'personne', 'participer', 'restez', ""l'affût"", 'httpowlyq08k308jok8', 'angl', 'seul', '#jme2017']","['célébrer', '#journéemondialedelenvironnement', 'environnement', 'nature', 'environnement', 'changement', 'climatique', 'activité']",Environmental,Environmental
