Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,sentiment,lemmatized_text,matched_keywords,category,category
10,134615279898518_1897399016953460,2017-10-20 19:20:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1897398793620149/?type=3,"Joyeux vendredi photo des abonnés! Cette merveilleuse photo nous vient de @barefootbeavr sur Instagram, accompagnée de la légende suivante : « Les vues et les sons du Parc national de la Mauricie, Parcs Canada sont incroyables à cette période de l’année. » 

Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.","Joyeux vendredi photo des abonnés! Cette merveilleuse photo nous vient de sur Instagram, accompagnée de la légende suivante : « Les vues et les sons du Parc national de la Mauricie, Parcs Canada sont incroyables à cette période de l’année. » Chaque vendredi, nous choisissons au hasard une photo envoyée par un abonné pour la mettre en vedette sur notre mur. Si vous aimeriez soumettre une photo, veuillez nous envoyer un message.",[],318,15,24,260,43,15,0,0,0,0,357,fr,0.0,ParcsCanada_facebook,neutral,"['joyeux', 'vendredi', 'photo', 'abonné', 'cette', 'merveilleuse', 'photo', 'vient', 'barefootbeavr', 'instagram', 'accompagnée', 'légende', 'suivant', 'les', 'vue', 'les', 'parc', 'national', 'mauricie', 'parc', 'canada', 'incroyable', 'cette', 'période', ""l'année"", 'chaque', 'vendredi', 'choisissons', 'hasard', 'photo', 'envoyé', 'abonné', 'mettre', 'vedette', 'mur', 'aimeriez', 'soumettre', 'photo', 'veuillez', 'envoyer', 'message']","['parc', 'parc']",Environmental,Environmental
11,134615279898518_1854148717945157,2017-09-06 08:53:02,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1854148391278523/?type=3,"Pour les visiteurs dans les régions de l’Alberta et la Colombie-Britannique, veuillez noter que Parcs Canada a émis une alerte d'évacuation pour tout le parc national des Lacs-Waterton en raison de feux de forêt. Il n'y a pas de danger immédiat. Toutefois, la qualité de l'air est compromise à cause de la fumée et les prévisions météorologiques pour la semaine prochaine prévoient des conditions susceptibles d'entraîner une modification du comportement au feu et une possibilité accrue des dangers et des risques pour les visiteurs. L'alerte d'évacuation se trouve ici : http://ow.ly/2Ukg30eZbQ5 Tourisme Alberta Tourisme Colombie-Britannique

Nous vous recommandons d'envisager des destinations alternatives dans la région pour vos déplacements de vacances. Visitez notre site Web pour en savoir plus sur d'autres excellents endroits de Parcs Canada à explorer : http://www.pc.gc.ca/fr/voyage-travel","Pour les visiteurs dans les régions de l’Alberta et la Colombie-Britannique, veuillez noter que Parcs Canada a émis une alerte d'évacuation pour tout le parc national des Lacs-Waterton en raison de feux de forêt. Il n'y a pas de danger immédiat. Toutefois, la qualité de l'air est compromise à cause de la fumée et les prévisions météorologiques pour la semaine prochaine prévoient des conditions susceptibles d'entraîner une modification du comportement au feu et une possibilité accrue des dangers et des risques pour les visiteurs. L'alerte d'évacuation se trouve ici : Tourisme Alberta Tourisme Colombie-Britannique Nous vous recommandons d'envisager des destinations alternatives dans la région pour vos déplacements de vacances. Visitez notre site Web pour en savoir plus sur d'autres excellents endroits de Parcs Canada à elorer :",[],216,18,103,134,0,26,0,56,0,0,337,fr,0.0,ParcsCanada_facebook,neutral,"['les', 'visiteur', 'les', 'région', ""l'alberta"", 'colombie-britannique', 'veuillez', 'noter', 'parc', 'canada', 'émis', 'alerte', ""d'évacuation"", 'tout', 'parc_national', 'lacs-waterton', 'raison', 'feux', 'forêt', ""n'y"", 'danger', 'immédiat', 'toutefois', ""qualité_de_l'air"", 'compromise', 'cause', 'fumée', 'les', 'prévision', 'météorologiques', 'semaine', 'prochaine', 'prévoient', 'condition', 'susceptibles', ""d'entraîner"", 'modification', 'comportement', 'feu', 'possibilité', 'accrue', 'danger', 'risque', 'les', 'visiteur', ""l'alerte"", ""d'évacuation"", 'trouve', 'ici', 'httpowly2ukg30ezbq5', 'tourisme', 'alberta', 'tourisme', 'colombie-britannique', 'recommandons', ""d'envisager"", 'destination', 'alternative', 'région', 'déplacement', 'vacance', 'visitez', 'site', 'web', 'savoir', 'plus', ""d'autres"", 'excellents', 'endroit', 'parc', 'canada', 'explorer', 'httpwwwpcgccafrvoyage-travel']","['parc', 'parc_national', 'forêt', ""qualité_de_l'air"", 'tourisme', 'tourisme', 'parc']",Environmental,Environmental
12,134615279898518_1768323809860982,2017-06-21 19:00:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1768323809860982/?type=3,Vous aimez les égoportraits? Vous adorerez notre nouvelle appli! Des fonctionnalités géniales déclenchées par le GPS déverrouillent des filtres et des encadrements de photo amusants. Où irez-vous cet été? www.pc.gc.ca/fr/multimedia/apps,Vous aimez les égoportraits? Vous adorerez notre nouvelle appli! Des fonctionnalités géniales déclenchées par le GPS déverrouillent des filtres et des encadrements de photo amusants. Où irez-vous cet été?,[],295,7,35,283,7,1,2,0,1,1,337,fr,0.0,ParcsCanada_facebook,neutral,"['aimez', 'les', 'égoportraits', 'adorerez', 'nouveau', 'appli', 'fonctionnalité', 'géniales', 'déclenchées', 'gps', 'déverrouillent', 'filtre', 'encadrement', 'photo', 'amusant', 'irez-vous', 'cet', 'wwwpcgccafrmultimediaapps']",[],unknown,unknown
13,134615279898518_1446015582091808,2016-09-14 07:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1446015582091808/?type=3,"Vous voulez expérimenter quelque chose de complètement différent cet automne? Nous testons plusieurs nouveaux types d'hébergement et il est encore possible de réserver! Les couples devraient essayer le Micro-cube ou la Double-tente pour leur confort, ou encore le Cocon ou la Goutte d’Ô pour vivre une expérience hors du commun! Les familles et amis pourraient opter pour une Mini-maison sur roues. Plus d'information ici : http://ow.ly/tyho303ZCiu","Vous voulez eérimenter quelque chose de complètement différent cet automne? Nous testons plusieurs nouveaux types d'hébergement et il est encore possible de réserver! Les couples devraient essayer le Micro-cube ou la Double-tente pour leur confort, ou encore le Cocon ou la Goutte d’Ô pour vivre une eérience hors du commun! Les familles et amis pourraient opter pour une Mini-maison sur roues. Plus d'information ici : u",[],194,23,64,183,7,4,0,0,0,0,281,fr,0.0,ParcsCanada_facebook,neutral,"['voulez', 'expérimenter', 'quelque', 'chose', 'complètement', 'différent', 'cet', 'automne', 'teston', 'plusieurs', 'nouveau', 'type', ""d'hébergement"", 'encore', 'possible', 'réserver', 'les', 'couple', 'devraient', 'essayer', 'micro-cube', 'double-tente', 'confort', 'encore', 'cocon', 'goutte', ""d'ô"", 'vivre', 'expérience', 'hors', 'commun', 'les', 'famille', 'ami', 'pourraient', 'opter', 'mini-maison', 'roue', 'plus', ""d'information"", 'ici', 'httpowlytyho303zciu']","['famille', 'ami']",Social,Social
14,134615279898518_1802386953121334,2017-07-22 15:45:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1802385999788096/?type=3,"Besoin d'un nouvel endroit pour la détente au Jour du hamac? Nos nouveaux hébergements sont un excellent endroit pour commencer! Qu’il s’agisse des micro-cubes ou des Gouttes d'Ô avec des lofts-hamacs, vous ?? cette nouvelle façon unique de profiter de nos parcs et de vous détendre!

Pour plus d'informations : http://ow.ly/T9Vq30drRGj

Photo prise au Parc national Fundy","Besoin d'un nouvel endroit pour la détente au Jour du hamac? Nos nouveaux hébergements sont un excellent endroit pour commencer! Qu’il s’agisse des micro-cubes ou des Gouttes d'Ô avec des lofts-hamacs, vous ? cette nouvelle façon unique de profiter de nos parcs et de vous détendre! Pour plus d'informations : Photo prise au Parc national Fundy",[],202,21,47,179,15,8,0,0,0,0,270,fr,0.0,ParcsCanada_facebook,neutral,"['besoin', ""d'un"", 'nouvel', 'endroit', 'détente', 'jour', 'hamac', 'nouveau', 'hébergement', 'excellent', 'endroit', 'commencer', ""qu'il"", ""s'agisse"", 'micro-cubes', 'goutte', ""d'ô"", 'lofts-hamacs', 'cette', 'nouveau', 'façon', 'unique', 'profiter', 'parc', 'détendre', 'plus', ""d'informations"", 'httpowlyt9vq30drrgj', 'photo', 'prise', 'parc', 'national', 'fundy']","['parc', 'parc']",Environmental,Environmental
15,134615279898518_1888565167836845,2017-10-16 08:05:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1888564737836888/?type=3,"C'est la Journée du dictionnaire! ? Quel mot utiliseriez-vous pour décrire ce paysage? 

Photo prise au parc national Ukkusiksalik. Parcs Canada Nunavut",C'est la Journée du dictionnaire! Quel mot utiliseriez-vous pour décrire ce paysage? Photo prise au parc national Ukkusiksalik. Parcs Canada Nunavut,[],177,56,21,134,26,17,0,0,0,0,254,fr,0.0,ParcsCanada_facebook,neutral,"[""c'est"", 'journée', 'dictionnaire', 'quel', 'mot', 'utiliseriez-vous', 'décrire', 'paysage', 'photo', 'prise', 'parc_national', 'ukkusiksalik', 'parc', 'canada', 'nunavut']","['parc_national', 'parc']",Social,Social
16,134615279898518_1355246931168674,2016-05-20 11:56:54,https://youtu.be/QIgGkd5EWAs,"L’entrée sera gratuite dans les parcs nationaux, les lieux historiques nationaux et les aires marines nationales de conservation administrés par #ParcsCanada en 2017. 
Ce n’est pas tout : en 2017, explorez vos canaux historiques nationaux grâce à l’éclusage gratuit. Une autre façon de célébrer #Canada150! C’est un rendez-vous sur les canaux!","L’entrée sera gratuite dans les parcs nationaux, les lieux historiques nationaux et les aires marines nationales de conservation administrés par en . Ce n’est pas tout : en , elorez vos canaux historiques nationaux grâce à l’éclusage gratuit. Une autre façon de célébrer ! C’est un rendez-vous sur les canaux!","['#ParcsCanada', '#Canada150']",112,11,107,96,13,3,0,0,0,0,230,fr,0.0,ParcsCanada_facebook,neutral,"[""l'entrée"", 'gratuite', 'les', 'parc', 'nationaux', 'les', 'lieu', 'historique', 'nationaux', 'les', 'aire', 'marine', 'nationale', 'conservation', 'administré', '#parcscanada', '2017', ""n'est"", 'tout', '2017', 'explorez', 'canal', 'historique', 'nationaux', 'grâce', ""l'éclusage"", 'gratuit', 'autre', 'façon', 'célébrer', '#canada150', ""c'est"", 'rendez-vous', 'les', 'canal']","['parc', 'historique', 'marine', 'conservation', '#parcscanada', 'historique', 'célébrer']",Environmental,Environmental
17,134615279898518_1688540467839317,2017-04-12 06:20:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1688540467839317/?type=3,"WOW! C'est sûrement notre meilleur #DéfiParcs jusqu'à maintenant! Bravo aux participants! Nous adorons vos photos, continuez de nous les envoyer!","WOW! C'est sûrement notre meilleur éfiParcs jusqu'à maintenant! Bravo aux participants! Nous adorons vos photos, continuez de nous les envoyer!",['#D'],197,4,11,162,24,11,0,0,0,0,212,fr,0.0,ParcsCanada_facebook,neutral,"['wow', ""c'est"", 'sûrement', 'meilleur', '#défiparcs', ""jusqu'à"", 'maintet', 'bravo', 'participant', 'adorons', 'photo', 'continuez', 'les', 'envoyer']",['#défiparcs'],Social,Social
18,134615279898518_1868826409810721,2017-09-25 18:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1868825103144185/?type=3,"C'est la Journée des rêves! ?? Nous ne pouvons pas nous empêcher de rêver aujourd'hui ... rêver de nos parcs préférés et des sites historiques bien sûr! 

Dites-nous quel parc ou site historique vous rêvez de visiter!

Photo prise à la Réserve de parc national Nahanni Parcs Canada TNO",C'est la Journée des rêves! ? Nous ne pouvons pas nous empêcher de rêver aujourd'hui ... rêver de nos parcs préférés et des sites historiques bien sûr! Dites-nous quel parc ou site historique vous rêvez de visiter! Photo prise à la Réserve de parc national Nahanni Parcs Canada TNO,[],168,25,12,129,24,15,0,0,0,0,205,fr,0.0,ParcsCanada_facebook,neutral,"[""c'est"", 'journée', 'rêve', 'pouvons', 'empêcher', 'rêver', ""aujourd'hui"", 'rêver', 'parc', 'préféré', 'site', 'historique', 'bien', 'sûr', 'dites-nous', 'quel', 'parc', 'site', 'historique', 'rêvez', 'visiter', 'photo', 'prise', 'réserve', 'parc_national', 'nahanni', 'parc', 'canada', 'tno']","['parc', 'historique', 'parc', 'historique', 'parc_national', 'parc']",Social,Social
19,134615279898518_1914876591872369,2017-11-06 19:15:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1914875765205785/?type=3,"Êtes-vous un noctambule? ? Profitez de la nature pendant la nuit : explorez l'une de nos réserves de ciel étoilé. ?? Vous ?? les paysages nocturnes! #LundiMotivation http://ow.ly/g3xo30gnLE3

Photo prise au Parc national des Prairies",Êtes-vous un noctambule? ? Profitez de la nature pendant la nuit : elorez l'une de nos réserves de ciel étoilé. Vous ? les paysages nocturnes! Photo prise au Parc national des Prairies,['#LundiMotivation'],165,14,11,128,26,11,0,0,0,0,190,fr,0.0,ParcsCanada_facebook,neutral,"['êtes-vous', 'noctambule', 'profitez', 'nature', 'pendant', 'nuit', 'explorez', ""l'une"", 'réserve', 'ciel', 'étoilé', 'les', 'paysage', 'nocturne', '#lundimotivation', 'httpowlyg3xo30gnle3', 'photo', 'prise', 'parc', 'national', 'prairie']","['nature', 'parc']",Environmental,Environmental
20,134615279898518_1941983542495007,2017-12-05 08:05:00,https://www.facebook.com/ParcsCanada/photos/a.281154578577920.88091.134615279898518/1941981312495230/?type=3,"Ces paysages nocturnes ne font-ils pas rêver? C’est le temps de faire un voyage sur la route! ? Mentionnez un ami dans les commentaires ci-dessous avec lequel vous voulez explorer ce magnifique paysage! #MardiVoyage

Photo prise au Parc national des Prairies",Ces paysages nocturnes ne font-ils pas rêver? C’est le temps de faire un voyage sur la route! Mentionnez un ami dans les commentaires ci-dessous avec lequel vous voulez elorer ce magnifique paysage! Photo prise au Parc national des Prairies,['#MardiVoyage'],143,32,15,109,22,12,0,0,0,0,190,fr,0.07983517530487805,ParcsCanada_facebook,positive,"['paysage', 'nocturne', 'font-ils', 'rêver', ""c'est"", 'temps', 'faire', 'voyage', 'route', 'mentionnez', 'ami', 'les', 'commentaire', 'ci-dessous', 'lequel', 'voulez', 'explorer', 'magnifique', 'paysage', '#mardivoyage', 'photo', 'prise', 'parc', 'national', 'prairie']","['ami', 'parc']",Social,Social
21,134615279898518_1753660494660647,2017-06-08 13:56:01,https://www.facebook.com/ParcsCanada/videos/1753660494660647/,Bonne Journée des océans! Prenez un moment pour apprécier la beauté des océans du Canada. Parcs Canada a à cœur de protéger et de conserver nos océans. Regardez notre vidéo pour en savoir plus!,Bonne Journée des océans! Prenez un moment pour apprécier la beauté des océans du Canada. Parcs Canada a à cœur de protéger et de conserver nos océans. Regardez notre vidéo pour en savoir plus!,[],104,4,81,91,13,0,0,0,0,0,189,fr,0.0,ParcsCanada_facebook,neutral,"['bonne', 'journée', 'océan', 'prenez', 'moment', 'apprécier', 'beauté', 'océan', 'canada', 'parc', 'canada', 'cœur', 'protéger', 'conserver', 'océan', 'regardez', 'vidéo', 'savoir', 'plus']","['océan', 'océan', 'parc', 'protéger', 'océan']",Environmental,Environmental
