,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
6,137563459593611_1278525195497426,2016-02-24 14:00:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1278525195497426/?type=3,"This week, we’re recognizing Harriet Tubman for #BlackHistoryMonth. She was one of the great heroes of the Abolitionist Movement and led slaves to safety in St. Catharines, Ontario through the Underground Railroad.","This week, we’re recognizing Harriet Tubman for . She was one of the great heroes of the Abolitionist Movement and led slaves to safety in St. Catharines, Ontario through the Underground Railroad.",['#BlackHistoryMonth'],16.0,297.0,1207,1562,Economical,"['#blackhistorymonth', 'movement', 'safety', 'ontario']",en,0.3351731601731602,positive,ParksCanada_facebook
7,137563459593611_1286814108001868,2016-02-27 08:05:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1286814108001868/?type=3,"Happy International #PolarBearDay!

Did you know Wapusk National Park protects one of the largest polar bear denning areas in the world?

Learn more: http://bit.ly/wapusk-e Polar Bears International Churchill Northern Studies Centre Conserve, Restore, and Connect with Nature","Happy International ! Did you know Wapusk National Park protects one of the largest polar bear denning areas in the world? Learn more: Polar Bears International Churchill Northern Studies Centre Conserve, Restore, and Connect with Nature",['#PolarBearDay'],14.0,179.0,1212,1471,Environmental,"['park', 'northern', 'conserve', 'nature', 'nature']",en,0.2452073885109599,positive,ParksCanada_facebook
8,137563459593611_1276980968985182,2016-02-06 13:19:38,https://www.facebook.com/GulfIslandsNPR/photos/a.232358083628644.1073741828.184099251787861/449361471928303/?type=3,,,[],16.0,0.0,1240,1256,unknown,[],tl,0.4749289772727273,positive,ParksCanada_facebook
9,137563459593611_1280490581967554,2016-02-14 07:35:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1280490581967554/?type=3,"Happy Valentines Day! A beautiful day to surround yourself with family, friends and love!","Happy Valentines Day! A beautiful day to surround yourself with family, friends and love!",[],13.0,86.0,1074,1176,Social,"['family', 'friend']",en,0.3779761904761905,positive,ParksCanada_facebook
0,137563459593611_1293284547354824,2016-03-04 11:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1293284547354824/?type=3,"Happy Friday Follower Photo!!!
This amazing shot comes to us from Randy K. who captioned it: ""A moose in Riding Mountain National Park, Manitoba. A wildlife photographer's dream place!""

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This amazing shot comes to us from Randy K. who captioned it: ""A moose in Riding Mountain National Park, Manitoba. A wildlife photographer's dream place!"" Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],39.0,242.0,2368,2766,Social,"['mountain', 'park', 'wildlife', 'photo', 'photo', 'photo']",en,0.34488756613756616,positive,ParksCanada_facebook
1,137563459593611_1304044479612164,2016-03-21 10:35:01,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1304044479612164/?type=3,"Happy #InternationalDayOfForests! 

Enjoy the calm of the forest today! 

Photo taken in Pacific Rim National Park Reserve",Happy ! Enjoy the calm of the forest today! Photo taken in Pacific Rim National Park Reserve,['#InternationalDayOfForests'],34.0,298.0,2057,2490,Environmental,"['forest', 'photo', 'park']",en,0.30674427198817444,positive,ParksCanada_facebook
2,137563459593611_1291850320831580,2016-03-02 08:05:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1291850320831580/?type=3,"“Today is your day! Your mountain is waiting. So... get on your way!” #DrSeussDay

Photo taken in Kluane National Park. Parks Canada Yukon",“Today is your day! Your mountain is waiting. So... get on your way!” Photo taken in Kluane National Park. Parks Canada Yukon,['#DrSeussDay'],36.0,261.0,2041,2411,Social,"['mountain', 'photo', 'park', 'yukon']",id,0.2298888888888889,positive,ParksCanada_facebook
3,137563459593611_1298715043478441,2016-03-11 09:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1298715043478441/?type=3,"Happy Friday Follower Photo!!!
This beautiful photo of the pool under the ""natural bridge"" between Indian Head Cove and the famous Grotto in Bruce Peninsula National Park and Fathom Five National Marine Park comes to us from Haley C. 

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This beautiful photo of the pool under the ""natural bridge"" between Indian Head Cove and the famous Grotto in Bruce Peninsula National Park and Fathom Five National Marine Park comes to us from Haley C. Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],24.0,196.0,1378,1665,Social,"['photo', 'natural', 'park', 'marine', 'park', 'photo', 'photo', 'photo']",en,0.2307098765432099,positive,ParksCanada_facebook
4,137563459593611_1309593332390612,2016-03-26 10:17:23,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1309593332390612/?type=3,"Happy Friday Follower Photo!!!
This amazing shot of the colorful sky in Banff National Park comes to us from Lucy D. 

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This amazing shot of the colorful sky in Banff National Park comes to us from Lucy D. Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],20.0,80.0,1141,1295,Social,"['park', 'photo', 'photo', 'photo']",en,0.2616964285714286,positive,ParksCanada_facebook
5,137563459593611_1286848051331807,2016-03-05 09:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1286848051331807/?type=3,"Experience the grandeur of La Ronciere Falls in Tuktut Nogait National Park. Hear the roar of the Hornaday River. Feel the mist on your face! 

Spend the day exploring the spectacular canyon ridges of this amazing section of the Hornaday River: http://ow.ly/YBYyV  Northwest Territories Tourism #DestinationInuvik",Eerience the grandeur of La Ronciere Falls in Tuktut Nogait National Park. Hear the roar of the Hornaday River. Feel the mist on your face! Spend the day eloring the spectacular canyon ridges of this amazing section of the Hornaday River: Northwest Territories Tourism,['#DestinationInuvik'],15.0,118.0,1022,1203,Environmental,"['park', 'river', 'river', 'tourism']",en,0.4681288580246914,positive,ParksCanada_facebook
6,137563459593611_1293196287363650,2016-03-03 11:17:45,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1293196287363650/?type=3,"Happy World Wildlife Day! #FunFact: To protect whales, such as the St. Lawrence beluga and the blue whale, our staff has been studying... their food!

Why? To identify feeding grounds. The findings were then used to inform the shipping industry, who agreed to reduce the speed of vessels in the main feeding grounds in order to reduce the risk of collisions with whales. This is a great example of how Parks Canada is leading by using science to support wildlife protection.

To learn more about this initiative and other Parks Canada species at risk success stories, visit our website: http://www.pc.gc.ca/eng/nature/eep-sar/itm11.aspx.","Happy World Wildlife Day! : To protect whales, such as the St. Lawrence beluga and the blue whale, our staff has been studying... their food! Why? To identify feeding grounds. The findings were then used to inform the shipping industry, who agreed to reduce the speed of vessels in the main feeding grounds in order to reduce the risk of collisions with whales. This is a great example of how Parks Canada is leading by using science to support wildlife protection. To learn more about this initiative and other Parks Canada species at risk success stories, visit our website: .",['#FunFact'],15.0,137.0,928,1144,Environmental,"['wildlife', 'whale', 'whale', 'shipping', 'industry', 'whale', 'wildlife', 'specie']",en,0.489501953125,positive,ParksCanada_facebook
7,137563459593611_1296734660343146,2016-03-08 15:55:51,https://www.facebook.com/KootenayNP/photos/a.921012754680775.1073741840.171404636308261/921012911347426/?type=3,Check out these amazing shots captured by the automated cameras at Kootenay National Park wildlife crossings.,Check out these amazing shots captured by the automated cameras at Kootenay National Park wildlife crossings.,[],12.0,0.0,1055,1130,Environmental,"['park', 'wildlife']",en,0.3708392857142857,positive,ParksCanada_facebook
8,137563459593611_1316726768343935,2016-03-31 11:20:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1316726768343935/?type=3,"If you’re looking at British Columbia for a stunning outdoor trip, Gulf Islands National Park Reserve should definitely be on your list! 

http://www.pc.gc.ca/eng/pn-np/bc/gulf/index.aspx","If you’re looking at British Columbia for a stunning outdoor trip, Gulf Islands National Park Reserve should definitely be on your list!",[],17.0,95.0,920,1066,Environmental,['park'],en,0.3567546583850931,positive,ParksCanada_facebook
9,137563459593611_1305092382840707,2016-03-20 08:35:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1305092382840707/?type=3,"It's the first day of #Spring!

Why don't you start the season right and plan your next visit with the help of our Reservation Service : http://bit.ly/1E8kJCJ

Photo taken in Georgian Bay Islands National Park of Canada",It's the first day of ! Why don't you start the season right and plan your next visit with the help of our Reservation Service : Photo taken in Georgian Bay Islands National Park of Canada,['#Spring'],13.0,79.0,775,892,Social,"['right', 'service', 'photo', 'park']",en,0.4078431372549021,positive,ParksCanada_facebook
0,137563459593611_1339738726042739,2016-04-28 12:20:00,http://ow.ly/4ncR4t,"According to Thrillist, here's a list of Canada's most beautiful national parks! Have you been to one yet?","According to Thrillist, here's a list of Canada's most beautiful national parks! Have you been to one yet?",[],116.0,755.0,2961,4091,unknown,[],en,0.04966108452950558,positive,ParksCanada_facebook
1,137563459593611_1323283714354907,2016-04-05 14:04:11,https://www.facebook.com/ParksCanada/photos/a.1323283411021604.1073741916.137563459593611/1323283714354907/?type=3,"On Monday, 87 Plains Bison calves were moved from Elk Island National Park to the Blackfeet Nation Reservation in Montana, their ancestral homeland. Partnering with Iinnii Initiative has been a unique conservation initiative and an international success. 
Happy homecoming bison!
 Wildlife Conservation Society WCS Canada Oakland Zoo","On Monday, Plains Bison calves were moved from Elk Island National Park to the Blackfeet Nation Reservation in Montana, their ancestral homeland. Partnering with Iinnii Initiative has been a unique conservation initiative and an international success. Happy homecoming bison! Wildlife Conservation Society WCS Canada Oakland Zoo",[],44.0,359.0,1895,2379,Environmental,"['park', 'conservation', 'wildlife', 'conservation']",en,0.11969954937304075,positive,ParksCanada_facebook
2,137563459593611_1328540213829257,2016-04-18 07:45:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1328540213829257/?type=3,"Not sure where to go camping this summer? No worries! 
The Huffington Post Canada made a list of the 30 best places to camp in Canada and guess what? Ten of our national parks made the cut! 
See which ones here: http://ow.ly/10xLtv 

Photo taken in Waterton Lakes National Park (#5 on the list!)",Not sure where to go camping this summer? No worries! The Huffington Post Canada made a list of the best places to camp in Canada and guess what? Ten of our national parks made the cut! See which ones here: Photo taken in Waterton Lakes National Park ( on the list!),['#5'],55.0,332.0,1740,2214,Social,"['camping', 'summer', 'summer', 'camp', 'park', 'photo', 'park']",en,0.2557377708536983,positive,ParksCanada_facebook
3,137563459593611_1339754029374542,2016-04-29 08:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1339754029374542/?type=3,"Happy Friday Follower Photo!!!
This amazing shot comes to us from Lisa C. (@creightontario on Instagram) who captioned it: ""Sunset after the rain at the Grotto in Bruce Peninsula National Park and Fathom Five National Marine Park""

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This amazing shot comes to us from Lisa C. ( on Instagram) who captioned it: ""Sunset after the rain at the Grotto in Bruce Peninsula National Park and Fathom Five National Marine Park"" Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],34.0,223.0,1774,2154,Social,"['instagram', 'sunset', 'park', 'marine', 'park', 'photo', 'photo', 'photo']",en,0.2845833333333333,positive,ParksCanada_facebook
4,137563459593611_1328454800504465,2016-04-12 14:30:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1328452450504700/?type=3,"Did you know that the Greater Sage-Grouse is Canada’s rarest endangered bird? This year, there are approximately 60 of them left in the country. 
That is why Grasslands National Park, in partnership with the University of Alberta, is undertaking a habitat restoration project. #WildlifeWeek","Did you know that the Greater Sage-Grouse is Canada’s rarest endangered bird? This year, there are approximately of them left in the country. That is why Grasslands National Park, in partnership with the University of Alberta, is undertaking a habitat restoration project.",['#WildlifeWeek'],43.0,293.0,1366,1791,Environmental,"['bird', 'park', 'partnership', 'alberta']",en,0.17005319148936168,positive,ParksCanada_facebook
5,137563459593611_1322454427771169,2016-04-04 18:00:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1322454427771169/?type=3,"International Dark Sky Week begins today! 
Have you ever been to one of our 9 Dark-Sky Preserves? It's now or never! http://ow.ly/10hbm0
Photo taken in Jasper National Park
International Dark-Sky Association",International Dark Sky Week begins today! Have you ever been to one of our Dark-Sky Preserves? It's now or never! 0 Photo taken in Jasper National Park International Dark-Sky Association,[],30.0,254.0,1076,1445,Social,"['photo', 'park']",en,0.12971491879580116,positive,ParksCanada_facebook
6,137563459593611_1340504602632818,2016-04-30 07:30:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1340504602632818/?type=3,"Happy Saturday! 
Doesn't this picture, taken in Kouchibouguac National Park, make you wish it was already #Summer?","Happy Saturday! Doesn't this picture, taken in Kouchibouguac National Park, make you wish it was already ?",['#Summer'],27.0,77.0,1097,1252,Environmental,"['park', '#summer', '#summer']",en,0.2546752772081719,positive,ParksCanada_facebook
7,137563459593611_1319053678111244,2016-04-24 14:45:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1319053678111244/?type=3,"Are you planning a drive to #Tofino this #summer? 
Don’t just admire the scenery from the car, do some #hiking or catch a wave at the Pacific Rim National Park Reserve!

http://www.pc.gc.ca/eng/pn-np/bc/pacificrim/index.aspx","Are you planning a drive to this ? Don’t just admire the scenery from the car, do some or catch a wave at the Pacific Rim National Park Reserve!","['#Tofino', '#summer', '#hiking']",50.0,69.0,837,992,Environmental,"['#summer', '#summer', 'car', '#hiking', 'park']",en,0.2162878787878788,positive,ParksCanada_facebook
8,137563459593611_1318046421545303,2016-04-01 16:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1318046421545303/?type=3,"Happy Friday Follower Photo!!!
This gorgeous shot of Cap-Bon-Ami in Forillon National Park, Parks Canada comes to us from Anna C.-M.

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This gorgeous shot of Cap-Bon-Ami in Forillon National Park, Parks Canada comes to us from Anna C.-M. Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],9.0,68.0,775,888,Social,"['park', 'photo', 'photo', 'photo']",en,0.2444805194805195,positive,ParksCanada_facebook
9,137563459593611_1334674916549120,2016-04-21 11:30:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1334674916549120/?type=3,"We're curious! What are your plans this weekend?
Photo taken in Gulf Islands National Park Reserve",We're curious! What are your plans this weekend? Photo taken in Gulf Islands National Park Reserve,[],29.0,60.0,758,882,Social,"['photo', 'park']",en,0.26530708874458875,positive,ParksCanada_facebook
0,137563459593611_1344712718878673,2016-05-08 06:55:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1344712718878673/?type=3,Happy Mother's Day to all the momma bears out there! #TimeToConnect,Happy Mother's Day to all the momma bears out there!,['#TimeToConnect'],115.0,1964.0,8635,11478,unknown,[],en,0.11529611170977012,positive,ParksCanada_facebook
