,Unnamed: 0,Unnamed: 0.1,shortcode,mediaid,caption_hashtags,typename,url,caption_mentions,comments,caption,likes,tagged_users,date,is_video,id,owner_username,owner_id,video_url,text_filtered,text_tokenized,text_stemmed,text_original,category
27,27,27,BOpvYfzBvQq,1.41687e+18,"[""décompte"",""parcscanada"",""canada150"",""fortlévis"",""fortdelévis"",""quebec"",""exploreqc""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/105b0e5be736a291816173952b12288b/5AEBED4E/t51.2885-15/e35/19428923_309303756181164_179773604295081984_n.jpg,[],0,"Nous voyons la lumière au bout du tunnel!!! Il ne reste plus que jours avant le e anniversaire de notre beau pays! Une des façons dont nous célébrons, c'est en mettant en vedette tous nos + endroits sur nos comptes de médias sociaux… restez à l’affut! écompte évis évis",36,[],2016-12-30T10:58:40,False,2016-12-30_10-58-40,parcs.canada,4141034395,,Nous voyons la au bout du tunnel Il ne reste plus que jours avant le 150e anniversaire de notre beau pays Une des ons dont nous brons est en mettant en vedette tous nos 200 endroits sur nos comptes de dias restez affut compte ParcsCanada Canada150 vis vis Quebec exploreQC,"['Nous', 'voyons', 'la', 'au', 'bout', 'du', 'tunnel', 'Il', 'ne', 'reste', 'plus', 'que', 'jours', 'avant', 'le', '150e', 'anniversaire', 'de', 'notre', 'beau', 'pays', 'Une', 'des', 'ons', 'dont', 'nous', 'brons', 'est', 'en', 'mettant', 'en', 'vedette', 'tous', 'nos', '200', 'endroits', 'sur', 'nos', 'comptes', 'de', 'dias', 'restez', 'affut', 'compte', 'ParcsCanada', 'Canada150', 'vis', 'vis', 'Quebec', 'exploreQC']","[u'nous', u'voyon', 'la', 'au', u'bout', 'du', u'tunnel', 'il', 'ne', u'rest', u'plus', u'que', u'jour', u'avant', 'le', u'150e', u'anniversair', 'de', u'notr', u'beau', u'pay', u'une', u'des', u'on', u'dont', u'nous', u'bron', u'est', 'en', u'mettant', 'en', u'vedett', u'tous', u'nos', u'200', u'endroit', u'sur', u'nos', u'compt', 'de', u'dia', u'restez', u'affut', u'compt', u'parcscanada', u'canada150', u'vis', u'vis', u'quebec', u'exploreqc']","Nous voyons la lumière au bout du tunnel!!! Il ne reste plus que 2 jours avant le 150e anniversaire de notre beau pays! Une des façons dont nous célébrons, c'est en mettant en vedette tous nos 200+ endroits sur nos comptes de médias sociaux… restez à l’affut! \n#Décompte #ParcsCanada #Canada150 #FortLévis #FortdeLévis #Quebec #exploreQC",Environmental
28,28,28,BOr3ounBhuD,1.41747e+18,"[""canada150"",""décompte"",""parcscanada"",""pnterranova"",""terranova""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/15c2cdabd5dc6054cd250419300147c2/5AEF5AB1/t51.2885-15/e35/19367271_248213995662906_8986060508041838592_n.jpg,[],0,C'est la veille du Jour de l'An!!! Ce qui veut dire qu'il ne reste plus qu'un seul jour avant !!! Profitez des derniers moments que peut vous offrir et préparez-vous pour les nouvelles aventures qui vous attendent en ! écompte,32,[],2016-12-31T06:49:16,False,2016-12-31_06-49-16,parcs.canada,4141034395,,est la veille du Jour de Ce qui veut dire qu il ne reste plus qu un seul jour avant Canada150 Profitez des derniers moments que peut vous offrir 2016 et parez vous pour les nouvelles aventures qui vous attendent en 2017 compte ParcsCanada PNTerraNova TerraNova,"['est', 'la', 'veille', 'du', 'Jour', 'de', 'Ce', 'qui', 'veut', 'dire', 'qu', 'il', 'ne', 'reste', 'plus', 'qu', 'un', 'seul', 'jour', 'avant', 'Canada150', 'Profitez', 'des', 'derniers', 'moments', 'que', 'peut', 'vous', 'offrir', '2016', 'et', 'parez', 'vous', 'pour', 'les', 'nouvelles', 'aventures', 'qui', 'vous', 'attendent', 'en', '2017', 'compte', 'ParcsCanada', 'PNTerraNova', 'TerraNova']","[u'est', 'la', u'veill', 'du', u'jour', 'de', 'ce', u'qui', u'veut', u'dire', 'qu', 'il', 'ne', u'rest', u'plus', 'qu', 'un', u'seul', u'jour', u'avant', u'canada150', u'profitez', u'des', u'dernier', u'moment', u'que', u'peut', u'vous', u'offrir', u'2016', 'et', u'parez', u'vous', u'pour', u'les', u'nouvell', u'aventur', u'qui', u'vous', u'attend', 'en', u'2017', u'compt', u'parcscanada', u'pnterranova', u'terranova']",C'est la veille du Jour de l'An!!! Ce qui veut dire qu'il ne reste plus qu'un seul jour avant #Canada150!!! Profitez des derniers moments que peut vous offrir 2016 et préparez-vous pour les nouvelles aventures qui vous attendent en 2017! \n#Décompte #ParcsCanada #PNTerraNova #TerraNova,Social
29,29,29,BOuhngCBIYM,1.41822e+18,"[""canada150"",""nouvelan"",""2017"",""entréegratuite"",""parcscanada"",""aventure"",""leverdesoleil"",""hautesterresducapbreton"",""htcb"",""pnhtcb""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/db064f0d09c6a3becfe67698b6b2be9a/5AF650F8/t51.2885-15/e35/19429007_1568712523202124_6532323388071870464_n.jpg,[],0,BONNE ANNÉE et JOYEUX !!! Profitez de l'ENTRÉE GRATUITE dans tous nos parcs et sites nationaux ainsi que de nos aires marines nationales de conservation durant tout ! Il n'y a pas de meilleure année pour commencer à rayer les aventures et les endroits que vous aviez mis sur votre liste!  éeGratuite,54,[],2017-01-01T07:34:35,False,2017-01-01_07-34-35,parcs.canada,4141034395,,BONNE et JOYEUX CANADA150 Profitez de GRATUITE dans tous nos parcs et sites nationaux ainsi que de nos aires marines nationales de conservation durant tout 2017 Il pas de meilleure pour commencer rayer les aventures et les endroits que vous aviez mis sur votre liste NouvelAn 2017 eGratuite ParcsCanada aventure leverdesoleil hautesterresducapbreton HTCB PNHTCB,"['BONNE', 'et', 'JOYEUX', 'CANADA150', 'Profitez', 'de', 'GRATUITE', 'dans', 'tous', 'nos', 'parcs', 'et', 'sites', 'nationaux', 'ainsi', 'que', 'de', 'nos', 'aires', 'marines', 'nationales', 'de', 'conservation', 'durant', 'tout', '2017', 'Il', 'pas', 'de', 'meilleure', 'pour', 'commencer', 'rayer', 'les', 'aventures', 'et', 'les', 'endroits', 'que', 'vous', 'aviez', 'mis', 'sur', 'votre', 'liste', 'NouvelAn', '2017', 'eGratuite', 'ParcsCanada', 'aventure', 'leverdesoleil', 'hautesterresducapbreton', 'HTCB', 'PNHTCB']","[u'bonn', 'et', u'joyeux', u'canada150', u'profitez', 'de', u'gratuit', u'dan', u'tous', u'nos', u'parc', 'et', u'site', u'nationaux', u'ainsi', u'que', 'de', u'nos', u'air', u'marin', u'national', 'de', u'conserv', u'durant', u'tout', u'2017', 'il', u'pas', 'de', u'meilleur', u'pour', u'commenc', u'rayer', u'les', u'aventur', 'et', u'les', u'endroit', u'que', u'vous', u'aviez', u'mis', u'sur', u'votr', u'list', u'nouvelan', u'2017', u'egratuit', u'parcscanada', u'aventur', u'leverdesoleil', u'hautesterresducapbreton', u'htcb', u'pnhtcb']",BONNE ANNÉE et JOYEUX #CANADA150!!! Profitez de l'ENTRÉE GRATUITE dans tous nos parcs et sites nationaux ainsi que de nos aires marines nationales de conservation durant tout 2017! Il n'y a pas de meilleure année pour commencer à rayer les aventures et les endroits que vous aviez mis sur votre liste! \n#NouvelAn #2017 #EntréeGratuite #ParcsCanada #aventure #leverdesoleil #hautesterresducapbreton #HTCB #PNHTCB,Environmental
30,30,30,BOxAFWEBPe4,1.41892e+18,"[""camping2017"",""canada150"",""parcscanada"",""pnterranova"",""café""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5b53a2c0639de1839da8814564306d3f/5AE208C8/t51.2885-15/e35/19367682_271392546662363_6790852905730572288_n.jpg,[],0,Quoi de plus envoûtant que de se réveiller avec une belle vue et l'odeur invitante du café?! Vous pouvez commencer à réserver vos sites de camping dès demain. Assurez-vous de profiter de chaque moment en !  é,47,[],2017-01-02T06:39:17,False,2017-01-02_06-39-17,parcs.canada,4141034395,,Quoi de plus tant que de se veiller avec une belle vue et odeur invitante du Vous pouvez commencer server vos sites de camping demain Assurez vous de profiter de chaque moment en 2017 camping2017 Canada150 ParcsCanada PNTerraNova,"['Quoi', 'de', 'plus', 'tant', 'que', 'de', 'se', 'veiller', 'avec', 'une', 'belle', 'vue', 'et', 'odeur', 'invitante', 'du', 'Vous', 'pouvez', 'commencer', 'server', 'vos', 'sites', 'de', 'camping', 'demain', 'Assurez', 'vous', 'de', 'profiter', 'de', 'chaque', 'moment', 'en', '2017', 'camping2017', 'Canada150', 'ParcsCanada', 'PNTerraNova']","[u'quoi', 'de', u'plus', u'tant', u'que', 'de', 'se', u'veiller', u'avec', u'une', u'bell', u'vue', 'et', u'odeur', u'invitant', 'du', u'vous', u'pouvez', u'commenc', u'server', u'vos', u'site', 'de', u'camp', u'demain', u'assurez', u'vous', 'de', u'profit', 'de', u'chaqu', u'moment', 'en', u'2017', u'camping2017', u'canada150', u'parcscanada', u'pnterranova']",Quoi de plus envoûtant que de se réveiller avec une belle vue et l'odeur invitante du café?! Vous pouvez commencer à réserver vos sites de camping dès demain. Assurez-vous de profiter de chaque moment en 2017! \n#camping2017 #Canada150 #ParcsCanada #PNTerraNova #café,Social
31,31,31,BOzpEG1Bn04,1.41966e+18,"[""canada150"",""parcscanada"",""banff"",""pnbanff"",""montagnes"",""glaciers""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e7dba05e248c46ed0df900c1f7155fc0/5AFE6F3F/t51.2885-15/e35/19379176_1784087411902196_6620208181408694272_n.jpg,"[""adamcdyoung""]",4,"Le premier parc que nous mettons en vedette en est nul autre que le premier parc national créé au Canada : le parc national Banff! Créé en , il protège les montages, les glaciers, les chutes d'eau, les lacs et la faune depuis ans! ",72,[],2017-01-03T07:15:51,False,2017-01-03_07-15-51,parcs.canada,4141034395,,Le premier parc que nous mettons en vedette en 2017 est nul autre que le premier parc national au Canada le parc national Banff en 1885 il ge les montages les glaciers les chutes eau les lacs et la faune depuis 132 ans adamcdyoung Canada150 ParcsCanada Banff PNBanff montagnes glaciers,"['Le', 'premier', 'parc', 'que', 'nous', 'mettons', 'en', 'vedette', 'en', '2017', 'est', 'nul', 'autre', 'que', 'le', 'premier', 'parc', 'national', 'au', 'Canada', 'le', 'parc', 'national', 'Banff', 'en', '1885', 'il', 'ge', 'les', 'montages', 'les', 'glaciers', 'les', 'chutes', 'eau', 'les', 'lacs', 'et', 'la', 'faune', 'depuis', '132', 'ans', 'adamcdyoung', 'Canada150', 'ParcsCanada', 'Banff', 'PNBanff', 'montagnes', 'glaciers']","['le', u'premier', u'parc', u'que', u'nous', u'metton', 'en', u'vedett', 'en', u'2017', u'est', u'nul', u'autr', u'que', 'le', u'premier', u'parc', u'nation', 'au', u'canada', 'le', u'parc', u'nation', u'banff', 'en', u'1885', 'il', 'ge', u'les', u'montag', u'les', u'glacier', u'les', u'chute', u'eau', u'les', u'lac', 'et', 'la', u'faun', u'depui', u'132', u'an', u'adamcdyoung', u'canada150', u'parcscanada', u'banff', u'pnbanff', u'montagn', u'glacier']","Le premier parc que nous mettons en vedette en 2017 est nul autre que le premier parc national créé au Canada : le parc national Banff! Créé en 1885, il protège les montages, les glaciers, les chutes d'eau, les lacs et la faune depuis 132 ans! 📷 @adamcdyoung\n\n#Canada150 #ParcsCanada #Banff #PNBanff #montagnes #glaciers",Environmental
32,32,32,BO2vUWSBJkx,1.42053e+18,"[""canada150"",""parcscanada"",""pnlacswaterton""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f77bdddbb30ec1410f8b1e01be8d4c01/5AF0925F/t51.2885-15/e35/19228407_976375572465745_4412972823832690688_n.jpg,[],0,"Le parc national des Lacs-Waterton a d'innombrables merveilles naturelles sur une superficie relativement petite et facile d'accès et c'est ce qui fait de lui un endroit magnifique toute l'année! Créé en , c'est le e parc national au Canada. Planifiez-vous une visite cette année? ",47,[],2017-01-04T12:08:13,False,2017-01-04_12-08-13,parcs.canada,4141034395,,Le parc national des Lacs Waterton innombrables merveilles naturelles sur une superficie relativement petite et facile et est ce qui fait de lui un endroit magnifique toute en 1895 est le 4e parc national au Canada Planifiez vous une visite cette Canada150 ParcsCanada PNLacsWaterton,"['Le', 'parc', 'national', 'des', 'Lacs', 'Waterton', 'innombrables', 'merveilles', 'naturelles', 'sur', 'une', 'superficie', 'relativement', 'petite', 'et', 'facile', 'et', 'est', 'ce', 'qui', 'fait', 'de', 'lui', 'un', 'endroit', 'magnifique', 'toute', 'en', '1895', 'est', 'le', '4e', 'parc', 'national', 'au', 'Canada', 'Planifiez', 'vous', 'une', 'visite', 'cette', 'Canada150', 'ParcsCanada', 'PNLacsWaterton']","['le', u'parc', u'nation', u'des', u'lac', u'waterton', u'innombr', u'merveill', u'naturell', u'sur', u'une', u'superfici', u'relativ', u'petit', 'et', u'facil', 'et', u'est', 'ce', u'qui', u'fait', 'de', u'lui', 'un', u'endroit', u'magnifiqu', u'tout', 'en', u'1895', u'est', 'le', '4e', u'parc', u'nation', 'au', u'canada', u'planifiez', u'vous', u'une', u'visit', u'cett', u'canada150', u'parcscanada', u'pnlacswaterton']","Le parc national des Lacs-Waterton a d'innombrables merveilles naturelles sur une superficie relativement petite et facile d'accès et c'est ce qui fait de lui un endroit magnifique toute l'année! Créé en 1895, c'est le 4e parc national au Canada. Planifiez-vous une visite cette année? \n#Canada150 #ParcsCanada #PNLacsWaterton",Environmental
33,33,33,BO5BfOMBk9R,1.42117e+18,"[""parcscanada"",""canada150"",""pnprincealbert"",""parcnationalprincealbert"",""waskesiu"",""hiver""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c18b54ecbb038eef4f363a594038a7a7/5AE985E5/t51.2885-15/e35/19367396_1870755769807766_9065042706052415488_n.jpg,"[""northernperspectivephoto""]",0,Découvrez un million d'acres de terres sauvages recouvertes de neige lors de votre prochaine visite au parc national de Prince Albert! Le parc est ouvert à l'année et l'hiver est une excellente saison pour l'elorer loin des foules! PHOTO ,34,[],2017-01-05T09:25:28,False,2017-01-05_09-25-28,parcs.canada,4141034395,,couvrez un million acres de terres sauvages recouvertes de neige lors de votre prochaine visite au parc national de Prince Albert Le parc est ouvert et hiver est une excellente saison pour explorer loin des foules PHOTO northernperspectivephoto ParcsCanada Canada150 PNPrinceAlbert parcnationalprincealbert Waskesiu hiver,"['couvrez', 'un', 'million', 'acres', 'de', 'terres', 'sauvages', 'recouvertes', 'de', 'neige', 'lors', 'de', 'votre', 'prochaine', 'visite', 'au', 'parc', 'national', 'de', 'Prince', 'Albert', 'Le', 'parc', 'est', 'ouvert', 'et', 'hiver', 'est', 'une', 'excellente', 'saison', 'pour', 'explorer', 'loin', 'des', 'foules', 'PHOTO', 'northernperspectivephoto', 'ParcsCanada', 'Canada150', 'PNPrinceAlbert', 'parcnationalprincealbert', 'Waskesiu', 'hiver']","[u'couvrez', 'un', u'million', u'acr', 'de', u'terr', u'sauvag', u'recouvert', 'de', u'neig', u'lor', 'de', u'votr', u'prochain', u'visit', 'au', u'parc', u'nation', 'de', u'princ', u'albert', 'le', u'parc', u'est', u'ouvert', 'et', u'hiver', u'est', u'une', u'excellent', u'saison', u'pour', u'explor', u'loin', u'des', u'foul', u'photo', u'northernperspectivephoto', u'parcscanada', u'canada150', u'pnprincealbert', u'parcnationalprincealbert', u'waskesiu', u'hiver']",Découvrez un million d'acres de terres sauvages recouvertes de neige lors de votre prochaine visite au parc national de Prince Albert! Le parc est ouvert à l'année et l'hiver est une excellente saison pour l'explorer loin des foules! PHOTO 📷  @northernperspectivephoto \n#ParcsCanada #Canada150 #PNPrinceAlbert #parcnationalprincealbert #Waskesiu #hiver,Environmental
34,34,34,BO7ww86hBly,1.42194e+18,"[""hiver"",""parcscanada"",""canada150"",""jasper"",""pnjasper"",""parcnationaljasper"",""architecture"",""rustique""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/34092054756a11168f16b9ccf45b5015/5AFB0CB1/t51.2885-15/e35/19228412_1399366856820610_6477304384563707904_n.jpg,[],1,"Le Centre d'information du parc Jasper, construit en -1914, est l'un des plus beaux et des plus importants exemples d'architecture rustique dans les parcs nationaux du Canada. Vous devriez y faire un arrête avant de dévaler les pentes cet ! ",34,[],2017-01-06T10:57:04,False,2017-01-06_10-57-04,parcs.canada,4141034395,,Le Centre information du parc Jasper construit en 1913 1914 est un des plus beaux et des plus importants exemples architecture rustique dans les parcs nationaux du Canada Vous devriez faire un avant de valer les pentes cet hiver ParcsCanada Canada150 Jasper PNJasper parcnationalJasper architecture rustique,"['Le', 'Centre', 'information', 'du', 'parc', 'Jasper', 'construit', 'en', '1913', '1914', 'est', 'un', 'des', 'plus', 'beaux', 'et', 'des', 'plus', 'importants', 'exemples', 'architecture', 'rustique', 'dans', 'les', 'parcs', 'nationaux', 'du', 'Canada', 'Vous', 'devriez', 'faire', 'un', 'avant', 'de', 'valer', 'les', 'pentes', 'cet', 'hiver', 'ParcsCanada', 'Canada150', 'Jasper', 'PNJasper', 'parcnationalJasper', 'architecture', 'rustique']","['le', u'centr', u'inform', 'du', u'parc', u'jasper', u'construit', 'en', u'1913', u'1914', u'est', 'un', u'des', u'plus', u'beaux', 'et', u'des', u'plus', u'import', u'exempl', u'architectur', u'rustiqu', u'dan', u'les', u'parc', u'nationaux', 'du', u'canada', u'vous', u'devriez', u'fair', 'un', u'avant', 'de', u'valer', u'les', u'pent', u'cet', u'hiver', u'parcscanada', u'canada150', u'jasper', u'pnjasper', u'parcnationaljasp', u'architectur', u'rustiqu']","Le Centre d'information du parc Jasper, construit en 1913-1914, est l'un des plus beaux et des plus importants exemples d'architecture rustique dans les parcs nationaux du Canada. Vous devriez y faire un arrête avant de dévaler les pentes cet #hiver! \n#ParcsCanada #Canada150 #Jasper #PNJasper #parcnationalJasper #architecture #rustique",Environmental
35,35,35,BO-NHr-hQem,1.42263e+18,"[""pointpelée"",""pnpointpelée"",""parcnationalpointpelee"",""canada150"",""parcscanada""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/45461722d0f8d68bf798faaddad609d0/5AECF8FA/t51.2885-15/e35/19425401_1503293336401089_8939533316302831616_n.jpg,"[""robertpostma867""]",1,"Le parc national de la Pointe-Pelée est l'un des plus petits parcs nationaux du Canada; pourtant, cette petite oasis verte accueille des milliers de visiteurs grâce à ses chants d'oiseaux migrateurs au printemps, ses crépitements de cigales en été, ses battements d'ailes des monarques à l'automne et sa quiétude en hiver. PHOTO ée ée",34,[],2017-01-07T09:43:19,False,2017-01-07_09-43-19,parcs.canada,4141034395,,Le parc national de la Pointe est un des plus petits parcs nationaux du Canada pourtant cette petite oasis verte accueille des milliers de visiteurs ce ses chants oiseaux migrateurs au printemps ses pitements de cigales en ses battements ailes des monarques automne et sa tude en hiver nPHOTO robertpostma867 parcnationalPointPelee Canada150 ParcsCanada,"['Le', 'parc', 'national', 'de', 'la', 'Pointe', 'est', 'un', 'des', 'plus', 'petits', 'parcs', 'nationaux', 'du', 'Canada', 'pourtant', 'cette', 'petite', 'oasis', 'verte', 'accueille', 'des', 'milliers', 'de', 'visiteurs', 'ce', 'ses', 'chants', 'oiseaux', 'migrateurs', 'au', 'printemps', 'ses', 'pitements', 'de', 'cigales', 'en', 'ses', 'battements', 'ailes', 'des', 'monarques', 'automne', 'et', 'sa', 'tude', 'en', 'hiver', 'nPHOTO', 'robertpostma867', 'parcnationalPointPelee', 'Canada150', 'ParcsCanada']","['le', u'parc', u'nation', 'de', 'la', u'point', u'est', 'un', u'des', u'plus', u'petit', u'parc', u'nationaux', 'du', u'canada', u'pourtant', u'cett', u'petit', u'oasi', u'vert', u'accueill', u'des', u'millier', 'de', u'visiteur', 'ce', u'ses', u'chant', u'oiseaux', u'migrateur', 'au', u'printemp', u'ses', u'pitement', 'de', u'cigal', 'en', u'ses', u'battement', u'ail', u'des', u'monarqu', u'automn', 'et', 'sa', u'tude', 'en', u'hiver', u'nphoto', u'robertpostma867', u'parcnationalpointpele', u'canada150', u'parcscanada']","Le parc national de la Pointe-Pelée est l'un des plus petits parcs nationaux du Canada; pourtant, cette petite oasis verte accueille des milliers de visiteurs grâce à ses chants d'oiseaux migrateurs au printemps, ses crépitements de cigales en été, ses battements d'ailes des monarques à l'automne et sa quiétude en hiver. \nPHOTO 📷 @robertpostma867\n\n#PointPelée #PNPointPelée #parcnationalPointPelee #Canada150 #ParcsCanada",Environmental
36,36,36,BPBETEZhq-W,1.42344e+18,"[""montrezvotrepasse"",""cartedécouverte"",""montrezvotrecarte"",""parcscanada"",""canada150"",""minions""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/00cc0e4d782b6dc9224a58def1fd6939/5AFD8CB9/t51.2885-15/e35/19227999_231025677410103_7851681335029530624_n.jpg,"[""dluxphoto""]",2,"Voici comment vous !!! Pensez-vous pouvoir faire mieux que ??? Procurez-vous la écouverte , prenez une et ! ",38,[],2017-01-08T12:23:57,False,2017-01-08_12-23-57,parcs.canada,4141034395,,Voici comment vous MontrezVotrePasse Pensez vous pouvoir faire mieux que dluxphoto Procurez vous la couverte 2017 prenez une et MontrezVotreCarte ParcsCanada Canada150 minions,"['Voici', 'comment', 'vous', 'MontrezVotrePasse', 'Pensez', 'vous', 'pouvoir', 'faire', 'mieux', 'que', 'dluxphoto', 'Procurez', 'vous', 'la', 'couverte', '2017', 'prenez', 'une', 'et', 'MontrezVotreCarte', 'ParcsCanada', 'Canada150', 'minions']","[u'voici', u'comment', u'vous', u'montrezvotrepass', u'pensez', u'vous', u'pouvoir', u'fair', u'mieux', u'que', u'dluxphoto', u'procurez', u'vous', 'la', u'couvert', u'2017', u'prenez', u'une', 'et', u'montrezvotrecart', u'parcscanada', u'canada150', u'minion']","Voici comment vous #MontrezVotrePasse!!! Pensez-vous pouvoir faire mieux que @dluxphoto??? Procurez-vous la #CarteDécouverte 2017, prenez une 📷 et #MontrezVotreCarte! \n#ParcsCanada #Canada150 #minions",Environmental
37,37,37,BPDfvBpBsZQ,1.42412e+18,"[""parcscanada"",""canada150"",""hiver"",""hivercanadien"",""jasper"",""pnjasper"",""parcnationaljasper""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0edf7ea2729cbcffc5a73003d6abcd3b/5AE55B60/t51.2885-15/e35/19367622_842937395864791_1000576205709115392_n.jpg,[],1,"Sous un manteau de neige et de glace, les montages, les prés et les rivières du parc national Jasper donnent lieu à un spectacle hivernal féérique... Que vous aimiez la raquette, le ski, le patinage, le vélo ou la marche, les possibilités d’activités hivernales sont illimitées. Planifiez votre aventure hivernale dès maintenant! ",61,[],2017-01-09T11:02:11,False,2017-01-09_11-02-11,parcs.canada,4141034395,,Sous un manteau de neige et de glace les montages les et les res du parc national Jasper donnent lieu un spectacle hivernal rique Que vous aimiez la raquette le ski le patinage le lo ou la marche les hivernales sont es Planifiez votre aventure hivernale maintenant ParcsCanada Canada150 hiver hivercanadien Jasper PNJasper parcnationalJasper,"['Sous', 'un', 'manteau', 'de', 'neige', 'et', 'de', 'glace', 'les', 'montages', 'les', 'et', 'les', 'res', 'du', 'parc', 'national', 'Jasper', 'donnent', 'lieu', 'un', 'spectacle', 'hivernal', 'rique', 'Que', 'vous', 'aimiez', 'la', 'raquette', 'le', 'ski', 'le', 'patinage', 'le', 'lo', 'ou', 'la', 'marche', 'les', 'hivernales', 'sont', 'es', 'Planifiez', 'votre', 'aventure', 'hivernale', 'maintenant', 'ParcsCanada', 'Canada150', 'hiver', 'hivercanadien', 'Jasper', 'PNJasper', 'parcnationalJasper']","[u'sous', 'un', u'manteau', 'de', u'neig', 'et', 'de', u'glace', u'les', u'montag', u'les', 'et', u'les', u'res', 'du', u'parc', u'nation', u'jasper', u'donnent', u'lieu', 'un', u'spectacl', u'hivern', u'riqu', u'que', u'vous', u'aimiez', 'la', u'raquett', 'le', u'ski', 'le', u'patinag', 'le', 'lo', 'ou', 'la', u'march', u'les', u'hivernal', u'sont', 'es', u'planifiez', u'votr', u'aventur', u'hivernal', u'mainten', u'parcscanada', u'canada150', u'hiver', u'hivercanadien', u'jasper', u'pnjasper', u'parcnationaljasp']","Sous un manteau de neige et de glace, les montages, les prés et les rivières du parc national Jasper donnent lieu à un spectacle hivernal féérique... Que vous aimiez la raquette, le ski, le patinage, le vélo ou la marche, les possibilités d’activités hivernales sont illimitées.  Planifiez votre aventure hivernale dès maintenant! \n#ParcsCanada #Canada150 #hiver #hivercanadien #Jasper #PNJasper #parcnationalJasper",Environmental
38,38,38,BPFyNcOBpk2,1.42477e+18,"[""yukon"",""parcscanada"",""canada150"",""ssklondike"",""lhnssklondike"",""hiver""]",GraphImage,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1d89d37b2340bc58cccedb6c9c45879e/5AF5DBE3/t51.2885-15/e35/19436213_1915634148653184_4400687404889931776_n.jpg,"[""yukonhusky""]",0,Saviez-vous que le S.S. Klondike a été désigné lieu historique national?? Il souligne le rôle qu'ont joué ces vapeurs dans l'histoire du !!PHOTO ,29,[],2017-01-10T08:22:06,False,2017-01-10_08-22-06,parcs.canada,4141034395,,Saviez vous que le lieu historique national Il souligne le le qu ont ces vapeurs dans histoire du Yukon nPHOTO yukonhusky ParcsCanada Canada150 SSKlondike LHNSSKlondike hiver,"['Saviez', 'vous', 'que', 'le', 'lieu', 'historique', 'national', 'Il', 'souligne', 'le', 'le', 'qu', 'ont', 'ces', 'vapeurs', 'dans', 'histoire', 'du', 'Yukon', 'nPHOTO', 'yukonhusky', 'ParcsCanada', 'Canada150', 'SSKlondike', 'LHNSSKlondike', 'hiver']","[u'saviez', u'vous', u'que', 'le', u'lieu', u'historiqu', u'nation', 'il', u'soulign', 'le', 'le', 'qu', u'ont', u'ces', u'vapeur', u'dan', u'histoir', 'du', u'yukon', u'nphoto', u'yukonhuski', u'parcscanada', u'canada150', u'ssklondik', u'lhnssklondik', u'hiver']",Saviez-vous que le S.S. Klondike a été désigné lieu historique national?? Il souligne le rôle qu'ont joué ces vapeurs dans l'histoire du #Yukon!!\nPHOTO 📷 @yukonhusky\n\n#ParcsCanada #Canada150 #SSKlondike #LHNSSKlondike #hiver,Social
