Unnamed: 0,Unnamed: 0.1,likes,mediaid,caption,url,caption_mentions,comments,id,typename,owner_username,tagged_users,date,shortcode,is_video,caption_hashtags,owner_id,video_url,text_filtered,text_tokenized,text_stemmed,text_original
30,30,754,1.41891e+18,There is just something so peaceful about waking up to a great view of the outdoors and the inviting smell of coffee! You can make your camping reservations starting tomorrow. Make sure you enjoy every moment of ! ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b2832b10712e2aa6b7c6ade14b7013db/5AE9A00E/t51.2885-15/e35/14562043_1069935726467568_907599818837196800_n.jpg,[],11,2017-01-02_06-36-56,GraphImage,parks.canada,[],2017-01-02T06:36:56,BOw_0G-AFgi,False,"[""2017camping"",""canada150"",""parkscanada"",""terranovanp"",""terranova"",""coffee"",""camping"",""outdoors""]",4143631778,,something peaceful waking great view outdoors inviting smell coffee make camping reservations starting tomorrow Make sure enjoy every moment 2017 2017camping Canada150 ParksCanada TerraNovaNP TerraNova coffee camping outdoors,"['something', 'peaceful', 'waking', 'great', 'view', 'outdoors', 'inviting', 'smell', 'coffee', 'make', 'camping', 'reservations', 'starting', 'tomorrow', 'Make', 'sure', 'enjoy', 'every', 'moment', '2017', '2017camping', 'Canada150', 'ParksCanada', 'TerraNovaNP', 'TerraNova', 'coffee', 'camping', 'outdoors']","[u'someth', u'peac', u'wake', u'great', u'view', u'outdoor', u'invit', u'smell', u'coffe', u'make', u'camp', u'reserv', u'start', u'tomorrow', u'make', u'sure', u'enjoy', u'everi', u'moment', u'2017', u'2017camp', u'canada150', u'parkscanada', u'terranovanp', u'terranova', u'coffe', u'camp', u'outdoor']",There is just something so peaceful about waking up to a great view of the outdoors and the inviting smell of coffee! You can make your camping reservations starting tomorrow. Make sure you enjoy every moment of 2017! \n#2017camping #Canada150 #ParksCanada #TerraNovaNP #TerraNova #coffee #camping #outdoors
31,31,1586,1.41966e+18,"How very fitting that the first park we feature in is Canada's first national park! Established in , Banff National Park has been protecting mountains, glaciers, waterfalls, lakes and wildlife for years! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/117deaa36383eacc4a6b0be61ed131b1/5AD83162/t51.2885-15/e35/15877327_964286083701512_4801767063196532736_n.jpg,"[""adamcdyoung""]",24,2017-01-03_07-14-20,GraphImage,parks.canada,[],2017-01-03T07:14:20,BOzo4-1gM9z,False,"[""canada150"",""parkscanada"",""banff"",""banffnp"",""mountains"",""glaciers"",""waterfalls"",""lakes"",""wildlife""]",4143631778,,fitting first park feature 2017 Canada first national park Established 1885 Banff National Park protecting mountains glaciers waterfalls lakes wildlife 132 years adamcdyoung Canada150 ParksCanada Banff BanffNP mountains glaciers waterfalls lakes wildlife,"['fitting', 'first', 'park', 'feature', '2017', 'Canada', 'first', 'national', 'park', 'Established', '1885', 'Banff', 'National', 'Park', 'protecting', 'mountains', 'glaciers', 'waterfalls', 'lakes', 'wildlife', '132', 'years', 'adamcdyoung', 'Canada150', 'ParksCanada', 'Banff', 'BanffNP', 'mountains', 'glaciers', 'waterfalls', 'lakes', 'wildlife']","[u'fit', u'first', u'park', u'featur', u'2017', u'canada', u'first', u'nation', u'park', u'establish', u'1885', u'banff', u'nation', u'park', u'protect', u'mountain', u'glacier', u'waterfal', u'lake', u'wildlif', u'132', u'year', u'adamcdyoung', u'canada150', u'parkscanada', u'banff', u'banffnp', u'mountain', u'glacier', u'waterfal', u'lake', u'wildlif']","How very fitting that the first park we feature in 2017 is Canada's first national park! Established in 1885, Banff National Park has been protecting mountains, glaciers, waterfalls, lakes and wildlife for 132 years! 📷 @adamcdyoung\n\n#Canada150 #ParksCanada #Banff #BanffNP #mountains #glaciers #waterfalls #lakes #wildlife"
32,32,1027,1.42053e+18,"Waterton Lakes National Park packs a big natural punch into a relatively small and accessible area! It's what makes it gorgeous all year round! Created in , it's Canada's th national park. Are you planning to visit this year? ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e7c3ea43d3b9f177d7025ba99b1bdbfc/5AE2E955/t51.2885-15/e35/15876293_1625937071042055_5263525151877627904_n.jpg,[],27,2017-01-04_12-06-54,GraphImage,parks.canada,[],2017-01-04T12:06:54,BO2vKrfA8wa,False,"[""canada150"",""parkscanada"",""watertonlakesnp"",""watertonlakes"",""watertonlakesnationalpark""]",4143631778,,Waterton Lakes National Park packs big natural punch relatively small accessible area makes gorgeous year round Created 1895 Canada 4th national park planning visit year Canada150 ParksCanada WatertonLakesNP watertonlakes watertonlakesnationalpark,"['Waterton', 'Lakes', 'National', 'Park', 'packs', 'big', 'natural', 'punch', 'relatively', 'small', 'accessible', 'area', 'makes', 'gorgeous', 'year', 'round', 'Created', '1895', 'Canada', '4th', 'national', 'park', 'planning', 'visit', 'year', 'Canada150', 'ParksCanada', 'WatertonLakesNP', 'watertonlakes', 'watertonlakesnationalpark']","[u'waterton', u'lake', u'nation', u'park', u'pack', u'big', u'natur', u'punch', u'relat', u'small', u'access', u'area', u'make', u'gorgeous', u'year', u'round', u'creat', u'1895', u'canada', u'4th', u'nation', u'park', u'plan', u'visit', u'year', u'canada150', u'parkscanada', u'watertonlakesnp', u'watertonlak', u'watertonlakesnationalpark']","Waterton Lakes National Park packs a big natural punch into a relatively small and accessible area! It's what makes it gorgeous all year round! Created in 1895, it's Canada's 4th national park. Are you planning to visit this year? \n#Canada150 #ParksCanada #WatertonLakesNP #watertonlakes #watertonlakesnationalpark"
33,33,796,1.42117e+18,Elore a million acres of snow-covered wilderness on your next visit in Prince Albert National Park! The park is open year-round and is an excellent time to elore without the crowds! PHOTO ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d281bf757c16c28301782d17dfce93dd/5AEA3C3D/t51.2885-15/e35/14597362_227418821039228_6130565339680866304_n.jpg,"[""northernperspectivephoto""]",4,2017-01-05_09-24-19,GraphImage,parks.canada,[],2017-01-05T09:24:19,BO5BWuQgoeR,False,"[""canada150"",""winter"",""parkscanada"",""exploresk"",""princealbertnp"",""princealbertnationalpark"",""panp"",""waskesiu"",""waskesiulake"",""canadianwinter""]",4143631778,,Explore million acres snow covered wilderness next Canada150 visit Prince Albert National Park park open year round winter excellent time explore without crowds PHOTO northernperspectivephoto ParksCanada exploreSK PrinceAlbertNP princealbertnationalpark PANP Waskesiu WaskesiuLake canadianwinter,"['Explore', 'million', 'acres', 'snow', 'covered', 'wilderness', 'next', 'Canada150', 'visit', 'Prince', 'Albert', 'National', 'Park', 'park', 'open', 'year', 'round', 'winter', 'excellent', 'time', 'explore', 'without', 'crowds', 'PHOTO', 'northernperspectivephoto', 'ParksCanada', 'exploreSK', 'PrinceAlbertNP', 'princealbertnationalpark', 'PANP', 'Waskesiu', 'WaskesiuLake', 'canadianwinter']","[u'explor', u'million', u'acr', u'snow', u'cover', u'wilder', u'next', u'canada150', u'visit', u'princ', u'albert', u'nation', u'park', u'park', u'open', u'year', u'round', u'winter', u'excel', u'time', u'explor', u'without', u'crowd', u'photo', u'northernperspectivephoto', u'parkscanada', u'exploresk', u'princealbertnp', u'princealbertnationalpark', u'panp', u'waskesiu', u'waskesiulak', u'canadianwint']",Explore a million acres of snow-covered wilderness on your next #Canada150 visit in Prince Albert National Park! The park is open year-round and #winter is an excellent time to explore without the crowds! PHOTO 📷 @northernperspectivephoto \n#ParksCanada #exploreSK #PrinceAlbertNP #princealbertnationalpark #PANP #Waskesiu #WaskesiuLake #canadianwinter
34,34,695,1.42194e+18,"The Jasper Park Information Centre, built in -14, is one the finest and most influential examples of rustic architecture design in our country's national parks. You should definitely stop by before you hit the slopes this ! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2353f6fbc2d706f3e2c93a695b955dc8/5AE847F8/t51.2885-15/e35/15802421_1188524774528633_7078218644836057088_n.jpg,[],1,2017-01-06_10-56-14,GraphImage,parks.canada,[],2017-01-06T10:56:14,BO7wq1ZAPER,False,"[""winter"",""parkscanada"",""jasper"",""jaspernp"",""jaspernationalpark"",""architecture"",""rustic"",""canada150""]",4143631778,,Jasper Park Information Centre built 1913 14 one finest influential examples rustic architecture design country national parks definitely stop hit slopes winter ParksCanada Jasper JasperNP Jaspernationalpark architecture rustic Canada150,"['Jasper', 'Park', 'Information', 'Centre', 'built', '1913', '14', 'one', 'finest', 'influential', 'examples', 'rustic', 'architecture', 'design', 'country', 'national', 'parks', 'definitely', 'stop', 'hit', 'slopes', 'winter', 'ParksCanada', 'Jasper', 'JasperNP', 'Jaspernationalpark', 'architecture', 'rustic', 'Canada150']","[u'jasper', u'park', u'inform', u'centr', u'built', u'1913', '14', u'one', u'finest', u'influenti', u'exampl', u'rustic', u'architectur', u'design', u'countri', u'nation', u'park', u'definit', u'stop', u'hit', u'slope', u'winter', u'parkscanada', u'jasper', u'jaspernp', u'jaspernationalpark', u'architectur', u'rustic', u'canada150']","The Jasper Park Information Centre, built in 1913-14, is one the finest and most influential examples of rustic architecture design in our country's national parks. You should definitely stop by before you hit the slopes this #winter! \n#ParksCanada #Jasper #JasperNP #Jaspernationalpark #architecture #rustic #Canada150"
35,35,815,1.42263e+18,"Point Pelee National Park is one of Canada's smallest national parks, and yet this tiny green oasis attracts thousands of visitors with its migrating song birds in the spring, humming cicadas in the summer, fluttering Monarch butterflies in the fall and its peaceful place of reflection in the winter. PHOTO ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3e1ad7aad3708b4f65189d4d1d3d49b2/5AEB2992/t51.2885-15/e35/15876728_156680774819598_7307574820474978304_n.jpg,"[""robertpostma867""]",11,2017-01-07_09-41-10,GraphImage,parks.canada,[],2017-01-07T09:41:10,BO-M33tAqE7,False,"[""pointpelee"",""pointpeleenp"",""pointpeleenationalpark"",""canada150"",""parkscanada""]",4143631778,,Point Pelee National Park one Canada smallest national parks yet tiny green oasis attracts thousands visitors migrating song birds spring humming cicadas summer fluttering Monarch butterflies fall peaceful place reflection winter nPHOTO robertpostma867 PointPelee PointPeleeNP PointPeleeNationalPark Canada150 ParksCanada,"['Point', 'Pelee', 'National', 'Park', 'one', 'Canada', 'smallest', 'national', 'parks', 'yet', 'tiny', 'green', 'oasis', 'attracts', 'thousands', 'visitors', 'migrating', 'song', 'birds', 'spring', 'humming', 'cicadas', 'summer', 'fluttering', 'Monarch', 'butterflies', 'fall', 'peaceful', 'place', 'reflection', 'winter', 'nPHOTO', 'robertpostma867', 'PointPelee', 'PointPeleeNP', 'PointPeleeNationalPark', 'Canada150', 'ParksCanada']","[u'point', u'pele', u'nation', u'park', u'one', u'canada', u'smallest', u'nation', u'park', u'yet', u'tini', u'green', u'oasi', u'attract', u'thousand', u'visitor', u'migrat', u'song', u'bird', u'spring', u'hum', u'cicada', u'summer', u'flutter', u'monarch', u'butterfli', u'fall', u'peac', u'place', u'reflect', u'winter', u'nphoto', u'robertpostma867', u'pointpele', u'pointpeleenp', u'pointpeleenationalpark', u'canada150', u'parkscanada']","Point Pelee National Park is one of Canada's smallest national parks, and yet this tiny green oasis attracts thousands of visitors with its migrating song birds in the spring, humming cicadas in the summer, fluttering Monarch butterflies in the fall and its peaceful place of reflection in the winter. \nPHOTO 📷  @robertpostma867 \n#PointPelee #PointPeleeNP #PointPeleeNationalPark #Canada150 #ParksCanada"
36,36,476,1.42344e+18,"Now this is how you !!! This is one of our favourite so far! Do you think you can do better than ??? Get your FREE now, snap a and ! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b3719e4d1fd869b3e267a29cd6f45be9/5AE460E5/t51.2885-15/e35/15877036_1238072952938336_7382219977689923584_n.jpg,"[""dluxphoto""]",13,2017-01-08_12-25-20,GraphImage,parks.canada,[],2017-01-08T12:25:20,BPBEdO5A6B2,False,"[""showusyourpass"",""discoverypass"",""showusyourpass"",""parkscanada"",""canada150"",""minions""]",4143631778,,ShowUsYourPass one favourite far think better dluxphoto Get FREE 2017 DiscoveryPass snap ShowUsYourPass ParksCanada Canada150 minions,"['ShowUsYourPass', 'one', 'favourite', 'far', 'think', 'better', 'dluxphoto', 'Get', 'FREE', '2017', 'DiscoveryPass', 'snap', 'ShowUsYourPass', 'ParksCanada', 'Canada150', 'minions']","[u'showusyourpass', u'one', u'favourit', u'far', u'think', u'better', u'dluxphoto', u'get', u'free', u'2017', u'discoverypass', u'snap', u'showusyourpass', u'parkscanada', u'canada150', u'minion']","Now this is how you #ShowUsYourPass!!! This is one of our favourite so far! Do you think you can do better than @dluxphoto??? Get your FREE 2017 #DiscoveryPass now, snap a 📷 and #ShowUsYourPass! \n#ParksCanada #Canada150 #minions"
37,37,968,1.42412e+18,"Under a blanket of snow and ice, Jasper National Park’s mountains, meadows, and rivers become a wintery spectacle... Whether you enjoy snowshoeing, skiing, skating, biking or winter walking, the options for winter activities are endless in this winter wonderland! Make your winter adventure happen now! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/a320d559fe8270f4ef71fa04fe900757/5AF256ED/t51.2885-15/e35/15877415_1338209532887525_5949981481215459328_n.jpg,[],2,2017-01-09_11-01-16,GraphImage,parks.canada,[],2017-01-09T11:01:16,BPDfoYtgP-2,False,"[""canada150"",""parkscanada"",""winterwonderland"",""winter"",""canadianwinter"",""jasper"",""jaspernp"",""jaspernationalpark""]",4143631778,,blanket snow ice Jasper National mountains meadows rivers become wintery spectacle Whether enjoy snowshoeing skiing skating biking winter walking options winter activities endless winter wonderland Make Canada150 winter adventure happen ParksCanada winterwonderland winter canadianwinter Jasper JasperNP Jaspernationalpark,"['blanket', 'snow', 'ice', 'Jasper', 'National', 'mountains', 'meadows', 'rivers', 'become', 'wintery', 'spectacle', 'Whether', 'enjoy', 'snowshoeing', 'skiing', 'skating', 'biking', 'winter', 'walking', 'options', 'winter', 'activities', 'endless', 'winter', 'wonderland', 'Make', 'Canada150', 'winter', 'adventure', 'happen', 'ParksCanada', 'winterwonderland', 'winter', 'canadianwinter', 'Jasper', 'JasperNP', 'Jaspernationalpark']","[u'blanket', u'snow', u'ice', u'jasper', u'nation', u'mountain', u'meadow', u'river', u'becom', u'winteri', u'spectacl', u'whether', u'enjoy', u'snowsho', u'ski', u'skate', u'bike', u'winter', u'walk', u'option', u'winter', u'activ', u'endless', u'winter', u'wonderland', u'make', u'canada150', u'winter', u'adventur', u'happen', u'parkscanada', u'winterwonderland', u'winter', u'canadianwint', u'jasper', u'jaspernp', u'jaspernationalpark']","Under a blanket of snow and ice, Jasper National Park’s mountains, meadows, and rivers become a wintery spectacle... Whether you enjoy snowshoeing, skiing, skating, biking or winter walking, the options for winter activities are endless in this winter wonderland! Make your #Canada150 winter adventure happen now! \n#ParksCanada #winterwonderland #winter #canadianwinter #Jasper #JasperNP #Jaspernationalpark"
38,38,598,1.42476e+18,Did you know the S.S. Klondike is designated as a National Historic Site?? It commemorates the role these sternwheelers played in the history of the !! PHOTO ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e4a9a67c3ac83e2348b2595fa4cd9cfa/5AEB71F2/t51.2885-15/e35/15624707_1275068719246651_1807510817285865472_n.jpg,"[""yukonhusky""]",2,2017-01-10_08-20-30,GraphImage,parks.canada,[],2017-01-10T08:20:30,BPFyBuxgEFl,False,"[""yukon"",""parkscanada"",""canada150"",""ssklondike"",""ssklondikenhs"",""winter"",""winterwonderland"",""sunrise""]",4143631778,,know Klondike designated National Historic Site commemorates role sternwheelers played history Yukon PHOTO yukonhusky ParksCanada Canada150 SSKlondike SSKlondikeNHS winter winterwonderland sunrise,"['know', 'Klondike', 'designated', 'National', 'Historic', 'Site', 'commemorates', 'role', 'sternwheelers', 'played', 'history', 'Yukon', 'PHOTO', 'yukonhusky', 'ParksCanada', 'Canada150', 'SSKlondike', 'SSKlondikeNHS', 'winter', 'winterwonderland', 'sunrise']","[u'know', u'klondik', u'design', u'nation', u'histor', u'site', u'commemor', u'role', u'sternwheel', u'play', u'histori', u'yukon', u'photo', u'yukonhuski', u'parkscanada', u'canada150', u'ssklondik', u'ssklondikenh', u'winter', u'winterwonderland', u'sunris']",Did you know the S.S. Klondike is designated as a National Historic Site?? It commemorates the role these sternwheelers played in the history of the #Yukon!! PHOTO 📷 @yukonhusky\n\n#ParksCanada #Canada150 #SSKlondike #SSKlondikeNHS #winter #winterwonderland #sunrise
39,39,684,1.42553e+18,"Can you spot Abbot Pass Refuge Cabin National Historic Site in this stunning photo?? In , the hut was complete and at an altitude of metres (9,598 feet), served as a base for attempting to climb Mt. Lefroy and Mt. Victoria. It's the ultimate hike! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f60d1704325d2b056c7895412c3f44d3/5AFF7954/t51.2885-15/e35/14591152_988803104584895_5416292800679378944_n.jpg,[],11,2017-01-11_09-38-17,GraphImage,parks.canada,[],2017-01-11T09:38:17,BPIfuV6ATSM,False,"[""mountaineers"",""parkscanada"",""mountainnationalparks"",""abbotpassrefugecabin"",""abbotpass"",""hiking"",""canada150"",""abbotpasshut""]",4143631778,,spot Abbot Pass Refuge Cabin National Historic Site stunning photo 1922 hut complete altitude 2925 metres 598 feet served base mountaineers attempting climb Mt Lefroy Mt Victoria ultimate hike ParksCanada MountainNationalParks AbbotPassRefugeCabin AbbotPass hiking Canada150 AbbotPassHut,"['spot', 'Abbot', 'Pass', 'Refuge', 'Cabin', 'National', 'Historic', 'Site', 'stunning', 'photo', '1922', 'hut', 'complete', 'altitude', '2925', 'metres', '598', 'feet', 'served', 'base', 'mountaineers', 'attempting', 'climb', 'Mt', 'Lefroy', 'Mt', 'Victoria', 'ultimate', 'hike', 'ParksCanada', 'MountainNationalParks', 'AbbotPassRefugeCabin', 'AbbotPass', 'hiking', 'Canada150', 'AbbotPassHut']","[u'spot', u'abbot', u'pass', u'refug', u'cabin', u'nation', u'histor', u'site', u'stun', u'photo', u'1922', u'hut', u'complet', u'altitud', u'2925', u'metr', u'598', u'feet', u'serv', u'base', u'mountain', u'attempt', u'climb', 'mt', u'lefroy', 'mt', u'victoria', u'ultim', u'hike', u'parkscanada', u'mountainnationalpark', u'abbotpassrefugecabin', u'abbotpass', u'hike', u'canada150', u'abbotpasshut']","Can you spot Abbot Pass Refuge Cabin National Historic Site in this stunning photo?? In 1922, the hut was complete and at an altitude of 2925 metres (9,598 feet), served as a base for #mountaineers attempting to climb Mt. Lefroy and Mt. Victoria. It's the ultimate hike! \n#ParksCanada #MountainNationalParks #AbbotPassRefugeCabin #AbbotPass #hiking #Canada150 #AbbotPassHut"
40,40,718,1.4264e+18,"Enter our today for your chance to win a trip to the top of 's Great Northern Peninsula, where lies the first known evidence of European presence in the Americas: L'Anse aux Meadows National Historic Site!!!",https://instagram.fyvr3-1.fna.fbcdn.net/vp/a64c091a644703fa9fe82e3dbfbba4a8/5AF22BA5/t51.2885-15/e35/15803490_1798769933694468_7954179685871517696_n.jpg,[],11,2017-01-12_14-38-35,GraphImage,parks.canada,[],2017-01-12T14:38:35,BPLm4lTA9eF,False,"[""parkscontest"",""newfoundland"",""parkscanada"",""canada150"",""lanseauxmeadowsnhs"",""anseauxmeadowsnhs"",""history"",""viking"",""trip"",""contest""]",4143631778,,Enter ParksContest today chance win trip top Newfoundland Great Northern Peninsula lies first known evidence European presence Americas Anse aux Meadows National Historic Site ParksCanada Canada150 LAnseAuxMeadowsNHS AnseAuxMeadowsNHS history viking trip contest,"['Enter', 'ParksContest', 'today', 'chance', 'win', 'trip', 'top', 'Newfoundland', 'Great', 'Northern', 'Peninsula', 'lies', 'first', 'known', 'evidence', 'European', 'presence', 'Americas', 'Anse', 'aux', 'Meadows', 'National', 'Historic', 'Site', 'ParksCanada', 'Canada150', 'LAnseAuxMeadowsNHS', 'AnseAuxMeadowsNHS', 'history', 'viking', 'trip', 'contest']","[u'enter', u'parkscontest', u'today', u'chanc', u'win', u'trip', u'top', u'newfoundland', u'great', u'northern', u'peninsula', u'lie', u'first', u'known', u'evid', u'european', u'presenc', u'america', u'ans', u'aux', u'meadow', u'nation', u'histor', u'site', u'parkscanada', u'canada150', u'lanseauxmeadowsnh', u'anseauxmeadowsnh', u'histori', u'vike', u'trip', u'contest']","Enter our #ParksContest today for your chance to win a trip to the top of #Newfoundland's Great Northern Peninsula, where lies the first known evidence of European presence in the Americas: L'Anse aux Meadows National Historic Site!!! #ParksCanada #Canada150 #LAnseAuxMeadowsNHS #AnseAuxMeadowsNHS #history #viking #trip #contest"
41,41,1168,1.42708e+18,What a great view! Winter sure is an excellent time to enjoy mountain scenery and the serenity of Waterton Lakes National Park! PHOTO ,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6430640d92764664b80b6eff702e3602/5AF7D986/t51.2885-15/e35/16110988_1855559771334654_7791253782284730368_n.jpg,"[""jillianangermeier""]",22,2017-01-13_12-53-56,GraphImage,parks.canada,[],2017-01-13T12:53:56,BPN_s_xgXxX,False,"[""watertonlakesnp"",""sharethechair"",""parkscanada"",""canada150"",""winter"",""showshoeing""]",4143631778,,great view Winter sure excellent time enjoy mountain scenery serenity Waterton Lakes National Park PHOTO jillianangermeier WatertonLakesNP ShareTheChair ParksCanada Canada150 Winter Showshoeing,"['great', 'view', 'Winter', 'sure', 'excellent', 'time', 'enjoy', 'mountain', 'scenery', 'serenity', 'Waterton', 'Lakes', 'National', 'Park', 'PHOTO', 'jillianangermeier', 'WatertonLakesNP', 'ShareTheChair', 'ParksCanada', 'Canada150', 'Winter', 'Showshoeing']","[u'great', u'view', u'winter', u'sure', u'excel', u'time', u'enjoy', u'mountain', u'sceneri', u'seren', u'waterton', u'lake', u'nation', u'park', u'photo', u'jillianangermei', u'watertonlakesnp', u'sharethechair', u'parkscanada', u'canada150', u'winter', u'showsho']",What a great view! Winter sure is an excellent time to enjoy mountain scenery and the serenity of Waterton Lakes National Park! PHOTO 📷  @jillianangermeier \n#WatertonLakesNP #ShareTheChair #ParksCanada #Canada150 #Winter #Showshoeing
42,42,689,1.42763e+18,"Built between and , the Cabot Tower is the St. John's most iconic building and one of our country's top landmarks! Together, Signal Hill and Cabot Tower have come to symbolize this city's historic past. PHOTO ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e9db7eb148660798c90887ac2720bc49/5AEFB9D2/t51.2885-15/e35/15876521_236872346759474_2355233634174107648_n.jpg,"[""windcoast_photo""]",9,2017-01-14_07-10-55,GraphImage,parks.canada,[],2017-01-14T07:10:55,BPP9PlAgFqP,False,"[""signalhillnhs"",""parkscanada"",""canada150"",""cabottower"",""explorenl"",""newfoundland""]",4143631778,,Built 1897 1901 Cabot Tower St John iconic building one country top landmarks Together Signal Hill Cabot Tower come symbolize city historic past PHOTO SignalHillNHS ParksCanada Canada150 CabotTower ExploreNL Newfoundland,"['Built', '1897', '1901', 'Cabot', 'Tower', 'St', 'John', 'iconic', 'building', 'one', 'country', 'top', 'landmarks', 'Together', 'Signal', 'Hill', 'Cabot', 'Tower', 'come', 'symbolize', 'city', 'historic', 'past', 'PHOTO', 'SignalHillNHS', 'ParksCanada', 'Canada150', 'CabotTower', 'ExploreNL', 'Newfoundland']","[u'built', u'1897', u'1901', u'cabot', u'tower', 'st', u'john', u'icon', u'build', u'one', u'countri', u'top', u'landmark', u'togeth', u'signal', u'hill', u'cabot', u'tower', u'come', u'symbol', u'citi', u'histor', u'past', u'photo', u'signalhillnh', u'parkscanada', u'canada150', u'cabottow', u'explorenl', u'newfoundland']","Built between 1897 and 1901, the Cabot Tower is the St. John's most iconic building and one of our country's top landmarks! Together, Signal Hill and Cabot Tower have come to symbolize this city's historic past. PHOTO 📷  @windcoast_photo \n#SignalHillNHS #ParksCanada #Canada150 #CabotTower #ExploreNL #Newfoundland"
43,43,750,1.42851e+18,"Here in , we're not afraid of a little snow! Get out there and enjoy all the winter activities our places have to offer! ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f69cd90e5833a98a5165047763d92b88/5AF62EEA/t51.2885-15/e35/16122922_372031049838923_7861166534079545344_n.jpg,[],1,2017-01-15_12-21-42,GraphImage,parks.canada,[],2017-01-15T12:21:42,BPTFmrNgCFI,False,"[""canada"",""sundayfunday"",""parkscanada"",""canada150"",""banffnp"",""banff"",""winter"",""skiing""]",4143631778,,Canada afraid little snow Get enjoy winter activities places offer SundayFunday ParksCanada Canada150 BanffNP Banff winter skiing,"['Canada', 'afraid', 'little', 'snow', 'Get', 'enjoy', 'winter', 'activities', 'places', 'offer', 'SundayFunday', 'ParksCanada', 'Canada150', 'BanffNP', 'Banff', 'winter', 'skiing']","[u'canada', u'afraid', u'littl', u'snow', u'get', u'enjoy', u'winter', u'activ', u'place', u'offer', u'sundayfunday', u'parkscanada', u'canada150', u'banffnp', u'banff', u'winter', u'ski']","Here in #Canada, we're not afraid of a little snow! Get out there and enjoy all the winter activities our places have to offer! #SundayFunday \n#ParksCanada #Canada150 #BanffNP #Banff #winter #skiing"
44,44,889,1.4292e+18,"Here is the Athabasca Pass National Historic Site! In Cree, Athabasca means, ""where the reeds are,"" a description of the marshy delta where the Athabasca River enters Lake Athabasca. PHOTO ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1bde621d0d385574fdd4ac7d332bc0f6/5AEE7FC8/t51.2885-15/e35/16122410_741763045979235_830271926264922112_n.jpg,"[""cooki3__""]",3,2017-01-16_11-21-04,GraphImage,parks.canada,[],2017-01-16T11:21:04,BPVjdgTgqSy,False,"[""athabascapassnhs"",""athabascapass"",""parkscanada"",""canada150""]",4143631778,,Athabasca Pass National Historic Site Cree Athabasca means reeds description marshy delta Athabasca River enters Lake Athabasca nPHOTO AthabascaPassNHS AthabascaPass ParksCanada Canada150,"['Athabasca', 'Pass', 'National', 'Historic', 'Site', 'Cree', 'Athabasca', 'means', 'reeds', 'description', 'marshy', 'delta', 'Athabasca', 'River', 'enters', 'Lake', 'Athabasca', 'nPHOTO', 'AthabascaPassNHS', 'AthabascaPass', 'ParksCanada', 'Canada150']","[u'athabasca', u'pass', u'nation', u'histor', u'site', u'cree', u'athabasca', u'mean', u'reed', u'descript', u'marshi', u'delta', u'athabasca', u'river', u'enter', u'lake', u'athabasca', u'nphoto', u'athabascapassnh', u'athabascapass', u'parkscanada', u'canada150']","Here is the Athabasca Pass National Historic Site! In Cree, Athabasca means, ""where the reeds are,"" a description of the marshy delta where the Athabasca River enters Lake Athabasca. \nPHOTO 📷  @cooki3__ \n#AthabascaPassNHS #AthabascaPass #ParksCanada #Canada150"
