Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category,lemmatized_text,FSDS_matched_keywords,FSDS_category
12,798775163588850_810535622412804,2016-03-16 12:59:10,http://ow.ly/Zyf1w,Découvrez comment les légumineuses sont bonnes pour vous et pour l’environnement.,Découvrez comment les légumineuses sont bonnes pour vous et pour l’environnement.,[],75,11,33,72,3,0,0,0,0,0,119,fr,0.0,AgricultureCanadienne_facebook,['environnement'],neutral,"['découvrez', 'légumineuse']",Social,"['découvrez', 'comment', 'les', 'légumineuse', 'bon', ""l'environnement""]",['légumineuse'],Sustainable food
13,798775163588850_1180847712048258,2017-10-11 11:02:52,https://www.facebook.com/AgricultureCanadienne/videos/1180847712048258/,"L’estomac artificiel, ou L’IViDiS, est une innovation du Centre de recherche et de développement sur les aliments d’Agriculture et Agroalimentaire Canada à St-Hyacinthe. Il permet aux chercheurs et à l’industrie de transformation d’aliments de mieux prévoir ce qui se passe vraiment dans le corps humain lorsqu’on introduit des aliments bioactifs. Jetez un coup d’œil à notre vidéo pour en apprendre davantage.  Encore mieux, venez à nos portes ouvertes ! ow.ly/VHZT30fNVU9","L’estomac artificiel, ou L’IViDiS, est une innovation du Centre de recherche et de développement sur les aliments d’Agriculture et Agroalimentaire Canada à St-Hyacinthe. Il permet aux chercheurs et à l’industrie de transformation d’aliments de mieux prévoir ce qui se passe vraiment dans le corps humain lorsqu’on introduit des aliments bioactifs. Jetez un coup d’œil à notre vidéo pour en apprendre davantage. Encore mieux, venez à nos portes ouvertes ! U9",[],34,3,81,31,0,3,0,0,0,0,118,fr,0.0,AgricultureCanadienne_facebook,"['agriculture', 'or', 'vert', 'air']",neutral,"['innovation', 'développement', 'aliment', 'aliment']",Social,"[""l'estomac"", 'artificiel', ""l'ividis"", 'innovation', 'centre', 'recherche', 'développement', 'les', 'aliment', ""d'agriculture"", 'agroalimentaire', 'canada', 'st-hyacinthe', 'permet', 'chercheur', ""l'industrie"", 'transformation', ""d'aliments"", 'mieux', 'prévoir', 'passe', 'vraiment', 'corps', 'humain', ""lorsqu'on"", 'introduit', 'aliment', 'bioactifs', 'jetez', 'coup', ""d'œil"", 'vidéo', 'apprendre', 'davantage', 'encore', 'mieux', 'venez', 'porte', 'ouvertes', 'owlyvhzt30fnvu9']","['innovation', 'innovation', 'innovation', 'aliment', 'aliment']",Sustainable food
14,798775163588850_902746479858384,2016-08-30 11:57:55,https://www.facebook.com/AgricultureCanadienne/videos/902745999858432/,Comment voyez-vous le prochain cadre stratégique pour l’agriculture? Donnez-nous votre avis en répondant à notre sondage. ow.ly/Xr7h303Jcud,Comment voyez-vous le prochain cadre stratégique pour l’agriculture? Donnez-nous votre avis en répondant à notre sondage. cud,[],73,7,0,66,4,2,0,0,1,0,80,fr,0.0,AgricultureCanadienne_facebook,['agriculture'],neutral,[],unknown,"['comment', 'voyez-vous', 'prochain', 'cadre', 'stratégique', ""l'agriculture"", 'donnez-nous', 'avis', 'répondant', 'sondage', 'owlyxr7h303jcud']",[],unknown
15,798775163588850_902744986525200,2016-08-30 11:54:21,https://www.facebook.com/AgricultureCanadienne/videos/902744723191893/,Comment voyez-vous le prochain cadre stratégique pour l’agriculture? Donnez-nous votre avis en répondant à notre sondage. ow.ly/uMlw303JclX,Comment voyez-vous le prochain cadre stratégique pour l’agriculture? Donnez-nous votre avis en répondant à notre sondage.,[],53,22,0,40,3,2,6,1,1,0,75,fr,0.0,AgricultureCanadienne_facebook,['agriculture'],neutral,[],unknown,"['comment', 'voyez-vous', 'prochain', 'cadre', 'stratégique', ""l'agriculture"", 'donnez-nous', 'avis', 'répondant', 'sondage', 'owlyumlw303jclx']",[],unknown
16,798775163588850_1202958989837130,2017-11-16 12:45:09,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1202958989837130/?type=3,Le saviez-vous? Le sarrasin ne contient aucun grain de blé! Le sarrasin n’est pas une céréale; il s’agit du fruit d’une plante de la famille de la rhubarbe. Apprenez d’autres faits amusants et soulignez l’agriculture canadienne: http://ow.ly/K3Nn30gCODd,Le saviez-vous? Le sarrasin ne contient aucun grain de blé! Le sarrasin n’est pas une céréale; il s’agit du fruit d’une plante de la famille de la rhubarbe. Apprenez d’autres faits amusants et soulignez l’agriculture canadienne: Dd,[],26,7,12,25,1,0,0,0,0,0,45,fr,0.05212912087912088,AgricultureCanadienne_facebook,"['ami', 'culture', 'famille']",positive,"['blé', 'plante', 'famille']",Social,"['saviez-vous', 'sarrasin', 'contient', 'aucun', 'grain', 'blé', 'sarrasin', ""n'est"", 'céréale', ""s'agit"", 'fruit', ""d'une"", 'plante', 'famille', 'rhubarbe', 'apprenez', ""d'autres"", 'fait', 'amusant', 'soulignez', ""l'agriculture"", 'canadien', 'httpowlyk3nn30gcodd']","['grain', 'plante']",Sustainably managed lands and forests
17,798775163588850_1172413246225038,2017-09-26 12:42:01,https://www.facebook.com/AgricultureCanadienne/videos/1172413246225038/,L’alimentation de la vache laitière est un enjeu important dans la production de lait. Un menu élaboré et calculé favorise une quantité de lait plus importante. Nos chercheurs ont bien hâte de vous parler de leurs projets ce samedi lors des portes ouvertes du Centre de R&D de Sherbrooke!,L’alimentation de la vache laitière est un enjeu important dans la production de lait. Un menu élaboré et calculé favorise une quantité de lait plus importante. Nos chercheurs ont bien hâte de vous parler de leurs projets ce samedi lors des portes ouvertes du Centre de R&D de Sherbrooke!,[],13,5,24,13,0,0,0,0,0,0,42,fr,0.0,AgricultureCanadienne_facebook,"['or', 'vert']",neutral,"['laitier', 'projet']",Social,"[""l'alimentation"", 'vache', 'laitier', 'enjeu', 'important', 'production', 'lait', 'menu', 'élaboré', 'calculé', 'favorise', 'quantité', 'lait', 'plus', 'importante', 'chercheur', 'bien', 'hâte', 'parler', 'leurs', 'projet', 'samedi', 'lors', 'porte', 'ouvertes', 'centre', 'rd', 'sherbrooke']","['laitier', 'production']",Clean growth
18,798775163588850_1192179947581701,2017-10-30 14:01:21,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1192179947581701/?type=3,Bravo à notre chercheure Hélène Lapierre pour son titre de Commandeure de l'Ordre du Mérite agronomique décerné par Ordre des agronomes du Québec,Bravo à notre chercheure Hélène Lapierre pour son titre de Commandeure de l'Ordre du Mérite agronomique décerné par Ordre des agronomes du Québec,[],36,1,3,35,1,0,0,0,0,0,40,fr,0.0,AgricultureCanadienne_facebook,['or'],neutral,['bravo'],Social,"['bravo', 'chercheure', 'hélène', 'lapierre', 'titre', 'commandeure', ""l'ordre"", 'mérite', 'agronomique', 'décerné', 'ordre', 'agronome', 'québec']",[],unknown
19,798775163588850_1182050898594606,2017-10-16 12:00:00,https://www.facebook.com/AgricultureCanadienne/videos/1182050898594606/,"Lorsque nous cherchons à accroître le rendement d’un produit canadien comme la pomme de terre, nous devons parfois nous tourner vers une autre plante. Notre chercheuse, Mme Judith Nyiraneza (Ph. D.), se penche justement sur cet aspect : comment peut-on intégrer l’herbe du Soudan dans les rotations culturales pour améliorer le rendement des cultures de pommes de terre :","Lorsque nous cherchons à accroître le rendement d’un produit canadien comme la pomme de terre, nous devons parfois nous tourner vers une autre plante. Notre chercheuse, Mme Judith Nyiraneza (Ph. D.), se penche justement sur cet aspect : comment peut-on intégrer l’herbe du Soudan dans les rotations culturales pour améliorer le rendement des cultures de pommes de terre :",[],30,2,7,30,0,0,0,0,0,0,39,fr,0.0,AgricultureCanadienne_facebook,['culture'],neutral,"['rendement', 'produit', 'terre', 'plante', 'rendement', 'culture', 'terre']",Economical,"['lorsque', 'cherchons', 'accroître', 'rendement', ""d'un"", 'produit', 'canadien', 'comme', 'pomme', 'terre', 'devon', 'parfois', 'tourner', 'vers', 'autre', 'plante', 'chercheur', 'mme', 'judith', 'nyiraneza', 'ph', 'penche', 'justement', 'cet', 'aspect', 'comment', 'peut-on', 'intégrer', ""l'herbe"", 'soudan', 'les', 'rotation', 'culturales', 'améliorer', 'rendement', 'culture', 'pomme', 'terre']","['produit', 'produit', 'terre', 'terre', 'plante', 'terre', 'terre']",Sustainably managed lands and forests
20,798775163588850_1165162746950088,2017-09-12 15:15:12,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1165162746950088/?type=3,Merci aux quelque 850 personnes qui sont venues à la journée portes ouvertes de Saint-Jean-sur-Richelieu la semaine dernière! ow.ly/9s7p30f6yLj,Merci aux quelque personnes qui sont venues à la journée portes ouvertes de Saint-Jean-sur-Richelieu la semaine dernière!,[],29,0,5,27,2,0,0,0,0,0,34,fr,0.0,AgricultureCanadienne_facebook,"['mer', 'or', 'vert']",neutral,[],unknown,"['merci', 'quelque', '850', 'personne', 'venue', 'journée', 'porte', 'ouvertes', 'saint-jean-sur-richelieu', 'semaine', 'dernier', 'owly9s7p30f6ylj']",[],unknown
21,798775163588850_1196967060436323,2017-11-07 12:00:44,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1196967060436323/?type=3,Saviez-vous qu’une pomme de terre (avec sa peau) fournit autant de fer qu’une tasse d’épinards? Célébrez l’agriculture canadienne. Pour plus d’info :,Saviez-vous qu’une pomme de terre (avec sa peau) fournit autant de fer qu’une tasse d’épinards? Célébrez l’agriculture canadienne. Pour plus d’info :,[],13,3,17,12,1,0,0,0,0,0,33,fr,0.0,AgricultureCanadienne_facebook,"['eau', 'agriculture']",neutral,"['pomme_de_terre', 'célébrez']",Social,"['saviez-vous', ""qu'une"", 'pomme_de_terre', 'peau', 'fournit', 'autant', 'fer', ""qu'une"", 'tasse', ""d'épinards"", 'célébrez', ""l'agriculture"", 'canadien', 'plus', ""d'info""]",['pomme_de_terre'],Sustainable food
22,798775163588850_823010614498638,2016-04-01 09:00:04,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/823010614498638/?type=3,"Nous sommes heureux d’annoncer un partenariat historique avec les Vancouver Canucks, les Calgary Flames, les Edmonton Oilers, les Winnipeg Jets, les Ottawa Senators, les Toronto Maple Leafs et les Canadiens de Montréal pour cultiver des équipes qui feront les séries!","Nous sommes heureux d’annoncer un partenariat historique avec les Vancouver Canucks, les Calgary Flames, les Edmonton Oilers, les Winnipeg Jets, les Ottawa Senators, les Toronto Maple Leafs et les Canadiens de Montréal pour cultiver des équipes qui feront les séries!",[],16,1,15,12,1,0,3,0,0,0,32,fr,0.0,AgricultureCanadienne_facebook,"['oil', 'partenariat']",neutral,"['partenariat', 'historique']",Social,"['heureux', ""d'annoncer"", 'partenariat', 'historique', 'les', 'vancouver', 'canucks', 'les', 'calgary', 'flames', 'les', 'edmonton', 'oilers', 'les', 'winnipeg', 'jet', 'les', 'ottawa', 'senators', 'les', 'toronto', 'maple', 'leafs', 'les', 'canadien', 'montréal', 'cultiver', 'équipe', 'feront', 'les', 'série']",['partenariat'],Clean growth
23,798775163588850_954014578064907,2016-11-12 09:48:36,https://www.facebook.com/AgricultureCanadienne/videos/954014578064907/,Le compte à rebours de #Canada150 est commencé! Soyez fiers et inspirés au moment où nous donnons le coup d’envoi aux célébrations – ce n’est qu’un début. Apprenez-en davantage sur la technologie utilisée dans la vidéo http://bit.ly/2fFCgB6,Le compte à rebours de est commencé! Soyez fiers et inspirés au moment où nous donnons le coup d’envoi aux célébrations – ce n’est qu’un début. Apprenez-en davantage sur la technologie utilisée dans la vidéo,['#Canada150'],13,0,17,13,0,0,0,0,0,0,30,fr,0.0,AgricultureCanadienne_facebook,['technologie'],neutral,"['#canada150', 'célébration', 'technologie']",Social,"['compte', 'rebours', '#canada150', 'commencé', 'fiers', 'inspiré', 'moment', 'où', 'donnons', 'coup', ""d'envoi"", 'célébration', ""n'est"", ""qu'un"", 'début', 'apprenez-en', 'davantage', 'technologie', 'utilisée', 'vidéo', 'httpbitly2ffcgb6']","['technologie', 'technologie', 'technologie', 'technologie']",Effective action on climate change
24,798775163588850_1163002230499473,2017-09-08 12:30:00,https://www.facebook.com/AgricultureCanadienne/videos/1163002230499473/,La recherche sur les fermes laitières en vedette ce dimanche au CRD de #Québec #portesouvertesUPA http://ow.ly/jBBo30f0TLJ,La recherche sur les fermes laitières en vedette ce dimanche au CRD de ébec,"['#Qu', '#portesouvertesUPA']",13,1,14,13,0,0,0,0,0,0,28,fr,0.0,AgricultureCanadienne_facebook,,neutral,"['ferme', 'laitier']",Economical,"['recherche', 'les', 'ferme', 'laitier', 'vedette', 'dimanche', 'crd', '#québec', '#portesouvertesupa', 'httpowlyjbbo30f0tlj']","['ferme', 'laitier']",Sustainable food
25,798775163588850_1056419264491104,2017-04-01 06:05:00,https://www.facebook.com/AgricultureCanadienne/videos/1056419264491104/,Rencontrez #ÉrableBAE – passionné de cuisine et nouvel ambassadeur du Canada! Nous sommes heureux de nous associer à lui cette année pour promouvoir l’industrie canadienne du sirop d’érable :,Rencontrez ÉrableBAE – passionné de cuisine et nouvel ambassadeur du Canada! Nous sommes heureux de nous associer à lui cette année pour promouvoir l’industrie canadienne du sirop d’érable :,['#'],20,3,5,20,0,0,0,0,0,0,28,fr,0.25,AgricultureCanadienne_facebook,['industrie'],positive,[],unknown,"['rencontrez', '#érablebae', 'passionné', 'cuisine', 'nouvel', 'ambassadeur', 'canada', 'heureux', 'associer', 'cette', 'année', 'promouvoir', ""l'industrie"", 'canadien', ""sirop_d'érable""]","[""sirop_d'érable""]",Sustainable food
26,798775163588850_940961569370208,2016-10-25 09:10:50,,Le pâturage en andain permet aux agriculteurs d’économiser beaucoup,Le pâturage en andain permet aux agriculteurs d’économiser beaucoup,[],10,1,15,10,0,0,0,0,0,0,26,fr,0.0,AgricultureCanadienne_facebook,['eau'],neutral,['agriculteur'],Economical,"['pâturage', 'andain', 'permet', 'agriculteur', ""d'économiser"", 'beaucoup']",['agriculteur'],Sustainable food
27,798775163588850_1228690460597316,2017-12-27 10:35:06,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1228690460597316/?type=3,"Nos chercheurs ont mis au point de nouvelles variétés de pommes de terre, et des entreprises canadiennes leur ont donné des noms inspirés du 150e anniversaire du Canada! Pour plus d’info : http://ow.ly/XcZ530hoEbL","Nos chercheurs ont mis au point de nouvelles variétés de pommes de terre, et des entreprises canadiennes leur ont donné des noms inspirés du e anniversaire du Canada! Pour plus d’info :",[],20,3,2,19,0,0,0,0,0,1,25,fr,0.2125,AgricultureCanadienne_facebook,['air'],positive,"['terre', 'entreprise']",Economical,"['chercheur', 'mis', 'point', 'nouveau', 'variété', 'pomme', 'terre', 'entreprise', 'canadien', 'donné', 'nom', 'inspiré', '150e', 'anniversaire', 'canada', 'plus', ""d'info"", 'httpowlyxcz530hoebl']","['terre', 'terre', 'entreprise', 'entreprise', 'entreprise']",Low-carbon government
28,798775163588850_1134142826718747,2017-07-21 10:59:56,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/1134142826718747/?type=3,"Les ministres de l’Agriculture fédéral, provinciaux et territoriaux du Canada se sont réunis à St. John’s, où ils sont parvenus à un accord sur les principaux éléments du Partenariat canadien pour l’agriculture qui vise à renforcer le secteur de l’agriculture, de l’agroalimentaire et des produits agro-industriels et à favoriser l’innovation, la croissance et la prospérité dans le secteur #AgCan. Pour en savoir plus sur la conférence #AgFPT17 : ow.ly/VpUk30dOwDL","Les ministres de l’Agriculture fédéral, provinciaux et territoriaux du Canada se sont réunis à St. John’s, où ils sont parvenus à un accord sur les principaux éléments du Partenariat canadien pour l’agriculture qui vise à renforcer le secteur de l’agriculture, de l’agroalimentaire et des produits agro-industriels et à favoriser l’innovation, la croissance et la prospérité dans le secteur . Pour en savoir plus sur la conférence :","['#AgCan', '#AgFPT17']",9,1,13,9,0,0,0,0,0,0,23,fr,0.0,AgricultureCanadienne_facebook,"['croissance', 'partenariat', 'produits', 'secteur', 'innovation', 'industrie', 'ministre', 'agriculture']",neutral,"['ministre', 'fédéral', 'provincial', 'partenariat', 'secteur', 'produit', 'croissance', 'secteur', '#agcan']",Economical,"['les', 'ministre', ""l'agriculture"", 'fédéral', 'provincial', 'territorial', 'canada', 'réunis', 'st', ""john's"", 'où', 'ils', 'parvenu', 'accord', 'les', 'principal', 'élément', 'partenariat', 'canadien', ""l'agriculture"", 'vise', 'renforcer', 'secteur', ""l'agriculture"", ""l'agroalimentaire"", 'produit', 'agro-industriels', 'favoriser', ""l'innovation"", 'croissance', 'prospérité', 'secteur', '#agcan', 'savoir', 'plus', 'conférence', '#agfpt17', 'owlyvpuk30dowdl']","['fédéral', 'partenariat', 'secteur', 'produit', 'produit', 'croissance', 'secteur', '#agcan', '#agcan']",Clean growth
29,798775163588850_1168669803266049,2017-09-19 11:30:39,http://ow.ly/FEOO30fgNEz,"Découvrez SCAN, une nouvelle technologie mise au point par nos scientifiques, qui aide les agriculteurs canadiens à faire des choix écologiques! ow.ly/FEOO30fgNEz","Découvrez SCAN, une nouvelle technologie mise au point par nos scientifiques, qui aide les agriculteurs canadiens à faire des choix écologiques!",[],10,0,12,10,0,0,0,0,0,0,22,fr,0.0,AgricultureCanadienne_facebook,['air'],neutral,"['découvrez', 'technologie', 'scientifique', 'scientifique', 'scientifique', 'agriculteur']",Economical,"['découvrez', 'scan', 'nouveau', 'technologie', 'mise', 'point', 'scientifique', 'aide', 'les', 'agriculteur', 'canadien', 'faire', 'choix', 'écologiques', 'owlyfeoo30fgnez']","['technologie', 'technologie', 'technologie', 'technologie', 'scientifique', 'agriculteur']",Clean growth
30,798775163588850_933929506740081,2016-10-14 11:17:40,,Les grandes femmes de l’histoire de l’agriculture,Les grandes femmes de l’histoire de l’agriculture,[],15,0,7,14,1,0,0,0,0,0,22,fr,0.0,AgricultureCanadienne_facebook,"['culture', 'femmes']",neutral,['femme'],Social,"['les', 'grand', 'femme', ""l'histoire"", ""l'agriculture""]",[],unknown
31,798775163588850_1035311796601851,2017-03-01 12:25:00,https://www.facebook.com/AgricultureCanadienne/videos/1035311796601851/,"Vous avez manqué le dévoilement de nos variétés de pommes de terre de 2017? Voici un aperçu des sélections de cette année, présenté par Benoit Bizimungu (Ph. D.) de notre centre de recherche et de développement à Fredericton :","Vous avez manqué le dévoilement de nos variétés de pommes de terre de ? Voici un aperçu des sélections de cette année, présenté par Benoit Bizimungu (Ph. D.) de notre centre de recherche et de développement à Fredericton :",[],17,0,5,17,0,0,0,0,0,0,22,fr,0.0,AgricultureCanadienne_facebook,['oil'],neutral,"['terre', 'développement']",Economical,"['manqué', 'dévoilement', 'variété', 'pomme', 'terre', '2017', 'voici', 'aperçu', 'sélection', 'cette', 'année', 'présenté', 'benoit', 'bizimungu', 'ph', 'centre', 'recherche', 'développement', 'fredericton']","['terre', 'terre']",Sustainably managed lands and forests
