,Unnamed: 0,Unnamed: 0.1,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
10,10,10,400735810348458_403017153453657,315919208830119_400735810348458,,2017-12-28 01:02:59,0,0,0,0,0,0,0,0,Jobie Atagootak,[],[],Jobie Atagootak,"['Jobie', 'Atagootak']","[u'jobi', u'atagootak']",Jobie Atagootak,0.0,Neutral
11,11,11,401070186981687_402157000206339,315919208830119_401070186981687,,2017-12-25 12:47:34,1,1,0,0,0,0,0,0,"More like zombie santa claws considering that's a dead, waving lobster...",[],[],like zombie santa claws considering dead waving lobster,"['like', 'zombie', 'santa', 'claws', 'considering', 'dead', 'waving', 'lobster']","[u'like', u'zombi', u'santa', u'claw', u'consid', u'dead', u'wave', u'lobster']","More like zombie santa claws considering that's a dead, waving lobster...",0.15,Neutral
12,12,12,401070186981687_402195123535860,315919208830119_401070186981687,,2017-12-25 15:26:49,1,1,0,0,0,0,0,0,Brady Keith Quinn Kristin Dinning,[],[],Brady Keith Quinn Kristin Dinning,"['Brady', 'Keith', 'Quinn', 'Kristin', 'Dinning']","[u'bradi', u'keith', u'quinn', u'kristin', u'din']",Brady Keith Quinn Kristin Dinning,0.0,Neutral
13,13,13,400730020349037_400782750343764,315919208830119_400730020349037,,2017-12-21 20:16:43,0,0,0,0,0,0,0,0,Missing Ragged Beach !,[],[],Missing Ragged Beach,"['Missing', 'Ragged', 'Beach']","[u'miss', u'rag', u'beach']",Missing Ragged Beach !,-0.25,Neutral
14,14,14,400730020349037_401406933614679,315919208830119_400730020349037,,2017-12-23 12:15:37,1,1,0,0,0,0,0,0,We need more around Vancouver Island,[],[],need around Vancouver Island,"['need', 'around', 'Vancouver', 'Island']","[u'need', u'around', u'vancouv', u'island']",We need more around Vancouver Island,0.5,Positive
15,15,15,399512630470776_400699470352092,315919208830119_399512630470776,,2017-12-21 13:43:07,2,2,0,0,0,0,0,0,I love seeing this type of education Dfo is doing.,[],[],love seeing type education Dfo,"['love', 'seeing', 'type', 'education', 'Dfo']","[u'love', u'see', u'type', u'educ', u'dfo']",I love seeing this type of education Dfo is doing.,0.5,Positive
16,16,16,399512630470776_400778170344222,315919208830119_399512630470776,,2017-12-21 19:57:49,2,2,0,0,0,0,0,0,Awesome Great job colleagues!,[],[],Awesome Great job colleagues,"['Awesome', 'Great', 'job', 'colleagues']","[u'awesom', u'great', u'job', u'colleagu']",Awesome 🙂 Great job colleagues!,1.0,Positive
17,17,17,399512630470776_400999033655469,315919208830119_399512630470776,,2017-12-22 09:01:18,2,2,0,0,0,0,0,0,Went to school with Fraser. Haven’t seen him in years.,[],[],Went school Fraser seen years,"['Went', 'school', 'Fraser', 'seen', 'years']","[u'went', u'school', u'fraser', u'seen', u'year']",Went to school with Fraser. Haven’t seen him in years.,0.0,Neutral
18,18,18,399512630470776_401110460310993,315919208830119_399512630470776,,2017-12-22 15:59:06,2,2,0,0,0,0,0,0,Love you canada,[],[],Love canada,"['Love', 'canada']","[u'love', u'canada']",Love you canada,0.5,Positive
19,19,19,400260560395983_400286440393395,315919208830119_400260560395983,,2017-12-20 12:07:58,0,0,0,0,0,0,0,0,"Although I think it's good to be prepared for an oil spill, it would be better if we didn't put our coastlines at such risk. Question: Where does the money come from for this research? Thank you!",[],[],Although think good prepared oil spill would better put coastlines risk Question money come research Thank,"['Although', 'think', 'good', 'prepared', 'oil', 'spill', 'would', 'better', 'put', 'coastlines', 'risk', 'Question', 'money', 'come', 'research', 'Thank']","[u'although', u'think', u'good', u'prepar', u'oil', u'spill', u'would', u'better', u'put', u'coastlin', u'risk', u'question', u'money', u'come', u'research', u'thank']","Although I think it's good to be prepared for an oil spill, it would be better if we didn't put our coastlines at such risk. Question: Where does the money come from for this research? Thank you!",0.39999999999999997,Positive
20,20,20,400260560395983_400324470389592,315919208830119_400260560395983,,2017-12-20 14:23:29,2,2,0,0,0,0,0,0,Please advise if this will help from oil spill in NL?,"['#SaveNL', '#ManolisL']",[],Please advise help oil spill NL,"['Please', 'advise', 'help', 'oil', 'spill', 'NL']","[u'pleas', u'advis', u'help', u'oil', u'spill', 'nl']",Please advise if this will help #SaveNL from #ManolisL oil spill in NL?,0.0,Neutral
21,21,21,399501733805199_400268930395146,315919208830119_399501733805199,,2017-12-20 11:03:51,0,0,0,0,0,0,0,0,I thought salmon came from streams?,[],[],thought salmon came streams,"['thought', 'salmon', 'came', 'streams']","[u'thought', u'salmon', u'came', u'stream']",I thought salmon came from streams?,0.0,Neutral
22,22,22,399501733805199_400279983727374,315919208830119_399501733805199,,2017-12-20 11:47:15,0,0,0,0,0,0,0,0,Ya thats great and all. But when climate systems no longer support the species. The effort will be meaningless. A for effort,[],[],Ya thats great climate systems longer support species effort meaningless effort,"['Ya', 'thats', 'great', 'climate', 'systems', 'longer', 'support', 'species', 'effort', 'meaningless', 'effort']","['ya', u'that', u'great', u'climat', u'system', u'longer', u'support', u'speci', u'effort', u'meaningless', u'effort']",Ya thats great and all. But when climate systems no longer support the species. The effort will be meaningless. A for effort,0.15000000000000002,Neutral
23,23,23,399501733805199_400294103725962,315919208830119_399501733805199,,2017-12-20 12:31:08,1,1,0,0,0,0,0,0,And then they get eaten by seals as they leave the river,[],[],get eaten seals leave river,"['get', 'eaten', 'seals', 'leave', 'river']","[u'get', u'eaten', u'seal', u'leav', u'river']",And then they get eaten by seals as they leave the river,0.0,Neutral
24,24,24,399501733805199_400309413724431,315919208830119_399501733805199,,2017-12-20 13:24:03,0,0,0,0,0,0,0,0,And swim by fish farms to get sea lice and piscine reovirus,[],[],swim fish farms get sea lice piscine reovirus,"['swim', 'fish', 'farms', 'get', 'sea', 'lice', 'piscine', 'reovirus']","[u'swim', u'fish', u'farm', u'get', u'sea', u'lice', u'piscin', u'reovirus']",And swim by fish farms to get sea lice and piscine reovirus,0.0,Neutral
25,25,25,399501733805199_400330523722320,315919208830119_399501733805199,,2017-12-20 14:54:23,0,0,0,0,0,0,0,0,Ehhh you forgot to mention how it makes Government Owned Salmon Farm Richer ....,[],[],Ehhh forgot mention makes Government Owned Salmon Farm Richer,"['Ehhh', 'forgot', 'mention', 'makes', 'Government', 'Owned', 'Salmon', 'Farm', 'Richer']","[u'ehhh', u'forgot', u'mention', u'make', u'govern', u'own', u'salmon', u'farm', u'richer']",Ehhh you forgot to mention how it makes Government Owned  Salmon Farm  Richer ....,0.0,Neutral
26,26,26,399501733805199_401609650261074,315919208830119_399501733805199,,2017-12-24 03:33:04,0,0,0,0,0,0,0,0,MRP.,[],[],MRP,['MRP'],[u'mrp'],MRP.,0.0,Neutral
27,27,27,399590210463018_399603310461708,315919208830119_399590210463018,,2017-12-18 14:14:44,0,0,0,0,0,0,0,0,from must come st.,"['#SaveNL', '#ManolisL']",[],must come st,"['must', 'come', 'st']","[u'must', u'come', 'st']",#SaveNL from #ManolisL must come 1st.,0.0,Neutral
28,28,28,399556503799722_399638250458214,315919208830119_399556503799722,,2017-12-18 16:42:31,0,0,0,0,0,0,0,0,million??? why that's just a drop in the bucket for trudeau to give away. Oh wait this is for something good to be done. Sorry boys.,[],[],million drop bucket trudeau give away Oh wait something good done Sorry boys,"['million', 'drop', 'bucket', 'trudeau', 'give', 'away', 'Oh', 'wait', 'something', 'good', 'done', 'Sorry', 'boys']","[u'million', u'drop', u'bucket', u'trudeau', u'give', u'away', 'oh', u'wait', u'someth', u'good', u'done', u'sorri', u'boy']",80 million??? why that's just a drop in the bucket for trudeau to give away. Oh wait this is for something good to be done. Sorry boys.,0.09999999999999998,Neutral
29,29,29,399556503799722_399687563786616,315919208830119_399556503799722,,2017-12-18 21:21:56,1,1,0,0,0,0,0,0,The Uber rich oil companies should be the ones fully funding this research,[],[],Uber rich oil companies ones fully funding research,"['Uber', 'rich', 'oil', 'companies', 'ones', 'fully', 'funding', 'research']","[u'uber', u'rich', u'oil', u'compani', u'one', u'fulli', u'fund', u'research']",The Uber rich oil companies should be the ones fully funding this research,0.375,Positive
30,30,30,399493713806001_399518160470223,315919208830119_399493713806001,,2017-12-18 10:09:06,0,0,0,0,0,0,0,0,"So what companies are there left? Benson aquaculture, northern harvest, and the monopoly cooke's aquaculture...",[],[],companies left Benson aquaculture northern harvest monopoly cooke aquaculture,"['companies', 'left', 'Benson', 'aquaculture', 'northern', 'harvest', 'monopoly', 'cooke', 'aquaculture']","[u'compani', u'left', u'benson', u'aquacultur', u'northern', u'harvest', u'monopoli', u'cook', u'aquacultur']","So what companies are there left? Benson aquaculture, northern harvest, and the monopoly cooke's aquaculture...",0.0,Neutral
31,31,31,399493713806001_400060397082666,315919208830119_399493713806001,,2017-12-19 21:37:24,0,0,0,0,0,0,0,0,This Kwakwa'wakw elder has just been arrested for peacefully holding a vigil at the Department of Fisheries and Oceans in Saanich on Vancouver Island. Her community does not have any salmon in their freezers because of the impact of the fish feedlots that our governments have permitted. Is this reconciliation?,[],['https://www.facebook.com/GETTHEFISHFARMSOUT/photos/a.1934540976820341.1073741829.1934122563528849/1982401142034324/?type=3&theater'],Kwakwa wakw elder arrested peacefully holding vigil Department Fisheries Oceans Saanich Vancouver Island community salmon freezers impact fish feedlots governments permitted reconciliation,"['Kwakwa', 'wakw', 'elder', 'arrested', 'peacefully', 'holding', 'vigil', 'Department', 'Fisheries', 'Oceans', 'Saanich', 'Vancouver', 'Island', 'community', 'salmon', 'freezers', 'impact', 'fish', 'feedlots', 'governments', 'permitted', 'reconciliation']","[u'kwakwa', u'wakw', u'elder', u'arrest', u'peac', u'hold', u'vigil', u'depart', u'fisheri', u'ocean', u'saanich', u'vancouv', u'island', u'communiti', u'salmon', u'freezer', u'impact', u'fish', u'feedlot', u'govern', u'permit', u'reconcili']",This Kwakwa'wakw elder has just been arrested for peacefully holding a vigil at the Department of Fisheries and Oceans in Saanich on Vancouver Island. Her community does not have any salmon in their freezers because of the impact of the fish feedlots that our governments have permitted. Is this reconciliation? https://www.facebook.com/GETTHEFISHFARMSOUT/photos/a.1934540976820341.1073741829.1934122563528849/1982401142034324/?type=3&theater,0.25,Neutral
32,32,32,395383050883734_397488150673224,315919208830119_395383050883734,,2017-12-16 19:29:35,2,2,0,0,0,0,0,0,"It’d be great to see our nation take a strong, official stand against domestic and international Bottom-Trawling and other destructive and wasteful “fishing” practices",[],[],great see nation take strong official stand domestic international Bottom Trawling destructive wasteful practices,"['great', 'see', 'nation', 'take', 'strong', 'official', 'stand', 'domestic', 'international', 'Bottom', 'Trawling', 'destructive', 'wasteful', 'practices']","[u'great', u'see', u'nation', u'take', u'strong', u'offici', u'stand', u'domest', u'intern', u'bottom', u'trawl', u'destruct', u'wast', u'practic']","It’d be great to see our nation take a strong, official stand against domestic and international Bottom-Trawling and other destructive and wasteful “fishing” practices",0.08472222222222224,Neutral
33,33,33,395383050883734_399673737121332,315919208830119_395383050883734,,2017-12-18 20:09:22,0,0,0,0,0,0,0,0,If life in the Oceans goes. So will we.....,[],[],life Oceans goes,"['life', 'Oceans', 'goes']","[u'life', u'ocean', u'goe']",If life in the Oceans goes. So will we.....,0.0,Neutral
34,34,34,395326597556046_395339894221383,315919208830119_395326597556046,,2017-12-15 14:31:33,1,1,0,0,0,0,0,0,"As an Inuits point of view, this is one of the reasons as to why our year round ice disappeared quickly. There are to many ice breakers breaking it up and chipping away, that’s my thoughts and I’m sure some of the other Inuit will agree if you thin’ about it.",[],[],Inuits point view one reasons year round ice disappeared quickly many ice breakers breaking chipping away thoughts sure Inuit agree,"['Inuits', 'point', 'view', 'one', 'reasons', 'year', 'round', 'ice', 'disappeared', 'quickly', 'many', 'ice', 'breakers', 'breaking', 'chipping', 'away', 'thoughts', 'sure', 'Inuit', 'agree']","[u'inuit', u'point', u'view', u'one', u'reason', u'year', u'round', u'ice', u'disappear', u'quick', u'mani', u'ice', u'breaker', u'break', u'chip', u'away', u'thought', u'sure', u'inuit', u'agre']","As an Inuits point of view, this is one of the reasons as to why our year round ice disappeared quickly. There are to many ice breakers breaking it up and chipping away, that’s my thoughts and I’m sure some of the other Inuit will agree if you thin’ about it.",0.10138888888888888,Neutral
35,35,35,391847521237287_391853801236659,315919208830119_391847521237287,,2017-12-13 18:11:50,20,20,0,0,0,0,0,0,"It should not be an offence to not have your license with you. I paid for it, there for I possess it. You should be able to look that up and confirm my identity with my government issued identification. If the technology isn’t there for that in that is not my problem",[],[],offence license paid possess able look confirm identity government issued identification technology problem,"['offence', 'license', 'paid', 'possess', 'able', 'look', 'confirm', 'identity', 'government', 'issued', 'identification', 'technology', 'problem']","[u'offenc', u'licens', u'paid', u'possess', u'abl', u'look', u'confirm', u'ident', u'govern', u'issu', u'identif', u'technolog', u'problem']","It should not be an offence to not have your license with you. I paid for it, there for I possess it. You should be able to look that up and confirm my identity with my government issued identification. If the technology isn’t there for that in 2017 that is not my problem",0.5,Positive
36,36,36,391847521237287_392825814472791,315919208830119_391847521237287,391847521237287_391853801236659,2017-12-14 16:13:29,2,2,0,0,0,0,0,0,Its definitely our responsibility to have our licences in our possession while conducting that activity which a licence is required. Technology to check whether u have a licence or not is not always readily available in the field. .,[],[],definitely responsibility licences possession conducting activity licence required Technology check whether licence always readily available field,"['definitely', 'responsibility', 'licences', 'possession', 'conducting', 'activity', 'licence', 'required', 'Technology', 'check', 'whether', 'licence', 'always', 'readily', 'available', 'field']","[u'definit', u'respons', u'licenc', u'possess', u'conduct', u'activ', u'licenc', u'requir', u'technolog', u'check', u'whether', u'licenc', u'alway', u'readili', u'avail', u'field']",Its definitely our responsibility to have our licences in our possession while conducting that activity which a licence is required.  Technology to check whether u have a licence or not is not always readily available in the field.   .,0.2,Neutral
37,37,37,391847521237287_392826117806094,315919208830119_391847521237287,391847521237287_391853801236659,2017-12-14 16:15:17,0,0,0,0,0,0,0,0,Hollis Jr Yetman while I understand that if me and my son decided to pull over on the side of the road because we had the rods on us should I tell him we can’t fish because my/our licenses are home ? And if I decide to fish anyway I deserve a ticket ?,[],[],Hollis Jr Yetman understand son decided pull side road rods us tell fish licenses home decide fish anyway deserve ticket,"['Hollis', 'Jr', 'Yetman', 'understand', 'son', 'decided', 'pull', 'side', 'road', 'rods', 'us', 'tell', 'fish', 'licenses', 'home', 'decide', 'fish', 'anyway', 'deserve', 'ticket']","[u'holli', 'jr', u'yetman', u'understand', u'son', u'decid', u'pull', u'side', u'road', u'rod', 'us', u'tell', u'fish', u'licens', u'home', u'decid', u'fish', u'anyway', u'deserv', u'ticket']",Hollis Jr Yetman while I understand that if me and my son decided to pull over on the side of the road because we had the rods on us should I tell him we can’t fish because my/our licenses are home ? And if I decide to fish anyway I deserve a ticket ?,0.0,Neutral
38,38,38,391847521237287_392843507804355,315919208830119_391847521237287,391847521237287_391853801236659,2017-12-14 17:43:04,4,4,0,0,0,0,0,0,Yes you do deserve a ticket.,[],[],Yes you do deserve ticket,"['Yes', 'you', 'do', 'deserve', 'ticket']","[u'yes', u'you', 'do', u'deserv', u'ticket']",Yes you do deserve a ticket.,0.0,Neutral
39,39,39,391847521237287_392873037801402,315919208830119_391847521237287,391847521237287_391853801236659,2017-12-14 20:29:04,0,0,0,0,0,0,0,0,Mike if you get pulled over without a drivers license is that ok?,[],[],Mike get pulled without drivers license ok,"['Mike', 'get', 'pulled', 'without', 'drivers', 'license', 'ok']","[u'mike', u'get', u'pull', u'without', u'driver', u'licens', 'ok']",Mike if you get pulled over without a drivers license is that ok?,0.5,Positive
40,40,40,391847521237287_392877257800980,315919208830119_391847521237287,391847521237287_391853801236659,2017-12-14 20:35:48,0,0,0,0,0,0,0,0,Doug Thorpe as long as I have one and can produce it in hours I don’t believe I will get a ticket. Additionally I believe they can look that information up if they need to. So yes I guess it is ok ? I don’t know,[],[],Doug Thorpe long one produce hours believe get ticket Additionally believe look information need yes guess ok know,"['Doug', 'Thorpe', 'long', 'one', 'produce', 'hours', 'believe', 'get', 'ticket', 'Additionally', 'believe', 'look', 'information', 'need', 'yes', 'guess', 'ok', 'know']","[u'doug', u'thorp', u'long', u'one', u'produc', u'hour', u'believ', u'get', u'ticket', u'addit', u'believ', u'look', u'inform', u'need', u'yes', u'guess', 'ok', u'know']",Doug Thorpe as long as I have one and can produce it in 24 hours I don’t believe I will get a ticket. Additionally I believe they can look that information up if they need to. So yes I guess it is ok ? I don’t know,0.225,Neutral
41,41,41,391847521237287_392878084467564,315919208830119_391847521237287,391847521237287_391853801236659,2017-12-14 20:40:47,0,0,0,0,0,0,0,0,Anyway I almost always have my license on me so this isn’t an issue for me but I think the concept lacks a lot of common sense and that was point I was trying to make.,[],[],Anyway almost always license issue think concept lacks lot common sense point trying make,"['Anyway', 'almost', 'always', 'license', 'issue', 'think', 'concept', 'lacks', 'lot', 'common', 'sense', 'point', 'trying', 'make']","[u'anyway', u'almost', u'alway', u'licens', u'issu', u'think', u'concept', u'lack', u'lot', u'common', u'sens', u'point', u'tri', u'make']",Anyway I almost always have my license on me so this isn’t an issue for me but I think the concept lacks a lot of common sense and that was point I was trying to make.,-0.3,Neutral
42,42,42,391847521237287_391854974569875,315919208830119_391847521237287,,2017-12-13 18:17:49,5,5,0,0,0,0,0,0,".... if I have a striped bass at home, in my freezer. Is it not “in my possession” ? I believe it is according to the current regulations. But if my license is at home in my freezer it is not ?",[],[],striped bass home freezer believe according current regulations license home freezer,"['striped', 'bass', 'home', 'freezer', 'believe', 'according', 'current', 'regulations', 'license', 'home', 'freezer']","[u'stripe', u'bass', u'home', u'freezer', u'believ', u'accord', u'current', u'regul', u'licens', u'home', u'freezer']",".... if I have a striped bass at home, in my freezer. Is it not “in my possession” ? I believe it is according to the current regulations. But if my license is at home in my freezer it is not ?",-0.07500000000000001,Neutral
43,43,43,391847521237287_391856154569757,315919208830119_391847521237287,,2017-12-13 18:25:42,1,1,0,0,0,0,0,0,How about fining and suspending the licenses the boats from eastern passage and sambro who are illegally fishing in a closed area with untagged lobster traps? Dfo was given the names of the skippers and boats.,[],[],fining suspending licenses boats eastern passage sambro illegally fishing closed area untagged lobster traps Dfo given names skippers boats,"['fining', 'suspending', 'licenses', 'boats', 'eastern', 'passage', 'sambro', 'illegally', 'fishing', 'closed', 'area', 'untagged', 'lobster', 'traps', 'Dfo', 'given', 'names', 'skippers', 'boats']","[u'fine', u'suspend', u'licens', u'boat', u'eastern', u'passag', u'sambro', u'illeg', u'fish', u'close', u'area', u'untag', u'lobster', u'trap', u'dfo', u'given', u'name', u'skipper', u'boat']",How about fining and suspending the licenses the boats from eastern passage and sambro who are illegally fishing in a closed area with untagged lobster traps?  Dfo was given the names of the skippers and boats.,-0.3,Neutral
44,44,44,391847521237287_391866831235356,315919208830119_391847521237287,,2017-12-13 19:19:03,2,2,0,0,0,0,0,0,In plain words the DFO is broke as far as enforcement beyond what they can afford now. The % Harper cut from the DFO needs to be reinstated with an extra %. Nice to see Ottawa care about the fishery isn’t it?,[],[],plain words DFO broke far enforcement beyond afford Harper cut DFO needs reinstated extra Nice see Ottawa care fishery,"['plain', 'words', 'DFO', 'broke', 'far', 'enforcement', 'beyond', 'afford', 'Harper', 'cut', 'DFO', 'needs', 'reinstated', 'extra', 'Nice', 'see', 'Ottawa', 'care', 'fishery']","[u'plain', u'word', u'dfo', u'broke', u'far', u'enforc', u'beyond', u'afford', u'harper', u'cut', u'dfo', u'need', u'reinstat', u'extra', u'nice', u'see', u'ottawa', u'care', u'fisheri']","In plain words the DFO is broke as far as enforcement beyond what they can afford now. The 25% Harper cut from the DFO needs to be reinstated with an extra 10%. 
Nice to see Ottawa care about the fishery isn’t it?",0.12142857142857143,Neutral
45,45,45,391847521237287_391881841233855,315919208830119_391847521237287,,2017-12-13 20:29:39,3,3,0,0,0,0,0,0,So they nit pic the small stuff and are hand cuffed while there’s a full blown illegal summer lobster fishery going on.,[],[],nit pic small stuff hand cuffed full blown illegal summer lobster fishery going,"['nit', 'pic', 'small', 'stuff', 'hand', 'cuffed', 'full', 'blown', 'illegal', 'summer', 'lobster', 'fishery', 'going']","[u'nit', u'pic', u'small', u'stuff', u'hand', u'cuf', u'full', u'blown', u'illeg', u'summer', u'lobster', u'fisheri', u'go']",So they nit pic the small stuff and are hand cuffed while there’s a full blown illegal summer lobster fishery going on.,-0.13333333333333333,Neutral
46,46,46,391847521237287_391882541233785,315919208830119_391847521237287,,2017-12-13 20:32:01,4,4,0,0,0,0,0,0,Doesn’t matter. There’s not nearly enough officers to provide proper enforcement,[],[],matter nearly enough officers provide proper enforcement,"['matter', 'nearly', 'enough', 'officers', 'provide', 'proper', 'enforcement']","[u'matter', u'near', u'enough', u'offic', u'provid', u'proper', u'enforc']",Doesn’t matter. There’s not nearly enough officers to provide proper enforcement,0.0,Neutral
47,47,47,391847521237287_391887567899949,315919208830119_391847521237287,,2017-12-13 20:59:56,3,3,0,0,0,0,0,0,"Dfo has only made it more difficult for individuals to get personal fishing licenses,and now you want to ticket them if they don’t have one,I think your looking in the wrong direction for revenue",[],[],Dfo made difficult individuals get personal fishing licenses want ticket one think looking wrong direction revenue,"['Dfo', 'made', 'difficult', 'individuals', 'get', 'personal', 'fishing', 'licenses', 'want', 'ticket', 'one', 'think', 'looking', 'wrong', 'direction', 'revenue']","[u'dfo', u'made', u'difficult', u'individu', u'get', u'person', u'fish', u'licens', u'want', u'ticket', u'one', u'think', u'look', u'wrong', u'direct', u'revenu']","Dfo has only made it more difficult for individuals to get personal fishing licenses,and now you want to ticket them if they don’t have one,I think your looking in the wrong direction for revenue",-0.1,Neutral
48,48,48,391847521237287_391941931227846,315919208830119_391847521237287,,2017-12-14 01:26:22,2,2,0,0,0,0,0,0,"Point is streamlining small stuff so it doesn't take time away from major issues. I think this is a great idea Fisheries and Oceans Canada, how long do I have to comment?",[],[],Point streamlining small stuff take time away major issues think great idea Fisheries Oceans Canada long comment,"['Point', 'streamlining', 'small', 'stuff', 'take', 'time', 'away', 'major', 'issues', 'think', 'great', 'idea', 'Fisheries', 'Oceans', 'Canada', 'long', 'comment']","[u'point', u'streamlin', u'small', u'stuff', u'take', u'time', u'away', u'major', u'issu', u'think', u'great', u'idea', u'fisheri', u'ocean', u'canada', u'long', u'comment']","Point is streamlining small stuff so it doesn't take time away from major issues.  I think this is a great idea Fisheries and Oceans Canada, how long do I have to comment?",0.140625,Neutral
49,49,49,391847521237287_392074724547900,315919208830119_391847521237287,391847521237287_391941931227846,2017-12-14 09:11:03,0,0,0,0,0,0,0,0,"Happy to hear you like it, Doug. The consultation deadline is January , .",[],[],Happy hear like Doug consultation deadline January,"['Happy', 'hear', 'like', 'Doug', 'consultation', 'deadline', 'January']","[u'happi', u'hear', u'like', u'doug', u'consult', u'deadlin', u'januari']","Happy to hear you like it, Doug. The consultation deadline is January 31, 2018.",0.8,Positive
50,50,50,391847521237287_392829444472428,315919208830119_391847521237287,391847521237287_391941931227846,2017-12-14 16:33:28,0,0,0,0,0,0,0,0,What do you and dfo consider small stuff?,[],[],dfo consider small stuff,"['dfo', 'consider', 'small', 'stuff']","[u'dfo', u'consid', u'small', u'stuff']",What do you and dfo consider small stuff?,-0.25,Neutral
51,51,51,391847521237287_392829591139080,315919208830119_391847521237287,391847521237287_391941931227846,2017-12-14 16:34:38,0,0,0,0,0,0,0,0,Kenny read the proposal. Everything you need to know is there,[],[],Kenny read proposal Everything need know,"['Kenny', 'read', 'proposal', 'Everything', 'need', 'know']","[u'kenni', u'read', u'propos', u'everyth', u'need', u'know']",Kenny read the proposal.  Everything you need to know is there,0.0,Neutral
